orf	hom | growth (pooled culture, barseq) | aflatoxin B1 [50 uM] | SC + DMSO [0.5%] | St John N~Fasullo M, 2020	hom | growth (pooled culture, barseq) | aflatoxin B1 [50 uM], expression of human CYP1A2 | SC - Ura + DMSO [0.5%] | St John N~Fasullo M, 2020	hom | growth (pooled culture, barseq) | aflatoxin B1 [50 uM], expression of human CYP1A2, expression of human NAT2 | SC - Ura + DMSO [0.5%] | St John N~Fasullo M, 2020
YAR029W	0.33441965231824394	0.5728782100984728	-0.09062348365932443
YAR030C	0.4267793322097774	0.698988870503543	0.08608308640112562
YAR031W	0.3708633902648616	0.9886720930793937	-0.10278568520146603
YAR035W	-0.12028794251063213	0.9692788444889113	-0.2927209078384053
YAR042W	-0.44488239530672197	0.3473701171326711	0.5830149311400821
YAR047C	0.040859211513241823	0.8735426242628342	-0.16288128450794548
YAR050W	0.17437784153144328	0.832189193792343	-0.3534633142741212
YBL001C	0.14658606533519758	-0.01308545789455726	0.08608308640112562
YBL002W	-0.1282382198706556	-0.01308545789455726	0.08608308640112562
YBL003C	-0.006113279211876621	1.7701043671017702	0.08608308640112562
YBL005W	0.16771627052281304	-0.01308545789455726	2.234383955697134
YBL006C	0.7145795089161102	-0.01308545789455726	0.08608308640112562
YBL007C	-0.14735470054981012	1.7701043671017702	0.08608308640112562
YBL008W	-0.8837762000210027	-0.01308545789455726	0.08608308640112562
YBL009W	0.2125276466891516	-0.01308545789455726	-1.8714561527186848
YBL010C	-0.030145645748639767	2.4655038199620174	0.08608308640112562
YBL011W	-0.27524014298044425	1.8711072116299083	0.08608308640112562
YBL012C	-3.8376556496573255	-0.01308545789455726	0.08608308640112562
YBL013W	0.2908997120168685	0.5813111504375514	0.08608308640112562
YBL015W	-0.5387025896340408	-2.0720530657853873	0.08608308640112562
YBL016W	1.3565073388201918	-0.01308545789455726	0.08608308640112562
YBL017C	-3.9007331698243193	1.016236665759761	0.08608308640112562
YBL019W	0.32199847700892104	3.361034575462156	0.08608308640112562
YBL021C	1.3565073388201918	-0.01308545789455726	0.08608308640112562
YBL022C	-3.1439119603810304	-0.01308545789455726	0.08608308640112562
YBL024W	-0.7248385507663414	1.1371229100267386	0.08608308640112562
YBL025W	1.3565073388201918	-0.01308545789455726	0.08608308640112562
YBL027W	-1.1033589871581522	-0.01308545789455726	0.08608308640112562
YBL028C	0.21859054545549023	0.9857858416062013	0.08608308640112562
YBL029W	-2.1879753925018472	1.5481119849114893	0.08608308640112562
YBL031W	-0.11755356952104097	-2.0720530657853873	0.08608308640112562
YBL032W	-0.8367943173832039	0.3514815180221265	1.9292799802021823
YBL033C	1.3565073388201918	-0.01308545789455726	0.08608308640112562
YBL036C	0.12684685705976534	0.9936032744837223	0.08608308640112562
YBL037W	0.33109725930171674	-0.01308545789455726	0.08608308640112562
YBL038W	0.11933868636508244	-0.01308545789455726	0.08608308640112562
YBL039C	-0.5982798838550006	-0.01308545789455726	0.08608308640112562
YBL042C	1.3565073388201918	-0.01308545789455726	0.08608308640112562
YBL043W	0.26383962692157514	0.9499850879531555	0.08608308640112562
YBL044W	1.3565073388201918	-0.01308545789455726	0.08608308640112562
YBL045C	0.2611787732696824	-0.01308545789455726	0.08608308640112562
YBL046W	-0.33805781586033906	0.8779668325711779	1.4151332092303028
YBL047C	0.5568349484448705	0.8106602578300129	0.08608308640112562
YBL048W	0.34838139569007703	0.7275313155854685	0.08608308640112562
YBL049W	0.148063997004801	1.0395993920416515	-1.621875516985981
YBL051C	0.11275743052439394	1.367060726497526	2.344378906406356
YBL052C	0.4072622792998269	-0.01308545789455726	0.08608308640112562
YBL053W	0.49430742519706955	-0.01308545789455726	0.08608308640112562
YBL054W	3.6213212921949554	-0.01308545789455726	0.08608308640112562
YBL055C	0.25451318607348256	1.0633398349602956	-2.474911906327287
YBL056W	0.24335717497509135	0.9084721098125664	1.6752684473163657
YBL057C	-0.0039044718350512027	0.953069287997477	-0.28150695023211153
YBL058W	1.3565073388201918	-0.01308545789455726	0.08608308640112562
YBL059W	0.26045410570295596	1.077928307108614	0.11281155708276362
YBL060W	0.19733187426407836	1.0100218392131681	0.08608308640112562
YBL061C	0.08079822686079707	0.959255919051082	-2.2434052560747775
YBL062W	-0.018356377948091904	1.217570350200365	-3.095744832573801
YBL063W	-0.05099906073886545	1.451030746371675	0.08608308640112562
YBL064C	-0.10578284369924666	-0.01308545789455726	-2.192229310922066
YBL065W	0.33664735570961485	-0.01308545789455726	0.08608308640112562
YBL066C	-0.05626633450834227	-0.01308545789455726	-0.534348112461012
YBL067C	0.6184059621527227	1.752179696348413	0.08608308640112562
YBL068W	0.13902316477017237	1.1370680070756043	0.08608308640112562
YBL069W	-0.1901731468552544	1.1738571214857312	-1.8164860458572112
YBL070C	-0.3884022212124345	0.9031485830133948	-2.01937709343529
YBL071C	-0.12357754935768465	1.0005461126597535	-1.774904992875839
YBL072C	0.07812651650701338	0.9233713907323506	0.08608308640112562
YBL075C	1.3565073388201918	-0.01308545789455726	0.08608308640112562
YBL078C	0.09078825204183577	2.473727797102227	0.44600757715732664
YBL079W	-0.519112012509795	-0.01308545789455726	0.08608308640112562
YBL080C	2.6871018978093524	-0.01308545789455726	0.08608308640112562
YBL081W	0.6604717807307448	-0.01308545789455726	0.08608308640112562
YBL082C	-0.016304907320987126	-0.01308545789455726	0.08608308640112562
YBL083C	0.05711946899057652	-0.01308545789455726	0.08608308640112562
YBL085W	0.1385941238959891	-1.3932316422866398	0.08608308640112562
YBL086C	0.23150826346163042	0.7911124377104547	0.08608308640112562
YBL087C	-0.043268511196290535	1.4750556100731862	0.08608308640112562
YBL088C	0.7257824798962863	1.5642396696892722	1.7626348381153214
YBL089W	-0.2206430123698183	1.123582297007098	-2.551828275908994
YBL090W	-0.6575415947160607	-0.01308545789455726	0.08608308640112562
YBL091C	-0.3984310301006655	0.08424288326229626	0.08608308640112562
YBL091C-A	0.5860405644880983	0.5619950076397806	0.08608308640112562
YBL093C	1.3565073388201918	-0.01308545789455726	0.08608308640112562
YBL094C	-0.19149757930222824	-0.01308545789455726	0.08608308640112562
YBL095W	1.3565073388201918	-0.01308545789455726	0.08608308640112562
YBL096C	-0.10887654601685123	1.2834386945537843	0.08608308640112562
YBL098W	0.3583588727189285	1.231300222886144	-2.013345667922644
YBL099W	-2.3310752923352864	-0.01308545789455726	0.08608308640112562
YBL100C	0.052123963442174154	-0.01308545789455726	-0.9600016410185389
YBL101C	1.3565073388201918	-0.01308545789455726	0.08608308640112562
YBL102W	0.39400534214539734	1.1590077228423028	0.08608308640112562
YBL103C	1.3565073388201918	-0.01308545789455726	0.08608308640112562
YBL104C	-0.3737311583499159	1.1115557249380943	0.08608308640112562
YBL106C	-0.7728179892401216	0.9319113576962504	0.08608308640112562
YBL107C	0.3699782198539738	2.714505812120967	-0.11566876641831335
YBR001C	0.4507925784306013	0.817914097534263	-0.17221514672967034
YBR003W	1.3565073388201918	-0.01308545789455726	0.08608308640112562
YBR005W	2.6871018978093524	-0.01308545789455726	0.08608308640112562
YBR006W	1.3565073388201918	-0.01308545789455726	0.08608308640112562
YBR007C	0.025155700347783916	0.8393646111606323	-2.85039266407054
YBR008C	-0.3128462461713538	1.1998840680770186	-1.5637401946314329
YBR009C	0.18352983183421562	-0.6549688365863304	0.08608308640112562
YBR010W	1.3565073388201918	-0.01308545789455726	0.08608308640112562
YBR012C	1.3565073388201918	-0.01308545789455726	0.08608308640112562
YBR013C	-0.28312900804027025	0.7656792836273515	-2.2434052560747775
YBR014C	1.3565073388201918	-0.01308545789455726	0.08608308640112562
YBR015C	1.3565073388201918	-0.01308545789455726	0.08608308640112562
YBR016W	-0.2721549489993422	1.1312099242255664	-2.603767504001169
YBR017C	1.3565073388201918	-0.01308545789455726	0.08608308640112562
YBR018C	0.07996734004002949	-0.01308545789455726	0.08608308640112562
YBR019C	0.16879219308536736	0.4957756866209138	0.08608308640112562
YBR020W	-0.07065088142765039	0.45282455328849347	0.08608308640112562
YBR021W	1.3565073388201918	-0.01308545789455726	0.08608308640112562
YBR022W	-0.06502467459621537	0.8539479830164372	0.08608308640112562
YBR023C	-0.8845956664935473	2.576599420957868	0.08608308640112562
YBR024W	-0.899226862936165	-0.01308545789455726	0.08608308640112562
YBR025C	-3.7888009228946635	-0.01308545789455726	0.08608308640112562
YBR026C	0.5174027776118171	-0.01308545789455726	0.08608308640112562
YBR027C	0.27148126843477577	-0.01308545789455726	0.9009864382584231
YBR028C	-0.1284264521276608	-0.01308545789455726	-1.4563572265145162
YBR030W	0.1263700069765386	2.7472069108896084	-1.9705039974863958
YBR031W	0.4613638114859348	-0.01308545789455726	-1.710368759400333
YBR032W	0.5989216776153762	-0.01308545789455726	0.08608308640112562
YBR033W	-1.60197325704398	-0.01308545789455726	0.08608308640112562
YBR034C	-0.07068316411845972	1.5778447504658282	1.9872632695973143
YBR035C	1.0055049134948177	-0.01308545789455726	0.08608308640112562
YBR036C	0.030130435822202983	-0.01308545789455726	0.08608308640112562
YBR037C	0.6814560039120474	-0.01308545789455726	0.08608308640112562
YBR039W	1.3565073388201918	-0.01308545789455726	0.08608308640112562
YBR040W	-0.24278295388478877	0.7940095804799348	0.08608308640112562
YBR041W	-0.4879144862269274	-0.01308545789455726	0.08608308640112562
YBR042C	-0.2587579821387111	0.6559420210935963	-2.0912494349175934
YBR043C	0.1268354702676515	0.7090923391919175	-0.24639107509382835
YBR044C	0.7489735663150393	1.3336320713134868	0.0020336507550946176
YBR045C	-0.5608300251324644	0.6939100245940826	-0.2642611928402315
YBR046C	1.3565073388201918	-0.01308545789455726	0.08608308640112562
YBR047W	1.3565073388201918	-0.01308545789455726	0.08608308640112562
YBR048W	-0.4181053425776877	0.8842140347234688	-2.474719394680007
YBR050C	0.5539901044635119	0.7439957164754882	-0.786385985262745
YBR051W	-0.20186514909360354	0.5721774256780319	-0.824317078840398
YBR052C	0.20991851906363052	0.7775291758507644	-0.9335488554044155
YBR053C	0.2721099877645506	0.6001275038818996	-1.4613701945132826
YBR054W	1.3565073388201918	-0.01308545789455726	0.08608308640112562
YBR056W	-0.05972664843455108	-0.20847880981257283	0.08608308640112562
YBR057C	1.3565073388201918	-0.01308545789455726	0.08608308640112562
YBR058C	0.14060935333215965	0.638917775475353	-0.13374181762375031
YBR059C	-0.37529884234089633	1.7649433434678143	-0.24670647158028614
YBR061C	1.3565073388201918	-0.01308545789455726	0.08608308640112562
YBR062C	-0.2671407012235872	0.6024563589993626	-1.898631977683624
YBR063C	-0.04618227711386652	0.5675988053260507	-0.32915067793654307
YBR064W	-0.13489403386384452	0.9715859774639833	-0.31444848037172124
YBR065C	0.10515502559696578	0.8231183745800557	-0.4980701623054931
YBR066C	0.16233206127952265	0.7276041647458543	-2.0896207330292897
YBR067C	-0.5314457083803115	0.7601317822529904	0.2914273165656071
YBR068C	-0.1308836778678472	0.49781939176436024	-0.36380647731264876
YBR069C	-0.1445251702560727	0.10228013998203943	0.08608308640112562
YBR071W	0.21751902801687326	0.6403239508388292	-0.3319876243689214
YBR072W	0.016466296807062394	0.6882291983577825	-1.5395226601059757
YBR073W	-0.365771801043321	0.5219337516047899	0.2169269042588426
YBR074W	-0.20474312370295972	0.5980314766486754	-0.9081626774165541
YBR076W	1.3565073388201918	-0.01308545789455726	0.08608308640112562
YBR077C	-0.6128490659289622	0.9650980242420659	-0.5071547885042429
YBR078W	1.3565073388201918	3.1157390466235846	0.08608308640112562
YBR081C	1.3565073388201918	-0.01308545789455726	0.08608308640112562
YBR082C	1.3565073388201918	-0.01308545789455726	0.08608308640112562
YBR083W	-0.053908380407509296	-0.01308545789455726	0.08608308640112562
YBR084C-A	-0.30948195551125396	-0.01308545789455726	0.08608308640112562
YBR084W	0.36018986807425224	-0.01308545789455726	-2.8587059349859456
YBR085W	1.3565073388201918	-0.01308545789455726	0.08608308640112562
YBR086C	1.3565073388201918	-0.01308545789455726	0.08608308640112562
YBR089C-A	0.008608081507647141	0.7130168692397544	-1.0495934236595528
YBR090C	0.24121104340387012	1.138220250807823	-2.2434052560747775
YBR092C	-0.10933931841215883	0.8276814338324533	-1.7771303847178923
YBR093C	-0.2214016695193282	0.7312500595405722	-0.18681817218725932
YBR094W	0.01279693283133917	-0.01308545789455726	0.5011820126052968
YBR095C	1.3565073388201918	-0.01308545789455726	0.08608308640112562
YBR096W	1.3565073388201918	-0.01308545789455726	0.08608308640112562
YBR097W	1.3565073388201918	-0.01308545789455726	0.08608308640112562
YBR098W	0.7442425124683393	0.4359830016862515	0.08608308640112562
YBR099C	-0.6689878488481956	0.4867635415914746	0.08608308640112562
YBR101C	0.22570574066249124	0.4817460309180655	0.08608308640112562
YBR103W	-0.19963894714070907	3.361034575462156	0.08608308640112562
YBR104W	-0.3377378264240918	-0.01308545789455726	-1.8644967755168478
YBR105C	0.40235925149649415	-0.01308545789455726	-1.1074501057308674
YBR106W	-0.038085717446371015	-0.01308545789455726	0.08608308640112562
YBR107C	-0.1367969628319986	0.7980190700112513	0.08608308640112562
YBR108W	-5.750216091434778	-0.01308545789455726	0.08608308640112562
YBR111C	1.3565073388201918	-0.01308545789455726	0.08608308640112562
YBR112C	-3.2160169049950684	-0.01308545789455726	0.08608308640112562
YBR113W	-0.22921653236339826	-0.01308545789455726	0.08608308640112562
YBR114W	0.29782628286479146	-0.806289444452111	0.08608308640112562
YBR115C	1.3565073388201918	-0.01308545789455726	0.08608308640112562
YBR116C	0.288826909361667	0.5671407299369623	0.08608308640112562
YBR117C	1.3565073388201918	-0.01308545789455726	0.08608308640112562
YBR118W	1.3565073388201918	-0.01308545789455726	0.08608308640112562
YBR119W	-0.47868910560650846	-0.01308545789455726	0.08608308640112562
YBR120C	-0.32045592275972334	0.8837649817433713	-2.722381659139408
YBR122C	1.3565073388201918	-0.01308545789455726	0.08608308640112562
YBR125C	-0.1103639747296544	0.9243349837656983	1.722261540015181
YBR126C	-0.6947489006660565	-0.01308545789455726	0.08608308640112562
YBR127C	1.3565073388201918	-0.01308545789455726	0.08608308640112562
YBR128C	0.08472379698275283	1.8451097041854498	0.08608308640112562
YBR129C	0.3403495175220093	0.9965178806275902	0.08608308640112562
YBR130C	-0.48586021631959647	0.7784747866059709	0.08608308640112562
YBR131W	5.132530273895135	-0.01308545789455726	0.08608308640112562
YBR132C	1.3565073388201918	-0.01308545789455726	0.08608308640112562
YBR133C	-0.9050839701398292	3.0841897869300987	0.08608308640112562
YBR134W	0.6534838142419219	-0.01308545789455726	0.08608308640112562
YBR137W	-0.13592765259459416	0.7117319576966739	0.08608308640112562
YBR138C	0.5183536159725463	0.6394577550071171	0.08608308640112562
YBR139W	-0.1761169760690255	0.800054573747058	-2.492985891807481
YBR141C	0.2204597535588347	0.7438145729835994	-1.1024118666708562
YBR144C	0.524264830329592	0.8585041347510859	-2.0979751279584997
YBR145W	-0.19475683144067438	1.1714021955207294	0.08608308640112562
YBR146W	1.3565073388201918	-0.01308545789455726	0.08608308640112562
YBR147W	0.31698076533975394	0.3210794464733828	-1.8644967755168478
YBR148W	0.5040198841637894	0.8603636669239938	-1.692572509719263
YBR149W	1.3565073388201918	-0.01308545789455726	0.08608308640112562
YBR150C	-0.18523758932561718	0.8760798441393626	-2.0578703882853517
YBR151W	0.20671788626713497	1.1455750101775497	-1.6780825399501862
YBR156C	3.259112905380644	-0.01308545789455726	0.08608308640112562
YBR157C	0.5775431453491388	0.8051249409660024	0.08608308640112562
YBR158W	0.2486368107283555	0.9267467759190842	-1.0429531153331029
YBR159W	1.3565073388201918	-0.01308545789455726	0.08608308640112562
YBR161W	0.16662357763354774	0.6872290067677179	-0.7488368427741328
YBR162C	1.3565073388201918	-0.01308545789455726	0.08608308640112562
YBR162W-A	-0.03452223468453124	0.7224215379692964	-0.28469394352922534
YBR163W	-0.5097864085876058	-0.01308545789455726	-1.3389101215764687
YBR164C	1.3565073388201918	-0.01308545789455726	0.08608308640112562
YBR165W	1.3565073388201918	-0.01308545789455726	0.08608308640112562
YBR166C	1.3565073388201918	-0.01308545789455726	0.08608308640112562
YBR168W	0.009673166801084026	1.3096100350099606	0.08608308640112562
YBR169C	0.27083502717146946	0.36696567957920134	0.08608308640112562
YBR170C	1.3565073388201918	-0.01308545789455726	0.08608308640112562
YBR171W	0.32732480000554165	-0.01308545789455726	0.08608308640112562
YBR172C	0.4143685542737382	2.732559577117298	-2.2912771556897717
YBR173C	-0.011969509104967883	-0.01308545789455726	1.9292799802021823
YBR174C	-0.21879445232777542	-0.01308545789455726	-2.456795446161242
YBR175W	0.00525319816232014	-0.01308545789455726	0.08608308640112562
YBR176W	-0.42909552188602174	-0.01308545789455726	0.08608308640112562
YBR177C	0.13241186587886447	-0.01308545789455726	0.08608308640112562
YBR178W	0.3687606968539041	-0.01308545789455726	0.08608308640112562
YBR179C	1.3565073388201918	-0.01308545789455726	0.08608308640112562
YBR180W	-0.6257716753660064	-1.4655935783060436	0.08608308640112562
YBR181C	0.476061118392237	-0.01308545789455726	0.08608308640112562
YBR182C	0.4681476785184064	-0.01308545789455726	0.08608308640112562
YBR183W	0.6192723296189362	2.957545602193597	0.08608308640112562
YBR184W	0.3173249389481631	1.1757077587696607	0.08608308640112562
YBR185C	0.36010941250731027	-0.01308545789455726	-0.35966242591688785
YBR186W	-0.35741004844055857	1.5358462871620007	-0.14935784346120898
YBR187W	0.3474638076887072	-0.4535057583405558	2.044876389235793
YBR188C	0.019163076029027483	0.8356289491553718	-0.055035393203534615
YBR189W	0.09252912677639481	-0.01308545789455726	-0.2346900718022545
YBR191W	0.30274256328617316	-0.01308545789455726	0.08608308640112562
YBR194W	-8.450435715065497	0.8086838117964671	0.08608308640112562
YBR195C	0.30893799799527233	0.780795383974515	-0.23043962857274852
YBR197C	0.4012943249148317	0.8020100325578092	-0.02129988171579303
YBR199W	-0.25335943401576355	1.06981251541389	-3.236546964365645
YBR200W	1.3565073388201918	-0.01308545789455726	0.08608308640112562
YBR201W	1.3565073388201918	-0.01308545789455726	0.08608308640112562
YBR203W	-0.7620594947213152	-0.01308545789455726	0.08608308640112562
YBR204C	0.15698936436784242	2.416488591628171	0.08608308640112562
YBR205W	-0.09582833363381428	1.1667391189272185	0.9009864382584231
YBR206W	0.056966540816278825	1.973220082706621	-0.33351045731940915
YBR207W	-0.1368732381270915	0.7095107235956952	0.03862981481068148
YBR208C	-0.21084193826393832	0.9722312791445342	1.9740485883237509
YBR209W	1.3565073388201918	-0.01308545789455726	0.08608308640112562
YBR210W	-0.976582258436106	0.7801867946769189	0.3721012107444446
YBR212W	-0.3628898265045343	1.5875585439482256	-0.07707808683084867
YBR213W	0.3305945172765145	0.7694887860324459	-0.9572706968505771
YBR214W	-0.48476187394617043	0.809204876524501	0.08608308640112562
YBR215W	-0.4509515958403399	0.37908144385710746	0.08608308640112562
YBR216C	0.05837129097397294	0.6709173719592191	-2.456795446161242
YBR217W	-0.2081465343626502	1.3557409661006385	0.08608308640112562
YBR218C	0.0822038656266667	1.411979461824116	-2.56046484480021
YBR219C	0.3023573075979688	0.609295730623744	-0.033179674512433255
YBR220C	-0.2485997830337221	0.6625820532450222	-2.891802078591772
YBR221C	0.138245596596212	-0.01308545789455726	0.08608308640112562
YBR222C	0.11277778114686536	0.773559981628266	2.609351397756611
YBR223C	0.02190866655087761	0.697526950281902	-0.11602179891601196
YBR224W	0.3550805143358481	2.3609980634520107	-0.6167709614639705
YBR225W	0.18100030584875523	1.2225171989523054	-0.9744063408468577
YBR226C	0.31984549643484333	0.7847633631969825	-0.8861215836357189
YBR227C	0.17468703193879137	1.1374386653196866	-0.11175484238010137
YBR228W	0.07001494415618655	0.7805058765862939	-0.493951361694936
YBR229C	0.4173997022466067	1.1742502994116142	-0.5682004897505925
YBR230C	0.14573950001675332	0.8865162648823481	-0.19241856712630917
YBR231C	-0.8915761106226021	-0.3449051092093364	-0.02641757941274566
YBR232C	0.1311150411022952	0.6246641977787625	-2.2912771556897717
YBR233W	0.2902841504020852	0.8709966838155873	-2.3777504251418446
YBR235W	-0.13999243998748537	0.86889950162041	-0.20151479334270334
YBR238C	1.3565073388201918	-0.01308545789455726	0.08608308640112562
YBR239C	-0.1258553071353931	0.7551174488376848	-0.3591517278497087
YBR240C	-0.287461265465221	0.8881869266295606	-0.17126742845714404
YBR241C	0.07550930947365785	0.7775864064911694	-0.475946877900077
YBR242W	-0.05985685761876475	0.8644797478618914	-2.239691686596829
YBR244W	0.042008676719432654	0.6384532220362222	0.08608308640112562
YBR245C	-0.04312667492607614	1.2334013979030127	-2.7631740352301764
YBR246W	-0.2701424881717995	0.8889003491714923	0.08608308640112562
YBR248C	0.5367711150799502	0.6285493598295798	-0.02713630421255243
YBR249C	-0.5995186831688512	0.7920410710370989	-2.137259204060592
YBR250W	0.420547065427851	0.7526442645859069	-0.09636323272756464
YBR251W	-0.5215089367514111	-0.01308545789455726	0.08608308640112562
YBR255W	0.507442508963033	0.837771976255172	2.3101634947733305
YBR258C	0.2261832341441177	0.8706956226468767	-0.23886048447391395
YBR259W	-0.33543151043111025	0.9009747306813227	-2.192229310922066
YBR260C	-0.10240345995617711	0.6640857856040446	1.4618782572299012
YBR261C	-0.012609384998254211	-0.01308545789455726	-2.527492438894524
YBR262C	-0.6697924358238928	0.7233721043905014	0.08608308640112562
YBR263W	-0.2410953442425999	-0.01308545789455726	-0.3477615822916183
YBR264C	0.4718967658865258	0.9004441558050748	0.08608308640112562
YBR266C	-0.5377364746246764	0.7725359543146159	-0.2615936596209767
YBR267W	0.38289567020363313	1.5070017711500017	0.08608308640112562
YBR268W	-0.08477264757519591	-0.01308545789455726	0.08608308640112562
YBR269C	0.10297666379986842	1.2762738647384246	2.2767816090872013
YBR270C	0.47080447631928135	2.075913385832712	-0.24696159299976006
YBR271W	0.1930376938816388	1.0520349324075533	0.08608308640112562
YBR272C	1.3565073388201918	-0.01308545789455726	-0.924709572506358
YBR273C	-0.12047626186845689	0.8711024292286788	0.4335847152861417
YBR274W	1.3565073388201918	-0.01308545789455726	0.08608308640112562
YBR275C	-0.2045790028197186	-0.01308545789455726	0.08608308640112562
YBR276C	0.1476492790092744	1.2107640974423062	0.08608308640112562
YBR277C	0.19202501065943753	-0.01308545789455726	0.08608308640112562
YBR278W	-0.04341412979665703	1.2596101003499391	0.08608308640112562
YBR279W	0.21548412031655767	-0.01308545789455726	0.08608308640112562
YBR280C	0.17134301704761762	-0.01308545789455726	0.08608308640112562
YBR281C	0.2419476160358933	1.3781407553548408	2.2173228577494473
YBR282W	1.3565073388201918	-0.01308545789455726	0.08608308640112562
YBR283C	0.3029321994715778	-0.01308545789455726	1.2798949188163529
YBR284W	-0.2406198970098873	-0.01886487768254882	-1.5637401946314329
YBR285W	0.054233438553209105	-0.01308545789455726	0.08608308640112562
