orf	hom | growth (pooled culture, barseq) | aflatoxin B1 [50 uM] | SC + DMSO [0.5%] | St John N~Fasullo M, 2020	hom | growth (pooled culture, barseq) | aflatoxin B1 [50 uM], expression of human CYP1A2 | SC - Ura + DMSO [0.5%] | St John N~Fasullo M, 2020	hom | growth (pooled culture, barseq) | aflatoxin B1 [50 uM], expression of human CYP1A2, expression of human NAT2 | SC - Ura + DMSO [0.5%] | St John N~Fasullo M, 2020
YAR035W	-0.060005374192917	0.326208486678183	-0.228329974503542
YAR042W	-0.19529399134811848	-0.7200773074169933	1.4749498833532024
YAR047C	0.00715959254815601	0.165143940070632	0.0242041862868234
YAR050W	0.0628091905743027	0.0955718229171882	-0.346472127416213
YBL001C	0.0512257795286466	-1.32649997197202	0.508432396917145
YBL002W	-0.0633189922192656	-1.32649997197202	0.508432396917145
YBL003C	-0.0124182014030207	1.67350002802798	0.508432396917145
YBL005W	0.0600326960221764	-1.32649997197202	4.6868129500715
YBL006C	0.287961333304593	-1.32649997197202	0.508432396917145
YBL007C	-0.0712866029214165	1.67350002802798	0.508432396917145
YBL008W	-0.37822175060678	-1.32649997197202	0.508432396917145
YBL009W	0.078709753076426	-1.32649997197202	-3.29892252514046
YBL010C	-0.0224347177289115	2.84342502947029	0.508432396917145
YBL011W	-0.124588329157602	1.84342502947029	0.508432396917145
YBL012C	-1.60937731269986	-1.32649997197202	0.508432396917145
YBL013W	0.111374662320715	-0.326499971972021	0.508432396917145
YBL015W	-0.23439756888137	-4.79046255020466	0.508432396917145
YBL016W	0.555512203854186	-1.32649997197202	0.508432396917145
YBL017C	-1.63566756628695	0.405209309718904	0.508432396917145
YBL019W	0.124336402346668	4.350046606624	0.508432396917145
YBL021C	0.555512203854186	-1.32649997197202	0.508432396917145
YBL022C	-1.32022996722351	-1.32649997197202	0.508432396917145
YBL024W	-0.311977689451892	0.608585712902272	0.508432396917145
YBL025W	0.555512203854186	-1.32649997197202	0.508432396917145
YBL027W	-0.469742266028317	-1.32649997197202	0.508432396917145
YBL028C	0.081236725373655	0.35397950166363	0.508432396917145
YBL029W	-0.921802528792492	1.300024844828	0.508432396917145
YBL031W	-0.0588657073336663	-4.79046255020466	0.508432396917145
YBL032W	-0.358640042174416	-0.713160375469834	4.0933948976383
YBL033C	0.555512203854186	-1.32649997197202	0.508432396917145
YBL036C	0.0429986204742701	0.367131381684374	0.508432396917145
YBL037W	0.128128708911321	-1.32649997197202	0.508432396917145
YBL038W	0.0398692693042211	-1.32649997197202	0.508432396917145
YBL039C	-0.259228953643406	-1.32649997197202	0.508432396917145
YBL042C	0.555512203854186	-1.32649997197202	0.508432396917145
YBL043W	0.1000962148269	0.293749087910928	0.508432396917145
YBL044W	0.555512203854186	-1.32649997197202	0.508432396917145
YBL045C	0.098987190295162	-1.32649997197202	0.508432396917145
YBL046W	-0.150770280277289	0.172587132454852	3.0933948976383
YBL047C	0.222214542914076	0.0593520066185373	0.508432396917145
YBL048W	0.135332611783229	-0.0805023281459327	0.508432396917145
YBL049W	0.0518417707450958	0.444514255195371	-2.81349569797022
YBL051C	0.0371262495324363	0.995428122915341	4.90074981969591
YBL052C	0.159873737646041	-1.32649997197202	0.508432396917145
YBL053W	0.196153524059731	-1.32649997197202	0.508432396917145
YBL054W	1.49947025743916	-1.32649997197202	0.508432396917145
YBL055C	0.0962090218251426	0.48445466297337	-4.47262580925893
YBL056W	0.0915592771931308	0.223908551207538	3.59935010882116
YBL057C	-0.011497586484932	0.298937879369506	-0.206519164362507
YBL058W	0.555512203854186	-1.32649997197202	0.508432396917145
YBL059W	0.0986851541015206	0.508997993039223	0.560418468192306
YBL060W	0.0723762651801163	0.394753619932867	0.508432396917145
YBL061C	0.0238058848996321	0.309346133667869	-4.02235234004138
YBL062W	-0.0175210362895974	0.743928746570253	-5.68012717131741
YBL063W	-0.0311262700727326	1.13669746849551	0.508432396917145
YBL064C	-0.0539597540568124	-1.32649997197202	-3.92281666649047
YBL065W	0.130441948899357	-1.32649997197202	0.508432396917145
YBL066C	-0.033321631633326	-1.32649997197202	-0.698287617465812
YBL067C	0.247876895519381	1.64334394957448	0.508432396917145
YBL068W	0.0480736173450023	0.608493345364563	0.508432396917145
YBL069W	-0.0891330212427945	0.670386555881625	-3.19200732122395
YBL070C	-0.17175346382499	0.214952364842159	-3.58662430421999
YBL071C	-0.0613764585028562	0.378811862492488	-3.11113342425719
YBL072C	0.0226923353731721	0.248974779229249	0.508432396917145
YBL075C	0.555512203854186	-1.32649997197202	0.508432396917145
YBL078C	0.0279696550455668	2.85726087076704	1.2084747021053
YBL079W	-0.226232358214395	-1.32649997197202	0.508432396917145
YBL080C	1.11009437964067	-1.32649997197202	0.508432396917145
YBL081W	0.265409624054632	-1.32649997197202	0.508432396917145
YBL082C	-0.0166659981893318	-1.32649997197202	0.508432396917145
YBL083C	0.01393675010506	-1.32649997197202	0.508432396917145
YBL085W	0.0478947962158323	-3.64842806685938	0.508432396917145
YBL086C	0.0866207366862248	0.0264651767720316	0.508432396917145
YBL087C	-0.027904233009389	1.17711637964799	0.508432396917145
YBL088C	0.292630650475241	1.32715771293611	3.76927511026347
YBL089W	-0.101832640521131	0.585805278374498	-4.62222583385174
YBL090W	-0.283928805546546	-1.32649997197202	0.508432396917145
YBL091C	-0.175933398739204	-1.16275687554023	0.508432396917145
YBL091C-A	0.234387232168677	-0.358997032902386	0.508432396917145
YBL093C	0.555512203854186	-1.32649997197202	0.508432396917145
YBL094C	-0.0896850350949201	-1.32649997197202	0.508432396917145
YBL095W	0.555512203854186	-1.32649997197202	0.508432396917145
YBL096C	-0.0552491867776528	0.854744224704032	0.508432396917145
YBL098W	0.139491151950208	0.767027587467588	-3.57489336307016
YBL099W	-0.981445530688386	-1.32649997197202	0.508432396917145
YBL100C	0.0118546595708171	-1.32649997197202	-1.52617092353603
YBL101C	0.555512203854186	-1.32649997197202	0.508432396917145
YBL102W	0.154348342249149	0.645404248722948	0.508432396917145
YBL103C	0.555512203854186	-1.32649997197202	0.508432396917145
YBL104C	-0.165638671074314	0.56557203360086	0.508432396917145
YBL106C	-0.331975171932218	0.263342234972079	0.508432396917145
YBL107C	0.144334011686736	3.26234059639732	0.116031113450807
YBR001C	0.178016851069653	0.0715557096723023	0.00605010510085924
YBR003W	0.555512203854186	-1.32649997197202	0.508432396917145
YBR005W	1.11009437964067	-1.32649997197202	0.508432396917145
YBR006W	0.555512203854186	-1.32649997197202	0.508432396917145
YBR007C	0.000614482821987394	0.10764358992882	-5.2029245856832
YBR008C	-0.140262280617549	0.714173727992717	-2.70042424515402
YBR009C	0.0666236738521722	-2.40639068752121	0.508432396917145
YBR010W	0.555512203854186	-1.32649997197202	0.508432396917145
YBR012C	0.555512203854186	-1.32649997197202	0.508432396917145
YBR013C	-0.127876350981987	-0.0163230116640856	-4.02235234004138
YBR014C	0.555512203854186	-1.32649997197202	0.508432396917145
YBR015C	0.555512203854186	-1.32649997197202	0.508432396917145
YBR016W	-0.123302442649797	0.598637833459009	-4.72324606975441
YBR017C	0.555512203854186	-1.32649997197202	0.508432396917145
YBR018C	0.0234595772901649	-1.32649997197202	0.508432396917145
YBR019C	0.0604811327542283	-0.470402986588225	0.508432396917145
YBR020W	-0.0393170066138708	-0.54266304448617	0.508432396917145
YBR021W	0.555512203854186	-1.32649997197202	0.508432396917145
YBR022W	-0.0369720443525097	0.132178339372842	0.508432396917145
YBR023C	-0.378563298297816	3.03032986613749	0.508432396917145
YBR024W	-0.384661475013397	-1.32649997197202	0.508432396917145
YBR025C	-1.58901501639972	-1.32649997197202	0.508432396917145
YBR026C	0.205779499685587	-1.32649997197202	0.508432396917145
YBR027C	0.103281195667488	-1.32649997197202	2.0933948976383
YBR028C	-0.0633974460607742	-1.32649997197202	-2.49156760308286
YBR030W	0.0427998728130135	3.3173562178027	-3.49156760308286
YBR031W	0.182422864448384	-1.32649997197202	-2.9856123919
YBR032W	0.239755986832836	-1.32649997197202	0.508432396917145
YBR033W	-0.67756108266435	-1.32649997197202	0.508432396917145
YBR034C	-0.0393304618056032	1.350046606624	4.20617065092277
YBR035C	0.409216934999968	-1.32649997197202	0.508432396917145
YBR036C	0.00268791653981459	-1.32649997197202	0.508432396917145
YBR037C	0.274155696305158	-1.32649997197202	0.508432396917145
YBR039W	0.555512203854186	-1.32649997197202	0.508432396917145
YBR040W	-0.111060407803214	0.03133926711654	0.508432396917145
YBR041W	-0.213229455197677	-1.32649997197202	0.508432396917145
YBR042C	-0.11771868388548	-0.200942609076797	-3.72641384592312
YBR043C	0.0429938745417822	-0.111523663286608	-0.138219843777639
YBR044C	0.302296527340644	0.939188476330141	0.344958773447422
YBR045C	-0.243620123746327	-0.137066061047653	-0.172976685122035
YBR046C	0.555512203854186	-1.32649997197202	0.508432396917145
YBR047W	0.555512203854186	-1.32649997197202	0.508432396917145
YBR048W	-0.18413350969479	0.183097290259791	-4.47225137989722
YBR050C	0.221028832545507	-0.0528029761320994	-1.18849369680248
YBR051W	-0.0940061631001985	-0.341866352990158	-1.26226853254822
YBR052C	0.0776222875778707	0.00361299075804133	-1.47472105142243
YBR053C	0.103543241330842	-0.294843745841883	-2.50131767501133
YBR054W	0.555512203854186	-1.32649997197202	0.508432396917145
YBR056W	-0.0347638654175668	-1.65522552184737	0.508432396917145
YBR057C	0.555512203854186	-1.32649997197202	0.508432396917145
YBR058C	0.0487347292501816	-0.229583831754722	0.0808795726344096
YBR059C	-0.166292070408311	1.66481723347362	-0.138833280454216
YBR061C	0.555512203854186	-1.32649997197202	0.508432396917145
YBR062C	-0.121212540490928	-0.290925730353878	-3.35177868703674
YBR063C	-0.0291186695418286	-0.349569324857425	-0.299184781253131
YBR064W	-0.0660930872890493	0.330089957303572	-0.270589449346192
YBR065C	0.03395762221664	0.0803112728313788	-0.62772809593669
YBR066C	0.0577885966029648	-0.0803797682938665	-3.72324606975441
YBR067C	-0.231372953330428	-0.0256560080113015	0.907820746232894
YBR068C	-0.0644215999536222	-0.466964701250122	-0.366589268323227
YBR069C	-0.0701072751869436	-1.13241138489156	0.508432396917145
YBR071W	0.0807901246653575	-0.227218112731826	-0.304702556706657
YBR072W	-0.00300719764359414	-0.146623360259438	-2.65332186915411
YBR073W	-0.162321268591993	-0.426395223728884	0.762919685849031
YBR074W	-0.09520568207457905	-0.2983700567323605	-1.4253456990500435
YBR076W	0.555512203854186	-1.32649997197202	0.508432396917145
YBR077C	-0.26530128321925	0.319174765105348	-0.645397420556929
YBR078W	0.555512203854186	3.93736671343471	0.508432396917145
YBR081C	0.555512203854186	-1.32649997197202	0.508432396917145
YBR082C	0.555512203854186	-1.32649997197202	0.508432396917145
YBR083W	-0.0323388534408178	-1.32649997197202	0.508432396917145
YBR084C-A	-0.138860068635205	-1.32649997197202	0.508432396917145
YBR084W	0.140254297553916	-1.32649997197202	-5.21909364748571
YBR085W	0.555512203854186	-1.32649997197202	0.508432396917145
YBR086C	0.555512203854186	-1.32649997197202	0.508432396917145
YBR089C-A	-0.00628244486981089	-0.104921118802296	-1.70042424515402
YBR090C	0.0906647850969087	0.610431855302316	-4.02235234004138
YBR092C	-0.0554420669605378	0.0879880650412161	-3.11546174443286
YBR093C	-0.102148843326718	-0.0742459937339	-0.0223523400413814
YBR094W	-0.00453656197449526	-1.32649997197202	1.31578731897475
YBR095C	0.555512203854186	-1.32649997197202	0.508432396917145
YBR096W	0.555512203854186	-1.32649997197202	0.508432396917145
YBR097W	0.555512203854186	-1.32649997197202	0.508432396917145
YBR098W	0.3003246583604648	-0.570996906702342	0.508432396917145
YBR099C	-0.288699521373031	-0.485564824497643	0.508432396917145
YBR101C	0.0842022872064359	-0.494006175950654	0.508432396917145
YBR103W	-0.0930782982487788	4.350046606624	0.508432396917145
YBR104W	-0.150636910997681	-1.32649997197202	-3.28538674587517
YBR105C	0.157830191166203	-1.32649997197202	-1.812953751003
YBR106W	-0.0257440821091279	-1.32649997197202	0.508432396917145
YBR107C	-0.0668862143016291	0.0380847455986046	0.508432396917145
YBR108W	-2.40651865373306	-1.32649997197202	0.508432396917145
YBR111C	0.555512203854186	-1.32649997197202	0.508432396917145
YBR112C	-1.35028278594193	-1.32649997197202	0.508432396917145
YBR113W	-0.105406021563513	-1.32649997197202	0.508432396917145
YBR114W	0.114261606886683	-2.66096920587849	0.508432396917145
YBR115C	0.555512203854186	-1.32649997197202	0.508432396917145
YBR116C	0.110510733185629	-0.350339980986123	0.508432396917145
YBR117C	0.555512203854186	-1.32649997197202	0.508432396917145
YBR118W	0.555512203854186	-1.32649997197202	0.508432396917145
YBR119W	-0.209384383366918	-1.32649997197202	0.508432396917145
YBR120C	-0.143433938708963	0.182341813236869	-4.95394703266044
YBR122C	0.555512203854186	-1.32649997197202	0.508432396917145
YBR125C	-0.0558691362929284	0.250595907310803	3.69075026020203
YBR126C	-0.29943654120464	-1.32649997197202	0.508432396917145
YBR127C	0.555512203854186	-1.32649997197202	0.508432396917145
YBR128C	0.0254420340967929	1.7996873851432	0.508432396917145
YBR129C	0.131984983131055	0.372034852032306	0.508432396917145
YBR130C	-0.212373250377686	0.00520386584371835	0.508432396917145
YBR131W	2.12933121657013	-1.32649997197202	0.508432396917145
YBR132C	0.555512203854186	-1.32649997197202	0.508432396917145
YBR133C	-0.387102674877682	3.88428892118079	0.508432396917145
YBR134W	0.262497090230175	-1.32649997197202	0.508432396917145
YBR137W	-0.0665238920903768	-0.107082826196095	0.508432396917145
YBR138C	0.2061758022282	-0.228675381867568	0.508432396917145
YBR139W	-0.0832745110563593	0.0415092330658506	-4.50777916721162
YBR141C	0.0820157977739946	-0.0531077280256156	-1.80315452762076
YBR144C	0.208639553562161	0.139843510524194	-3.73949511652644
YBR145W	-0.0910434677821463	0.666256441526009	0.508432396917145
YBR146W	0.555512203854186	-1.32649997197202	0.508432396917145
YBR147W	0.122245056462111	-0.764308163197043	-3.28538674587517
YBR148W	0.200201606617721	0.142971947239413	-2.95099922172015
YBR149W	0.555512203854186	-1.32649997197202	0.508432396917145
YBR150C	-0.0870759166086188	0.16941250392339	-3.66149260452517
YBR151W	0.0762882870078379	0.622805343418886	-2.92281666649047
YBR156C	1.3485044249919	-1.32649997197202	0.508432396917145
YBR157C	0.230845569411365	0.0500395092280446	0.508432396917145
YBR158W	0.0937597911390391	0.254653454274527	-1.68750904525128
YBR159W	0.555512203854186	-1.32649997197202	0.508432396917145
YBR161W	0.059577269539405	-0.148306060961367	-1.11546174443286
YBR162C	0.555512203854186	-1.32649997197202	0.508432396917145
YBR162W-A	-0.024258848301363	-0.0890989075081707	-0.212717770435807
YBR163W	-0.222345514037293	-1.32649997197202	-2.26313651770224
YBR164C	0.555512203854186	-1.32649997197202	0.508432396917145
YBR165W	0.555512203854186	-1.32649997197202	0.508432396917145
YBR166C	0.555512203854186	-1.32649997197202	0.508432396917145
YBR168W	-0.00583852503304172	0.898774321930888	0.508432396917145
YBR169C	0.103011846989135	-0.68711015691202	0.508432396917145
YBR170C	0.555512203854186	-1.32649997197202	0.508432396917145
YBR171W	0.12655637519749	-1.32649997197202	0.508432396917145
YBR172C	0.162835581590272	3.29271386021353	-4.11546174443286
YBR173C	-0.0148590356106126	-1.32649997197202	4.0933948976383
YBR174C	-0.101062174083205	-1.32649997197202	-4.43738983932023
YBR175W	-0.00768073595148699	-1.32649997197202	0.508432396917145
YBR176W	-0.188714136837689	-1.32649997197202	0.508432396917145
YBR177C	0.0453180758472964	-1.32649997197202	0.508432396917145
YBR178W	0.143826556917823	-1.32649997197202	0.508432396917145
YBR179C	0.555512203854186	-1.32649997197202	0.508432396917145
YBR180W	-0.270687333244796	-3.77016822318775	0.508432396917145
YBR181C	0.188548595526445	-1.32649997197202	0.508432396917145
YBR182C	0.185250331097558	-1.32649997197202	0.508432396917145
YBR183W	0.248237991204913	3.67122548346726	0.508432396917145
YBR184W	0.12238850552953	0.673500028027979	0.508432396917145
YBR185C	0.140220764256288	-1.32649997197202	-0.358529213043822
YBR186W	-0.158836150664447	1.27938930018062	0.0505068722322655
YBR187W	0.134950167749592	-2.06745356133019	4.31822643516814
YBR188C	-0.00188319959442929	0.101358792955057	0.233961200029324
YBR189W	0.0286952390272095	-1.32649997197202	-0.115461744432863
YBR191W	0.116310676961746	-1.32649997197202	0.508432396917145
YBR194W	-3.53195063739615	0.0560268765524494	0.508432396917145
YBR195C	0.118892889280069	0.00910798867351659	-0.107194760237919
YBR197C	0.157386337479352	0.0447990546821586	0.299575754845981
YBR199W	-0.115468608125072	0.495344160596442	-5.95398308122751
YBR200W	0.555512203854186	-1.32649997197202	0.508432396917145
YBR201W	0.555512203854186	-1.32649997197202	0.508432396917145
YBR203W	-0.327491109331692	-1.32649997197202	0.508432396917145
YBR204C	0.0555617992229287	2.76096286927832	0.508432396917145
YBR205W	-0.0498107863538557	0.658411382304363	2.0933948976383
YBR206W	0.0138730107495455	2.01521751557354	-0.307664420976677
YBR207W	-0.0669180052922247	-0.110819782413277	0.416137211437823
YBR208C	-0.0977476238149055	0.331175598896248	4.18046849344625
YBR209W	0.555512203854186	-1.32649997197202	0.508432396917145
YBR210W	-0.416902643636371	0.00808411120001651	1.06472904311151
YBR212W	-0.161120082475994	1.36638888271749	0.191088824140145
YBR213W	0.127919169676163	-0.00991398719844483	-1.52085931929742
YBR214W	-0.211915469230831	0.0569035045828414	0.508432396917145
YBR215W	-0.197823590176311	-0.666726857094911	0.508432396917145
YBR216C	0.0144585004418243	-0.175748402623224	-4.43738983932023
YBR217W	-0.0966241989894385	0.976384002814032	0.508432396917145
YBR218C	0.024391744957363	1.07099843185878	-4.63902370048988
YBR219C	0.116150105180992	-0.27941931943479	0.276469915293232
YBR220C	-0.113484820065988	-0.189771562576283	-5.28346465100921
YBR221C	0.0477495325613813	-1.32649997197202	0.508432396917145
YBR222C	0.0371347315244996	-0.00306469576785595	5.41611334293536
YBR223C	-0.000738857348972388	-0.130981023486674	0.115344475864751
YBR224W	0.138124755918589	2.66760680466034	-0.858597578855157
YBR225W	0.0655693857407051	0.752251217934653	-1.55418763129652
YBR226C	0.123439055635657	0.0157836311096364	-1.38247643481413
YBR227C	0.062938058896874	0.609116932778903	0.123643577943803
YBR228W	0.0193114907627834	0.00862092770418599	-0.619717152674766
YBR229C	0.164098942113256	0.671048029921637	-0.764129472750812
YBR230C	0.0508729372348942	0.186970512493241	-0.033244939694324
YBR231C	-0.3814726968572	-1.88474617772658	0.289621986805624
YBR232C	0.0447775686722558	-0.253563742637098	-4.11546174443286
YBR233W	0.111118100697679	0.16086070491828	-4.28364965172753
YBR235W	-0.0682180660378275	0.157332450944789	-0.0509368259998624
YBR238C	0.555512203854186	-1.32649997197202	0.508432396917145
YBR239C	-0.062325811448682	-0.0340920141139875	-0.357535920668935
YBR240C	-0.129682004501735	0.189781197688603	0.00789338862617406
YBR241C	0.0216015024359439	0.00370927434984303	-0.584698973408901
YBR242W	-0.0348181356625492	0.149896752798865	-4.01512955913987
YBR244W	0.00763868132146683	-0.230365386414723	0.508432396917145
YBR245C	-0.0278451166791669	0.770562558877948	-5.03328697680452
YBR246W	-0.122463663551473	0.190981444345349	0.508432396917145
YBR248C	0.213852082473393	-0.247027430019637	0.288224088694841
YBR249C	-0.259745276225816	0.0280274893990331	-3.81590146257396
YBR250W	0.16541074029344	-0.0382528458164391	0.153579795618461
YBR251W	-0.227231378879353	-1.32649997197202	0.508432396917145
YBR255W	0.201628131846794	0.104964175404687	4.83420187353581
YBR258C	0.0844013030314859	0.160354206118505	-0.123573071600738
YBR259W	-0.149675655194553	0.211295122688352	-3.92281666649047
YBR260C	-0.0525512513867934	-0.187241715773755	3.18431260954231
YBR261C	-0.0151257312488404	-1.32649997197202	-4.57489336307016
YBR262C	-0.289034867397541	-0.0874996951171845	0.508432396917145
YBR263W	-0.110357024326316	-1.32649997197202	-0.335382430262762
YBR264C	0.186812923561039	0.210402494990262	0.508432396917145
YBR266C	-0.233994899142242	-0.00478749717569649	-0.167788413270765
YBR267W	0.149717911442023	1.23086191020621	0.508432396917145
YBR268W	-0.0452028564718496	-1.32649997197202	0.508432396917145
YBR269C	0.0330496967956897	0.842690269962493	4.76927511026347
YBR270C	0.186357665179965	2.18798650800479	-0.139329483939053
YBR271W	0.0705864818959263	0.465435539387749	0.508432396917145
YBR272C	0.555512203854186	-1.32649997197202	-1.4575289121402
YBR273C	-0.0600838643374164	0.161038608714515	1.18431260954231
YBR274W	0.555512203854186	-1.32649997197202	0.508432396917145
YBR275C	-0.0951372776790365	-1.32649997197202	0.508432396917145
YBR276C	0.0516689192880211	0.732478054115669	0.508432396917145
YBR277C	0.0701644028629431	-1.32649997197202	0.508432396917145
YBR278W	-0.0279649257874262	0.814655513110087	0.508432396917145
YBR279W	0.079941989873026	-1.32649997197202	0.508432396917145
YBR280C	0.0615442977081777	-1.32649997197202	0.508432396917145
YBR281C	0.0909717832355472	1.01406892385868	4.65362962789399
YBR282W	0.555512203854186	-1.32649997197202	0.508432396917145
YBR283C	0.116389715950444	-1.32649997197202	2.83036049180451
YBR284W	-0.110158861362994	-1.33622314284308	-2.70042424515402
YBR285W	0.0127338735199061	-1.32649997197202	0.508432396917145
YBR286W	0.00445140027700575	-0.902826849906982	-4.75931793420759
YBR287W	-0.0610469440884138	-0.0994207169301173	-4.46477037887189
YBR288C	0.555512203854186	-1.32649997197202	0.508432396917145
YBR289W	0.555512203854186	-1.32649997197202	0.508432396917145
YBR290W	-0.210448622252789	1.05717504134465	0.508432396917145
YBR291C	-0.177596458423004	-0.310848866455897	-3.70042424515402
YBR292C	-0.0670157599308059	0.877779107735846	0.508432396917145
YBR293W	-0.0872607785457831	-1.94884781859173	0.508432396917145
YBR294W	0.043265503646376	-0.396839920343607	-1.11332511674466
YBR295W	-0.0768161795824991	0.278153308978356	4.6868129500715
YBR296C	-0.0969463553831975	0.646805939234111	0.508432396917145
YBR297W	-0.0420426446209508	-0.297917643099968	-0.99240840464153
YBR298C	0.17639906589543	-1.32649997197202	0.508432396917145
YBR299W	-0.45297710670142	-1.32649997197202	0.508432396917145
YBR300C	0.555512203854186	-1.32649997197202	0.508432396917145
YBR301W	0.0703461794558944	-0.00470543792538969	-4.0799349360553
YCL001W	-0.0797618267736091	0.245546184090392	-0.0845973629466066
YCL001W-A	-0.0441699881892088	-1.32649997197202	-4.2029245856832
YCL002C	0.555512203854186	-1.32649997197202	0.508432396917145
YCL005W	0.0293178986069211	-0.109367960068203	0.508432396917145
YCL007C	0.555512203854186	-1.32649997197202	0.508432396917145
YCL008C	0.555512203854186	-1.32649997197202	0.508432396917145
YCL009C	-0.243622964134607	-0.0164138766093416	-5.12615228347119
YCL010C	0.555512203854186	-1.32649997197202	0.508432396917145
YCL011C	-0.0152138443367527	-1.32649997197202	0.508432396917145
YCL014W	-0.056921664575881506	0.13109762667531852	-3.63765880411209
