orf	hap a | growth (colony size) | indole-3-acetic acid [3 mM] | SC | Nicastro R~De Virgilio C, 2021	hap a | growth (colony size) | rapamycin [4 ng/ml] | SC | Nicastro R~De Virgilio C, 2021
YBL053W	-0.2283603645880135	-0.03467112221277708
YBL054W	0.25421114313870313	-0.4332168304661378
YBL055C	0.25421114313870313	0.0028585986477477764
YBL056W	-0.13566841161872334	-0.5199692367885288
YBL057C	0.25421114313870313	-0.10754436660214557
YBL058W	0.15375748234661055	-0.24511815507553308
YBL059W	-0.31925247381032634	-0.37277671555083886
YBL060W	0.9032963359491397	0.0028585986477477764
YBL061C	0.15375748234661055	-0.7552417627348534
YBL062W	0.055333188439207946	-0.34173247470798024
YBL063W	0.15375748234661055	-0.03467112221277708
YBL064C	-0.31925247381032634	-0.491554680514818
YBL065W	0.25421114313870313	-0.2779193129754383
YBL066C	-0.2283603645880135	-0.17764148739572894
YBL067C	-0.13566841161872334	-0.34173247470798024
YBL068W	-0.40839665785528845	-0.7552417627348534
YBL069W	0.055333188439207946	-0.34173247470798024
YBL070C	0.15375748234661055	-0.9376418496840511
YBL071C	-0.7484652118045849	-1.7163307454712664
YBL071C-B	-0.04112261959004762	0.6717706822206315
YBL071W-A	-0.04112261959004762	-2.8107097528753084
YBL072C	-0.49584285744225004	0.8349199708969443
YBL073W	0.15375748234661055	-1.8437961277970503
YBL074C	-0.2283603645880135	-1.0005095267115778
YBL075C	-0.40839665785528845	-0.34173247470798024
YBL076C	-0.40839665785528845	0.08021577838066637
YBL078C	-0.2283603645880135	-0.21169810740393222
YBL079W	-0.13566841161872334	-0.10754436660214557
YBL080C	-0.2283603645880135	-0.5753535413898293
YBL081W	-0.13566841161872334	0.6717706822206315
YBL082C	0.25421114313870313	-1.0606634910616568
YBL083C	-0.6658317314056895	-1.403679807691041
YBL084C	-3.6220444926761375	-1.1369426439904289
YBL085W	-0.49584285744225004	-1.191409093941282
YBL086C	-0.7484652118045849	-1.6818088710913663
YBL087C	-0.40839665785528845	1.7866241548421036
YBL088C	-0.9092248918533424	-0.2779193129754383
YBL089W	-1.3582433085412526	-0.8029961162077737
YBL090W	0.055333188439207946	1.955541347663539
YBL091C	-0.40839665785528845	-1.099344054426247
YBL091C-A	0.007105284424581222	-0.2912845981821774
YBL092W	-3.508002394807154	0.5692554203703807
YBL093C	0.15375748234661055	-1.5313921327218027
YBL094C	0.5683959971054569	-2.2404996136068895
YBL095W	-0.40839665785528845	-0.34173247470798024
YBL096C	-0.9874323037689552	-0.3101186147670879
YBL097W	-0.6658317314056895	0.2448055224932588
YBL098W	-1.632643452072754	-0.8492697145342463
YBL099W	-0.6658317314056895	-0.0714649661936839
YBL100C	-0.8295824815539579	-0.5753535413898293
YBL100W-C	-0.04112261959004762	-0.5199692367885288
YBL101C	-0.9874323037689552	-0.21169810740393222
YBL102W	-1.2138221803667781	-0.4332168304661378
YBL103C	0.25421114313870313	0.4240254660825265
YBL104C	-0.8912517599224249	-0.41504392577780835
YBL105C	-0.13566841161872334	-0.779308440873984
YBL106C	-0.9874323037689552	-0.779308440873984
YBL107C	0.15375748234661055	-0.2779193129754383
YBR001C	-0.04112261959004762	-0.37277671555083886
YBR003W	-0.2283603645880135	0.28816518626485554
YBR004C	-0.5816391287351187	-0.8718725875629464
YBR005W	-0.49584285744225004	0.2448055224932588
YBR006W	-0.5816391287351187	-0.0714649661936839
YBR007C	-0.5816391287351187	0.33246745142279166
YBR008C	0.15375748234661055	0.16079617393579002
YBR009C	-0.31925247381032634	-0.4032665949500746
YBR010W	0.055333188439207946	-0.0714649661936839
YBR011C	-0.13566841161872334	1.6273593730390365
YBR012C	-0.31925247381032634	-0.3101186147670879
YBR013C	-0.04112261959004762	0.04114649568727335
YBR014C	-0.31925247381032634	0.0028585986477477764
YBR015C	0.25421114313870313	1.1998591692518557
YBR016W	0.7892360756183205	0.33246745142279166
YBR018C	0.46146290645712235	0.28816518626485554
YBR019C	-0.40839665785528845	-1.0208535681827724
YBR020W	-0.4986884158768686	-0.5197263773331978
YBR021W	2.1987955890893165	-0.46264162325384933
YBR022W	-0.49584285744225004	-0.03467112221277708
YBR023C	-0.5816391287351187	-0.4332168304661378
YBR024W	-0.31925247381032634	0.2448055224932588
YBR025C	-0.2283603645880135	1.2663592009520832
YBR026C	-0.40839665785528845	-2.438710180894082
YBR027C	-0.31925247381032634	0.20235869374843213
YBR028C	-0.2283603645880135	0.0028585986477477764
YBR029C	-6.331160585511462	-3.2640932349347334
YBR030W	-0.13566841161872334	0.2448055224932588
YBR031W	-0.7484652118045849	1.2663592009520832
YBR032W	0.25421114313870313	0.6717706822206315
YBR033W	-0.13566841161872334	0.08021577838066637
YBR034C	-0.40839665785528845	-0.3101186147670879
YBR035C	-1.2138221803667781	-0.10754436660214557
YBR036C	-0.13566841161872334	1.8698221751869895
YBR037C	0.6776287241118193	0.9504840503759995
YBR038W	-0.40839665785528845	0.20235869374843213
YBR040W	-0.31925247381032634	0.16079617393579002
YBR041W	-0.8295824815539579	-0.7307869123676727
YBR042C	-0.13566841161872334	-0.0714649661936839
YBR043C	-1.4977688052521851	-0.37277671555083886
YBR044C	0.15375748234661055	-0.9160509303008599
YBR045C	0.15375748234661055	0.16079617393579002
YBR046C	0.055333188439207946	0.16079617393579002
YBR047W	0.055333188439207946	0.16079617393579002
YBR048W	-0.04112261959004762	1.7058376713188097
YBR050C	-0.04112261959004762	0.2448055224932588
YBR051W	-0.2283603645880135	-0.17764148739572894
YBR052C	-0.13566841161872334	-0.10754436660214557
YBR053C	-0.2283603645880135	0.20235869374843213
YBR054W	-0.04112261959004762	-0.17764148739572894
YBR055C	-0.04112261959004762	-0.779308440873984
YBR056W	-0.49584285744225004	-0.03467112221277708
YBR056W-A	-0.13566841161872334	-0.7552417627348534
YBR057C	-0.2283603645880135	-0.37277671555083886
YBR058C	-0.31925247381032634	0.7792264386178821
YBR058C-A	-4.791692340669082	-2.466910871361773
YBR059C	-0.49584285744225004	0.33246745142279166
YBR060C	0.46146290645712235	-0.6806745140742698
YBR061C	-0.13566841161872334	-0.9376418496840511
YBR062C	-0.6979144808121218	-0.338907957713261
YBR063C	-0.31925247381032634	-0.2779193129754383
YBR064W	-0.2283603645880135	-0.34173247470798024
YBR065C	-0.31925247381032634	0.2448055224932588
YBR066C	-0.40839665785528845	0.5692554203703807
YBR067C	-0.7484652118045849	-0.8263136716144724
YBR068C	-0.7484652118045849	-0.37277671555083886
YBR069C	0.15375748234661055	-0.0714649661936839
YBR070C	0.5683959971054569	-0.46264162325384933
YBR071W	-0.8295824815539579	-0.24511815507553308
YBR072C-A	0.9032963359491397	-0.6023475722039088
YBR072W	-0.40839665785528845	-0.37277671555083886
YBR073W	-0.40839665785528845	-0.4032665949500746
YBR074W	-0.5375801688437263	-0.46076869151254124
YBR076W	-0.5816391287351187	-1.1369426439904289
YBR077C	-7.064024070862943	-3.0187787443883813
YBR078W	-1.3582433085412526	-2.153806222526894
YBR079C	0.5683959971054569	0.0028585986477477764
YBR080C	-0.13566841161872334	0.2448055224932588
YBR081C	-2.2252309960822725	0.45790646408161123
YBR082C	0.46146290645712235	0.9504840503759995
YBR083W	0.3567575885306297	-0.0714649661936839
YBR084C-A	1.0198912687317572	1.3346565308063716
YBR084W	-0.9874323037689552	-0.21169810740393222
YBR085C-A	-0.04112261959004762	1.955541347663539
YBR085W	-0.40839665785528845	1.1998591692518557
YBR087W	-2.6705918210832142	-0.46264162325384933
YBR088C	-0.40839665785528845	-1.2436822640283416
YBR089C-A	-0.13566841161872334	-0.46264162325384933
YBR089W	-0.04112261959004762	
YBR090C	0.3567575885306297	0.0028585986477477764
YBR091C	0.25421114313870313	1.0104603447891796
YBR092C	0.3567575885306297	-0.491554680514818
YBR093C	-0.49584285744225004	-1.3421581715471902
YBR094W	0.055333188439207946	-0.24511815507553308
YBR095C	-0.40839665785528845	0.2448055224932588
YBR097W	-0.13566841161872334	-0.17764148739572894
YBR098W	0.1199897095528735	0.1258303269557997
YBR099C	-0.40839665785528845	0.20235869374843213
YBR101C	-0.04112261959004762	-2.9913192992499216
YBR102C	-1.3582433085412526	0.8919886521211688
YBR103W	0.6776287241118193	-1.3578343576799985
YBR104W	0.15375748234661055	-0.491554680514818
YBR105C	-0.12731958775433894	-0.01655689524108977
YBR106W	-0.2283603645880135	-0.24511815507553308
YBR107C	-0.7071484716051377	0.047407163573143694
YBR108W	0.20398431274265685	0.0838437857678271
YBR109C	0.3567575885306297	-0.7307869123676727
YBR110W	-0.13566841161872334	0.6717706822206315
YBR111C	-0.40499974666156613	-0.36833641779517573
YBR111W-A	-0.13566841161872334	-3.1811629191591777
YBR112C	-0.04112261959004762	
YBR113W	-0.2283603645880135	-0.5753535413898293
YBR114W	-1.4286023197031759	-1.2090705505013088
YBR115C	1.261030788804895	0.4713475860190186
YBR116C	-0.08839551560438548	0.41113786303984645
YBR119W	-0.3113808741625837	0.6983148125211427
YBR120C	-0.04112261959004762	0.6199170323312608
YBR121C	0.20398431274265685	0.008933120774210906
YBR122C	0.012925389275344285	0.5558469450203373
YBR124W	-0.9092248918533424	1.4769426346694725
YBR125C	1.0198912687317572	0.9504840503759995
YBR126C	-1.632643452072754	-1.191409093941282
YBR127C	-1.6984087757290642	-2.760406946229214
YBR128C	-0.13566841161872334	0.04114649568727335
YBR129C	-0.2283603645880135	0.6199170323312608
YBR130C	-0.13566841161872334	0.6717706822206315
YBR131W	0.3567575885306297	0.20235869374843213
YBR132C	1.325504930699933	1.8732944329918908
YBR133C	0.7081182773928927	-1.7990097216160503
YBR134W	-1.3582433085412526	-2.7046426920044
YBR135W	-3.2241642845554614	-0.2779193129754383
YBR137W	-0.7484652118045849	-0.10754436660214557
YBR138C	-0.5816391287351187	-0.34173247470798024
YBR139W	0.0563174313782804	-0.0523428839771989
YBR140C	-0.2283603645880135	-1.099344054426247
YBR141C	-0.04112261959004762	-0.1429299323873682
YBR142W	-0.31925247381032634	-0.8029961162077737
YBR143C	-0.31925247381032634	-0.0714649661936839
YBR144C	-0.31925247381032634	-0.5478980741515778
YBR145W	0.3054843658346664	0.24891700301629344
YBR146W	-0.04112261959004762	-0.1429299323873682
YBR147W	-0.49584285744225004	-1.3578343576799985
YBR148W	-0.31925247381032634	0.8349199708969443
YBR149W	-0.04112261959004762	-0.4332168304661378
YBR150C	-0.6658317314056895	-0.6549970868495508
YBR151W	-0.2283603645880135	-0.0714649661936839
YBR152W	-0.7484652118045849	0.28816518626485554
YBR153W	-0.9092248918533424	-0.5199692367885288
YBR154C	-0.40839665785528845	1.5510917310488355
YBR155W	-0.49584285744225004	-0.8718725875629464
YBR156C	-0.2720325347370059	0.12982473930754296
YBR157C	-0.18018754670018697	-0.0523428839771989
YBR158W	-0.40839665785528845	-0.8941303785606739
YBR159W	-0.22475963872266802	-0.4919268675662809
YBR160W	-2.8655117025875265	0.28816518626485554
YBR161W	-0.40839665785528845	-0.3101186147670879
YBR162C	-0.48841278819629974	0.7769751648482912
YBR162W-A	-0.49584285744225004	-0.6549970868495508
YBR163W	-0.31925247381032634	-0.17764148739572894
YBR164C	-0.5816391287351187	-2.024619112026651
YBR165W	-0.04112261959004762	0.3103163188438236
YBR166C	-0.4353525505720033	-0.034303183772967843
YBR167C	-0.40839665785528845	1.1350864111022823
YBR168W	0.9032963359491397	-0.03467112221277708
YBR169C	0.25421114313870313	0.0028585986477477764
YBR170C	-0.032520665335810536	0.9944914242952678
YBR171W	-1.632643452072754	-1.38859143173804
YBR172C	-0.40839665785528845	0.4713475860190186
YBR173C	-0.6658317314056895	-0.5199692367885288
YBR174C	0.25421114313870313	0.7792264386178821
YBR175W	-0.13566841161872334	-0.1429299323873682
YBR176W	-0.40839665785528845	-0.6023475722039088
YBR177C	-0.49584285744225004	-0.8029961162077737
YBR178W	-0.9092248918533424	-1.260642003656588
YBR179C	0.25421114313870313	0.4713475860190186
YBR180W	-0.6658317314056895	-0.03467112221277708
YBR181C	0.055333188439207946	1.6273593730390365
YBR182C	-0.04112261959004762	0.08021577838066637
YBR182C-A	0.15375748234661055	-0.6023475722039088
YBR183W	-0.2283603645880135	0.08021577838066637
YBR184W	0.055333188439207946	-0.1429299323873682
YBR185C	-0.2283603645880135	0.08021577838066637
YBR186W	0.3567575885306297	0.20235869374843213
YBR187W	0.7892360756183205	0.08021577838066637
YBR188C	0.055333188439207946	-0.1429299323873682
YBR189W	-1.2138221803667781	-0.0714649661936839
YBR190W	0.46146290645712235	2.4262941801167197
YBR191W	-1.2866606624025998	0.8919886521211688
YBR192W	-0.2283603645880135	0.9504840503759995
YBR193C	0.6776287241118193	0.08021577838066637
YBR194W	-0.04112261959004762	1.2663592009520832
YBR195C	0.7892360756183205	1.2663592009520832
YBR196C	-0.40839665785528845	-0.3101186147670879
YBR196C-A	-0.9874323037689552	0.04114649568727335
YBR196C-B	-0.2283603645880135	-0.6549970868495508
YBR197C	0.055333188439207946	0.20235869374843213
YBR199W	-0.40839665785528845	-0.5199692367885288
YBR200W	1.0198912687317572	0.8349199708969443
YBR200W-A	0.25421114313870313	-0.46264162325384933
YBR201W	-0.08274749573185788	-0.6503214956235573
YBR202W	-0.04112261959004762	
YBR203W	-0.2283603645880135	0.33246745142279166
YBR204C	-0.13566841161872334	0.28816518626485554
YBR205W	-0.04112261959004762	0.4240254660825265
YBR206W	0.3567575885306297	0.4240254660825265
YBR207W	0.6776287241118193	0.4240254660825265
YBR208C	-1.2866606624025998	-0.21169810740393222
YBR209W	2.1987955890893165	-0.0714649661936839
YBR210W	-0.2283603645880135	0.4240254660825265
YBR212W	-0.49584285744225004	0.08021577838066637
YBR213W	0.055333188439207946	0.16079617393579002
YBR214W	-0.13566841161872334	-0.24511815507553308
YBR215W	0.15375748234661055	-0.3101186147670879
YBR216C	0.25421114313870313	0.20235869374843213
YBR217W	-0.04112261959004762	-0.0714649661936839
YBR218C	0.055333188439207946	0.20235869374843213
YBR219C	0.5683959971054569	0.7248589428216539
YBR220C	-1.4286023197031759	0.0028585986477477764
YBR221C	0.055333188439207946	-0.5753535413898293
YBR221W-A	0.15375748234661055	-0.46264162325384933
YBR222C	-0.13566841161872334	0.20235869374843213
YBR223C	0.055333188439207946	-0.10754436660214557
YBR224W	-0.49584285744225004	0.33246745142279166
YBR225W	-0.04112261959004762	1.1998591692518557
YBR226C	0.055333188439207946	1.0719744929052621
YBR227C	0.15375748234661055	0.0028585986477477764
YBR228W	-0.13566841161872334	0.04114649568727335
YBR229C	-0.04112261959004762	-1.5709754849243196
YBR230C	0.055333188439207946	0.33246745142279166
YBR230W-A	-0.2283603645880135	-0.6806745140742698
YBR231C	-0.31925247381032634	-2.080209961908049
YBR232C	-0.13566841161872334	-1.3101910468842088
YBR233W	0.055333188439207946	0.28816518626485554
YBR234C	-0.49584285744225004	-1.191409093941282
YBR235W	-0.13566841161872334	-0.5199692367885288
YBR236C	-0.6658317314056895	0.4240254660825265
YBR237W	-0.5816391287351187	0.51974520868134
YBR238C	-0.13566841161872334	0.2448055224932588
YBR239C	-0.2283603645880135	-0.03467112221277708
YBR240C	-0.04112261959004762	0.16079617393579002
YBR241C	-0.13566841161872334	-0.21169810740393222
YBR242W	-0.7484652118045849	0.0028585986477477764
YBR243C	0.9032963359491397	0.3777433927380447
YBR244W	-1.0642431547575024	-0.5753535413898293
YBR245C	-0.8295824815539579	-1.4763616186841575
YBR246W	-0.8295824815539579	-1.9386179366003773
YBR247C	-0.13566841161872334	0.33246745142279166
YBR248C	-0.9092248918533424	-0.8718725875629464
YBR249C	-0.9874323037689552	-0.03467112221277708
YBR250W	-0.9874323037689552	-0.21169810740393222
YBR251W	0.46146290645712235	0.8349199708969443
YBR252W	-4.070522183910426	-3.012489464520268
YBR254C	0.46146290645712235	0.7792264386178821
YBR255W	-0.6658317314056895	1.4769426346694725
YBR256C	-4.038430756988474	-3.1119744369795184
YBR257W	-0.04112261959004762	0.33246745142279166
YBR258C	-0.9092248918533424	-0.5199692367885288
YBR259W	-0.40839665785528845	-0.491554680514818
YBR260C	-0.5816391287351187	0.0028585986477477764
YBR261C	-0.6658317314056895	0.6199170323312608
YBR262C	-0.31925247381032634	-0.24511815507553308
YBR263W	-0.9092248918533424	-0.9798640920334023
YBR264C	-0.31925247381032634	-0.7307869123676727
YBR265W	-0.9092248918533424	1.3346565308063716
YBR266C	1.0198912687317572	2.6369361254856005
YBR267W	1.0198912687317572	2.4262941801167197
YBR268W	0.46146290645712235	-0.4332168304661378
YBR269C	-0.8295824815539579	0.0028585986477477764
YBR270C	-0.04112261959004762	-0.03467112221277708
YBR271W	-0.5816391287351187	-0.7059344221571235
YBR272C	-0.2283603645880135	-0.4332168304661378
YBR273C	-0.31925247381032634	0.0028585986477477764
YBR274W	-0.2471270343329409	-0.07923053622840792
YBR275C	0.3567575885306297	0.0028585986477477764
YBR276C	0.055333188439207946	0.20235869374843213
YBR277C	-0.49584285744225004	-0.8941303785606739
YBR278W	0.3567575885306297	-0.1429299323873682
YBR279W	0.7078283604018137	0.8349199708969443
YBR280C	0.7892360756183205	0.04114649568727335
YBR281C	-0.2283603645880135	0.51974520868134
YBR282W	0.6776287241118193	0.51974520868134
YBR283C	1.261030788804895	-0.17764148739572894
YBR284W	-0.5816391287351187	0.8919886521211688
YBR285W	0.3567575885306297	0.7792264386178821
YBR286W	0.055333188439207946	0.8349199708969443
YBR287W	1.0198912687317572	0.33246745142279166
YBR288C	1.3857581267737575	-0.17764148739572894
YBR289W	1.139106312363421	0.7792264386178821
YBR290W	0.25421114313870313	-0.8718725875629464
YBR291C	-0.13566841161872334	0.3777433927380447
YBR292C	0.15375748234661055	0.12009061329454222
YBR293W	0.46146290645712235	-0.03467112221277708
YBR294W	0.9032963359491397	0.8349199708969443
YBR295W	-0.7484652118045849	0.3777433927380447
YBR296C	-0.31925247381032634	0.16079617393579002
YBR296C-A	0.15375748234661055	-0.0714649661936839
YBR297W	-0.04112261959004762	0.4713475860190186
YBR298C	-0.40839665785528845	0.6199170323312608
YBR299W	0.7892360756183205	0.16079617393579002
YBR300C	0.25421114313870313	0.3777433927380447
YBR301W	0.055333188439207946	0.04114649568727335
YCL001W	0.3567575885306297	-0.7552417627348534
YCL001W-A	-1.2138221803667781	-0.21169810740393222
YCL001W-B	-0.31925247381032634	-1.6934433149431558
YCL002C	-0.8295824815539579	-1.5933382190044592
YCL004W	-0.8295824815539579	-1.0005095267115778
YCL005W	-0.5816391287351187	-1.260642003656588
YCL005W-A	-0.9874323037689552	-2.6249125926477723
YCL007C	-1.0642431547575024	-2.2148208817453394
YCL008C	-1.7630959793254348	-1.9475937874337024
YCL009C	-0.31925247381032634	0.0028585986477477764
YCL010C	-0.49584285744225004	-0.0714649661936839
YCL011C	-0.49584285744225004	0.12009061329454222
YCL012C	0.3567575885306297	-0.24511815507553308
YCL014W	0.26342119562279337	-0.3861127421308252
YCL016C	0.9032963359491397	-0.0714649661936839
YCL017C	-0.04112261959004762	
YCL021W-A	-0.04112261959004762	0.04114649568727335
YCL022C	0.6776287241118193	0.20235869374843213
YCL023C	0.6788160363618887	0.23003628740834983
YCL024W	0.3567575885306297	0.6717706822206315
YCL025C	0.25421114313870313	0.3777433927380447
YCL026C-A	0.3567575885306297	0.2448055224932588
YCL026C-B	-0.13566841161872334	-0.1429299323873682
YCL027W	0.7892360756183205	0.4713475860190186
YCL028W	1.139106312363421	0.6717706822206315
YCL029C	0.5683959971054569	0.04114649568727335
YCL030C	0.6776287241118193	-0.1429299323873682
YCL031C	-0.6658317314056895	-0.9160509303008599
YCL032W	-0.2283603645880135	-0.7059344221571235
YCL033C	0.055333188439207946	-0.491554680514818
YCL034W	0.5683959971054569	0.7248589428216539
YCL035C	0.055333188439207946	0.4713475860190186
YCL036W	0.3567575885306297	-0.03467112221277708
YCL037C	0.6776287241118193	0.08021577838066637
YCL038C	0.7892360756183205	0.33246745142279166
YCL039W	0.9032963359491397	0.9504840503759995
YCL040W	0.6776287241118193	0.4240254660825265
YCL041C	-0.2283603645880135	1.8698221751869895
YCL042W	0.3567575885306297	0.12009061329454222
YCL043C	0.15375748234661055	0.0028585986477477764
YCL044C	-0.04112261959004762	-0.7307869123676727
YCL045C	-0.6658317314056895	-0.8941303785606739
YCL046W	-0.40839665785528845	-0.6806745140742698
