orf	hap a | growth (colony size) | indole-3-acetic acid [3 mM] | SC | Nicastro R~De Virgilio C, 2021	hap a | growth (colony size) | rapamycin [4 ng/ml] | SC | Nicastro R~De Virgilio C, 2021
YAL002W	0.8	0.5882352941176471
YAL004W	0.9523809523809523	0.9803921568627451
YAL005C	0.9090909090909091	0.819672131147541
YAL007C	1.0416666666666667	1.2048192771084338
YAL008W	1.0869565217391304	1.1363636363636365
YAL009W	1.0526315789473684	0.8333333333333334
YAL010C	1.0309278350515465	1.2048192771084338
YAL011W	1.0638297872340425	0.5555555555555556
YAL012W	1.0869565217391304	0.6097560975609756
YAL013W	0.8928571428571428	1.0989010989010988
YAL014C	1.0101010101010102	1.1235955056179776
YAL015C	1.0	0.9615384615384615
YAL016C-B	1.0309278350515465	0.9433962264150942
YAL017W	0.970873786407767	0.9900990099009901
YAL018C	1.0	1.0989010989010988
YAL019W	1.0416666666666667	0.970873786407767
YAL020C	1.1235955056179776	0.5434782608695652
YAL021C	0.8237288135593221	0.16835016835016833
YAL022C	1.0309278350515465	0.970873786407767
YAL023C	1.0309278350515465	1.0101010101010102
YAL024C	1.0638297872340425	1.0101010101010102
YAL026C	0.5747126436781609	0.3717472118959108
YAL027W	0.8928571428571428	0.6289308176100629
YAL028W	0.9174311926605504	0.5376344086021505
YAL029C	0.9803921568627451	1.0204081632653061
YAL030W	0.9900990099009901	0.9900990099009901
YAL031C	0.9803921568627451	0.9523809523809523
YAL034C	1.0101010101010102	1.0
YAL035W	1.075268817204301	0.970873786407767
YAL036C	1.0204081632653061	1.0638297872340425
YAL037C-A	1.0	0.9433962264150942
YAL037W	0.970873786407767	0.9345794392523364
YAL039C	0.9900990099009901	1.0101010101010102
YAL040C	1.0	1.0101010101010102
YAL042C-A	1.0309278350515465	1.2987012987012987
YAL042W	0.9803921568627451	1.3157894736842106
YAL044C	0.9803921568627451	0.8620689655172414
YAL044W-A	1.0638297872340425	0.8771929824561404
YAL045C	0.9803921568627451	1.0869565217391304
YAL046C	1.0638297872340425	0.8928571428571428
YAL047C	1.1235955056179776	1.3888888888888888
YAL048C	1.1235955056179776	2.0833333333333335
YAL049C	0.9629629629629629	0.8948194662480377
YAL051W	0.9803921568627451	0.9259259259259258
YAL053W	1.0526315789473684	0.7042253521126761
YAL054C	1.0526315789473684	0.9803921568627451
YAL055W	1.1111111111111112	0.9433962264150942
YAL056C-A	1.1627906976744187	0.6993006993006994
YAL056W	0.970873786407767	0.7751937984496123
YAL058W	1.1111111111111112	0.5847953216374269
YAL059W	1.0638297872340425	1.4492753623188408
YAL060W	0.9900990099009901	0.9803921568627451
YAL061W	1.0101010101010102	0.9803921568627451
YAL062W	1.0	1.0989010989010988
