orf	hap a | betaxanthin production (colony color) | expression for Btx-cassette, time [24 h] | YPD | Cachera P~Mortensen UH, 2023	hap a | betaxanthin production (colony color) | expression for Btx-cassette, time [48 h] | YPD | Cachera P~Mortensen UH, 2023
YAL002W	-0.5670499429571366	-0.7626717923510414
YAL004W	-0.1380014810751501	-0.3123757231425779
YAL005C	-0.0912200011523497	0.1710015437612718
YAL007C	0.2083039054759047	0.0310303231107882
YAL008W	-0.6489334832234247	-0.5400213580801244
YAL009W	0.256211391289969	0.2893431698054697
YAL010C	-0.3932652591021256	-0.4640298879426911
YAL011W	0.0529443978981332	0.4487424188553762
YAL012W	-0.1779514118823035	-0.9521587896089948
YAL013W	-0.9271482399289576	-1.7758437660531543
YAL014C	0.2163147544881081	0.2910877953292598
YAL015C	0.2295313416146221	0.2777407817609671
YAL016W	-0.0586209411047941	0.1106769747623816
YAL017W	-0.6152972607693066	-0.7557228993288507
YAL018C	-0.456868680923641	-0.4466265628217917
YAL019W	-0.2037964297092329	-0.2726653420610553
YAL020C	-0.402333574338471	-0.7177291758596432
YAL021C	-0.1953657099036845	-0.1617763062277667
YAL022C	-0.1424763204559571	-0.1065315437149119
YAL023C	0.1349643700672443	0.0472148057603262
YAL024C	0.2268365927711181	0.3456659558009788
YAL026C	-0.5012636335973035	-0.6684260350982905
YAL027W	-0.6366036860614767	-0.4291081182100766
YAL028W	0.0427020600134914	0.2591699907578217
YAL029C	0.5446393031612946	0.8628463728920829
YAL030W	-0.2989632382789219	-0.4313317218262744
YAL031C	-0.15430183996803	-0.4714274049377359
YAL034C	-0.2505053714104678	-0.5758257837095048
YAL035W		
YAL036C	-0.0415469559345418	-0.1032792949148259
YAL037W	-0.3411659871636885	-0.219325051480806
YAL039C	2.3414112810899823	1.3657023248082671
YAL040C	0.6092402396401164	0.8814592582341751
YAL042C-A	0.3330093309247147	0.0929398846517876
YAL042W	0.4860970842978757	0.6405498557736061
YAL044C	-0.5474534215243877	-1.4475425140295843
YAL045C	-0.4329817111797276	-0.0646067329251336
YAL046C	-0.1407879957833122	-0.5011578228552757
YAL047C	-0.2435792310138474	-0.1541974044438851
YAL048C	0.6670500409862821	0.8739951860777213
YAL049C	0.0965166441133573	0.2973272953917984
YAL051W	-0.6930135588901088	-0.6389754103570675
YAL053W	-0.6311041883326142	-0.4666089512741285
YAL054C	-0.4074377836722174	-0.8200674567515387
YAL055W	-0.1430326905967945	0.1781641715645861
YAL056C-A	0.27446554908891	0.1532127314427348
YAL056W	-0.1689293817632173	-0.0403922531394664
YAL058W	0.4111056000599193	0.6991933436213015
YAL059W	-0.0106923750214126	0.1199987255519934
YAL060W	0.2690042185648779	0.2335682018784399
YAL061W	-0.2976617449540013	-0.5479012501206784
YAL062W	0.4455335829661162	0.4025442529207793
YAL064C-A	0.2312598164887237	0.3978956010547411
YAL065C	-0.0103085807704968	0.0950393891320247
YAL066W	-0.1687016176436285	-0.2316910832498405
YAL067C	-0.1947369336800025	-0.0120996286572194
YAL068C	-0.1000682890429841	-0.118826240193365
YAR002C-A	-0.025148841229119	0.0368152915305548
YAR002W	-0.3788974273238587	-0.3301010952263537
YAR003W	-1.2186606643232234	-1.4863575568699656
YAR014C	0.1794895005695163	0.5828811165843587
YAR015W	-0.0878922937414035	-0.4357644873975367
YAR018C	-0.3499898809862424	-0.639857896322744
YAR020C	-0.0536277757130583	-0.2897492240686288
YAR023C	0.0199433584503441	-0.1390921850415122
YAR027W	0.3385537057344696	0.4926524920307997
YAR028W	0.1459508015471353	0.0182292490418578
YAR029W	-0.2875963871513946	0.0111193862874001
YAR030C	-0.453888244967143	-0.6030237537379574
YAR031W	-0.6725993107040847	-0.5501217894178073
YAR035W	0.1319490242442146	0.060386509777651
YAR042W	0.46933995445243093	0.8786749748093126
YAR047C	0.2274231484119377	0.1484331424021778
YAR050W	0.0350468653397054	-0.0683814824071705
YBL001C	0.3471014906170926	0.2148368365228496
YBL002W	-0.5629938298097705	-0.2001449077249775
YBL003C	-0.1744422967746692	-0.1703396014473858
YBL005W	-0.1707606082898057	-0.0102205441038751
YBL006C	-0.1519452334311627	0.1656750540881876
YBL007C	0.0153756005554448	-0.2748343624361481
YBL008W	0.0552603035671845	-0.1718248270435193
YBL009W	0.4828624123863453	0.3678033145211244
YBL010C	0.1775651172042808	0.0837729907806076
YBL011W	0.3692760435237778	0.4062216411497912
YBL012C	2.064573689920832	1.1333270131148852
YBL013W	0.7220082326992182	0.5505916292409542
YBL015W	0.1201908529392343	-0.0837540227681082
YBL016W	-0.3817288937436368	-1.4561918010527377
YBL017C	-0.5423577675934713	-0.7019229105636514
YBL019W	-0.3107131247837382	-0.7160249061440205
YBL021C	1.587088224192574	1.2996741128924332
YBL022C	1.9396359169851976	1.0424255245073062
YBL024W	0.0261380106323645	-0.0151982294099022
YBL025W	-2.045495813394364	-3.9498211779096017
YBL027W	-1.396373294379176	-2.039100757812742
YBL028C	0.1435469688208879	0.036663542317316
YBL029W	0.4070943917613351	0.4400538004898366
YBL031W	0.2048485194857842	0.1852592541100227
YBL032W	0.3082272143986865	0.2181911854730831
YBL033C		
YBL036C	0.1689270821430699	-0.1935602885379555
YBL037W	-0.1323533545306107	-0.4071422472496607
YBL038W	1.5679953190662286	0.2762269297435666
YBL039C	-0.0887020329509127	-0.0779281352660231
YBL042C	-0.530681054149653	-0.7651169298658557
YBL043W	0.3249001119018576	0.4889370222928694
YBL044W	0.4647649090503838	0.6218907134291469
YBL045C	1.9524936788023524	1.133553664733282
YBL046W	0.4690646903310016	0.3397022689673473
YBL047C	0.4668163354495808	0.2466501205714257
YBL048W	0.4007307309055022	0.3020167086185436
YBL049W	0.1986914020432486	0.0410969663887898
YBL051C	-0.2495504856607016	-0.86060233579585
YBL052C	-0.2179911007997247	-0.7133848542371066
YBL053W	-0.0402445687267573	-0.1038590912711332
YBL054W	0.4589632677109077	0.6837778375635837
YBL055C	0.3718739858527818	0.0008125752699534
YBL056W	0.4475833472799789	0.030460629180061
YBL057C	0.0167716871112318	0.0548046883052795
YBL058W	-1.5322574516161511	-2.916416334505768
YBL059W	0.5387085852847113	-0.2432102748827
YBL060W	0.4967007894090043	0.4138137481243283
YBL061C	0.3228762887115513	0.4260353834181687
YBL062W	0.4020117287966003	0.1471228182076104
YBL063W	-0.3455248193770635	-2.588488935509776
YBL064C	-0.486604242374332	-0.7229338811420705
YBL065W	0.5352385717381561	0.317036976980226
YBL066C	0.1570670237895668	0.1591654738199789
YBL067C	-0.1027337828857654	-0.3947350496419509
YBL068W	0.2159704390053482	-0.0684621990051461
YBL069W	0.3503722384304419	0.2874805904358992
YBL070C	0.7013102984962585	0.9663471131061504
YBL071C	0.1038903742395851	0.0994530874173987
YBL072C	0.1601032066800173	0.330986623688817
YBL075C	0.3229868776693776	0.3901001921098444
YBL078C	0.224709349103586	-0.0546813038608119
YBL079W	0.0797239115765343	0.2401874746393023
YBL080C	1.9693414054434688	0.6873825753682646
YBL081W	-0.0217758208242316	0.0478115407398037
YBL082C	0.010167798657556	0.0759706328635737
YBL083C	0.3837675060833233	0.4495982187248572
YBL085W	0.0819449268771347	0.0889373244535792
YBL086C	0.5036074852779959	0.5594826087020427
YBL087C	0.0543798434161883	0.2417408721385544
YBL088C	0.31680289373199	0.2351374037410546
YBL089W	0.469626541001846	-0.0318893853910628
YBL090W	1.6018819580516563	0.7650031627336097
YBL091C	-0.105437007320855	-0.2657666999169411
YBL091C-A	0.0061145010415955	0.0482840509652595
YBL093C	-1.2594318301859972	-2.037252679400773
YBL094C	-0.1636614840148141	0.1779042484680775
YBL095W	0.0892410417452725	0.2492117471741415
YBL096C	0.1452427592428504	0.0555947669474468
YBL098W	-0.2061192984177843	-0.2269780248662774
YBL099W	0.5067933355695444	-0.2571704460913525
YBL100C	1.5600768972721408	0.958697752584106
YBL101C	0.6091848962601367	0.7612593316168478
YBL102W	0.4797033589283512	0.549567740575075
YBL103C	0.6987322523531972	0.9104130907681076
YBL104C	-0.464708741726056	-1.1225807062669504
YBL106C	-0.490532819015125	-0.384978151265165
YBL107C	-0.1815195811833966	-0.7191734578933078
YBR001C	-0.1211733656793778	-0.4063929536202411
YBR003W	0.3604760261628061	0.6274155785280755
YBR005W	0.1397679266299141	-0.0380028540995229
YBR006W	0.5606030105009162	0.763274444194488
YBR007C	0.0024203300163981	0.1869764496418883
YBR008C	0.9012092437238968	0.9691046167136051
