orf	hap a | betaxanthin production (colony color) | expression for Btx-cassette, time [24 h] | YPD | Cachera P~Mortensen UH, 2023	hap a | betaxanthin production (colony color) | expression for Btx-cassette, time [48 h] | YPD | Cachera P~Mortensen UH, 2023
YAL002W	-1.0107300521238833	-1.2547152385798461
YAL004W	-0.2784555429509709	-0.6065039946688934
YAL005C	-0.1986116831254723	0.08932837182010954
YAL007C	0.31259798477467243	-0.11216332498522219
YAL008W	-1.150484030019111	-0.9342049680599179
YAL009W	0.39436364478035185	0.25968378433658307
YAL010C	-0.7141246441625296	-0.8248135503844429
YAL011W	0.04743957665957643	0.48914256172883663
YAL012W	-0.34663971926750725	-1.5274860011881837
YAL013W	-1.6253245026257763	-2.713198912495998
YAL014C	0.326270427516311	0.2621952117246184
YAL015C	0.34882771582019295	0.24298188773800794
YAL016W	-0.1429735377488129	0.002489808077151263
YAL017W	-1.0930757172612033	-1.2447121519492295
YAL018C	-0.822679198330536	-0.7997610753658737
YAL019W	-0.3907504653141521	-0.5493400146184365
YAL020C	-0.7296019076389958	-1.1900193388538918
YAL021C	-0.3763614119645554	-0.3897127720801373
YAL022C	-0.2860929338341234	-0.3101867031740272
YAL023C	0.18742640844789807	-0.08886540091328121
YAL024C	0.3442284780602778	0.3407616921114732
YAL026C	-0.8984498747624279	-1.1190463670981956
YAL027W	-1.1294402623165931	-0.7745428832703796
YAL028W	0.029958560845278533	0.216248819519759
YAL029C	0.8866353258648018	1.085254447907239
YAL030W	-0.5531755389975298	-0.7777438103150107
YAL031C	-0.3062760303040037	-0.8354624412389408
YAL034C	-0.4704705211983427	-0.9857462380415427
YAL035W		
YAL036C	-0.11383267087487199	-0.30550501842399735
YAL037W	-0.6252046918111357	-0.47255547557421873
YAL039C	3.9532593441913746	1.8091268163082945
YAL040C	0.9968923789833176	1.1120481118661045
YAL042C-A	0.5254378206551342	-0.02304312909496096
YAL042W	0.7867189332128808	0.7652536490289976
YAL044C	-0.9772838697259384	-2.2406019313013825
YAL045C	-0.7819103328086181	-0.24983500212421766
YAL046C	-0.2832114012548838	-0.8782600415248967
YAL047C	-0.45864939489211914	-0.3788027737729246
YAL048C	1.0955587247859766	1.1013034133709991
YAL049C	0.12180610642373807	0.2711771113535228
YAL051W	-1.2257172930205398	-1.0766515353355737
YAL053W	-1.1200540452388403	-0.8285261696243461
YAL054C	-0.7383134698904718	-1.3373375787693587
YAL055W	-0.28704251344574366	0.0996391344395099
YAL056C-A	0.4255187604144947	0.06372097937503107
YAL056W	-0.3312414524884638	-0.21497771791537534
YAL058W	0.6587279084423447	0.8496722589268185
YAL059W	-0.061171899187704666	0.015908676434993455
YAL060W	0.416197684861923	0.17939447290060853
YAL061W	-0.5509542272568523	-0.945548248560834
YAL062W	0.7174875510567569	0.422639270550858
YAL064C-A	0.35177777438583496	0.41594743241447274
YAL065C	-0.06051686188613743	-0.020020845526900154
YAL066W	-0.3308527181759167	-0.4903566543616297
YAL067C	-0.3752882539381715	-0.1742498533764279
YAL068C	-0.21371341695692264	-0.32788519321817683
YAR002C-A	-0.08584533968947904	-0.10383573380292722
YAR002W	-0.689602479656546	-0.6320200634798109
YAR003W	-2.122860647038835	-2.2964770519664324
YAR014C	0.2634192646893435	0.6822382115850331
YAR015W	-0.19293214916249554	-0.7841248753106799
YAR018C	-0.6402647912916504	-1.0779218935835386
YAR020C	-0.1344514987222327	-0.5739326441442131
YAR023C	-0.008884643354694823	-0.3570584732384532
YAR027W	0.5349006312772142	0.5523520923012328
YAR028W	0.20617739914999708	-0.13059075687509766
YAR029W	-0.5337752705669181	-0.14082556302875654
YAR030C	-0.8175923667227671	-1.0248983230574888
YAR031W	-1.19087546302077	-0.9487447644497585
YAR035W	0.18227999474707698	-0.06990443893885118
YAR042W	0.7581188562451302	1.1080400737204388
YAR047C	0.3452295764958711	0.05684065425292055
YAR050W	0.01689312786882461	-0.2552688382700771
YBL001C	0.5494894843684999	0.15243025431739754
YBL002W	-1.0038073183816185	-0.44494523046545953
YBL003C	-0.3406505693896527	-0.4020398267134218
YBL005W	-0.3343668814902598	-0.171544869213723
YBL006C	-0.30225391381038286	0.08166077102861712
YBL007C	-0.016680622055646587	-0.5524623678689958
YBL008W	0.05139222732205981	-0.40417784211482294
YBL009W	0.7811981867313263	0.3726289141774189
YBL010C	0.2601348411115102	-0.0362390774617374
YBL011W	0.5873356982312548	0.42793295299952216
YBL012C	3.4807693361750744	1.4746173676432441
YBL013W	1.189358112121132	0.6357567737325841
YBL015W	0.16221184420912266	-0.277397953292002
YBL016W	-0.6944350588800856	-2.253052773055512
YBL017C	-0.9685869093294153	-1.1672658671056007
YBL019W	-0.5732295495291383	-1.1875660045526053
YBL021C	2.6658254169738584	1.7140777312598428
YBL022C	3.267532943362266	1.3437626455328504
YBL024W	0.0016880221810078016	-0.17871035833222418
YBL025W	-3.534053919465765	-5.842687928136055
YBL027W	-2.4261700409875417	-3.0921632290104673
YBL028C	0.20207467979278199	-0.10405418018299209
YBL029W	0.6518818156369963	0.47663510162932016
YBL031W	0.3067005365730881	0.10985266415233355
YBL032W	0.48314117161049835	0.15725891451282034
YBL033C		
YBL036C	0.2453919543594619	-0.435466524152517
YBL037W	-0.26881565501148985	-0.7429225216628101
YBL038W	2.633238777066674	0.24080266396414463
YBL039C	-0.19431416409759278	-0.26901145817724326
YBL042C	-0.948657786245467	-1.2582350686169974
YBL043W	0.5115974858041689	0.5470035906703595
YBL044W	0.7503104396584991	0.7383933970825964
YBL045C	3.289477809875525	1.4749436377076346
YBL046W	0.7576490517420947	0.33217683178275903
YBL047C	0.7538116927640038	0.19822618689630978
YBL048W	0.6410206961044675	0.2779276263785912
YBL049W	0.29619193310816555	-0.09767216726156824
YBL051C	-0.46884077874300534	-1.395688442043115
YBL052C	-0.41497708941173456	-1.1837655908968117
YBL053W	-0.1116098335078526	-0.3063396482221158
YBL054W	0.7404085417572063	0.8274812938252243
YBL055C	0.5917697123644978	-0.15566244757478015
YBL056W	0.7209859674134314	-0.11298341211619432
YBL057C	-0.014297864189746058	-0.07793959555537441
YBL058W	-2.658089074349443	-4.355078586611268
YBL059W	0.8765131277730799	-0.5069387878683908
YBL060W	0.8048167092114387	0.4388619604734724
YBL061C	0.5081433442211093	0.4564552773113743
YBL062W	0.6432070274523081	0.054954413323524486
YBL063W	-0.6326440885301342	-3.883019775195643
YBL064C	-0.8734300938605495	-1.1975116282963525
YBL065W	0.8705907141243252	0.29954963799356504
YBL066C	0.22514990904020282	0.07229008491445447
YBL067C	-0.21826272401390256	-0.7250620837316513
YBL068W	0.32568277023854647	-0.25538503161475806
YBL069W	0.5550718030630896	0.2570025597543777
YBL070C	1.1540321036257688	1.2342460739673942
YBL071C	0.13439115237699029	-0.013667228314919965
YBL072C	0.23033188621385683	0.31963046583865107
YBL075C	0.5083320909059407	0.4047257672157327
YBL078C	0.3405978245306033	-0.23554712541358314
YBL079W	0.09314526489051188	0.1889230638066911
YBL080C	3.3182325120895526	0.832670394366236
YBL081W	-0.0800884681915956	-0.08800638758897611
YBL082C	-0.025568989961496882	-0.047470745860995894
YBL083C	0.6120688684340829	0.4903745047455951
YBL085W	0.09693596229093757	-0.028804903852332902
YBL086C	0.8166046487492887	0.6485555371465966
YBL087C	0.04988951007168452	0.19115921418448226
YBL088C	0.4977776332984706	0.18165337401227238
YBL089W	0.7586079851978083	-0.20273764997587168
YBL090W	2.69107448593212	0.9444069626592542
YBL091C	-0.2228764274116645	-0.5394092652485978
YBL091C-A	-0.032486918321476925	-0.08732619857124442
YBL093C	-2.1924464587198993	-3.0895028788804453
YBL094C	-0.32225051654345604	0.09926496933963419
YBL095W	0.10938853911757206	0.20191370557596555
YBL096C	0.20496895447088181	-0.07680225971247669
YBL098W	-0.3947150000801466	-0.48357210160547387
YBL099W	0.8220420693807692	-0.5270347659662613
YBL100C	2.6197240836279536	1.2232346487336947
YBL101C	0.9967979221794572	0.9390176341904212
YBL102W	0.7758065013486156	0.6342828631410425
YBL103C	1.1496320471245651	1.1537278001560796
YBL104C	-0.8360601498687176	-1.772812154669218
YBL106C	-0.8801351558453101	-0.7110168107079572
YBL107C	-0.3527296593459371	-1.192098415083106
YBR001C	-0.24973431204924176	-0.7418438967562362
YBR003W	0.5723163496815538	0.7463465637280703
YBR005W	0.19562483435247777	-0.2115381246570909
YBR006W	0.9138812362811333	0.9419184337307521
YBR007C	-0.038791910681573755	0.11232460545465399
YBR008C	1.4952077865746454	1.238215561968076
YBR009C	0.3893026080999043	0.757249044989741
YBR010W	0.15806754364274206	-0.3305468896931927
YBR011C	-2.716418870199779	-3.565146444017099
YBR012C	0.31544124799511297	-0.16552169138752032
YBR013C	0.661282316905475	0.5957371161495929
YBR014C	-0.599757230527783	-0.3954296503398408
YBR015C	-0.9657259774276269	-1.263488944248905
YBR016W	-0.36061401256557396	-0.4211295711310458
YBR018C	-1.4608662058755544	-2.179919750572586
YBR019C	-4.155484777186454	-7.640016521839328
YBR020W	0.291606198647637	0.5234577093578471
YBR021W	-0.6222231732923083	-0.6037641811889843
YBR022W	-0.5196424175386377	-0.7086125811640883
YBR023C	0.4445024433420787	0.3124903720145762
YBR024W	1.0282900629450127	0.670696323431136
YBR025C	0.6031537442444898	0.5441105027787163
YBR026C	-2.2118874287176	-3.997178903366178
YBR027C	-0.40965512616585603	-0.39446439828983526
YBR028C	-0.2425103720361229	-0.3108736010184892
YBR030W	-0.25680820604819343	-0.21100353230043165
YBR031W	0.14520432417413343	0.32260704902859466
YBR032W	-0.859000088190847	-0.6400207555589034
YBR033W	0.2121760998103948	0.3586635283985474
YBR034C	-1.1884304828644718	-1.7700999952930692
YBR035C	-3.345217747516688	-5.197342724148648
YBR036C	0.09022555212556699	0.058172254547164
YBR037C	3.871901424014334	1.8888176304097966
YBR040W	-0.08074127929734227	0.2180985072880859
YBR041W	0.37640502851620194	0.3346001691419377
YBR042C		
YBR043C	0.3079627810017249	-0.18128659693951144
YBR044C	-0.4701830243737596	-1.1561375398266178
YBR045C	-0.19154560900749462	-0.6308838831111969
YBR046C	0.046719904497140044	0.034878318955744496
YBR047W	0.12554682401983452	0.31989656244522635
YBR048W	0.26482139870177573	0.13717976611800717
YBR050C	0.4015000931203047	0.13513297836423796
YBR051W	-0.017879151566171966	0.11168435733747459
YBR052C	0.13514074992181757	0.13669320014127168
YBR053C	0.7317682817637804	0.4710425614446951
YBR054W	0.6427914258214141	0.48297137996609923
YBR056W	0.8701381618875609	0.45447673225684937
YBR057C	-0.02818772852195438	-0.5575497474204516
YBR058C	-0.0016865982503262958	-0.1727743130033365
YBR059C	-0.02096121331327595	0.13454874369617875
YBR061C	-1.9886002138954009	-3.0029681827827606
YBR062C	0.1972676367379222	-0.2673298836332172
YBR063C	0.20458445621996574	-0.0032325475875205458
YBR064W	0.3841864862990217	0.015091194434898019
YBR065C	-0.3397401045608713	-0.09607376904715713
YBR066C	-0.03820783744234753	0.00931875147206109
YBR067C	0.40428497441627076	0.1837305096071488
YBR068C	-1.1831933462254751	-1.1902766967879859
YBR069C	-1.4693332700684416	-2.434451176043145
YBR071W	-0.33861612438879085	-0.5385087350711181
YBR072W	-0.17962974166305534	-0.4232577492848424
YBR073W	-0.051346911612372224	-0.2420077962050742
YBR074W	-0.20594172470835304	-0.08118880705667512
YBR076W	0.458209164525626	0.39947201515128944
YBR077C	-2.8954377394643624	-4.549684398905906
YBR078W	0.1838046635457529	0.6280072009225293
YBR081C	0.41337779713583966	-0.2863498371289279
YBR082C	0.509898419604606	0.4413327051007787
YBR083W	0.768792183844029	0.9536871870164173
YBR084C-A	0.14433031092397336	0.2049833248766312
YBR084W	1.4145611137610448	0.546737485894453
YBR085W	-0.406803757326091	-0.7138219736623788
YBR089C-A	0.14348173792782878	-0.3851118654154201
YBR090C	0.8096572620585493	0.6446233212137725
YBR092C	-0.16675040338332814	-0.3877569163437363
YBR093C	0.5226867761835248	-0.025908564430786738
YBR094W	0.5368991704708779	0.32199577763448217
YBR095C	0.16856084281320424	-0.3220129610894192
YBR097W	-0.20810688161765106	-0.2297990030659786
YBR098W	1.076442255514306	0.5738801920291144
YBR099C	0.8888014668839417	0.6638134659622957
YBR101C	-0.6131237190101388	-0.5677298290066259
YBR103W	-0.5926222122075591	-1.2878357437211663
YBR104W	-0.5358524856752223	-0.45062836194122813
YBR105C	0.3060921246097702	-0.15602940090245773
YBR106W	-2.5550691449490275	-3.9316003084720426
YBR107C	0.46232222069435086	-0.06597200324180262
YBR108W	0.566880849190033	0.32881383067321446
YBR111C	-0.4514992439176697	-0.47039850305668
YBR112C		
YBR113W	0.38982679338551046	0.3375032718723754
YBR114W	0.4022086504820175	0.314686655900166
YBR115C	-0.1628700420762583	-0.2529976617679768
YBR116C	-0.24317401143834702	-0.3671672744351245
