orf	hom | transposable element transposition (Ty1) | standard [standard] | Griffith JL~Devine SE, 2003
YAL068C	0.06750721617832446
YAL067C	0.06750721617832446
YAL066W	0.06750721617832446
YAL065C	0.06750721617832446
YAL062W	0.06750721617832446
YAL061W	0.06750721617832446
YAL060W	0.06750721617832446
YAL059W	0.06750721617832446
YAL058W	0.06750721617832446
YAL056W	0.06750721617832446
YAL055W	0.06750721617832446
YAL053W	0.06750721617832446
YAL051W	0.06750721617832446
YAL049C	0.06750721617832446
YAL048C	0.06750721617832446
YAL046C	0.06750721617832446
YAL045C	0.06750721617832446
YGR122W	0.06750721617832446
YAL042W	0.06750721617832446
YAL042C-A	0.06750721617832446
YAL040C	0.06750721617832446
YAL037W	0.06750721617832446
YAL036C	0.06750721617832446
YAL035W	0.06750721617832446
YAL034C	0.06750721617832446
YAL031C	0.06750721617832446
YAL030W	0.06750721617832446
YAL029C	0.06750721617832446
YAL028W	0.06750721617832446
YAL027W	0.06750721617832446
YAL026C	0.06750721617832446
YAL023C	0.06750721617832446
YAL022C	0.06750721617832446
YAL021C	0.06750721617832446
YAL020C	0.06750721617832446
YAL019W	0.06750721617832446
YAL018C	0.06750721617832446
YAL017W	0.06750721617832446
YAL015C	0.06750721617832446
YAL014C	0.06750721617832446
YAL013W	-6.615707185475827
YAL011W	0.06750721617832446
YGR121C	0.06750721617832446
YAL009W	0.06750721617832446
YAL008W	0.06750721617832446
YAL007C	0.06750721617832446
YAL004W	0.06750721617832446
YAL005C	0.06750721617832446
YAL002W	0.06750721617832446
YAR002W	0.06750721617832446
YAR003W	0.06750721617832446
YAR014C	0.06750721617832446
YAR015W	0.06750721617832446
YAR018C	0.06750721617832446
YAR020C	0.06750721617832446
YAR023C	0.06750721617832446
YAR027W	0.06750721617832446
YAR028W	0.06750721617832446
YAR029W	0.06750721617832446
YAR031W	0.06750721617832446
YAR030C	0.06750721617832446
YAR035W	0.06750721617832446
YAR042W	0.06750721617832446
YAR047C	0.06750721617832446
YLL001W	0.06750721617832446
YLL002W	0.06750721617832446
YLL005C	0.06750721617832446
YLL010C	0.06750721617832446
YLL012W	0.06750721617832446
YLL013C	0.06750721617832446
YLL014W	0.06750721617832446
YLL015W	0.06750721617832446
YLL019C	0.06750721617832446
YLL020C	0.06750721617832446
YLL021W	0.06750721617832446
YLL023C	0.06750721617832446
YLL024C	0.06750721617832446
YLL025W	0.06750721617832446
YLL026W	0.06750721617832446
YLL028W	0.06750721617832446
YLL029W	0.06750721617832446
YLL032C	0.06750721617832446
YLL038C	0.06750721617832446
YLL039C	0.06750721617832446
YLL040C	0.06750721617832446
YLL041C	0.06750721617832446
YLL042C	0.06750721617832446
YLL043W	0.06750721617832446
YLL045C	0.06750721617832446
YLL046C	0.06750721617832446
YLL047W	0.06750721617832446
YLL051C	0.06750721617832446
YLL052C	0.06750721617832446
YLL053C	0.06750721617832446
YLL054C	0.06750721617832446
YLL055W	0.06750721617832446
YLL056C	0.06750721617832446
YLL057C	0.06750721617832446
YLL058W	0.06750721617832446
YLL060C	0.06750721617832446
YLL061W	0.06750721617832446
YLL062C	0.06750721617832446
YLL063C	0.06750721617832446
YLR001C	0.06750721617832446
YLR003C	0.06750721617832446
YLR004C	0.06750721617832446
YLR006C	0.06750721617832446
YLR011W	0.06750721617832446
YLR012C	0.06750721617832446
YLR013W	0.06750721617832446
YLR014C	0.06750721617832446
YLR015W	0.06750721617832446
YLR016C	0.06750721617832446
YLR017W	0.06750721617832446
YLR018C	0.06750721617832446
YLR019W	0.06750721617832446
YLR020C	0.06750721617832446
YLR021W	0.06750721617832446
YLR023C	0.06750721617832446
YLR024C	0.06750721617832446
YLR025W	0.06750721617832446
YLR028C	0.06750721617832446
YLR042C	0.06750721617832446
YLR043C	0.06750721617832446
YLR044C	0.06750721617832446
YLR046C	0.06750721617832446
YLR047C	0.06750721617832446
YLR048W	0.06750721617832446
YLR049C	0.06750721617832446
YLR053C	0.06750721617832446
YLR054C	0.06750721617832446
YLR055C	0.06750721617832446
YLR056W	0.06750721617832446
YLR057W	0.06750721617832446
YLR058C	0.06750721617832446
YLR059C	0.06750721617832446
YLR061W	0.06750721617832446
YLR062C	0.06750721617832446
YLR063W	0.06750721617832446
YLR064W	0.06750721617832446
YLR065C	0.06750721617832446
YLR068W	0.06750721617832446
YLR070C	0.06750721617832446
YLR072W	0.06750721617832446
YLR073C	0.06750721617832446
YLR074C	0.06750721617832446
YLR077W	0.06750721617832446
YLR079W	0.06750721617832446
YLR080W	0.06750721617832446
YLR081W	0.06750721617832446
YLR082C	0.06750721617832446
YLR083C	0.06750721617832446
YLR084C	0.06750721617832446
YLR085C	0.06750721617832446
YLR087C	0.06750721617832446
YLR089C	0.06750721617832446
YLR090W	0.06750721617832446
YLR092W	0.06750721617832446
YLR093C	0.06750721617832446
YLR094C	0.06750721617832446
YLR095C	0.06750721617832446
YLR096W	0.06750721617832446
YLR097C	0.06750721617832446
YLR098C	0.06750721617832446
YLR099C	0.06750721617832446
YLR102C	0.06750721617832446
YLR104W	0.06750721617832446
YLR107W	0.06750721617832446
YLR108C	0.06750721617832446
YLR109W	0.06750721617832446
YLR111W	0.06750721617832446
YLR112W	0.06750721617832446
YLR113W	0.06750721617832446
YLR114C	0.06750721617832446
YLR118C	0.06750721617832446
YLR119W	0.06750721617832446
YLR120C	0.06750721617832446
YLR121C	0.06750721617832446
YLR122C	0.06750721617832446
YLR123C	0.06750721617832446
YLR124W	0.06750721617832446
YLR125W	0.06750721617832446
YML089C	0.06750721617832446
YML088W	0.06750721617832446
YML087C	0.06750721617832446
YML084W	0.06750721617832446
YML083C	0.06750721617832446
YML082W	0.06750721617832446
YML081W	0.06750721617832446
YML080W	0.06750721617832446
YML078W	0.06750721617832446
YML063W	0.06750721617832446
YML062C	-6.615707185475827
YML060W	0.06750721617832446
YML059C	0.06750721617832446
YML058W	0.06750721617832446
YML057W	0.06750721617832446
YML057C-A	0.06750721617832446
YML056C	0.06750721617832446
YML055W	0.06750721617832446
YML054C	0.06750721617832446
YML053C	0.06750721617832446
YML052W	0.06750721617832446
YML051W	0.06750721617832446
YML050W	0.06750721617832446
YML048W	0.06750721617832446
YML047W-A	0.06750721617832446
YML037C	0.06750721617832446
YML034W	0.06750721617832446
YML034C-A	0.06750721617832446
YML032C	-6.615707185475827
YML030W	0.06750721617832446
YML029W	0.06750721617832446
YML028W	0.06750721617832446
YML026C	0.06750721617832446
YML024W	0.06750721617832446
YML020W	0.06750721617832446
YML019W	0.06750721617832446
YML018C	0.06750721617832446
YML017W	0.06750721617832446
YML016C	0.06750721617832446
YML014W	0.06750721617832446
YML013W	0.06750721617832446
YML012C-A	0.06750721617832446
YML012W	0.06750721617832446
YML011C	0.06750721617832446
YML009W-B	0.06750721617832446
YML009C	0.06750721617832446
YML008C	0.06750721617832446
YML007W	0.06750721617832446
YML006C	0.06750721617832446
YML005W	0.06750721617832446
YML004C	0.06750721617832446
YML003W	0.06750721617832446
YML002W	0.06750721617832446
YML001W	0.06750721617832446
YMR002W	0.06750721617832446
YMR003W	0.06750721617832446
YMR006C	0.06750721617832446
YMR007W	0.06750721617832446
YMR008C	0.06750721617832446
YMR009W	0.06750721617832446
YMR010W	0.06750721617832446
YMR011W	0.06750721617832446
YMR012W	0.06750721617832446
YMR015C	0.06750721617832446
YMR016C	0.06750721617832446
YMR017W	0.06750721617832446
YMR018W	0.06750721617832446
YMR019W	0.06750721617832446
