orf	hap a | biofilm formation | standard | YPD | Vandenbosch D~Coenye T, 2013	hap a | biofilm formation | miconazole [1 mg/ml] | YPD | Vandenbosch D~Coenye T, 2013
YNL212W	1.13	1.18
YNL213C	1.23	0.74
YNL214W	0.96	0.84
YNL215W	0.92	1.22
YNL217W	0.82	1.38
YNL218W	0.79	1.18
YNL219C	0.89	1.25
YNL220W	0.96	0.96
YNL223W	0.9	1.01
YNL224C	0.97	1.52
YNL225C	0.91	1.22
YNL226W	0.99	1.18
YNL227C	1.02	0.94
YNL228W	0.96	0.99
YNL229C	0.7	1.2
YNL230C	0.88	1.09
YNL231C	0.9	1.15
YNL233W	1.01	1.22
YNL234W	0.86	1.38
YNL235C	0.97	1.28
YNL236W	1.09	1.01
YNL237W	1.08	0.86
YNL238W	0.95	1.27
YNL239W	1.14	1.21
YNL241C	1.06	1.01
YNL242W	0.99	1.27
YNL246W	0.91	1.21
YNL248C	0.98	0.73
YNL249C	1.23	0.89
YNL250W	0.86	0.91
YNL252C	0.69	1.47
YNL253W	1.49	0.89
YNL254C	0.96	1.22
YNL255C	1.03	1.03
YNL257C	1.11	1.22
YNL259C	0.8	0.98
YNL264C	0.91	0.87
YNL265C	0.89	1.15
YNL266W	1.04	1.27
YNL268W	0.88	1.12
YNL269W	0.9	1.28
YNL270C	1.04	0.89
YNL271C	0.91	1.37
YNL273W	1.1	1.07
YNL274C	0.87	1.1
YNL275W	0.88	0.97
YNL276C	1.08	1.2
YNL277W	0.93	0.9
YNL277W-A	1.0	0.96
YNL278W	1.02	1.25
YNL279W	1.25	0.84
YNL280C	0.975	0.515
YNL281W	0.93	0.95
YNL283C	0.98	1.12
YNL284C	1.19	0.89
YNL285W	0.96	1.09
YNL286W	0.98	0.97
YNL288W	0.9	1.04
YNL289W	0.9	1.1
YNL291C	1.01	0.85
YNL292W	1.0	1.16
YNL293W	1.17	0.93
YNL294C	1.03	0.97
YNL295W	0.99	1.0
YNL296W	1.2	0.86
YNL297C	0.81	1.19
YNL298W	1.22	0.81
YNL299W	1.21	1.08
YNL300W	1.05	1.11
YNL301C	1.12	1.26
YNL302C	1.14	0.98
YNL303W	1.2	0.88
YNL304W	1.25	1.04
YNL305C	1.07	0.97
YNL307C	0.77	1.13
YNL309W	0.92	0.86
YNL311C	0.95	0.95
YNL314W	1.01	0.92
YNL315C	0.96	0.91
YNL316C	0.93	1.15
YNL318C	0.91	0.95
YNL319W	0.93	0.89
YNL320W	1.43	0.68
YNL321W	0.88	0.91
YNL322C	1.26	0.92
YNL323W	0.87	1.1
YNL324W	1.35	0.64
YNL325C	1.02	1.12
YNL326C	1.05	1.3
YNL327W	1.3	1.37
YNL328C	0.93	1.09
YNL329C	0.69	0.94
YNL330C	0.96	1.03
YNL332W	0.93	1.24
YNL333W	0.94	0.98
YNL334C	0.95	1.19
YNL335W	1.7	0.83
YNL336W	1.25	1.11
YNL338W	1.39	1.27
YNL339C	1.23	1.23
YNR001C	0.86	0.96
YNR002C	0.95	1.33
YNR004W	1.26	0.76
YNR005C	0.96	0.69
YNR006W	0.95	0.95
YNR007C	1.16	0.69
YNR008W	1.06	0.95
YNR009W	1.11	1.25
YNR010W	1.19	1.2
YNR012W	1.08	1.14
YNR013C	0.78	0.71
YNR014W	1.19	0.91
YNR015W	0.89	0.89
YNR018W	1.27	0.71
YNR019W	1.39	0.88
YNR020C	0.95	1.07
YNR021W	1.11	0.85
YNR022C	1.1	1.06
YNR024W	0.86	1.07
YNR025C	1.04	1.13
YNR027W	1.02	0.95
YNR028W	1.08	0.94
YNR029C	1.15	0.93
YNR030W	1.12	1.26
YNR031C	1.17	1.1
YNR032C-A	1.11	0.93
YNR032W	1.15	0.97
YNR033W	1.11	1.12
YNR034W	1.01	1.15
YNR036C	0.78	0.92
YNR037C	0.69	1.1
YNR039C	1.13	0.58
YNR040W	1.02	0.71
YNR041C	1.04	1.07
YNR042W	0.96	1.01
YNR045W	1.17	0.92
YNR047W	1.11	0.75
YNR048W	1.2	1.14
YNR049C	1.04	1.14
YNR050C	1.29	0.92
YNR051C	0.88	1.34
YNR052C	0.77	1.11
YNR055C	1.17	0.99
YNR056C	0.99	1.03
YNR057C	0.95	1.02
YNR058W	1.06	0.87
YNR059W	0.97	1.15
YNR060W	1.11	0.93
YNR061C	1.07	1.15
YNR062C	1.06	0.99
YNR063W	1.0	1.05
YNR064C	0.99	0.89
YNR065C	1.08	0.89
YNR066C	1.09	0.98
YNR067C	1.24	1.06
YNR068C	1.0	1.01
YNR069C	1.15	0.91
YNR070W	0.95	0.94
YNR071C	1.19	0.9
YNR072W	0.99	0.97
YNR073C	1.11	0.93
YNR074C	1.19	0.89
YNR075W	1.16	0.87
YOL001W	1.22	1.33
YOL002C	0.82	0.68
YOL003C	0.8	0.8
YOL004W	1.16	0.65
YOL006C	1.12	1.14
YOL007C	1.09	0.95
YOL008W	1.03	1.01
YOL009C	0.83	1.1
YOL011W	0.93	0.89
YOL012C	1.15	1.01
YOL013C	0.99	0.93
YOL013W-A	1.13	0.97
YOL014W	0.85	1.11
YOL015W	1.01	1.12
YOL016C	0.92	1.27
YOL017W	1.07	0.99
YOL018C	0.79	0.85
YOL019W	1.31	1.3
YOL019W-A	1.05	1.47
YOL020W	0.93	1.04
YOL023W	0.8	1.32
YOL024W	1.12	0.98
YOL025W	1.12	0.89
YOL027C	1.07	1.04
YOL028C	1.02	0.92
YOL029C	0.8	1.27
YOL030W	1.18	1.11
YOL031C	0.93	1.0
YOL032W	0.88	1.01
YOL033W	0.75	1.12
YOL035C	0.72	1.01
YOL036W	0.99	1.45
YOL037C	0.97	1.01
YOL038C-A	0.94	1.0
YOL039W	0.82	1.11
YOL041C	1.08	1.35
YOL042W	0.82	1.21
YOL043C	1.05	1.36
YOL044W	0.9	1.04
YOL045W	1.03	1.06
YOL046C	1.1	1.11
YOL047C	0.94	1.47
YOL048C	1.11	1.17
YOL049W	0.92	1.07
YOL050C	0.72	1.0
YOL051W	1.01	1.21
YOL052C	0.93	1.28
YOL052C-A	1.15	1.06
YOL053W	1.11	1.21
YOL054W	0.97	1.06
YOL055C	1.14	1.33
YOL056W	1.1	1.12
YOL057W	1.01	0.96
YOL058W	0.85	1.03
YOL059W	0.89	1.08
YOL060C	0.89	0.88
YOL061W	0.9	0.88
YOL062C	0.92	1.0
YOL063C	1.06	0.78
YOL064C	1.12	0.79
YOL065C	0.96	1.09
YOL067C	0.87	1.04
YOL068C	1.26	1.03
YOL070C	1.1	1.07
YOL071W	1.09	0.91
YOL072W	0.83	1.21
YOL073C	0.99	1.08
YOL075C	1.07	1.03
YOL076W	1.05	0.88
YOL077W-A	0.96	0.92
YOL079W	1.31	1.19
YOL080C	0.97	1.04
YOL081W	1.13	0.93
YOL082W	1.02	0.94
YOL083W	0.88	0.91
YOL084W	1.22	0.96
YOL085C	1.01	1.29
YOL086C		
YOL086W-A	0.86	1.22
YOL087C	1.14	0.99
YOL088C	1.26	1.07
YOL089C	1.05	1.02
YOL090W	1.06	0.94
YOL091W	0.99	1.06
YOL092W	0.94	1.04
YOL093W	1.08	1.0
YOL095C	1.1	0.97
YOL096C	0.95	1.24
YOL097W-A	1.02	1.17
YOL098C	1.03	0.96
YOL099C	0.98	1.5
YOL100W	0.97	1.05
YOL101C	0.99	1.03
YOL103W	0.94	1.27
YOL104C	1.01	1.16
YOL105C	1.07	1.09
YOL106W	1.22	1.39
YOL107W	0.94	1.0
YOL108C	0.91	1.1
YOL109W	0.89	0.86
YOL110W	0.94	0.89
YOL111C	0.97	0.77
YOL112W	1.03	0.97
YOL113W	1.03	1.1
YOL114C	1.18	0.94
YOL115W	0.91	0.99
YOL116W	0.96	1.06
YOL117W	0.91	1.16
YOL118C	0.89	1.17
YOL119C	0.9	1.32
YOL121C	1.09	1.08
YOL122C	0.98	1.07
YOL124C	0.99	1.09
YOL125W	1.17	0.96
YOL126C	0.99	1.06
YOL128C	1.05	0.95
YOL129W	1.0	1.07
YOL131W	1.03	1.03
YOL132W	1.14	1.02
YOL136C	1.09	1.03
YOL137W	0.96	1.16
YOL138C	0.95	1.09
YOL140W	0.78	1.28
YOL141W	0.97	0.98
YOL143C	0.86	1.2
YOL145C	0.88	1.19
YOL147C	1.2	1.03
YOL148C	0.98	0.4
YOL150C	0.93	1.04
YOL151W	0.93	0.99
YOL152W	0.91	1.19
YOL153C	1.21	0.9
YOL154W	1.27	1.03
YOL155C	1.1	1.27
YOL158C	0.97	1.02
YOL159C	1.01	1.29
YOL159C-A	1.15	1.36
YOL160W	1.0	0.86
YOL162W	0.93	0.96
YOL163W	0.89	1.1
YOL164W	1.15	0.99
YOL164W-A	0.92	1.24
YOR001W	1.14	0.86
YOR002W	0.87	0.98
YOR003W	0.9	1.31
YOR005C	1.1	1.07
YOR006C	1.15	0.94
YOR007C	0.9	0.91
YOR008C	0.96	1.19
YOR008C-A	1.06	0.89
YOR009W	1.33	1.22
YOR010C	1.18	1.15
YOR011W	1.13	0.9
YOR012W	0.98	0.98
YOR013W	1.14	1.0
YOR014W	1.0	0.89
YOR015W	1.15	1.03
YOR016C	1.03	0.93
YOR017W	1.2	0.98
YOR018W	1.05	1.15
YOR019W	1.0	1.2
YOR020W-A	0.97	1.03
YOR021C	0.83	1.28
YOR022C	0.94	1.29
YOR023C	1.03	1.13
YOR024W	0.9	0.96
YOR025W	0.84	1.07
YOR026W	0.91	0.93
YOR027W	0.92	0.87
YOR028C	0.94	1.02
YOR029W	1.07	0.89
YOR030W	1.26	1.04
YOR031W	0.77	0.99
YOR032C	0.76	1.0
YOR033C	0.84	1.03
YOR034C	0.96	0.75
YOR034C-A	0.84	1.12
YOR035C	1.2	0.76
YOR036W	1.07	0.84
YOR037W	1.0	1.22
YOR038C	0.93	0.94
YOR039W	0.92	1.06
YOR040W	0.89	0.83
YOR041C	1.16	1.21
YOR042W	0.95	1.25
YOR043W	0.79	0.47
YOR044W	0.83	0.89
YOR045W	0.89	0.95
YOR047C	0.79	0.92
YOR049C	0.9	1.14
YOR050C	1.04	0.98
YOR051C	0.95	1.08
YOR052C	0.81	1.16
YOR053W	0.99	1.07
YOR054C	1.15	0.84
YOR055W	1.07	1.09
YOR058C	0.9	1.06
YOR059C	1.02	1.15
YOR061W	0.92	0.79
YOR062C	1.04	1.03
YOR064C	0.86	0.87
YOR065W	0.92	1.24
YOR066W	1.21	0.82
YOR067C	0.84	0.8
YOR068C	0.91	1.2
YOR069W	1.04	0.95
YOR070C	0.94	0.97
YOR071C	1.22	1.13
YOR072W	0.96	1.11
YOR073W	1.01	1.02
YOR076C	1.02	1.17
YOR078W	0.89	1.13
YOR079C	1.08	1.04
YOR080W	0.88	0.97
YOR081C	0.99	1.01
YOR082C	0.91	1.06
YOR083W	1.29	0.87
YOR084W	1.02	1.05
YOR085W	1.04	1.01
YOR086C	0.84	1.32
YOR087W	0.97	0.95
YOR089C	0.95	0.93
YOR090C	0.99	1.2
YOR091W	0.86	0.99
YOR092W	1.0	1.25
YOR093C	0.93	1.22
YOR094W	0.96	1.24
YOR096W	0.8	1.08
YOR097C	1.1	1.16
YOR099W	1.18	1.07
YOR100C	0.88	1.06
YOR101W	0.88	0.98
YOR104W	1.1	1.26
YOR105W	0.98	0.98
YOR106W	1.18	1.16
YOR107W	1.08	0.89
YOR108W	0.89	1.14
YOR109W	0.96	0.75
YOR111W	0.8	1.15
YOR112W	1.11	0.81
YOR113W	1.12	0.9
YOR114W	0.95	1.05
YOR115C	0.88	1.28
YOR118W	0.95	1.19
YOR120W	0.95	0.89
YOR121C	1.12	0.98
YOR123C	0.93	1.22
YOR124C	0.78	1.23
YOR125C	0.95	1.1
YOR126C	0.92	1.3
YOR127W	0.77	1.12
YOR128C	1.2	1.09
YOR129C	1.1	1.17
YOR130C	0.91	0.96
YOR131C	0.96	1.04
YOR132W	0.93	1.1
YOR133W	0.92	1.12
YOR134W	0.97	1.11
YOR135C	0.91	0.99
YOR136W	1.11	0.85
YOR137C	0.87	1.03
YOR138C	1.06	0.92
YOR139C	0.95	1.2
YOR140W	0.85	0.94
YOR141C	1.03	0.86
YOR142W	0.75	1.2
YOR144C	1.15	1.23
YOR147W	1.04	0.9
YOR150W	1.25	0.88
YOR152C	1.22	0.78
YOR153W	0.94	1.02
YOR154W	1.09	0.8
YOR155C	1.12	0.84
YOR156C	0.9	1.15
YOR158W	1.02	0.99
YOR161C	1.14	1.0
YOR161C-C	0.84	1.1
YOR162C	1.19	0.99
YOR163W	0.84	1.17
YOR164C	0.95	1.02
YOR165W	0.95	0.83
YOR166C	0.86	1.18
YOR167C	0.76	1.15
YOR170W	1.07	1.08
YOR171C	1.19	0.75
YOR172W	0.89	0.85
YOR173W	0.91	0.85
YOR175C	0.85	1.1
YOR177C	0.93	1.07
YOR178C	0.93	0.88
YOR179C	1.06	1.0
YOR180C	1.13	0.98
YOR182C	1.28	0.85
YOR183W	0.85	1.23
YOR184W	1.14	0.88
YOR185C	1.05	1.29
YOR186W	0.92	0.94
YOR187W	0.82	1.16
YOR188W	1.21	1.02
YOR189W	0.93	0.85
YOR190W	0.92	1.38
YOR191W	1.24	0.9
YOR192C	1.06	1.03
YOR193W	0.99	1.02
YOR195W	1.04	1.31
YOR196C	0.57	1.6
YOR197W	0.86	1.31
YOR198C	0.9	0.89
YOR199W	0.75	1.2
YOR200W	0.77	0.93
YOR201C	1.11	1.1
YOR202W	0.99	1.02
YOR205C	0.82	1.14
YOR208W	0.73	1.27
YOR209C	0.64	1.17
YOR211C	1.03	0.88
YOR212W	0.93	0.72
YOR213C	0.93	0.91
YOR214C	1.05	1.28
YOR215C	0.95	1.19
YOR216C	1.06	0.8
YOR219C	0.92	1.26
YOR220W	1.21	0.98
YOR221C	0.99	0.97
YOR222W	1.06	1.06
YOR223W	1.11	0.88
YOR225W	0.93	1.2
YOR226C	0.64	1.29
YOR227W	0.87	1.3
YOR228C	0.79	1.06
YOR229W	0.92	1.53
YOR230W	0.87	1.26
YOR231W	0.96	1.07
YOR233W	0.84	1.36
YOR234C	0.97	1.06
YOR235W	1.1	0.8
YOR237W	1.04	1.0
YOR238W	1.04	1.23
YOR239W	1.17	1.1
YOR241W	0.89	1.4
YOR242C	0.96	1.01
YOR243C	1.18	1.28
YOR245C	0.95	1.07
YOR246C	0.9	1.42
YOR247W	1.15	1.13
YOR248W	0.79	1.28
YOR251C	0.82	1.07
YOR252W	0.89	1.32
YOR253W	0.9	1.04
YOR255W	0.96	1.27
YOR258W	0.88	0.75
YOR263C	0.98	1.38
YOR264W	0.9	1.3
YOR265W	0.91	1.08
YOR266W	1.18	1.18
YOR267C	1.02	1.03
YOR268C	0.94	0.96
YOR269W	0.79	1.06
YOR270C	0.93	1.53
YOR271C	1.02	1.28
YOR273C	0.9	1.29
YOR274W	1.11	1.22
YOR275C	1.14	1.13
YOR276W	0.88	0.86
YOR277C	0.98	0.96
YOR279C	0.94	0.95
YOR280C	0.99	1.21
YOR283W	0.87	1.18
YOR284W	0.99	1.26
YOR285W	0.91	1.16
YOR286W	0.96	1.46
YOR288C	0.88	1.29
YOR289W	0.95	1.1
YOR290C	1.11	1.35
YOR291W	0.86	1.15
YOR292C	1.26	0.96
YOR293C-A	0.99	1.32
YOR293W	1.04	0.49
YOR295W	0.98	1.33
YOR296W	0.89	0.99
YOR297C	0.97	1.34
YOR298C-A	1.09	0.94
YOR298W	0.94	0.97
YOR299W	1.04	1.17
YOR300W	0.89	1.1
YOR301W	1.12	0.91
YOR302W	1.24	0.9
YOR303W	1.3	0.74
YOR304C-A	1.52	0.81
YOR304W	0.99	1.04
YOR305W	0.66	1.25
YOR306C	1.12	1.05
YOR307C	1.24	1.04
YOR308C	1.11	0.8
YOR309C	0.97	1.02
YOR311C	1.09	1.31
YOR312C	1.02	1.21
YOR313C	0.97	1.17
YOR314W	1.32	0.61
YOR315W	0.95	0.95
YOR316C	1.04	1.23
YOR316C-A	0.94	1.01
YOR317W	0.93	1.08
YOR318C	1.34	0.84
YOR320C	0.91	1.12
YOR321W	1.14	1.12
YOR322C	0.95	1.22
YOR323C	1.21	1.08
YOR324C	0.95	1.01
YOR325W	1.14	0.98
YOR327C	1.19	1.01
YOR328W	0.85	0.83
YOR330C	1.06	1.01
YOR331C	0.91	1.04
YOR332W	1.11	1.11
YOR333C	0.92	1.08
YOR334W	1.08	0.98
YOR337W	1.08	0.82
YOR338W	1.14	0.99
YOR339C	0.98	0.98
YOR342C	1.02	0.99
YOR343C	0.93	1.1
YOR344C	1.09	1.17
YOR345C	0.95	1.25
YOR346W	1.07	1.06
YOR347C	0.89	0.94
YOR348C	1.06	0.96
YOR349W	1.0	1.03
YOR350C	0.94	1.22
YOR351C	1.03	1.19
YOR352W	0.86	1.06
YOR354C	1.22	1.06
YOR355W	1.13	1.19
YOR356W	1.13	1.01
YOR357C	1.05	0.91
YOR358W	0.72	1.28
YOR359W	1.14	1.29
YOR360C	0.62	1.1
YOR363C	1.22	0.87
YOR364W	1.09	1.0
YOR365C	1.06	1.07
YOR366W	1.28	1.03
YOR367W	1.13	1.06
YOR368W	1.03	0.86
YOR369C	1.23	0.88
YOR371C	1.12	0.62
YOR374W	1.01	1.25
YOR375C	1.19	0.86
YOR376W	1.22	0.91
YOR376W-A	1.06	1.08
YOR377W	1.14	0.88
YOR378W	1.19	1.16
YOR379C	1.29	1.06
YOR380W	0.9	1.0
YOR381W	1.1	1.1
YOR382W	1.24	1.2
YOR383C	1.34	1.12
YOR384W	1.19	1.07
YOR385W	1.17	1.03
YOR386W	1.27	1.11
YPL001W	0.95	1.09
YPL002C	1.11	0.52
YPL003W	1.17	1.0
YPL004C	0.93	1.14
YPL005W	0.73	1.07
YPL006W	0.92	1.12
YPL008W	1.18	0.89
YPL009C	0.98	1.01
YPL013C	0.73	1.6
YPL014W	0.95	1.24
YPL015C	1.06	0.94
YPL017C	0.96	0.93
YPL018W	1.06	0.96
YPL019C	1.03	0.96
YPL021W	1.03	1.03
YPL022W	0.86	0.77
YPL023C	1.1	1.23
YPL024W	1.09	1.11
YPL025C	1.12	1.34
YPL026C	1.12	1.19
YPL027W	1.11	1.2
YPL029W	0.6	1.88
YPL030W	0.96	1.33
YPL031C	0.46	1.78
YPL032C	0.95	1.1
YPL033C	1.04	1.14
YPL034W	0.88	0.77
YPL035C	0.95	1.35
YPL036W	0.78	0.86
YPL037C	1.11	0.96
YPL038W	1.0	1.18
YPL038W-A	1.15	1.06
YPL039W	1.12	1.04
YPL040C	1.21	1.17
YPL041C	1.21	0.99
YPL042C	0.94	1.36
YPL045W	0.62	0.3
YPL046C	1.1	1.21
YPL047W	1.31	0.87
YPL048W	1.05	1.01
YPL049C	1.22	1.05
YPL050C	1.13	0.88
YPL051W	1.08	0.89
YPL052W	1.14	1.0
YPL053C	1.09	0.97
YPL054W	1.12	1.07
YPL055C	0.97	0.9
YPL056C	1.02	1.07
YPL057C	0.82	1.36
YPL058C	0.96	0.81
YPL059W	1.08	1.0
YPL060W	1.08	1.04
YPL061W	1.18	0.91
YPL062W	1.2	0.85
YPL064C	1.18	0.83
YPL065W	0.89	0.81
YPL066W	0.95	1.21
YPL067C	1.1	1.14
YPL068C	1.06	1.14
YPL069C	0.91	1.06
YPL070W	1.22	1.07
YPL071C	1.12	1.11
YPL072W	1.09	0.97
YPL073C	1.16	0.95
YPL074W	1.15	0.89
YPL075W	1.13	0.51
YPL077C	1.11	0.83
YPL078C	0.79	1.23
YPL079W	0.84	1.12
YPL080C	1.15	1.03
YPL081W	1.05	1.07
YPL084W	0.62	1.24
YPL086C	1.05	0.78
YPL087W	0.75	1.14
YPL088W	0.84	0.96
YPL089C	0.88	0.92
YPL090C	0.91	0.79
YPL091W	1.02	1.14
YPL092W	1.15	0.8
YPL095C	0.91	0.81
YPL096C-A	0.79	1.18
YPL096W	0.97	1.21
YPL097W	1.33	1.09
YPL098C	1.07	1.01
YPL099C	0.9	1.22
YPL100W	1.13	0.91
YPL101W	0.92	1.09
YPL102C	1.05	0.91
YPL103C	1.2	1.07
YPL104W	1.0	1.04
YPL105C	0.94	0.98
YPL106C	1.14	1.34
YPL107W	0.86	1.18
YPL108W	0.95	1.02
YPL109C	1.19	1.1
YPL110C	1.12	0.89
YPL111W	0.87	1.26
YPL112C	1.05	0.99
YPL113C	1.12	1.2
YPL114W	1.02	0.91
YPL115C	1.03	1.2
YPL116W	1.11	1.11
YPL118W	0.92	0.79
YPL119C	1.1	1.33
YPL119C-A	0.89	1.06
YPL120W	1.09	0.77
YPL121C	1.23	0.95
YPL123C	0.94	0.78
YPL125W	1.01	0.95
YPL127C	0.92	0.8
YPL129W	1.28	0.92
YPL130W	1.22	1.13
YPL132W	0.67	1.62
YPL133C	1.08	1.05
YPL134C	1.03	1.18
YPL135W	1.06	0.82
YPL136W	1.18	1.08
YPL137C	0.89	1.04
YPL138C	0.88	0.87
YPL139C	0.91	0.93
YPL140C	1.04	0.83
YPL141C	0.93	1.03
YPL144W	0.57	0.82
YPL145C	0.88	0.87
YPL147W	1.0	0.97
YPL148C	0.6	1.56
YPL149W	0.86	1.07
YPL150W	0.91	1.22
YPL152W	1.05	0.99
YPL152W-A	1.01	1.21
YPL154C	0.9	1.33
YPL155C	0.82	1.04
YPL156C	0.93	1.09
YPL157W	0.86	1.06
YPL158C	0.88	1.31
YPL159C	0.86	1.2
YPL161C	0.96	0.95
YPL162C	1.19	0.89
YPL163C	0.95	1.24
YPL164C	0.82	1.21
YPL165C	0.94	0.98
YPL166W	0.91	1.01
YPL167C	1.13	1.05
YPL168W	1.17	0.89
YPL170W	0.98	1.26
YPL171C	0.95	1.05
YPL172C	1.03	1.13
YPL173W	0.7	1.22
YPL174C	0.81	1.22
YPL176C	1.05	0.83
YPL177C	0.97	1.12
YPL178W	1.13	0.98
YPL179W	0.99	1.01
YPL180W	1.11	0.99
YPL181W	1.04	0.91
YPL182C	0.93	0.82
YPL183C	1.03	0.96
YPL183W-A	0.77	1.21
YPL184C	0.94	1.1
YPL185W	0.93	0.95
YPL186C	1.12	1.01
YPL187W	1.02	1.04
YPL188W	1.1	0.78
YPL189C-A	1.07	1.11
YPL189W	1.08	1.09
YPL191C	1.04	1.04
YPL192C	1.22	0.91
YPL193W	0.96	1.06
YPL194W	1.06	1.13
YPL195W	1.18	1.01
YPL196W	1.08	1.13
YPL197C	1.07	0.76
YPL198W	1.03	0.86
YPL199C	1.28	0.91
YPL200W	1.31	1.13
YPL201C	0.91	0.97
YPL202C	0.94	1.08
YPL203W	0.86	0.91
YPL205C	1.43	0.99
YPL206C	1.37	0.85
YPL207W	1.09	1.01
YPL208W	1.3	1.02
YPL212C	0.94	1.19
YPL213W	1.1	0.6
YPL214C	1.08	1.12
YPL215W	0.79	1.46
YPL216W	0.98	1.19
YPL219W	1.16	1.23
YPL220W	0.93	1.18
YPL221W	1.04	1.05
YPL222W	1.06	1.19
YPL223C	1.03	0.9
YPL224C	0.95	1.09
YPL225W	1.02	1.11
YPL226W	0.93	1.27
YPL227C	1.23	0.74
YPL229W	1.04	1.04
YPL230W	0.99	1.13
YPL232W	1.19	1.21
YPL234C	1.09	0.87
YPL236C	1.27	0.9
YPL239W	0.93	1.1
YPL240C	0.99	1.06
YPL241C	1.24	0.81
YPL244C	1.29	1.01
YPL245W	1.32	0.95
YPL246C	1.03	1.04
YPL247C	1.16	0.88
YPL248C	1.06	1.15
YPL249C	1.13	1.01
YPL249C-A	0.85	1.34
YPL250C	1.17	1.13
YPL253C	1.03	1.15
YPL254W	1.13	0.81
YPL256C	1.04	1.07
YPL257W	0.93	0.99
YPL258C	0.94	1.04
YPL259C	0.97	0.88
YPL260W	1.07	1.05
YPL261C	1.26	1.09
YPL262W	0.94	1.05
YPL263C	0.91	1.19
YPL264C	0.82	1.13
YPL265W	0.89	1.17
YPL267W	0.9	1.03
YPL268W	1.14	1.06
YPL269W	1.03	1.11
YPL270W	1.03	1.23
YPL271W	0.69	1.54
YPL272C	0.91	1.04
YPL273W	0.87	1.25
YPL274W	0.89	1.19
YPL277C	0.86	0.76
YPR001W	1.04	1.01
YPR002W	1.07	1.15
YPR003C	1.01	1.11
YPR004C	1.16	1.06
YPR005C	0.99	1.34
YPR006C	0.92	1.14
YPR007C	1.2	0.99
YPR008W	1.19	0.83
YPR009W	1.19	0.85
YPR011C	0.97	0.98
YPR012W	1.21	0.84
YPR013C	1.14	0.93
YPR014C	0.95	1.14
YPR015C	1.11	1.13
YPR017C	1.07	1.05
YPR018W	0.95	0.96
YPR020W	0.87	1.12
YPR021C	0.92	1.04
YPR022C	1.14	0.84
YPR023C	1.42	0.66
YPR024W	0.77	1.24
YPR026W	1.06	0.89
YPR027C	1.26	0.94
YPR028W	1.16	0.87
YPR029C	1.09	0.81
YPR030W	1.12	0.79
YPR031W	1.08	0.87
YPR032W	0.95	1.28
YPR036W	0.92	2.11
YPR037C	1.26	0.87
YPR038W	1.42	0.86
YPR039W	1.21	0.85
YPR040W	1.22	1.14
YPR042C	1.09	1.22
YPR043W	0.84	1.09
YPR044C	1.07	1.03
YPR045C	1.06	0.71
YPR046W	0.99	1.21
YPR047W	0.99	1.13
YPR049C	0.71	0.45
YPR050C	0.81	1.35
YPR051W	1.13	0.89
YPR052C	1.09	0.8
YPR053C	1.12	1.11
YPR054W	1.15	1.15
YPR057W	0.73	1.01
YPR058W	1.12	1.01
YPR059C	0.93	1.12
YPR060C	1.29	1.05
YPR061C	1.26	0.94
YPR062W	1.01	1.05
YPR063C	1.06	1.0
YPR064W	0.99	1.05
YPR065W	1.07	1.39
YPR066W	1.04	1.0
YPR067W	0.72	1.46
YPR068C	1.21	0.83
YPR069C	1.0	0.98
YPR070W	1.22	1.04
YPR071W	1.1	0.95
YPR072W	1.04	0.9
YPR073C	1.05	1.01
YPR074C	1.01	0.98
YPR075C	1.11	1.05
YPR076W	1.05	0.94
YPR077C	1.0	0.87
YPR078C	0.9	1.12
YPR079W	1.0	0.78
YPR083W	0.85	1.02
YPR084W	0.97	1.02
YPR087W	1.12	0.37
YPR089W	0.995	0.98
YPR091C	1.16	1.09
YPR092W	1.03	1.01
YPR093C	1.1	0.97
YPR095C	0.96	1.19
YPR096C	1.01	1.14
YPR097W	1.11	1.14
YPR098C	0.87	0.85
YPR099C	0.64	3.54
YPR100W	1.06	0.91
YPR101W	0.86	0.83
YPR106W	0.87	1.19
YPR108W-A	1.13	1.06
YPR109W	1.02	0.9
YPR111W	0.91	0.87
YPR114W	0.97	1.32
YPR115W	1.0	1.59
YPR116W	1.16	0.86
YPR117W	1.08	0.88
YPR118W	1.14	1.08
YPR119W	1.22	0.48
YPR120C	1.23	0.95
YPR121W	0.92	1.31
YPR122W	0.87	1.15
YPR123C	1.21	0.95
YPR124W	0.77	0.73
YPR125W	0.89	1.16
YPR126C	1.1	0.79
YPR127W	1.22	0.79
YPR128C	1.05	1.33
YPR129W	1.03	1.38
YPR130C	1.04	1.12
YPR131C	0.74	1.04
YPR132W	0.95	1.01
YPR133W-A	0.8	1.28
YPR134W	0.95	0.98
YPR135W	1.17	1.2
YPR138C	0.98	1.21
YPR139C	1.11	0.7
YPR140W	0.76	0.99
YPR141C	1.03	1.02
YPR145W	0.88	1.07
YPR146C	0.92	1.42
YPR147C	0.85	0.98
YPR148C	0.94	1.07
YPR149W	0.85	1.06
YPR150W	1.09	1.04
YPR151C	1.0	1.52
YPR152C	1.07	0.87
YPR153W	0.85	0.95
YPR154W	0.81	0.81
YPR155C	1.22	1.01
YPR156C	1.14	0.9
YPR157W	0.97	1.07
YPR158W	1.33	0.82
YPR159C-A	1.01	0.9
YPR159W	1.15	0.93
YPR160W	1.1	1.12
YPR163C	1.17	1.04
YPR164W	1.22	0.94
YPR166C	1.04	1.02
YPR167C	0.98	0.97
