ORF	hom | growth (relative abundance in pooled culture) | hydroquinone [1 mM], time [5 generations] | North M~Vulpe CD, 2011	hom | growth (relative abundance in pooled culture) | hydroquinone [2 mM], time [5 generations] | North M~Vulpe CD, 2011	hom | growth (relative abundance in pooled culture) | hydroquinone [4 mM], time [5 generations] | North M~Vulpe CD, 2011	hom | growth (relative abundance in pooled culture) | hydroquinone [1 mM], time [15 generations] | North M~Vulpe CD, 2011	hom | growth (relative abundance in pooled culture) | hydroquinone [2 mM], time [15 generations] | North M~Vulpe CD, 2011	hom | growth (relative abundance in pooled culture) | hydroquinone [4 mM], time [15 generations] | North M~Vulpe CD, 2011	hom | growth (relative abundance in pooled culture) | catechol [0.55 mM], time [5 generations] | North M~Vulpe CD, 2011	hom | growth (relative abundance in pooled culture) | catechol [1.1 mM], time [5 generations] | North M~Vulpe CD, 2011	hom | growth (relative abundance in pooled culture) | catechol [2.2 mM], time [5 generations] | North M~Vulpe CD, 2011	hom | growth (relative abundance in pooled culture) | catechol [0.55 mM], time [15 generations] | North M~Vulpe CD, 2011	hom | growth (relative abundance in pooled culture) | catechol [1.1 mM], time [15 generations] | North M~Vulpe CD, 2011	hom | growth (relative abundance in pooled culture) | catechol [2.2 mM], time [15 generations] | North M~Vulpe CD, 2011	hom | growth (relative abundance in pooled culture) | benzene-1,2,4-triol [87.5 uM], time [5 generations] | North M~Vulpe CD, 2011	hom | growth (relative abundance in pooled culture) | benzene-1,2,4-triol [175 uM], time [5 generations] | North M~Vulpe CD, 2011	hom | growth (relative abundance in pooled culture) | benzene-1,2,4-triol [350 uM], time [5 generations] | North M~Vulpe CD, 2011	hom | growth (relative abundance in pooled culture) | benzene-1,2,4-triol [87.5 uM], time [15 generations] | North M~Vulpe CD, 2011	hom | growth (relative abundance in pooled culture) | benzene-1,2,4-triol [175 uM], time [15 generations] | North M~Vulpe CD, 2011	hom | growth (relative abundance in pooled culture) | benzene-1,2,4-triol [350 uM], time [15 generations] | North M~Vulpe CD, 2011
YFL025C	0.000	0.000	0.000	2.900	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.700
YFL032W	0.000	0.000	0.000	4.400	4.000	4.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4.400	4.400	4.600
YFL036W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.700
YFL041W	0.000	0.000	0.000	2.300	2.400	2.300	0.000	0.000	0.000	0.000	1.900	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YFL044C	0.000	0.000	0.000	0.000	2.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.300	2.500	2.400
YFL055W	0.000	0.000	0.000	3.000	3.400	3.800	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YFR018C	0.000	0.000	2.100	3.000	3.000	3.000	2.400	2.600	2.800	2.700	0.000	0.000	0.000	2.200	2.700	2.500	2.900	3.100
YFR024C-A	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.300	0.000	0.000
YFR026C	0.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	1.900	1.700	1.800	0.000	0.000	0.000	2.600	2.100	2.100
YFR036W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-5.200	-4.950	-4.750	0.000	0.000	0.000	-3.100	-4.300	-4.400
YFR039C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-3.200	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YFR041C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YFR048W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.300	0.000	0.000	0.000	0.000
YGL004C	1.800	1.800	1.800	0.000	0.000	0.000	1.600	1.900	1.600	0.000	0.000	0.000	0.000	0.000	1.700	0.000	0.000	0.000
YGL007W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.050	-3.200	0.000	0.000	0.000	0.000	0.000	0.000
YGL010W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YGL016W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.800
YGL020C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.800	0.000	0.000	0.000	0.000	0.000
YGL038C	2.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YGL041C	0.000	2.200	2.200	0.000	0.000	0.000	1.600	1.800	1.700	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YGL043W	0.000	0.000	0.000	0.000	0.000	0.000	-1.600	-1.600	-1.400	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YGL058W	0.000	0.000	2.200	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YGL064C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.600
YGL071W	0.000	0.000	-2.050	0.000	0.000	0.000	-1.400	-2.650	-3.800	0.000	0.000	0.000	0.000	-2.900	-1.650	0.000	0.000	0.000
YGL087C	0.000	0.000	2.100	0.000	0.000	0.000	2.300	2.400	2.400	0.000	0.000	0.000	2.300	2.200	0.000	2.800	0.000	0.000
YGL088W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.700	0.000	0.000
YGL090W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.300	0.000	0.000
YGL094C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.100	-2.100	-2.200	0.000	0.000	0.000	0.000	-2.300	-2.400
YGL095C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YGL096W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.400	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YGL118C	2.500	0.000	2.700	0.000	0.000	0.000	3.100	3.300	3.000	2.200	0.000	0.000	2.800	0.000	2.700	0.000	0.000	0.000
YGL125W	0.000	0.000	2.300	0.000	0.000	2.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YGL138C	2.900	3.100	3.200	0.000	0.000	0.000	2.600	3.000	3.200	0.000	0.000	2.100	3.000	0.000	2.200	0.000	0.000	2.800
YGL146C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.700
YGL147C	0.000	0.000	0.000	0.000	0.000	-3.400	0.000	0.000	0.000	0.000	0.000	0.000	-1.500	0.000	0.000	0.000	0.000	0.000
YGL148W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.300	0.000	-2.600	-3.050
YGL160W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.200	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YGL164C	0.000	0.000	0.000	-2.200	0.000	0.000	0.000	0.000	0.000	0.000	-1.500	0.000	0.000	0.000	0.000	0.000	0.000	-2.400
YGL168W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.600	0.000	0.000	0.000
YGL175C	0.000	1.600	1.500	0.000	0.000	0.000	1.600	1.700	1.700	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YGL179C	3.900	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	0.000	0.000	0.000
YGL199C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.600	0.000	0.000
YGL200C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.200	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YGL203C	4.300	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.500	0.000	3.400	0.000	0.000	0.000
YGL212W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.200	0.000	0.000	0.000	0.000	0.000	0.000
YGL214W	0.000	0.000	1.900	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.600	0.000	0.000	0.000
YGL215W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	0.000	2.300
YGL220W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.900	0.000	0.000
YGL226C-A	3.100	2.600	3.000	2.600	0.000	0.000	2.900	2.900	3.100	0.000	0.000	0.000	0.000	2.400	0.000	2.700	0.000	0.000
YGL227W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.900	0.000	0.000	0.000	0.000	0.000	2.400	2.200	2.000
YGL229C	0.000	0.000	2.100	0.000	2.300	0.000	2.000	1.900	2.000	0.000	0.000	0.000	0.000	0.000	0.000	2.400	2.300	2.200
YGL232W	0.000	0.000	0.000	2.700	2.700	2.500	0.000	0.000	0.000	-2.600	0.000	0.000	0.000	0.000	0.000	2.800	2.600	2.700
YGL240W	0.000	2.300	2.250	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.300
YGL241W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	0.000	0.000
YGL242C	0.000	0.000	0.000	1.900	0.000	0.000	0.000	1.500	1.400	1.700	1.400	1.500	0.000	0.000	0.000	2.500	0.000	1.900
YGL252C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.400	0.000	2.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YGL258W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.900	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YGL261C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.400	0.000	0.000
YGR004W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-4.400	0.000	-1.600	0.000	0.000	0.000	2.000	0.000	0.000
YGR028W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.900	0.000	0.000	0.000	0.000	0.000	0.000	1.900	2.200
YGR034W	0.000	0.000	0.000	0.000	0.000	0.000	1.700	1.600	1.800	0.000	1.900	0.000	1.900	0.000	0.000	0.000	0.000	0.000
YGR035C	0.000	0.000	1.800	0.000	2.200	2.300	1.400	0.000	1.500	0.000	1.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YGR038W	0.000	0.000	0.000	0.000	2.200	0.000	0.000	0.000	0.000	2.000	1.500	0.000	0.000	0.000	0.000	2.500	1.900	2.200
YGR041W	2.200	2.500	2.500	0.000	0.000	0.000	2.900	3.000	2.900	0.000	0.000	0.000	2.500	0.000	2.100	0.000	0.000	0.000
YGR043C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	0.000	0.000
YGR049W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.700	1.700	0.000	0.000	0.000	0.000	0.000	0.000
YGR052W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.800	0.000	0.000
YGR053C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.900	0.000	0.000
YGR057C	0.000	0.000	-2.300	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YGR058W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.700	2.000	2.400
YGR066C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YGR070W	0.000	1.900	2.100	2.600	2.700	0.000	1.900	2.400	2.300	2.600	0.000	0.000	0.000	0.000	0.000	3.000	2.600	0.000
YGR092W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.400	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000
YGR097W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.800	1.900	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YGR102C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.450
YGR107W	0.000	0.000	0.000	2.500	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.700	2.600	2.500
YGR108W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.100	0.000	0.000
YGR110W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.900	-1.800	-1.900	0.000	0.000	0.000	0.000	-2.200	0.000
YGR117C	0.000	0.000	0.000	0.000	0.000	0.000	-2.000	-2.000	-1.900	-3.100	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YGR121C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.800	0.000	0.000
YGR122W	0.000	0.000	0.000	0.000	0.000	2.750	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YGR124W	0.000	0.000	0.000	0.000	0.000	-1.800	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YGR126W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YGR130C	-2.100	-2.200	-2.400	0.000	0.000	0.000	-2.300	-2.200	-2.300	0.000	-1.900	-1.800	-2.100	-2.400	-2.200	0.000	0.000	0.000
YGR133W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.200	0.000	0.000
YGR135W	0.000	0.000	0.000	0.000	0.000	-3.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YGR139W	-1.700	-1.500	-1.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YGR143W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.800	0.000	0.000
YGR144W	0.000	0.000	0.000	0.000	0.000	1.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YGR157W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.700	2.000	2.500	0.000	0.000	0.000	5.200	2.400	0.000
YGR183C	0.000	0.000	2.000	0.000	0.000	0.000	2.000	1.500	0.000	0.000	1.800	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YGR192C	0.000	0.000	0.000	0.000	2.600	0.000	1.800	1.600	1.600	0.000	0.000	0.000	0.000	0.000	0.000	2.500	2.300	0.000
YGR205W	0.000	0.000	0.000	0.000	0.000	0.000	1.800	0.000	1.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YGR207C	0.000	0.000	0.000	0.000	0.000	0.000	1.100	1.100	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YGR209C	0.000	0.000	0.000	0.000	-2.200	-2.500	0.000	0.000	-1.100	0.000	0.000	-1.600	0.000	0.000	0.000	0.000	0.000	-4.450
YGR215W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.700
YGR220C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.400
YGR229C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.900	0.000	0.000	0.000	0.000	0.000
YGR230W	0.000	0.000	0.000	2.900	3.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	3.300	3.400
YGR231C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.600	0.000	0.000	0.000	2.500	0.000	0.000	0.000	0.000	0.000
YGR242W	0.000	0.000	0.000	2.600	0.000	0.000	0.000	0.000	0.000	3.000	2.000	0.000	0.000	0.000	0.000	2.500	2.600	0.000
YGR258C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-3.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YGR261C	0.000	2.800	3.900	0.000	0.000	0.000	3.400	3.700	3.400	0.000	0.000	0.000	2.700	3.500	0.000	0.000	0.000	0.000
YGR263C	0.000	0.000	2.000	2.800	0.000	0.000	2.400	2.700	2.600	2.500	2.200	2.500	0.000	1.900	2.200	2.200	2.800	3.400
YGR271W	0.000	0.000	0.000	0.000	2.000	1.900	0.000	0.000	0.000	-2.400	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.900
YGR275W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YGR276C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.400
YGR282C	2.600	2.600	2.500	0.000	0.000	0.000	0.000	0.000	1.700	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YHL002W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.300	0.000	0.000
YHL007C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.100	0.000	0.000	-1.700	0.000	0.000	0.000
YHL009C	-2.300	-2.300	-2.900	-4.150	-3.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YHL011C	0.000	0.000	0.000	0.000	0.000	0.000	2.300	2.200	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YHL025W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-3.500	0.000	0.000	0.000	0.000	0.000	-3.700	0.000
YHL026C	0.000	0.000	0.000	-1.700	0.000	0.000	0.000	0.000	0.000	-1.700	-1.400	-1.500	0.000	0.000	0.000	0.000	-2.000	-2.100
YHL027W	0.000	0.000	0.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YHL037C	0.000	0.000	0.000	2.400	2.500	2.700	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	0.000	0.000
YHL039W	0.000	2.000	2.100	0.000	0.000	0.000	1.800	2.100	2.200	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YHL046C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.100	0.000	0.000	0.000
YHR004C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.500
YHR006W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.800	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YHR010W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.700	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YHR013C	0.000	-1.900	-2.350	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YHR014W	0.000	0.000	1.500	1.700	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YHR015W	0.000	0.000	-1.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YHR028C	0.000	0.000	-1.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YHR030C	0.000	0.000	-1.600	-2.700	0.000	-3.300	0.000	0.000	0.000	0.000	-3.200	-3.600	0.000	0.000	0.000	0.000	0.000	0.000
YHR034C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	1.800	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.700	3.400
YHR037W	2.100	0.000	0.000	0.000	0.000	0.000	2.100	2.400	2.100	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YHR045W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.900	-5.500	0.000	0.000	0.000	0.000	0.000	-3.000
YHR046C	0.000	0.000	0.000	0.000	0.000	0.000	1.800	2.000	2.200	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YHR048W	0.000	0.000	0.000	0.000	0.000	0.000	1.500	0.000	1.700	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YHR049C-A	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-3.300	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YHR057C	0.000	-1.800	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YHR060W	0.000	0.000	-1.800	0.000	0.000	0.000	-1.400	-2.050	-2.450	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YHR079C-A	0.000	0.000	0.000	2.300	2.400	0.000	0.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	2.800	2.300	0.000
YHR095W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.400	0.000	0.000
YHR096C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YHR104W	0.000	0.000	-1.200	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YHR105W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.900	0.000	0.000
YHR106W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.200	0.000	0.000
YHR108W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	0.000	0.000
YHR110W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-3.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YHR111W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.200
YHR120W	0.000	0.000	1.400	0.000	0.000	0.000	1.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YHR129C	0.000	0.000	0.000	0.000	0.000	-2.900	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YHR132C	0.000	0.000	-1.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YHR133C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.400	0.000	0.000
YHR137W	0.000	0.000	0.000	0.000	0.000	0.000	-2.000	-2.000	-1.900	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YHR138C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.300	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YHR147C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.050	0.000	0.000
YHR150W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.400	0.000	0.000
YHR151C	0.000	-2.500	-1.800	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	2.000	0.000
YHR152W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	0.000	0.000
YHR153C	0.000	0.000	0.000	1.800	0.000	0.000	0.000	0.000	0.000	2.300	1.900	2.000	0.000	0.000	0.000	2.400	2.300	2.300
YHR157W	0.000	0.000	0.000	0.000	4.100	4.400	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.800	4.200	0.000
YHR159W	0.000	0.000	2.300	0.000	0.000	0.000	2.500	2.900	2.800	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YHR160C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.300	0.000	0.000
YHR171W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.500	0.000	0.000
YHR176W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.400	0.000	0.000
YHR177W	0.000	0.000	0.000	2.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.200	2.500	2.600
YHR178W	0.000	0.000	-1.900	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.300	0.000	0.000	-3.000
YHR179W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-3.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YHR180W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	0.000	0.000
YHR182W	0.000	0.000	0.000	0.000	0.000	0.000	2.000	2.200	2.200	0.000	0.000	0.000	0.000	0.000	0.000	2.100	0.000	0.000
