ORF	hap a | growth (culture turbidity) | butan-1-ol [1% v/v] | Gonzalez~Daran JM, 2013
YLR312C	0.545
YDR150W	0.531
YDR163W	0.551
YDR184C	0.530
YDR203W	0.568
YDR219C	0.543
YDR233C	0.478
YLR296W	0.545
YLR312W-A	0.506
YDR151C	0.542
YDR165W	0.549
YDR185C	0.556
YDR204W	0.523
YDR220C	0.573
YDR234W	0.172
YLR297W	0.587
YLR313C	0.547
YDR152W	0.526
YDR169C	0.522
YDR186C	0.584
YDR206W	0.553
YDR221W	0.547
YDR237W	0.087
YLR299W	0.545
YLR315W	0.154
YDR153C	0.530
YDR171W	0.535
YDR191W	0.585
YDR207C	0.129
YDR222W	0.526
YDR239C	0.535
YLR300W	0.505
YLR318W	0.532
YDR154C	0.519
YDR173C	0.519
YDR192C	0.531
YDR209C	0.548
YDR223W	0.524
YDR241W	0.087
YLR303W	0.509
YLR319C	0.479
YDR155C	0.515
YDR175C	0.376
YDR193W	0.537
YDR210W	0.520
YDR225W	0.522
YGL194C	0.517
YLR304C	0.498
YLR320W	0.610
YDR156W	0.480
YDR176W	0.497
YDR194C	0.439
YDR213W	0.516
YDR226W	0.128
YGL195W	0.710
YLR306W	0.525
YLR322W	0.110
YDR157W	0.164
YDR178W	0.512
YDR195W	0.263
YDR214W	0.519
YDR227W	0.483
YGL196W	0.554
YLR307W	0.540
YDR158W	0.061
YDR179C	0.503
YDR197W	0.501
YDR215C	0.510
YDR229W	0.512
YGL197W	0.642
YLR308W	0.521
YDR147W	0.539
YDR159W	0.747
YDR179W-A	0.639
YDR198C	0.648
YDR216W	0.650
YDR230W	0.545
YGL198W	0.655
YLR353W	0.570
YLR371W	0.638
YLR386W	0.533
YLR405W	0.556
YLR228C	0.568
YLR248W	0.571
YLR263W	0.527
YLR280C	0.585
YLR354C	0.651
YLR372W	0.627
YLR387C	0.567
YLR407W	0.564
YLR231C	0.517
YLR250W	0.535
YLR264W	0.485
YLR356W	0.536
YLR373C	0.334
YLR388W	0.539
YLR408C	0.553
YLR232W	0.538
YLR251W	0.544
YLR265C	0.557
YLR281C	0.647
YLR357W	0.606
YLR374C	0.551
YLR390W	0.556
YLR410W	0.488
YLR233C	0.539
YLR252W	0.547
YLR266C	0.560
YLR282C	0.619
YLR360W	0.498
YLR375W	0.579
YLR392C	0.611
YLR412W	0.546
YLR234W	0.629
YLR253W	0.600
YLR267W	0.566
YLR283W	0.633
YLR362W	0.543
YLR376C	0.573
YLR393W	0.569
YLR413W	0.571
YLR235C	0.582
YLR254C	0.540
YLR268W	0.594
YLR284C	0.659
YLR363C	0.547
YLR377C	0.590
YLR395C	0.521
YLR414C	0.576
YLR236C	0.550
YLR255C	0.526
YLR269C	0.521
YLR285W	0.627
YLR364W	0.549
YLR380W	0.611
YLR398C	0.525
YLR415C	0.563
YLR238W	0.579
YLR257W	0.531
YLR270W	0.504
YLR287C	0.585
YLR365W	0.589
YLR381W	0.586
YLR400W	0.542
YLR416C	0.539
YLR239C	0.498
YLR258W	0.540
YLR271W	0.540
YLR366W	0.548
YLR401C	0.610
YLR417W	0.222
YLR241W	0.566
YLR260W	0.504
YLR273C	0.522
YLR288C	0.258
YLR367W	0.547
YLR384C	0.481
YLR402W	0.576
YLR418C	0.660
YLR242C	0.674
YLR261C	0.473
YLR278C	0.616
YLR289W	0.568
YLR368W	0.536
YLR385C	0.634
YLR404W	0.675
YLR421C	0.640
YLR247C	0.633
YLR262C	0.605
YLR279W	0.614
YLR290C	0.604
YOR288C	0.572
YJL178C	0.548
YJL147C	0.550
YJL131C	0.591
YLR333C	0.545
YJL218W	0.561
YJL206C-A	0.556
YJL190C	0.524
YJL176C	0.487
YJL159W	0.611
YJL146W	0.576
YJL130C	0.600
YJL217W	0.562
YJL204C	0.572
YJL158C	0.568
YJL145W	0.566
YLR335W	0.626
YJL216C	0.552
YJL201W	0.538
YJL188C	0.334
YJL171C	0.553
YJL157C	0.539
YJL144W	0.555
YLR324W	0.549
YLR341W	0.617
YJL215C	0.549
YJL187C	0.559
YJL170C	0.547
YJL155C	0.563
YJL142C	0.558
YLR325C	0.572
YLR342W	0.620
YJL214W	0.533
YJL199C	0.562
YJL186W	0.555
YJL169W	0.593
YJL154C	0.569
YLR326W	0.546
YLR344W	0.609
YJL212C	0.559
YJL198W	0.603
YJL185C	0.523
YJL168C	0.592
YJL153C	0.556
YLR327C	0.563
YLR345W	0.618
YJL210W	0.491
YJL197W	0.561
YJL183W	0.414
YJL166W	0.523
YJL152W	0.560
YJL138C	0.559
YLR328W	0.532
YLR348C	0.606
YJL211C	0.490
YJL181W	0.542
YJL135W	0.569
YLR329W	0.508
YLR349W	0.610
YJL209W	0.545
YJL182C	0.537
YJL164C	0.558
YJL150W	0.576
YJL134W	0.578
YLR330W	0.521
YLR350W	0.646
YJL208C	0.490
YJL193W	0.554
YJL180C	0.242
YJL149W	0.572
YJL133W	0.567
YLR331C	0.552
YLR351C	0.655
YJL207C	0.546
YJL192C	0.545
YJL179W	0.561
YJL162C	0.598
YJL148W	0.593
YLR332W	0.677
YLR352W	0.710
YOR138C	0.507
YOR162C	0.694
YOR177C	0.585
YOR192C	0.555
YOR209C	0.379
YOR225W	0.537
YOR239W	0.619
YOR255W	0.659
YOR139C	0.636
YOR163W	0.586
YOR178C	0.567
YOR193W	0.606
YOR211C	0.267
YOR226C	0.598
YOR240W	0.572
YOR140W	0.632
YOR164C	0.553
YOR182C	0.614
YOR195W	0.594
YOR212W	0.569
YOR227W	0.596
YOR241W	0.563
YOR258W	0.518
YOR141C	0.600
YOR165W	0.634
YOR183W	0.580
YOR196C	0.579
YOR213C	0.557
YOR228C	0.554
YOR242C	0.547
YOR263C	0.566
YOR142W	0.611
YOR166C	0.593
YOR184W	0.548
YOR197W	0.579
YOR214C	0.635
YOR229W	0.575
YOR243C	0.555
YOR264W	0.571
YOR144C	0.626
YOR167C	0.602
YOR185C	0.620
YOR198C	0.521
YOR215C	0.640
YOR230W	0.564
YOR245C	0.550
YOR277C	0.591
YOR152C	0.612
YOR170W	0.643
YOR186W	0.614
YOR199W	0.703
YOR216C	0.606
YOR231W	0.558
YOR246C	0.551
YOR279C	0.570
YOR153W	0.674
YOR187W	0.678
YOR200W	0.605
YOR219C	0.624
YOR233W	0.589
YOR247W	0.564
YOR280C	0.577
YOR154W	0.635
YOR171C	0.597
YOR188W	0.562
YOR201C	0.557
YOR220W	0.605
YOR234C	0.573
YOR248W	0.563
YOR283W	0.589
YOR155C	0.633
YOR172W	0.639
YOR189W	0.588
YOR202W	0.576
YOR221C	0.533
YOR235W	0.552
YOR251C	0.387
YOR284W	0.563
YOR156C	0.672
YOR173W	0.648
YOR190W	0.597
YOR205C	0.593
YOR222W	0.566
YOR237W	0.560
YOR252W	0.616
YOR285W	0.596
YOR161C	0.691
YOR175C	0.597
YOR191W	0.665
YOR208W	0.651
YOR223W	0.623
YOR238W	0.649
YOR253W	0.617
YOR286W	0.700
YKL184W	0.616
YGR039W	0.560
YGR056W	0.676
YGR071C	0.624
YGR096W	0.639
YGR118W	0.659
YOR109W	0.659
YOR126C	0.630
YKL185W	0.593
YGR041W	0.623
YGR057C	0.530
YGR072W	0.602
YGR097W	0.629
YGR121C	0.613
YOR111W	0.622
YKL187C	0.634
YGR042W	0.607
YGR058W	0.619
YGR076C	0.633
YGR100W	0.613
YGR122W	0.598
YOR112W	0.581
YOR127W	0.635
YKL188C	0.614
YGR043C	0.630
YGR059W	0.626
YGR077C	0.554
YGR101W	0.537
YOR097C	0.617
YOR113W	0.647
YOR129C	0.592
YKL190W	0.634
YGR044C	0.619
YGR061C	0.665
YGR078C	0.581
YGR102C	0.525
YOR099W	0.612
YOR114W	0.600
YOR130C	0.443
YGR027C	0.594
YGR045C	0.632
YGR062C	0.583
YGR079W	0.600
YGR104C	0.199
YOR100C	0.613
YOR115C	0.632
YOR131C	0.607
YGR031W	0.613
YGR064W	0.637
YGR080W	0.596
YGR105W	0.058
YOR101W	0.591
YOR118W	0.603
YOR132W	0.631
YGR033C	0.589
YGR049W	0.617
YGR066C	0.638
YGR081C	0.582
YGR107W	0.628
YOR104W	0.594
YOR120W	0.615
YOR133W	0.621
YGR034W	0.593
YGR051C	0.630
YGR067C	0.630
YGR084C	0.563
YGR108W	0.566
YOR105W	0.629
YOR121C	0.602
YOR134W	0.626
YGR035C	0.562
YGR052W	0.579
YGR068C	0.617
YGR085C	0.601
YGR109C	0.621
YOR106W	0.563
YOR123C	0.630
YOR135C	0.677
YGR036C	0.474
YGR054W	0.593
YGR069W	0.608
YGR087C	0.631
YGR111W	0.567
YOR107W	0.627
YOR124C	0.629
YOR136W	0.702
YGR037C	0.614
YGR055W	0.607
YGR070W	0.636
YGR088W	0.673
YGR112W	0.648
YOR108W	0.658
YOR125C	0.553
YOR137C	0.698
YKL063C	0.550
YKL075C	0.629
YKL091C	0.678
YKL106W	0.670
YKL123W	0.669
YKL136W	0.643
YPR151C	0.640
YKL168C	0.698
YKL064W	0.617
YKL076C	0.569
YKL092C	0.598
YKL107W	0.550
YKL124W	0.546
YKL137W	0.543
YKL156W	0.522
YKL065C	0.543
YKL077W	0.534
YKL093W	0.559
YKL109W	0.512
YKL126W	0.537
YKL138C	0.551
YKL157W	0.561
YKL169C	0.729
YKL066W	0.505
YKL079W	0.506
YKL094W	0.536
YKL110C	0.497
YKL127W	0.558
YKL140W	0.558
YKL158W	0.552
YKL170W	0.530
YKL067W	0.542
YKL080W	0.607
YKL096W	0.553
YKL113C	0.562
YKL128C	0.599
YKL142W	0.530
YKL159C	0.566
YKL171W	0.602
YKL068W	0.588
YKL097C	0.566
YKL114C	0.524
YKL129C	0.552
YKL143W	0.362
YKL160W	0.508
YKL174C	0.628
YKL069W	0.553
YKL081W	0.607
YKL098W	0.592
YKL116C	0.547
YKL130C	0.546
YKL146W	0.549
YKL161C	0.573
YKL175W	0.629
YKL070W	0.570
YKL084W	0.547
YKL100C	0.552
YKL117W	0.562
YKL131W	0.557
YKL147C	0.543
YKL162C	0.539
YKL176C	0.533
YKL071W	0.536
YKL085W	0.555
YKL101W	0.519
YKL118W	0.153
YKL132C	0.551
YKL148C	0.586
YKL163W	0.548
YKL177W	0.591
YKL072W	0.571
YKL086W	0.550
YKL102C	0.543
YKL119C	0.574
YKL133C	0.564
YKL149C	0.534
YKL164C	0.566
YKL178C	0.606
YKL073W	0.529
YKL087C	0.523
YKL103C	0.555
YKL120W	0.606
YKL134C	0.387
YKL150W	0.568
YKL166C	0.564
YKL179C	0.613
YKL074C	0.643
YKL090W	0.631
YKL105C	0.643
YKL121W	0.662
YKL135C	0.630
YKL151C	0.645
YKL167C	0.320
YKL183W	0.706
YLR149C	0.714
YLR173W	0.649
YLR185W	0.673
YLR203C	0.645
YLR218C	0.669
YKL008C	0.644
YKL029C	0.640
YKL047W	0.651
YLR150W	0.655
YLR174W	0.618
YLR187W	0.605
YLR204W	0.544
YLR219W	0.556
YKL009W	0.514
YKL031W	0.568
YLR151C	0.608
YLR176C	0.591
YLR188W	0.603
YLR205C	0.565
YLR220W	0.566
YKL010C	0.529
YKL032C	0.624
YKL048C	0.701
YLR152C	0.602
YLR177W	0.669
YLR189C	0.623
YLR206W	0.610
YLR221C	0.550
YKL011C	0.596
YKL034W	0.627
YKL050C	0.625
YLR154C	0.619
YLR190W	0.599
YLR207W	0.662
YLR224W	0.201
YKL015W	0.603
YKL037W	0.512
YKL051W	0.624
YLR164W	0.551
YLR178C	0.630
YLR191W	0.557
YLR209C	0.604
YLR225C	0.600
YKL016C	0.576
YKL038W	0.611
YKL053W	0.632
YLR165C	0.571
YLR179C	0.596
YLR193C	0.660
YLR210W	0.618
YLR227C	0.612
YKL017C	0.566
YKL039W	0.645
YKL054C	0.600
YLR168C	0.560
YLR180W	0.567
YLR194C	0.571
YLR211C	0.556
YKL001C	0.567
YKL020C	0.541
YKL040C	0.517
YKL055C	0.611
YLR169W	0.506
YLR181C	0.574
YLR199C	0.569
YLR213C	0.618
YKL002W	0.226
YKL023W	0.504
YKL041W	0.380
YKL056C	0.639
YLR170C	0.516
YLR182W	0.206
YLR200W	0.105
YLR214W	0.542
YKL003C	0.422
YKL025C	0.519
YKL043W	0.583
YKL057C	0.658
YLR171W	0.546
YLR183C	0.556
YLR201C	0.534
YLR216C	0.642
YKL006W	0.612
YKL026C	0.566
YKL044W	0.598
YKL061W	0.548
YLR172C	0.521
YLR184W	0.645
YLR202C	0.672
YLR217W	0.464
YKL007W	0.568
YKL027W	0.678
YKL046C	0.674
YKL062W	0.601
YHR195W	0.617
YCL002C	0.633
YCL037C	0.559
YCL055W	0.549
YCR004C	0.328
YCR019W	0.576
YLR133W	0.575
YHR198C	0.537
YCL005W	0.653
YCL024W	0.596
YCL039W	0.638
YCL056C	0.606
YCR005C	0.722
YCR020C	0.659
YHR199C	0.592
YMR118C	0.607
YCL025C	0.638
YCL040W	0.614
YCL057W	0.625
YCR006C	0.747
YCR020C-A	0.603
YLR134W	0.620
YHR200W	0.601
YCL026C	0.614
YCL042W	0.639
YCL060C	0.622
YCR007C	0.562
YCR021C	0.566
YLR135W	0.594
YHR202W	0.640
YCL008C	0.394
YCL027W	0.614
YCL044C	0.626
YCL061C	0.590
YCR008W	0.582
YCR022C	0.567
YLR136C	0.594
YHR203C	0.442
YCL009C	0.556
YCL028W	0.624
YCL045C	0.619
YCL062W	0.624
YCR009C	0.520
YCR023C	0.552
YLR137W	0.607
YHR204W	0.597
YCL010C	0.606
YCL029C	0.586
YCL046W	0.594
YCL063W	0.617
YCR010C	0.569
YLR420W	0.589
YLR138W	0.602
YHR206W	0.614
YCL011C	0.606
YCL030C	0.607
YCL047C	0.626
YCL064C	0.555
YCR011C	0.565
YLR451W	0.594
YLR139C	0.518
YHR207C	0.588
YCL012W	0.556
YCL032W	0.601
YCL048W	0.583
YCL069W	0.566
YCR014C	0.576
YLR126C	0.631
YLR142W	0.563
YHR209W	0.580
YCL013W	0.546
YCL033C	0.628
YCL049C	0.581
YCR001W	0.564
YCR015C	0.556
YLR128W	0.590
YLR143W	0.567
YHR210C	0.581
YCL014W	0.583
YCL034W	0.634
YCL050C	0.577
YCR002C	0.460
YCR016W	0.582
YLR130C	0.551
YLR144C	0.588
YCL001W	0.660
YCL016C	0.620
YCL036W	0.600
YCL051W	0.589
YCR003W	0.631
YCR017C	0.619
YLR131C	0.549
YMR074C	0.585
YHR031C	0.617
YHR049C-A	0.662
YHR078W	0.724
YHR096C	0.703
YHR113W	0.685
YHR130C	0.718
YHR147C	0.074
YHR161C	0.685
YHR034C	0.066
YHR050W	0.591
YHR079C	0.604
YHR097C	0.588
YHR114W	0.597
YHR132C	0.602
YHR150W	0.414
YHR035W	0.579
YHR080C	0.562
YHR100C	0.466
YHR115C	0.609
YHR133C	0.598
YHR151C	0.649
YHR163W	0.719
YHR037W	0.632
YHR051W	0.559
YHR081W	0.550
YHR103W	0.624
YHR116W	0.546
YHR134W	0.620
YHR152W	0.647
YHR167W	0.050
YHR038W	0.645
YHR057C	0.578
YHR082C	0.544
YHR104W	0.589
YHR117W	0.614
YHR135C	0.626
YHR153C	0.626
YHR176W	0.659
YHR039C	0.580
YHR060W	0.067
YHR086W	0.581
YHR105W	0.571
YHR120W	0.094
YHR136C	0.622
YHR154W	0.642
YHR177W	0.849
YHR043C	0.607
YHR061C	0.561
YHR087W	0.543
YHR106W	0.616
YHR121W	0.608
YHR137W	0.639
YHR155W	0.615
YHR178W	0.163
YHR044C	0.594
YHR066W	0.556
YHR091C	0.521
YHR108W	0.598
YHR123W	0.553
YHR138C	0.568
YHR156C	0.595
YHR179W	0.627
YHR046C	0.573
YHR073W	0.574
YHR092C	0.638
YHR109W	0.579
YHR124W	0.564
YHR139C	0.610
YHR157W	0.571
YHR182W	0.663
YHR047C	0.557
YHR075C	0.581
YHR093W	0.625
YHR110W	0.583
YHR125W	0.579
YHR139C-A	0.645
YHR158C	0.649
YHR183W	0.097
YHR048W	0.615
YHR076W	0.559
YHR094C	0.604
YHR111W	0.620
YHR126C	0.635
YHR142W	0.589
YHR159W	0.641
YHR184W	0.636
YHR049W	0.646
YHR077C	0.702
YHR095W	0.697
YHR112C	0.727
YHR129C	0.687
YHR143W	0.720
YHR160C	0.699
YHR189W	0.503
YGR153W	0.566
YGR169C	0.649
YGR183C	0.521
YGR203W	0.568
YHL046C	0.588
YHL033C	0.585
YHL019C	0.543
YHL003C	0.731
YGR154C	0.657
YGR184C	0.577
YGR205W	0.588
YHL045W	0.611
YHL032C	0.632
YHL017W	0.575
YGR157W	0.604
YGR170W	0.500
YGR187C	0.596
YGR206W	0.564
YHL044W	0.635
YHL031C	0.581
YHL016C	0.594
YHR001W-A	0.701
YGR159C	0.208
YGR171C	0.561
YGR189C	0.633
YGR207C	0.597
YHL043W	0.579
YHL030W	0.774
YHL014C	0.641
YHR011W	0.559
YGR160W	0.209
YGR173W	0.611
YGR192C	0.587
YGR208W	0.494
YHL042W	0.573
YHL029C	0.606
YHL013C	0.625
YHR012W	0.620
YGR161C	0.619
YGR174C	0.606
YGR193C	0.556
YGR209C	0.582
YHL041W	0.578
YHL028W	0.618
YHL012W	0.601
YHR013C	0.429
YGR163W	0.631
YGR176W	0.643
YGR194C	0.581
YGR212W	0.617
YHL040C	0.632
YHL027W	0.587
YHL010C	0.587
YHR014W	0.646
YGR164W	0.639
YGR177C	0.633
YGR196C	0.584
YGR213C	0.567
YHL038C	0.593
YHL026C	0.572
YHL009C	0.594
YHR015W	0.661
YGR165W	0.537
YGR178C	0.577
YGR197C	0.639
YGR214W	0.571
YHL037C	0.617
YHL023C	0.680
YHL008C	0.619
YHR018C	1.701
YGR166W	0.638
YGR180C	0.169
YGR199W	0.616
YGR215W	0.454
YHL036W	0.572
YHL022C	0.603
YHL007C	0.577
YHR022C	0.640
YOL153C	0.611
YGR181W	0.589
YGR200C	0.479
YGR217W	0.631
YHL035C	0.586
YHL021C	0.600
YHL006C	0.604
YHR029C	0.663
YGR168C	1.016
YGR182C	0.678
YGR202C	0.692
YHL047C	0.684
YHL034C	0.695
YHL020C	0.828
YHL005C	0.703
YHR030C	0.669
YEL067C	0.535
YER038W-A	0.623
YER051W	0.616
YER062C	0.598
YER074W	0.072
YGR125W	0.608
YGR139W	0.582
YEL068C	0.561
YPR011C	0.620
YER039C	0.589
YER052C	1.166
YER065C	0.618
YER075C	0.595
YGR126W	0.659
YEL071W	0.594
YER017C	0.182
YER040W	0.061
YER053C	0.621
YER066C-A	0.616
YER079W	0.589
YGR127W	0.566
YGR141W	0.575
YEL072W	0.585
YER019W	0.567
YER041W	0.580
YER054C	0.581
YER067W	0.579
YER080W	0.555
YGR129W	0.620
YGR142W	0.588
YER001W	0.580
YER019C-A	0.601
YER042W	0.549
YER056C	0.553
YER067C-A	0.540
YER081W	0.515
YGR130C	0.601
YGR143W	0.571
YER002W	0.639
YER020W	0.565
YER044C-A	0.542
YER056C-A	0.515
YER068W	0.741
YER083C	0.067
YGR131W	0.582
YGR144W	0.585
YER004W	0.552
YER024W	0.545
YER045C	0.538
YER057C	0.751
YER068C-A	0.772
YER084W	0.528
YGR132C	0.570
YGR146C	0.609
YER005W	0.519
YER030W	0.611
YER046W-A	0.581
YER058W	0.522
YER069W	0.806
YER085C	0.568
YGR133W	0.529
YGR148C	0.541
YER007C-A	0.507
YER032W	0.531
YER047C	0.560
YER059W	0.604
YPR118W	0.563
YER086W	1.250
YGR135W	0.101
YGR149W	0.574
YER007W	0.584
YER033C	0.548
YER048C	0.566
YER060W	0.554
YER071C	0.560
YER087C-A	0.576
YGR136W	0.571
YGR150C	0.601
YER010C	0.622
YER034W	0.613
YER049W	0.626
YER060W-A	0.338
YER072W	0.577
YGR123C	0.563
YGR137W	0.529
YGR151C	0.593
YER011W	0.660
YER035W	0.670
YER050C	0.614
YER061C	0.490
YER073W	0.435
YGR124W	0.649
YGR138C	0.649
YGR152C	0.692
YDR380W	0.599
YDR393W	0.242
YDR411C	0.577
YDR430C	0.593
YEL008W	0.626
YEL024W	0.603
YEL041W	0.670
YEL054C	0.748
YDR382W	0.077
YDR395W	0.622
YDR414C	0.584
YDR431W	0.564
YEL009C	0.830
YEL025C	0.430
YEL042W	0.684
YDR383C	0.607
YDR399W	0.624
YDR415C	0.592
YDR432W	0.225
YEL010W	0.566
YEL027W	1.224
YEL043W	0.583
YEL056W	0.591
YDR384C	0.621
YDR400W	0.588
YDR418W	0.302
YDR433W	0.611
YEL013W	0.542
YEL028W	0.589
YEL045C	0.270
YEL057C	0.714
YDR385W	0.549
YDR401W	0.597
YDR419W	0.586
YDR435C	0.621
YEL014C	0.552
YEL030W	0.576
YEL046C	0.109
YEL059W	0.120
YDR386W	0.589
YDR402C	0.568
YDR420W	0.563
YDR436W	0.538
YEL015W	0.630
YEL031W	0.200
YEL047C	0.569
YEL060C	0.634
YDR387C	0.569
YDR403W	0.621
YDR421W	0.611
YEL001C	0.571
YEL016C	0.589
YEL033W	0.589
YEL048C	0.642
YEL061C	0.623
YDR388W	0.400
YDR405W	0.551
YDR422C	0.648
YEL003W	0.575
YEL017C-A	0.576
YPR091C	0.626
YEL049W	0.626
YEL062W	0.733
YDR389W	0.625
YDR406W	0.619
YDR423C	0.621
YEL004W	0.669
YEL017W	0.570
YEL037C	0.597
YEL050C	0.184
YEL063C	0.630
YDR391C	0.544
YDR408C	0.195
YDR425W	0.636
YEL005C	0.646
YPR083W	0.563
YEL038W	0.566
YEL051W	0.103
YEL064C	0.655
YDR392W	0.675
YDR409W	0.576
YDR426C	0.593
YEL006W	0.571
YEL020C	0.563
YEL039C	0.623
YEL052W	0.638
YEL065W	0.717
YDR410C	0.681
YDR428C	0.613
YEL007W	0.670
YEL023C	0.625
YEL040W	0.602
YEL053C	0.627
YEL066W	0.696
YDR068W	0.673
YDR083W	0.752
YDR099W	0.693
YDR112W	0.612
YDR126W	0.669
YPR021C	0.628
YDR347W	0.571
YDR364C	0.118
YDR069C	0.545
YDR084C	0.659
YDR100W	0.619
YDR114C	0.582
YDR127W	1.423
YDR139C	0.578
YDR348C	0.552
YDR070C	0.624
YDR085C	0.659
YDR101C	0.586
YDR115W	0.606
YDR128W	0.655
YDR140W	0.597
YDR349C	0.641
YDR368W	0.699
YDR072C	0.669
YDR089W	0.674
YDR102C	0.602
YDR116C	0.639
YDR129C	0.693
YDR142C	0.661
YDR350C	0.586
YDR369C	0.656
YDR073W	0.626
YDR090C	0.663
YDR103W	0.644
YDR117C	0.614
YDR130C	0.640
YDR143C	0.676
YDR351W	0.609
YDR370C	0.623
YDR075W	0.663
YDR092W	0.620
YDR104C	0.644
YDR119W	0.663
YDR131C	0.643
YDR144C	0.641
YDR352W	0.641
YDR371W	0.642
YDR076W	0.662
YDR093W	0.645
YDR105C	0.598
YDR120C	0.610
YDR132C	0.649
YDR146C	0.590
YDR354W	0.200
YDR372C	0.593
YDR077W	0.630
YDR094W	0.657
YDR107C	0.614
YDR121W	0.618
YDR133C	0.583
YDR338C	0.604
YDR357C	0.667
YDR374C	0.625
YDR078C	0.529
YDR095C	0.584
YDR108W	0.661
YDR122W	0.647
YDR134C	0.590
YDR340W	0.625
YDR358W	0.532
YDR375C	0.593
YDR079W	0.523
YDR096W	0.604
YDR109C	0.652
YDR123C	0.567
YDR135C	0.596
YDR344C	0.639
YDR359C	0.561
YDR377W	0.555
YDR097C	0.599
YDR110W	0.614
YDR124W	0.672
YDR136C	0.622
YDR345C	0.569
YDR360W	0.570
YDR378C	0.650
YDR080W	0.580
YDR098C	0.717
YDR111C	0.718
YDR125C	0.697
YDR137W	0.708
YDR346C	0.690
YDR363W	0.713
YDR379W	0.735
YPL102C	0.412
YBR177C	0.648
YBR194W	0.710
YBR209W	0.556
YBR222C	0.583
YBR238C	0.630
YBR255W	0.668
YDR050C	0.651
YPL100W	0.676
YBR178W	0.550
YBR195C	0.646
YBR210W	0.616
YBR223C	0.601
YBR239C	0.570
YBR258C	0.533
YPL099C	0.586
YBR179C	0.214
YBR197C	0.642
YBR212W	0.557
YBR224W	0.613
YBR240C	0.625
YBR259W	0.603
YDR051C	0.696
YPL098C	0.584
YBR180W	0.568
YBR199W	0.564
YBR213W	0.625
YBR225W	0.652
YBR241C	0.644
YBR260C	0.558
YDR055W	0.597
YPL097W	0.621
YBR181C	0.529
YBR200W	0.436
YBR214W	0.582
YBR226C	0.622
YBR242W	0.631
YBR261C	0.574
YDR056C	0.639
YPL096W	0.570
YBR182C	0.557
YBR201W	0.620
YBR215W	0.639
YBR227C	0.627
YBR244W	0.645
YBR262C	0.621
YDR057W	0.607
YPL095C	0.582
YBR183W	0.561
YBR203W	0.575
YBR216C	0.614
YBR228W	0.655
YBR245C	0.631
YBR263W	0.576
YDR059C	0.630
YPL092W	0.565
YBR184W	0.552
YBR204C	0.600
YBR217W	0.567
YBR229C	0.584
YBR246W	0.584
YBR264C	0.600
YDR061W	0.566
YBR174C	0.637
YBR185C	0.540
YBR205W	0.591
YBR218C	0.587
YBR230C	0.564
YBR248C	0.523
YBR266C	0.574
YDR063W	0.629
YBR186W	0.559
YBR206W	0.602
YBR219C	0.580
YBR231C	0.612
YBR249C	0.570
YBR267W	0.604
YDR065W	0.156
YBR175W	0.631
YBR187W	0.563
YBR207W	0.595
YBR220C	0.660
YBR233W	0.575
YBR250W	0.566
YBR268W	0.498
YDR066C	0.551
YBR176W	0.663
YBR188C	0.608
YBR208C	0.686
YBR221C	0.356
YBR235W	0.597
YBR251W	0.087
YDR049W	0.552
YDR067C	0.699
YPL222W	0.717
YPL206C	0.577
YPL193W	0.606
YPL179W	0.579
YPL165C	0.586
YPL149W	0.679
YPL129W	0.185
YPL112C	0.640
YPL221W	0.661
YPL205C	0.596
YPL192C	0.557
YPL178W	0.493
YPL164C	0.545
YPL147W	0.565
YPL127C	0.535
YPL220W	0.661
YPL203W	0.582
YPL191C	0.572
YPL177C	0.540
YPL163C	0.555
YPL145C	0.543
YPL125W	0.564
YPL111W	0.541
YPL219W	0.665
YPL202C	0.560
YPL176C	0.562
YPL162C	0.566
YPL144W	0.252
YPL123C	0.605
YPL110C	0.576
YPL216W	0.598
YPL201C	0.560
YPL188W	0.471
YPL174C	0.551
YPL161C	0.229
YPL141C	0.622
YPL121C	0.588
YPL109C	0.580
YPL215W	0.572
YPL200W	0.551
YPL187W	0.565
YPL173W	0.538
YPL159C	0.640
YPL140C	0.568
YPL120W	0.529
YPL108W	0.665
YPL214C	0.577
YPL199C	0.551
YPL185W	0.553
YPL172C	0.562
YPL157W	0.226
YPL139C	0.672
YPL119C	0.579
YPL107W	0.649
YPL213W	0.584
YPL198W	0.562
YPL186C	0.552
YPL171C	0.557
YPL156C	0.635
YPL138C	0.606
YPL118W	0.503
YPL106C	0.405
YPL197C	0.573
YPL184C	0.590
YPL170W	0.576
YPL155C	0.557
YPL136W	0.608
YPL116W	0.563
YPL105C	0.549
YPL212C	0.608
YPL196W	0.562
YPL181W	0.602
YPL168W	0.560
YPL154C	0.625
YPL135W	0.582
YPL115C	0.583
YPL104W	0.526
YPL208W	0.567
YPL195W	0.544
YPL182C	0.601
YPL167C	0.573
YPL152W	0.583
YPL133C	0.580
YPL114W	0.581
YPL103C	0.574
YPL207W	0.566
YPL180W	0.805
YPL166W	0.705
YPL150W	0.697
YPL130W	0.675
YPL113C	0.568
YPL101W	0.500
YOL019W	0.650
YOL033W	0.474
YOL048C	0.639
YOL059W	0.321
YOL075C	0.645
YPL271W	0.274
YPL257W	0.641
YPL240C	0.634
YOL020W	0.639
YOL035C	0.638
YOL049W	0.579
YOL060C	0.607
YOL076W	0.098
YPL270W	0.606
YPL256C	0.581
YOL023W	0.625
YOL036W	0.603
YOL050C	0.689
YOL061W	0.575
YOL079W	0.608
YPL269W	0.615
