ORF	hap a | growth (culture turbidity) | butan-1-ol [1% v/v] | Gonzalez~Daran JM, 2013
YJR153W	0.571
YDL211C	0.582
YDL227C	0.534
YDL241W	0.553
YDR011W	0.488
YJR107W	0.475
YJR126C	0.531
YKL005C	0.515
YDL191W	0.580
YDL213C	0.511
YDL229W	0.495
YDL242W	0.543
YDR014W	0.475
YJR109C	0.335
YJR131W	0.495
YKL030W	0.463
YDL192W	0.448
YDL214C	0.484
YDL230W	0.501
YDL243C	0.481
YDR015C	0.519
YJR113C	0.522
YJR133W	0.472
YLR146C	0.506
YDL197C	0.481
YDL215C	0.500
YDL231C	0.530
YDR001C	0.524
YDR017C	0.689
YJR116W	0.485
YJR134C	0.485
YLR343W	0.455
YDL198C	0.404
YDL216C	0.587
YDL232W	0.624
YDR003W	0.511
YDR018C	0.590
YJR117W	0.601
YJR139C	0.603
YML067C	0.473
YDL199C	0.472
YDL218W	0.498
YDL233W	0.589
YDR004W	0.582
YDR019C	0.468
YJR118C	0.541
YJR140C	0.504
YML068W	0.516
YDL200C	0.484
YDL219W	0.508
YDL234C	0.519
YDR005C	0.539
YDR020C	0.581
YJR119C	0.453
YJR142W	0.494
YML072C	0.532
YDL201W	0.497
YDL222C	0.500
YDL236W	0.577
YDR006C	0.473
YDR022C	0.581
YJR120W	0.519
YJR144W	0.515
YMR136W	0.539
YDL203C	0.481
YDL223C	0.512
YDL237W	0.507
YDR008C	0.272
YDR024W	0.576
YJR121W	0.504
YJR145C	0.623
YMR172W	0.511
YDL204W	0.584
YDL224C	0.524
YDL238C	0.518
YDR009W	0.626
YDR025W	0.591
YLR262C-A	0.543
YLR435W	0.654
YLR450W	0.534
YNR058W	0.624
YAL047C	0.633
YGL199C	0.567
YJR080C	0.544
YLR422W	0.655
YLR436C	0.514
YLR452C	0.612
YMR158C-B	0.589
YNR059W	0.584
YAL054C	0.618
YGL214W	0.472
YLR423C	0.515
YLR437C	0.514
YLR453C	0.560
YMR169C	0.594
YNR060W	0.605
YAL058C-A	0.645
YGL217C	0.574
YJR084W	0.628
YLR425W	0.462
YLR438W	0.500
YLR454W	0.536
YMR174C	0.584
YNR061C	0.539
YAR050W	0.605
YGL235W	0.584
YJR087W	0.620
YLR426W	0.469
YLR441C	0.462
YLR456W	0.477
YMR175W	0.580
YNR062C	0.588
YGR011W	0.535
YJR091C	0.620
YLR427W	0.508
YLR443W	0.504
YLR460C	0.495
YMR194C-A	0.538
YNR063W	0.479
YCL022C	0.541
YGR018C	0.573
YJR094C	0.611
YLR428C	0.516
YLR444C	0.444
YLR461W	0.502
YMR326C	0.525
YNR064C	0.464
YCL023C	0.519
YGR022C	0.566
YJR094W-A	0.622
YLR429W	0.498
YLR445W	0.479
YML009C	0.484
YNR032C-A	0.443
YNR065C	0.487
YGR025W	0.587
YJR095W	0.526
YLR431C	0.490
YLR446W	0.481
YML010C-B	0.473
YNR050C	0.566
YNR066C	0.479
YCL058C	0.331
YJR069C	0.498
YJR096W	0.572
YLR432W	0.484
YLR447C	0.545
YML021C	0.479
YNR051C	0.137
YNR067C	0.478
YCL074W	0.477
YJR070C	0.368
YJR097W	0.461
YLR433C	0.440
YLR448W	0.458
YML081C-A	0.496
YNR056C	0.564
YNR068C	0.506
YCL075W	0.544
YJR074W	0.531
YJR098C	0.611
YLR434C	0.480
YLR449W	0.580
YMR060C	0.527
YNR057C	0.619
YAL012W	18.386
YCL076W	0.619
YJR077C	0.620
YJR099W	0.796
YJL056C	0.781
YJL038C	0.490
YHL002W	0.549
YHR059W	0.645
YOL158C	0.611
YJR092W	0.674
YJR135C	0.679
YKR092C	0.752
YJL055W	0.484
YJL037W	0.499
YHL011C	0.489
YHR067W	0.470
YOL159C	0.518
YJR102C	0.510
YJR137C	0.546
YJL053W	0.500
YJL036W	0.547
YHL039W	0.499
YHR127W	0.539
YOL160W	0.525
YJR103W	0.527
YJR146W	0.542
YKR093W	0.553
YJL052W	0.527
YJL030W	0.481
YHR003C	0.598
YHR131C	0.518
YOL162W	0.521
YJR105W	0.513
YJR147W	0.526
YKR097W	0.499
YJL051W	0.474
YEL012W	0.557
YHR004C	0.524
YHR180W	0.495
YOL163W	0.513
YJR108W	0.511
YJR149W	0.525
YKR098C	0.492
YJL049W	0.545
YER031C	0.534
YHR006W	0.503
YHR185C	0.501
YJR073C	0.456
YJR110W	0.521
YJR152W	0.396
YKR099W	0.717
YJL048C	0.520
YER046W	0.498
YHR008C	0.503
YHR194W	0.454
YJR075W	0.492
YJR111C	0.427
YJR154W	0.502
YKR100C	0.587
YJL047C	0.581
YER063W	0.491
YHR009C	0.494
YLL007C	0.521
YJR078W	0.538
YJR115W	0.515
YKR087C	0.515
YKR101W	0.501
YJL046W	0.435
YER066W	0.511
YHR025W	1.217
YMR154C	0.476
YJR079W	0.514
YJR127C	0.438
YKR088C	0.533
YKR103W	0.523
YJL045W	0.508
YGR188C	0.487
YHR026W	0.100
YNL274C	0.492
YJR082C	0.516
YJR128W	0.483
YKR089C	0.469
YKR104W	0.514
YJL044C	0.485
YGR201C	0.474
YHR041C	0.572
YOL141W	0.499
YJR083C	0.492
YJR129C	0.510
YKR090W	0.526
YKR105C	0.585
YJL043W	0.493
YGR204W	1.071
YOL150C	0.643
YJR088C	0.636
YJR130C	0.629
YKR091W	0.582
YLL018C-A	0.504
YPR030W	0.536
YPR051W	0.615
YPR066W	0.522
YPR084W	0.536
YPR101W	0.076
YJL115W	0.715
YJL093C	0.618
YJL068C	0.661
YPR032W	0.649
YPR052C	0.565
YPR068C	0.513
YPR087W	0.551
YJL127C	0.588
YJL112W	0.635
YJL092W	0.613
YPR036W	0.569
YPR053C	0.566
YPR069C	0.589
YPR089W	0.606
YJL126W	0.588
YJL110C	0.583
YJL089W	0.590
YJL067W	0.662
YPR038W	0.518
YPR054W	0.562
YPR070W	0.619
YPR090W	0.581
YJL124C	0.507
YJL108C	0.576
YJL088W	0.608
YJL066C	0.625
YPR039W	0.533
YPR057W	0.599
YPR071W	0.573
YPR092W	0.569
YJL123C	0.611
YJL107C	0.561
YJL084C	0.589
YJL064W	0.614
YPR040W	0.672
YPR058W	0.593
YPR073C	0.577
YPR093C	0.587
YJL122W	0.551
YJL106W	0.553
YJL083W	0.573
YJL065C	0.611
YPR042C	0.517
YPR059C	0.612
YPR074C	0.660
YPR095C	0.501
YJL120W	0.616
YJL102W	0.476
YJL082W	0.570
YJL063C	0.477
YPR044C	0.538
YPR060C	0.469
YPR075C	0.549
YPR096C	0.526
YJL121C	0.646
YJL100W	0.581
YJL080C	0.518
YJL062W	0.596
YPR045C	0.535
YPR061C	0.639
YPR076W	0.624
YPR097W	0.466
YJL118W	0.585
YJL099W	0.567
YJL079C	0.531
YJL060W	0.595
YPR046W	0.493
YPR062W	0.588
YPR077C	0.608
YPR098C	0.503
YJL119C	0.583
YJL098W	0.624
YJL077C	0.597
YJL059W	0.531
YPR047W	0.431
YPR063C	0.534
YPR099C	0.649
YJL117W	0.543
YJL096W	0.466
YJL073W	0.559
YJL058C	0.666
YPR049C	0.091
YPR065W	0.743
YPR079W	0.714
YPR100W	0.662
YJL116C	0.724
YJL095W	0.622
YJL071W	0.562
YJL057C	0.651
YMR316C-A	0.460
YOL016C	0.562
YML095C-A	0.551
YML106W	0.626
YML122C	0.514
YMR103C	0.555
YMR121C	0.533
YPR006C	0.460
YMR316C-B	0.474
YOR096W	0.511
YML096W	0.541
YML107C	0.543
YML123C	0.599
YMR105C	0.557
YMR122C	0.464
YMR316W	0.544
YML097C	0.548
YML108W	0.526
YML124C	0.502
YMR106C	0.554
YMR123W	0.548
YPR009W	0.569
YMR317W	0.560
YOR317W	0.467
YML099C	0.569
YML109W	0.552
YML128C	0.548
YMR107W	0.494
YMR124W	0.375
YPR012W	0.529
YMR318C	0.480
YPL132W	0.482
YML100W	0.515
YML113W	0.539
YML131W	0.516
YMR109W	0.531
YMR125W	0.535
YPR014C	0.539
YMR319C	0.524
YPL134C	0.569
YML100W-A	0.533
YML116W	0.494
YMR004W	0.478
YMR110C	0.524
YMR126C	0.544
YPR015C	0.535
YMR320W	0.522
YML070W	0.580
YML101C	0.557
YML117W	0.535
YMR095C	0.556
YMR111C	0.582
YMR127C	0.548
YPR017C	0.572
YNL250W	0.564
YML071C	0.534
YML102C-A	0.548
YML117W-A	0.527
YMR096W	0.564
YMR114C	0.573
YMR129W	0.555
YPR018W	0.528
YNL252C	0.464
YML074C	0.571
YML102W	0.505
YML118W	0.487
YMR099C	0.530
YMR115W	0.554
YMR130W	0.511
YPR020W	0.582
YNL279W	0.477
YML090W	0.545
YML119W	0.511
YMR100W	0.475
YMR116C	0.573
YMR132C	0.530
YPR027C	0.601
YNL300W	0.499
YML094W	0.576
YML103C	0.631
YML120C	0.550
YMR101C	0.505
YMR119W-A	0.495
YMR133W	0.580
YPR028W	0.630
YNL316C	0.317
YML095C	0.546
YML104C	0.560
YML121W	0.546
YMR102C	0.529
YMR120C	0.595
YMR135C	0.641
YPR029C	0.558
YOL095C	0.529
YOL109W	0.580
YOL122C	0.499
YDR424C	0.458
YER097W	0.498
YHR162W	0.360
YLR032W	0.494
YMR158W	0.509
YOL096C	0.531
YOL110W	0.574
YOL124C	0.548
YEL011W	0.553
YER098W	0.508
YHR168W	0.363
YLR034C	0.513
YOL098C	0.505
YOL111C	0.517
YOL126C	0.570
YER064C	0.545
YGR134W	0.540
YHR181W	0.570
YLR035C	0.514
YMR171C	0.564
YOL099C	0.567
YOL112W	0.578
YOL128C	0.545
YER077C	0.520
YGR210C	0.538
YHR191C	0.544
YLR036C	0.482
YMR181C	0.565
YOL100W	0.453
YOL113W	0.550
YOL129W	0.498
YER078C	0.479
YHL024W	0.538
YHR193C	0.401
YLR037C	0.517
YMR209C	0.536
YOL101C	0.535
YOL114C	0.507
YOL131W	0.531
YER088C	0.565
YHL025W	0.436
YLL030C	0.428
YLR038C	0.482
YMR271C	0.533
YOL103W	0.561
YOL115W	0.557
YOL132W	0.491
YER090W	0.105
YHR016C	0.529
YLL044W	0.494
YLR039C	0.465
YMR279C	0.534
YOL104C	0.489
YOL116W	0.534
YOL136C	0.533
YER091C	0.523
YHR017W	0.475
YLL048C	0.542
YLR040C	0.529
YMR306W	0.540
YOL105C	0.448
YOL117W	0.556
YER092W	0.537
YHR032W	0.556
YLL049W	0.458
YLR041W	0.486
YMR311C	0.479
YOL106W	0.512
YOL118C	0.548
YOL137W	0.509
YER093C-A	0.479
YHR045W	0.496
YLL059C	0.487
YLR050C	0.483
YMR312W	0.385
YOL107W	0.466
YOL119C	0.475
YOL138C	0.521
YER095W	0.611
YHR064C	0.463
YLR030W	0.457
YLR052W	0.480
YMR313C	0.565
YOL108C	0.407
YOL121C	0.538
YBR232C	0.542
YER096W	0.550
YHR140W	0.473
YLR031W	0.498
YMR142C	0.320
YMR315W	0.587
YGR281W	0.669
YIL009C-A	0.697
YIR029W	0.523
YKL162C-A	0.532
YKR078W	0.550
YMR072W	0.449
YMR086C-A	0.525
YNR074C	0.732
YGR282C	0.674
YIR017C	0.520
YIR031C	0.567
YKR035W-A	0.531
YKR080W	0.601
YMR073C	0.611
YMR086W	0.541
YGR283C	0.556
YIR018W	0.547
YIR033W	0.476
YKR066C	0.529
YKR082W	0.600
YMR075C-A	0.630
YMR087W	0.615
YNR075W	0.767
YGR284C	0.541
YIR019C	0.517
YIR034C	0.374
YKR067W	0.585
YKR084C	0.505
YMR075W	0.651
YMR088C	0.518
YOL013W-A	0.664
YGR285C	0.477
YIR020C	0.550
YIR035C	0.562
YKR069W	0.523
YMR062C	0.689
YMR077C	0.541
YMR089C	0.463
YOL086C	0.623
YGR286C	0.512
YIR020W-B	0.526
YIR036C	0.496
YKR070W	0.490
YMR063W	0.519
YMR078C	0.558
YMR090W	0.561
YOL087C	0.686
YGR287C	0.497
YIR021W	0.586
YIR037W	0.530
YKR072C	0.601
YMR065W	0.506
YMR080C	0.545
YMR091C	0.386
YOL088C	0.620
YGR288W	0.490
YIR024C	0.498
YKR073C	0.574
YMR067C	0.470
YMR081C	0.516
YMR092C	0.527
YOL089C	0.600
YGR290W	0.489
YIR025W	0.532
YIR038C	0.532
YKR074W	0.521
YMR068W	0.517
YMR082C	0.521
YNR070W	0.489
YOL090W	0.573
YHR021W-A	0.498
YIR026C	0.516
YIR039C	0.486
YKR075C	0.494
YMR069W	0.506
YMR083W	0.589
YNR071C	0.501
YOL091W	0.559
YHR039C-B	0.653
YIR027C	0.539
YIR042C	0.508
YKR076W	0.602
YMR070W	0.575
YMR084W	0.417
YNR072W	0.500
YOL092W	0.664
YHR079C-B	0.539
YIR028W	0.649
YKL033W-A	0.658
YKR077W	0.622
YMR071C	0.789
YMR085W	0.657
YNR073C	0.562
YOL093W	0.623
YIL076W	0.073
YIL006W	0.569
YIL059C	0.521
YFL015C	0.521
YFL035C-B	0.545
YFL052W	0.526
YFR014C	0.562
YGR256W	0.635
YIL077C	0.597
YIL007C	0.558
YIL060W	0.524
YFL020C	0.574
YFL036W	0.484
YFL053W	0.529
YFR015C	0.525
YIL079C	0.473
YIL008W	0.570
YIL067C	0.585
YFL021W	0.579
YFL040W	0.577
YFL054C	0.544
YFR016C	0.574
YGR259C	0.648
YIL084C	0.430
YIL009W	0.436
YIL069C	0.689
YFL023W	0.361
YFL041W	0.578
YFL055W	0.582
YFR017C	0.516
YGR260W	0.603
YIL086C	0.511
YIL010W	0.518
YIL070C	0.564
YFL025C	0.547
YFL043C	0.575
YFL056C	0.572
YFR018C	0.511
YGR261C	0.573
YIL087C	0.527
YIL015C-A	0.556
YIL071C	0.564
YFL026W	0.573
YFL044C	0.533
YFR001W	0.562
YFR020W	0.580
YGR263C	0.600
YIL088C	0.562
YIL038C	0.526
YFL027C	0.551
YFL046W	0.526
YFR006W	0.510
YFR021W	0.570
YGR266W	0.586
YIL090W	0.603
YIL042C	0.549
YIL074C	0.490
YFL028C	0.573
YFL047W	0.534
YFR007W	0.509
YFR022W	0.559
YGR268C	0.564
YIL093C	0.552
YIL047C	0.457
YIL089W	0.575
YFL030W	0.533
YFL048C	0.559
YFR008W	0.545
YFR023W	0.529
YGR269W	0.597
YIL095W	0.597
YIL052C	0.417
YFL031W	0.484
YFL049W	0.467
YFR009W	0.585
YFR024C-A	0.518
YGR270W	0.715
YIL096C	0.533
YIL054W	0.459
YFL006W	0.508
YFL032W	0.576
YFL050C	0.513
YFR010W	0.468
YFR026C	0.525
YGR275W	0.618
YIL097W	0.434
YIL055C	0.524
YFL011W	0.619
YFL034W	0.624
YFL051C	0.603
YFR012W	0.507
YFR031C-A	0.528
YGR279C	0.635
YDR260C	0.548
YDR274C	0.608
YDR289C	0.691
YDR307W	0.556
YDR321W	0.603
YIL002C	0.612
YIL025C	0.599
YIL043C	0.596
YDR261C	0.593
YDR275W	0.603
YDR290W	0.647
YDR309C	0.579
YDR322W	0.537
YIL005W	0.558
YIL027C	0.644
YDR262W	0.586
YDR276C	0.385
YDR291W	0.644
YDR310C	0.568
YDR323C	0.501
YIL011W	0.578
YIL028W	0.574
YIL044C	0.696
YDR263C	0.604
YDR277C	0.666
YDR293C	0.516
YDR312W	0.620
YDR329C	0.517
YIL012W	0.562
YIL029C	0.571
YIL045W	0.664
YDR264C	0.623
YDR278C	0.656
YDR294C	0.653
YDR313C	0.656
YDR330W	0.565
YIL013C	0.585
YIL032C	0.596
YIL049W	0.632
YDR265W	0.501
YDR279W	0.610
YDR314C	0.608
YDR332W	0.592
YIL014W	0.597
YIL034C	0.549
YIL050W	0.600
YDR266C	0.580
YDR281C	0.559
YDR295C	0.436
YDR315C	0.479
YDR333C	0.598
YIL015W	0.579
YIL035C	0.618
YIL053W	0.565
YDR269C	0.588
YDR282C	0.575
YDR297W	0.587
YDR316W	0.537
YDR334W	0.609
YIL016W	0.573
YIL036W	0.574
YIL057C	0.621
YDR270W	0.591
YDR284C	0.563
YDR298C	0.628
YDR317W	0.573
YDR335W	0.533
YIL017C	0.548
YIL037C	0.553
YIL064W	0.547
YDR271C	0.598
YDR285W	0.551
YDR304C	0.583
YDR318W	0.550
YDR336W	0.574
YIL020C	0.560
YIL039W	0.556
YIL065C	0.611
YDR272W	0.571
YDR286C	0.564
YDR305C	0.567
YDR319C	0.582
YDR337W	0.544
YIL023C	0.549
YIL040W	0.561
YIL072W	0.641
YDR273W	0.616
YDR287W	0.617
YDR306C	0.607
YDR320C	0.425
YIL001W	0.657
YIL024C	0.635
YIL041W	0.605
YIL073C	0.655
YNL177C	0.498
YNL162W	0.647
YKL200C	0.523
YKL218C	0.512
YKR015C	0.576
YKR035C	0.462
YKR055W	0.587
YDR249C	0.581
YNL176C	0.512
YNL160W	0.507
YKL205W	0.541
YKL221W	0.521
YKR016W	0.638
YKR042W	0.561
YKR056W	0.638
YNL175C	0.570
YNL159C	0.550
YKL206C	0.482
YKL222C	0.552
YKR017C	0.593
YKR043C	0.569
YKR057W	0.525
YDR250C	0.630
YNL173C	0.540
YNL157W	0.550
YKL207W	0.525
YKR001C	0.512
YKR018C	0.568
YKR044W	0.552
YKR058W	0.560
YDR251W	0.585
YNL170W	0.492
YNL156C	0.533
YKR003W	0.534
YKR020W	0.550
YKR045C	0.560
YKR059W	0.558
YDR252W	0.586
YNL171C	0.072
YNL155W	0.536
YKL208W	0.491
YKR005C	0.523
YKR021W	0.608
YKR047W	0.513
YKR060W	0.525
YDR253C	0.592
YNL169C	0.581
YNL154C	0.489
YKL211C	0.252
YKR007W	0.396
YKR024C	0.446
YKR048C	0.536
YKR061W	0.510
YDR254W	0.609
YNL168C	0.529
YNL148C	0.572
YKL212W	0.553
YKR009C	0.498
YKR026C	0.481
YKR049C	0.531
YKR064W	0.513
YDR255C	0.602
YNL167C	0.652
YKL191W	0.499
YKL213C	0.540
YKR011C	0.513
YKR030W	0.513
YKR050W	0.549
YKR065C	0.477
YDR256C	0.602
YNL166C	0.495
YKL197C	0.494
YKL214C	0.510
YKR012C	0.495
YKR031C	0.507
YKR051W	0.551
YDR244W	0.493
YDR257C	0.619
YNL165W	0.542
YKL198C	0.518
YKL216W	0.474
YKR013W	0.503
YKR032W	0.506
YKR052C	0.503
YDR247W	0.516
YDR258C	0.699
YNL164C	0.519
YKL199C	0.601
YKL217W	0.498
YKR014C	0.508
YKR033C	0.588
YKR054C	0.465
YDR248C	0.524
YDR259C	0.623
YPL194W	0.621
YGL045W	0.567
YGL062W	0.666
YGL080W	0.499
YNL242W	0.627
YNL228W	0.584
YNL211C	0.636
YNL196C	0.581
YGL031C	0.546
YGL046W	0.608
YGL063W	0.596
YGL081W	0.222
YNL241C	0.595
YNL226W	0.577
YNL208W	0.690
YGL032C	0.548
YGL049C	0.563
YGL064C	0.331
YGL082W	0.570
YNL239W	0.586
YNL227C	0.565
YNL206C	0.593
YNL195C	0.582
YGL033W	0.492
YGL050W	0.539
YGL083W	0.574
YNL238W	0.614
YNL224C	0.608
YNL205C	0.572
YNL194C	0.654
YGL034C	0.565
YGL051W	0.550
YGL066W	0.596
YGL084C	0.556
YNL237W	0.547
YNL223W	0.560
YNL204C	0.577
YNL193W	0.575
YGL035C	0.546
YGL053W	0.556
YGL067W	0.547
YGL085W	0.570
YNL236W	0.648
YNL219C	0.573
YNL202W	0.563
YNL192W	0.618
YGL036W	0.587
YGL054C	0.642
YGL071W	0.539
YGL086W	0.570
YNL235C	0.620
YNL218W	0.950
YNL203C	0.578
YNL191W	0.585
YGL037C	0.575
YGL056C	0.560
YGL072C	0.299
YGL087C	0.539
YNL234W	0.569
YNL217W	0.559
YNL201C	0.593
YNL190W	0.587
YGL039W	0.569
YGL057C	0.558
YGL076C	0.637
YGL089C	0.574
YNL233W	0.574
YNL215W	0.650
YNL200C	0.553
YNL187W	0.568
YGL041C	0.586
YGL058W	0.588
YGL077C	0.593
YGL090W	0.552
YNL231C	0.582
YNL214W	0.565
YNL199C	0.137
YNL184C	0.634
YGL042C	0.414
YGL059W	0.559
YGL078C	0.533
YGL094C	0.527
YNL230C	0.580
YNL213C	0.386
YNL198C	0.165
YNL183C	0.674
YGL043W	0.266
YGL060W	0.609
YGL079W	0.539
YGL096W	0.565
YNL229C	0.663
YNL212W	0.580
YNL197C	0.548
YNL179C	0.738
YBL016W	0.575
YBL037W	0.568
YBL051C	0.535
YBL063W	0.583
YBL079W	0.615
YPL158C	0.572
YGL015C	0.574
YBL003C	0.537
YBL017C	0.541
YBL038W	0.473
YBL052C	0.571
YBL064C	0.670
YBL080C	0.482
YBL094C	0.230
YBL005W	0.560
YBL019W	0.554
YBL053W	0.535
YBL065W	0.649
YBL081W	0.603
YGL002W	0.664
YGL016W	0.608
YBL006C	0.595
YBL021C	0.555
YBL039C	0.539
YBL054W	0.588
YBL066C	0.606
YBL082C	0.605
YGL003C	0.456
YGL017W	0.577
YBL007C	0.252
YBL022C	0.419
YBL042C	0.559
YBL055C	0.555
YBL067C	0.668
YBL083C	0.608
YGL004C	0.576
YGL019W	0.724
YBL008W	0.584
YBL024W	0.397
YBL043W	0.575
YBL056W	0.536
YBL068W	0.623
YBL085W	0.597
YGL005C	0.583
YGL021W	0.628
YBL009W	0.544
YBL027W	0.475
YBL044W	0.468
YBL057C	0.553
YBL069W	0.565
YBL086C	0.572
YGL006W	0.584
YGL023C	0.605
YBL010C	0.583
YBL028C	0.558
YBL045C	0.512
YBL058W	0.120
YBL070C	0.565
YBL087C	0.555
YGL007W	0.519
YGL024W	0.636
YBL011W	0.605
YBL029W	0.556
YBL046W	0.539
YBL059W	0.581
YBL071C	0.666
YBL088C	0.578
YGL010W	0.569
YGL025C	0.650
YBL012C	0.570
YBL031W	0.537
YBL047C	0.483
YBL060W	0.544
YBL072C	0.410
YBL089W	0.588
YGL012W	1.005
YGL026C	0.302
YBL013W	0.542
YBL032W	0.577
YBL048W	0.542
YBL061C	0.541
YBL075C	0.566
YBL090W	0.505
YGL013C	0.585
YGL027C	0.722
YBL015W	0.696
YBL036C	0.654
YBL049W	0.603
YBL062W	0.560
YBL078C	0.650
YBL091C	0.608
YGL014W	0.702
YGL028C	0.676
YPR164W	0.580
YPR189W	0.629
YCR090C	1.310
YDL130W-A	0.584
YER188W	0.581
YFR044C	0.638
YGR221C	0.585
YGR235C	0.588
YPR166C	0.581
YPR191W	0.555
YDR363W-A	0.574
YFL034C-A	0.556
YFR045W	0.582
YGR223C	0.531
YPR167C	0.567
YPR192W	0.562
YCR091W	0.563
YDR525W-A	0.533
YFR032C	0.563
YFR046C	0.589
YGR224W	0.067
YGR236C	0.654
YPR170C	0.100
YPR193C	0.579
YCR092C	0.531
YDR535C	0.537
YFR032C-A	0.554
YFR047C	0.635
YGR225W	0.574
YGR237C	0.657
YPR171W	0.092
YPR194C	0.534
YCR094W	0.567
YDR536W	0.574
YFR033C	0.627
YFR048W	0.540
YGR226C	0.414
YGR240C	0.641
YPR172W	0.523
YPR195C	0.571
YCR098C	0.475
YDR538W	0.562
YFR034C	0.557
YFR049W	0.553
YGR227W	0.557
YGR241C	0.640
YPR173C	0.580
YPR196W	0.738
YCR099C	0.598
YDR539W	0.539
YFR035C	0.558
YFR053C	0.552
YGR228W	0.577
YGR242W	0.625
YPR174C	0.581
YPR197C	0.502
YCR100C	0.586
YDR540C	0.409
YFR036W	0.563
YFR054C	0.555
YGR230W	0.569
YGR243W	0.596
YPR179C	0.557
YPR198W	0.562
YCR101C	0.556
YDR541C	0.596
YFR038W	0.559
YFR055W	0.555
YGR231C	0.551
YGR244C	0.614
YPR184W	0.682
YPR199C	0.540
YCR102C	0.559
YER039C-A	0.204
YFR040W	0.494
YFR056C	0.576
YGR232W	0.570
YGR247W	0.712
YPR185W	0.597
YPR200C	0.536
YCR105W	0.561
YER091C-A	0.616
YFR041C	0.562
YFR057W	0.513
YGR233C	0.623
YGR249W	0.256
YPR188C	0.630
YPR201W	0.639
YCR106W	0.621
YER144C	0.644
YFR043C	0.599
YGR220C	0.672
YGR234W	0.682
YBL001C	0.740
YPL066W	0.580
YPL052W	0.629
YPL018W	0.584
YPR002W	0.581
YPR120C	0.638
YPR132W	0.585
YPR150W	0.588
YPL065W	0.581
YPL051W	0.555
YPL035C	0.567
YPL015C	0.574
YPR003C	0.556
YPR121W	0.582
YPR134W	0.531
YPL064C	0.567
YPL049C	0.562
YPL033C	0.563
YPL014W	0.533
YPR004C	0.563
YPR122W	0.589
YPR135W	0.067
YPR152C	0.654
YPL062W	0.100
YPL048W	0.579
YPL032C	0.531
YPL013C	0.537
YPR005C	0.554
YPR123C	0.635
YPR138C	0.574
YPR153W	0.657
YPL061W	0.092
YPL047W	0.534
YPL030W	0.567
YPL009C	0.574
YPR106W	0.627
YPR124W	0.540
YPR139C	0.414
YPR154W	0.641
YPL060W	0.523
YPL046C	0.571
YPL029W	0.475
YPL008W	0.562
YPR109W	0.557
YPR125W	0.553
YPR140W	0.557
YPR155C	0.640
YPL058C	0.580
YPL042C	0.738
YPL026C	0.598
YPL006W	0.539
YPR111W	0.558
YPR126C	0.552
YPR141C	0.577
YPR156C	0.625
YPL057C	0.581
YPL041C	0.502
YPL025C	0.586
YPL005W	0.409
YPR114W	0.563
YPR127W	0.555
YPR145W	0.569
YPR157W	0.596
YPL056C	0.557
YPL040C	0.562
YPL023C	0.556
YPL003W	0.596
YPR115W	0.559
YPR128C	0.555
YPR146C	0.551
YPR158W	0.614
YPL055C	0.682
YPL039W	0.540
YPL022W	0.559
YPL002C	0.204
YPR116W	0.494
YPR129W	0.576
YPR147C	0.570
YPR159W	0.712
YPL054W	0.597
YPL038W	0.536
YPL021W	0.561
YPL001W	0.616
YPR117W	0.562
YPR130C	0.513
YPR148C	0.623
YPR160W	0.256
YPL053C	0.630
YPL037C	0.639
YPL019C	0.621
YPR001W	0.644
YPR119W	0.599
YPR149W	0.682
YPR163C	0.740
YGL215W	0.624
YGL228W	0.591
YGL244W	0.581
YGL258W	0.583
YGR010W	0.594
YGR023W	0.580
YPL079W	0.575
YGL200C	0.235
YGL216W	0.593
YGL229C	0.631
YGL246C	0.623
YGL259W	0.632
YGL202W	0.575
YGL230C	0.599
YGL248W	0.587
YGL260W	0.587
YGR012W	0.587
YGR026W	0.595
YGL203C	0.602
YGL231C	0.584
YGL249W	0.572
YGL261C	0.570
YGR014W	0.580
YPL091W	0.587
YPL077C	0.660
YGL205W	0.553
YGL220W	0.440
YGL232W	0.623
YGL250W	0.610
YGL262W	0.566
YGR015C	0.566
YPL090C	0.550
YPL074W	0.626
YGL208W	0.563
YGL221C	0.571
YGL234W	0.136
YGL251C	0.613
YGL263W	0.619
YGR016W	0.588
YPL089C	0.504
YPL072W	0.638
YGL209W	0.586
YGL222C	0.627
YGL252C	0.362
YGR001C	0.625
YGR017W	0.629
YPL088W	0.560
YPL073C	0.623
YGL210W	0.564
YGL224C	0.577
YGL236C	0.630
YGL253W	0.603
YGR003W	0.593
YPL087W	0.556
YPL071C	0.617
YGL211W	0.566
YGL226C-A	0.568
YGL237C	0.601
YGL254W	0.609
YGR004W	0.656
YGR019W	0.579
YPL086C	0.485
YPL070W	0.624
YGL212W	0.591
YGL226W	0.545
YGL241W	0.574
YGL255W	0.590
YGR006W	0.077
YGR020C	0.125
YPL084W	0.192
YPL069C	0.642
YGL213C	0.643
YGL227W	0.553
YGL242C	0.537
YGL256W	0.527
YGR007W	0.504
YGR021W	0.535
YPL081W	0.548
YPL068C	0.601
YGL243W	0.603
YGL257C	0.646
YGR008C	0.647
YPL080C	0.639
YPL067C	0.650
YLR292C	0.556
YLR309C	0.545
YDR148C	0.551
YDR161W	0.497
YDR181C	0.561
YDR199W	0.559
YDR217C	0.514
YDR231C	0.686
YLR294C	0.590
YLR311C	0.536
YDR149C	0.540
YDR162C	0.517
YDR183W	0.609
YDR200C	0.539
YDR218C	0.598
YLR295C	0.530
