orf	hap a | growth (culture turbidity) | butan-1-ol [1% v/v] | Gonzalez~Daran JM, 2013
YAL002W	0.33109207940090385
YAL004W	0.5082523391163163
YAL005C	0.5084693947899567
YAL007C	0.539060572423808
YAL008W	0.5508746988168768
YAL009W	0.5456520439753034
YAL010C	0.5334533347528453
YAL011W	0.5571390127901685
YAL012W	16.931785195936136
YAL013W	0.6455563096777257
YAL014C	0.5342088951205277
YAL015C	0.5318900628732173
YAL016C-B	0.6094369547977795
YAL016W	0.5455033351222879
YAL017W	0.5424171138481787
YAL018C	0.48343767325694864
YAL019W	0.4859812585130221
YAL020C	0.5522818699785227
YAL021C	0.07057195314175857
YAL022C	0.5298803285273568
YAL023C	0.5053669818681337
YAL024C	0.5643404822758084
YAL026C	0.5247100578891553
YAL027W	0.5497555876353604
YAL028W	0.5185145740212527
YAL029C	0.5454954701661328
YAL030W	0.5318131882207888
YAL031C	0.5519667419371616
YAL034C	0.4808291890601406
YAL035W	0.24378674337042364
YAL036C	0.535539780974608
YAL037C-A	0.6064585820683381
YAL037W	0.5566310146842666
YAL039C	0.5489111588505706
YAL040C	0.5250704534213321
YAL042C-A	0.5040324970226674
YAL042W	0.5156629776277267
YAL044C	0.48152693669519153
YAL045C	0.5611468977223997
YAL046C	0.5333394547434485
YAL047C	0.605924784648785
YAL048C	0.1884019363850203
YAL049C	0.5216526497385303
YAL051W	0.5494020280625844
YAL053W	0.5889419774765681
YAL054C	0.5717192268565615
YAL055W	0.5286837262346589
YAL056C-A	0.5898349587396848
YAL056W	0.5771985646736042
YAL058W	0.6141467265464846
YAL059W	0.5300075965010742
YAL060W	0.5710839161769028
YAL061W	0.5716116840781278
YAL062W	0.5765444828238044
YAL064C-A	0.5264232673267326
YAL065C	0.6130950421966375
YAL066W	0.6258657670351249
YAL067C	0.5560091534936484
YAL067W-A	0.5728095318383635
YAL068C	0.5882899267957454
YAR002C-A	0.550793466929225
YAR002W	0.5646747716780998
YAR003W	0.60884814801269
YAR014C	0.5663831156895281
YAR015W	0.46957039072908724
YAR018C	0.5467508491137658
YAR020C	0.6616045131598595
YAR023C	0.520751169673175
YAR027W	0.5047262743664298
YAR028W	0.5524010280550907
YAR029W	0.5498413287993635
YAR030C	0.496757641598456
YAR031W	0.5494573550309008
YAR035C-A	0.5804482974961502
YAR035W	0.533554726597102
YAR042W	0.512553946627002
YAR047C	0.5252195316196369
YAR050W	0.5509186032364034
YBL001C	0.7120064743626798
YBL002W	0.5022519704741648
YBL003C	0.5368030992083543
YBL005W	0.5711007789384699
YBL006C	0.5918446854100383
YBL007C	0.22452574525745259
YBL008W	0.5777041804661626
YBL008W-A	0.5467482065153475
YBL009W	0.545642271484968
YBL010C	0.5635345666991236
YBL011W	0.5898865960215652
YBL012C	0.5543106340154311
YBL013W	0.5306361951822113
YBL015W	0.6004630969609261
YBL016W	0.587169638250301
YBL017C	0.5478107086230029
YBL019W	0.5584257341294018
YBL021C	0.556318851342988
YBL022C	0.37153785280928514
YBL024W	0.3350861632032438
YBL025W	0.819623389494549
YBL027W	0.4916187594553707
YBL028C	0.5433883058470764
YBL029C-A	0.5972057778830215
YBL029W	0.536987282822855
YBL031W	0.529138951607982
YBL032W	0.562722893073891
YBL033C	0.5339933579798233
YBL036C	0.5914160583941606
YBL037W	0.5760805558826994
YBL038W	0.48051343442404887
YBL039C	0.5408350757143763
YBL039W-B	0.5976109823497949
YBL042C	0.5676443346711948
YBL043W	0.5588056803010074
YBL044W	0.4649371172713505
YBL045C	0.49598796389167504
YBL046W	0.5346589171000306
YBL047C	0.4611954687876597
YBL048W	0.5276611283549388
YBL049W	0.5744211686879823
YBL051C	0.58474990827932
YBL052C	0.5748682759465751
YBL053W	0.5441668186515898
YBL054W	0.5812324929971989
YBL055C	0.5584797111206317
YBL056W	0.5271876125315088
YBL057C	0.5413273368177951
YBL058W	0.13086287146437522
YBL059W	0.5587111877772302
YBL060W	0.5241000241604252
YBL061C	0.5331769235396739
YBL062W	0.5479543930248156
YBL063W	0.5944060010466942
YBL064C	0.6680775364985891
YBL065W	0.6229020870749985
YBL066C	0.5996898263027295
YBL067C	0.6398132631074934
YBL068W	0.6152127980682162
YBL069W	0.5525996112730807
YBL070C	0.546938775510204
YBL071C	0.6210095831044375
YBL071C-B	0.5806010928961749
YBL071W-A	0.4689345472440945
YBL072C	0.3006458493808142
YBL075C	0.5469849095172248
YBL078C	0.6010424070125563
YBL079W	0.6475
YBL080C	0.5014583192023333
YBL081W	0.5943019943019944
YBL082C	0.5985511811023622
YBL083C	0.603629417382999
YBL085W	0.5718946202142066
YBL086C	0.5566658542529856
YBL087C	0.5363716038562665
YBL088C	0.5644104134762634
YBL089W	0.5724960753532182
YBL090W	0.46169813847596086
YBL091C	0.5679829746985103
YBL091C-A	0.510055394990366
YBL093C	0.11719235281938022
YBL094C	0.23118857493857498
YBL095W	0.5642550185435922
YBL096C	0.5797381035893839
YBL098W	0.5917843388960206
YBL099W	0.5757941550190597
YBL100C	0.5528293403558353
YBL100W-C	0.5921838557369589
YBL101C	0.6215285880980165
YBL102W	0.6113542282672976
YBL103C	0.6754834184951407
YBL104C	0.5543165678737015
YBL106C	0.6403254569772626
YBL107C	0.6239810986414648
YBR001C	0.6660008225133658
YBR003W	0.5915319096407851
YBR005W	0.6389173205959287
YBR006W	0.6205098825551417
YBR007C	0.6244877336776512
YBR008C	0.6593340182510424
YBR009C	0.6452246217808061
YBR010W	0.651541095890411
YBR012C	0.6475100107156957
YBR013C	0.6754036843302251
YBR014C	0.6249259917110715
YBR015C	0.6889878302166816
YBR016W	0.5966075374783492
YBR018C	0.5820833825439944
YBR019C	0.5594771241830065
YBR020W	0.6157258459076306
YBR021W	0.568569919605657
YBR022W	0.5877738217367691
YBR023C	0.5628544717980679
YBR024W	0.578345336803244
YBR025C	0.5666605313209399
YBR026C	0.5140914143725888
YBR027C	0.6692591541300029
YBR028C	0.607329528386903
YBR030W	0.5780959798693908
YBR031W	0.5638651471984805
YBR032W	0.5749938529628719
YBR033W	0.57663171928974
YBR034C	0.5366637452527023
YBR035C	0.5393433430938882
YBR036C	0.5763676416595276
YBR037C	0.5546103896103896
YBR040W	0.5706456275596241
YBR041W	0.5937106163355939
YBR042C	0.6541744621141253
YBR043C	0.6174367601994833
YBR044C	0.6346188340807175
YBR045C	0.6065475834876636
YBR046C	0.592814016810702
YBR047W	0.5840119760479042
YBR048W	0.5843549691953451
YBR050C	0.5968171330533041
YBR051W	0.5980444762415786
YBR052C	0.5789909015715466
YBR053C	0.563573883161512
YBR054W	0.5927152317880795
YBR056W	0.5930479747199081
YBR056W-A	0.6163183136953048
YBR057C	0.5891035641425657
YBR058C	0.5381757161692436
YBR058C-A	0.6277372262773722
YBR059C	0.6340913138989492
YBR061C	0.5980285437832608
YBR062C	0.5428875236294896
YBR063C	0.6045268223133131
YBR064W	0.5855877423988509
YBR065C	0.5985211475894705
YBR066C	0.6147344443112337
YBR067C	0.6297392690424684
YBR068C	0.6029469658624375
YBR069C	0.605948630966804
YBR071W	0.5861413204968206
YBR072C-A	0.6211054696515116
YBR072W	0.6133883810085521
YBR073W	0.6293635111669958
YBR074W	0.6352758440591093
YBR076W	0.5955339456149829
YBR077C	0.5376323751891074
YBR078W	0.5859452984627671
YBR081C	0.29360091415512074
YBR082C	0.5941871026339691
YBR083W	0.6021576663452266
YBR084C-A	0.5779024600776866
YBR084W	0.6101238556812063
YBR085C-A	0.5800011882835244
YBR085W	0.5954235054510603
YBR089C-A	0.630126862914152
YBR090C	0.5764094507220979
YBR092C	0.6172999763983952
YBR093C	0.6062239934360897
YBR094W	0.6185843876820244
YBR095C	0.6773480002391344
YBR097W	0.08158220024721878
YBR098W	0.5937766282337766
YBR099C	0.610788828419353
YBR101C	0.5684593837535014
YBR103W	0.6064347402992336
YBR104W	0.5981382331467511
YBR105C	0.7589063794531897
YBR106W	0.6884996655111597
YBR107C	0.6052513966480447
YBR108W	0.5803146520351604
YBR111C	0.5830848010804119
YBR111W-A	0.5410427566299837
YBR112C	0.3213991392729603
YBR113W	0.587729850489775
YBR114W	0.6224833171733303
YBR115C	0.7040113933064324
YBR116C	0.6332609192773838
YBR119W	0.6796773813728955
YBR120C	0.6511802173098539
YBR121C	0.6639421380689168
YBR122C	0.06792400306214767
YBR125C	0.6155224950708013
YBR126C	0.6490685010031527
YBR127C	0.08792519141458517
YBR128C	0.6059258368892362
YBR129C	0.6320839044157083
YBR130C	0.6315662940257242
YBR131W	0.6516475729301996
YBR132C	0.11812456263121064
YBR133C	0.5171865686469302
YBR134W	0.5942184793645107
YBR137W	0.6043514744665547
YBR138C	0.6260790824026563
YBR139W	0.6333730631704412
YBR141C	0.6166666666666668
YBR144C	0.681913529891621
YBR145W	0.6465873512836569
YBR146W	0.5854181558255898
YBR147W	0.5946492947947631
YBR148W	0.630991384540711
YBR149W	0.6126649715461919
YBR150C	0.6728678565199697
YBR151W	0.621062215477997
YBR156C	0.6251361490983903
YBR157C	0.6096501809408926
YBR158W	0.591324200913242
YBR159W	0.5629704863185566
YBR161W	0.6851829705812006
YBR162C	0.6003283473184969
YBR162W-A	0.6017847517518116
YBR163W	0.5512254735555706
YBR164C	0.6327741162372679
YBR165W	0.6448620648114685
YBR166C	0.6246918034758554
YBR168W	0.6348578040314231
YBR169C	0.6252414681262074
YBR170C	0.5947273816656681
YBR171W	0.46620578976606386
YBR172C	0.593639151085192
YBR173C	0.3822729039782299
YBR174C	0.6155957161981258
YBR175W	0.6326950792670372
YBR176W	0.6117151656086984
YBR177C	0.6356194964653354
YBR178W	0.5539318885448917
YBR179C	0.15246423971256187
YBR180W	0.5571296581459809
YBR181C	0.5353032458295616
YBR182C	0.5439422665280411
YBR182C-A	0.5548896091982142
YBR183W	0.558487301489217
YBR184W	0.5464736680012319
YBR185C	0.5416797340525623
YBR186W	0.5594016565706516
