orf	hap a | mutation frequency (CanR) | ultraviolet light [50 J/m2] | Lis ET~Romesberg FE, 2008	hap a | mutation frequency (CanR) | standard [standard] | Lis ET~Romesberg FE, 2008
YAL010C	1.724363292759846	0.8637085373444445
YAL035W	5.684294925248165	2.2518115437908732
YAL047C	0.05875043077102131	0.3411648722510556
YAL054C	4.005711188933271	2.7947140529788097
YAL056C-A	5.722444555618957	1.246208032454127
YBL006C	0.05264648991169441	0.07711683369146825
YBL033C	0.04234608971158029	0.024677386781269843
YBL093C	0.03929411928191685	0.09870954712507937
YBL094C	2.624694569510562	0.10487889382039683
YBR026C	4.12016008004565	0.6292733629223809
YBR068C	3.5708054027062297	0.9192326576023016
YBR077C	4.3109082318996155	1.6780623011263494
YBR081C	0.025598401978802136	2.2826582772674606
YBR085W	0.02586544939139769	0.057621698134265084
YBR094W	5.531696403764993	0.9562487377742064
YBR098W	4.0629356344894605	1.6441308943021034
YBR099C	4.8068534267199245	1.0364502448133333
YBR133C	0.06370988271922441	0.06354427096176983
YBR191W	3.071045244848841	1.2030226055869049
YBR200W	0.7935123117124956	1.6657236077357145
YBR279W	0.08049572008237335	0.2424553251259762
YCL005W	0.016595089211294982	0.061693466953174604
YCL023C	3.9294119281916844	1.57935275400127
YCL058C	0.0785882385638337	0.08328618038678572
YCR002C	0.023462022678037733	0.1850804008595238
YCR020W-B	0.05646145294877372	0.28378994798460316
YCR028C	11.025243177159194	2.196287423533016
YCR037C	2.7009938302521483	1.1536678320243652
YCR047C	4.577955644495166	1.5423366738293651
YCR063W	0.25445803457318966	0.75266029682873
YCR066W	0.21783438941722835	2.467738678126984
YDL021W	0.05875043077102131	0.06724587897896031
YDL059C	8.2403201600913	1.2400386857588097
YDL073W	0.10910794286046815	0.0641612056313016
YDL116W	5.264648991169442	1.017942204727381
YDL144C	8.621816463799231	1.1043130584618253
YDL156W	3.4334667333713753	0.5108219063722856
YDL160C	0.0400571118893327	0.1850804008595238
YDL200C	4.768703796349132	1.1845145655009524
YDL201W	4.768703796349132	1.1598371787196828
YDL225W	0.21058595964677765	0.07033055232661906
YDR004W	4.082010449674857	13.572562729698413
YDR028C	4.158309710416443	2.985963800533651
YDR048C	4.768703796349132	1.55467536722
YDR092W	6.485437163034819	8.575391906491271
YDR123C	2.762033238845418	1.0056035113367463
YDR138W	0.06943232727484336	0.012338693390634922
YDR200C	0.030519704296634444	0.07033055232661906
YDR207C	7.324729031192266	1.9124974755484128
YDR226W	3.6509196264848955	6.231040162270636
YDR300C	0.0049213023178323045	4.941646702949286
YDR350C	2.9642262798106205	1.6040301407825397
YDR364C	4.883152687461511	9.747567778601587
YDR369C	6.409137902293233	
YDR386W	4.959451948203097	0.925402004297619
YDR462W	0.0774437496527099	0.11104824051571428
YDR470C	9.117761658619541	7.835070303053174
YDR495C	0.17968475904643527	0.4515961780972382
YDR500C	0.05073900839315476	0.07033055232661906
YDR512C	1.972335890170001	0.7156442166568253
YDR514C	0.000862181646379923	0.22209648103142857
YDR521W	4.654254905236753	2.1654406900564287
YDR532C	9.422958701585888	7.218135633521429
YEL007W	5.379097882281821	0.8575391906491271
YEL009C	0.1510725362683405	7.5266029682873015
YEL027W	6.294689011180854	20.48223102845397
YEL044W	0.03391502139963503	0.05601766799348254
YEL045C	0.10414849091226504	0.7403216034380952
YEL046C	0.0785882385638337	1.5423366738293651
YEL050C	3.8531126674500986	0.3997736658565714
YEL051W	5.340948251911027	9.562487377742064
YER014C-A	0.024186865655082795	0.13942723531417459
YER014W	0.12703826913474087	0.06909668298755557
YER016W	5.4935467733942005	0.9685874311648413
YER017C	0.06447287532664026	0.03948381885003175
YER037W	2.136379300764411	1.0672969782899207
YER070W	4.921302317832303	3.1710442013931748
YER083C	0.0762992607415861	0.05552412025785714
YER095W	8.850714246023989	14.066110465323812
YER110C	0.25445803457318966	0.06601200963989683
YER116C	3.4601714746309304	2.7762060128928567
YER142C	7.248429770450679	1.5978607940872223
YFR001W	4.959451948203097	5.311807504668334
YGL020C	1.850257072983463	0.8266924571725397
YGL033W	0.016404341059441014	0.14806432068761904
YGL058W	0.5073900839315477	0.6662894430942857
YGL072C	0.03246533544554489	0.01850804008595238
YGL087C	4.959451948203097	9.439100443835713
YGL095C	8.164020899349714	7.958457236959523
YGL101W	3.486876215890485	2.1345939565798413
YGL105W	4.387207492641201	1.3634256196651588
YGL135W	0.028802970929948754	0.08883859241257144
YGL136C	0.02990931021070176	0.10487889382039683
YGL163C	12.055283197170606	14.374577800089684
YGL206C	0.08392918681574472	1.9741909425015873
YGL214W	0.06638035684517993	0.0641612056313016
YGL217C	5.264648991169442	1.4312884333136506
YGL240W	4.463506753382787	2.5541095318614286
YGL246C	10.033352787518574	2.979794453838333
YGL261C	0.04921302317832304	0.10302808981180159
YGR055W	3.9294119281916844	1.2955628060166666
YGR056W	0.03391502139963503	0.061693466953174604
YGR063C	0.0412016008004565	0.030846733476587302
YGR064W	0.033190178422589964	0.08883859241257144
YGR104C	3.4945061419646435	3.0291492274008736
YGR130C	5.3027986215402345	1.0549582848992858
YGR155W	2.9298916124769065	1.6533849143450794
YGR167W	0.043490578622704085	0.11104824051571428
YGR180C	1.2284180979395365	23.258437041346827
YGR224W	3.795888221893909	1.0487889382039681
YGR255C	0.036318448112994985	0.06909668298755557
YGR262C	13.237921738665191	10.426195915086508
YGR271C-A	3.322832805296075	4.639348714878731
YHL011C	3.4601714746309304	1.2770547659307143
YHL025W	2.5445803457318967	1.0858050183758732
YHR060W	2.9108167972915098	2.1654406900564287
YHR064C	4.730554165978339	2.3505210909159526
YHR167W	5.340948251911027	1.0487889382039681
YHR183W	3.147344505590427	4.750396955394445
YHR191C	3.8531126674500986	2.3196743574393657
YHR193C	1.9532610749846044	0.05737492426645239
YIL009W	0.06943232727484336	0.08328618038678572
YIL011W	0.0400571118893327	0.08698778840397618
YIL012W	0.04082010449674856	0.07403216034380952
YIL047C	5.22649936079865	1.0117728580320635
YIL049W	3.540285698409595	1.098143711766508
YIL054W	0.10452998721597297	0.8328618038678572
YIL084C	0.018159224056497492	0.05330315544754287
YIL093C	0.08278469790462092	0.062310401622706346
YIL097W	0.03246533544554489	0.08760472307350795
YIL121W	0.0724842977045068	0.0629273362922381
YIL125W	0.020066705575037147	0.057621698134265084
YIL132C	6.828783836371957	7.4649095013341284
YIL139C	0.2460651158916152	1.0117728580320635
YIL154C	0.02460651158916152	0.030846733476587302
YIL155C	3.9294119281916844	0.75266029682873
YIL157C	0.051883497304278554	0.06539507497036509
YIL159W	0.026323244955847206	0.05071202983550953
YIR009W	0.019303712967621286	0.061693466953174604
YIR023W	5.98949196821451	1.1289904452430952
YJL006C	8.164020899349714	1.1968532588915872
YJL047C	5.340948251911027	1.351086926274524
YJL080C	0.11750086154204262	0.05552412025785714
YJL092W	0.8087721638608129	1.1289904452430952
YJL115W	3.5593605135949917	2.6898351591584126
YJL124C	2.624694569510562	0.9932648179461113
YJL127C	2.624694569510562	0.5311807504668333
YJL129C	8.278469790462092	4.731888915308493
YJL175W	1.850257072983463	1.3757643130557937
YJL179W	0.06943232727484336	0.0789676377000635
YJL180C	2.8612222778094787	5.262452731105794
YJL184W	0.10376699460855711	1.647215567649762
YJL188C	5.379097882281821	7.341522567427779
YJL189W	6.523586793405613	5.8608793605515865
