ORF	hap a | growth (colony size) | streptomycin [40 mg/ml] | Alamgir M~Golshani A, 2010	hap a | growth (colony size) | neomycin [5.5 mg/ml] | Alamgir M~Golshani A, 2010	hap a | growth (colony size) | amitrole [22 mg/ml] | Alamgir M~Golshani A, 2010	hap a | growth (colony size) | cycloheximide [45 ng/ml] | Alamgir M~Golshani A, 2010
YMR183C	-3.273	-11.593	3.788	29.208
YML029W	18.030	11.034	15.740	28.524
YMR184W	5.142	-0.000	-0.000	-0.000
YML028W	4.662	-22.806	0.099	-31.937
YMR186W	-3.957	-32.761	-9.732	-16.344
YML026C	7.069	-44.633	11.312	21.921
YMR187C	13.741	-12.594	-2.292	-31.225
YML024W	9.389	-51.388	30.338	-6.656
YMR188C	7.850	5.212	-21.405	-4.473
YML020W	16.050	5.083	-11.691	35.621
YMR189W	-2.305	11.307	-16.933	-22.591
YML019W	6.735	-42.292	1.677	-2.379
YMR190C	5.213	15.981	-13.048	-8.207
YML018C	5.436	4.227	-3.716	-2.952
YMR191W	-17.056	-2.945	-4.233	-16.452
YML017W	-10.676	-15.527	-14.158	-32.125
YMR192W	-22.597	19.629	2.164	3.954
YML016C	-10.480	6.668	-16.941	-36.549
YMR193W	-0.000	-0.000	-0.000	-0.000
YML014W	-4.455	-17.048	-29.459	-27.881
YMR194W	-9.758	8.546	-15.418	-2.730
YML013W	-4.900	13.871	-7.874	4.074
YLR303W	-0.595	-5.686	-11.723	-10.405
YLR176C	3.205	-2.017	41.173	-6.735
YLR304C	3.067	-0.000	-0.000	-0.000
YLR177W	9.815	-24.066	13.475	-3.874
YLR306W	4.226	-18.077	28.194	11.582
YLR178C	14.908	24.029	-2.879	11.541
YLR307W	16.654	-45.771	1.869	32.999
YLR179C	17.669	32.453	-8.190	6.512
YLR308W	-4.644	-29.720	10.533	17.695
YLR180W	5.294	-4.410	4.183	-16.679
YLR309C	4.394	-20.762	-3.245	-17.504
YLR181C	-1.739	-15.206	1.433	-5.850
YLR311C	8.563	13.753	18.121	17.362
YLR182W	2.675	-74.510	-37.371	-69.223
YLR312C	15.076	-1.973	10.023	-0.450
YLR183C	3.685	20.084	12.062	-9.733
YLR312W-A	-3.479	-0.000	-0.000	-0.000
YLR184W	3.636	-11.430	4.138	-24.539
YLR313C	-10.841	-1.141	4.261	11.264
YLR185W	-5.719	-0.548	0.959	-19.312
YLR315W	-13.558	8.986	-15.536	-46.446
YLR187W	-7.141	21.330	-12.701	-11.238
YLR318W	8.638	-11.345	-39.556	-24.491
YLR188W	-10.568	-3.816	-6.619	4.327
YMR167W	-15.092	-7.228	-14.768	-15.104
YLR414C	17.780	3.920	-23.098	-15.998
YMR169C	-2.290	14.733	-2.167	1.130
YLR415C	14.994	-18.644	9.738	13.020
YMR170C	-0.615	-23.272	-6.092	-24.832
YLR416C	-15.970	-19.465	-8.251	-48.088
YMR172C-A	11.089	-2.960	17.759	-2.946
YLR417W	2.207	-58.151	0.664	-13.174
YMR173W-A	-0.000	-0.000	6.614	-8.731
YLR418C	10.736	-8.688	-10.513	-34.144
YMR174C	2.139	-0.037	8.602	-14.195
YLR421C	7.214	3.557	8.146	-19.269
YMR175W	0.860	-4.893	0.791	-6.794
YML037C	-1.314	-4.876	15.468	2.366
YMR176W	12.407	2.893	-11.638	-19.246
YML035C	1.803	-5.187	-9.741	-0.899
YMR177W	-15.887	-18.943	-11.323	-24.544
YML034W	-2.341	29.805	-0.677	-5.905
YMR178W	-7.544	-19.388	-2.021	-10.692
YML035C-A	-11.200	-13.913	2.881	-3.838
YMR179W	6.523	16.356	17.673	0.949
YML033W	4.936	21.494	1.949	1.619
YMR180C	5.771	16.761	6.115	6.771
YML032C	-11.826	-1.615	-15.349	-9.821
YLR287C	-7.480	-17.278	-8.701	-11.900
YLR151C	-3.209	14.024	-10.245	15.889
YLR287C-A	11.543	-27.428	-5.982	-13.325
YLR152C	3.814	-28.500	-2.133	21.802
YLR288C	-3.032	-0.000	-0.000	-0.000
YLR154C	-2.795	4.434	-2.113	-5.601
YLR289W	5.541	2.065	17.170	-1.503
YLR164W	13.707	5.341	-11.931	14.707
YLR290C	8.998	-26.398	9.621	21.228
YLR165C	5.515	-8.298	-28.860	-24.317
YLR292C	7.124	-14.877	-3.591	0.129
YLR168C	11.433	-16.481	14.623	24.466
YLR294C	15.556	0.198	-3.705	3.001
YLR169W	-18.185	-9.648	-25.246	-32.096
YLR295C	3.054	-0.000	-0.000	-0.000
YLR170C	-3.490	-8.901	-12.240	-11.413
YLR296W	-1.158	-13.988	-1.524	24.206
YLR171W	-0.000	-0.000	-13.631	13.688
YLR297W	2.135	-25.690	-2.672	14.410
YLR172C	4.596	-13.581	0.731	14.628
YLR299W	-2.475	2.251	-2.124	0.306
YLR173W	13.134	20.836	3.419	18.940
YLR300W	0.925	45.101	-15.717	26.036
YLR174W	-10.849	5.314	-5.205	-7.371
YMR153W	-21.277	-4.828	-1.131	6.719
YLR399C	-26.481	-39.060	-10.861	-35.553
YMR153C-A	1.927	14.780	1.180	5.473
YLR400W	7.678	-18.781	14.749	-2.152
YMR155W	15.645	-20.842	7.634	-25.157
YLR401C	15.509	-2.344	6.878	4.657
YMR156C	4.773	-0.354	1.628	0.790
YLR402W	6.996	14.984	0.365	-21.729
YMR157C	-2.992	-5.504	4.233	-1.758
YLR403W	-0.000	-0.000	-0.000	-0.000
YMR158W-A	5.623	-13.544	4.499	-15.351
YLR404W	1.016	5.928	-2.525	-1.603
YMR159C	-0.000	-0.000	-14.129	-2.516
YLR405W	-0.893	-17.492	-9.879	17.626
YMR161W	-8.798	-13.540	6.480	-22.941
YLR407W	-2.278	-17.272	15.235	6.493
YMR162C	1.769	1.224	5.722	3.898
YLR408C	4.386	12.263	7.419	-10.788
YMR163C	-7.402	3.775	-18.366	-15.827
YLR410W	-5.376	-13.369	2.026	-4.983
YMR164C	-8.188	-23.155	-10.875	-28.013
YLR412W	-2.287	-6.629	-4.640	11.676
YMR166C	-33.888	-14.479	-31.397	-15.405
YLR413W	-7.112	5.113	0.725	-7.457
YLR269C	-11.862	3.793	23.624	4.205
YLR134W	-1.185	11.203	-6.883	-38.135
YLR270W	-4.928	-0.000	-0.000	-0.000
YLR135W	19.583	-24.252	19.100	9.982
YLR271W	11.827	26.583	-1.281	-18.840
YLR136C	10.274	-23.954	2.928	-14.352
YLR273C	-10.707	-10.654	-1.026	-4.579
YLR137W	7.203	-18.631	-0.705	17.260
YLR278C	4.090	15.392	14.662	1.417
YLR138W	9.581	-52.210	-21.948	12.348
YLR279W	9.596	-4.273	-2.214	4.807
YLR139C	3.054	-0.000	-0.000	-0.000
YLR280C	6.106	6.853	-4.710	-19.425
YLR142W	7.215	-1.332	5.681	3.840
YLR281C	10.006	3.299	20.786	21.878
YLR143W	7.439	-5.771	11.365	-18.496
YLR282C	3.469	2.903	22.598	0.004
YLR144C	1.018	-2.506	7.145	0.043
YLR283W	1.512	10.049	-1.456	8.697
YLR148W	3.396	-0.000	-0.000	-0.000
YLR284C	9.516	3.699	-8.735	16.494
YLR149C	-1.735	-14.666	2.028	-24.079
YLR285W	3.678	12.622	11.422	4.182
YLR150W	9.552	2.861	-20.674	-14.220
YMR042W	-14.444	-20.843	9.792	-16.940
YLR385C	19.386	-31.174	11.723	-13.112
YMR044W	5.731	-10.579	2.786	-6.024
YLR386W	4.246	-48.296	-26.029	-81.831
YMR140W	21.742	-21.201	-13.781	-13.183
YLR387C	9.561	-23.823	11.436	13.068
YMR141C	7.922	-3.022	3.936	2.811
YLR388W	7.977	-48.849	11.220	-20.368
YMR143W	22.926	-34.305	-11.049	-28.635
YLR389C	0.304	-11.105	14.109	23.287
YMR144W	-0.000	-0.000	-9.651	-27.168
YLR390W	5.551	-2.699	2.798	3.413
YMR145C	-0.942	-4.763	0.980	-28.618
YLR391W	-9.998	-32.628	26.605	-35.096
YMR147W	7.322	-15.378	-1.352	5.505
YLR392C	1.537	-12.145	25.634	-3.351
YMR148W	-4.455	-43.488	16.742	3.881
YLR393W	6.401	30.073	4.451	7.939
YMR151W	-0.000	-0.000	-0.000	-0.000
YLR395C	3.688	-12.271	1.978	-1.453
YMR150C	-0.049	-0.000	-0.000	-0.000
YLR396C	-0.577	-0.000	-0.000	-0.000
YMR152W	-3.415	-21.450	-14.559	-6.109
YLR398C	-16.423	0.083	3.627	-13.949
YLR255C	9.980	-6.803	6.482	6.704
YLR121C	3.459	-20.683	6.459	15.393
YLR257W	-11.148	-4.488	5.722	3.925
YLR122C	11.167	-12.521	-13.899	-42.512
YLR258W	9.132	-54.131	-9.244	0.307
YLR123C	11.231	-29.239	9.057	-9.026
YLR260W	-3.152	-0.000	-0.000	-0.000
YLR124W	7.559	-13.533	-13.726	-24.992
YLR261C	8.237	-57.443	-23.331	9.398
YLR125W	5.296	33.278	15.555	-2.584
YLR262C	5.876	-38.321	-21.259	13.348
YLR420W	-0.000	-0.000	-4.240	-14.187
YLR263W	6.958	-31.031	2.253	20.401
YLR451W	5.142	-7.934	-6.735	3.094
YLR264W	7.242	-24.022	7.688	5.690
YLR126C	-0.000	-0.000	-9.503	-8.936
YLR265C	10.007	-14.099	-3.199	11.861
YLR128W	-2.781	3.569	4.814	16.596
YLR266C	-7.545	-16.952	7.954	10.727
YLR130C	0.528	-2.947	-0.624	14.060
YLR267W	-1.875	-33.484	-23.845	-0.091
YLR131C	-25.452	-20.257	-24.530	-17.558
YLR268W	-5.646	-10.414	-41.453	0.384
YLR133W	4.851	1.932	-0.760	27.331
YMR029C	3.986	-18.056	-4.009	-0.285
YLR368W	5.581	-18.906	13.802	4.752
YMR030W	8.201	-13.262	10.955	-10.363
YLR369W	-2.955	-0.000	-0.000	-0.000
YMR031W-A	8.998	5.322	-15.089	-19.284
YLR371W	13.981	11.286	29.885	1.714
YMR031C	22.459	-3.597	-11.772	-35.019
YLR372W	-2.888	-101.201	-19.419	-36.192
YMR032W	7.944	-27.130	-20.594	-26.628
YLR373C	0.348	-22.356	12.970	-4.991
YMR034C	2.752	-1.508	35.831	5.206
YLR374C	5.158	-14.437	2.076	-4.566
YMR035W	8.119	-7.137	12.953	12.764
YLR375W	13.181	34.923	5.835	5.654
YMR036C	15.553	-1.745	14.413	21.429
YLR376C	12.203	-24.867	-2.735	6.569
YMR038C	-0.000	7.355	-20.400	-32.602
YLR377C	11.609	14.631	18.283	5.532
YMR039C	-2.287	-19.097	4.495	-8.223
YLR380W	4.999	-17.271	-10.099	-37.773
YMR040W	-1.114	-28.872	17.816	3.549
YLR381W	4.967	-18.154	2.428	11.054
YMR041C	-3.533	-20.082	0.198	-7.738
YLR384C	-6.011	-1.550	-19.456	2.933
YLR239C	5.162	-16.770	5.765	11.466
YLR102C	23.170	-1.563	30.538	21.944
YLR240W	-0.000	-0.000	-0.000	-0.000
YLR104W	10.201	13.389	28.635	-5.342
YLR241W	16.242	-1.901	26.169	4.599
YLR107W	19.695	-17.695	22.444	3.622
YLR242C	1.372	-42.445	27.463	-23.106
YLR108C	12.546	-4.978	54.873	8.046
YLR244C	-0.000	-0.000	-26.107	-28.405
YLR109W	4.933	3.749	10.520	-6.211
YLR247C	19.490	-0.668	23.661	-35.310
YLR111W	-0.000	-0.000	-0.679	-46.969
YLR248W	7.751	5.587	30.261	8.968
YLR112W	1.406	-18.614	30.672	-10.437
YLR250W	11.344	15.209	11.339	3.941
YLR113W	-0.000	-0.000	15.541	-15.245
YLR251W	7.849	17.105	19.773	4.898
YLR114C	2.923	2.327	10.732	-4.612
YLR252W	-0.000	-0.000	-2.887	-25.209
YLR118C	-4.324	-12.787	50.030	-7.505
YLR253W	1.491	-16.629	16.052	10.022
YLR119W	-4.080	-18.970	0.123	-26.175
YLR254C	8.036	1.501	47.424	20.278
YLR120C	0.211	17.939	8.503	23.187
YOR245C	-11.929	11.079	-1.524	-2.532
YOR109W	-0.663	18.841	25.072	51.050
YOR246C	3.790	-10.512	-9.603	-0.000
YOR111W	2.405	21.081	11.351	9.657
YOR247W	5.020	24.622	12.658	-0.000
YOR112W	4.992	10.670	14.295	-18.272
YOR251C	6.518	-48.284	17.229	-39.903
YOR113W	18.776	-3.365	15.333	-10.945
YOR252W	-19.547	40.895	16.121	5.305
YOR114W	17.662	18.721	4.316	-18.766
YOR253W	25.565	5.374	3.854	-27.625
YOR115C	16.564	25.864	2.489	13.170
YOR255W	22.920	11.946	4.573	-24.582
YOR118W	-6.758	23.291	-19.605	-43.583
YOR258W	27.598	28.594	11.325	-20.977
YOR120W	-11.704	29.057	23.432	-34.767
YOR263C	12.863	36.857	-13.328	-18.031
YOR121C	-12.640	11.572	-13.500	-0.000
YOR264W	-6.883	37.160	1.502	-35.502
YOR123C	-16.351	-0.306	6.336	-27.822
YOR277C	-24.375	14.889	-2.805	-41.197
YOR124C	-24.377	8.666	24.309	-26.610
YOR279C	-37.308	1.739	-22.226	-44.281
YOR126C	0.086	1.519	4.682	5.559
YNL157W	7.538	-2.733	-19.606	4.344
YNL297C	-14.582	-10.578	-18.025	-7.381
YNL156C	14.364	8.472	23.236	27.870
YNL295W	1.424	-10.784	17.421	4.010
YNL155W	7.038	2.215	26.812	10.176
YNL294C	4.508	-10.448	-41.635	-27.784
YNL154C	11.471	21.554	5.058	-4.159
YNL293W	-15.481	15.060	23.163	-16.582
YNL153C	1.831	17.142	28.767	5.052
YNL292W	-4.502	-5.895	7.484	-19.562
YNL148C	-13.485	18.044	3.096	-33.678
YNL291C	-6.242	-2.012	-1.218	-0.458
YOR001W	-9.539	7.506	-14.876	-5.499
YNL289W	-24.010	21.920	-1.426	-27.162
YOR002W	-23.247	13.247	0.758	-12.955
YNL288W	-12.017	-7.833	6.413	-43.864
YOR003W	-16.007	23.563	19.463	-22.613
YNL286W	2.046	6.306	21.947	-36.057
YOR005C	-25.140	0.656	-5.012	-25.046
YNL285W	2.467	1.329	5.709	-18.872
YOR006C	-16.929	4.830	-22.011	-16.203
YNL283C	-7.941	9.571	-12.929	-14.514
YOR007C	-22.834	-11.035	-2.583	-4.540
YNL281W	-16.896	-2.261	-10.495	-18.624
YOR230W	5.147	8.571	3.625	2.152
YOR092W	5.366	-14.641	28.027	18.231
YOR231W	3.510	-36.276	-13.303	15.317
YOR093C	17.274	12.371	8.278	-3.590
YOR233W	8.101	14.435	-10.044	-53.098
YOR094W	11.681	24.238	9.152	11.013
YOR234C	6.111	27.896	-1.026	-22.033
YOR097C	1.525	27.641	38.725	-6.514
YOR235W	8.728	-2.923	0.551	-0.000
YOR099W	-3.111	10.644	40.563	-15.161
YOR237W	-2.615	8.980	13.510	-19.756
YOR100C	-8.766	44.131	-1.192	-18.163
YOR238W	-9.127	7.878	24.368	-19.248
YOR101W	-10.132	33.568	21.559	3.535
YOR239W	-23.960	14.858	27.641	-1.936
YOR104W	-16.575	7.261	14.547	-1.624
YHR101C	-8.894	6.538	23.331	-62.135
YOR105W	-22.348	12.957	28.085	-24.337
YOR241W	-0.632	-0.000	4.314	3.269
YOR106W	-51.055	17.130	-23.576	-16.140
YOR242C	-11.734	25.255	5.251	2.589
YOR107W	-18.265	23.812	-1.650	4.774
YOR243C	-17.529	15.818	-17.210	13.184
YOR108W	-11.870	-4.675	-22.010	-7.327
YNL173C	4.131	-1.200	-13.177	23.137
YNL314W	20.148	-6.207	3.516	8.284
YNL170W	-3.744	-0.000	4.710	1.203
YNL311C	7.711	3.212	3.892	-27.110
YNL171C	-0.103	19.065	-39.172	-14.456
YNL309W	15.396	-11.645	1.276	-4.198
YNL169C	2.030	5.679	1.215	28.372
YNL307C	4.529	-0.511	-9.461	-20.433
YNL168C	1.170	12.051	26.397	-20.356
YNL305C	-13.389	-8.370	-16.035	-16.688
YNL167C	10.110	22.872	8.216	-16.725
YNL304W	4.702	4.854	-7.703	-10.805
YNL166C	4.182	30.835	17.407	-28.885
YNL303W	0.834	14.517	-6.547	-60.846
YNL165W	1.796	32.130	17.763	-32.452
YNL302C	-7.595	-18.284	20.185	-20.887
YNL164C	-3.940	-8.284	26.507	-15.295
YNL301C	7.377	20.610	8.928	-23.732
YNL162W	-1.722	0.255	18.324	-10.383
YNL299W	-14.613	-18.218	6.605	-8.367
YNL160W	-4.857	-0.000	10.141	0.013
YNL298W	-21.778	12.648	-22.837	-23.446
YNL159C	-27.060	22.871	-10.918	12.641
YNL296W	-14.227	-4.932	-8.253	16.987
YOR214C	13.390	-6.203	-8.528	1.541
YOR080W	32.443	-5.261	-3.076	-4.007
YOR215C	22.305	2.766	4.519	15.185
YOR081C	16.892	4.242	20.770	24.316
YOR216C	8.958	-6.876	-2.988	-0.000
YOR082C	6.668	-3.113	20.128	-10.150
YOR219C	23.480	10.989	-0.517	-0.000
YOR083W	1.329	-1.381	11.187	-22.323
YOR221C	3.216	-3.625	0.912	1.232
YOR084W	9.740	21.133	26.068	-3.121
YOR222W	0.216	-1.813	-1.731	-14.054
YOR085W	-0.841	-16.203	-5.123	-54.943
YOR223W	2.716	-10.937	18.220	-12.643
YOR086C	17.215	16.455	-7.354	-29.666
YOR225W	-0.264	13.658	11.778	-0.000
YOR087W	-8.078	23.923	7.452	12.188
YOR226C	-3.819	16.601	29.161	-3.653
YOR088W	9.956	15.759	5.316	-33.003
YOR227W	-10.360	24.951	-4.113	-19.162
YOR089C	-19.356	7.574	-5.711	-0.000
YOR228C	-1.971	-1.947	-2.837	8.289
YOR090C	-17.447	31.604	-15.480	16.653
YOR229W	-1.466	12.072	2.322	23.224
YOR091W	-1.782	10.148	1.647	-10.311
YNL194C	3.184	-0.922	-4.171	6.436
YNL329C	7.857	-3.808	-9.665	17.767
YNL193W	8.070	4.641	15.765	-22.548
YNL328C	9.940	-0.646	0.064	13.802
YNL192W	7.449	-16.834	-12.928	-12.652
YNL327W	24.706	-2.457	5.624	3.718
YNL191W	11.988	-8.172	3.965	5.014
YNL326C	30.048	4.610	9.562	-6.448
YNL190W	4.212	-4.232	-26.311	-27.514
YNL324W	16.647	-6.317	-9.407	-2.417
YNL187W	14.881	5.488	11.756	-8.214
YNL325C	32.303	5.518	12.282	-23.246
YNL184C	7.677	3.356	0.044	7.143
YNL323W	28.342	-11.006	15.418	-12.672
YNL183C	6.270	-1.879	4.639	-4.264
YNL322C	-31.143	8.324	-6.482	-8.217
YNL179C	-4.834	10.948	10.182	-0.000
YNL321W	-24.205	19.773	-0.558	-12.938
YNL177C	-1.563	-0.000	-11.541	-21.526
YNL320W	-26.894	33.621	27.921	20.307
YNL176C	-6.401	34.820	19.142	21.283
YNL319W	-14.842	26.804	10.973	29.982
YNL175C	-17.166	23.783	7.094	-0.000
YNL318C	2.436	2.218	-33.191	-7.292
YOR197W	-0.620	1.827	-16.339	4.074
YOR065W	-4.095	-0.000	-14.114	-5.211
YOR198C	-0.006	-106.184	-24.014	5.058
YOR066W	14.865	-8.234	27.250	-0.061
YOR199W	-5.400	-5.408	28.316	-17.735
YOR067C	28.344	16.127	-22.104	-12.332
YOR200W	-6.242	-0.000	2.097	0.331
YOR068C	20.138	-15.807	-3.273	-0.000
YOR201C	-1.126	-0.000	-2.763	-7.159
YOR069W	18.550	-30.286	-5.288	-18.236
YOR202W	2.275	-2.607	-22.534	-6.938
YOR070C	5.210	-9.326	-4.454	-29.836
YOR205C	1.325	-0.000	-5.280	-0.243
YOR071C	2.347	-25.948	-17.950	-15.375
YOR208W	2.518	-4.489	-7.098	2.662
YOR072W	12.201	-2.786	-28.889	-16.617
YOR209C	-16.903	-21.403	-23.119	-1.935
YOR073W	9.629	-9.773	-31.971	-32.156
YOR211C	-3.666	14.006	-1.278	2.843
YOR076C	-37.763	14.479	-14.314	-21.173
YOR212W	10.950	28.096	14.298	-0.000
YOR078W	-8.832	7.783	-6.918	-11.607
YOR213C	-7.062	-6.549	-14.116	5.380
YOR079C	0.987	4.707	-9.892	-6.741
YNL206C	5.304	5.186	13.222	25.671
YMR305C	10.490	-13.489	12.048	16.381
YNL205C	3.518	-0.000	-34.958	30.871
YMR306C-A	21.333	3.963	1.484	16.821
YNL204C	15.015	4.303	17.024	25.374
YMR307W	-10.044	-18.042	-19.222	3.556
YNL202W	8.772	-18.158	8.892	41.692
YMR310C	24.229	-8.440	-6.039	10.424
YNL203C	11.842	6.099	-13.854	-19.203
YNL339C	26.757	-3.321	0.041	-11.754
YNL201C	15.858	20.777	1.377	-46.657
YNL338W	22.850	-10.327	15.209	-24.242
YNL200C	27.817	2.791	6.300	8.217
YNL336W	12.668	-8.684	-6.098	-15.944
YNL199C	4.981	2.373	13.147	-8.559
YNL335W	20.958	20.870	7.782	7.932
YNL198C	-12.926	22.612	-0.448	20.357
YNL334C	-11.067	-6.471	-3.045	-0.000
YNL197C	-11.146	-5.124	17.969	19.960
YNL333W	-18.752	-0.000	-26.551	13.276
YNL196C	-22.181	18.032	30.094	5.009
YNL332W	-1.525	16.144	-19.107	-3.070
YNL195C	-5.060	20.895	3.170	4.677
YNL330C	-4.854	4.712	-26.646	27.346
YOR184W	-1.557	-4.797	-11.668	2.867
YOR047C	-0.360	-0.410	4.431	28.933
YOR185C	29.244	-18.711	-11.096	-14.659
YOR049C	22.525	-4.312	2.003	-3.169
YOR186W	8.901	-4.601	-31.252	-11.785
YOR050C	24.814	2.667	-2.746	-28.118
YOR187W	-2.223	-0.000	-9.708	-5.578
YOR051C	10.999	-10.237	-4.298	-30.285
YOR188W	24.055	22.313	9.479	3.695
YOR052C	22.577	-11.739	-19.805	-36.077
YOR189W	33.312	-16.531	-2.499	11.534
YOR053W	56.613	-14.048	3.017	3.428
YOR190W	18.892	-2.514	-1.286	17.810
YOR055W	-0.216	-20.293	-14.266	-45.621
YOR191W	13.966	-16.070	5.544	-26.796
YOR058C	7.891	-16.756	-9.234	-41.500
YOR192C	-2.861	5.454	-6.015	1.546
YOR059C	-10.678	10.520	-22.891	-33.206
YOR193W	7.685	14.769	-28.248	-27.057
YOR061W	-13.718	-14.654	19.606	-4.995
YOR195W	9.309	2.341	-12.726	4.691
YOR062C	-9.792	-0.237	5.130	2.845
YOR196C	-13.587	-0.264	12.973	13.517
YOR064C	2.823	9.212	-10.203	-6.707
YNL225C	3.568	-3.279	4.034	11.118
YMR292W	6.968	-6.781	-7.883	30.194
YNL224C	14.249	-14.876	5.286	24.553
YMR293C	0.235	-0.000	-8.721	4.632
YNL223W	0.913	-15.242	-53.743	-22.230
YMR294W	14.677	9.393	-21.037	-0.048
YNL219C	18.587	-23.282	-21.007	-43.946
YMR294W-A	21.348	-8.209	7.945	-10.970
YNL218W	31.075	-15.163	6.872	13.826
YMR295C	15.224	-5.502	-8.979	24.516
YNL217W	26.140	-9.633	-14.773	-40.458
YMR297W	35.479	-16.191	0.180	-0.000
YNL215W	22.725	29.697	2.907	-13.442
YMR299C	2.238	-13.799	2.632	-0.681
YNL214W	18.596	-0.032	8.492	-20.024
YMR300C	7.916	-0.741	-9.754	-0.000
YNL213C	8.608	-0.000	-2.593	-28.111
YMR302C	-3.177	10.811	-8.176	-0.000
YNL212W	-7.756	16.756	13.314	-14.956
YMR303C	9.106	-7.664	-11.570	-0.000
YNL211C	-21.003	25.940	-5.465	-12.595
YMR304W	-13.680	8.300	-42.933	0.937
YNL208W	-26.630	8.509	12.617	-0.000
YMR304C-A	-5.164	5.853	-6.293	8.737
YOR165W	20.096	-9.006	-7.007	28.659
YOR033C	-5.961	-0.000	-13.734	13.850
YOR166C	23.025	-4.474	0.234	34.540
YOR034C	12.818	-1.959	-18.459	2.355
YOR167C	8.721	-9.276	21.279	-8.914
YOR035C	-20.811	-2.889	-6.726	-0.000
YOR170W	6.996	-3.524	-1.016	5.366
YOR036W	-0.000	-0.000	19.559	6.743
YOR171C	-4.070	1.830	-16.404	0.922
YOR037W	27.704	9.913	44.540	7.073
YOR172W	20.053	-23.370	-8.435	-62.437
YOR038C	8.838	-44.143	-1.572	-0.000
YOR173W	5.163	-2.585	-39.100	-47.585
YOR039W	2.659	-62.130	-3.319	17.181
YOR175C	-18.677	-0.000	-60.618	-42.803
YOR040W	-9.219	-8.969	-13.451	-27.314
YOR177C	-8.811	-26.021	12.949	2.293
YOR041C	-12.843	14.293	13.389	4.202
YOR178C	-1.352	9.848	8.943	8.701
YOR042W	1.207	26.262	7.929	-22.554
YOR182C	-2.396	-16.758	1.751	29.129
YOR043W	-17.398	33.967	-1.195	25.793
YOR183W	-5.278	-3.511	-3.844	28.079
YOR044W	-6.823	-6.343	-16.271	2.461
YNL238W	0.297	3.253	15.150	-8.093
YMR275C	-3.931	-10.809	-11.876	42.702
YNL237W	23.946	-23.647	-8.547	27.600
YMR276W	14.483	3.930	9.309	8.599
YNL236W	-10.054	-16.155	-8.028	5.003
YMR278W	17.291	-15.944	33.478	-6.382
YNL235C	5.104	5.074	1.856	32.192
YMR280C	20.863	-6.669	-17.547	13.482
YNL234W	23.228	-28.337	5.504	-8.356
YMR282C	-0.978	-0.000	8.307	-21.500
YNL233W	4.296	1.923	-5.932	1.203
YMR283C	8.453	-11.394	-14.796	-29.540
YNL231C	14.092	-15.065	11.181	0.798
YMR284W	3.335	-9.943	-16.551	-18.357
YNL230C	8.261	-5.058	7.077	11.600
YMR285C	14.510	-20.210	3.245	7.832
YNL229C	12.376	-1.501	1.784	1.013
YMR286W	-2.485	-0.000	-1.635	1.438
YNL228W	-7.842	-4.373	16.892	1.828
YMR287C	-0.000	-0.000	-6.869	8.614
YNL226W	8.956	0.595	-1.747	10.493
YMR289W	-1.381	6.476	4.082	26.473
YNL227C	-4.858	0.893	-5.071	-28.821
YMR291W	-1.116	4.398	-2.353	8.857
YOR140W	-16.867	-0.587	-28.152	1.544
YOR021C	-2.172	-17.512	0.339	-0.110
YOR141C	-0.888	-7.622	4.610	21.799
YOR022C	15.982	-7.950	7.403	-0.000
YOR142W	9.260	-8.632	6.651	-2.915
YOR023C	5.373	13.675	25.465	4.434
YOR144C	11.190	-35.789	22.563	3.310
YOR024W	26.274	-9.156	-1.618	10.017
YOR152C	3.403	-2.209	-12.832	-28.357
YOR025W	8.788	-19.581	12.372	-3.027
YOR153W	-2.908	-14.528	1.639	-24.348
YOR026W	10.249	-11.118	8.262	17.502
YOR154W	-7.712	-17.351	16.364	14.021
YOR027W	14.055	18.174	-14.029	-3.065
YOR156C	-16.576	-19.656	8.735	-6.309
YOR028C	-0.441	-17.698	-4.323	10.781
YOR161C	-6.493	-25.863	-18.929	-25.834
YOR029W	1.491	-12.677	20.530	16.704
YOR162C	-24.690	15.086	3.824	23.396
YOR030W	0.531	10.920	-17.692	3.939
YOR163W	-10.613	3.647	-5.755	20.141
YOR031W	-16.664	3.803	11.079	-0.000
YOR164C	5.065	10.117	-11.713	2.440
YOR032C	-17.972	0.990	-10.337	6.034
YNL264C	9.064	-0.758	-19.843	5.897
YMR259C	15.105	-1.098	17.058	-16.298
YNL259C	11.547	-20.077	-2.015	-12.821
YMR261C	21.931	19.436	5.388	28.267
YNL257C	14.089	-25.496	-23.376	-17.876
YMR262W	9.641	-10.664	2.493	-0.000
YNL255C	-3.257	-7.734	5.572	-7.463
YMR263W	1.343	-0.000	-41.359	13.599
YNL254C	-13.665	-13.442	-0.522	-4.307
YMR264W	9.209	-22.185	-23.194	19.136
YNL253W	2.935	5.881	-18.708	-18.071
YMR265C	-2.917	-18.058	-4.299	18.275
YNL249C	-4.277	-12.246	0.747	-10.985
YNL248C	-2.795	-4.871	7.855	-19.855
YMR267W	-2.182	1.827	14.857	30.751
YNL246W	8.289	-2.061	7.381	-5.088
YMR269W	3.644	-15.296	2.834	8.173
YNL242W	-20.061	8.652	17.062	14.156
YMR272C	-7.620	-14.766	-12.756	-5.363
YNL241C	6.365	-13.389	-2.662	17.495
YMR273C	5.135	-7.383	-5.367	2.257
YNL239W	-15.949	12.357	1.524	27.226
YMR274C	-12.899	-33.489	-15.674	3.501
