orf	hom | growth (pooled culture, barseq) | standard | YPG [5%] | Qian W~Zhang J, 2012	hom | growth (pooled culture, barseq) | standard | YPE [2%] | Qian W~Zhang J, 2012	hom | growth (pooled culture, barseq) | standard | SC | Qian W~Zhang J, 2012	hom | growth (pooled culture, barseq) | standard | OAK | Qian W~Zhang J, 2012	hom | growth (pooled culture, barseq) | standard | ETH | Qian W~Zhang J, 2012	hom | growth (pooled culture, barseq) | standard | YPD | Qian W~Zhang J, 2012
YAL001C	0.887079092719127	0.960185974246169	1.01314721966732	0.867756426147835	0.999239625270693	0.979669035789607
YAL002W	0.923467832543947	0.895324628521816	0.948551996855742	0.159949192443385	0.963964012390984	0.9092738239764175
YAL004W	0.951428643084773	0.960194687219846	1.03718259902296	0.811660335405636	1.00584900893336	1.00886030030816
YAL005C	0.937373398251853	0.919714933079445	1.03008532236546	0.788690651060334	1.00166756973376	1.000215622201368
YAL007C	1.0126504873457	1.0181668931824	1.02750598089873	0.947705396397045	1.00746106022939	0.9976175304655425
YAL008W	1.00903891497283	1.01622516555559	1.05137096792082	1.01013452768824	1.00022567104608	1.00343893927147
YAL009W	0.747795726698344	0.913677811938299	0.987519902660308	0.565095649245114	0.891815640881986	0.865364554572162
YAL011W	1.02472130521525	1.01331800211026	1.03656578421256	0.833036189837959	0.842529669567474	0.9332690142893905
YAL013W	0.835741178184943	0.785928639104025	0.97084067786654	1.00738875265494	0.590559020121315	0.881474788447896
YAL014C	1.05764361200708	1.05563965042449	1.06657008309444	0.992961508031059	1.00381688694627	1.0220104804262902
YAL015C	0.980824046964943	0.96932436309061	0.997978943309227	0.787448232916258	0.949137415999091	0.9556852056433085
YAL017W	0.992474782802621	0.981565910801764	1.04074469912113	0.996539425793994	0.998505943401548	0.984690194019882
YAL018C	1.00835171721357	1.00556131171549	1.04075250924715	1.02989414408344	1.00078441083814	1.001604598448007
YAL019W	1.01341058201411	0.991074305956606	1.01999650912669	0.955044790850845	0.982422157107096	1.0047024776429754
YAL020C	0.9366038576258	0.92519318460877	1.02954668655157	0.871079500714344	0.92334432675341	0.9790946953886435
YAL021C	0.756559769848127	0.864825333609043	0.82272591250638	0.461207162676241	0.857766250247851	0.7542372740442955
YAL022C	1.05927577264361	1.054601026876	1.07686588049742	1.02418027559612	1.01927115728148	1.03334635830778
YAL023C	0.957891388756501	0.997845755071768	0.824449909290987	0.827975749052376	0.911386488372936	0.9089393107311015
YAL024C	0.71911084019229	0.752349187402506	0.990822788311461	0.809081438611791	0.965826656834774	0.8945934324134315
YAL026C	0.874905840010545	0.831913103893365	0.964540136795107	0.70103532141364	0.840483379476387	0.9017002967285666
YAL027W	1.0124712134869	1.01747784093773	1.04852262856401	0.813918704511275	1.01179151485999	1.005770641042485
YAL028W	1.01643171882082	0.996955546960224	1.05606726742453	0.960805232234885	1.01143331830192	1.0044372830235448
YAL029C	1.00059280723321	1.01008629268179	0.978551292401378	0.910607962054584	1.00167750157699	0.999738825762176
YAL030W	1.0132248003347	1.00957405480812	1.05091944846267	1.00472394104445	1.01159217084483	1.0015984108097895
YAL031C	0.986815251506232	0.992444834530774	1.05059645796569	0.997701792222746	0.989568875627173	0.9799498671922305
YAL034C	1.01365202209693	1.02419756307825	1.0480436681598	1.02474842698186	1.00975288209214	1.006775732887115
YAL035W	0.657412925316477	0.577680917730486	0.443983086609188	0.421769718492042	0.41457446430035	0.5754234281086561
