orf	hom | growth (pooled culture, microarray) | standard | SC - Ade | Acton E~Giaever G, 2017	hom | growth (pooled culture, microarray) | standard | SC - Arg | Acton E~Giaever G, 2017	hom | growth (pooled culture, microarray) | standard | SC - Lys | Acton E~Giaever G, 2017	hom | growth (pooled culture, microarray) | standard | SC - Met | Acton E~Giaever G, 2017	hom | growth (pooled culture, microarray) | standard | SC - Trp | Acton E~Giaever G, 2017	hom | growth (pooled culture, microarray) | 16001701 | YPD + DMSO [2%] | Acton E~Giaever G, 2017	hom | growth (pooled culture, microarray) | CCCP [32 uM] | YPD + DMSO [2%] | Acton E~Giaever G, 2017	hom | growth (pooled culture, microarray) | cisplatin [200 uM] | YPD | Acton E~Giaever G, 2017	hom | growth (pooled culture, microarray) | FCCP [6 uM] | YPD + DMSO [2%] | Acton E~Giaever G, 2017	hom | growth (pooled culture, microarray) | standard | YPG [3%] | Acton E~Giaever G, 2017
YFL034W	0.010539794	-0.166938038	-0.069047967	0.161607207	-0.094337509	-0.262288979	-0.10395478	-0.049360113	-0.154608266	-0.214090149
YFL036W	-0.546214752	0.031241197	-0.31205203	0.029915453	-0.205676732	-0.205153873	-1.935604593	0.441623164	-1.342702142	-0.092554781
YFL040W	-0.095083316	0.247120259	0.07630622	-0.219909823	0.071447544	0.087386723	0.100971685	-0.017934433	0.259599706	-0.05215658
YFL041W	0.319760456	0.042153134	-0.002932245	0.221435182	0.38980909	-0.067495788	-0.093283509	0.023476906	-0.137029492	-0.084239763
YFL041W-A										
YFL042C	-0.16050483	0.026498649	0.161040125	-0.149961281	0.329305147	0.117474515	-0.013546667	-0.014652186	0.158611639	0.075086438
YFL044C	-0.126124858	-0.206088248	-0.254029915	-0.279844266	-0.294417438	0.060119454	0.264685821	-0.360060257	0.071381126	0.056260466
YFL046W	0.21831275	0.33808862	0.004159719	0.358140582	0.355105146	-0.088182568	-0.110371672	0.331041786	-0.003429286	-0.094896591
YFL047W	-0.000593271	0.461227944	0.161805453	0.169428682	0.149368353	-0.078568809	0.386376837	-0.314162073	0.14532933	0.006937702
YFL048C	-0.066591852	-0.073991849	-0.119163116	-0.100482917	-0.392083933	0.119161718	0.123958954	0.374722661	0.231043068	0.294185003
YFL049W	0.129736322	0.09147912	0.115435347	0.163554319	0.278447178	0.036177943	0.067144005	0.047270857	-0.065401926	0.102438185
YFL050C	-0.009453167	0.13468378	-0.087864729	-0.173852976	0.231335114	-0.348480223	0.359434693	-0.292437398	0.246433014	0.081499197
YFL051C	-0.170943332	-0.031105823	-0.102332404	-0.073192803	-0.034728803	-0.095317315	-0.001550747	-0.311242807	-0.249564513	-0.156942316
YFL052W	0.052142108	-0.095703618	0.166641937	-0.022198854	0.114290658	-0.2537559	0.057786811	-0.101890564	0.125828675	-0.040185519
YFL053W	-0.285542186	-0.365614485	-0.017045783	-0.251869413	-0.323713028	0.043097276	-0.037889853	0.083806258	0.047377749	-0.027926173
YFL054C	0.123712448	0.033681872	-0.288924427	0.109031744	-0.065206797	-0.194556419	-0.335454795	-0.408360212	-0.053788497	-0.30907406
YFL055W	0.054261284	0.010618138	-0.015719215	0.073506237	-0.073625965	0.126623833	0.131791794	-0.043904065	0.266507464	0.024064926
YFL063W	-0.047611339	0.018036829	0.007380351	0.219006073	-0.004946313	0.042736386	-0.141543082	-0.150322638	0.173802805	-0.012177118
YFR001W	-0.085146671	0.42463651	-0.068338181	0.393884776	0.032846008	-0.208859042	-0.065950027	0.032439146	-0.17793759	-0.061920103
YFR006W	0.405144051	0.278714732	0.363282902	0.15050709	0.128183741	0.202997758	-0.215892897	-0.100670546	-0.199592465	0.234420786
YFR007W	-0.027117316	0.089553116	0.322574511	0.006564769	0.427030589					
YFR008W	-0.088485323	-0.153098991	-0.167565181	-0.223975325	-0.112170815	-0.239308938	0.663644993	0.025102724	0.421876078	0.347807905
YFR009W	0.017948152	-0.067675078	-0.013670044	-0.014295842	-2.464316922	0.185425848	-0.107453745	-0.610877803	-0.401664329	-0.144507348
YFR010W	0.004903194	-0.108518481	0.017753909	0.174888745	-0.479620615	0.139325419	0.546027305	0.203532753	0.333609582	-0.036009157
YFR011C	0.099788138	-0.137699601	-0.185444853	-0.037511617	0.130971903	0.147922062	-0.252495929	-0.015224359	-0.343221285	-0.217697314
YFR012W	-0.067694372	0.05480014	0.024476458	-0.12669799	0.10547827	-0.1478134	-0.024749063	0.242069131	-0.030509905	0.14914123
YFR012W-A										
YFR013W	-0.057927997	0.007902514	-0.034118169	-0.043802866	0.055659304	-0.071828791	-0.063521107	-0.073905309	-0.051680049	-0.169576805
YFR014C	0.455817731	0.061477288	0.157367746	0.573717935	0.011481587	-0.194187316	-0.117913555	-0.098848165	-0.564433366	-0.186951208
YFR015C	-0.137500605	-0.067665182	-0.035248731	0.008483337	0.007819761	-0.022523363	-0.149025724	-0.02425324	-0.040929974	-0.072946839
YFR016C	0.373504482	-0.107383089	0.141588842	0.107995633	0.126315737	-0.116658068	0.040961312	-0.218030036	0.051751712	0.008928537
YFR017C	0.064124777	-0.052823799	-0.152685046	-0.036390014	-0.022238147	0.09663551	0.449111661	-0.169214312	0.191828525	-0.022248169
YFR018C	0.200951363	0.087468178	0.242120617	0.315921176	0.286301392	0.050222023	-0.088638948	0.22042054	-0.154134018	0.14338512
YFR019W										
YFR020W	-0.144758844	0.090918875	0.283361448	0.283050141	0.472296395	-0.143214219	-0.208108704	-0.039258641	-0.082957597	-0.096726298
YFR021W	-0.218407728	-0.352462367	-0.229089807	-0.069875026	-0.163354984	-0.137350281	0.31749741	0.167416655	-0.026640092	0.077558628
YFR022W	0.112818773	-0.224037358	-0.000572577	0.145577161	0.109896873	-0.172299115	0.130421971	0.008398288	0.067296054	-0.095076029
YFR023W	-0.198904706	-0.162084497	0.008406311	-0.127749001	-0.101392245	0.074947614	0.158629793	0.001658855	0.385814025	-0.054724255
YFR024C-A	-0.343443311	0.04991177	0.038154126	0.395358678	-0.213670673	-0.222529475	-0.137030947	0.066552117	0.287869372	-0.425245257
YFR025C	0.058925876	-0.193175612	-0.167013516	-0.083097993	-0.163200109	-0.010346771	-0.051981064	-0.048981882	-0.135082025	0.200574755
YFR026C	0.080318568	0.073806359	0.028173768	-0.07726048	-0.040735534	-0.073070871	0.057228159	-0.065081621	-0.022117173	-0.063228555
YFR030W	-0.217920254	-0.301098252	-0.378652766	-0.653527634	-0.256567302	0.088535153	-0.08306818	0.269503203	-0.187925808	-0.446258108
YFR031C-A	-0.008688054	-0.097376803	-0.039151719	-0.017994467	0.017100422	0.100602647	0.251176669	0.359852287	0.22855219	0.149401582
YFR032C	-0.109723803	-0.063206835	-0.114303558	-0.093883588	0.024819825	-0.060775201	0.291471468	0.203011968	0.282315958	-0.011278379
YFR032C-A	-0.21681597	-0.090554096	-0.037841811	-0.109434638	-0.093939409	-0.031442391	-0.025971228	-0.010525586	0.077317643	-0.015911512
YFR032C-B										
YFR033C	-0.165595226	0.035867795	-0.055339246	-0.08403082	-0.076365256	0.022162768	-0.6009725	-0.049642032	-0.132113552	-0.548399338
YFR034C	-0.340538218	-0.258548318	-0.19723041	-0.148421653	-0.158087979	0.03559684	0.459755089	0.105304491	0.215091047	0.193414304
YFR035C	0.119982528	0.194103871	0.216425652	0.249711273	0.109520914	-0.01181373	-0.03075775	-0.043592003	-0.10809158	-0.276878156
YFR036W										
YFR038W	-0.169534485	-0.148787897	-0.426184948	-0.697716599	-0.195158093	0.008679459	-0.21890563	-0.030622572	-0.107764643	-0.047126416
YFR039C	0.05491601	-0.104037056	-0.172918007	-0.166386277	0.162744761	0.18098289	0.045555742	0.161265823	0.067212945	-0.085971583
YFR040W	-0.009468286	-0.10118352	0.017794361	-0.130357128	-0.190867841	-0.025123915	0.205362549	-0.06565727	0.277830222	0.367558712
YFR041C	-0.150980729	-0.072286067	-0.052278914	-0.069994631	-0.147773013	0.030038151	-0.136394134	-0.102943556	-0.074402922	-0.095429897
YFR043C	-0.000565885	-0.024263002	0.107172722	0.036814704	0.074096649	0.049540141	-0.170979147	0.047540864	-0.187282666	-0.196029048
YFR044C	0.052420047	-0.021340649	-0.098172834	-0.098900803	0.009727218	-0.02991647	0.075805243	0.053151016	0.103389771	0.165228471
YFR045W	0.119876148	-0.100936033	0.065863276	-0.032003273	0.084584002	0.032374825	-0.173408381	-0.125763872	-0.188076388	-0.038131447
YFR046C	0.067424084	0.124960184	0.127180493	-0.085697735	0.187932893	-0.126036869	-0.001209576	-0.136947786	-0.008152942	-0.13457972
YFR047C	-0.153239452	0.045784446	-0.157925964	-0.117946069	0.017559883	-0.020836892	-0.053323329	-0.034886212	0.085224162	-0.163451582
YFR048W	-0.292583146	-0.045932649	-0.182312267	-0.138403477	-0.040061279	-0.244716385	-0.627931752	-0.033650268	-0.658189075	-0.627033356
YFR049W	0.032919973	0.281943498	-0.027452648	-0.086182113	0.071494288	0.016453354	-0.274624437	-0.109725558	-0.213528827	0.086480364
YFR053C	-0.14179326	-0.076274246	0.045290036	0.07787243	-0.080833259	-0.150172399	0.121448619	-0.045319957	-0.264785646	-0.018385173
YFR054C	-0.118147264	-0.130510789	0.086542979	-0.007832409	-0.08808558	0.193264005	0.356524637	0.161210566	0.194975286	-0.012576854
YFR055W	-0.020570232	-0.126905754	-0.045377512	-0.066565525	-0.351832033	-0.025483424	0.313146288	-0.117866591	0.109992527	0.079327955
YFR056C	-0.01518053	0.018474793	-0.017363122	-0.06476724	0.054566694	-0.008567746	-0.183911888	-0.268511846	-0.013937048	-0.000713116
YFR057W	-0.101332344	-0.187693965	-0.121183323	-0.120730267	0.073852402	0.045510873	-0.134478059	0.111450404	-0.021187807	0.041821783
YGL002W	0.12394699	-0.299172534	0.075515458	0.095027109	-0.0473339	-0.003344534	0.23205452	0.189731937	0.006082516	-0.143071171
YGL003C	0.019097158	-0.100984334	-0.027280536	-0.006348208	0.070807972	-0.136426419	0.220286366	-0.009738806	0.110220786	0.175366027
YGL004C	0.070092119	-0.006537157	-0.021365091	-0.009052711	-0.064263185	0.019956543	-0.19255068	-0.082450898	-0.10476088	-0.053236755
YGL005C	0.526954797	0.18982147	0.478667196	0.383493211	0.188377919	0.122261673	0.740836834	0.446228687	0.156702539	0.160291702
YGL006W	0.104600126	0.014033482	0.012678282	0.103080866	-0.023769019	0.0726665	-0.137776551	0.154259985	-0.05851106	0.033206932
YGL006W-A										
YGL007C-A										
YGL007W	0.429640933	0.171908195	0.287937321	0.316820787	-0.342061543	-0.408620816	-1.938810818	0.147433118	-1.11958671	0.736733263
YGL009C						0.189865047	0.010992773	0.090186003	0.305784818	-0.2642578
YGL010W	0.214590672	0.242940853	-0.01902576	0.525361781	0.105104159	-0.058111191	0.130757211	0.054347773	-0.048878727	-0.229398963
YGL012W	-0.065069809	0.212628811	0.141361932	0.140514189	0.093478897	-0.234475855	-0.414356906	-0.684494407	-6.85e-06	-0.340493807
YGL013C	-0.376914527	-0.515302081	-0.340213838	-0.176357862	-0.097037452	0.01047265	-0.008628724	-0.025050243	-0.016371728	0.008980103
YGL014W	0.059827067	-0.069437616	-0.345351262	0.006442045	-0.427069978	-0.017405006	0.196266808	0.115833186	0.479574097	-0.051728695
YGL015C	-0.061660087	-0.02170398	-0.144967273	-0.060684977	-0.064274084	0.098935557	-0.049815403	-0.043561567	-0.04234374	-0.164341707
YGL016W	-0.116254092	0.041069905	0.033340736	0.050361056	-0.246332111	0.054579707	0.314079858	0.073416561	0.266336243	0.134706246
YGL017W	-0.534422496	-0.001227768	0.041292038	-0.255956463	-0.203217806	-0.046687374	-0.072836115	-0.01792718	0.167179585	0.093654498
YGL020C										
YGL021W	-0.573962665	-0.302448946	-0.043819654	0.082122751	-0.239482805	-0.080284945	-0.126754102	-0.102175714	-0.181520576	-0.052895069
YGL023C	-0.212249469	-0.228613265	-0.153146255	-0.124116668	-0.389263524	0.239317784	0.018726378	0.128767481	0.013385569	-0.440697794
YGL025C	0.290030943	0.087198104	0.307119181	0.326601991	0.243704915	0.140615809	-0.27728599	-0.344426605	-0.375099873	-0.035620804
YGL026C						0.084613251	-0.644545356	-0.118343763	-0.526398459	-0.443493484
YGL027C	0.221594036	0.155160794	0.2388905	-0.268729649	0.07422653	-0.189570237	-0.257316291	-0.483768717	-0.116928923	-0.043866285
YGL028C	-0.069587404	-0.226278076	-0.023381838	-0.174375013	0.013129417	-0.115879805	-0.117201288	-0.093394047	-0.275921715	0.256590107
YGL029W										
YGL031C	-0.258826872	-0.153867222	-0.112836663	-0.054948355	-0.10223273	-0.029763072	-0.020808394	-0.008445415	0.054679094	0.009246023
YGL032C	0.05335378	-0.131071806	0.046621149	-0.103818503	-0.133036838	-0.111410107	0.134898016	-0.033267912	-0.106738013	0.330103731
YGL033W	-0.053242365	-0.159520186	-0.157010385	-0.076210708	0.159803896	0.050020891	0.30046453	-0.296831652	-0.052414337	-0.181213828
YGL034C	-0.064545368	-0.371405838	-0.076552011	-0.427628649	-0.123502176	-0.037552389	-0.200524564	0.337144151	-0.272204709	0.245706929
YGL035C	0.201251013	-0.641148194	-0.346622863	-0.117011185	0.060953383	0.094410781	-0.397100548	0.006440607	0.00118061	0.456166187
YGL036W										
YGL037C	0.006882475	-0.063054229	-0.060011899	-0.090394302	0.018315032	-0.037179528	-0.180368836	-0.109629766	-0.14978232	-0.01143787
YGL039W	-0.032601348	-0.343764885	-0.10443105	0.06706615	-0.10123965	-0.001247449	0.410383565	-0.148681115	0.230865	0.221793607
YGL041C	-0.091484926	-0.170815815	-0.11958472	-0.008952974	-0.037951316	0.030623857	-0.099393959	0.064412977	-0.223809315	-0.086434313
YGL041C-B										
YGL042C	0.189044098	-0.337858705	0.124616317	-0.14455268	-0.159187529	0.030747508	-0.173912922	0.279295342	0.231131835	0.243747661
YGL043W										
YGL045W	0.108914535	0.073609601	0.034000101	0.09403204	-0.004821855	-0.182284912	-0.233244427	-0.232716109	-0.339195595	-0.132050797
YGL049C	0.135746737	-0.021391589	0.059672919	-0.065622412	-0.147926687	0.214810846	-0.040695436	0.034040679	-0.272613961	-0.006254128
YGL050W	0.103614671	-0.042885343	0.193958587	0.078739949	-0.093475498	-0.051520578	0.088978303	0.187753156	0.207509072	0.111178304
YGL051W	0.123255552	-0.131481506	-0.110917133	0.077873496	-0.132110618	0.077677865	-0.015819723	-0.048542256	0.143874889	-0.054720843
YGL053W	0.109134051	0.033691466	0.082137831	0.06229879	0.011271961	-0.058000463	-0.108302044	-0.116151798	-0.030279358	-0.136344047
YGL054C	0.167117069	0.254541258	0.253697097	0.006705383	-0.017049554					
YGL056C	0.264084032	-0.301159719	0.003203536	0.008009316	0.043682572	-0.094093609	-0.351371727	-0.083999285	-0.062881512	-0.151268191
YGL057C	0.030284335	-0.006291502	-0.100244806	0.041843546	0.152704165					
YGL059W	0.145309446	-0.07304821	0.053044751	0.078425889	0.074272828	-0.017108872	0.160150952	0.011630205	0.162758613	-0.068659782
YGL060W	0.343109548	-0.404957745	0.256053683	0.360337122	0.033473312					
YGL062W	0.196400089	0.294447787	0.303638336	0.250352076	0.24126412	0.227618728	0.164067508	-0.160498015	0.282917699	-0.064332533
YGL063W	-0.021118479	0.025448647	-0.024765373	-0.21853812	0.217475559	0.177653801	-0.095088448	0.107472608	-0.18536444	-0.206094464
YGL064C										
YGL066W	-0.026744344	-0.130947119	-0.01937899	-0.049760521	-0.123107474	-0.041588224	-0.034861833	-0.036849506	-0.031924447	-0.029638896
YGL067W	-0.026910968	0.022309303	0.054965288	-0.160381301	0.001765558	-0.104567194	0.011909661	-0.072351976	-0.059676649	-0.093023445
YGL071W	0.51704322	0.73518805	-0.098524314	-0.168086162	0.292048509					
YGL072C	-0.013199882	0.004654855	-0.058327353	0.017462113	-0.024157148	0.032066797	0.140314625	-0.035484797	0.102540351	0.156017128
YGL076C										
YGL077C	0.039928166	-0.201240005	-0.188820865	-0.203474361	0.009949357	0.274414534	-0.19651203	0.283705368	-0.179633265	-0.442298409
YGL078C	-0.066243755	-0.112690082	-0.036999511	0.025777542	0.313274462	-0.024609366	-0.010240513	-0.000303828	-0.008154332	-0.006634715
YGL079W	-0.28907191	-0.038209316	-0.139276795	-0.113428012	0.073649108	0.027817891	-0.025510738	0.148267351	-0.146646183	0.16572755
YGL080W	-0.298875819	-0.231000631	-0.438395544	-0.244097859	-0.418120879	-0.050567268	0.301438111	0.184331718	0.476689196	-0.152436012
YGL081W	0.082688361	0.114536714	0.106457948	0.043660353	0.05326143	0.05510132	-0.068136722	-0.159377672	-0.123182418	0.032602271
YGL082W	-0.260916263	-0.14506833	-0.286493965	-0.136977257	-0.152457926	0.056768149	-0.059562187	-0.160831397	-0.189707997	0.01951525
YGL083W	0.089545612	-0.127439792	-0.214689519	0.039943297	0.089572	0.061265689	-0.294662225	0.174754903	0.061537271	0.106259893
YGL084C	-0.165896073	-0.473273606	-0.089504665	-0.356493547	-0.142690935	0.430079345	0.279799768	0.239492062	0.054773389	0.050232317
YGL085W	0.142539192	0.12784119	-0.084567713	0.32866771	-0.096001482	-0.132431246	0.118641871	-0.228034268	0.020512465	0.003159632
YGL086W	0.134281915	0.059496775	0.290112678	0.262133827	0.13989332					
YGL087C	-0.118783433	-0.027660239	-0.055102338	-0.040642411	-0.077223353					
YGL088W										
YGL089C	0.077979279	-0.190980566	-0.093317089	0.039862635	-0.006792242	0.111220813	-0.171593308	0.022531417	-0.061104713	-0.059955436
YGL090W	-0.251844	-0.262186751	-0.42947776	-0.194893251	-0.24459715	0.281901285	0.227016633	-0.068865539	-0.096493481	0.06448271
YGL094C	0.002544787	-0.094809921	-0.052910091	-0.07040248	0.29644157	-0.090091839	-0.24595538	0.050122324	-0.15465767	-0.086664446
YGL096W	0.034209327	-0.112513716	-0.11971089	-0.078544144	-0.214933593	0.011836187	-0.018235051	0.13527511	-0.101545108	-0.080570816
YGL100W										
YGL101W	0.031014947	0.116551789	0.065479798	0.064022101	0.029852109	-0.035188199	-0.577253023	0.015154927	-0.572645729	-0.032044068
YGL104C	0.135435963	0.084827836	0.155683001	0.07291989	0.107338719	-0.06417788	-0.382096468	0.03546196	-0.468484979	-0.453168811
YGL105W	0.000291859	-0.208778805	0.082764779	0.209933945	0.242145131					
YGL107C										
YGL108C	-0.218751471	-0.387026151	-0.328411355	-0.134876524	-0.25799256	-0.140694219	-0.376334077	-0.039917656	-0.219519776	0.221372045
YGL109W	-0.198889999	-0.033288424	0.086636338	-0.233224782	0.165737621	0.119764613	-0.175644636	0.021347243	-0.277111161	-0.086464819
YGL110C	0.038468542	-0.108172476	0.114293276	0.034911477	0.044245685	-0.142722757	0.06278684	-0.079825498	-0.049233396	-0.067648271
YGL114W	0.45018568	0.177377457	-0.052178695	0.312233588	0.243269072	0.072637895	0.010423592	-0.141267553	-0.166492354	0.269515103
YGL115W	0.298407276	0.384519564	-0.105014638	-0.236393571	0.002446884	0.128749824	0.05584711	0.018761715	-0.021687286	0.054652419
YGL117W	0.106748179	0.02325955	0.016484362	-0.081785881	-3.336352963	0.040262095	-0.093151031	0.131343361	-0.107498548	0.039428257
YGL118C						0.22480117	0.158177847	0.577091876	0.155730496	0.410156857
YGL121C						0.107627205	0.143015006	0.125595772	0.041042553	0.017499496
YGL124C	-0.376123763	-0.465308379	-0.371972086	-0.489092618	-0.156844936	0.319332458	0.166355101	0.144114135	-0.049181884	0.347932332
YGL125W										
YGL126W	0.008758597	0.286665975	0.028974846	0.031975987	0.263595506	-0.249403184	0.12475411	-0.002622922	-0.485410833	-0.222924137
YGL127C	-0.055695515	0.080580406	0.051067426	0.082126347	0.015477112	-0.116769334	-0.109456078	-0.01209949	0.178184195	-0.090852778
YGL129C	-0.499921825	-0.241987113	-0.695242984	-0.105968597	-0.048986505	0.067800731	-1.732701495	0.455295846	-1.479130653	-2.461757281
YGL131C	0.164067468	-0.017036878	0.082189184	-0.189358564	-0.002408968	-0.055179567	0.277968135	-0.211785991	0.34950046	-0.244527263
YGL132W	0.090629887	0.079648912	0.017331798	-0.200827274	-0.06687959	0.419598787	0.006598315	0.24704049	-0.030774666	-0.113920767
YGL133W	-0.231464426	-0.027686361	-0.047984608	-0.29693451	0.008990322	0.148535445	0.160942573	0.145903849	-0.014839445	-0.25071498
YGL134W										
YGL136C	-0.343349342	-0.274553893	-0.191392924	-0.093080659	-0.174503816					
YGL138C	-0.329337807	-0.003556122	0.012674045	-0.153952194	0.168813982	-0.366721012	-0.077802079	-0.334095178	0.082011734	0.054647402
YGL139W	-0.086087874	0.167870776	0.206492014	0.039499001	0.100768032	0.174768212	0.10861725	0.104100089	-0.054253999	-0.110858301
YGL140C	0.469938824	0.402901565	0.30577268	0.501890525	0.395281625	-0.097513129	-0.075177535	0.296776495	-0.034229761	-0.203734425
YGL141W	-0.178934679	0.103999692	-0.058267175	0.189819383	-0.112550998	-0.088857858	-0.234203884	0.130627211	-0.135110333	-0.183137969
YGL143C	-0.545091973	-0.130278502	-0.616496555	-0.15195882	-0.274713856	0.119553474	-2.117851534	0.837564474	-1.811421147	-1.188237721
YGL144C	-0.135053642	-0.171416458	0.080791236	-0.350071723	-0.243146325	0.192717174	-0.084647096	0.219765299	-0.213555631	-0.121434558
YGL146C	-0.287707115	-0.173163748	-0.073425419	-0.316462217	-0.343113953	-0.005136795	-0.005142319	-0.012167043	-0.033226896	-0.010241153
YGL147C	-0.147209585	-0.042541984	-0.080073692	-0.013764068	-0.057812768	-0.003426934	0.244677497	-0.231128908	0.138939905	0.507353545
YGL148W	0.055588545	-0.320323224	-0.09178902	-1.355543264	-3.973626805					
YGL149W	0.056428546	0.075570641	0.144888502	0.134753867	0.151572649	-0.31174992	-0.150509491	-0.028299806	0.063041786	-0.185740238
YGL151W	-0.063135176	0.114782289	-0.252869587	0.072822703	-0.11277993	-0.02418965	-0.321636937	-0.128303052	-0.031457553	0.001993709
YGL152C	-0.085884136	-0.252376884	-0.410667166	-0.214966225	-0.228485648	-0.456302067	-0.163293229	-0.160168835	0.156871508	0.29038562
YGL153W	-0.13651553	-0.700146079	-0.105491069	-0.101065689	-0.401518743	0.02462586	-0.350933586	-0.149740692	-0.298122493	0.095645854
YGL154C	0.011954234	0.114702495	-3.169798627	-0.03354284	0.001337064	0.045359649	-0.292259631	-0.094174867	-0.23645692	0.160021921
YGL156W	-0.100477515	-0.109887311	-0.124808514	-0.115577263	-0.062636414	-0.036178903	-0.012552951	-0.148862234	-0.175274256	0.12437097
YGL157W	0.094597082	0.059959753	-0.147151977	0.033735399	-0.154232512	0.001005092	-0.034100094	-0.261416962	0.191777414	-0.044919394
YGL158W	-0.122853471	0.014260292	0.068044631	-0.1987188	-0.255432557	0.031957133	0.136473751	0.088285521	-0.028952511	-0.076512431
YGL159W	0.019838864	0.137483895	0.045962667	-0.02982546	-0.218859173	0.126251742	-0.247208014	-0.076111419	-0.015641301	0.236328055
YGL160W	0.08698681	0.171492695	0.052784771	0.040351182	-0.027253555	-0.17923961	-0.200184804	0.138224681	-0.149783062	-0.593657761
YGL161C	-0.308616319	-0.358916779	0.15903533	-0.163077785	-0.321455152	0.057979848	-0.360041081	0.399406077	0.011873224	0.274283571
YGL162W	-0.004955453	0.01996471	-0.337029428	-0.025521596	-0.228140317	-0.007549897	0.011307103	0.20564955	0.046214126	0.034854093
YGL163C	-0.220596219	-0.529294914	-0.410378305	-0.370812845	-0.275999656	-0.066806717	0.122022902	-2.639246514	-0.062836522	0.877561643
YGL164C	0.067370599	-0.155816042	-0.03907376	-0.176509226	0.205951314	-0.064739535	0.365225052	-0.446397578	0.048084401	0.145409177
YGL165C	-0.036341899	0.069563232	-0.355075753	-0.054330004	0.070537047	0.030272225	-0.196168862	-0.08697589	-0.428026659	0.156050867
YGL166W	-0.338929401	0.07281315	-0.441427124	-0.2840669	-0.398003617	0.133487388	0.195298688	0.002710906	0.303162996	-0.010288815
YGL167C	-0.495193141	-0.219329072	-0.046344755	-0.346856162	0.018820462					
YGL168W	0.060425277	0.02042363	0.042451906	-0.242641529	0.196849584	-0.323034473	-0.616358183	-0.457610743	-0.706350607	-0.717787888
YGL170C	-0.086157851	-0.163128698	-0.151923855	-0.180543149	-0.275694097	0.01405257	-0.062740138	0.088207312	0.020373147	0.053678441
YGL174W										
YGL175C	0.065072285	0.077184851	0.122015319	-0.029015478	-0.036598757	0.36420177	0.209155168	-1.823584693	0.140447211	0.086712333
YGL176C	0.003576702	-0.224689779	0.464196192	0.325749555	-0.114298332	0.449794964	0.328036484	0.338274881	0.266207321	-0.198330038
YGL177W	0.352147722	-0.262654331	-0.400367643	0.27176417	0.506935874	-0.314815812	-0.059649264	0.058076184	0.011372121	0.026295946
YGL178W										
YGL179C	-0.097132364	0.134428769	0.076763987	-0.178621373	-0.197200157	0.026848866	0.057101557	0.195871902	0.046316566	-0.287561064
YGL180W	-0.073350143	0.059323824	-0.417741268	-0.044850392	-0.05177201	-0.284077929	-0.008310426	0.193339233	-0.031549954	-0.271555585
YGL181W	0.121180562	-0.321198995	-0.109602875	0.162820665	0.250266409	0.15209624	-0.218109813	0.36620375	0.035716468	0.083735755
YGL184C										
YGL185C										
YGL188C-A										
YGL191W										
YGL192W										
YGL194C	-0.013182863	0.032400411	-0.032988864	-0.049203307	0.156359623	-0.097428275	-0.003436206	0.034268567	-0.012771395	-0.029605481
YGL196W	-0.043717708	-0.136414843	-0.335622137	-0.375281765	-0.321889915	-0.008770284	-0.004578887	-0.0019804	0.122077993	-0.213073748
YGL197W										
YGL198W	-0.493721604	-0.185003923	-0.571237276	-0.381532864	0.002020535	-0.023965712	0.117014627	0.099723623	-0.173062821	0.017673001
YGL199C	0.075001001	0.302982618	0.300179262	0.124961207	0.187118668	0.108304058	-0.128134547	0.168410162	-0.116625992	-0.088473741
YGL200C	-0.147101189	-0.140986522	-0.266821093	-0.082905196	-0.213461674	0.185671196	-0.000396261	0.118407718	-0.01809368	-0.136262885
YGL202W	0.261405845	-0.412834742	-0.250546684	-0.104982805	-0.245198566					
YGL203C	0.014878926	-0.190121611	-0.00574464	-0.042069958	0.041066601	-0.040839666	-0.540574294	0.039547214	0.264978647	0.056111641
YGL205W	0.128784652	-0.064467062	-0.226833386	-0.014210661	-0.333379428	0.207868758	0.243347717	0.411276777	0.422699312	0.089203112
YGL208W						-0.023071832	0.0186202	-0.042766337	0.151113522	0.171279986
YGL209W	-0.002580097	-0.256586621	-0.051774057	0.049204651	-0.132785628	-0.09208935	0.009932978	0.029071906	-0.037452543	-0.08935114
YGL210W	-0.007735577	-0.086777497	-0.075367269	0.088404783	-0.086756954	0.080745494	-0.045421031	-0.003980137	-0.038796443	-0.169438519
YGL211W	0.236309813	0.504123337	0.487849739	0.148880253	0.054886011	0.012130851	-0.039284141	0.046271307	0.059689796	-0.030420877
YGL212W						-0.163610216	0.098519451	-0.045273871	0.401897492	0.022783201
YGL213C	0.26470355	-0.235312881	-0.047043911	0.254413668	0.371063821	-0.019329749	0.001520227	-0.01283652	-0.005557685	0.024311528
YGL214W	0.057743825	0.098204799	0.051750355	0.103437539	0.122949053	-0.027271502	-0.021134038	-0.050192813	-0.005424679	-0.018150852
YGL215W	-0.079371479	0.039873035	-0.078032873	0.009479586	-0.045031776	0.017041262	0.132654643	0.114301399	0.097376766	-0.297709807
YGL216W	-0.054773495	-0.149472619	-0.004602546	-0.064291279	-0.087818644	0.003937674	0.080079296	0.081168818	0.229056084	0.003741369
YGL217C	0.053393461	0.041153988	0.062639015	0.097456602	0.196052084	-0.082499931	-0.008932483	-0.011285898	-0.005206684	-0.082746
YGL218W										
YGL219C										
YGL220W	-0.223790734	-0.026369842	-0.240910759	-0.107428428	-0.332389014	-0.003702387	-0.211378834	0.108792875	-0.124322509	-0.199308398
