orf	hom | growth (pooled culture, microarray) | standard | SC - Ade | Acton E~Giaever G, 2017	hom | growth (pooled culture, microarray) | standard | SC - Arg | Acton E~Giaever G, 2017	hom | growth (pooled culture, microarray) | standard | SC - Lys | Acton E~Giaever G, 2017	hom | growth (pooled culture, microarray) | standard | SC - Met | Acton E~Giaever G, 2017	hom | growth (pooled culture, microarray) | standard | SC - Trp | Acton E~Giaever G, 2017	hom | growth (pooled culture, microarray) | 16001701 | YPD + DMSO [2%] | Acton E~Giaever G, 2017	hom | growth (pooled culture, microarray) | CCCP [32 uM] | YPD + DMSO [2%] | Acton E~Giaever G, 2017	hom | growth (pooled culture, microarray) | cisplatin [200 uM] | YPD | Acton E~Giaever G, 2017	hom | growth (pooled culture, microarray) | FCCP [6 uM] | YPD + DMSO [2%] | Acton E~Giaever G, 2017	hom | growth (pooled culture, microarray) | standard | YPG [3%] | Acton E~Giaever G, 2017
YLL055W	-0.150592382	-0.134962917	-0.038210393	0.12510638	-0.254847699	-0.03387291	-0.235432023	0.023102698	0.088790938	-0.075361859
YLL056C	-0.023639148	-0.100131604	-0.198255467	-0.168547005	-0.118411727	0.039358985	0.044194198	-0.114636949	0.075181887	0.083035486
YLL057C	-0.062365849	-0.000250508	-0.108116045	-0.035433537	-0.205452609	0.132013888	-0.223102191	-0.074931252	-0.06410967	0.055313177
YLL058W	0.057563524	0.020896042	-0.004529844	0.047791555	-0.078649138	-0.198497043	0.048959917	0.111802532	0.088945456	0.130767706
YLL059C	0.197879919	0.030785677	0.364856764	0.178462219	0.068541084	-0.063575378	-0.302545041	-0.183069721	-0.101636955	0.054270616
YLL060C	0.010383517	0.175167134	0.185513571	0.134944814	-0.244712973	-0.017938979	-0.03727685	-0.177823557	0.025454205	-0.029183126
YLL061W	0.141189624	0.158581345	-0.015734571	-0.107950494	-0.145311755	-0.382949648	0.001195939	-0.099054533	0.162331053	-0.107948139
YLL062C	0.062279779	-0.060687462	0.018237537	0.205594592	0.302344811	0.116808978	0.41571899	-0.179527812	0.12110777	-0.075927816
YLL063C	-0.137263035	-0.118757214	-0.24765857	-0.183450173	0.05891238	-0.113079241	0.104001542	-0.217045884	-0.141524157	0.188488607
YLR001C	-0.046140716	-0.166660804	-0.180307807	0.039534495	-0.027202206	0.050511774	-0.079800983	-0.044796915	-0.062620874	0.062587872
YLR003C	-0.149500778	0.101856916	0.179251532	0.072103215	-0.137383511	0.244964797	0.098205676	-0.048220264	-0.148841856	-0.078981831
YLR004C	-0.113077075	0.07414433	-0.133799967	-0.317136355	0.007907505	0.079788582	-0.100106973	0.06854412	-0.048097716	-0.114214015
YLR006C	0.033728999	0.208053466	0.17244292	-0.130408212	0.211667697	0.03503038	0.248845032	0.091846447	0.039643748	0.010333724
YLR011W	0.007240954	0.119437362	0.128436876	0.236383033	0.046369714	0.051838451	-0.082783636	0.139670187	0.128069317	-0.116601759
YLR012C	-0.335477736	-0.060419424	-0.041218565	0.045451802	-0.190451794	-0.017012641	-0.315177272	0.015046101	-0.293844992	-0.233121425
YLR013W	-0.469620539	-0.218677093	-0.333823424	-0.327271912	-0.530531817	0.172224681	-0.306824131	-0.109614565	-0.189762244	0.038627831
YLR014C	0.56399051	0.326192607	0.31788519	-0.040828469	-0.187941758	0.178382171	-0.243461941	0.078302626	0.102707823	-0.061643979
YLR015W	-0.414992958	-0.435574259	0.006184403	-0.109285238	-0.491185527	0.021309914	-0.161902793	0.007864372	0.348412299	0.001133174
YLR016C	-0.244076361	-0.082408003	-0.12146143	-0.110117313	-0.078717077	0.008464332	0.084620383	0.032893307	-0.239523839	-0.037162971
YLR017W	0.123277279	0.298065154	0.01840473	0.102393848	-0.067984315	-0.132674425	-0.399233002	-0.169066972	0.148565457	0.028974507
YLR018C	0.083090521	0.143934163	-0.198637477	-0.074507484	0.210305788	0.040268292	0.048925056	0.04242696	0.107857677	0.068050103
YLR019W	0.007916263	0.154351228	0.086459706	0.057243259	0.034598289	0.037605482	-0.627095571	-0.06000936	-0.090811549	-0.244375911
YLR020C	0.090982612	-0.15589375	0.283678277	-0.076947903	0.148991155	-0.11238366	-0.010174926	0.194133439	-0.083134558	-0.443098734
YLR021W	0.081027463	-0.301968183	-0.080517231	0.005604079	-0.474863445	-0.020060988	-0.359050746	0.016909182	0.114764616	-0.072816979
YLR023C	-0.112482111	0.29857757	0.105600812	0.126088321	0.059781256	0.040573388	-0.021040712	-0.299708671	-0.10634563	0.038480826
YLR024C	-0.251615945	-0.011392694	-0.133069123	-0.15854325	-0.120128858	-0.036744026	0.36570177	0.012777249	0.136487155	-0.12248706
YLR025W	-0.01070554	-0.125665395	0.00864819	-0.1770202	-0.225648922	-0.159601344	-0.446398845	-0.487481003	-0.631334612	-0.445101663
YLR027C	-0.220165609	-0.060636275	0.122285278	-0.278004841	-0.364460072					
YLR028C	-0.063187035	0.008320027	0.077787093	0.227999417	-0.207719011	0.281382527	-0.189388567	0.308770802	-0.116683793	0.020884591
YLR030W	-0.109496187	-0.13710045	-0.059082564	0.125473162	-0.023247336	0.018092141	-0.023392778	0.160685782	0.058311216	0.058548157
YLR031W	0.119653271	0.1657748	0.067689332	0.230179036	-0.078326601	-0.08559078	-0.06987295	0.080063096	0.116510757	-0.119310782
YLR032W	-0.131257928	-0.151636943	-0.097384765	-0.07093043	-0.071910962	-0.002059627	-0.033039302	0.020358081	-0.026961607	-0.015665361
YLR034C	-0.000184447	-0.036691427	-0.029751125	-0.064065761	0.039022089	-0.046993472	-0.100031453	0.16232984	-0.304568905	-0.02435334
YLR035C	0.052765331	-0.000299688	0.227361485	0.148553326	0.015215347	-0.188531531	0.088109246	-0.099964725	0.164283157	0.064510929
YLR036C	-0.256961343	0.067269001	0.293482677	0.072817431	-0.007414037	-0.0198668	-0.090552403	0.166658061	-0.172365264	0.159187477
YLR037C	-0.005797178	0.042208824	-0.186859769	-0.248537976	0.064974872	-0.077417061	-0.086111772	0.08165305	-0.182972117	0.030561354
YLR038C	-0.100247521	-0.188736682	0.019041791	-0.04462741	-0.325705706	-0.298260118	-1.367152938	0.334985438	-0.811863969	-0.634616938
YLR039C	0.0848829	0.111851225	-0.204432909	0.080589276	-0.035293053					
YLR040C	0.178215456	0.320813913	0.076332742	0.128222041	-0.051309789	0.026637197	0.160574002	0.373175313	0.090808903	0.006751325
YLR041W	-0.052021846	-0.010607871	0.106441348	0.150825249	0.075585775	-0.149107799	-0.060930742	-0.120703842	-0.085729366	0.011177855
YLR042C	-0.09918118	0.094035628	0.0985188	-0.321100162	0.12198271	-0.059850187	-0.036829643	0.073562885	0.001787615	-0.040534692
YLR043C	0.163351469	0.124163765	0.021395214	-0.192045967	0.257516074	0.305743994	-0.100947611	0.102888471	0.036660788	-0.127754607
YLR044C	-0.037806719	-0.037392515	-0.081152381	0.011927262	-0.032317202	-0.043460953	-0.012575989	0.054501654	-0.101373027	-0.063122296
YLR046C	0.086894052	-0.024644609	0.295637358	0.150641705	0.305008772	-0.067488375	-0.185922155	-0.238030719	-0.033985256	-0.16996399
YLR047C	0.111085945	0.251184051	-0.031071575	0.213483652	-0.031250203	0.024446965	-0.182890512	-0.312556861	-0.111215045	-0.068903688
YLR049C						0.002589541	-0.003616539	-0.041378565	-0.05579286	0.007469598
YLR050C	-0.031578574	0.081369357	0.240016864	-0.075818553	0.04383857	-0.083153099	-0.171941973	0.024889908	-0.052565184	0.050977664
YLR052W	-0.283952096	-0.208339954	-0.098162066	-0.157298214	-0.22102185	0.020235239	-0.027248798	0.07026455	-0.023808663	0.012513296
YLR053C	0.142173899	0.229026156	0.056704987	0.054744912	0.095628412	-0.045087592	0.24667662	0.255155339	0.204660536	-0.022076129
YLR054C						0.164438424	-0.254193297	0.363280551	-0.21016337	-0.023608998
YLR055C	0.227943022	0.071070048	0.043146548	-0.285234126	-0.042974325	0.195133371	0.413871418	0.350422222	-0.09623165	0.145163842
YLR056W	-0.022241821	0.106784316	0.401632818	-0.236039191	0.376481285	-0.394128103	-1.400882401	0.203227541	-1.242537594	-0.198557702
YLR057W	0.072908653	0.115680701	0.295425205	0.220716369	0.208254384	0.024612166	-0.068002511	-0.003538417	0.036825952	-0.108869145
YLR058C	-4.015562481	0.095037883	0.047725666	0.038545292	-0.156719822	-2.075890657	0.253699951	0.118164569	0.30091298	0.252869106
YLR059C	0.163737477	0.137306717	0.354398547	0.08420639	-0.027751947	0.457398192	0.137620623	0.088422681	0.043574002	-0.052551653
YLR061W	-0.416536632	-0.061222959	-0.097287069	0.009835837	-0.424620069	0.028503283	0.061115603	0.050111693	-0.046231436	0.069624787
YLR062C	-0.224885071	-0.219178257	-0.049668039	0.064090316	0.110428235					
YLR063W	-0.055624871	0.032379081	0.117850935	0.182756062	0.077778185	0.003655068	0.083867026	0.242997127	0.068785118	-0.008504861
YLR064W	-0.147642369	-0.275229034	-0.108099965	0.024776071	-0.035196411	-0.027185246	-0.02855538	-0.186495239	-0.210686687	-0.064590074
YLR065C	-0.054732662	-0.018092337	-0.090274247	-0.02424201	-0.009332578	0.021607658	0.047223499	-0.041898004	-0.01197962	0.114235589
YLR067C	0.100433473	0.096713788	-0.063036815	0.249843537	0.221700479	0.042541485	-2.646985359	0.096373796	-1.444920708	-1.572896674
YLR068W	-0.379113733	-0.266856622	-0.346793886	-0.123137876	-0.333899616	-0.061946425	-0.036770351	-0.049693322	-0.031208999	-0.013641114
YLR069C	-0.400546537	0.155298567	0.172923474	0.340708494	0.198753873	-0.438338816	-2.595473463	0.090028943	-1.606277492	-0.897938727
YLR070C	0.036930166	0.247390875	-0.180584267	-0.050264901	0.145134307	-0.082436129	-0.018794592	-0.140047905	0.023351554	-0.065443979
YLR072W	0.462198685	0.563449752	0.366418572	0.474378547	0.461696266	-0.197169961	-0.031508794	-0.025251407	-0.487582046	-0.032153731
YLR073C	0.046916157	-0.100875198	-0.261315567	0.118352346	-0.197525747	-0.001990625	-0.039311365	0.053226512	-0.00661715	-0.153245683
YLR074C	-0.366803141	-0.00910721	0.061539148	0.061014992	-0.091488781	0.013338609	-0.010221841	0.088475118	0.11058027	0.021876601
YLR077W	0.09379452	-0.101377008	0.08689652	-0.070995989	0.074673623	0.06684521	-0.46714981	-0.06159446	-0.267307705	-0.464644361
YLR079W	0.092623792	-0.340830975	-0.214132135	-0.134664087	0.055136396					
YLR080W	0.171768288	-0.007349698	0.139239834	0.167638365	0.055060596	-0.058378416	-0.258179944	0.228821216	-0.082459373	-0.395512705
YLR081W	-0.245121122	-0.198607913	-0.130879333	0.165490924	-0.013014538	-0.055600209	-0.055608872	-0.088378554	-0.062761484	-0.013830696
YLR082C	-0.117236716	-0.225230201	-0.222764711	-0.149041665	-0.074281165	0.03954896	0.124477338	-0.161482087	-0.065438808	-0.004810112
YLR083C	-0.417534436	-0.10717062	-0.161990386	0.148432114	-0.407920181	0.381539456	-0.583053377	0.337109559	-0.108455408	-0.373086884
YLR084C	0.314642108	-0.174211296	0.193970925	0.221624858	0.265171864	0.004827057	-0.190607409	0.347626561	0.183540703	-0.12984973
YLR085C	-0.235447856	-0.330364986	-0.332938201	-0.220203386	-0.314120812					
YLR087C	0.115343128	0.365286318	0.176842628	0.111115899	0.299056169	0.113319646	-0.385352528	0.049479867	-0.461999361	-0.100463817
YLR089C	-0.234210106	-0.051946962	0.169573695	0.407248354	-0.368118202	0.029233764	-0.158291676	-0.108718119	-0.046505684	-0.365272176
YLR090W	0.013098873	0.084276462	-0.056444087	-0.201050698	0.050361299	-0.049219853	-0.125505063	-0.229102962	0.123591018	-0.188596193
YLR091W	-0.223527973	0.145229391	-0.428550444	0.425985873	0.279828367	-0.57988959	-1.894487031	0.763963616	-1.320897563	-1.999972349
YLR092W	0.123462552	0.307335076	0.266394821	0.450287236	-0.081237181	0.216385966	-0.00521336	-0.075121019	-0.194347206	0.042396493
YLR093C	-0.020492793	-0.180844344	-0.222550543	-0.004449163	-0.233565795	0.102866298	-0.063214499	0.084110615	0.028908084	-0.016030096
YLR094C	0.263651121	0.096401103	0.401047981	0.205555897	0.069887322	-0.082261872	-0.09735254	-0.249162646	-0.115175845	0.20358794
YLR095C	0.05531212	0.068080489	-0.023803383	-0.09575264	0.017124512	0.041377427	-0.020361648	-0.099453021	-0.05860008	0.116832838
YLR096W	-0.070469383	0.024951665	0.086284578	0.097859088	-0.081506551	0.096598015	-0.002775375	0.033658832	-0.113629882	-0.056037344
YLR097C	0.072671163	0.006458711	0.085039276	0.03497032	-0.036985337	0.179204985	-0.083910807	0.173559694	0.014930639	-0.2010243
YLR098C	0.080810793	0.092252888	0.07213536	0.030904668	0.213471863	0.089718085	-0.096825709	-0.113421328	-0.172481924	0.070026774
YLR099C	-0.119453188	0.061098385	0.308374109	0.027834985	-0.107010339	-0.197690261	-0.143248476	0.082403596	-0.299339967	-0.153239437
YLR102C	0.282344293	0.303505256	0.360116364	0.232949445	0.185827107	0.074344702	0.085885221	-0.35984956	-0.114805555	0.122242011
YLR104W	-0.013752212	0.108431395	0.171236156	0.060087668	-0.068913012	-0.067464605	-0.072007563	-0.132324293	-0.155348655	0.12662612
YLR107W	0.03296779	0.041659811	0.107770213	0.100315685	-0.00683906	0.190680543	-0.365422438	-0.468848658	0.027444283	-0.054714828
YLR108C	-0.005595061	-0.331206487	-0.105259518	-0.097784954	-0.222630655	0.089659052	0.039898821	0.08942872	0.088072665	-0.188096761
YLR109W						-0.19158943	-0.30928616	-0.017614338	-0.217952661	0.040694923
YLR110C	0.08417354	0.024388779	0.030783634	-0.094027684	-0.108104315	0.066469079	0.018894103	0.051215752	0.036670544	0.011286067
YLR111W	-0.065638203	0.053651228	0.020098707	0.005269167	-0.093349159	0.265442894	-0.006249471	-0.453127267	-0.229420179	0.077162254
YLR112W	0.240972116	0.417470624	0.071991684	0.040411575	0.084062186	-0.038637614	-0.0212362	0.000671333	-0.139099039	0.023570924
YLR113W	0.065867027	-0.419728612	-0.126644469	0.17702605	0.117834476	-0.042926652	-0.018096816	-0.019793665	-0.097553532	-0.026097198
YLR114C	0.253170545	-0.069754425	0.201976379	0.494835834	0.338506021	-0.148148158	-0.012360383	0.327311025	0.186801647	-0.124104966
YLR118C	0.290239473	0.316151417	0.149377156	0.255224423	0.522169076	0.04353556	0.469230023	0.364629659	0.114503427	0.150064621
YLR119W	0.163246202	0.104907227	-0.043926411	0.027727623	-0.007055747	-0.281281182	-0.380827776	0.008951698	-0.127059291	-0.123083154
YLR120C	-0.05894858	-0.075014114	0.186524951	-0.137578518	0.361688178	0.312828169	-0.135456441	-0.047661547	-0.32126753	-0.170701609
YLR121C	-0.107285447	0.189481067	0.032448464	0.233645295	0.285474558	0.139662237	0.260451308	-0.162883207	0.011117669	-0.001589237
YLR122C	-0.044611545	-0.032317404	-0.013277606	-0.031138544	-0.123606287	-0.025130129	0.249302709	0.078083344	0.023985053	-0.177515039
YLR123C	-0.302108542	-0.285518279	-0.197358548	-0.023948556	-0.093485346	0.137229745	-0.059825673	-0.109544496	-0.119576489	0.078774712
YLR124W	0.366740461	0.324424098	0.237987913	0.163622606	0.205374173	0.152371981	-0.201414758	-0.131886714	-0.107035425	-0.375130574
YLR125W	-0.297938793	-0.101675497	-0.100322208	-0.039766087	-0.032387126	0.108765012	-0.022401659	0.007510346	-0.092897656	-0.277586672
YLR126C	0.282461133	0.375716039	0.182182913	0.319533001	0.036598821	0.314676394	-0.50827913	0.054338752	-0.189314487	0.010952308
YLR128W	0.192467623	-0.165343023	0.125051282	0.102286507	0.144669302	-0.064986436	0.005233601	-0.024675113	-0.047346542	-0.06282404
YLR130C	-0.252292994	-0.321082331	-0.49150421	-0.164234282	-0.115848446	0.216257335	0.236683914	0.115434468	-0.237955438	0.007332394
YLR131C										
YLR133W	-0.031937838	-0.169866318	-0.320107522	-0.12456079	0.203482359	0.016785281	-0.221106576	0.113306781	-0.02797049	-0.127025974
YLR134W	-0.07638703	-0.141641136	-0.095151189	-0.096868167	-0.09376074	0.003764054	-0.11729328	-0.050869713	-0.209289301	-0.0783189
YLR135W	0.016733676	-0.022770299	-0.094790412	-0.174880397	-0.072125535	-0.084933572	0.037996366	-1.449418691	-0.007667285	-0.031631502
YLR136C	0.119460267	-0.003255786	0.273199463	0.267146513	0.382938714	0.108321419	0.071374233	0.041228481	-0.062449643	0.08206618
YLR137W	0.1360667	0.165364649	0.266723361	0.141828696	0.181644163	-0.066232948	-0.129186994	0.023383059	-0.187754424	0.029916256
YLR138W	-0.036288074	-0.072330963	-0.064616421	-0.113486839	-0.188272975	-0.045919375	0.034670198	-0.008086524	-0.112404683	0.007617885
YLR139C	-0.527224699	0.044511221	-0.161964268	0.359563954	-0.027185775	-0.267732359	-1.671979935	0.595052978	-1.17954323	-1.038211348
YLR142W	-0.39367032	-0.20708847	-0.041123418	-0.031300469	-0.05568165	0.152097256	-0.3500018	0.048362946	-0.286731247	0.068751833
YLR143W	0.100422089	0.108268329	0.062958324	0.056968571	0.165684007	0.02229452	-0.018566624	0.177462548	-0.01463742	-0.032165902
YLR144C	-0.047052227	-0.14414226	0.067994482	-0.356123423	-0.30767359	-0.197092912	0.195641975	-0.002925802	0.003350479	0.054213572
YLR146C	0.013221865	0.054328834	0.167328464	-0.160325495	0.031352869	-0.081785915	-0.241496209	-0.079178787	-0.220703303	-0.163813582
YLR148W										
YLR149C						0.024377435	-2.140372416	0.27984425	-1.781347463	-1.757274939
YLR150W	0.183574806	0.183837914	0.180785019	0.308990987	-0.103210261	0.130995498	0.278965295	0.527561022	0.185942926	-0.045292825
YLR151C	0.180969293	0.2471614	0.239572873	-0.060496738	0.089355755	-0.308453761	-0.329130053	-0.210961322	-0.091258123	0.109251911
YLR152C	-0.288416813	-0.259899915	-0.134640531	-0.476739854	0.304772329	-0.141707824	-0.181828127	0.009161792	-0.080507077	-0.280437715
YLR154C	-0.245334262	-0.24823184	-0.231350124	-0.250059028	-0.29979290199999997	-0.052373055	-0.200555597	0.278625514	-0.101659586	0.064113612
YLR164W	-0.228000826	0.08860112	-0.116800128	0.139760146	-0.156066731	0.016206481	-0.005900952	0.047728279	0.050643037	0.00350771
YLR165C	-0.040567344	-0.142615774	0.179751657	0.08245167	0.162597827	-0.096033784	0.175688693	-0.006709661	0.062543258	-0.076546202
YLR168C	-0.074299146	-0.214060484	0.175911941	0.01772377	-0.040477753	-0.205432246	0.154410954	-0.011715207	0.009568496	-0.176675258
YLR169W	-0.092453003	-0.185389299	-0.23615621	-0.026241958	-0.503462637	0.045524675	-0.083264092	0.020538638	-0.096406715	0.054865262
YLR170C						-0.37806529	0.233883251	-0.31434897	-0.232931546	-0.127852294
YLR171W	0.048194001	0.103844248	0.328836385	0.364556224	-0.011022004					
YLR172C	-0.173220319	0.111972706	-0.005738011	-0.075807209	0.116600197	0.340527195	0.190450901	0.388758529	0.415929983	0.182947481
YLR173W	0.191344341	0.090328635	-0.276490725	-0.018527022	0.104079552	0.128535532	0.307560277	-0.075415068	0.38486444399999997	-0.29438969
YLR174W	-0.003773165	0.125431769	0.058303251	-0.086201945	0.272492388	0.148073243	0.103890841	0.142425986	0.227700499	0.229789928
YLR176C	0.20474465	0.356683	-0.032069015	-0.045648616	0.11717935	-0.04190092	0.518457913	0.144905468	0.394504487	0.094579659
YLR177W	-0.079318166	-0.212294814	-0.115143432	-0.133447168	-0.128594368	0.001936702	0.180812545	-0.190358287	0.032881031	0.129530976
YLR178C	0.269302435	0.10432204	0.018522847	0.179899479	0.253422728	-0.025649512	0.148505126	0.104242959	0.363867517	-0.113793797
YLR179C	0.178268032	0.212154628	-0.007909344	0.005111883	0.098542239	-0.121029801	-0.298490763	0.034111345	-0.259706039	0.171081131
YLR180W	0.354761533	0.222668751	0.202410189	0.310968735	0.22111764	-0.066213519	0.008791856	-0.030047688	0.009704456	0.222190982
YLR181C	-0.445036702	-0.408998749	-0.459798579	-0.377320075	-0.313139026	-0.001491072	0.372964393	-0.10453573	0.057209307	0.201379651
YLR182W	0.085330491	0.199193576	0.21781877	-0.882484357	0.022079392	-0.074905785	0.520644	0.542019604	0.272287462	-0.258284604
YLR183C	0.080776271	0.017399559	-0.027763883	-0.018787809	0.104546218	0.006216163	0.142657441	0.046456517	0.123990243	0.019654128
YLR184W										
YLR185W	-0.212248718	-0.055683474	-0.081317033	0.116272278	-0.045805569	-0.068805902	-0.038453804	0.007115988	0.025172889	-0.010456249
YLR187W	-0.13939077	-0.419751614	-0.36088234	-0.298684714	0.03923607	0.22682936	0.024031511	0.105951338	-0.140995547	0.164712496
YLR188W	-0.134665742	-0.161761105	0.048602665	-0.212538626	-0.239500014	0.142612026	0.345125628	0.182043629	0.310711996	-0.048083465
YLR189C	0.156055418	-0.094707477	0.201515301	0.120665318	-0.156370072	-0.040581988	0.174020261	-0.224171269	0.19188848	-0.042872125
YLR190W	0.068790032	-0.092114969	-0.136968581	-0.095726199	0.166169208	-0.004680317	-0.014189364	0.038703957	0.00946821	-0.002806456
YLR191W	0.213922762	0.116689842	0.214334861	-0.098673524	-0.046568762	-0.317738819	0.145680491	0.141702875	0.198019807	0.040237185
YLR192C	-0.069980619	0.02155698	0.118886113	-0.038725381	-0.217491298					
YLR193C	-0.023345674	-0.005603076	0.020557561	0.074511444	0.01753373	0.085954216	-0.101195892	0.209623157	-0.086427723	-0.019653369
YLR194C	-0.004862033	-0.05014479	-0.001715321	0.103473429	0.095402221	0.045376867	0.145564049	-0.040740715	0.112490434	0.08986037
YLR199C	-0.280071259	-0.015023079	-0.167045002	-0.123844472	-0.142031131	0.164173918	0.192375205	0.141691727	0.092207849	-0.170664186
YLR200W	-0.209117794	0.19447868	-0.006489323	-0.059692986	-0.127507283	0.076003913	0.074862131	0.076782054	0.004987539	0.080247383
YLR201C	-0.000869309	0.045260247	-0.110547523	-0.021596773	0.075889641	0.095899787	-1.594892317	0.322831781	-0.650463166	-2.458940303
YLR202C	-0.175062985	-0.013871727	-0.220807147	-0.025603433	0.093353574	0.225916768	-1.736784503	0.090095493	-0.482963076	-2.025584868
YLR203C	-0.117647676	-0.035309352	-0.086196787	-0.0049498	0.000570911	-0.082083386	-1.136907834	-0.098375248	-0.685828678	-0.962509203
YLR204W	0.276995589	0.070840366	0.187590943	0.078073397	0.096388291	0.172126568	-0.638626161	-0.074446934	-0.053500016	-0.002151895
YLR205C	0.040525364	-0.042603981	-0.091915338	-0.157731811	-0.167536509	-0.089397811	-0.108497132	-0.155626795	-0.175197684	0.022038909
YLR206W	0.154070604	-0.086508509	-0.261095647	-0.012266359	0.184667904	-0.077029464	0.205275592	-0.036996359	0.222001422	-0.377863987
YLR207W	-0.105884664	-0.000887927	0.015871371	-0.167904358	-0.155552318	0.068473905	0.257589105	-0.150541587	-0.005410035	0.32645837
YLR209C	-0.109660201	0.013958738	0.113337437	-0.187414849	0.283930308	0.017536984	0.16670106	0.086537518	0.270215806	-0.079038037
YLR210W	0.175013318	-0.056158538	0.140154419	0.240811523	0.30288729	-0.164155919	0.02756058	-0.145459671	0.100501361	0.161583707
YLR211C	-0.110965413	0.034395614	-0.102743435	-0.000527404	-0.074622042	-0.12327171	-0.105543148	-0.117922253	0.004321153	0.043463727
YLR213C	-0.026593566	0.182186457	0.07212667	0.060176775	0.047324651	0.00768575	-0.104022335	-0.073472722	-0.027320871	0.250681669
YLR214W	-0.051740545	-0.69191946	-0.081254281	-0.11311774	0.110134352	-0.071564662	-0.22042106	0.242257099	-0.271667012	-0.344495913
YLR216C	-0.338542726	-0.123363689	-0.056748284	-0.028048315	-0.207803666	-0.281619586	0.131305097	-0.193985563	0.46325037	0.245747716
YLR217W	0.189140312	0.073560256	-0.00098531	0.094277603	0.135034949	0.121690791	-0.174775902	-0.093596272	-0.053137731	0.338348594
YLR218C	-0.263327124	-0.319552765	-0.090597887	-0.158749686	0.048809794	0.207046963	-0.984283605	0.189562718	-0.180233445	-1.823103828
YLR219W	0.051126611	-0.047142664	-0.158602142	0.159341185	0.159508644	0.061828587	0.17717039	0.088904743	0.04586547	-0.130919305
YLR220W	-0.039680461	-0.073200465	-0.035186562	-0.056728458	-0.032867372	-0.005542177	-0.082448302	-0.261848996	-0.082959365	-0.120990235
YLR221C	-0.015005945	-0.121390482	-0.01946874	0.004295326	-0.033585851	0.06849598	-0.027451721	0.250700287	0.268489051	0.433517139
YLR224W	0.150300969	0.188104781	-0.015957765	-0.073351825	0.297026031	-0.068784897	-0.273808148	0.082269827	-0.116277114	-0.010076023
YLR225C	-0.120575855	-0.203099577	0.14562962	-0.0856475	0.139785485	-0.02911269	0.031519053	0.224554782	0.019603043	0.016142756
YLR226W	0.136571155	-0.527075675	-0.316117191	-0.027686902	-0.585391968					
YLR227C	0.173207233	0.008906484	-0.130748093	-0.049505931	0.187597502	-0.012946056	0.025358242	-0.23211305	0.15570356	-0.216841921
YLR231C	0.134777535	-0.184158646	-0.20594876	-0.026181673	-0.049396726	-0.067861768	0.410415214	-0.060556487	0.309445482	0.005893007
YLR232W	0.032706886	-0.229449121	0.000651389	-0.028629036	0.119035117	-0.073909793	0.031402729	-0.332596222	-0.504860816	-0.144571143
YLR233C	-0.006454145	-0.080487255	-0.031999001	0.078907749	-0.076783326	-0.028923549	-0.012965443	0.073225193	0.019096745	0.036902191
YLR235C										
YLR236C	0.333513869	0.240486752	0.243094152	0.328780031	0.2470933	-0.015894545	0.006140431	0.012466012	-0.037028243	-0.003221108
YLR237W	0.018080251	-0.080579042	-0.10441913	-0.065900419	0.006207481	0.107701275	0.056744002	-0.068002273	-0.017598705	-0.105599771
YLR238W	-0.131127719	-0.057217901	0.071202745	-0.229875401	0.14097435	0.220664889	0.219817988	0.259135535	0.05245059	-0.336211637
YLR239C	0.020028273	-0.465434069	-0.208071259	-0.012426058	0.0826193	0.066610018	-0.543559635	0.08971654	-0.530288345	-1.539367023
YLR240W										
YLR241W	-0.113582341	-0.070070228	-0.140590302	0.032270696	-0.111183631	-0.016061408	0.102693285	-0.175224685	0.214687903	0.085963327
YLR246W	0.106321418	0.268860009	0.095508473	0.171226391	-0.070358034	0.116589111	-0.085289299	0.287665834	0.019222736	0.117520584
YLR247C	-0.182201028	-0.380370074	-0.052107635	-0.169798849	0.176075653	0.023547507	-0.043536888	-0.11972218	-0.361562962	-0.335141611
YLR248W	0.072705676	0.012803767	0.127574068	-0.08484135	0.351470778	0.157452223	-0.053967441	0.059375134	-0.104690473	0.070384202
YLR250W	0.199477555	-0.228419771	-0.067597362	0.144653061	0.467881289	-0.313253532	0.146316373	-0.054825236	-0.096151611	-0.178600111
YLR251W						-0.101663867	-0.050507098	0.151652126	-0.091291633	0.084660911
YLR252W	-0.255722543	-0.143162839	-0.141451076	-0.117086506	-0.244984872	0.062762833	0.168064284	0.273975237	0.207020487	0.080990974
YLR253W	0.119606693	0.271183555	-0.01008334	0.089556871	-0.035268906	0.203702743	-0.04062373	0.072256592	-0.059277487	-0.101233362
YLR254C	0.106781941	0.146661114	0.065781633	0.273287794	0.346243653	-0.116130113	-0.021271036	-0.170089915	-0.110521034	-0.112557451
YLR255C	-0.158640031	-0.173033753	-0.103190435	-0.254159576	-0.228098385	0.056193524	-0.051743855	0.054985463	0.10485351	-0.091267781
YLR257W	-0.163904638	-0.191670006	-0.057904699	-0.107129319	-0.089048506	-0.370940209	-0.354407481	-0.327937975	-0.123481125	-0.009585709
YLR258W	0.093080107	0.176501946	0.120132544	0.230022533	0.324123959	0.122027085	0.089632639	0.139170162	0.140457952	-0.003179503
YLR260W	-0.25940537	0.005552077	-0.100397211	0.201290302	-0.053329402	-0.223158269	-2.396069159	0.496769675	-1.546799186	-0.874540711
YLR261C	0.063659335	0.039952402	-0.093917749	0.082612134	-0.046010924					
YLR262C	-0.144008062	-0.114923239	-0.281317032	-0.196759633	-0.178211828					
