orf	hap alpha | growth (culture turbidity) | DiKU+Trp (DiKU+Trp [unknown]) | Cai H~Becker JM, 2006	hap alpha | growth (culture turbidity) | DiKU-Trp (DiKU-Trp [unknown]) | Cai H~Becker JM, 2006	hap alpha | growth (culture turbidity) | HLKU [unknown] | Cai H~Becker JM, 2006
YAL002W	-1.516632305594983	-0.06711238614753277	-2.0183762815345494
YAL004W	0.2203131644901288	1.3526158692571557	-0.3548287070277631
YAL005C	-1.4343814058973596	-0.26154382352620953	-1.1290004314519735
YAL007C	1.2726408517979617	1.1840665388022638	0.26266540650107223
YAL008W	-0.002248093515205577	0.00611503831976113	0.17050210597438042
YAL009W	-0.33367083641445433	-0.20283562977225839	-0.009216330052669183
YAL010C	-0.38205371858952714	-0.011560546896482227	-1.7833598651914855
YAL011W	-1.2142392920007783	-0.3366650606952437	-0.39630219226477387
YAL012W	-0.09417556964784392	-0.21167342238038006	-0.5115063179231387
YAL013W	-0.09417556964784392	-0.2678565325320107	-0.8202533746875563
YAL014C	-0.3627005657194977	-0.11824532909452241	0.032257155184342655
YAL015C	-0.4836577711571795	-0.20409817157341864	-0.1059877956056951
YAL016W	-0.3312516923057004	0.0869177135940164	-2.589788744800038
YAL017W	-0.16433074880169948	-0.10940753648640074	0.22580008629039552
YAL018C	-0.1836839016717286	0.03767858334876705	-0.2165837562377253
YAL019W	-0.4425323213083679	0.06671704477545257	-0.6174941135288348
YAL020C	-0.6167106971386297	0.33248209391968275	-0.9262411702932515
YAL021C	1.0524987379013806	-0.16243429213513075	-0.9584983254775941
YAL022C	-1.7150021225127814	-0.1643281048368711	-2.465368289089004
YAL023C	-0.20787534275926503	-0.16369683393629106	-0.39630219226477387
YAL024C	-0.11352872251787303	0.052829084962689864	0.22580008629039552
YAL026C	-0.938456863602864	-0.13402710160902542	-1.1612575866363162
YAL027W	0.10903253548746189	0.11848125862302233	-0.6866165889238537
YAL028W	0.04371564455111333	-0.020398339504603905	0.23501641634306367
YAL029C	0.01952420346357692	0.13426303113752525	0.4654246676597933
YAL030W	-0.03611611103775654	-0.028604861212145463	0.32257155184342146
YAL031C	0.7718780212859588	0.5414327620117022	0.0
YAL034C	0.5783464925856676	0.12290015492708317	0.22580008629039552
YAL035W	-0.26835394547810604	0.00611503831976113	0.3410042119487598
YAL036C	-0.9795823134516756	0.24284162603730589	-2.041417106666222
YAL037W	-1.947239956953131	-0.27038161613433115	-1.6174659242434397
YAL039C	-0.11352872251787303	0.12479396762882353	-0.9170248402405827
YAL040C	0.568669916150653	0.2156969773123608	-0.4884654927914657
YAL042C-A	-0.29254538656564244	-0.06837492794869295	0.37326136713310143
YAL042W	-0.17642646934546768	-0.174428439246153	0.42395118242278246
YAL044C	-2.2181840971335385	-0.24891840551460712	-0.42395118242278196
YAL045C	0.1501579853362735	-0.26154382352620953	-1.4239229931373873
YAL046C	0.8033268946997559	-0.030498673913885752	0.3363960469224247
YAL047C	-1.318262488677185	-0.2564936563215685	-1.8524823405865039
YAL048C	0.8299374798960457	1.0691752348966819	-0.1105959606320302
YAL049C	0.7307525714371467	-0.0424928210249081	0.16128577592171123
YAL051W	0.3944915403203909	0.2718800874639912	0.15667761089537613
YAL053W	0.03645821222485267	0.09954313160561873	0.47464099771246243
YAL054C	0.30740235240525987	-0.15990920853281027	-0.42395118242278196
YAL055W	1.451657515845731	0.34384497013012494	-1.350192352716034
YAL056C-A	0.4090064049729128	0.04336002145398813	-0.2258000862903945
YAL056W	-0.4812386270484261	-0.0330237575162063	-0.5207226479758078
YAL058W	0.38723410799413027	0.5540581800233046	0.3640450370804333
YAL059W	-0.4328557448733533	0.09954313160561873	0.2211919212640604
YAL060W	-0.24174336028181573	0.05409162676385017	0.1105959606320302
YAL061W	0.5541550514981312	0.08313008819053569	0.06451431036868428
YAL062W	0.36788095512410063	0.35331403363882663	-0.12902862073736754
YAL064C-A	-0.7618593436638479	-0.15359649952700913	-1.3640168477950376
YAL065C	0.19128343518508512	0.33690099022374353	-0.02764899015800653
YAR002C-A	-0.01918210227648133	-0.15044014502410852	-0.06912247539501837
YAR002W	-1.04248006027927	-0.2520747600175077	-0.50228998787047
YAR003W	-0.5997766883773545	-0.2792194087424528	-0.9723228205565974
YAR014C	-0.024020390493988072	-0.269750345233751	-0.14746128084270693
YAR015W	-2.2399563941123213	-0.3657035221219292	-4.792491627387972
YAR018C	-0.05305011979903176	0.1399444692427464	-0.2304082513167296
YAR020C	-0.41592173611207783	-0.029867403013305704	-0.25805724147473613
YAR023C	-0.8029847935126597	-0.010298005095322057	0.20736742618505716
YAR027W	0.07032622974740364	0.3804586823637719	-0.023040825131672448
YAR028W	-0.050630975690278385	0.47704313015253014	0.17050210597438042
YAR029W	0.09693681494369341	0.30533744519473766	0.44699200755445595
YAR030C	-0.07724156088656817	-0.13528964341018565	-0.14285311581637183
YAR031W	0.54689761917187	0.4783056719536904	0.7649553943715413
YAR035W	-0.4328557448733533	0.030734603442385735	-0.0552979803160151
YAR042W	-0.36149099366512105	0.08944279719633681	0.22580008629039552
YAR047C	-0.3530239892844832	-0.06837492794869295	0.25805724147473713
YAR050W	0.11387082370496864	0.296499652586616	-0.02764899015800653
YBL001C	0.21305573216386817	-0.10561991108292001	-0.02764899015800653
YBL002W	0.38723410799413027	0.034522228845866455	-0.5575879681864846
YBL003C	0.6509208158482768	0.041466208752247775	-0.6912247539501878
YBL005W	0.26143861433894094	-0.09236322217073757	-0.1105959606320302
YBL006C	-0.3699579980457589	-0.23944934200590534	-1.529910788743083
YBL007C	1.6669613415248052	3.471792282504617	0.11520412565836531
YBL008W	1.0670136025539025	0.9776409543125646	-0.37326136713310093
YBL009W	-0.5489746620935277	0.021265539933683936	-0.15667761089537613
YBL010C	-0.5054300681359625	-0.23250536209952402	-0.6359267736341726
YBL011W	-0.88281654910153	-0.8075931525280128	-0.1705021059743794
YBL012C	-0.6626744352049488	-0.7545663968792827	-0.17971843602704857
YBL013W	-0.5005917799184549	-0.5803356283191697	0.08294697047402265
YBL015W	-0.6046149765948615	-0.6270496749620986	-0.428559347449116
YBL016W	-0.17884561345422134	-0.8479944901651404	-0.26266540650107123
YBL017C	-0.16433074880169948	-0.6939643904235911	-0.00460816502633408
YBL019W	-0.06756498445155414	-0.4401934883903833	-0.24423274639573286
