orf	hap alpha | growth (culture turbidity) | DiKU+Trp (DiKU+Trp [unknown]) | Cai H~Becker JM, 2006	hap alpha | growth (culture turbidity) | DiKU-Trp (DiKU-Trp [unknown]) | Cai H~Becker JM, 2006	hap alpha | growth (culture turbidity) | HLKU [unknown] | Cai H~Becker JM, 2006
YER046W-A	1.045	0.14800000000000002	1.005
YER047C	0.977	0.222	1.14
YER048C	0.7809999999999999	-0.012	0.899
YER049W	1.04	0.21600000000000003	1.021
YER050C	0.9209999999999999	0.858	0.852
YER051W	1.122	0.715	0.997
YER052C	0.155	-4.488	0.10300000000000001
YER053C	1.173	1.464	1.02
YER054C	1.094	0.519	0.96
YER055C	1.083	1.389	1.047
YER056C	1.119	0.501	0.924
YER056C-A	0.725	0.5820000000000001	1.131
YER057C	0.09300000000000001	3.931	0.21
YER058W	1.0070000000000001	0.475	0.745
YER059W	0.851	0.94	0.866
YER060W	1.068	0.5589999999999999	0.904
YER060W-A	0.158	4.64	0.135
YER061C	0.46399999999999997	8.707	1.0590000000000002
YER062C	1.093	0.387	0.946
YER063W	1.203	0.529	0.882
YER064C	1.151	0.43700000000000006	1.347
YER065C	1.1540000000000001	1.806	1.176
YER066C-A	1.535	-5.794	1.271
YER066W	1.003	0.205	0.92
YER067C-A	1.198	3.478	1.133
YER067W	1.128	1.4780000000000002	1.071
YER068C-A	0.022000000000000002	0.040999999999999995	0.006
YER068W	2.8510000000000004	6.474	1.089
YER069W	0.015	0.046	0.011000000000000001
YER070W	0.75	1.52	0.34700000000000003
YER071C	1.3019999999999998	1.028	1.024
YER072W	0.46	0.414	0.892
YER073W	1.229	1.368	0.9990000000000001
YER074W	0.818	0.726	1.102
YER075C	1.043	0.895	0.9740000000000001
YER077C	1.0759999999999998	1.6780000000000002	0.985
YER078C	1.023	0.35600000000000004	1.426
YER079W	1.273	-3.3160000000000003	1.246
YER080W	1.167	0.747	1.161
YER081W	1.126	0.9990000000000001	1.1740000000000002
YER083C	0.251	0.387	1.08
YER084W	1.033	1.493	1.208
YER085C	1.099	1.4569999999999999	1.272
YER086W	0.179	0.634	0.046
YER087C-B	0.991	1.508	1.061
YER087W	0.929	1.054	1.114
YER088C	1.04	0.7959999999999999	1.3619999999999999
YER089C	1.228	0.659	0.986
YER090W	1.06	0.922	0.198
YER091C	0.21899999999999997	2.0469999999999997	0.177
YER091C-A	0.11699999999999999	0.519	0.203
YER092W	1.034	0.602	0.9740000000000001
YER093C-A	0.9840000000000001	0.321	0.96
YER095W	0.9590000000000001	1.036	0.721
YER096W	1.0490000000000002	0.278	1.016
YER097W	1.047	0.43700000000000006	0.932
YER098W	0.9209999999999999	0.35700000000000004	1.035
YER101C	0.912	0.456	1.182
YER103W	1.064	0.622	1.079
YER106W	1.08	0.41	1.075
YER110C	1.153	0.8029999999999999	0.986
YER111C	0.524	1.305	1.111
YER113C	1.3330000000000002	2.224	1.126
YER114C	1.105	0.804	1.102
YER115C	1.286	1.3030000000000002	1.112
YER116C	1.41	1.5290000000000001	1.198
YER117W	1.047	1.8359999999999999	1.083
YER118C	1.2790000000000001	4.499	1.146
YER119C	1.272	4.2139999999999995	1.155
YER119C-A	1.594	3.498	1.185
YER120W	1.112	0.0	0.993
YER121W	1.06	0.107	1.047
YER122C	1.0859999999999999	0.182	0.685
YER123W	0.61	-0.092	0.823
YER124C	1.105	0.136	1.041
YER128W	1.115	0.499	0.997
YER129W	1.1340000000000001	1.496	0.914
YER130C	1.054	1.0590000000000002	0.998
YER131W	1.327	0.364	0.998
YER132C	1.006	0.243	1.119
YER134C	0.977	0.501	1.0490000000000002
YER135C	1.254	1.3030000000000002	1.08
YER137C	0.151	0.711	0.033
YER139C	1.057	0.39399999999999996	1.074
YER140W	1.025	1.757	1.176
YER141W	1.1540000000000001	0.7120000000000001	1.149
YER142C	1.093	0.985	1.137
YER143W	1.006	0.728	1.024
YER144C	0.9309999999999999	2.224	1.2109999999999999
YER145C	0.23800000000000002	0.986	0.971
YER149C	1.234	4.283	0.889
YER150W	1.1179999999999999	0.7290000000000001	1.156
YER151C	0.28	1.535	1.047
YER152C	1.25	0.6679999999999999	1.1540000000000001
YER153C	1.4240000000000002	1.4569999999999999	1.138
YER154W	0.428	0.198	0.8270000000000001
YER155C	0.7140000000000001	0.33399999999999996	0.705
YER156C	0.945	1.527	0.878
YER158C	0.871	0.317	0.9420000000000001
YER161C	1.015	1.409	0.87
YER162C	1.025	0.7859999999999999	0.899
YER163C	0.877	0.835	1.056
YER164W	1.27	3.736	0.865
YER166W	0.993	0.847	0.938
YER167W	1.161	0.151	1.053
YER169W	0.868	-0.353	0.872
YER170W	0.9470000000000001	0.848	0.9570000000000001
YER173W	1.091	1.031	1.082
YER174C	1.0070000000000001	0.955	1.013
YER175C	1.024	0.772	0.9490000000000001
YER176W	1.121	0.405	1.021
YER177W	0.9009999999999999	0.33	0.8959999999999999
YER178W	0.16	0.035	0.6829999999999999
YER179W	1.068	0.478	1.085
YER180C	1.0759999999999998	1.103	1.151
YER181C	1.16	0.6659999999999999	0.9740000000000001
YER182W	1.275	1.5830000000000002	1.08
YER183C	1.16	2.063	1.038
YER184C	0.878	0.147	1.0390000000000001
YER185W	0.8	-0.011000000000000001	1.042
YER186C	0.87	-0.193	1.082
YER187W	0.9079999999999999	0.23800000000000002	0.9470000000000001
YER188W	0.882	0.89	1.044
YFL001W	1.3359999999999999	1.028	0.64
YFL007W	1.198	0.611	1.045
YFL011W	1.499	1.551	1.04
YFL012W-A	0.309	-0.013000000000000001	1.088
YFL014W	0.915	0.5329999999999999	1.186
YFL015C	1.179	1.376	1.069
YFL016C	0.042	0.124	0.657
YFL018C	0.012	0.304	0.981
YFL019C	0.721	0.325	1.034
YFL020C	0.8540000000000001	0.34299999999999997	1.158
YFL021W	0.638	0.263	0.9790000000000001
YFL023W	0.6809999999999999	0.9079999999999999	1.013
YFL025C	1.085	1.804	0.804
YFL026W	1.0959999999999999	1.274	1.018
YFL027C	1.395	1.874	1.127
YFL028C	1.165	0.517	1.126
YFL030W	1.3019999999999998	1.08	1.287
YFL031W	1.219	1.037	1.198
YFL032W	1.608	1.754	1.138
YFL034C-A	0.8700000000000001	0.6890000000000001	1.0415
YFL034W	1.01	1.192	1.012
YFL036W	0.9059999999999999	1.128	0.802
YFL040W	0.7020000000000001	0.439	1.005
YFL041W	0.602	0.389	0.9670000000000001
YFL042C	0.764	0.6855	1.052
YFL044C	0.87	0.8270000000000001	0.982
YFL046W	0.856	0.6559999999999999	1.024
YFL047W	1.043	0.975	1.094
YFL048C	1.2770000000000001	0.752	1.103
YFL049W	1.093	1.1540000000000001	0.9620000000000001
YFL050C	1.33	1.754	1.028
YFL051C	1.056	1.0170000000000001	1.0170000000000001
YFL052W	0.799	0.23	1.015
YFL053W	0.862	0.392	1.018
YFL054C	0.8059999999999999	0.292	1.068
YFL055W	0.91	0.425	1.131
YFR001W	-0.11199999999999999	0.157	0.022000000000000002
YFR006W	1.124	1.129	1.121
YFR007W	1.1540000000000001	0.833	1.117
YFR008W	1.1540000000000001	0.899	1.278
YFR009W	1.7480000000000002	3.2030000000000003	0.86
YFR010W	0.922	0.42	0.804
YFR011C	1.347	2.905	1.187
YFR012W	0.9009999999999999	0.273	1.063
YFR013W	0.815	0.237	1.092
YFR014C	0.8540000000000001	0.722	1.094
YFR015C	0.8809999999999999	-0.11199999999999999	1.0979999999999999
YFR016C	0.92	1.46	1.072
YFR017C	1.0	1.5219999999999998	1.25
YFR018C	0.997	1.692	1.078
YFR019W	0.27899999999999997	0.065	0.34
YFR020W	1.05	1.5	1.022
YFR021W	1.203	2.207	1.075
YFR022W	0.8270000000000001	0.794	1.018
YFR023W	1.004	1.416	1.0759999999999998
YFR024C-A	1.0695000000000001	1.165	1.182
YFR025C	0.993	0.988	1.183
YFR026C	1.0979999999999999	1.6569999999999998	1.1440000000000001
YFR030W	0.11900000000000001	0.455	0.032
YFR031C-A	1.015	1.795	1.213
YFR032C	0.87	0.9109999999999999	0.976
YFR032C-A	0.882	0.731	1.157
YFR033C	1.056	2.002	1.109
YFR034C	1.133	1.547	1.218
YFR035C	1.05	1.716	1.0590000000000002
YFR036W	0.975	1.3880000000000001	1.165
YFR038W	1.046	2.256	1.125
YFR039C	0.825	0.868	0.889
YFR040W	0.555	0.424	1.078
YFR041C	0.8440000000000001	0.794	1.0270000000000001
YFR043C	1.04	1.9069999999999998	1.101
YFR044C	1.7990000000000002	6.017	1.042
YFR045W	1.11	2.405	1.078
YFR046C	0.638	0.6779999999999999	0.955
YFR047C	0.511	-0.032	0.927
YFR048W	0.7190000000000001	-0.085	0.986
YFR049W	0.8740000000000001	-0.095	0.982
YFR053C	0.907	-0.021	0.937
YFR054C	1.197	0.042	1.099
YFR055W	0.907	0.244	1.048
YFR056C	0.848	0.07400000000000001	1.083
YFR057W	0.826	-0.222	1.097
YGL002W	0.9179999999999999	0.41600000000000004	0.94
YGL003C	0.537	1.58	0.743
YGL004C	1.06	1.2009999999999998	0.9640000000000001
YGL005C	0.521	0.305	1.032
YGL006W	0.922	0.924	1.013
YGL007W	0.895	2.827	0.875
YGL010W	0.8140000000000001	0.27699999999999997	0.9940000000000001
YGL012W	0.746	0.7759999999999999	1.052
YGL013C	0.787	3.362	1.038
YGL014W	1.031	0.61	1.1159999999999999
YGL015C	0.86	0.5820000000000001	1.044
YGL016W	0.934	0.831	0.925
YGL017W	1.274	0.332	0.998
YGL019W	1.4569999999999999	2.346	0.8370000000000001
YGL020C	0.584	-0.066	1.0170000000000001
YGL021W	1.265	0.41600000000000004	1.035
YGL023C	2.064	0.084	1.14
YGL024W	2.34	7.39	1.714
YGL025C	2.17	1.33	1.4580000000000002
YGL026C	1.7069999999999999	0.037000000000000005	0.034
YGL027C	1.192	1.386	1.2209999999999999
YGL028C	0.9359999999999999	0.831	1.1340000000000001
YGL029W	0.096	0.281	0.018000000000000002
YGL031C	1.1179999999999999	0.111	1.032
YGL032C	1.161	0.517	0.986
YGL033W	0.9109999999999999	0.73	1.1079999999999999
YGL034C	1.281	0.998	1.02
YGL035C	1.228	0.6	1.093
YGL036W	0.8740000000000001	-0.397	1.11
YGL037C	1.188	-0.29600000000000004	1.075
YGL038C	0.17300000000000001	0.079	0.446
YGL039W	1.6219999999999999	0.5820000000000001	1.101
YGL041C	0.752	0.674	0.8540000000000001
YGL042C	0.122	0.406	1.012
YGL043W	0.765	0.36	0.958
YGL045W	1.2345	1.6625	0.9044999999999999
YGL049C	0.9470000000000001	0.767	0.88
YGL050W	0.812	0.305	0.773
YGL051W	1.1909999999999998	0.314	1.145
YGL053W	0.785	0.628	0.88
YGL054C	0.94	-0.037000000000000005	0.83
YGL056C	0.8909999999999999	0.259	0.9540000000000001
YGL057C	1.213	0.249	0.995
YGL058W	0.083	0.24	0.8059999999999999
YGL059W	1.064	2.697	1.051
YGL060W	0.9109999999999999	-0.166	1.008
YGL062W	0.732	0.406	1.107
YGL063W	0.8909999999999999	0.563	1.09
YGL064C	0.8540000000000001	0.6559999999999999	0.977
YGL066W	1.405	3.51	0.838
YGL067W	0.8909999999999999	0.924	1.068
YGL070C	0.7829999999999999	3.76	1.085
YGL071W	0.17800000000000002	0.406	1.128
YGL072C	1.11	3.76	0.9179999999999999
YGL076C	1.558	0.8590000000000001	1.18
YGL077C	1.6119999999999999	2.115	1.197
YGL078C	0.9490000000000001	0.046	0.934
YGL079W	0.7979999999999999	0.314	0.8220000000000001
YGL080W	1.176	2.762	1.051
YGL081W	1.0270000000000001	0.222	0.9129999999999999
YGL082W	0.903	0.092	0.9940000000000001
YGL083W	1.186	1.5519999999999998	0.9540000000000001
YGL084C	1.254	0.961	0.846
YGL085W	0.909	0.7020000000000001	1.0
YGL086W	0.8140000000000001	0.988	0.867
YGL087C	1.1079999999999999	3.6489999999999996	1.075
YGL088W	1.288	0.272	1.17
YGL089C	1.068	0.499	0.982
YGL090W	0.701	2.215	1.188
YGL094C	0.4	0.603	1.0959999999999999
YGL095C	0.34299999999999997	2.495	0.201
YGL096W	0.8690000000000001	1.5630000000000002	1.0390000000000001
YGL101W	1.2	1.181	1.053
YGL104C	1.571	2.742	1.023
YGL105W	0.945	0.225	0.862
YGL107C	0.956	0.40700000000000003	0.8809999999999999
YGL108C	1.214	1.167	1.016
YGL109W	1.15	1.165	0.9570000000000001
YGL110C	1.225	1.3780000000000001	0.9179999999999999
YGL114W	0.946	0.619	0.877
YGL115W	1.218	1.236	0.9159999999999999
YGL117W	1.228	1.3880000000000001	1.032
YGL118C	1.183	1.067	0.9570000000000001
YGL121C	1.0659999999999998	0.59	0.935
YGL124C	0.6890000000000001	0.267	0.637
YGL126W	1.067	1.575	0.853
YGL127C	1.08	1.756	0.958
YGL129C	1.298	2.484	0.991
YGL131C	1.0190000000000001	0.728	1.034
YGL132W	1.048	0.501	1.035
YGL133W	1.3559999999999999	0.53	1.006
YGL135W	0.11599999999999999	0.5920000000000001	0.706
YGL136C	0.845	0.515	0.888
YGL138C	1.205	0.6809999999999999	1.091
YGL139W	1.15	1.12	1.165
YGL140C	1.375	1.456	1.1909999999999998
YGL141W	1.62	3.926	1.185
YGL143C	1.003	0.8029999999999999	0.9570000000000001
YGL144C	0.797	0.076	1.031
YGL146C	0.9059999999999999	0.152	1.1159999999999999
YGL147C	1.115	0.19699999999999998	1.2109999999999999
YGL148W	0.013000000000000001	0.122	0.037000000000000005
YGL149W	0.9640000000000001	0.302	1.182
YGL151W	0.897	0.985	1.003
YGL152C	1.079	2.04	0.87
YGL153W	1.1079999999999999	2.0269999999999997	0.968
YGL154C	0.899	0.484	0.995
YGL156W	1.124	0.757	1.077
YGL157W	1.242	0.924	1.127
YGL158W	1.121	-0.19899999999999998	0.981
YGL159W	0.986	0.166	1.023
YGL160W	1.089	0.0	1.06
YGL161C	1.015	-0.015	1.1
YGL162W	0.983	0.256	1.141
YGL163C	0.687	0.46799999999999997	1.002
YGL164C	0.912	0.135	1.046
YGL165C	0.318	0.075	0.7829999999999999
YGL166W	0.17300000000000001	0.015	0.8909999999999999
YGL167C	1.1059999999999999	0.516	0.687
YGL168W	1.2209999999999999	1.318	0.84
YGL170C	1.1540000000000001	1.061	1.125
YGL173C	1.296	4.841	0.737
YGL174W	0.877	0.363	1.1420000000000001
YGL175C	0.99	0.015	1.175
YGL176C	1.0090000000000001	0.515	1.119
YGL177W	0.903	0.16699999999999998	1.1179999999999999
YGL179C	0.8	2.406	1.07
YGL180W	0.787	1.043	0.8340000000000001
YGL181W	0.877	0.5429999999999999	1.0
YGL194C	1.393	-0.425	0.9790000000000001
YGL195W	2.957	8.154	0.344
YGL196W	1.4469999999999998	0.19	1.189
YGL197W	1.796	0.47200000000000003	1.045
YGL198W	1.392	0.33799999999999997	1.1909999999999998
YGL199C	2.044	2.6010000000000004	1.182
YGL200C	1.214	0.8220000000000001	1.22
YGL202W	1.396	1.7069999999999999	1.26
YGL203C	1.4	1.3430000000000002	1.208
YGL205W	2.0980000000000003	1.33	1.203
YGL206C	0.131	0.14300000000000002	0.09699999999999999
YGL208W	0.597	1.014	1.136
YGL209W	0.5870000000000001	0.017	1.0090000000000001
YGL210W	0.57	0.924	1.087
YGL211W	1.8980000000000001	0.5710000000000001	0.9390000000000001
YGL212W	1.2819999999999998	1.176	0.46399999999999997
YGL213C	1.714	0.9590000000000001	1.0
YGL214W	1.604	0.772	0.877
YGL215W	0.867	0.647	1.18
YGL216W	0.6629999999999999	0.21600000000000003	1.127
YGL217C	0.9840000000000001	1.9909999999999999	0.993
YGL218W	1.4080000000000001	1.8419999999999999	1.016
YGL219C	0.757	0.175	1.062
YGL220W	0.664	1.0170000000000001	1.023
YGL221C	0.581	0.502	0.9840000000000001
YGL222C	1.9240000000000002	0.483	1.045
YGL223C	0.192	-0.728	1.103
YGL224C	0.754	0.946	1.067
YGL226C-A	0.631	0.915	1.1340000000000001
YGL226W	0.608	0.009000000000000001	1.138
YGL227W	1.207	-0.34	1.064
YGL228W	0.995	-0.046	1.158
YGL229C	1.604	0.591	1.168
YGL230C	1.103	0.773	1.09
YGL231C	0.871	0.465	1.248
YGL232W	0.89	0.562	1.224
YGL234W	0.345	0.877	0.06
YGL235W	1.32	1.679	0.9309999999999999
YGL236C	1.632	0.534	1.053
YGL237C	1.6669999999999998	1.248	0.9620000000000001
YGL240W	0.342	-0.079	0.958
YGL241W	1.5190000000000001	1.954	1.114
YGL242C	0.652	-0.222	1.469
YGL243W	0.828	2.81	1.073
YGL244W	0.945	1.896	0.5529999999999999
YGL246C	1.444	1.4340000000000002	0.664
YGL248W	0.759	0.765	1.0090000000000001
YGL249W	0.813	1.425	1.061
YGL250W	0.7709999999999999	2.06	1.02
YGL251C	0.33299999999999996	0.998	0.8440000000000001
YGL252C	0.932	3.017	0.9670000000000001
YGL253W	1.1640000000000001	1.376	1.199
YGL254W	1.521	1.0859999999999999	0.872
YGL255W	1.554	1.8319999999999999	0.96
YGL256W	1.262	1.284	1.2429999999999999
YGL257C	1.17	1.645	1.081
YGL258W	1.227	0.79	1.078
YGL259W	1.043	1.213	1.155
YGL260W	0.8809999999999999	0.612	1.044
YGL261C	1.091	1.161	1.088
YGL262W	1.15	0.899	0.9840000000000001
YGL263W	0.98	1.0090000000000001	0.976
YGR001C	1.199	1.673	1.055
YGR003W	1.0859999999999999	1.074	0.998
YGR004W	1.057	0.934	0.932
YGR006W	0.311	1.33	0.06
YGR007W	0.9690000000000001	0.22899999999999998	1.089
YGR008C	1.032	0.414	0.982
YGR010W	1.1159999999999999	0.897	1.061
YGR011W	1.197	2.2319999999999998	1.083
YGR012W	0.993	2.481	0.965
YGR014W	1.0759999999999998	0.455	1.05
YGR015C	0.975	0.932	1.067
YGR016W	0.9620000000000001	0.5820000000000001	1.2109999999999999
YGR017W	0.95	0.31	0.99
YGR018C	1.197	1.9769999999999999	1.041
YGR019W	0.9790000000000001	0.27	1.137
YGR020C	0.252	0.162	0.541
YGR021W	0.349	0.226	1.084
YGR022C	1.546	1.307	1.0659999999999998
YGR023W	0.877	0.672	1.085
YGR025W	1.52	1.686	0.937
YGR026W	1.031	0.433	1.052
YGR027C	0.882	0.924	0.903
YGR028W	0.998	1.3430000000000002	1.011
YGR031W	1.296	1.124	1.248
YGR032W	0.9990000000000001	0.534	1.047
YGR033C	1.105	1.188	1.058
YGR034W	1.3619999999999999	1.819	1.272
YGR035C	1.149	1.41	1.226
YGR036C	0.831	1.171	0.977
YGR037C	0.716	0.541	1.22
YGR038W	0.861	0.466	1.081
YGR039W	0.787	0.885	1.0979999999999999
YGR040W	0.695	0.31	1.0
YGR041W	1.138	1.541	1.0959999999999999
YGR042W	1.103	0.987	1.173
YGR043C	1.062	1.3130000000000002	1.216
YGR044C	1.036	0.948	1.255
YGR045C	0.943	1.0390000000000001	1.065
YGR049W	1.15	1.18	1.179
YGR050C	1.119	1.8359999999999999	1.1
YGR051C	1.36	1.4969999999999999	1.1520000000000001
YGR052W	0.958	1.073	1.0070000000000001
YGR053C	0.972	0.327	1.214
YGR054W	1.2919999999999998	1.64	1.104
YGR055W	1.197	1.449	0.935
YGR056W	1.004	1.028	0.617
YGR057C	1.265	1.171	0.8590000000000001
YGR058W	0.981	1.3130000000000002	0.836
YGR059W	1.008	1.435	1.181
YGR061C	0.099	0.114	0.038
YGR062C	1.119	0.945	0.875
YGR063C	0.355	0.217	1.281
YGR064W	1.143	0.934	1.035
YGR066C	1.045	1.099	1.179
YGR067C	1.048	1.151	1.055
YGR068C	0.919	0.9	1.172
YGR069W	1.5519999999999998	1.074	1.321
YGR070W	0.862	0.9109999999999999	1.158
YGR071C	0.7659999999999999	0.8540000000000001	0.956
YGR072W	0.7120000000000001	0.69	1.054
YGR076C	0.705	0.265	0.846
YGR077C	0.81	0.64	1.11
YGR078C	0.753	0.813	0.945
YGR079W	0.9159999999999999	0.8390000000000001	1.0070000000000001
YGR080W	0.902	0.986	1.037
YGR081C	0.9470000000000001	0.922	0.905
YGR084C	1.063	0.975	0.929
YGR085C	1.155	0.7979999999999999	1.045
YGR086C	1.285	2.7460000000000004	0.987
YGR087C	1.319	0.18899999999999997	1.1840000000000002
YGR088W	0.889	0.888	1.15
YGR089W	1.27	0.648	1.138
YGR092W	0.995	0.213	0.637
YGR093W	0.872	0.501	1.0490000000000002
YGR096W	0.878	0.963	1.087
YGR097W	1.179	1.641	1.036
YGR100W	0.892	1.069	0.9790000000000001
YGR101W	1.26	1.1740000000000002	1.125
YGR102C	0.47600000000000003	0.474	0.8590000000000001
YGR104C	1.08	0.573	1.078
YGR105W	0.865	0.595	0.415
YGR106C	0.643	0.303	1.032
YGR107W	1.07	0.8959999999999999	1.044
YGR108W	0.8059999999999999	0.941	1.1440000000000001
YGR109C	0.638	0.335	0.777
YGR110W	0.777	0.26	1.073
YGR111W	1.101	0.7909999999999999	0.9670000000000001
YGR112W	0.5479999999999999	0.121	0.96
YGR117C	1.117	1.225	0.983
YGR118W	0.575	0.772	1.166
YGR121C	0.85	0.7979999999999999	0.9790000000000001
YGR122W	1.431	1.456	1.057
YGR123C	1.172	3.528	1.3
YGR124W	1.13	0.523	0.8340000000000001
YGR125W	0.693	0.49700000000000005	1.016
YGR126W	1.067	1.344	1.107
YGR127W	1.311	2.366	0.6809999999999999
YGR129W	0.9420000000000001	1.431	1.081
YGR130C	1.023	1.01	1.036
YGR131W	1.148	1.375	1.0590000000000002
YGR132C	0.9009999999999999	0.748	1.044
YGR133W	0.9590000000000001	0.735	0.99
YGR134W	1.073	0.998	0.9420000000000001
YGR135W	0.636	0.49200000000000005	1.04
YGR136W	1.252	1.2690000000000001	1.0759999999999998
YGR137W	1.355	1.361	1.084
YGR138C	0.191	0.853	0.579
YGR139W	1.175	0.578	1.146
YGR141W	1.3230000000000002	1.092	1.0270000000000001
YGR142W	1.165	1.3219999999999998	1.067
YGR143W	1.09	0.5489999999999999	1.088
YGR144W	1.183	0.618	1.031
YGR146C	0.9670000000000001	0.62	1.084
YGR148C	0.491	0.36700000000000005	1.0979999999999999
YGR149W	1.063	1.016	1.156
YGR150C	0.8140000000000001	0.36200000000000004	0.815
YGR151C	0.873	0.598	1.119
YGR152C	1.0390000000000001	0.331	1.153
YGR153W	0.8109999999999999	0.41700000000000004	1.159
YGR154C	0.867	0.632	1.053
YGR155W	0.035	0.023	0.027000000000000003
YGR157W	0.077	0.41600000000000004	0.764
YGR159C	0.503	0.604	1.051
YGR160W	0.951	2.395	1.094
YGR161C	0.851	1.899	1.057
YGR163W	1.76	0.8590000000000001	1.1159999999999999
YGR164W	0.91	1.078	1.043
YGR165W	0.79	1.162	0.998
YGR166W	1.135	0.376	1.051
YGR167W	0.27399999999999997	0.762	0.165
YGR168C	1.073	0.8590000000000001	1.087
YGR169C	1.071	0.691	1.048
YGR170W	1.347	0.7340000000000001	0.992
YGR171C	1.013	0.757	0.9
YGR173W	1.1079999999999999	0.7859999999999999	1.088
YGR174C	1.3430000000000002	1.218	0.882
YGR176W	1.037	0.73	1.071
YGR177C	1.067	0.442	1.062
YGR178C	0.6890000000000001	0.11800000000000001	1.061
YGR180C	0.442	1.6540000000000001	0.772
YGR181W	1.062	0.5479999999999999	1.02
YGR182C	0.7040000000000001	0.513	0.958
YGR183C	0.977	1.4680000000000002	0.9670000000000001
YGR184C	0.693	0.867	0.684
YGR187C	0.998	0.36	1.06
YGR188C	0.973	0.574	0.7170000000000001
YGR189C	0.956	0.447	1.04
YGR192C	0.32899999999999996	0.43200000000000005	1.056
YGR193C	0.129	0.369	1.156
YGR194C	1.2819999999999998	1.072	1.0859999999999999
YGR196C	0.5820000000000001	0.8809999999999999	1.143
YGR197C	1.021	0.625	1.081
YGR199W	1.058	0.35600000000000004	1.149
YGR200C	1.357	1.3030000000000002	0.973
YGR201C	0.9329999999999999	0.956	1.1059999999999999
YGR202C	1.18	0.7929999999999999	1.057
YGR203W	1.14	0.8809999999999999	1.089
YGR204W	0.038	0.0	0.006
YGR205W	1.206	1.141	1.0590000000000002
YGR206W	1.227	1.496	1.052
YGR207C	1.216	1.0659999999999998	1.1179999999999999
YGR208W	0.452	1.4409999999999998	0.303
YGR209C	1.3630000000000002	1.5959999999999999	1.068
YGR210C	0.922	0.2	1.0979999999999999
YGR212W	0.9540000000000001	1.014	0.9620000000000001
YGR213C	0.94	0.435	1.0759999999999998
YGR214W	0.281	0.209	0.897
YGR215W	1.008	1.24	0.9259999999999999
YGR217W	0.843	0.332	1.0590000000000002
YGR219W	0.33299999999999996	-0.064	0.807
YGR220C	0.925	-0.106	0.982
YGR221C	0.955	0.064	1.07
YGR222W	1.036	-0.095	0.9109999999999999
YGR223C	1.056	1.0170000000000001	1.011
YGR224W	0.9890000000000001	0.021	1.084
YGR225W	0.904	0.0	1.083
YGR226C	1.072	-0.042	1.197
YGR227W	1.1059999999999999	0.307	1.3780000000000001
YGR228W	0.898	0.519	1.0959999999999999
YGR229C	0.915	-0.201	0.96
YGR230W	0.963	0.053	1.094
YGR231C	0.8140000000000001	-0.18	0.986
YGR232W	1.088	0.053	1.012
YGR233C	0.995	0.159	0.996
YGR234W	0.915	0.413	1.064
YGR235C	1.056	3.6860000000000004	0.9890000000000001
YGR236C	1.02	0.011000000000000001	1.077
YGR237C	0.7490000000000001	0.18	0.943
YGR238C	0.8909999999999999	1.162	1.005
YGR239C	1.05	2.5	1.0
YGR240C	1.0090000000000001	2.585	0.9309999999999999
YGR241C	1.199	1.271	0.9520000000000001
YGR242W	1.114	1.716	1.114
YGR243W	1.123	1.1440000000000001	0.9
YGR244C	1.048	0.636	1.125
YGR247W	1.0659999999999998	2.987	1.082
YGR248W	1.081	0.684	1.057
YGR249W	1.228	0.89	1.0
YGR250C	1.045	1.599	1.005
YGR256W	0.95	0.81	1.1420000000000001
YGR259C	0.84	0.904	1.122
YGR260W	0.32	1.18	0.442
YGR261C	1.103	2.187	1.091
YGR262C	0.048	0.0	0.8240000000000001
YGR263C	1.094	0.909	1.054
YGR266W	1.192	2.5989999999999998	1.213
YGR268C	1.08	1.845	1.0290000000000001
YGR269W	1.119	1.063	1.1640000000000001
YGR270W	1.51	3.655	1.217
YGR275W	0.9620000000000001	0.47	1.0490000000000002
YGR279C	0.846	0.47200000000000003	1.082
YGR281W	0.94	0.691	1.104
YGR282C	0.894	0.457	1.113
YGR283C	0.846	0.609	1.0090000000000001
YGR284C	0.7440000000000001	0.7559999999999999	1.023
YGR285C	1.2429999999999999	3.057	0.7170000000000001
YGR286C	0.92	0.794	1.055
YGR287C	1.013	1.6780000000000002	1.149
YGR288W	1.511	2.449	1.102
YGR290W	1.5419999999999998	0.66	1.0170000000000001
YGR295C	0.99	0.672	1.0290000000000001
YHL002W	1.206	1.4140000000000001	1.082
YHL003C	0.983	23.916999999999998	0.14400000000000002
YHL005C	0.38	13.91	0.151
YHL006C	1.7480000000000002	1.089	1.042
YHL007C	2.363	6.667000000000001	1.331
YHL008C	1.067	1.199	0.956
YHL009C	1.061	1.041	1.016
YHL010C	0.682	0.45299999999999996	0.9259999999999999
YHL011C	1.245	1.76	0.885
YHL012W	1.3519999999999999	2.985	1.07
YHL013C	0.915	1.165	0.9890000000000001
YHL014C	0.9229999999999999	0.632	0.929
YHL016C	1.6019999999999999	1.857	1.202
YHL017W	0.768	0.738	0.8370000000000001
YHL019C	1.44	2.4730000000000003	0.8759999999999999
YHL020C	0.74	0.47100000000000003	0.855
YHL021C	2.3369999999999997	0.8109999999999999	1.25
YHL022C	1.014	1.305	0.932
YHL023C	0.7859999999999999	0.36200000000000004	0.6920000000000001
YHL024W	0.934	0.523	1.093
YHL025W	1.035	1.235	0.563
YHL026C	1.248	1.41	0.97
YHL027W	1.6269999999999998	3.071	0.9520000000000001
YHL028W	1.209	0.773	1.013
