orf	hap alpha | growth (culture turbidity) | DiKU+Trp (DiKU+Trp [unknown]) | Cai H~Becker JM, 2006	hap alpha | growth (culture turbidity) | DiKU-Trp (DiKU-Trp [unknown]) | Cai H~Becker JM, 2006	hap alpha | growth (culture turbidity) | HLKU [unknown] | Cai H~Becker JM, 2006
YDL081C	0.594	0.6559999999999999	1.03
YDL082W	0.799	0.423	0.975
YDL083C	1.0090000000000001	1.364	0.925
YDL085W	0.956	1.025	0.904
YDL086W	1.03	0.983	0.887
YDL088C	0.081	0.59	0.828
YDL089W	1.0090000000000001	0.87	0.965
YDL090C	1.21	3.588	0.7559999999999999
YDL091C	1.037	1.262	0.91
YDL093W	1.0859999999999999	1.683	1.01
YDL094C	1.295	2.7769999999999997	0.9490000000000001
YDL095W	1.048	0.998	0.877
YDL096C	1.435	1.375	1.228
YDL099W	1.381	1.996	1.0659999999999998
YDL100C	0.996	0.261	1.105
YDL101C	1.13	2.055	1.037
YDL104C	0.945	0.408	1.048
YDL106C	1.5590000000000002	4.3660000000000005	1.2109999999999999
YDL107W	1.047	1.985	0.968
YDL109C	1.1179999999999999	0.21	0.993
YDL110C	1.045	0.205	0.857
YDL112W	1.018	0.562	0.8640000000000001
YDL113C	1.063	2.081	1.07
YDL114W	1.03	0.865	0.74
YDL115C	0.9520000000000001	0.23399999999999999	1.0390000000000001
YDL116W	0.10099999999999999	0.46399999999999997	0.779
YDL117W	1.197	0.47700000000000004	1.077
YDL118W	1.084	2.059	0.91
YDL119C	0.846	0.076	0.9790000000000001
YDL121C	1.085	1.9680000000000002	1.2329999999999999
YDL122W	0.9209999999999999	0.41100000000000003	1.226
YDL123W	1.205	0.158	1.203
YDL124W	1.188	0.332	1.204
YDL125C	1.122	0.26	1.236
YDL127W	1.301	1.062	1.278
YDL128W	0.925	0.242	0.9840000000000001
YDL129W	0.986	3.9810000000000003	0.805
YDL130W	1.34	1.535	1.226
YDL130W-A	0.813	0.6920000000000001	1.113
YDL131W	0.8079999999999999	0.223	0.861
YDL133C-A	1.2959999999999998	0.762	0.952
YDL133W	1.025	0.282	0.865
YDL134C	1.125	0.076	1.024
YDL135C	1.126	0.204	1.025
YDL136W	0.975	0.001	0.823
YDL137W	1.238	0.9279999999999999	0.93
YDL138W	1.196	1.7109999999999999	0.9540000000000001
YDL142C	1.05	0.263	0.6940000000000001
YDL144C	1.143	0.281	0.826
YDL146W	1.2819999999999998	1.148	0.899
YDL149W	0.402	1.608	1.082
YDL151C	2.185	1.5330000000000001	1.063
YDL154W	1.6469999999999998	0.615	1.147
YDL155W	1.22	1.5930000000000002	1.202
YDL156W	1.5630000000000002	0.6	0.987
YDL157C	1.651	0.9470000000000001	0.9640000000000001
YDL158C	1.469	0.833	0.9209999999999999
YDL159W	0.922	1.2670000000000001	0.779
YDL160C	2.8680000000000003	3.451	0.784
YDL161W	0.988	1.168	0.648
YDL162C	1.5859999999999999	2.353	0.888
YDL167C	0.5920000000000001	2.767	1.235
YDL168W	0.326	0.594	1.1059999999999999
YDL169C	0.872	0.16	1.148
YDL170W	0.502	-0.247	1.199
YDL171C	0.446	-0.094	1.274
YDL172C	-0.021	-1.5959999999999999	1.047
YDL173W	0.033	-2.154	1.104
YDL174C	0.574	1.964	1.05
YDL175C	0.667	0.335	0.9470000000000001
YDL176W	0.85	0.395	0.9590000000000001
YDL177C	0.257	0.504	1.068
YDL178W	0.391	-0.054000000000000006	1.003
YDL179W	0.51	0.7390000000000001	1.179
YDL180W	0.185	0.5579999999999999	0.8109999999999999
YDL181W	0.736	0.205	1.034
YDL182W	0.7440000000000001	0.359	1.025
YDL183C	0.971	0.377	1.069
YDL184C	0.9420000000000001	-1.2309999999999999	1.09
YDL185W	0.58	0.033	0.637
YDL186W	1.005	-0.561	1.06
YDL187C	1.1420000000000001	-0.425	1.222
YDL188C	0.638	-0.809	1.026
YDL189W	0.998	-0.087	0.983
YDL190C	1.507	0.287	1.24
YDL191W	1.3030000000000002	0.782	1.214
YDL192W	1.099	2.477	0.754
YDL194W	1.088	1.463	1.239
YDL197C	1.0959999999999999	1.964	0.9540000000000001
YDL198C	0.09699999999999999	0.222	0.35200000000000004
YDL199C	0.9159999999999999	0.26	0.983
YDL200C	0.826	0.26	1.01
YDL201W	0.723	0.341	1.063
YDL202W	1.025	0.825	0.894
YDL203C	0.966	1.158	1.002
YDL204W	0.473	0.631	0.993
YDL206W	0.8109999999999999	0.948	1.1909999999999998
YDL210W	0.838	0.72	1.07
YDL211C	1.048	2.988	1.274
YDL213C	1.27	1.318	1.218
YDL214C	1.4780000000000002	3.48	0.9840000000000001
YDL215C	1.238	0.648	0.938
YDL216C	1.162	0.33399999999999996	1.0490000000000002
YDL218W	1.185	0.499	1.087
YDL219W	1.2409999999999999	0.556	1.151
YDL222C	1.165	0.38299999999999995	1.148
YDL223C	1.337	1.063	1.146
YDL224C	1.3869999999999998	1.699	1.25
YDL225W	0.9159999999999999	1.07	1.07
YDL226C	1.331	0.992	1.232
YDL227C	1.141	0.737	1.263
YDL229W	1.286	1.229	1.28
YDL230W	1.423	0.85	1.028
YDL231C	1.1840000000000002	1.12	0.948
YDL232W	1.3730000000000002	1.729	0.7
YDL233W	1.069	0.42200000000000004	1.0
YDL234C	1.072	0.537	0.9590000000000001
YDL236W	1.186	2.8339999999999996	1.11
YDL237W	1.061	1.001	0.9570000000000001
YDL238C	1.09	1.3840000000000001	0.978
YDL239C	1.182	1.3319999999999999	1.023
YDL240W	1.275	1.213	0.9840000000000001
YDL241W	1.242	1.399	0.941
YDL242W	1.3519999999999999	1.56	1.158
YDL243C	1.155	0.867	0.882
YDR001C	1.405	2.364	1.242
YDR003W	1.433	1.536	1.067
YDR004W	1.205	2.161	1.235
YDR005C	0.868	0.157	0.977
YDR006C	0.986	1.57	0.882
YDR007W	1.2690000000000001	1.347	1.212
YDR008C	1.179	0.145	0.034
YDR009W	1.227	1.431	0.863
YDR010C	1.216	1.19	0.79
YDR011W	0.9259999999999999	0.7070000000000001	0.669
YDR014W	1.5519999999999998	1.621	1.206
YDR015C	1.979	3.78	1.365
YDR017C	0.069	0.168	0.45799999999999996
YDR018C	1.0390000000000001	0.35	1.024
YDR019C	0.929	0.07200000000000001	0.983
YDR020C	0.9670000000000001	0.187	1.1909999999999998
YDR022C	0.7340000000000001	1.732	1.083
YDR024W	0.75	0.099	0.9890000000000001
YDR025W	0.838	0.354	1.136
YDR026C	0.81	0.67	1.2309999999999999
YDR027C	0.45299999999999996	0.374	0.815
YDR028C	-0.111	0.155	1.149
YDR029W	1.057	0.29	1.347
YDR030C	1.57	2.207	1.324
YDR031W	1.393	1.037	1.072
YDR032C	1.129	0.18600000000000003	0.9440000000000001
YDR033W	1.046	0.816	1.042
YDR034C	0.925	0.314	1.1440000000000001
YDR035W	1.013	-0.18100000000000002	1.048
YDR036C	0.9490000000000001	0.161	0.9540000000000001
YDR042C	0.9390000000000001	0.475	0.8809999999999999
YDR043C	0.449	-0.247	0.565
YDR046C	1.0170000000000001	0.772	1.0979999999999999
YDR048C	1.944	4.783	1.168
YDR049W	1.264	1.131	1.037
YDR051C	1.215	0.804	1.093
YDR055W	1.055	0.56	0.982
YDR056C	1.0290000000000001	0.895	1.137
YDR057W	1.156	0.214	0.9129999999999999
YDR058C	1.594	3.898	1.11
YDR059C	0.997	1.079	1.079
YDR061W	1.053	0.532	0.987
YDR063W	0.982	0.637	1.0659999999999998
YDR065W	0.688	0.511	0.777
YDR066C	0.956	0.875	0.985
YDR067C	1.297	2.3040000000000003	1.0590000000000002
YDR068W	0.456	0.74	1.122
YDR069C	0.726	0.46399999999999997	0.401
YDR070C	0.513	0.8029999999999999	1.1440000000000001
YDR071C	1.1079999999999999	0.23800000000000002	0.986
YDR072C	1.248	1.601	0.903
YDR073W	0.565	0.434	1.085
YDR074W	0.95	0.33299999999999996	0.758
YDR075W	0.768	0.21600000000000003	1.056
YDR076W	1.2329999999999999	4.209	0.99
YDR077W	0.7659999999999999	0.466	0.899
YDR078C	1.041	1.551	1.043
YDR079W	0.85	0.336	0.892
YDR080W	0.541	0.614	0.484
YDR083W	0.7120000000000001	1.672	1.033
YDR084C	1.189	0.8109999999999999	1.148
YDR085C	1.07	0.912	1.062
YDR089W	0.863	0.593	1.0759999999999998
YDR090C	1.3090000000000002	1.222	1.1640000000000001
YDR092W	1.4509999999999998	2.888	1.0390000000000001
YDR093W	1.0490000000000002	0.963	1.0859999999999999
YDR094W	1.054	0.782	0.9670000000000001
YDR095C	1.104	0.6809999999999999	1.0759999999999998
YDR096W	1.157	1.004	0.973
YDR097C	0.961	0.8690000000000001	0.9620000000000001
YDR098C	0.213	0.486	1.024
YDR099W	1.18	0.317	1.025
YDR100W	1.39	0.426	1.023
YDR101C	1.439	0.602	1.0859999999999999
YDR102C	1.186	0.266	1.034
YDR103W	0.664	-11.314	1.147
YDR104C	1.3119999999999998	1.805	0.8759999999999999
YDR105C	1.041	0.353	0.8009999999999999
YDR107C	1.127	1.113	1.122
YDR108W	1.16	0.83	0.7340000000000001
YDR109C	0.9640000000000001	0.7140000000000001	0.982
YDR110W	1.0270000000000001	0.961	0.878
YDR111C	1.063	0.831	0.92
YDR112W	1.253	1.1340000000000001	1.011
YDR114C	1.05	0.20800000000000002	0.8170000000000001
YDR115W	1.229	0.6779999999999999	0.754
YDR116C	1.141	0.5379999999999999	0.973
YDR117C	1.379	0.478	1.022
YDR119W	2.167	4.922	0.9229999999999999
YDR120C	0.057999999999999996	0.2	0.013999999999999999
YDR121W	0.99	0.737	0.862
YDR122W	1.112	0.643	0.835
YDR123C	0.132	0.08800000000000001	0.8140000000000001
YDR124W	0.6629999999999999	1.023	1.033
YDR125C	0.747	1.21	1.01
YDR126W	1.099	1.55	0.846
YDR127W	0.10800000000000001	-6.462000000000001	0.06
YDR128W	1.359	1.17	0.938
YDR129C	1.926	3.112	0.889
YDR130C	1.327	1.222	1.062
YDR131C	1.219	1.2209999999999999	0.93
YDR132C	1.162	1.038	0.897
YDR133C	1.158	1.207	0.965
YDR135C	1.2109999999999999	1.379	1.128
YDR136C	0.748	0.82	0.857
YDR137W	0.46299999999999997	0.657	0.932
YDR138W	0.261	0.044000000000000004	1.2429999999999999
YDR139C	1.177	1.047	1.167
YDR140W	0.425	0.473	0.924
YDR142C	1.206	0.8540000000000001	1.119
YDR143C	0.8109999999999999	0.8109999999999999	1.054
YDR144C	1.183	1.074	1.137
YDR146C	1.9040000000000001	3.6639999999999997	0.319
YDR147W	1.053	0.9940000000000001	1.148
YDR148C	0.799	0.978	0.868
YDR149C	0.664	0.9359999999999999	1.081
YDR150W	0.621	1.122	0.7979999999999999
YDR151C	0.792	0.816	0.639
YDR152W	1.199	0.603	0.78
YDR153C	0.9470000000000001	0.762	0.993
YDR154C	0.7709999999999999	0.5329999999999999	0.9620000000000001
YDR155C	0.997	0.7	1.0
YDR156W	1.216	0.602	1.186
YDR157W	0.177	0.8170000000000001	0.753
YDR158W	0.16699999999999998	0.201	0.023
YDR159W	1.248	2.6010000000000004	1.314
YDR161W	1.21	1.1	1.114
YDR162C	0.9790000000000001	1.442	0.728
YDR163W	1.182	0.9940000000000001	1.062
YDR165W	0.971	0.9620000000000001	0.9390000000000001
YDR169C	1.012	1.651	0.895
YDR171W	1.026	1.2309999999999999	1.1440000000000001
YDR173C	0.22399999999999998	-7.55	0.674
YDR174W	0.9440000000000001	0.501	1.02
YDR175C	1.0590000000000002	0.6629999999999999	0.865
YDR176W	1.2830000000000001	1.2329999999999999	0.607
YDR178W	0.94	0.812	1.074
YDR179C	1.0859999999999999	0.946	1.124
YDR179W-A	0.789	0.722	1.003
YDR181C	1.0	0.763	1.199
YDR183W	0.8690000000000001	0.698	1.107
YDR184C	0.975	1.242	1.14
YDR185C	1.203	0.991	1.031
YDR186C	0.7559999999999999	1.361	0.767
YDR191W	1.227	0.836	0.8759999999999999
YDR192C	1.08	7.8229999999999995	1.224
YDR193W	0.89	6.551	1.262
YDR194C	1.723	2.406	0.9670000000000001
YDR195W	0.935	4.984	0.833
YDR197W	1.056	0.529	0.7759999999999999
YDR198C	1.9280000000000002	4.837	1.297
YDR199W	1.686	4.816	1.281
YDR200C	0.612	7.983	0.9129999999999999
YDR202C	0.85	0.7190000000000001	1.148
YDR203W	0.495	7.06	1.159
YDR204W	1.175	6.791	0.972
YDR205W	1.712	2.088	1.163
YDR206W	0.885	11.355	1.3459999999999999
YDR207C	0.439	8.292	1.401
YDR209C	0.997	10.295	1.402
YDR210W	1.337	18.749000000000002	1.505
YDR213W	2.654	6.5729999999999995	1.136
YDR214W	1.6480000000000001	11.059000000000001	1.036
YDR215C	2.016	0.32799999999999996	1.026
YDR216W	1.3330000000000002	0.405	1.27
YDR217C	1.416	2.1590000000000003	1.389
YDR218C	0.665	6.962000000000001	1.4569999999999999
YDR219C	0.804	2.637	1.32
YDR220C	0.79	5.015	1.2890000000000001
YDR221W	0.6629999999999999	5.672000000000001	1.374
YDR222W	0.617	2.701	1.396
YDR223W	0.9940000000000001	5.559	1.1
YDR225W	2.001	5.152	1.109
YDR226W	0.17300000000000001	-4.065	0.48
YDR227W	0.902	-8.113999999999999	1.44
YDR229W	1.9680000000000002	-3.841	1.139
YDR230W	0.7709999999999999	0.44299999999999995	0.7859999999999999
YDR231C	2.035	-5.7139999999999995	0.978
YDR233C	0.981	-7.521	1.3530000000000002
YDR234W	0.5760000000000001	-7.631	1.3259999999999998
YDR237W	2.46	-7.422999999999999	1.168
YDR239C	0.495	-7.632999999999999	1.3019999999999998
YDR241W	1.828	-2.428	1.4909999999999999
YDR242W	1.139	1.227	1.138
YDR244W	1.045	0.578	0.462
YDR245W	0.371	0.428	1.165
YDR247W	0.604	2.134	1.133
YDR248C	0.309	-0.20800000000000002	1.147
YDR249C	0.21100000000000002	-1.139	1.1059999999999999
YDR250C	0.9329999999999999	0.243	1.192
YDR251W	0.469	0.20199999999999999	0.198
YDR252W	0.6779999999999999	0.20800000000000002	1.155
YDR253C	0.345	-0.057999999999999996	1.13
YDR254W	0.299	0.22	1.125
YDR255C	0.47100000000000003	0.243	0.893
YDR256C	0.507	-0.474	1.135
YDR257C	0.556	-0.057999999999999996	1.068
YDR258C	0.29100000000000004	-0.191	1.131
YDR259C	0.688	0.44	1.082
YDR260C	0.47700000000000004	0.584	1.084
YDR261C	1.9240000000000002	0.74	1.078
YDR262W	1.699	0.503	0.9590000000000001
YDR263C	0.26899999999999996	0.648	1.16
YDR264C	1.334	1.932	0.478
YDR265W	0.764	1.452	0.846
YDR266C	0.696	0.237	1.089
YDR268W	0.7040000000000001	0.168	1.065
YDR269C	0.657	0.057	1.218
YDR270W	0.027999999999999997	0.573	1.041
YDR271C	0.988	-0.124	1.194
YDR272W	0.295	0.376	0.897
YDR273W	-0.034	-0.26	1.173
YDR274C	0.205	0.179	1.107
YDR275W	0.748	1.278	1.229
YDR276C	2.256	0.804	1.337
YDR277C	1.54	0.735	1.028
YDR278C	1.4680000000000002	1.81	1.2590000000000001
YDR279W	1.163	0.49700000000000005	1.135
YDR281C	1.432	0.226	1.028
YDR282C	1.236	0.659	1.214
YDR283C	1.589	3.875	0.102
YDR284C	1.224	1.296	0.618
YDR285W	0.718	0.613	1.101
YDR286C	0.64	1.226	1.2690000000000001
YDR287W	1.52	1.758	1.112
YDR289C	0.55	1.828	1.1420000000000001
YDR290W	0.172	-0.157	0.992
YDR291W	1.8730000000000002	2.5789999999999997	1.2890000000000001
YDR293C	3.969	4.835	0.902
YDR294C	0.122	0.9890000000000001	0.019
YDR295C	0.6759999999999999	0.301	1.123
YDR296W	0.642	0.561	1.06
YDR297W	0.509	0.503	1.0270000000000001
YDR298C	0.521	0.376	0.9159999999999999
YDR300C	1.94	3.4819999999999998	1.003
YDR304C	0.7659999999999999	0.162	1.0070000000000001
YDR305C	0.401	0.445	1.075
YDR306C	1.298	0.723	1.0590000000000002
YDR307W	1.96	0.266	1.123
YDR309C	1.9240000000000002	0.659	1.17
YDR310C	4.359	6.397	1.127
YDR312W	1.171	0.8959999999999999	0.892
YDR313C	1.123	0.301	1.114
YDR314C	1.3940000000000001	0.405	1.151
YDR315C	0.179	0.648	0.89
YDR316W	0.838	0.943	1.119
YDR317W	2.405	2.423	0.845
YDR318W	0.86	0.9079999999999999	1.063
YDR319C	1.314	0.983	1.194
YDR320C	0.961	1.4340000000000002	1.16
YDR321W	1.382	1.1740000000000002	1.15
YDR322W	1.0390000000000001	2.319	0.579
YDR323C	0.826	2.487	0.07
YDR326C	1.5430000000000001	1.614	0.8440000000000001
YDR329C	1.44	3.245	0.593
YDR330W	1.48	1.058	1.023
YDR332W	0.764	1.151	0.991
YDR333C	0.997	0.601	0.929
YDR334W	0.534	0.6940000000000001	0.875
YDR335W	0.491	0.7290000000000001	0.968
YDR336W	0.899	1.006	0.9840000000000001
YDR337W	0.7020000000000001	0.792	0.7190000000000001
YDR338C	1.3230000000000002	2.204	1.035
YDR340W	0.996	1.044	1.1320000000000001
YDR344C	1.085	0.76	1.186
YDR345C	1.001	0.85	1.173
YDR346C	1.111	0.47100000000000003	1.1320000000000001
YDR347W	1.1420000000000001	0.8740000000000001	0.879
YDR348C	1.0170000000000001	0.772	1.291
YDR349C	0.8170000000000001	0.505	1.2109999999999999
YDR350C	0.578	2.502	0.977
YDR351W	1.008	0.5429999999999999	1.225
YDR352W	0.782	0.27899999999999997	1.171
YDR354W	0.995	0.326	0.018000000000000002
YDR357C	0.951	0.611	1.1840000000000002
YDR358W	1.14	0.935	1.054
YDR359C	0.9840000000000001	1.224	0.491
YDR360W	1.335	1.78	1.0170000000000001
YDR363W	0.845	0.512	1.0070000000000001
YDR363W-A	0.59	0.521	1.177
YDR364C	0.92	0.996	0.174
YDR368W	1.325	3.68	1.177
YDR369C	0.741	0.546	0.852
YDR370C	0.958	0.711	1.162
YDR371W	0.866	0.5660000000000001	1.146
YDR372C	0.685	0.16	0.9009999999999999
YDR374C	0.9990000000000001	0.963	1.252
YDR375C	1.041	0.5529999999999999	0.8590000000000001
YDR377W	0.831	0.376	1.2109999999999999
YDR378C	0.855	0.88	0.7
YDR379W	0.9590000000000001	1.345	1.2670000000000001
YDR380W	1.111	1.1079999999999999	0.9620000000000001
YDR382W	0.305	0.177	0.899
YDR383C	1.165	2.949	1.156
YDR384C	1.135	0.442	1.105
YDR385W	1.024	0.69	1.088
YDR386W	1.046	1.114	1.129
YDR387C	1.061	0.912	1.2
YDR388W	1.51	1.916	1.125
YDR389W	1.003	0.355	1.29
YDR391C	1.072	0.546	1.03
YDR392W	0.265	-0.424	0.606
YDR393W	0.513	-0.013999999999999999	0.693
YDR395W	1.081	1.52	0.9
YDR399W	1.196	0.9570000000000001	1.225
YDR400W	1.1159999999999999	0.73	1.15
YDR401W	1.182	0.9259999999999999	1.169
YDR402C	1.041	0.958	1.19
YDR403W	1.162	1.426	1.103
YDR405W	1.083	3.69	0.727
YDR406W	1.044	2.006	1.215
YDR408C	0.046	1.205	0.019
YDR409W	1.2830000000000001	1.4280000000000002	1.082
YDR410C	0.841	1.222	1.158
YDR411C	0.773	2.2030000000000003	1.042
YDR414C	0.779	2.719	1.093
YDR415C	1.0290000000000001	0.644	1.14
YDR417C	1.314	3.0989999999999998	0.57
YDR418W	1.222	1.666	0.995
YDR419W	1.075	0.405	1.21
YDR420W	0.757	1.021	1.123
YDR421W	1.083	0.373	1.169
YDR422C	0.951	0.322	1.188
YDR423C	0.987	0.019	1.124
YDR424C	1.111	0.359	1.1159999999999999
YDR425W	0.914	0.8290000000000001	1.064
YDR426C	0.8340000000000001	0.297	1.0590000000000002
YDR428C	0.976	0.97	1.031
YDR430C	0.932	0.5489999999999999	0.9490000000000001
YDR431W	0.9590000000000001	0.575	0.983
YDR432W	0.126	0.256	0.7290000000000001
YDR433W	0.055	0.168	0.73
YDR435C	1.04	-0.005	1.043
YDR436W	1.099	0.10099999999999999	1.021
YDR438W	1.345	2.44	1.012
YDR439W	1.4680000000000002	2.9339999999999997	1.001
YDR440W	0.892	0.7440000000000001	1.057
YDR441C	0.9059999999999999	0.294	1.074
YDR442W	0.953	0.39299999999999996	0.27399999999999997
YDR443C	1.5959999999999999	5.045	1.099
YDR444W	1.121	1.102	0.934
YDR445C	1.5319999999999998	2.605	1.193
YDR446W	0.79	0.505	1.03
YDR447C	1.026	0.785	1.128
YDR448W	0.892	1.023	0.573
YDR450W	0.991	0.672	1.125
YDR451C	1.026	0.532	1.157
YDR452W	0.9129999999999999	1.149	1.045
YDR453C	1.065	0.28	1.101
YDR455C	1.023	2.174	0.934
YDR456W	0.66	0.14	0.7240000000000001
YDR457W	1.005	0.309	0.981
YDR458C	0.68	0.168	1.083
YDR459C	0.8490000000000001	1.078	1.114
YDR461W	1.182	1.067	0.9620000000000001
YDR462W	0.86	0.183	1.141
YDR463W	0.8140000000000001	3.238	0.982
YDR465C	0.877	1.4569999999999999	1.0659999999999998
YDR466W	0.8809999999999999	2.227	1.092
YDR467C	0.81	0.22399999999999998	1.147
YDR469W	0.785	0.21	0.9229999999999999
YDR470C	0.85	0.21100000000000002	1.2690000000000001
YDR471W	1.052	1.8219999999999998	1.016
YDR475C	1.094	0.42200000000000004	1.159
YDR476C	1.026	0.196	1.119
YDR477W	0.9229999999999999	-0.06	0.8220000000000001
YDR479C	0.669	-0.212	1.182
YDR480W	0.93	-0.141	1.203
YDR481C	0.9309999999999999	-0.114	1.177
YDR482C	0.8490000000000001	-0.07200000000000001	1.147
YDR483W	1.022	-0.114	1.149
YDR484W	0.9620000000000001	0.168	1.182
YDR485C	0.49	-0.366	1.061
YDR486C	0.821	0.377	1.001
YDR488C	0.9	0.46399999999999997	1.023
YDR490C	1.242	1.67	1.213
YDR491C	1.263	0.252	1.102
YDR492W	1.044	0.547	1.2409999999999999
YDR493W	1.167	0.8390000000000001	0.833
YDR494W	1.1	1.288	1.296
YDR495C	0.12	1.896	0.255
YDR496C	1.228	1.236	1.038
YDR497C	0.603	0.66	0.888
YDR500C	1.4569999999999999	-0.39399999999999996	1.7590000000000001
YDR501W	1.082	0.73	1.168
YDR502C	1.251	1.21	0.9109999999999999
YDR503C	1.087	1.4780000000000002	1.139
YDR504C	1.104	0.912	1.113
YDR505C	1.554	4.043	1.2109999999999999
YDR506C	1.409	2.185	1.053
YDR507C	0.995	0.84	1.103
YDR508C	1.0270000000000001	0.336	0.986
YDR509W	0.8740000000000001	0.28	1.093
YDR511W	0.884	0.183	1.115
YDR512C	0.945	0.5660000000000001	0.9109999999999999
YDR513W	0.782	1.022	0.922
YDR514C	0.8240000000000001	-0.03	0.847
YDR515W	1.349	1.3519999999999999	0.799
YDR516C	0.8590000000000001	0.294	1.008
YDR517W	0.8029999999999999	0.237	1.008
YDR518W	0.909	-0.085	0.826
YDR519W	0.991	1.597	0.993
YDR520C	1.182	0.703	0.9740000000000001
YDR521W	1.203	0.759	1.077
YDR522C	1.3019999999999998	1.318	0.907
YDR523C	1.136	0.564	0.863
YDR524C	1.181	1.475	1.092
YDR525W	1.111	1.587	0.9640000000000001
YDR525W-A	1.051	1.033	1.199
YDR528W	0.877	0.647	0.882
YDR529C	0.9620000000000001	1.054	0.731
YDR530C	0.8809999999999999	0.7170000000000001	0.9940000000000001
YDR532C	2.281	5.246	1.2890000000000001
YDR533C	1.195	1.168	1.159
YDR534C	1.237	1.755	1.012
YDR535C	0.9620000000000001	0.777	1.162
YDR536W	0.9840000000000001	1.033	1.188
YDR537C	0.86	-0.057	1.026
YDR538W	0.8270000000000001	0.546	1.087
YDR539W	1.012	1.6740000000000002	1.117
YDR540C	1.0859999999999999	-1.005	1.117
YDR541C	1.15	2.151	1.033
YEL001C	1.0590000000000002	0.33899999999999997	1.0859999999999999
YEL003W	1.006	1.651	0.838
YEL004W	0.17600000000000002	-8.209	0.05
YEL005C	0.991	0.866	0.951
YEL006W	1.3019999999999998	1.454	0.981
YEL007W	0.368	0.23800000000000002	1.13
YEL008W	1.238	1.031	0.993
YEL009C	1.751	2.7510000000000003	0.22899999999999998
YEL010W	1.2590000000000001	0.991	0.8809999999999999
YEL011W	1.0979999999999999	0.319	1.113
YEL012W	1.4480000000000002	3.0010000000000003	1.1320000000000001
YEL013W	1.112	1.2890000000000001	0.809
YEL014C	1.161	0.988	1.082
YEL015W	1.338	0.467	1.057
YEL016C	1.214	0.763	1.153
YEL017C-A	1.122	0.892	1.1059999999999999
YEL017W	1.128	0.501	1.094
YEL018W	1.758	2.2	0.955
YEL020C	1.206	1.421	1.051
YEL023C	1.149	0.9420000000000001	1.14
YEL024W	1.0270000000000001	0.5770000000000001	0.934
YEL025C	1.022	0.857	0.97
YEL027W	0.47700000000000004	0.53	0.647
YEL028W	1.141	3.5410000000000004	1.078
YEL029C	0.11199999999999999	-7.621	0.036000000000000004
YEL030W	1.188	1.05	1.216
YEL031W	0.742	0.897	0.865
YEL033W	0.981	2.006	1.113
YEL036C	1.6469999999999998	0.747	1.002
YEL037C	0.382	1.429	1.011
YEL038W	0.902	1.37	0.9740000000000001
YEL039C	1.2590000000000001	1.587	1.179
YEL040W	1.28	2.059	1.182
YEL041W	1.345	1.6840000000000002	1.1420000000000001
YEL042W	1.051	0.39	1.09
YEL043W	1.1540000000000001	1.2309999999999999	1.089
YEL044W	1.9240000000000002	5.761	0.8959999999999999
YEL045C	1.064	3.4539999999999997	0.9059999999999999
YEL046C	0.831	1.666	0.6829999999999999
YEL047C	1.125	0.366	0.953
YEL048C	0.9359999999999999	0.204	0.8740000000000001
YEL049W	1.033	1.168	1.034
YEL050C	0.527	0.467	0.813
YEL051W	0.34	0.065	0.455
YEL052W	1.147	0.271	1.024
YEL053C	1.16	2.233	1.124
YEL054C	1.031	0.46299999999999997	1.13
YEL056W	1.146	1.4969999999999999	1.117
YEL057C	1.057	1.093	1.0090000000000001
YEL059W	0.995	2.77	0.7829999999999999
YEL060C	0.637	0.205	0.91
YEL061C	0.659	0.6679999999999999	0.894
YEL062W	0.669	0.36	0.778
YEL063C	1.192	0.8290000000000001	1.258
YEL064C	1.093	0.145	1.021
YEL065W	1.042	0.27	1.054
YEL066W	0.9990000000000001	0.345	1.026
YEL067C	1.0959999999999999	0.635	1.0390000000000001
YEL068C	1.0170000000000001	0.48700000000000004	1.058
YEL071W	0.996	0.08199999999999999	1.0070000000000001
YEL072W	0.975	0.564	0.968
YER001W	1.084	0.64	0.919
YER002W	1.046	0.16399999999999998	1.121
YER004W	0.914	0.23	0.987
YER005W	0.924	0.6459999999999999	0.8059999999999999
YER007C-A	1.308	1.216	1.169
YER007W	0.985	0.379	1.2309999999999999
YER010C	0.9159999999999999	0.8759999999999999	0.937
YER011W	1.088	0.574	1.198
YER014C-A	0.009000000000000001	0.079	0.017
YER016W	1.104	2.3930000000000002	1.057
YER017C	0.551	0.6509999999999999	0.785
YER019C-A	1.3619999999999999	1.486	1.216
YER019W	0.551	0.503	1.147
YER020W	1.278	0.063	1.218
YER024W	1.255	0.514	1.205
YER027C	1.13	0.721	0.8640000000000001
YER028C	1.288	0.877	1.126
YER030W	1.248	0.938	1.219
YER031C	1.268	4.6819999999999995	1.235
YER032W	0.655	-6.422999999999999	1.329
YER033C	1.252	0.747	1.173
YER034W	1.354	0.8590000000000001	1.204
YER035W	1.357	0.841	1.095
YER037W	1.208	1.469	1.014
YER038W-A	0.882	0.753	1.0170000000000001
YER039C	0.6940000000000001	-6.059	1.21
YER039C-A	1.012	2.013	1.1340000000000001
YER040W	1.896	2.12	0.9229999999999999
YER041W	1.162	0.465	1.02
YER042W	1.181	1.351	1.278
YER044C	0.8	3.29	0.648
YER044C-A	1.4340000000000002	2.924	1.3159999999999998
YER045C	1.1179999999999999	0.7390000000000001	1.07
YER046W	0.8909999999999999	0.48100000000000004	0.769
