orf	hap a | mitotic recombination (frequency of Rad52 foci) | standard [standard] | Styles EB~Andrews BJ, 2016	hap a | mitotic recombination (frequency of Rad52 foci) | phleomycin [2.5 ng/uL] | Styles EB~Andrews BJ, 2016
YAL002W	0.23697916666666669	4.391666666666667
YAL004W	0.12660293737060024	0.4145833333333333
YAL005C	-1.1887969750288587	-1.6083333333333334
YAL007C	-0.8204234902604467	0.3
YAL008W	0.010238123734500587	1.064583333333333
YAL010C	8.652777777777777	7.466666666666666
YAL011W	-1.2211734693877543	-1.1041666666666667
YAL013W	3.605427234299516	3.8083333333333336
YAL014C	-0.7836066591954272	0.32291666666666663
YAL015C	-0.2705159740485825	0.12291666666666667
YAL017W	-0.4421659172112068	0.2979166666666666
YAL018C	-0.2553310686462862	0.6375000000000003
YAL019W	0.13308646379298528	0.1604166666666664
YAL020C	-1.2126208506643295	-0.36249999999999966
YAL022C	-0.376630680887927	0.5125000000000002
YAL023C	-0.23859150299367748	-0.5229166666666667
YAL024C	0.21608946608946678	0.26190476190476336
YAL026C	1.2900814634510276	2.9125
YAL027W	1.1940581627175828	0.20833333333333337
YAL028W	-0.3091310837234744	-0.31249999999999994
YAL029C	-0.5533209386923159	-0.23125000000000004
YAL030W	0.2380544493769134	-0.8312499999999998
YAL031C	-0.24086901989981785	-0.4895833333333333
YAL034C	1.0843816383671463	1.270833333333334
YAL036C	-0.33121892596530306	-0.30624999999999997
YAL037W	0.3643164515447121	0.2375000000000003
YAL040C	1.9626101256536042	3.845833333333333
YAL042C-A	-0.5190977856738729	-0.5875
YAL042W	-0.36582835423415144	-0.2562499999999999
YAL045C	-0.3772320586632178	-0.4916666666666667
YAL046C	0.0888479679524462	-0.46819474058280003
YAL048C	1.4687690951550239	0.6762260127931777
YAL049C	-0.5902978483141528	-0.6458333333333334
YAL051W	-0.32248025069582936	-0.864583333333333
YAL053W	0.9713847905876896	-0.164583333333333
YAL054C	0.8426270149549137	1.1104166666666668
YAL055W	-0.287133782333058	-0.8541666666666669
YAL056C-A	1.0676504143895447	0.07916666666666661
YAL056W	-0.581970725901886	0.40208333333333374
YAL058W	-0.762541332740608	-0.3124999999999997
YAL059W	-0.20099002988495757	-0.18125000000000013
YAL060W	-0.07806214599692868	-0.01250000000000003
YAL061W	-0.5987913120159498	-1.8499999999999999
YAL062W	-0.6691286589384414	-1.2375
YAL064C-A	-0.1125191638325706	-0.5895833333333335
YAL065C	0.19723319333826528	0.37708333333333366
YAL066W	0.6481012132733146	-0.7812499999999999
YAL067C	-0.2617729530773012	0.2958333333333331
YAL068C	-0.42618278216104305	0.5854166666666667
YAR002C-A	0.936527845132918	0.5625
YAR002W	4.29004853067353	-0.029166666666666636
YAR003W	1.6432642269598823	-0.297916666666667
YAR014C	1.4192251937496512	2.370833333333333
YAR015W	-3.0567129629629632	11.55
YAR018C	-1.0051988258962892	-1.0875000000000001
YAR020C	-0.3186803327654779	-1.0395833333333333
YAR023C	-0.29392560262125417	-0.8395833333333332
YAR027W	-0.8238097634383872	-0.63125
YAR028W	1.380414977607006	0.49583333333333335
YAR029W	0.4558928623240225	0.885416666666667
YAR030C	0.09063100367448168	-0.5708333333333333
YAR031W	0.44857501134674976	0.3041666666666667
YAR035W	0.4908196369247094	0.4020833333333333
YAR042W	-0.5818852334477337	-0.9302083333333333
YAR047C	0.059485941687028906	-0.4645833333333331
YAR050W	-1.6869105777620281	-0.3291666666666666
YBL001C	-0.9000528789659221	0.8781249999999996
YBL003C		
YBL005W	-1.5110863095238098	-0.7
YBL007C	-1.6616247604359027	1.2770833333333333
YBL008W	-1.7898809523809518	-1.7208333333333332
YBL009W	0.5985780423280427	-0.3583333333333334
YBL010C	-0.8055339962439142	0.45416666666666666
YBL011W	0.013153108465607953	0.20208333333333292
YBL013W	-0.12257715304590266	0.5354166666666664
YBL015W	-0.011560220935220666	0.41041666666666643
YBL016W	2.4472591623067173	-0.6604166666666667
YBL017C	-0.9939204214566537	-0.5833333333333333
YBL019W	-0.17857140914206102	-1.1333333333333333
YBL021C	-0.7968112244897958	-0.10416666666666674
YBL024W	-1.7444401311249131	-0.04374999999999968
YBL025W	-4.876736111111115	8.959375
YBL027W	0.28409733005521026	0.3229166666666667
YBL028C	-0.15811240847472682	-0.6062500000000001
YBL029W	-0.6329214113181514	-0.6916666666666668
YBL031W	-1.9145833333333342	-2.1583333333333337
YBL032W	-0.018862483083497656	1.0041666666666667
YBL036C	-0.09548048307106252	-0.1479166666666666
YBL037W	-0.16283742334466927	0.6625000000000004
YBL039C	-1.0662916774499658	-0.3208333333333333
YBL042C	-1.304357994122486	-0.35833333333333334
YBL043W	-0.011348006909601423	0.2687499999999996
YBL046W	0.6934130559130564	1.0395833333333333
YBL047C	1.4170592046497847	0.2354166666666667
YBL048W	-0.5072949761355556	-0.6604166666666667
YBL049W	-0.5168560900444962	-0.6124999999999999
YBL051C	3.3643996351423895	2.7875
YBL052C	-0.3200672592882745	1.3833333333333335
YBL053W	0.15783298826777065	-0.4145833333333331
YBL054W	-0.8211219031531535	-0.6041666666666664
YBL055C	-0.3907309159573659	0.8791666666666668
YBL056W	0.2493448935477914	-0.19166666666666632
YBL057C	-0.03362628933281138	-0.2968749999999995
YBL059W	0.6308313359943791	-0.8270833333333334
YBL060W	-0.09064196183761426	1.7354166666666666
YBL061C	-0.11081079785790002	1.3062500000000004
YBL062W	-0.7053347213673296	-1.4124999999999996
YBL063W	-0.07028648731547205	-0.14583333333333295
YBL064C	0.8683355456906183	0.916666666666667
YBL065W	-0.21910379582481035	0.6270833333333333
YBL066C	0.12157628643135768	2.6041666666666665
YBL067C	0.02029168790944189	0.020833333333333332
YBL068W	-0.18037079684498203	0.6499999999999998
YBL069W	-1.1883288179483837	0.17708333333333337
YBL070C	0.5195301668127764	0.18125000000000005
YBL071C	0.30830500531587496	-0.3229166666666664
YBL072C	3.548267107687399	3.014583333333333
YBL075C	-0.37391242173850886	-0.8041666666666664
YBL078C	0.3343373782685379	3.1958333333333333
YBL079W	-0.40111714975845414	-0.8416666666666667
YBL081W	0.24170511090800875	0.5770833333333338
YBL082C	-0.5332780891657711	-0.945833333333333
YBL083C	0.15530502681770728	0.37083333333333296
YBL085W	0.019306210972877522	-0.033333333333333694
YBL086C	-0.9866266369889557	-0.4395833333333334
YBL087C	-0.5055115804210011	-0.56875
YBL088C	1.5513580609595097	1.3270833333333332
YBL089W	-0.23430007388340673	0.7979166666666669
YBL091C	-0.5539984472049694	0.5125000000000003
YBL091C-A	0.47246117013197786	-0.9541666666666669
YBL094C	-1.1235202334840009	-0.9250000000000002
YBL095W	-0.1906114836368461	-0.35625000000000034
YBL096C	-0.7845486273022506	-1.5125
YBL098W	0.3960169473303536	-0.12916666666666662
YBL100C	0.5717538838009852	0.9
YBL101C	-0.04033128625519917	-0.039583333333333304
YBL102W	-0.11427936735907747	0.29791666666666633
YBL103C	-0.2634513719205749	-1.317410714285715
YBL104C	-0.3668867107272901	-0.7354166666666666
YBL106C	-0.04049634520648961	0.4791666666666667
YBL107C	-1.341413944029433	24.27916666666667
YBR001C	4.0	9.65
YBR005W	-2.2717013888888884	-2.671875
YBR006W	-0.81875	-1.0125
YBR007C	-0.821339285714286	1.184375
YBR008C	-0.09436238775006942	0.008333333333333007
YBR009C	0.18884097606923703	1.5354166666666667
YBR010W	1.3990783922509464	2.0395833333333333
YBR012C	-0.8209722222222219	-0.49791666666666706
YBR013C	-1.5935419114766938	-1.9270833333333333
YBR014C	-1.0530242531795326	-0.41249999999999964
YBR015C	0.16901653691735125	-0.1791666666666667
YBR016W	-1.6121497144142074	-0.75
YBR018C	0.2739613497425991	-1.5416666666666667
YBR019C	-0.39874708268050746	-0.9854166666666666
YBR020W	-0.03141723456338283	-0.11834577114427858
YBR022W	-0.0425299467613131	0.23333333333333336
YBR023C	-1.9145392675283994	-1.9020833333333336
YBR024W	-0.15861111111111198	0.8666666666666667
YBR025C	0.1286044973544973	1.9958333333333333
YBR026C	2.3	7.228125
YBR027C	-0.30975349378882105	0.5895833333333332
YBR028C	-0.7440396530070438	-1.84375
YBR030W	-0.3770762416142858	-1.5687500000000003
YBR031W	0.11611625859814304	-0.6249999999999999
YBR032W	0.7261887793590696	-1.0687499999999999
YBR033W	-0.6218079881123366	-0.5916666666666667
YBR034C	0.4574031572333219	1.25
YBR036C	3.463310185185185	3.8479166666666664
YBR040W	0.059690306248277536	-0.5166666666666666
YBR041W	0.23990709459459503	-0.6541666666666667
YBR042C	-0.24497697101863813	0.125
YBR043C	0.8771806526052452	-0.6270833333333333
YBR044C	0.2021683673469392	1.0395833333333335
YBR045C	0.9238883876112148	0.5145833333333334
YBR046C	-0.1814027407324509	0.7000000000000001
YBR047W	0.6294484054447824	0.5229166666666667
YBR048W	-0.8424899019101919	-1.2
YBR050C	-0.8350251519635582	-1.1916666666666667
YBR051W	1.4884982679366763	-1.2270833333333335
YBR052C	-0.7176275395478298	0.6083333333333331
YBR053C	-1.8238768012318733	-0.26249999999999996
YBR054W	-0.2377067090382315	0.15
YBR056W	0.42097131422312606	0.6979166666666664
YBR057C	1.4633660446160446	0.8312499999999999
YBR058C	0.9811069415688984	2.40625
YBR059C	-0.1838223834600647	-0.4749999999999997
YBR061C	-0.7915416873628541	0.22797396943852188
YBR062C	-0.17638719205748218	-0.27499999999999997
YBR063C	0.0870480211059923	-0.4999999999999997
YBR064W	-1.3053749401575496	-2.1354166666666665
YBR065C	-0.4597664046033597	-0.333333333333333
YBR066C	0.9450828027820776	-0.20416666666666636
YBR067C	1.344597917016396	-0.125
YBR068C	0.23819989114373172	0.022916666666666696
YBR069C	-0.016770859886801215	0.35625000000000034
YBR071W	0.3240995848332811	0.53125
YBR072W	-0.20893267750151803	-1.1791666666666665
YBR073W	0.15595055459186014	0.41041666666666704
YBR074W	0.07420857988986507	1.2253375977256578
YBR076W	-2.1883100734663237	-1.1395833333333332
YBR077C	-1.2503415682763523	0.6625
YBR078W	0.7003030303030301	2.0107142857142852
YBR082C	0.7762193596848446	0.692688343994314
YBR083W	0.5064789621401943	0.5375
YBR084C-A	0.6510561350688175	1.2854166666666664
YBR084W	0.00826070635853234	-0.4145833333333333
YBR085W	0.6467352092352102	0.6738095238095232
YBR086C	-0.6382034632034634	1.3190476190476201
YBR089C-A	-1.6996054284097772	-2.0166666666666666
YBR090C	-0.9856062778617134	0.6270833333333333
YBR092C	0.08774291890233962	0.5395833333333332
YBR093C	-0.8213524034515889	0.5500000000000002
YBR094W	1.473929338240933	0.5583333333333333
YBR095C	2.437123015873016	0.08526785714285667
YBR098W	2.1315461521303916	2.2458333333333336
YBR099C	0.6529635872932972	0.8875000000000001
YBR101C	-0.12825577259454113	0.24791666666666634
YBR103W	0.35825356606606473	0.38125000000000003
YBR104W	-0.301868386243386	-2.1770833333333335
