orf	hap a | mitotic recombination (frequency of Rad52 foci) | standard [standard] | Styles EB~Andrews BJ, 2016	hap a | mitotic recombination (frequency of Rad52 foci) | phleomycin [2.5 ng/uL] | Styles EB~Andrews BJ, 2016
YAL002W	0.09363128488801671	1.814667580012799
YAL004W	0.040276217496493384	0.19240846075155751
YAL005C	-0.5955785441716349	-0.6327427203917978
YAL007C	-0.4175094777574468	0.1456697223757753
YAL008W	-0.01597368805973322	0.457544576628722
YAL010C	4.161767195246788	3.0689653589701544
YAL011W	-0.6112291063392058	-0.42709227153835605
YAL013W	1.721914610016991	1.5767249119179076
YAL014C	-0.3997124890838497	0.15501747005093172
YAL015C	-0.15168817933377576	0.07343712670411186
YAL017W	-0.23466251487324277	0.14481992713257924
YAL018C	-0.1443479063760883	0.28333655177353395
YAL019W	0.043410307068199774	0.08873344108164047
YAL020C	-0.6070948325805117	-0.12456516496056544
YAL022C	-0.20298325772840198	0.2323488371817715
YAL023C	-0.1362561219475402	-0.18999939868666071
YAL024C	0.08353335538640648	0.130130609357334
YAL026C	0.6026932846813001	1.21131295734361
YAL027W	0.5562763186872276	0.10827873167514954
YAL028W	-0.17035444282343049	-0.10417007912386059
YAL029C	-0.2883940447493241	-0.07102806463921504
YAL030W	0.09415106873854363	-0.3157690946796746
YAL031C	-0.13735705707449133	-0.17640267479552404
YAL034C	0.5032594835832753	0.5416743057051304
YAL036C	-0.18103154530158247	-0.10162069339427247
YAL037W	0.15518520333088784	0.1201758650798942
YAL040C	0.9277887542710397	1.5920212262954363
YAL042C-A	-0.2718508212011492	-0.21634305122573796
YAL042W	-0.19776149149962952	-0.08122560755756748
YAL045C	-0.2032739593761484	-0.1772524700387201
YAL046C	0.022025739558284813	-0.167678231094055
YAL048C	0.6890695877349702	0.29913295887413777
YAL049C	-0.306268414234364	-0.24013731803522712
YAL051W	-0.17680733316017327	-0.3293658185708112
YAL053W	0.44863762825488823	-0.0438346168569416
YAL054C	0.3863970549006196	0.4762400719790351
YAL055W	-0.15972110713509902	-0.32511684235483124
YAL056C-A	0.49517173145982585	0.05559142659699498
YAL056W	-0.3022431437543206	0.18730968929238145
YAL058W	-0.3895296633088677	-0.1041700791238605
YAL059W	-0.11807984301020744	-0.050632978802510116
YAL060W	-0.05865739697293483	0.01820043589636921
YAL061W	-0.3103740928853468	-0.7313189686025384
YAL062W	-0.3443746554079536	-0.4814791671029026
YAL064C-A	-0.07531366907478597	-0.21719284646893405
YAL065C	0.0744183701236407	0.17711214637402892
YAL066W	0.29236469553933003	-0.29537400884296966
YAL067C	-0.147461866511683	0.14397013188938312
YAL068C	-0.22693638350267514	0.26209167069363287
YAR002C-A	0.43178803404730404	0.2527439230184764
YAR002W	2.0528555711158436	0.011402073950800909
YAR003W	0.7734192667946512	-0.09822151242148847
YAR014C	0.6651204257171947	0.9903661941126395
YAR015W	-1.4985155628896658	4.734564035634395
YAR018C	-0.5068285326664286	-0.42029390959278773
YAR020C	-0.17497048043790525	-0.4007486189992787
YAR023C	-0.1630042237218761	-0.3191682756524588
YAR027W	-0.4191463776114044	-0.2341887513328548
YAR028W	0.6463598491784179	0.2255504752362031
YAR029W	0.19945257502645325	0.3844621857138628
YAR030C	0.022887646073097116	-0.20954468928016962
YAR031W	0.19591517902603175	0.1473693128621674
YAR035W	0.21633592413588515	0.18730968929238126
YAR042W	-0.3022018173230604	-0.35613436873148663
YAR047C	0.007832349367894894	-0.16620513187717148
YAR050W	-0.8363630410869493	-0.11096844106942891
YBL001C	-0.4560017457740519	0.3814879023626764
YBL003C		
YBL005W	-0.7513708671311595	-0.2622319943583241
YBL007C	-0.8241400606853778	0.5442236914347183
YBL008W	-0.8861381721288544	-0.678631663524384
YBL009W	0.26842555447536653	-0.12286557447417353
YBL010C	-0.41031200451756245	0.20855457037228228
YBL011W	-0.014564605617205557	0.10572934594556124
YBL013W	-0.08017562799223625	0.24169658485692777
YBL015W	-0.026510849514641516	0.19070887026516534
YBL016W	1.1620645777592882	-0.24608588473759938
YBL017C	-0.5013766338945337	-0.21464346073934584
YBL019W	-0.1072428446076458	-0.43898940494310057
YBL021C	-0.4060954800199418	-0.01919055480425659
YBL024W	-0.8641724092476203	0.005453507248428744
YBL025W	-2.3783015307822812	3.6778436507201175
YBL027W	0.11640786277071614	0.15501747005093175
YBL028C	-0.09735311231355902	-0.22399120841450235
YBL029W	-0.3268723349430979	-0.25883281338554004
YBL031W	-0.9464183971558465	-0.8570886645955527
YBL032W	-0.030040709988374634	0.432900514576037
YBL036C	-0.06707729457557744	-0.03703625491137339
YBL037W	-0.09963715017587357	0.2935340946918865
YBL039C	-0.5363603732862359	-0.10756926009664476
YBL042C	-0.6514399012853567	-0.12286557447417351
YBL043W	-0.02640826679632841	0.13292279372783453
YBL046W	0.31426811109443703	0.44734703371036966
YBL047C	0.6640734023215802	0.11932606983669806
YBL048W	-0.26614542881419734	-0.24608588473759938
YBL049W	-0.27076720181915476	-0.22654059414409042
YBL051C	1.6054036195776407	1.1603252427518478
YBL052C	-0.17564091064342	0.5875632488377165
YBL053W	0.05537259722323417	-0.1458100460404665
YBL054W	-0.4178470854760211	-0.22314141317130617
YBL055C	-0.20979920892699075	0.3819127999842746
YBL056W	0.09960878742905607	-0.05488195501849012
YBL057C	-0.037177426674669334	-0.0977966147998901
YBL059W	0.28401656232317046	-0.31406950419328267
YBL060W	-0.06473838856173385	0.7311786449378472
YBL061C	-0.07448785737339654	0.556120824839463
YBL062W	-0.36187640295989565	-0.5528619675313698
YBL063W	-0.054898700054146474	-0.03618645966817722
YBL064C	0.3988243718934955	0.3972091143618034
YBL065W	-0.12683590587445648	0.27908757555755365
YBL066C	0.03784637094957471	1.085543261350596
YBL067C	-0.011113868173694462	0.031797159787505865
YBL068W	-0.10811265555122594	0.28843532323271004
YBL069W	-0.595352240439954	0.09553180302720893
YBL070C	0.23021438571038969	0.09723139351360101
YBL071C	0.1281096771302225	-0.10841905533984071
YBL072C	1.6942838200638668	1.252952924260216
YBL075C	-0.20166927100291054	-0.30472175651812605
YBL078C	0.14069353709815946	1.3268851104182715
YBL079W	-0.2148198388935639	-0.3200180708956549
YBL081W	0.09591577200171424	0.2586924897208489
YBL082C	-0.27870547689348174	-0.3625078330554568
YBL083C	0.05415059902315514	0.1745627606444405
YBL085W	-0.011590240565635356	0.009702483464408669
YBL086C	-0.4978508714700046	-0.1560075889588191
YBL087C	-0.26528334828161654	-0.20869489403697358
YBL088C	0.7289924938207971	0.5646187772714232
YBL089W	-0.13418167629158045	0.3487707854996291
YBL091C	-0.2887215474424447	0.23234883718177154
YBL091C-A	0.2074615746570328	-0.3659070140282412
YBL094C	-0.5640242415247962	-0.3540098806234966
YBL095W	-0.11306292915089548	-0.1220157792309776
YBL096C	-0.40016782962357245	-0.5936521392047799
YBL098W	0.17050899269907455	-0.02938809772260903
YBL100C	0.255458951112852	0.39041075241623496
YBL101C	-0.04041857347716031	0.007153097734820706
YBL102W	-0.07616453867214878	0.14481992713257913
YBL103C	-0.1482732019873121	-0.5140748846454939
YBL104C	-0.19827309333977033	-0.2766785134926568
YBL106C	-0.04049836177511035	0.21875211329063482
YBL107C	-0.6693524782700148	9.926812971562203
YBR001C	1.9126482185038263	3.9595507738396054
YBR005W	-1.119046670855856	-1.0665631920433765
YBR006W	-0.4167005247229516	-0.3897012808377302
YBR007C	-0.41795216662685347	0.5064078031124944
YBR008C	-0.06653681542003646	0.026698388328329496
YBR009C	0.07036163326273341	0.6495983015910273
YBR010W	0.65538160823319	0.8552487504444691
YBR012C	-0.4177747308013958	-0.17980185576830837
YBR013C	-0.7912293060999704	-0.762761392600792
YBR014C	-0.5299469967777659	-0.1449602507972704
YBR015C	0.060778643395315336	-0.049783183559314034
YBR016W	-0.8002241828598582	-0.28262708019502913
YBR018C	0.1115082035224563	-0.6055492726095245
YBR019C	-0.21367416568591083	-0.3786539426761817
YBR020W	-0.0361095856472478	-0.024974235862426617
YBR022W	-0.04148138999320677	0.11847627459350203
YBR023C	-0.946397096065866	-0.7525638496824396
YBR024W	-0.09759418154506255	0.3768140285250983
YBR025C	0.04124375705197637	0.8374030503373524
YBR026C	1.0908805684938605	2.971663803624208
YBR027C	-0.1706553113273966	0.2637912611800249
YBR028C	-0.38058608573481584	-0.7287695828729503
YBR030W	-0.20319863854665882	-0.6165966107710732
YBR031W	0.03520703316046306	-0.23163936560326664
YBR032W	0.33011165770244105	-0.4126457524040233
YBR033W	-0.32150018690109283	-0.21804264171213003
YBR034C	0.20018264061376914	0.5331763532731698
YBR036C	1.6532162609128531	1.5928710215386321
YBR040W	0.00793113771215525	-0.18745001295707256
YBR041W	0.0950466239778592	-0.24353649900801125
YBR042C	-0.1393428108022965	0.07428692194730789
YBR043C	0.4031000323189778	-0.23248916084646273
YBR044C	0.07680399738687495	0.44734703371036977
YBR045C	0.42567821210318	0.2331986324249675
YBR046C	-0.10861148972966561	0.3088304090694151
YBR047W	0.283348063742071	0.23659781339775166
YBR048W	-0.4281762208430725	-0.46618285272537385
YBR050C	-0.4245678149480388	-0.4627836717525897
YBR051W	0.6986065265310991	-0.4772301908869225
YBR052C	-0.36781866196471297	0.27143941836878915
YBR053C	-0.902571518493746	-0.08377499328715562
YBR054W	-0.13582841897724027	0.08448446486566037
YBR056W	0.1825717523690511	0.30798061382621894
YBR057C	0.686457792355969	0.3623675093907656
YBR058C	0.4533372454106942	1.0048127132469722
YBR059C	-0.10978112744621554	-0.17045410809315165
YBR061C	-0.4035482240543846	0.11629018086020566
YBR062C	-0.10618700993664229	-0.08887376474633187
YBR063C	0.021155658328782887	-0.18065165101150416
YBR064W	-0.6519314856108985	-0.847740916920396
YBR065C	-0.2431704626163484	-0.11266803155582088
YBR066C	0.43592343842570674	-0.059980726477666384
YBR067C	0.6290461422891178	-0.027688507236216967
YBR068C	0.0942213742320328	0.03264695503070192
YBR069C	-0.029029634530106655	0.16861419394206853
YBR071W	0.13574466212605452	0.2399969943705358
YBR072W	-0.12191926116710045	-0.4576849002934134
YBR073W	0.054462642459615	0.1907088702651656
YBR074W	0.014949165719595845	0.5231165170466786
YBR076W	-1.0787359147934792	-0.44153879067268864
YBR077C	-0.6253287534444656	0.29353409469188635
