ORF	hom | growth (pooled culture) | glyoxal [20 mM] | YPD | Hoon S~Nislow C, 2011	hom | growth (pooled culture) | methylglyoxal [8 mM] | YPD | Hoon S~Nislow C, 2011	hom | growth (pooled culture) | glyoxal [80 mM] | YPD | Hoon S~Nislow C, 2011
YDR079W	0.000	0.000	-1.185
YDR080W	0.000	0.000	0.077
YDR083W	0.000	0.000	1.390
YDR084C	0.000	0.000	-2.026
YDR085C	0.000	0.000	-1.572
YDR089W	0.000	0.000	-0.999
YDR090C	0.000	0.000	-1.392
YDR093W	0.000	0.000	-0.470
YDR094W	0.000	0.000	-1.217
YDR095C	0.000	0.000	-1.668
YDR096W	0.000	0.000	-1.527
YDR097C	0.000	0.000	-0.239
YDR098C	0.000	0.000	-1.960
YDR099W	0.000	0.000	-2.184
YDR100W	0.000	0.000	-0.502
YDR101C	0.000	0.000	0.994
YDR102C	0.000	0.000	-1.372
YDR104C	0.000	0.000	-1.672
YDR105C	0.000	0.000	-0.687
YDR107C	0.000	0.000	-1.819
YDR108W	0.000	0.000	-1.946
YDR109C	0.000	0.000	-1.081
YDR110W	0.000	0.000	-1.691
YDR111C	0.000	0.000	-2.134
YDR112W	0.000	0.000	-1.666
YDR115W	0.000	0.000	1.759
YDR116C	0.000	0.000	-1.724
YDR117C	0.000	0.000	-1.397
YDR119W	0.000	0.000	-1.299
YDR120C	-1.764	-3.341	-0.658
YDR121W	0.000	0.000	1.341
YDR122W	0.000	0.000	-2.537
YDR123C	0.000	0.000	-2.414
YDR124W	0.000	0.000	-1.623
YDR125C	0.000	0.000	0.472
YDR126W	0.000	0.000	-0.854
YDR127W	0.000	0.000	-1.460
YDR128W	0.000	0.000	-1.632
YDR129C	-2.580	0.000	0.000
YDR130C	0.000	0.000	-2.129
YDR131C	0.000	0.000	-1.758
YDR132C	0.000	0.000	-1.047
YDR133C	0.000	0.000	-1.726
YDR134C	0.000	0.000	-2.238
YDR135C	0.000	0.000	-2.103
YDR138W	-2.463	0.000	0.000
YDR139C	0.000	0.000	-2.158
YDR142C	0.000	0.000	-0.287
YDR143C	0.000	0.000	-0.321
YDR144C	0.000	0.000	-1.594
YDR146C	0.000	-1.618	-1.488
YDR147W	0.000	0.000	-0.718
YDR148C	0.000	0.000	-1.702
YDR149C	0.000	-2.800	-0.807
YDR150W	-1.700	0.000	0.000
YDR151C	0.000	0.000	-1.960
YDR152W	0.000	0.000	-1.946
YDR153C	0.000	0.000	-2.245
YDR154C	0.000	0.000	-1.890
YDR155C	0.000	0.000	-1.316
YDR156W	0.000	0.000	-0.021
YDR157W	0.000	0.000	-0.729
YDR158W	0.000	0.000	-0.554
YDR162C	-2.135	0.000	6.210
YDR163W	0.000	0.000	0.256
YDR165W	-1.520	0.000	-0.936
YDR169C	0.000	0.000	-2.461
YDR176W	-3.708	0.000	3.686
YDR178W	0.000	0.000	-1.181
YDR179C	0.000	0.000	-0.762
YDR179W-A	0.000	0.000	-1.805
YDR181C	0.000	0.000	-1.196
YDR183W	0.000	0.000	-2.232
YDR184C	0.000	0.000	-0.860
YDR193W	0.000	0.000	-2.221
YDR194C	0.000	0.000	2.933
YDR195W	-3.250	0.000	0.000
YDR197W	0.000	0.000	-1.980
YDR198C	0.000	0.000	-1.606
YDR199W	0.000	0.000	-1.355
YDR200C	0.000	0.000	2.102
YDR202C	0.000	0.000	-1.512
YDR203W	0.000	0.000	-1.297
YDR204W	0.000	0.000	-0.638
YDR205W	0.000	0.000	-1.672
YDR206W	0.000	0.000	-1.325
YDR207C	-2.552	0.000	0.985
YDR209C	0.000	0.000	-1.702
YDR210W	0.000	0.000	-1.915
YDR213W	0.000	0.000	-1.627
YDR214W	0.000	0.000	-2.116
YDR215C	0.000	0.000	-2.051
YDR216W	0.000	0.000	-1.892
YDR217C	0.000	0.000	-1.721
YDR218C	0.000	0.000	-0.529
YDR219C	0.000	0.000	-2.259
YDR220C	0.000	0.000	-2.314
YDR221W	0.000	0.000	-2.599
YDR222W	0.000	0.000	-2.013
YDR223W	0.000	0.000	-2.070
YDR225W	0.000	0.000	0.269
YDR226W	0.000	-1.759	0.000
YDR229W	0.000	0.000	-2.068
YDR230W	0.000	0.000	-1.972
YDR231C	0.000	0.000	-0.054
YDR233C	0.000	0.000	-1.917
YDR234W	0.000	0.000	-1.478
YDR237W	0.000	0.000	1.186
YDR239C	0.000	0.000	-1.602
YDR241W	0.000	0.000	1.567
YDR242W	0.000	0.000	-1.837
YDR244W	0.000	0.000	-1.447
YDR245W	-2.501	0.000	0.000
YDR247W	0.000	0.000	-2.002
YDR248C	0.000	0.000	-2.607
YDR249C	0.000	-2.085	-2.063
YDR250C	0.000	0.000	-2.019
YDR251W	0.000	0.000	-1.781
YDR252W	0.000	0.000	-1.708
YDR253C	0.000	-3.320	-0.040
YDR254W	0.000	0.000	0.905
YDR255C	0.000	0.000	-0.438
YDR256C	0.000	0.000	-1.833
YDR257C	0.000	0.000	-1.065
YDR258C	0.000	0.000	-1.217
YDR259C	0.000	0.000	-2.014
YDR260C	-3.370	0.000	-0.433
YDR261C	0.000	0.000	-0.049
YDR262W	0.000	0.000	-1.654
YDR263C	0.000	0.000	-1.781
YDR264C	-3.101	-1.989	0.000
YDR265W	0.000	-2.178	-1.524
YDR266C	-2.980	0.000	0.319
YDR269C	0.000	0.000	-1.676
YDR270W	0.000	0.000	-1.951
YDR271C	0.000	0.000	0.159
YDR272W	0.000	0.000	-1.123
YDR273W	0.000	0.000	-1.239
YDR274C	0.000	0.000	-1.917
YDR275W	0.000	0.000	-1.770
YDR276C	-1.370	0.000	-1.196
YDR277C	0.000	0.000	-1.580
YDR278C	0.000	0.000	-0.569
YDR279W	0.000	0.000	-1.176
YDR281C	0.000	0.000	-1.207
YDR282C	0.000	0.000	-1.428
YDR283C	0.000	0.000	-0.575
YDR284C	0.000	0.000	-0.177
YDR285W	0.000	0.000	-1.695
YDR286C	0.000	0.000	-1.757
YDR287W	0.000	0.000	-0.911
YDR289C	0.000	-2.160	-1.201
YDR290W	0.000	0.000	-2.171
YDR291W	0.000	0.000	-1.800
YDR293C	0.000	-3.527	-0.551
YDR294C	0.000	0.000	-1.686
YDR295C	0.000	0.000	-0.217
YDR297W	0.000	0.000	-1.109
YDR300C	0.000	-1.991	0.000
YDR304C	0.000	0.000	-1.153
YDR305C	0.000	0.000	-1.197
YDR306C	0.000	0.000	-1.940
YDR307W	0.000	0.000	-1.999
YDR309C	0.000	0.000	-1.724
YDR310C	0.000	-2.318	-2.023
YDR312W	0.000	0.000	-1.937
YDR313C	0.000	0.000	-1.681
YDR314C	0.000	0.000	-1.610
YDR315C	0.000	0.000	0.110
YDR316W	0.000	0.000	-1.865
YDR317W	0.000	0.000	-2.024
YDR318W	0.000	0.000	1.004
YDR319C	0.000	0.000	-1.573
YDR321W	0.000	0.000	-2.251
YDR323C	0.000	0.000	5.946
YDR326C	0.000	0.000	-1.635
YDR329C	0.000	-2.280	-1.269
YDR330W	0.000	0.000	-1.920
YDR333C	0.000	0.000	-1.817
YDR334W	0.000	0.000	-1.050
YDR335W	0.000	0.000	-1.576
YDR336W	0.000	0.000	-0.978
YDR337W	0.000	0.000	1.476
YDR338C	0.000	0.000	-1.533
YDR340W	0.000	0.000	-2.052
YDR344C	0.000	0.000	-2.531
YDR345C	0.000	0.000	1.491
YDR346C	0.000	0.000	-1.764
YDR348C	0.000	0.000	-0.878
YDR349C	0.000	0.000	3.676
YDR351W	0.000	0.000	-2.283
YDR352W	0.000	0.000	-1.471
YDR354W	0.000	0.000	-0.817
YDR357C	0.000	0.000	0.140
YDR358W	0.000	0.000	-0.820
YDR360W	0.000	0.000	-0.024
YDR363W-A	0.000	0.000	2.996
YDR368W	0.000	0.000	-0.075
YDR370C	0.000	0.000	-0.985
YDR371W	0.000	0.000	-1.159
YDR372C	0.000	0.000	0.567
YDR374C	0.000	0.000	0.462
YDR375C	0.000	0.000	-0.562
YDR377W	0.000	0.000	1.641
YDR378C	-1.858	0.000	0.000
YDR379W	0.000	0.000	-0.312
YDR380W	0.000	0.000	-0.976
YDR383C	0.000	0.000	-2.125
YDR384C	0.000	0.000	-1.450
YDR385W	-3.701	0.000	-0.724
YDR386W	-2.551	0.000	-1.184
YDR387C	0.000	0.000	-0.486
YDR388W	-3.614	0.000	0.000
YDR389W	0.000	0.000	5.140
YDR391C	0.000	0.000	-0.689
YDR392W	-2.679	0.000	6.683
YDR393W	0.000	0.000	0.021
YDR395W	0.000	0.000	-1.347
YDR399W	0.000	0.000	-0.554
YDR400W	0.000	0.000	-1.227
YDR401W	0.000	0.000	-1.070
YDR402C	0.000	0.000	-2.004
YDR403W	0.000	0.000	-1.119
YDR406W	0.000	0.000	-1.765
YDR408C	0.000	0.000	0.233
YDR409W	0.000	0.000	-0.978
YDR411C	0.000	0.000	-1.886
YDR414C	0.000	0.000	-0.769
YDR415C	0.000	0.000	-2.200
YDR417C	0.000	0.000	0.033
YDR419W	0.000	0.000	-1.344
YDR420W	0.000	0.000	-1.810
YDR421W	0.000	0.000	-1.773
YDR422C	0.000	0.000	-1.050
YDR423C	0.000	-2.014	-1.920
YDR424C	0.000	0.000	-1.298
YDR425W	0.000	0.000	-1.508
YDR426C	0.000	0.000	-0.970
YDR428C	0.000	0.000	-0.258
YDR430C	0.000	0.000	-1.261
YDR431W	0.000	0.000	-1.484
YDR432W	-3.032	0.000	0.000
YDR435C	0.000	0.000	-0.383
YDR436W	0.000	0.000	-1.422
YDR438W	0.000	0.000	-1.276
YDR439W	0.000	0.000	0.386
YDR440W	0.000	0.000	-0.995
YDR441C	0.000	0.000	-0.119
YDR442W	0.000	0.000	1.073
YDR443C	0.000	0.000	1.117
YDR444W	0.000	0.000	-1.588
YDR445C	0.000	0.000	-1.135
YDR446W	0.000	0.000	-0.883
YDR447C	0.000	0.000	0.213
YDR448W	-3.027	0.000	0.000
YDR451C	0.000	0.000	-1.364
YDR452W	0.000	0.000	0.372
YDR453C	0.000	0.000	-1.510
YDR455C	0.000	0.000	4.381
YDR456W	0.000	0.000	4.274
YDR457W	0.000	0.000	-0.213
YDR458C	0.000	0.000	-0.682
YDR459C	0.000	0.000	-1.963
YDR461W	0.000	0.000	-2.307
YDR462W	0.000	0.000	-1.466
YDR465C	0.000	0.000	0.157
YDR466W	0.000	0.000	-0.778
YDR467C	0.000	0.000	-2.208
YDR469W	0.000	0.000	-0.870
YDR471W	0.000	0.000	-0.985
YDR475C	0.000	-2.208	-2.174
YDR476C	0.000	0.000	-1.726
YDR477W	0.000	-1.506	0.000
YDR479C	0.000	0.000	-1.838
YDR480W	0.000	0.000	-2.173
YDR481C	0.000	0.000	-2.264
YDR482C	0.000	0.000	-1.119
YDR483W	0.000	0.000	-1.710
YDR484W	0.000	0.000	1.216
YDR485C	0.000	0.000	1.919
YDR486C	0.000	0.000	0.533
YDR488C	0.000	0.000	-1.727
YDR490C	0.000	0.000	-1.856
YDR491C	0.000	0.000	-1.589
YDR492W	0.000	0.000	-2.236
YDR493W	0.000	0.000	-1.521
YDR494W	0.000	0.000	-1.463
YDR496C	0.000	0.000	-0.196
YDR497C	0.000	0.000	-1.080
YDR500C	0.000	0.000	1.301
YDR501W	0.000	0.000	-1.583
YDR502C	0.000	0.000	-2.307
YDR503C	0.000	0.000	-1.710
YDR504C	0.000	0.000	-1.061
YDR505C	0.000	0.000	-1.955
YDR506C	0.000	0.000	-1.423
YDR508C	0.000	0.000	-0.784
YDR511W	0.000	0.000	-1.824
YDR512C	0.000	0.000	-1.829
YDR513W	0.000	0.000	-1.210
YDR514C	0.000	0.000	-1.633
YDR515W	0.000	0.000	-1.822
YDR516C	0.000	0.000	-1.652
YDR517W	0.000	0.000	-0.907
YDR518W	0.000	0.000	-1.861
YDR520C	0.000	0.000	-1.097
YDR521W	0.000	0.000	-2.452
YDR522C	0.000	0.000	-1.695
YDR523C	0.000	0.000	-1.601
YDR524C	0.000	-1.403	-0.050
YDR525W	0.000	0.000	0.026
YDR525W-A	0.000	0.000	-2.092
YDR528W	0.000	0.000	-2.233
YDR530C	0.000	0.000	-1.849
YDR533C	0.000	0.000	1.655
YDR534C	0.000	0.000	-2.247
YDR535C	0.000	0.000	-0.980
YDR536W	0.000	0.000	-1.897
YDR537C	0.000	0.000	-2.005
YDR538W	0.000	0.000	-1.941
YDR539W	0.000	0.000	-1.933
YDR540C	0.000	0.000	-0.554
YDR541C	0.000	0.000	-1.914
YEL001C	0.000	0.000	-1.863
YEL003W	0.000	0.000	5.427
YEL004W	0.000	0.000	-2.771
YEL005C	0.000	0.000	-2.249
YEL006W	0.000	0.000	-2.273
YEL007W	0.000	0.000	-2.334
YEL008W	0.000	0.000	-2.181
YEL009C	0.000	0.000	-1.682
YEL010W	0.000	0.000	-1.915
YEL011W	0.000	0.000	-2.170
YEL012W	0.000	-1.819	-1.806
YEL013W	0.000	0.000	1.382
YEL014C	0.000	0.000	-1.993
YEL015W	0.000	0.000	-1.104
YEL016C	0.000	0.000	-1.533
YEL017C-A	0.000	0.000	-1.911
YEL017W	0.000	0.000	-2.116
YEL018W	0.000	0.000	-2.304
YEL020C	0.000	0.000	-1.624
YEL023C	0.000	0.000	-2.022
YEL024W	0.000	0.000	-1.459
YEL025C	0.000	0.000	-1.777
YEL027W	0.000	0.000	4.823
YEL028W	0.000	0.000	-2.637
YEL030W	0.000	0.000	-2.308
YEL031W	0.000	0.000	-1.753
YEL036C	-4.065	-1.906	0.000
YEL037C	0.000	0.000	-0.020
YEL038W	0.000	0.000	-2.539
YEL039C	0.000	0.000	-1.911
YEL040W	0.000	0.000	-0.214
YEL041W	0.000	0.000	-1.581
YEL042W	0.000	0.000	-2.361
YEL043W	0.000	0.000	-1.690
YEL044W	-3.148	0.000	0.000
YEL045C	0.000	0.000	2.032
YEL047C	0.000	0.000	-2.009
YEL048C	0.000	0.000	-1.973
YEL049W	0.000	0.000	-1.046
YEL050C	0.000	0.000	3.802
YEL052W	0.000	0.000	-2.272
YEL053C	0.000	0.000	-1.505
YEL054C	0.000	0.000	0.229
YEL056W	0.000	0.000	-0.902
YEL057C	0.000	0.000	-0.722
YEL059W	0.000	0.000	-1.735
YEL060C	0.000	0.000	-2.276
YEL061C	0.000	0.000	2.772
YEL062W	0.000	0.000	-2.050
YEL063C	0.000	0.000	-1.824
YEL064C	0.000	0.000	-1.206
YEL065W	0.000	0.000	-2.360
YEL066W	0.000	0.000	-2.108
YEL067C	0.000	0.000	-1.440
YEL068C	0.000	0.000	-1.517
YEL071W	0.000	0.000	-2.080
YEL072W	0.000	0.000	-1.740
YER001W	0.000	0.000	-2.389
YER002W	0.000	0.000	-1.588
YER004W	0.000	0.000	-0.309
YER005W	0.000	0.000	-1.899
YER007C-A	0.000	0.000	-1.257
YER007W	0.000	0.000	-1.804
YER010C	0.000	0.000	-1.612
YER011W	0.000	0.000	-2.807
YER016W	0.000	0.000	0.670
YER019C-A	0.000	0.000	-2.528
YER019W	-1.630	0.000	0.923
YER020W	0.000	0.000	0.134
YER024W	0.000	0.000	-2.117
YER027C	0.000	0.000	-1.993
YER030W	0.000	0.000	-0.910
YER031C	0.000	0.000	-0.403
YER032W	0.000	0.000	-1.643
YER033C	0.000	0.000	-1.632
YER034W	0.000	0.000	-1.747
YER037W	0.000	0.000	-1.609
YER038W-A	0.000	0.000	-1.776
YER039C	0.000	0.000	-1.478
YER039C-A	0.000	0.000	-1.603
YER040W	0.000	-2.967	0.703
YER041W	0.000	0.000	-1.970
YER042W	0.000	0.000	-1.879
YER044C-A	0.000	0.000	-1.877
YER045C	0.000	0.000	-1.874
YER046W	0.000	0.000	-2.342
YER046W-A	0.000	0.000	-1.588
YER047C	0.000	0.000	-0.850
YER048C	0.000	0.000	-2.291
YER049W	0.000	0.000	-1.784
YER051W	0.000	0.000	-0.893
YER052C	0.000	0.000	-1.479
YER053C	0.000	0.000	-2.268
YER055C	0.000	0.000	0.619
YER056C	0.000	0.000	-1.864
YER056C-A	0.000	0.000	1.418
YER057C	0.000	0.000	-1.657
YER058W	0.000	0.000	-0.496
YER059W	0.000	0.000	-1.956
YER060W	0.000	0.000	-2.049
YER060W-A	0.000	0.000	-1.880
YER062C	0.000	0.000	-2.021
YER063W	0.000	0.000	-0.277
YER064C	0.000	0.000	-0.861
YER065C	0.000	0.000	-1.955
YER066C-A	0.000	0.000	-1.689
YER066W	0.000	0.000	-2.214
YER067C-A	0.000	0.000	-2.604
YER067W	0.000	0.000	-1.623
YER068C-A	0.000	-1.752	-1.988
YER069W	0.000	0.000	-1.339
YER070W	-1.967	0.000	0.000
YER071C	0.000	0.000	-1.789
YER072W	0.000	0.000	-1.216
YER073W	0.000	0.000	-0.684
YER074W	0.000	0.000	0.546
YER075C	0.000	0.000	0.823
YER078C	0.000	0.000	-0.352
YER079W	0.000	0.000	-2.155
YER080W	0.000	0.000	-2.203
YER081W	0.000	0.000	-1.516
YER083C	0.000	0.000	-0.065
YER084W	0.000	-1.310	-1.888
YER085C	0.000	0.000	-1.764
YER086W	0.000	0.000	-1.938
YER087C-B	0.000	0.000	-1.895
YER087W	0.000	0.000	2.267
YER088C	0.000	0.000	-1.296
YER089C	0.000	-1.316	-1.605
YER090W	0.000	0.000	-0.491
YER091C	0.000	0.000	-1.725
YER091C-A	0.000	0.000	-1.093
YER092W	0.000	0.000	-1.369
YER093C-A	0.000	0.000	-1.567
YER095W	-2.284	0.000	1.987
YER096W	0.000	0.000	-1.596
YER097W	0.000	0.000	-1.151
YER098W	0.000	0.000	-1.664
YER101C	0.000	0.000	-2.005
YER103W	0.000	0.000	-1.965
YER106W	0.000	0.000	-2.616
YER107C	0.000	0.000	3.101
YER108C	0.000	0.000	-2.155
YER109C	0.000	0.000	-2.146
YER111C	0.000	0.000	3.134
YER113C	0.000	-2.314	-1.691
YER114C	0.000	0.000	-1.454
YER115C	0.000	0.000	-1.542
YER117W	0.000	0.000	0.635
YER118C	0.000	0.000	-0.342
YER119C	0.000	0.000	-1.929
YER119C-A	0.000	0.000	0.721
YER120W	0.000	0.000	2.637
YER121W	0.000	0.000	-1.427
YER123W	0.000	-2.124	-0.973
YER124C	0.000	0.000	-0.602
YER128W	0.000	0.000	-1.892
YER129W	0.000	0.000	-1.414
YER130C	0.000	0.000	-1.906
YER131W	0.000	0.000	-1.053
YER132C	0.000	0.000	-0.306
YER134C	0.000	0.000	-2.085
YER135C	0.000	0.000	-1.157
YER137C	0.000	0.000	-1.281
YER139C	0.000	0.000	0.519
YER140W	0.000	0.000	-1.726
YER141W	0.000	0.000	-0.497
YER142C	0.000	0.000	-1.090
YER143W	0.000	0.000	-1.666
YER144C	0.000	0.000	-1.122
YER145C	0.000	0.000	-2.169
YER149C	0.000	-1.325	-2.528
YER150W	0.000	0.000	-1.504
YER151C	0.000	0.000	-0.130
YER152C	0.000	0.000	-2.077
YER153C	0.000	0.000	0.829
YER155C	0.000	-1.519	0.000
YER156C	0.000	0.000	-0.006
YER158C	0.000	0.000	-1.044
YER161C	0.000	0.000	-1.350
YER162C	-2.042	0.000	-1.096
YER163C	0.000	0.000	-2.155
YER164W	-1.531	0.000	-0.119
YER166W	0.000	0.000	0.793
YER167W	0.000	0.000	-1.355
YER169W	0.000	0.000	-1.631
YER170W	0.000	0.000	-1.574
YER173W	0.000	0.000	-0.907
YER174C	0.000	0.000	-1.279
YER175C	0.000	0.000	-1.815
YER176W	0.000	0.000	-1.601
YER177W	0.000	0.000	-1.951
YER178W	0.000	-2.019	-0.373
YER179W	0.000	0.000	-1.528
YER180C	0.000	0.000	-2.106
YER181C	0.000	0.000	-1.009
YER182W	0.000	0.000	-1.069
YER183C	0.000	0.000	-1.943
YER184C	0.000	0.000	-1.766
YER185W	0.000	0.000	-1.664
YER186C	0.000	0.000	-2.241
YER187W	0.000	0.000	-1.521
YER188W	0.000	0.000	-1.893
YFL001W	0.000	0.000	1.937
YFL003C	0.000	0.000	-2.409
YFL004W	0.000	0.000	0.071
YFL007W	0.000	0.000	-1.924
YFL010C	0.000	0.000	-2.275
YFL010W-A	0.000	0.000	-1.944
YFL011W	0.000	0.000	-1.891
YFL012W	0.000	0.000	-1.498
YFL012W-A	0.000	0.000	-1.573
YFL013C	0.000	0.000	-1.322
YFL014W	0.000	0.000	-1.556
YFL015C	0.000	0.000	-2.458
YFL018C	0.000	0.000	1.451
YFL019C	0.000	0.000	-1.228
YFL020C	0.000	0.000	-2.207
YFL021W	0.000	0.000	-1.793
YFL023W	0.000	0.000	1.067
YFL025C	-2.134	0.000	-0.323
YFL027C	0.000	0.000	-2.192
YFL028C	0.000	0.000	-1.785
YFL030W	0.000	0.000	-2.467
YFL031W	0.000	0.000	-2.273
YFL032W	0.000	0.000	-1.563
YFL033C	-1.457	0.000	-2.134
YFL034C-A	0.000	0.000	-1.067
YFL034W	0.000	0.000	-1.308
YFL040W	0.000	0.000	-1.474
YFL041W	0.000	0.000	-2.448
YFL042C	0.000	0.000	-1.956
YFL044C	0.000	0.000	-2.429
YFL046W	0.000	0.000	-2.055
YFL047W	0.000	0.000	-1.413
YFL048C	0.000	0.000	-2.131
YFL049W	0.000	0.000	-0.850
YFL050C	0.000	0.000	-1.578
YFL051C	0.000	0.000	-2.367
YFL052W	0.000	0.000	-1.532
YFL053W	0.000	0.000	-1.745
YFL054C	0.000	0.000	-1.406
YFL055W	0.000	0.000	-1.655
YFL056C	0.000	0.000	-1.984
YFL063W	0.000	0.000	-1.762
YFR006W	0.000	0.000	-2.077
YFR007W	0.000	0.000	-1.827
YFR008W	0.000	0.000	-1.636
YFR009W	0.000	0.000	-1.959
YFR010W	0.000	0.000	-1.241
YFR011C	0.000	0.000	-2.095
YFR012W	0.000	0.000	-2.181
YFR013W	0.000	0.000	0.020
YFR014C	0.000	0.000	-2.322
YFR015C	0.000	0.000	-1.956
YFR016C	0.000	0.000	-2.356
YFR017C	0.000	0.000	-2.391
YFR018C	0.000	0.000	-1.615
YFR019W	-2.744	0.000	0.000
YFR020W	0.000	0.000	-1.557
YFR021W	0.000	0.000	-2.688
YFR022W	0.000	0.000	-2.016
YFR023W	0.000	0.000	-2.775
YFR024C-A	0.000	0.000	-1.151
YFR025C	0.000	0.000	-1.931
YFR026C	0.000	0.000	-2.554
YFR030W	0.000	0.000	-1.033
YFR031C-A	0.000	0.000	-0.853
YFR032C	0.000	0.000	-1.436
YFR032C-A	0.000	0.000	0.861
YFR033C	0.000	0.000	-1.767
YFR034C	0.000	0.000	-1.282
YFR035C	0.000	0.000	-0.965
YFR036W	-4.652	0.000	0.111
YFR038W	0.000	0.000	-1.646
YFR039C	0.000	0.000	-1.418
YFR040W	0.000	-2.653	0.370
YFR041C	0.000	0.000	-1.735
YFR043C	0.000	0.000	-2.241
YFR044C	0.000	0.000	-1.718
YFR045W	0.000	0.000	-1.528
YFR046C	0.000	0.000	-1.810
YFR047C	0.000	0.000	-1.746
YFR048W	0.000	0.000	-0.722
YFR049W	0.000	0.000	-0.183
YFR053C	0.000	0.000	-2.098
YFR054C	0.000	0.000	-1.479
YFR055W	0.000	0.000	-2.034
YFR056C	0.000	0.000	-2.119
YFR057W	0.000	0.000	-1.212
YGL002W	0.000	0.000	-1.809
YGL003C	0.000	0.000	-0.046
YGL004C	0.000	0.000	-1.240
YGL005C	0.000	0.000	-2.596
YGL006W	0.000	0.000	-1.673
YGL007W	0.000	0.000	4.328
YGL009C	0.000	0.000	-2.666
YGL010W	0.000	0.000	-1.646
YGL012W	-3.407	0.000	5.698
YGL013C	0.000	0.000	-1.673
YGL014W	0.000	0.000	-0.852
YGL015C	0.000	0.000	-1.872
YGL016W	0.000	0.000	-0.870
YGL017W	0.000	0.000	-1.570
YGL019W	0.000	0.000	1.807
YGL021W	0.000	0.000	-1.922
YGL025C	0.000	0.000	2.840
YGL026C	0.000	0.000	-1.615
YGL027C	0.000	0.000	-0.652
YGL028C	0.000	0.000	-1.166
YGL031C	0.000	0.000	-0.596
YGL032C	0.000	0.000	-1.910
YGL033W	0.000	0.000	-1.432
YGL034C	0.000	0.000	-0.892
YGL035C	-1.577	-2.792	-1.856
YGL037C	0.000	0.000	-1.196
YGL038C	-1.609	0.000	0.000
YGL039W	0.000	0.000	-0.546
YGL041C	0.000	0.000	-0.581
YGL042C	0.000	0.000	-0.643
YGL043W	0.000	0.000	1.533
YGL045W	0.000	0.000	-1.317
YGL049C	0.000	0.000	-1.909
YGL050W	0.000	0.000	-1.817
YGL051W	0.000	0.000	-1.660
YGL053W	0.000	0.000	-1.582
YGL054C	0.000	0.000	6.815
YGL056C	0.000	0.000	-1.095
YGL057C	0.000	0.000	-0.544
YGL058W	-3.265	0.000	0.000
YGL059W	0.000	0.000	-0.607
YGL060W	0.000	0.000	0.027
YGL062W	0.000	0.000	-1.194
YGL063W	0.000	0.000	-0.646
YGL066W	-2.722	0.000	7.077
YGL067W	0.000	0.000	-1.584
YGL070C	-1.380	0.000	0.000
YGL071W	0.000	0.000	-0.958
YGL072C	0.000	0.000	4.152
YGL077C	0.000	0.000	-0.944
YGL078C	0.000	0.000	0.744
YGL079W	0.000	0.000	-1.963
YGL080W	0.000	0.000	-0.862
YGL081W	0.000	0.000	-2.249
YGL082W	0.000	0.000	-2.394
YGL083W	0.000	0.000	-1.385
YGL085W	0.000	0.000	-1.740
YGL086W	0.000	0.000	-2.215
YGL087C	0.000	0.000	-1.231
YGL089C	0.000	0.000	-1.632
YGL090W	0.000	0.000	-1.552
YGL094C	0.000	0.000	-0.574
YGL095C	0.000	0.000	6.752
YGL096W	0.000	0.000	-0.690
YGL101W	0.000	0.000	-0.736
YGL104C	0.000	0.000	0.673
YGL107C	0.000	0.000	-0.251
YGL108C	0.000	0.000	-2.275
YGL109W	0.000	0.000	-0.669
YGL110C	0.000	0.000	-1.240
YGL114W	0.000	0.000	-2.131
YGL115W	0.000	-1.392	0.991
YGL117W	0.000	0.000	-1.697
YGL118C	0.000	0.000	-1.654
YGL121C	0.000	0.000	-1.913
YGL124C	0.000	0.000	0.828
YGL125W	0.000	0.000	0.105
YGL126W	0.000	0.000	-1.554
YGL129C	0.000	0.000	2.107
YGL131C	0.000	0.000	-2.112
YGL132W	0.000	0.000	-0.140
YGL133W	0.000	-2.893	-1.772
YGL136C	0.000	0.000	-1.241
YGL138C	0.000	0.000	-1.023
YGL139W	0.000	0.000	-1.594
YGL140C	0.000	0.000	-1.574
YGL141W	0.000	0.000	-1.933
YGL143C	0.000	0.000	0.827
YGL144C	0.000	0.000	-2.053
YGL146C	0.000	0.000	-2.438
YGL147C	0.000	0.000	0.872
YGL148W	0.000	-3.209	-1.090
YGL149W	0.000	0.000	-1.359
YGL151W	0.000	0.000	-1.829
YGL152C	0.000	-2.089	-1.600
YGL153W	0.000	-1.764	-1.922
YGL154C	0.000	0.000	-0.542
YGL156W	0.000	0.000	-1.908
YGL157W	0.000	0.000	-1.596
YGL158W	0.000	0.000	-1.819
YGL159W	0.000	0.000	-1.936
YGL160W	0.000	0.000	-2.193
YGL161C	0.000	0.000	-1.637
YGL162W	0.000	0.000	-1.292
YGL163C	-2.161	0.000	0.000
YGL164C	0.000	0.000	-1.741
YGL165C	0.000	0.000	-1.126
YGL166W	0.000	0.000	-1.928
YGL168W	0.000	0.000	1.636
YGL170C	0.000	0.000	-1.859
YGL175C	0.000	0.000	-0.052
YGL176C	0.000	0.000	-1.741
YGL177W	0.000	0.000	-1.803
YGL179C	0.000	0.000	-0.016
YGL180W	0.000	0.000	-1.043
YGL181W	0.000	0.000	-1.125
YGL194C	0.000	0.000	-1.326
YGL195W	0.000	0.000	1.423
YGL196W	0.000	0.000	-1.969
YGL197W	0.000	0.000	-1.483
YGL198W	0.000	0.000	-2.201
YGL199C	0.000	0.000	-2.096
YGL200C	0.000	0.000	0.182
YGL202W	0.000	0.000	-0.404
