ORF	hom | growth (pooled culture) | glyoxal [20 mM] | YPD | Hoon S~Nislow C, 2011	hom | growth (pooled culture) | methylglyoxal [8 mM] | YPD | Hoon S~Nislow C, 2011	hom | growth (pooled culture) | glyoxal [80 mM] | YPD | Hoon S~Nislow C, 2011
YGL203C	0.000	0.000	0.670
YGL205W	0.000	0.000	-1.190
YGL208W	0.000	0.000	-1.376
YGL209W	0.000	0.000	-1.826
YGL210W	0.000	0.000	-1.477
YGL212W	0.000	0.000	0.876
YGL213C	-3.457	0.000	-1.101
YGL214W	-3.275	0.000	-0.721
YGL215W	0.000	0.000	-0.200
YGL216W	0.000	0.000	-2.184
YGL217C	0.000	0.000	-1.599
YGL220W	0.000	0.000	-0.002
YGL221C	0.000	0.000	-2.052
YGL222C	0.000	0.000	-1.852
YGL224C	0.000	0.000	-0.918
YGL226C-A	0.000	0.000	-0.257
YGL226W	0.000	0.000	-1.446
YGL227W	0.000	0.000	-1.520
YGL228W	0.000	0.000	-2.024
YGL229C	0.000	0.000	0.078
YGL230C	0.000	0.000	-1.191
YGL231C	0.000	0.000	-1.023
YGL232W	0.000	0.000	0.998
YGL234W	0.000	0.000	-0.300
YGL235W	0.000	0.000	-0.552
YGL236C	0.000	0.000	-1.722
YGL237C	0.000	0.000	-0.250
YGL241W	0.000	0.000	-1.666
YGL242C	0.000	0.000	-1.473
YGL243W	0.000	0.000	-2.128
YGL248W	0.000	0.000	-2.112
YGL249W	0.000	0.000	-2.070
YGL250W	0.000	0.000	-1.866
YGL251C	0.000	0.000	-0.627
YGL252C	0.000	0.000	-0.001
YGL253W	0.000	0.000	0.388
YGL254W	0.000	0.000	-1.731
YGL255W	0.000	0.000	-0.714
YGL256W	0.000	0.000	-1.763
YGL257C	0.000	0.000	-1.424
YGL258W	0.000	0.000	-0.850
YGL259W	0.000	0.000	-0.657
YGL260W	0.000	0.000	-1.090
YGL261C	0.000	0.000	-1.637
YGL262W	0.000	0.000	-1.625
YGL263W	0.000	0.000	-1.580
YGR001C	0.000	0.000	-1.895
YGR003W	0.000	0.000	-2.366
YGR004W	0.000	0.000	-0.961
YGR007W	0.000	0.000	-1.324
YGR008C	0.000	0.000	-0.662
YGR010W	0.000	0.000	-1.640
YGR011W	0.000	0.000	1.115
YGR012W	0.000	0.000	-1.760
YGR014W	0.000	0.000	-1.879
YGR015C	0.000	0.000	-1.691
YGR017W	0.000	0.000	-1.927
YGR018C	0.000	0.000	-1.485
YGR019W	0.000	0.000	-1.650
YGR021W	0.000	0.000	-0.736
YGR022C	0.000	0.000	-1.416
YGR023W	0.000	0.000	-1.944
YGR025W	0.000	0.000	-0.900
YGR026W	0.000	0.000	-1.729
YGR027C	0.000	-1.995	-1.255
YGR028W	0.000	0.000	-1.109
YGR031W	0.000	0.000	-1.384
YGR032W	0.000	0.000	-2.041
YGR033C	0.000	0.000	-1.579
YGR034W	0.000	0.000	-1.786
YGR035C	0.000	0.000	-1.770
YGR037C	0.000	0.000	2.138
YGR038W	0.000	0.000	-2.096
YGR039W	0.000	0.000	-1.205
YGR040W	0.000	0.000	-0.683
YGR041W	0.000	0.000	-1.263
YGR042W	0.000	0.000	-1.115
YGR043C	0.000	0.000	-1.398
YGR044C	0.000	0.000	-2.156
YGR045C	0.000	0.000	-1.332
YGR049W	0.000	0.000	-2.102
YGR050C	0.000	0.000	-1.268
YGR051C	0.000	0.000	-1.265
YGR052W	0.000	0.000	-1.484
YGR053C	0.000	0.000	-1.202
YGR054W	0.000	0.000	-0.900
YGR055W	0.000	0.000	-1.882
YGR056W	0.000	0.000	-0.663
YGR057C	0.000	-2.405	-1.773
YGR058W	0.000	0.000	-1.855
YGR059W	0.000	0.000	-1.574
YGR061C	0.000	0.000	-1.451
YGR062C	0.000	0.000	-1.692
YGR063C	0.000	0.000	2.291
YGR064W	0.000	0.000	1.134
YGR066C	0.000	0.000	-1.946
YGR067C	0.000	0.000	-1.873
YGR068C	0.000	0.000	-1.940
YGR069W	0.000	0.000	-2.020
YGR070W	0.000	0.000	-2.202
YGR071C	0.000	-1.640	-1.805
YGR072W	0.000	0.000	1.174
YGR076C	0.000	0.000	-0.345
YGR077C	0.000	0.000	-1.917
YGR078C	0.000	0.000	4.432
YGR079W	0.000	0.000	-1.169
YGR080W	0.000	0.000	-0.729
YGR081C	0.000	0.000	0.944
YGR084C	0.000	0.000	-1.572
YGR085C	0.000	0.000	0.500
YGR086C	0.000	0.000	-1.661
YGR087C	0.000	0.000	-2.219
YGR088W	0.000	0.000	-1.728
YGR089W	0.000	-1.704	-2.232
YGR092W	-4.490	-1.344	-0.393
YGR093W	0.000	0.000	-2.298
YGR096W	0.000	0.000	-0.110
YGR097W	0.000	0.000	4.815
YGR100W	0.000	0.000	-1.773
YGR102C	0.000	0.000	0.620
YGR104C	-2.417	0.000	0.000
YGR106C	0.000	-2.672	-1.641
YGR107W	0.000	0.000	-2.145
YGR108W	0.000	0.000	-2.211
YGR109C	0.000	0.000	-1.862
YGR110W	0.000	0.000	-0.285
YGR111W	0.000	0.000	-1.159
YGR112W	0.000	0.000	-2.329
YGR117C	0.000	0.000	-2.199
YGR118W	0.000	0.000	1.611
YGR121C	0.000	0.000	-1.861
YGR122C-A	0.000	0.000	-2.080
YGR122W	0.000	0.000	-0.902
YGR123C	0.000	0.000	-1.902
YGR124W	0.000	0.000	-2.199
YGR125W	0.000	0.000	-1.813
YGR126W	0.000	0.000	-1.866
YGR127W	0.000	0.000	-0.781
YGR129W	0.000	0.000	-1.443
YGR130C	0.000	0.000	-2.369
YGR131W	0.000	0.000	-1.986
YGR132C	0.000	0.000	0.193
YGR133W	0.000	-2.349	-2.297
YGR134W	0.000	0.000	-1.316
YGR135W	0.000	0.000	-1.458
YGR136W	0.000	0.000	-1.553
YGR137W	0.000	0.000	-1.976
YGR138C	0.000	0.000	-0.986
YGR139W	0.000	0.000	-2.462
YGR141W	0.000	0.000	-1.803
YGR142W	0.000	0.000	-1.932
YGR143W	0.000	0.000	-2.451
YGR144W	0.000	0.000	-2.532
YGR146C	0.000	0.000	-2.003
YGR148C	0.000	0.000	0.144
YGR149W	0.000	0.000	-0.857
YGR150C	0.000	0.000	-0.076
YGR151C	0.000	0.000	-1.497
YGR152C	0.000	0.000	-0.268
YGR153W	0.000	0.000	-0.411
YGR154C	0.000	0.000	-1.340
YGR155W	0.000	0.000	-0.508
YGR157W	0.000	0.000	-2.120
YGR161C	0.000	0.000	-2.088
YGR163W	0.000	-2.323	-1.071
YGR164W	-1.969	0.000	-2.287
YGR166W	0.000	0.000	2.366
YGR167W	-4.237	0.000	0.000
YGR168C	0.000	0.000	-1.557
YGR169C	0.000	0.000	-2.395
YGR170W	0.000	0.000	-2.049
YGR171C	0.000	0.000	-0.336
YGR173W	0.000	0.000	-2.259
YGR174C	0.000	0.000	-1.950
YGR176W	0.000	0.000	-2.170
YGR177C	0.000	0.000	-1.507
YGR178C	0.000	0.000	-1.683
YGR181W	0.000	0.000	-1.967
YGR182C	0.000	0.000	-2.320
YGR183C	0.000	0.000	-2.115
YGR184C	0.000	0.000	-1.634
YGR187C	0.000	0.000	-1.793
YGR189C	0.000	0.000	-1.804
YGR192C	0.000	-2.206	-2.187
YGR193C	0.000	0.000	-2.509
YGR194C	0.000	0.000	-1.568
YGR196C	0.000	0.000	-2.029
YGR197C	0.000	0.000	-1.831
YGR199W	0.000	0.000	-2.373
YGR200C	0.000	0.000	0.689
YGR201C	0.000	0.000	-2.002
YGR202C	0.000	0.000	-1.141
YGR203W	0.000	0.000	-1.673
YGR204W	0.000	0.000	-0.427
YGR205W	0.000	0.000	-2.441
YGR206W	0.000	0.000	-0.861
YGR207C	0.000	0.000	-2.095
YGR208W	0.000	0.000	-2.382
YGR209C	0.000	0.000	-2.212
YGR210C	0.000	0.000	-1.988
YGR212W	0.000	0.000	-2.542
YGR213C	0.000	0.000	-0.321
YGR214W	0.000	0.000	0.807
YGR217W	0.000	0.000	-0.249
YGR220C	0.000	0.000	-0.153
YGR221C	0.000	0.000	-1.467
YGR222W	0.000	0.000	-1.035
YGR223C	0.000	0.000	-2.186
YGR224W	0.000	0.000	-1.793
YGR225W	0.000	0.000	-0.499
YGR226C	0.000	0.000	-2.028
YGR227W	0.000	0.000	-1.446
YGR228W	0.000	-1.479	-1.855
YGR229C	-2.352	-1.277	-0.951
YGR230W	0.000	0.000	-2.266
YGR231C	0.000	0.000	0.186
YGR232W	0.000	0.000	-1.740
YGR233C	0.000	0.000	1.234
YGR234W	0.000	0.000	-1.366
YGR235C	0.000	0.000	-1.312
YGR236C	0.000	0.000	-1.625
YGR237C	0.000	-1.628	-2.016
YGR238C	0.000	0.000	-1.576
YGR239C	0.000	0.000	-1.729
YGR240C	0.000	0.000	8.782
YGR241C	0.000	0.000	-2.253
YGR242W	0.000	0.000	-1.897
YGR243W	0.000	0.000	-2.321
YGR244C	0.000	0.000	-1.682
YGR247W	0.000	0.000	-1.712
YGR248W	0.000	0.000	-1.622
YGR249W	0.000	0.000	-1.411
YGR250C	0.000	0.000	-2.295
YGR252W	-2.993	0.000	4.716
YGR254W	0.000	0.000	-2.095
YGR255C	0.000	0.000	-0.885
YGR256W	0.000	0.000	-1.683
YGR257C	0.000	0.000	1.051
YGR258C	0.000	0.000	-1.529
YGR259C	0.000	-2.259	-1.555
YGR260W	0.000	0.000	-1.301
YGR261C	0.000	-2.321	-1.747
YGR262C	-1.574	0.000	0.000
YGR263C	0.000	0.000	-0.776
YGR266W	0.000	0.000	-2.115
YGR268C	0.000	0.000	-2.047
YGR269W	0.000	0.000	-0.565
YGR270W	0.000	0.000	3.599
YGR271W	-3.706	-1.379	-1.070
YGR273C	0.000	0.000	-2.005
YGR275W	0.000	0.000	-1.896
YGR276C	0.000	0.000	-1.701
YGR279C	0.000	0.000	-1.376
YGR281W	0.000	0.000	-1.697
YGR282C	0.000	0.000	-0.380
YGR283C	0.000	0.000	-1.473
YGR284C	0.000	0.000	-1.806
YGR286C	0.000	0.000	-1.530
YGR287C	0.000	0.000	-1.417
YGR288W	0.000	0.000	-1.739
YGR289C	0.000	0.000	-0.887
YGR290W	0.000	0.000	-1.297
YGR291C	0.000	0.000	-1.847
YGR292W	0.000	0.000	-1.271
YGR295C	0.000	0.000	-1.877
YHL002W	0.000	0.000	-0.359
YHL003C	0.000	0.000	-0.687
YHL005C	0.000	-1.736	-1.127
YHL006C	0.000	0.000	-1.016
YHL007C	0.000	0.000	-1.872
YHL008C	0.000	0.000	-2.452
YHL009C	0.000	-4.242	-1.827
YHL010C	0.000	0.000	-1.895
YHL012W	0.000	0.000	-1.593
YHL013C	0.000	0.000	-1.637
YHL014C	0.000	0.000	-1.941
YHL016C	0.000	0.000	-2.107
YHL017W	0.000	0.000	-1.254
YHL019C	0.000	0.000	-1.548
YHL020C	0.000	0.000	-1.043
YHL021C	0.000	0.000	-1.806
YHL022C	0.000	0.000	-1.215
YHL023C	0.000	-1.329	-1.586
YHL024W	0.000	0.000	-0.762
YHL025W	0.000	0.000	2.717
YHL026C	0.000	0.000	-1.722
YHL027W	-1.368	0.000	-1.253
YHL028W	0.000	0.000	-2.220
YHL029C	0.000	0.000	-0.959
YHL030W	0.000	0.000	-2.590
YHL031C	0.000	0.000	3.791
YHL032C	0.000	0.000	-2.257
YHL033C	0.000	0.000	-0.029
YHL034C	0.000	0.000	1.240
YHL035C	0.000	0.000	-2.029
YHL036W	0.000	0.000	-2.012
YHL037C	0.000	0.000	-1.556
YHL038C	0.000	0.000	-1.840
YHL039W	0.000	0.000	-1.936
YHL040C	0.000	0.000	-2.103
YHL041W	0.000	0.000	-1.988
YHL042W	0.000	0.000	-1.938
YHL043W	0.000	0.000	-0.199
YHL044W	0.000	-1.511	-1.668
YHL045W	0.000	0.000	-1.356
YHL046C	0.000	0.000	-1.243
YHL047C	0.000	0.000	-2.103
YHR001W-A	0.000	0.000	-1.882
YHR003C	0.000	0.000	-0.848
YHR004C	0.000	0.000	0.996
YHR006W	0.000	0.000	-2.202
YHR009C	0.000	-1.484	-1.894
YHR012W	0.000	0.000	1.325
YHR013C	-2.649	0.000	2.047
YHR014W	0.000	0.000	-2.071
YHR015W	0.000	0.000	-1.309
YHR016C	0.000	0.000	-1.226
YHR017W	0.000	0.000	-1.127
YHR018C	0.000	0.000	-1.959
YHR021W-A	0.000	0.000	-1.008
YHR022C	0.000	0.000	-1.768
YHR025W	-5.858	-2.910	-1.537
YHR028C	0.000	0.000	-2.160
YHR029C	0.000	0.000	-1.717
YHR030C	-1.803	0.000	-1.266
YHR031C	0.000	0.000	0.312
YHR032W	0.000	0.000	-1.465
YHR033W	0.000	0.000	-2.035
YHR034C	0.000	0.000	2.525
YHR035W	0.000	0.000	-0.524
YHR037W	0.000	0.000	-1.128
YHR039C	0.000	0.000	-0.965
YHR043C	0.000	0.000	-1.483
YHR044C	0.000	0.000	-1.452
YHR045W	0.000	0.000	-1.493
YHR046C	0.000	0.000	-0.693
YHR047C	0.000	0.000	-2.113
YHR048W	0.000	0.000	-0.295
YHR049C-A	0.000	0.000	-1.326
YHR049W	0.000	0.000	-1.978
YHR051W	0.000	0.000	1.089
YHR057C	0.000	0.000	-2.790
YHR059W	-2.780	0.000	0.000
YHR061C	0.000	0.000	-2.529
YHR066W	0.000	0.000	0.852
YHR067W	0.000	0.000	2.408
YHR073W	0.000	0.000	-0.751
YHR075C	0.000	0.000	-1.490
YHR076W	0.000	0.000	-1.836
YHR077C	0.000	0.000	1.048
YHR078W	0.000	0.000	-2.358
YHR079C	0.000	0.000	-2.225
YHR079C-A	0.000	0.000	-1.342
YHR080C	0.000	0.000	-0.420
YHR081W	0.000	0.000	2.101
YHR082C	0.000	0.000	-0.403
YHR086W	0.000	0.000	-1.886
YHR087W	0.000	0.000	-1.792
YHR092C	0.000	0.000	-2.083
YHR093W	0.000	0.000	-1.697
YHR094C	0.000	0.000	-1.635
YHR095W	0.000	0.000	-1.180
YHR096C	0.000	0.000	-1.882
YHR097C	0.000	0.000	-1.740
YHR100C	0.000	0.000	2.021
YHR103W	0.000	0.000	-0.837
YHR104W	0.000	0.000	-1.920
YHR105W	0.000	0.000	-1.110
YHR106W	0.000	0.000	-1.373
YHR108W	0.000	0.000	-2.057
YHR109W	0.000	0.000	-1.710
YHR110W	0.000	0.000	-2.073
YHR111W	0.000	0.000	0.576
YHR112C	0.000	0.000	-1.962
YHR113W	0.000	0.000	-2.447
YHR114W	0.000	0.000	-1.775
YHR115C	0.000	0.000	-2.344
YHR116W	0.000	0.000	-1.994
YHR117W	0.000	0.000	-2.089
YHR121W	0.000	0.000	-1.670
YHR123W	0.000	0.000	-0.918
YHR124W	0.000	0.000	-1.925
YHR125W	0.000	0.000	-2.475
YHR126C	0.000	0.000	-2.487
YHR127W	0.000	0.000	-2.392
YHR129C	0.000	-2.009	-1.786
YHR130C	0.000	0.000	-1.406
YHR131C	0.000	0.000	-1.802
YHR132C	0.000	0.000	-1.936
YHR132W-A	0.000	0.000	-2.402
YHR133C	0.000	0.000	-2.206
YHR134W	0.000	0.000	-0.219
YHR135C	0.000	0.000	-1.933
YHR136C	0.000	0.000	-1.195
YHR137W	0.000	-1.528	-0.702
YHR138C	0.000	0.000	-2.251
YHR139C	0.000	0.000	-1.724
YHR139C-A	0.000	0.000	0.107
YHR140W	0.000	0.000	-1.210
YHR142W	0.000	0.000	-1.087
YHR143W	0.000	0.000	-0.553
YHR146W	0.000	0.000	-0.946
YHR150W	0.000	0.000	-1.090
YHR151C	0.000	0.000	-1.451
YHR152W	0.000	0.000	-1.344
YHR153C	0.000	0.000	0.544
YHR154W	0.000	0.000	1.029
YHR155W	0.000	0.000	-0.977
YHR156C	0.000	0.000	-1.401
YHR157W	0.000	0.000	-0.586
YHR158C	0.000	0.000	1.168
YHR159W	0.000	0.000	-1.352
YHR160C	0.000	0.000	-0.923
YHR161C	0.000	0.000	-1.031
YHR162W	0.000	0.000	-0.797
YHR163W	0.000	0.000	-1.411
YHR167W	-1.464	0.000	-0.819
YHR171W	0.000	0.000	-1.534
YHR176W	0.000	0.000	-1.076
YHR177W	0.000	0.000	-1.528
YHR178W	0.000	-1.337	0.686
YHR179W	0.000	0.000	-1.445
YHR180W	0.000	0.000	-2.236
YHR181W	0.000	0.000	-1.300
YHR182W	0.000	0.000	-0.837
YHR184W	0.000	0.000	-1.124
YHR185C	0.000	0.000	-1.678
YHR189W	0.000	0.000	-1.006
YHR193C	0.000	0.000	-0.712
YHR195W	0.000	0.000	-1.458
YHR198C	0.000	0.000	-0.944
YHR199C	0.000	0.000	-1.732
YHR200W	0.000	0.000	6.175
YHR202W	0.000	0.000	-0.865
YHR203C	0.000	0.000	1.206
YHR204W	0.000	0.000	1.096
YHR206W	0.000	-1.341	-1.509
YHR207C	0.000	0.000	-1.084
YHR209W	0.000	0.000	-1.912
YHR210C	0.000	0.000	-1.174
YIL001W	0.000	0.000	-2.095
YIL002C	0.000	-1.835	-0.344
YIL005W	-1.720	0.000	-1.161
YIL006W	0.000	0.000	0.279
YIL007C	0.000	0.000	-1.455
YIL009C-A	0.000	0.000	1.033
YIL009W	0.000	0.000	-1.952
YIL010W	0.000	0.000	-1.200
YIL011W	0.000	0.000	-1.747
YIL012W	0.000	0.000	-1.714
YIL013C	0.000	0.000	-1.913
YIL014W	0.000	0.000	-0.764
YIL015W	0.000	0.000	-1.359
YIL016W	0.000	0.000	-2.225
YIL017C	0.000	0.000	-0.509
YIL018W	0.000	0.000	-1.890
YIL020C	0.000	0.000	0.281
YIL023C	0.000	0.000	-2.248
YIL024C	0.000	0.000	-1.896
YIL025C	0.000	0.000	-1.204
YIL027C	0.000	0.000	0.620
YIL028W	0.000	0.000	-0.710
YIL029C	-2.291	0.000	0.397
YIL030C	0.000	0.000	-1.883
YIL032C	0.000	0.000	-1.685
YIL034C	0.000	0.000	2.358
YIL035C	0.000	0.000	-0.296
YIL036W	0.000	0.000	1.824
YIL037C	0.000	0.000	-2.001
YIL038C	0.000	0.000	-1.269
YIL039W	0.000	0.000	-0.874
YIL041W	-2.454	0.000	-0.315
YIL042C	0.000	0.000	-0.175
YIL043C	0.000	0.000	-0.886
YIL044C	0.000	0.000	-0.938
YIL045W	0.000	0.000	-0.856
YIL047C	0.000	0.000	-1.227
YIL050W	0.000	0.000	-1.649
YIL052C	-2.187	-4.217	-0.228
YIL053W	-3.186	-1.876	-0.398
YIL054W	0.000	0.000	-0.425
YIL055C	0.000	0.000	-1.843
YIL056W	0.000	0.000	-1.776
YIL057C	0.000	0.000	-1.325
YIL058W	0.000	0.000	-1.808
YIL059C	0.000	0.000	-1.854
YIL060W	0.000	0.000	2.783
YIL064W	0.000	0.000	-1.569
YIL065C	-3.043	0.000	-1.289
YIL066C	0.000	0.000	-1.137
YIL069C	0.000	0.000	-0.642
YIL071C	0.000	0.000	-1.833
YIL072W	0.000	0.000	-1.524
YIL073C	0.000	0.000	-1.243
YIL074C	0.000	0.000	-1.398
YIL076W	0.000	0.000	-1.326
YIL077C	-3.031	0.000	-1.030
YIL079C	0.000	0.000	-0.117
YIL084C	0.000	0.000	0.289
YIL085C	0.000	0.000	-0.846
YIL086C	0.000	0.000	-1.744
YIL087C	0.000	0.000	-2.074
YIL088C	0.000	0.000	-1.908
YIL089W	0.000	0.000	-1.132
YIL090W	0.000	0.000	-0.000
YIL092W	0.000	0.000	-1.260
YIL094C	0.000	0.000	-1.136
YIL095W	0.000	0.000	-1.273
YIL096C	0.000	-1.432	-0.884
YIL097W	0.000	-1.353	0.855
YIL098C	-2.931	0.000	-0.101
YIL099W	0.000	0.000	-1.182
YIL100W	0.000	0.000	0.481
YIL101C	0.000	0.000	-2.056
YIL102C	0.000	0.000	-1.159
YIL103W	0.000	0.000	0.134
YIL105C	0.000	-1.296	-0.672
YIL107C	0.000	-1.381	-2.583
YIL108W	0.000	0.000	-2.083
YIL110W	-1.756	0.000	0.718
YIL111W	0.000	-1.519	-2.184
YIL112W	0.000	-2.131	-1.526
YIL113W	0.000	0.000	-2.072
YIL114C	0.000	-1.533	-2.283
YIL116W	0.000	-1.966	-2.147
YIL117C	0.000	0.000	-1.288
YIL119C	0.000	-3.065	-1.734
YIL120W	0.000	0.000	-2.193
YIL121W	0.000	0.000	-2.046
YIL123W	0.000	0.000	-1.353
YIL124W	0.000	-1.833	-2.111
YIL125W	0.000	0.000	0.210
YIL130W	0.000	0.000	-2.005
YIL131C	0.000	0.000	-0.705
YIL132C	0.000	0.000	-2.006
YIL133C	0.000	0.000	1.152
YIL135C	0.000	-1.410	-1.784
YIL136W	0.000	0.000	-2.054
YIL137C	0.000	-5.241	-2.015
YIL138C	0.000	0.000	-1.779
YIL139C	0.000	0.000	-1.448
YIL140W	0.000	0.000	-1.872
YIL141W	0.000	0.000	-1.794
YIL145C	0.000	0.000	-1.861
YIL146C	0.000	0.000	-2.085
YIL148W	-1.388	0.000	-0.033
YIL149C	0.000	0.000	-0.723
YIL152W	0.000	0.000	-1.697
YIL153W	0.000	0.000	-0.794
YIL154C	0.000	-4.357	-1.261
YIL155C	0.000	0.000	-2.174
YIL156W	0.000	-1.751	-1.302
YIL157C	0.000	0.000	-1.029
YIL158W	0.000	0.000	-1.873
YIL159W	0.000	0.000	-2.138
YIL160C	0.000	-2.264	-1.260
YIL161W	0.000	-1.460	-1.963
YIL162W	0.000	0.000	-1.958
YIL163C	0.000	0.000	-0.835
YIL164C	0.000	0.000	-2.167
YIL165C	0.000	-1.524	-1.780
YIL166C	0.000	0.000	-1.874
YIL167W	0.000	0.000	-1.562
YIL168W	0.000	0.000	-2.528
YIL170W	0.000	0.000	-1.674
YIL173W	0.000	0.000	-1.452
YIR001C	0.000	-1.701	-2.063
YIR002C	0.000	0.000	-1.549
YIR003W	0.000	0.000	-2.459
YIR004W	0.000	0.000	-1.843
YIR007W	0.000	0.000	-1.476
YIR009W	-2.894	0.000	0.815
YIR013C	0.000	0.000	-1.599
YIR014W	0.000	0.000	-2.087
YIR016W	0.000	0.000	-1.816
YIR017C	0.000	0.000	-1.501
YIR018W	0.000	0.000	-1.680
YIR019C	0.000	0.000	-1.968
YIR020C	0.000	0.000	-2.129
YIR020W-A	0.000	0.000	-1.538
YIR021W	0.000	0.000	-2.145
YIR023W	0.000	0.000	-1.307
YIR024C	0.000	0.000	-2.063
YIR025W	0.000	0.000	-1.978
YIR027C	0.000	0.000	-1.024
YIR028W	0.000	0.000	-0.325
YIR029W	0.000	0.000	-1.985
YIR030C	0.000	0.000	-1.549
YIR031C	0.000	0.000	-0.881
YIR032C	0.000	0.000	-0.678
YIR033W	0.000	0.000	0.021
YIR034C	0.000	0.000	-1.680
YIR035C	0.000	0.000	-1.486
YIR036C	0.000	0.000	-2.060
YIR037W	0.000	0.000	-1.193
YIR038C	0.000	0.000	-0.943
YIR039C	0.000	0.000	-2.001
YIR042C	0.000	0.000	-1.899
YIR043C	0.000	0.000	-2.287
YIR044C	0.000	0.000	-2.095
YJL003W	0.000	0.000	-0.788
YJL004C	0.000	0.000	-0.847
YJL007C	0.000	0.000	-1.653
YJL012C	0.000	0.000	-0.603
YJL013C	0.000	0.000	-2.561
YJL016W	0.000	0.000	-1.180
YJL020C	-1.416	0.000	-1.646
YJL022W	0.000	0.000	-1.539
YJL023C	0.000	0.000	-0.862
YJL024C	0.000	-3.142	-1.468
YJL027C	0.000	0.000	-0.671
YJL028W	0.000	0.000	-2.130
YJL029C	0.000	0.000	4.935
YJL030W	0.000	0.000	-0.760
YJL036W	0.000	0.000	-1.023
YJL037W	0.000	0.000	-1.196
YJL038C	0.000	0.000	-0.877
YJL042W	0.000	0.000	-1.528
YJL043W	0.000	0.000	-1.088
YJL044C	0.000	-1.288	-1.352
YJL045W	0.000	0.000	-2.148
YJL047C	-1.345	0.000	3.096
YJL048C	0.000	0.000	-2.408
YJL049W	0.000	0.000	-1.545
YJL051W	0.000	0.000	-1.716
YJL052W	0.000	0.000	1.972
YJL053W	0.000	0.000	1.498
YJL055W	0.000	0.000	-1.924
YJL056C	0.000	0.000	-0.142
YJL057C	0.000	0.000	-1.997
YJL058C	0.000	0.000	-2.016
YJL060W	0.000	0.000	-2.195
YJL062W	-1.481	0.000	0.000
YJL064W	0.000	0.000	-2.321
YJL065C	0.000	0.000	-2.123
YJL066C	0.000	0.000	-2.283
YJL067W	0.000	0.000	-1.738
YJL068C	0.000	0.000	-1.937
YJL070C	0.000	0.000	-1.234
YJL071W	0.000	0.000	-1.077
YJL073W	0.000	-2.006	-2.133
YJL077C	0.000	0.000	-2.646
YJL078C	0.000	0.000	-1.910
YJL079C	0.000	0.000	-1.866
YJL080C	0.000	0.000	0.248
YJL082W	0.000	0.000	-2.048
YJL083W	0.000	0.000	-1.717
YJL084C	0.000	0.000	-1.236
YJL088W	0.000	0.000	-1.619
YJL089W	0.000	0.000	-1.477
YJL092W	-1.502	0.000	0.006
YJL093C	0.000	0.000	-0.593
YJL094C	0.000	0.000	-1.371
YJL095W	0.000	-2.014	-2.360
YJL098W	0.000	0.000	-1.887
YJL099W	0.000	0.000	-1.211
YJL100W	0.000	0.000	-1.638
YJL101C	-1.674	0.000	-2.024
YJL103C	0.000	0.000	-1.867
YJL105W	0.000	0.000	-0.769
YJL106W	0.000	0.000	-0.283
YJL107C	0.000	0.000	-1.979
YJL108C	0.000	0.000	-2.225
YJL110C	0.000	-1.926	-1.896
YJL112W	0.000	0.000	-2.154
YJL115W	0.000	0.000	2.355
YJL116C	0.000	0.000	-1.988
YJL118W	0.000	0.000	-1.922
YJL119C	0.000	0.000	-2.402
YJL120W	0.000	-3.012	0.041
YJL121C	0.000	-3.674	-0.274
YJL122W	0.000	0.000	-0.405
YJL123C	0.000	-1.330	-1.671
YJL124C	-4.899	0.000	0.098
YJL126W	0.000	0.000	-1.172
YJL128C	-3.168	-4.907	-1.626
YJL129C	0.000	0.000	1.137
YJL130C	0.000	-2.026	-1.782
YJL131C	0.000	0.000	-1.044
YJL132W	0.000	0.000	-1.511
YJL133W	0.000	0.000	-2.114
YJL134W	0.000	0.000	-1.553
YJL135W	0.000	0.000	-2.475
YJL137C	0.000	0.000	-1.708
YJL138C	0.000	0.000	-1.544
YJL139C	0.000	0.000	0.996
YJL140W	-2.761	0.000	0.000
YJL141C	0.000	0.000	-1.206
YJL142C	0.000	0.000	-2.235
YJL144W	0.000	0.000	-1.923
YJL145W	0.000	0.000	-2.185
YJL146W	0.000	0.000	-1.756
YJL147C	0.000	0.000	-0.973
YJL148W	0.000	0.000	-0.074
YJL149W	0.000	0.000	-0.327
YJL150W	0.000	0.000	-1.111
YJL151C	0.000	0.000	-1.791
YJL152W	0.000	0.000	-1.684
YJL153C	0.000	-1.599	-2.066
YJL154C	0.000	0.000	1.327
YJL155C	0.000	-2.384	-1.682
YJL157C	0.000	-1.828	-1.893
YJL158C	0.000	0.000	-1.908
YJL159W	0.000	-1.468	-1.928
YJL160C	0.000	0.000	-0.858
YJL161W	0.000	0.000	-1.876
YJL162C	-1.549	0.000	-1.927
YJL163C	0.000	0.000	-1.302
YJL164C	0.000	-1.463	-2.167
YJL165C	0.000	0.000	-0.697
YJL166W	0.000	0.000	-1.652
YJL168C	0.000	0.000	-0.912
YJL169W	0.000	0.000	-1.470
YJL170C	0.000	0.000	-1.732
YJL171C	0.000	0.000	-1.956
YJL172W	0.000	0.000	-1.039
YJL175W	-1.501	0.000	3.526
YJL176C	-2.129	0.000	0.000
YJL177W	0.000	0.000	-0.836
YJL178C	0.000	0.000	-1.711
YJL179W	0.000	0.000	-1.064
YJL180C	0.000	0.000	1.035
YJL181W	0.000	0.000	-2.228
YJL182C	0.000	0.000	-1.892
YJL183W	-2.758	-2.260	0.000
YJL185C	0.000	-2.191	-1.719
YJL186W	0.000	0.000	-1.547
