orf	hom | growth (pooled culture) | glyoxal [20 mM] | YPD | Hoon S~Nislow C, 2011	hom | growth (pooled culture) | methylglyoxal [8 mM] | YPD | Hoon S~Nislow C, 2011	hom | growth (pooled culture) | glyoxal [80 mM] | YPD | Hoon S~Nislow C, 2011
YBR019C	0.0	0.0	-1.451240333333333
YBR020W	0.0	0.0	-1.533385
YBR021W	0.0	0.0	-1.5710466666666667
YBR022W	0.0	0.0	-1.1194646666666666
YBR023C	0.0	0.0	-0.838016
YBR024W	0.0	0.0	-0.20513789999999998
YBR025C	0.0	0.0	-0.9083196666666667
YBR028C	0.0	0.0	-1.9492433333333334
YBR030W	0.0	0.0	-2.8840866666666667
YBR031W	0.0	0.0	0.05766833333333332
YBR032W	0.0	0.0	-2.2623866666666665
YBR033W	0.0	0.0	-2.208133333333333
YBR034C	0.0	0.0	2.60789
YBR035C	0.0	0.0	0.8817693333333333
YBR036C	0.0	0.0	-0.7268456666666667
YBR037C	0.0	0.0	-1.0570716666666666
YBR040W	0.0	0.0	-2.1540966666666663
YBR041W	0.0	0.0	-1.0901563333333335
YBR042C	0.0	0.0	-1.86571
YBR043C	0.0	0.0	-2.2261233333333332
YBR044C	0.0	0.0	-1.3063606666666667
YBR045C	0.0	0.0	-2.0959800000000004
YBR046C	0.0	0.0	-1.1844516666666667
YBR047W	0.0	0.0	-1.5743246666666666
YBR048W	0.0	0.0	0.1970607666666667
YBR050C	0.0	0.0	-0.9705698000000001
YBR051W	0.0	0.0	-0.796211
YBR052C	0.0	0.0	-2.203746666666667
YBR053C	0.0	0.0	-0.9912436666666666
YBR054W	0.0	0.0	-2.0968166666666668
YBR056W	0.0	0.0	-0.18646666666666667
YBR058C	0.0	0.0	-1.8036416666666668
YBR059C	0.0	0.0	-1.4985733333333335
YBR061C	0.0	0.0	0.462996
YBR062C	0.0	0.0	-2.17042
YBR063C	0.0	0.0	-1.542038
YBR064W	0.0	0.0	-1.5932199999999999
YBR065C	0.0	0.0	-1.135544
YBR066C	0.0	0.0	-0.797301
YBR067C	0.0	0.0	-1.9867233333333332
YBR068C	0.0	0.0	-2.4648866666666667
YBR069C	0.0	0.0	-0.15736166666666662
YBR071W	0.0	0.0	-2.2391866666666664
YBR072W	0.0	0.0	-2.238913333333333
YBR073W	0.0	0.0	-1.41711
YBR074W	0.0	0.0	-2.056621888888889
YBR076W	0.0	0.0	-1.2490623333333333
YBR077C	0.0	0.0	-1.9685266666666668
YBR082C	0.0	0.0	0.9299466666666666
YBR083W	0.0	0.0	-1.7919766666666668
YBR084C-A	0.0	0.0	0.6778780000000001
YBR084W	0.0	0.0	-1.9705833333333331
YBR085W	0.0	0.0	-1.72706
YBR086C	0.0	0.0	-1.9994899999999998
YBR089C-A	0.0	0.0	-2.2894333333333337
YBR090C	0.0	0.0	-1.5818303333333332
YBR092C	0.0	0.0	-1.57531
YBR093C	0.0	0.0	-1.6063299999999998
YBR094W	0.0	0.0	-1.3529866666666666
YBR095C	0.0	0.0	-0.27428566666666665
YBR101C	0.0	0.0	-0.5705059333333334
YBR103W	0.0	0.0	-1.5051833333333333
YBR104W	0.0	0.0	-2.1674900000000004
YBR105C	0.0	0.0	-2.63327
YBR107C	0.0	0.0	-1.19143
YBR108W	0.0	0.0	-2.139943333333333
YBR113W	0.0	0.0	-1.8357333333333334
YBR114W	0.0	0.0	-1.93233
YBR115C	0.0	0.0	-1.5672500000000003
YBR116C	0.0	0.0	-2.1447566666666664
YBR118W	0.0	0.0	-2.7282333333333333
YBR119W	0.0	0.0	0.10427666666666668
YBR125C	0.0	0.0	-1.6343263333333333
YBR128C	0.0	0.0	1.7837733333333332
YBR129C	0.0	0.0	-1.19228
YBR130C	0.0	0.0	-2.2069933333333336
YBR131W	0.0	0.0	0.7439876666666666
YBR133C	0.0	0.0	1.2869036666666667
YBR134W	0.0	0.0	-0.43975566666666666
YBR137W	0.0	0.0	-0.3412233333333334
YBR138C	0.0	0.0	-1.2883256666666665
YBR139W	0.0	0.0	-1.1795976666666668
YBR141C	0.0	0.0	-1.7903733333333334
YBR144C	0.0	0.0	-0.12157276666666668
YBR148W	0.0	0.0	-1.795397666666667
YBR149W	0.0	0.0	-1.9056906666666666
YBR150C	0.0	0.0	-1.625425
YBR151W	0.0	0.0	-0.39141633333333337
YBR156C	0.0	0.0	0.9254340000000001
YBR157C	0.0	0.0	-0.8912276666666666
YBR158W	0.0	0.0	-1.65905
YBR159W	0.0	0.0	-0.9738133333333333
YBR161W	0.0	0.0	-1.5662053333333332
YBR162C	0.0	0.0	0.10122766666666667
YBR162W-A	0.0	0.0	-2.1199600000000003
YBR164C	0.0	0.0	0.24498033333333333
YBR165W	0.0	0.0	0.57958
YBR169C	0.0	0.0	-0.7265259999999999
YBR170C	0.0	0.0	-0.041991866666666676
YBR172C	0.0	0.0	-1.9876733333333334
YBR173C	0.0	0.0	-0.26584333333333343
YBR174C	0.0	0.0	-0.899288
YBR175W	0.0	0.0	-0.8940296666666666
YBR176W	0.0	0.0	-1.3377533333333333
YBR177C	0.0	0.0	-1.5213700000000001
YBR180W	0.0	0.0	-1.4650266666666667
YBR181C	0.0	0.0	1.0643703333333334
YBR182C	0.0	0.0	-1.82125
YBR183W	0.0	0.0	-1.1148019999999998
YBR184W	0.0	0.0	-1.2013483333333335
YBR185C	0.0	0.0	-1.8725933333333333
YBR186W	0.0	0.0	-1.9417466666666667
YBR187W	0.0	0.0	-0.10275466666666666
YBR188C	0.0	0.0	-0.6156498666666667
YBR195C	0.0	0.0	-0.33399466666666666
YBR199W	0.0	0.0	-2.0283233333333333
YBR201W	0.0	0.0	-1.427545
YBR203W	0.0	0.0	-0.8995915666666668
YBR204C	0.0	0.0	-0.9421596666666666
YBR205W	0.0	0.0	-1.30982
YBR206W	0.0	0.0	-1.85717
YBR207W	0.0	0.0	-1.1139543333333333
YBR208C	0.0	0.0	-1.6668333333333336
YBR210W	0.0	0.0	-1.8235400000000002
YBR212W	0.0	0.0	-1.5931166666666667
YBR213W	0.0	0.0	-0.6758130000000001
YBR214W	0.0	0.0	-2.5339666666666667
YBR215W	0.0	0.0	-2.193783333333333
YBR216C	0.0	0.0	-1.6694966666666666
YBR217W	0.0	0.0	-0.7984046666666668
YBR218C	0.0	0.0	-1.1512473333333333
YBR219C	0.0	0.0	-1.7870533333333334
YBR220C	0.0	0.0	-1.63335
YBR222C	0.0	0.0	-1.8114333333333335
YBR223C	0.0	0.0	-1.6473033333333333
YBR224W	0.0	0.0	-1.6492699999999998
YBR225W	0.0	0.0	-1.1322133333333333
YBR226C	0.0	0.0	-1.5828733333333336
YBR227C	0.0	0.0	-1.6630633333333333
YBR228W	0.0	0.0	-1.9657033333333331
YBR229C	0.0	0.0	-1.3164276666666666
YBR230C	0.0	0.0	-2.0054966666666667
YBR231C	0.0	0.0	0.6413543333333332
YBR232C	0.0	0.0	-2.2038533333333334
YBR233W	0.0	0.0	-2.5674333333333332
YBR235W	0.0	0.0	-2.2369833333333333
YBR238C	0.0	0.0	0.5750383333333334
YBR239C	0.0	0.0	-2.1710133333333332
YBR240C	0.0	0.0	-2.0610733333333333
YBR241C	0.0	0.0	-1.3144533333333335
YBR242W	0.0	0.0	-1.4524869999999999
YBR244W	0.0	0.0	-1.94812
YBR245C	0.0	0.0	-1.249192
YBR246W	0.0	0.0	0.7691663333333333
YBR248C	0.0	0.0	-1.40226
YBR249C	0.0	0.0	-2.0435833333333338
YBR250W	0.0	0.0	-1.8847033333333334
YBR258C	0.0	0.0	-1.2009476666666667
YBR259W	0.0	0.0	-2.234056666666666
YBR260C	0.0	0.0	-2.1881733333333333
YBR261C	0.0	0.0	-1.371999
YBR262C	0.0	0.0	-1.1208346666666666
YBR263W	0.0	0.0	-1.6320853333333332
YBR264C	0.0	0.0	-2.4490766666666666
YBR267W	0.0	0.0	1.9203376666666665
YBR269C	0.0	0.0	-0.805606
YBR270C	0.0	0.0	-1.5062266666666666
YBR271W	0.0	0.0	-0.32763027333333333
YBR272C	0.0	0.0	-0.8334863333333334
YBR273C	0.0	0.0	-1.8640946666666667
YBR275C	0.0	0.0	-2.42045
YBR276C	0.0	0.0	-2.395356666666667
YBR277C	0.0	0.0	0.30783133333333335
YBR278W	0.0	0.0	1.0151956666666668
YBR280C	0.0	0.0	0.6079726666666666
YBR281C	0.0	0.0	-1.13774
YBR284W	0.0	0.0	-2.1011833333333336
YBR285W	0.0	0.0	-1.990123333333333
YBR286W	0.0	0.0	-1.8365866666666666
YBR287W	0.0	0.0	-0.010471000000000008
YBR292C	0.0	0.0	-1.372406
YBR293W	0.0	0.0	-1.1944636666666668
YBR294W	0.0	0.0	-2.398353333333333
YBR295W	0.0	0.0	-1.9440166666666665
YBR296C	0.0	0.0	-2.06589
YBR297W	0.0	0.0	-1.8486433333333334
YBR299W	0.0	0.0	-0.6255573333333333
YBR300C	0.0	0.0	-2.3285
YBR301W	0.0	0.0	-0.7523326666666666
YCL001W	0.0	0.0	-1.5652206666666668
YCL002C	0.0	0.0	-1.5907033333333331
YCL005W	0.0	0.0	-1.3724986666666668
YCL009C	0.0	0.0	-0.6736933333333335
YCL010C	0.0	0.0	-2.0555233333333334
YCL011C	0.0	0.0	-1.76604
YCL014W	0.0	0.0	-1.79075175
YCL016C	0.0	0.0	8.145746666666668
YCL022C	0.0	0.0	-1.8544033333333332
YCL023C	0.0	0.0	-1.804475
YCL024W	0.0	0.0	-2.4107133333333333
YCL025C	0.0	0.0	-0.038056000000000006
YCL026C-A	0.0	0.0	-1.790407
YCL027W	0.0	0.0	-2.3432
YCL028W	0.0	0.0	-2.5238333333333336
YCL030C	0.0	0.0	1.0764596666666668
YCL032W	0.0	0.0	-2.223183333333333
YCL033C	0.0	0.0	-1.1629476666666667
YCL034W	0.0	0.0	-1.400093
YCL035C	0.0	0.0	-1.7113731
YCL036W	0.0	0.0	-1.8584066666666665
YCL038C	0.0	0.0	-1.5379623333333334
YCL039W	0.0	0.0	-0.7669199999999999
YCL040W	0.0	0.0	-2.0285966666666666
YCL042W	0.0	0.0	-1.9332866666666666
YCL044C	0.0	0.0	-2.0142
YCL045C	0.0	0.0	-0.6981016666666666
YCL046W	0.0	0.0	-2.06459
YCL047C	0.0	0.0	-1.1342063333333334
YCL048W	0.0	0.0	-2.0329633333333335
YCL049C	0.0	0.0	-2.37533
YCL050C	0.0	0.0	-2.157506666666667
YCL051W	0.0	0.0	-2.063993333333334
YCL056C	0.0	0.0	-1.7853933333333334
YCL057W	0.0	0.0	-2.267186666666667
YCL063W	0.0	0.0	-1.41125
YCL069W	0.0	0.0	-1.0820863333333335
YCL076W	0.0	0.0	-0.6874733333333332
YCR001W	0.0	0.0	-2.06074
YCR003W	0.0	0.0	0.4726173333333333
YCR004C	0.0	0.0	-1.77283
YCR005C	0.0	0.0	-2.017586666666667
YCR006C	0.0	0.0	-1.4842933333333335
YCR007C	0.0	0.0	-1.9287933333333334
YCR008W	0.0	0.0	-1.7798696666666667
YCR010C	0.0	0.0	-2.1424366666666663
YCR011C	0.0	0.0	-1.7687766666666667
YCR014C	0.0	0.0	-1.61737
YCR015C	0.0	0.0	-2.1146533333333335
YCR016W	0.0	0.0	-2.1418133333333333
YCR019W	0.0	0.0	-2.15325
YCR020C	0.0	0.0	-0.8534463333333334
YCR020C-A	0.0	0.0	-1.6357400000000002
YCR021C	0.0	0.0	-1.9022729999999999
YCR022C	0.0	0.0	-1.7020800000000003
YCR023C	0.0	0.0	-2.0470133333333336
YCR024C	0.0	0.0	-0.32302033333333335
YCR024C-A	0.0	0.0	-1.1869833333333333
YCR025C	0.0	0.0	-1.6225440000000002
YCR030C	0.0	0.0	-1.8930433333333336
YCR031C	0.0	0.0	0.3228853333333333
YCR032W	0.0	0.0	-1.4079433333333335
YCR033W	0.0	0.0	-1.5844719999999999
YCR037C	0.0	0.0	-0.6696770000000001
YCR043C	0.0	0.0	-2.1705733333333335
YCR048W	0.0	0.0	-1.313884
YCR049C	0.0	0.0	-1.6707633333333334
YCR051W	0.0	0.0	-0.13292966666666667
YCR053W	0.0	0.0	-1.907193333333333
YCR060W	0.0	0.0	-0.8982519999999999
YCR064C	0.0	0.0	8.55099
YCR067C	0.0	0.0	-2.0136600000000002
YCR069W	0.0	0.0	-1.740197
YCR073C	0.0	0.0	-2.2651833333333333
YCR073W-A	0.0	0.0	-1.0469600000000001
YCR075C	0.0	0.0	-2.043616666666667
YCR076C	0.0	0.0	-1.7232123333333333
YCR082W	0.0	0.0	-1.5593366666666666
YCR083W	0.0	0.0	-1.6774550000000001
YCR085W	0.0	0.0	-1.6258000000000001
YCR086W	0.0	0.0	-0.8272093333333332
YCR088W	0.0	0.0	-1.2465173333333335
YCR089W	0.0	0.0	-1.1058486666666667
YCR090C	0.0	0.0	-1.7264633333333332
YCR091W	0.0	0.0	-1.9118466666666667
YCR092C	0.0	0.0	-1.6089666666666667
YCR094W	0.0	0.0	-0.9206483333333333
YCR095C	0.0	0.0	-1.2075106666666666
YCR099C	0.0	0.0	-2.0642033333333334
YCR100C	0.0	0.0	-1.8810433333333334
YCR101C	0.0	0.0	-1.2741773333333335
YCR102C	0.0	0.0	-1.9184256666666668
YCR102W-A	0.0	0.0	-1.1643866666666665
YCR105W	0.0	0.0	-1.30865
YCR106W	0.0	0.0	-2.2986133333333334
YCR107W	0.0	0.0	-0.4870178333333333
YDL001W	0.0	0.0	-0.28932366666666665
YDL002C	0.0	0.0	-1.1765343333333333
YDL009C	0.0	0.0	-0.484072
YDL010W	0.0	0.0	-1.0422786666666666
YDL011C	0.0	0.0	-0.9303913333333332
YDL012C	0.0	0.0	-1.9356233333333333
YDL018C	0.0	0.0	-1.4552866666666666
YDL019C	0.0	0.0	-1.116773
YDL022W	0.0	0.0	1.900456666666667
YDL024C	0.0	0.0	-0.7560276666666667
YDL025C	0.0	0.0	-0.5579133333333334
YDL026W	0.0	0.0	-2.2530233333333336
YDL027C	0.0	0.0	-1.8608866666666666
YDL033C	0.0	0.0	4.257066666666667
YDL034W	0.0	0.0	-1.5881699999999999
YDL035C	0.0	0.0	2.0809366666666667
YDL036C	0.0	0.0	-1.3835575000000002
YDL039C	0.0	0.0	-0.7973494999999999
YDL046W	0.0	0.0	-1.99357
YDL048C	0.0	0.0	-1.1069213333333332
YDL049C	0.0	0.0	-1.6320759999999999
YDL050C	0.0	0.0	-1.7013833333333332
YDL051W	0.0	0.0	-2.01182
YDL052C	0.0	0.0	-0.251114
YDL053C	0.0	0.0	-1.9588366666666666
YDL054C	0.0	0.0	-1.7473466666666668
YDL056W	0.0	0.0	3.69299
YDL057W	0.0	0.0	-0.03056499999999999
YDL061C	0.0	0.0	1.1683966666666665
YDL062W	0.0	0.0	0.28414466666666666
YDL063C	0.0	0.0	0.37062698999999993
YDL067C	0.0	0.0	-1.8427999999999998
YDL068W	0.0	0.0	-0.2736166666666667
YDL069C	0.0	0.0	-0.8200303333333334
YDL070W	0.0	0.0	-1.76076
YDL071C	0.0	0.0	-1.6815733333333334
YDL072C	0.0	0.0	-2.0068266666666665
YDL073W	0.0	0.0	-1.0707966666666666
YDL074C	0.0	0.0	-0.35219466666666666
YDL076C	0.0	0.0	-1.6430833333333332
YDL077C	0.0	0.0	1.7800833333333335
YDL078C	0.0	0.0	-1.6464499999999997
YDL079C	0.0	0.0	-1.673758
YDL080C	0.0	0.0	-1.57068
YDL082W	0.0	0.0	0.9747503333333333
YDL085W	0.0	0.0	-1.88113
YDL086W	0.0	0.0	-1.6821766666666667
YDL088C	0.0	0.0	-0.29712733333333335
YDL089W	0.0	0.0	-0.5870376666666667
YDL091C	0.0	0.0	-1.0963223333333334
YDL093W	0.0	0.0	-0.8394533333333333
YDL094C	0.0	0.0	-1.5291866666666667
YDL095W	0.0	0.0	3.3610100000000003
YDL096C	0.0	0.0	2.90603
YDL099W	0.0	0.0	-1.18075
YDL101C	0.0	0.0	-0.6309234333333333
YDL104C	0.0	0.0	-0.5067533333333333
YDL107W	0.0	0.0	1.6224266666666667
YDL109C	0.0	0.0	-2.0138433333333334
YDL110C	0.0	0.0	-2.3210633333333335
YDL112W	0.0	0.0	-1.115178
YDL113C	0.0	0.0	2.1835333333333335
YDL114W	0.0	0.0	-2.1246899999999997
YDL121C	0.0	0.0	-2.3769233333333335
YDL122W	0.0	0.0	-0.8955053333333334
YDL123W	0.0	0.0	-0.658401
YDL124W	0.0	0.0	-2.0485333333333333
YDL125C	0.0	0.0	-1.3567136666666666
YDL127W	0.0	0.0	-0.886751
YDL128W	0.0	0.0	-1.2749786666666667
YDL129W	0.0	0.0	-1.71729
YDL130W	0.0	0.0	0.49187096999999996
YDL130W-A	0.0	0.0	-0.9339001333333333
YDL131W	0.0	0.0	-1.9388733333333334
YDL133C-A	0.0	0.0	-1.3655005
YDL134C	0.0	0.0	-0.3440000000000001
YDL135C	0.0	0.0	-1.5320200000000002
YDL136W	0.0	0.0	0.5472543333333333
YDL137W	0.0	0.0	-0.932352
YDL138W	0.0	0.0	-1.50606
YDL142C	0.0	0.0	-1.1501083333333333
YDL144C	0.0	0.0	-1.3325433333333334
YDL146W	0.0	0.0	0.09783933333333333
YDL149W	0.0	0.0	-1.60121
YDL154W	0.0	0.0	-1.7320866666666666
YDL155W	0.0	0.0	-1.5613386666666667
YDL156W	0.0	0.0	-2.25568
YDL157C	0.0	0.0	0.3947483333333334
YDL161W	0.0	0.0	-1.4539133333333334
YDL162C	0.0	0.0	0.16142533333333334
YDL167C	0.0	0.0	-1.56649
YDL169C	0.0	0.0	-1.060562
YDL170W	0.0	0.0	-1.5247933333333332
YDL171C	0.0	0.0	-2.2231233333333336
YDL174C	0.0	0.0	-2.0546466666666667
YDL175C	0.0	0.0	-2.03114
YDL176W	0.0	0.0	-0.3941174333333333
YDL177C	0.0	0.0	-0.8716333333333335
YDL178W	0.0	0.0	-1.91828
YDL179W	0.0	0.0	-1.7471333333333332
YDL180W	0.0	0.0	-1.97098
YDL182W	0.0	0.0	-1.8432600000000001
YDL183C	0.0	0.0	-0.514418
YDL184C	0.0	0.0	-1.5507523333333335
YDL186W	0.0	0.0	-2.2949633333333335
YDL187C	0.0	0.0	-1.8062066666666665
YDL188C	0.0	0.0	-1.7326733333333335
YDL189W	0.0	0.0	-1.165652
YDL190C	0.0	0.0	-1.8670533333333335
YDL192W	0.0	0.0	4.011653333333333
YDL194W	0.0	0.0	0.24948066666666668
YDL197C	0.0	0.0	-1.559736
YDL199C	0.0	0.0	-1.8419033333333334
YDL200C	0.0	0.0	-0.9427746666666666
YDL201W	0.0	0.0	-0.5610700000000001
YDL203C	0.0	0.0	-2.4078133333333334
YDL204W	0.0	0.0	-2.24376
YDL210W	0.0	0.0	-1.5871456666666666
YDL211C	0.0	0.0	-1.8383933333333333
YDL214C	0.0	0.0	-1.5494053333333333
YDL215C	0.0	0.0	-2.3404000000000003
YDL216C	0.0	0.0	-2.068936666666667
YDL218W	0.0	0.0	-2.7207400000000006
YDL219W	0.0	0.0	-1.8641966666666665
YDL222C	0.0	0.0	-1.4541033333333333
YDL223C	0.0	0.0	-1.8248199999999999
YDL224C	0.0	0.0	-1.5568626666666667
YDL225W	0.0	0.0	-1.6852633333333333
YDL226C	0.0	0.0	0.05339266666666668
YDL227C	0.0	0.0	-0.8332670000000001
YDL229W	0.0	0.0	-2.387913333333333
YDL230W	0.0	0.0	-1.372838
YDL231C	0.0	0.0	-1.9349433333333332
YDL233W	0.0	0.0	-2.171203333333333
YDL234C	0.0	0.0	-2.1096233333333334
YDL236W	0.0	0.0	-2.179413333333333
YDL237W	0.0	0.0	-1.4137093333333333
YDL238C	0.0	0.0	-2.19784
YDL239C	0.0	0.0	-2.4403833333333336
YDL240W	0.0	0.0	2.1491089999999997
YDL241W	0.0	0.0	-1.7344176666666666
YDL242W	0.0	0.0	-2.2518233333333337
YDL243C	0.0	0.0	-1.7762933333333333
YDR003W	0.0	0.0	-2.0544733333333336
YDR006C	0.0	0.0	-2.882756666666667
YDR007W	0.0	0.0	-1.827438
YDR008C	0.0	0.0	-0.06719199999999999
YDR009W	0.0	0.0	-1.5777366666666666
YDR010C	0.0	0.0	-2.1869666666666667
YDR011W	0.0	0.0	-2.3253833333333334
YDR014W	0.0	0.0	-1.2331816666666666
YDR015C	0.0	0.0	-1.3487066666666667
YDR018C	0.0	0.0	-2.08827
YDR019C	0.0	0.0	-1.8686233333333335
YDR020C	0.0	0.0	-1.1446766666666666
YDR022C	0.0	0.0	-2.0494266666666667
YDR024W	0.0	0.0	1.903723333333333
YDR026C	0.0	0.0	-2.32487
YDR029W	0.0	0.0	-2.2396133333333332
YDR030C	0.0	0.0	-1.8130933333333334
YDR031W	0.0	0.0	-1.7344600000000001
YDR032C	0.0	0.0	-1.7405066666666666
YDR033W	0.0	0.0	-0.17881744000000002
YDR034C	0.0	0.0	-1.9888266666666665
YDR035W	0.0	0.0	-1.9619533333333334
YDR036C	0.0	0.0	-1.644664
YDR042C	0.0	0.0	-1.6277653333333333
YDR046C	0.0	0.0	-1.7625933333333332
YDR051C	0.0	0.0	-1.6440233333333334
YDR055W	0.0	0.0	-1.8175566666666667
YDR056C	0.0	0.0	-1.7062449999999998
YDR057W	0.0	0.0	-0.41018333333333334
YDR058C	0.0	0.0	-1.96465
YDR059C	0.0	0.0	-1.9499133333333336
YDR061W	0.0	0.0	-1.5449733333333333
YDR063W	0.0	0.0	-1.8110933333333332
YDR066C	0.0	0.0	-1.7409666666666668
YDR067C	0.0	0.0	-1.5513533333333331
YDR068W	0.0	0.0	-2.1959666666666666
YDR070C	0.0	0.0	-2.1474033333333336
YDR072C	0.0	0.0	-1.5867533333333335
YDR073W	0.0	0.0	-0.509776
YDR077W	0.0	0.0	-1.9514500000000001
YDR078C	0.0	0.0	-0.8844193333333333
YDR079W	0.0	0.0	-1.1846356666666669
YDR080W	0.0	0.0	0.07725266666666668
YDR083W	0.0	0.0	1.3898066666666666
YDR084C	0.0	0.0	-2.0261266666666664
YDR085C	0.0	0.0	-1.5718643666666665
YDR089W	0.0	0.0	-0.9992653333333333
YDR090C	0.0	0.0	-1.3922383333333332
YDR093W	0.0	0.0	-0.4699600000000001
YDR094W	0.0	0.0	-1.2168333333333334
YDR095C	0.0	0.0	-1.6680766666666667
YDR096W	0.0	0.0	-1.5265633333333335
YDR097C	0.0	0.0	-0.23919300000000002
YDR098C	0.0	0.0	-1.9602566666666668
YDR099W	0.0	0.0	-2.18395
YDR100W	0.0	0.0	-0.5018729999999999
YDR101C	0.0	0.0	0.9937203333333334
YDR102C	0.0	0.0	-1.3720623333333333
YDR104C	0.0	0.0	-1.6722270000000001
YDR105C	0.0	0.0	-0.6872639999999999
YDR107C	0.0	0.0	-1.8194323333333333
YDR108W	0.0	0.0	-1.9460899999999999
YDR109C	0.0	0.0	-1.0807986666666667
YDR110W	0.0	0.0	-1.6908199999999998
YDR111C	0.0	0.0	-2.1344766666666666
YDR112W	0.0	0.0	-1.66631
YDR115W	0.0	0.0	1.7592266666666667
YDR116C	0.0	0.0	-1.7238866666666668
YDR117C	0.0	0.0	-1.3965766666666666
YDR119W	0.0	0.0	-1.298554
YDR121W	0.0	0.0	1.340518
YDR122W	0.0	0.0	-2.537126666666667
YDR123C	0.0	0.0	-2.4144433333333333
YDR124W	0.0	0.0	-1.6231203333333333
YDR125C	0.0	0.0	0.47181200000000006
YDR126W	0.0	0.0	-0.8541472
YDR127W	0.0	0.0	-1.4599933333333333
YDR128W	0.0	0.0	-1.6318066666666666
YDR130C	0.0	0.0	-2.1286533333333337
YDR131C	0.0	0.0	-1.757526666666667
YDR132C	0.0	0.0	-1.0466330000000001
YDR133C	0.0	0.0	-1.726263333333333
YDR135C	0.0	0.0	-2.1034633333333335
YDR139C	0.0	0.0	-2.1577333333333333
YDR142C	0.0	0.0	-0.2865932
YDR143C	0.0	0.0	-0.3211235666666667
YDR144C	0.0	0.0	-1.5942366666666665
YDR147W	0.0	0.0	-0.7183860000000001
YDR148C	0.0	0.0	-1.7015
YDR151C	0.0	0.0	-1.95963
YDR152W	0.0	0.0	-1.9462166666666665
YDR153C	0.0	0.0	-2.24496
YDR154C	0.0	0.0	-1.8899433333333333
YDR155C	0.0	0.0	-1.3155806666666665
YDR156W	0.0	0.0	-0.020624333333333338
YDR157W	0.0	0.0	-0.7288713333333333
YDR158W	0.0	0.0	-0.5542033333333333
YDR163W	0.0	0.0	0.2556573
YDR169C	0.0	0.0	-2.460936666666667
YDR178W	0.0	0.0	-1.180778
YDR179C	0.0	0.0	-0.761835
YDR179W-A	0.0	0.0	-1.8046766666666667
YDR181C	0.0	0.0	-1.196192
YDR183W	0.0	0.0	-2.2323399999999998
YDR184C	0.0	0.0	-0.8596446666666667
YDR193W	0.0	0.0	-2.2214899999999997
YDR194C	0.0	0.0	2.9332966666666667
YDR197W	0.0	0.0	-1.9798
YDR198C	0.0	0.0	-1.6060733333333335
YDR199W	0.0	0.0	-1.3550803333333334
YDR200C	0.0	0.0	2.1021933333333336
YDR202C	0.0	0.0	-1.5115166666666668
YDR203W	0.0	0.0	-1.29685
YDR204W	0.0	0.0	-0.638401
YDR205W	0.0	0.0	-1.6717533333333332
YDR206W	0.0	0.0	-1.3247333333333333
YDR209C	0.0	0.0	-1.7016200000000001
YDR210W	0.0	0.0	-1.9148266666666667
YDR213W	0.0	0.0	-1.6272376666666668
YDR214W	0.0	0.0	-2.116446
YDR215C	0.0	0.0	-2.051276666666667
YDR216W	0.0	0.0	-1.8920033333333333
YDR217C	0.0	0.0	-1.7214933333333333
YDR218C	0.0	0.0	-0.5293950000000001
YDR219C	0.0	0.0	-2.25921
YDR220C	0.0	0.0	-2.3140899999999998
YDR221W	0.0	0.0	-2.59862
YDR222W	0.0	0.0	-2.013196666666667
YDR223W	0.0	0.0	-2.069853333333333
YDR225W	0.0	0.0	0.26934699999999995
YDR229W	0.0	0.0	-2.0684
YDR230W	0.0	0.0	-1.9721200000000003
YDR231C	0.0	0.0	-0.05412246666666667
YDR233C	0.0	0.0	-1.9172900000000002
YDR234W	0.0	0.0	-1.478316666666667
YDR237W	0.0	0.0	1.1855333333333333
YDR239C	0.0	0.0	-1.6024966666666665
YDR241W	0.0	0.0	1.5665433333333334
YDR242W	0.0	0.0	-1.8374803333333334
YDR244W	0.0	0.0	-1.4470679999999998
YDR247W	0.0	0.0	-2.0018499999999997
YDR248C	0.0	0.0	-2.6074800000000002
YDR250C	0.0	0.0	-2.0189333333333335
YDR251W	0.0	0.0	-1.7808
YDR252W	0.0	0.0	-1.7075666666666667
YDR254W	0.0	0.0	0.905312
YDR255C	0.0	0.0	-0.43799366666666667
YDR256C	0.0	0.0	-1.83259
YDR257C	0.0	0.0	-1.064646
YDR258C	0.0	0.0	-1.2172
YDR259C	0.0	0.0	-2.0140100000000003
YDR261C	0.0	0.0	-0.04914557
YDR262W	0.0	0.0	-1.6535700000000002
YDR263C	0.0	0.0	-1.7810566666666665
YDR269C	0.0	0.0	-1.6757533333333334
YDR270W	0.0	0.0	-1.9509233333333331
YDR271C	0.0	0.0	0.15860870000000002
YDR272W	0.0	0.0	-1.12319
YDR273W	0.0	0.0	-1.2388156666666668
YDR274C	0.0	0.0	-1.9174633333333333
YDR275W	0.0	0.0	-1.77024
YDR277C	0.0	0.0	-1.5800566666666667
YDR278C	0.0	0.0	-0.5694653333333334
YDR279W	0.0	0.0	-1.176229
YDR281C	0.0	0.0	-1.207445
YDR282C	0.0	0.0	-1.42799
YDR283C	0.0	0.0	-0.5748843333333333
YDR284C	0.0	0.0	-0.17724120000000002
YDR285W	0.0	0.0	-1.6948166666666669
YDR286C	0.0	0.0	-1.75713
YDR287W	0.0	0.0	-0.9108106666666668
YDR290W	0.0	0.0	-2.1712466666666668
YDR291W	0.0	0.0	-1.8000733333333334
