orf	hom | growth (pooled culture) | glyoxal [20 mM] | YPD | Hoon S~Nislow C, 2011	hom | growth (pooled culture) | methylglyoxal [8 mM] | YPD | Hoon S~Nislow C, 2011	hom | growth (pooled culture) | glyoxal [80 mM] | YPD | Hoon S~Nislow C, 2011
YNL250W	-3.8333844194610807	0.0	2.2572743745666064
YNL271C	-3.828776986264613	-2.258713716784472	1.1064339387770048
YNL298W	-4.963741363661144	-2.873595656994879	1.2532432875709723
YNR023W	-3.7949891428238507	0.0	
YNR052C	-7.752774258589557	-4.414354738389165	
YOL081W	-2.785961272797436	-5.711649005307075	1.135542246665113
YOL086C	-2.163957791274304	0.0	
YOR035C	-4.0775783788738655	-2.4079914132517386	
YOR036W	-3.1253755182705527	0.0	4.647570680321209
YOR043W	-3.4217870539099713	0.0	-0.3605452678696378
YOR076C	-6.137101017694904	0.0	0.03680809732841475
YOR104W	-2.8166774941072203	-5.7276430442142825	0.9852268156098867
YOR235W	-2.262249699465614	0.0	0.6397348792914931
YOR290C	-3.275885002688496	0.0	4.83050526920631
YOR322C	-3.811883064544232	-3.9025454933585375	0.8972644880537971
YOR360C	-2.199281445780556	-4.68803051524582	0.8547430546397183
YPL002C	-2.6093430002661764	0.0	3.104795195140202
YPL022W	-2.678454498213191	0.0	0.07426063342885415
YPL045W	-2.0395570949696777	0.0	
YPL065W	-2.2299976670903403	0.0	2.9569949123837755
YPL084W	-2.1439922474229443	0.0	-0.24015696102462245
YPL120W	-2.4066159396216	0.0	0.8160743226078655
YPL161C	-7.367285681151764	0.0	
YPL213W	-4.2864486837803994	0.0	
YPL227C	-2.357469985525945	0.0	0.24945320901202556
YPL241C	-3.1822005276936536	0.0	1.18467953006598
YPL254W	-4.73490551490325	0.0	
YPL265W	-4.102151355921693	-3.779924528403282	0.836396670123551
YPR070W	-2.99329576663848	0.0	1.151252694352914
YPR072W	-3.5262222063632374	0.0	
YPR119W	-2.0211273621838073	0.0	0.6231625968065476
YPR120C	-2.362077418722413	0.0	1.7464543685967806
YPR164W	-2.2284618560248513	0.0	2.9274331062249646
YPR189W	-5.785400283697873	0.0	0.07022560107233958
YBL022C	0.0	-5.88580631785222	0.19214918852129748
YBL031W	0.0	-3.102843547998181	-0.49317864038626585
YBL038W	0.0	-3.5488995219658466	1.6888371683589238
YBL051C	0.0	-5.464629959962433	0.037248342322109176
YBR003W	0.0	-2.562600456021407	0.8279340372219073
YBR027C	0.0	-3.019319122593877	-0.0923807353716764
YBR057C	0.0	-2.960674313267451	0.42507137662586203
YBR120C	0.0	-2.3813346817397267	-0.3683747615478611
YBR197C	0.0	-2.633685073386772	1.5533075174140816
YBR221C	0.0	-4.380589545140616	1.3660778826240285
YBR255W	0.0	-2.5377208399435296	0.08823999756047508
YBR288C	0.0	-5.107429757701474	-0.013145384544294137
YCL055W	0.0	-2.9233548891506347	0.5029330668445037
YCL064C	0.0	-3.504471636112493	0.2585537925577859
YCR017C	0.0	-2.276484871125813	-0.08130134571416839
YDL021W	0.0	-4.378812429706482	0.19360792379598316
YDL065C	0.0	-2.935794697189573	-0.06562267527305607
YDL066W	0.0	-3.316097400094276	0.3917433215666966
YDL117W	0.0	-3.4280556724447258	1.0607524298600002
YDL118W	0.0	-6.603760953242406	
YDL119C	0.0	-6.607315184110674	1.2865864329950483
YDL133W	0.0	-5.770293814633502	1.3061354102441156
YDL172C	0.0	-3.5009174052442247	0.4698206509129005
YDL173W	0.0	-4.332607428418996	0.1441922275365356
YDL213C	0.0	-2.690552767279064	0.007132566680422642
YDR001C	0.0	-5.66188977315132	0.1121549454295733
YDR043C	0.0	-2.3102500643743618	1.3716794042087277
YDR071C	0.0	-2.9446802743602443	-0.3682872811715684
YDR075W	0.0	-3.527574136756237	-0.14312372764042966
YDR146C	0.0	-2.8753727724290132	0.1838700457089283
YDR149C	0.0	-4.9759232155755475	0.630871804967368
YDR226W	0.0	-3.1259460486419246	
YDR249C	0.0	-3.705285680169649	-0.19317999895528276
YDR253C	0.0	-5.900023241325292	1.1336507219118024
YDR265W	0.0	-3.8705574155441225	0.1602035421085022
YDR289C	0.0	-3.8385693377297088	0.372410377106885
YDR293C	0.0	-6.2678861361910565	0.7983315526881198
YDR300C	0.0	-3.5382368293610416	
YDR310C	0.0	-4.1193535763229	-0.16700149634960343
YDR329C	0.0	-4.051823189825803	0.3277547068224802
YDR423C	0.0	-3.579110484346126	-0.09940540958800423
YDR475C	0.0	-3.9238708785681466	-0.26646668419474157
YDR477W	0.0	-2.676335843805991	
YDR524C	0.0	-2.4932929540901765	1.1270585309927827
YEL012W	0.0	-3.232572974689972	-0.025023032635475877
YER040W	0.0	-5.272701493075947	1.6210982698830263
YER068C-A	0.0	-3.1135062406029856	-0.1442172323440923
YER084W	0.0	-2.328021218715703	-0.07847135554109004
YER089C	0.0	-2.3386839113205076	0.1068011464004419
YER113C	0.0	-4.112245114586364	0.05072841220603781
YER123W	0.0	-3.7745931821008805	0.521683391998204
YER149C	0.0	-2.354677950227715	-0.49831155146525763
YER155C	0.0	-2.6994383444497347	
YER178W	0.0	-3.5879960615167974	0.9150835189915763
YFR040W	0.0	-4.714687246757832	1.4031092007126171
YGL115W	0.0	-2.473744684314701	1.8100639746107081
YGL133W	0.0	-5.141194950950021	-0.0022365816205574263
YGL148W	0.0	-5.7027634281364055	0.4449143316794621
YGL152C	0.0	-3.7123941419061857	0.11046001313889645
YGL153W	0.0	-3.1348316258125952	-0.10076638554218265
YGR027C	0.0	-3.5453452910975782	0.3363929565795321
YGR057C	0.0	-4.273962619092568	-0.00329728118310983
YGR071C	0.0	-2.9144693119799636	-0.023933901950628063
YGR089W	0.0	-3.0282046997645478	-0.304236336659243
YGR106C	0.0	-4.74845244000638	0.08334765751628935
YGR133W	0.0	-4.1744441547810585	-0.34710172104281195
YGR163W	0.0	-4.1282391534935705	0.4577538265079852
YGR192C	0.0	-3.9203166476998783	-0.27489541845057175
YGR228W	0.0	-2.62835372708437	-0.05705397241515693
YGR237C	0.0	-2.893143926770354	-0.16280243828753943
YGR259C	0.0	-4.014503765708986	0.1401792839750352
YGR261C	0.0	-4.124684922625303	0.014098191642752594
YHL005C	0.0	-3.08507239365684	0.420897031770101
YHL009C	0.0	-7.5385236715969555	-0.03889304629673057
YHL023C	0.0	-2.361786411964251	0.11983572246809868
YHL044W	0.0	-2.685221420976662	0.06593250160576086
YHR009C	0.0	-2.6372393042550404	-0.0828169432334446
YHR129C	0.0	-3.5702249071754557	-0.011408899074878272
YHR137W	0.0	-2.715432383356942	0.6993654403897334
YHR178W	0.0	-2.376003335437324	1.6104786902053707
YHR206W	0.0	-2.3831117971738607	0.1701434998647939
YIL002C	0.0	-3.261006821636118	0.9345463061999008
YIL096C	0.0	-2.544829301680066	0.5799558202544955
YIL097W	0.0	-2.4044371823834703	1.7211972530544073
YIL105C	0.0	-2.303141602637825	0.7192007409104074
YIL107C	0.0	-2.4541964145392257	-0.5347974294076596
YIL111W	0.0	-2.6994383444497347	-0.2729402320404233
YIL112W	0.0	-3.7870329901398185	0.15879292104077758
YIL114C	0.0	-2.7243179605276127	-0.3380606241529306
YIL116W	0.0	-3.4938089435076884	-0.248607565374526
YIL119C	0.0	-5.446858805621091	0.022362900193033473
YIL124W	0.0	-3.25745259076785	-0.22495505863430687
YIL135C	0.0	-2.505732762129115	-0.010395001513642461
YIL137C	0.0	-9.313861990296944	-0.1621507094841567
YIL154C	0.0	-7.74289194652238	0.3329444801460622
YIL156W	0.0	-3.1117291251688517	0.30559439660087856
YIL160C	0.0	-4.023389342879657	0.33374492558914315
YIL161W	0.0	-2.5945885338358217	-0.12779935272330398
YIL165C	0.0	-2.7083239216204054	-0.007437289991176103
YIR001C	0.0	-3.0228733534621455	-0.19320186904935616
YJL024C	0.0	-5.583696694049419	0.19668942005090406
YJL044C	0.0	-2.288924679164752	0.2732128792132036
YJL073W	0.0	-3.564893560873053	-0.2395927125975327
YJL095W	0.0	-3.579110484346126	-0.3882918562203698
YJL110C	0.0	-3.4227243261423235	-0.08418382411302261
YJL120W	0.0	-5.352671687611982	1.1873290329137003
YJL121C	0.0	-6.529122105008772	0.9802391219555415
YJL123C	0.0	-2.3635635273983855	0.06400793332731498
YJL130C	0.0	-3.6004358695557355	-0.008786674795495395
YJL153C	0.0	-2.8416075791804647	-0.19548073285178852
YJL155C	0.0	-4.236643194975752	0.056733940038552096
YJL157C	0.0	-3.2485670135971794	-0.08171250348274556
YJL159W	0.0	-2.6088054573088946	-0.10503695881186612
YJL164C	0.0	-2.599919880138224	-0.2615524740564823
YJL185C	0.0	-3.893659916187866	0.03257186010642628
YJL192C	0.0	-3.045975854105889	0.13437058698918
YJL201W	0.0	-4.153118769571449	-0.34075939376156944
YJL211C	0.0	-4.1975466554248015	0.6733444024613813
YJL217W	0.0	-3.2681152833726546	0.6110737054767124
YJR054W	0.0	-4.426794546428104	1.1709214103670322
YJR111C	0.0	-4.419686084691567	0.4300109560732462
YJR142W	0.0	-3.62353837019948	-0.09243541060685974
YKL033W-A	0.0	-5.786287853540708	0.11602376507113112
YKL037W	0.0	-2.5217268010363223	0.632969584390874
YKL039W	0.0	-2.4630819917098963	-0.21130811993259932
YKL073W	0.0	-3.1792595116659483	1.53063546886126
YKL157W	0.0	-2.4044371823834703	0.23658921967814023
YKL176C	0.0	-5.722311697911881	0.4827159144813105
YKL197C	0.0	-2.9713370058722557	0.17419821530597454
YKR006C	0.0	-4.14067896153251	-0.003356330437107699
YKR007W	0.0	-3.6413095245408207	0.35824752288598954
YKR074W	0.0	-2.624799496216102	2.0625124388066918
YLL021W	0.0	-4.903061482776049	-0.5378023803333243
YLR073C	0.0	-2.7225408450934787	0.24519947571477838
YLR094C	0.0	-2.83094488657566	-0.3186859078134388
YLR098C	0.0	-4.400137814916092	0.3072033794218478
YLR191W	0.0	-3.811912606217697	0.18445310241692103
YLR228C	0.0	-2.276484871125813	-0.8652436158074209
YLR236C	0.0	-3.7568220277595388	-0.25311280475361514
YLR252W	0.0	-2.88248123416555	0.14159646607098156
YLR319C	0.0	-2.4115456441200065	-0.18947301800986718
YLR345W	0.0	-2.729649306830015	0.17820700354960103
YLR387C	0.0	-2.4115456441200065	0.23487241729339012
YLR390W-A	0.0	-3.385404902025507	0.13050614136643687
YLR420W	0.0	-2.4559735299733596	0.10775468250203556
YLR436C	0.0	-4.026943573747926	-0.46841731987653334
YLR455W	0.0	-2.701215459883869	0.22105707886731846
YML017W	0.0	-3.62353837019948	0.18735570130232282
YML019W	0.0	-2.342238142188776	0.14446144839457736
YML090W	0.0	-2.6514562277281133	0.04986016947132981
YML113W	0.0	-4.927941098853927	-0.10229007499626577
YML117W	0.0	-5.267370146773544	0.33840063121545627
YML121W	0.0	-5.0932128342284	0.8306384930550051
YMR010W	0.0	-5.03279090946784	-0.09760987486459048
YMR053C	0.0	-2.6496791122939793	-0.32763296329880515
YMR054W	0.0	-5.988879013031999	0.20885137936503803
YMR070W	0.0	-8.336448501523178	-0.03152719861286016
YMR135C	0.0	-3.3694108631182997	0.25928162928854365
YMR152W	0.0	-3.337422785303885	0.038190287273843986
YMR172C-A	0.0	-2.887812580467952	-0.1716729484436492
YMR183C	0.0	-2.448865068236823	-0.23120771852984875
YMR207C	0.0	-3.8492320303345133	0.2589382688115937
YMR274C	0.0	-3.28766355314813	-0.20661479774447986
YMR275C	0.0	-6.266109020756922	2.794349428471368
YMR294W	0.0	-3.890105685319598	0.30254811119741587
YNL010W	0.0	-2.6532333431622477	-0.35622811129957865
YNL068C	0.0	-3.9914012650652433	-0.5116020076335714
YNL070W	0.0	-8.418195811493348	-0.1716510783495761
YNL071W	0.0	-2.615913919045431	0.35632164240189906
YNL076W	0.0	-2.8949210422044884	-0.21409874393634587
YNL090W	0.0	-3.102843547998181	0.03675779611204624
YNL135C	0.0	-4.126462038059437	0.4274202247293291
YNL214W	0.0	-2.8949210422044884	0.29665324604091226
YNL239W	0.0	-4.842639558015489	-0.17454886581428167
YNL283C	0.0	-5.043453602072645	-0.019223083687250175
YNL307C	0.0	-5.043453602072645	-0.17256874749688972
YNL314W	0.0	-3.301880476621203	0.24171775673831714
YNL324W	0.0	-2.65856468946465	1.0795914601152616
YNL325C	0.0	-2.5199496856021883	0.34793205561446
YNL329C	0.0	-2.271153524823411	-0.031196960192354115
YNR007C	0.0	-3.147271433851534	-0.601041944355532
YNR031C	0.0	-7.776657139770928	-0.6023978901880737
YNR040W	0.0	-5.583696694049419	-0.6297201987137838
YOL001W	0.0	-6.5255678741405045	0.9839060172055303
YOL087C	0.0	-6.045746706924291	0.5730337167793714
YOL088C	0.0	-3.625315485633614	0.10179726887648244
YOL089C	0.0	-4.69691609241649	0.7910595277078236
YOL138C	0.0	-3.934533571172951	0.6318983871831664
YOR037W	0.0	-2.3457923730570442	-0.023216562865025447
YOR097C	0.0	-2.2498281396138013	0.20062559958220758
YOR158W	0.0	-7.8655129114776345	0.9173829406824378
YOR170W	0.0	-2.3404610267546415	0.6480267067584248
YOR209C	0.0	-2.4684133380122986	2.354987767876477
YOR297C	0.0	-5.494840922342712	1.156014579285953
YOR304W	0.0	-3.2201331666510336	-0.04932508116967053
YPL060W	0.0	-2.573263148626212	-0.21368758616776873
YPL061W	0.0	-2.786517000722307	1.1470285512929481
YPL098C	0.0	-2.8469389254828674	0.9926473385289403
YPL115C	0.0	-2.743866230303088	-0.3914214666822516
YPL133C	0.0	-2.3493466039253126	-0.02500553656021731
YPL137C	0.0	-4.074925690469548	-0.535368238862971
YPL196W	0.0	-2.5572691097190052	0.35729245587781067
YPL203W	0.0	-3.678628948657637	0.2875443518594038
YPL232W	0.0	-2.935794697189573	0.6577862362386123
YPL247C	0.0	-2.5821487257968827	0.10333998531240948
YPL250C	0.0	-4.931495329722195	0.37785865494241283
YPL269W	0.0	-3.1383858566808636	0.036326955258803174
YPR064W	0.0	-2.2942560254671545	-0.022884137435112063
YPR065W	0.0	-3.2521212444654477	-0.05694024792597602
YPR074C	0.0	-5.887583433286355	0.4620613602366525
YPR083W	0.0	-3.778147412969148	0.3449240428756253
YPR089W	0.0	-2.3511237193594465	0.005908934917024337
YPR133W-A	0.0	-2.6887756518449297	1.4195795685591814
YPR153W	0.0	-2.759860269210295	-0.19332215456675894
YAL004W	0.0	0.0	2.893910626029488
YAL005C	0.0	0.0	2.8055707550394113
YAL007C	0.0	0.0	2.3193023353771562
YAL008W	0.0	0.0	0.4145376458154815
YAL009W	0.0	0.0	1.2596542869476046
YAL011W	0.0	0.0	2.6629886767288626
YAL012W	0.0	0.0	0.9193723100496227
YAL014C	0.0	0.0	2.132985536443627
YAL015C	0.0	0.0	1.6076527328776395
YAL017W	0.0	0.0	2.4779239406810265
YAL018C	0.0	0.0	1.243197478559366
YAL019W	0.0	0.0	2.52182378051426
YAL020C	0.0	0.0	3.2532362716529746
YAL022C	0.0	0.0	1.4027737134695335
YAL026C	0.0	0.0	3.977621901565954
YAL027W	0.0	0.0	2.1999769151041004
YAL028W	0.0	0.0	2.4663131077375384
YAL029C	0.0	0.0	-0.3395565385875407
YAL030W	0.0	0.0	2.7946947572567846
YAL031C	0.0	0.0	1.6579839331450874
YAL034C	0.0	0.0	2.0780117744764035
YAL036C	0.0	0.0	1.69140668571159
YAL037W	0.0	0.0	1.0797220245768788
YAL040C	0.0	0.0	2.218258564141811
YAL042C-A	0.0	0.0	2.7899183287111873
YAL042W	0.0	0.0	2.829398222532217
YAL045C	0.0	0.0	2.3265199038232103
YAL046C	0.0	0.0	-0.31897240604579846
YAL048C	0.0	0.0	-0.12948116295753678
YAL049C	0.0	0.0	2.2796866282719317
YAL051W	0.0	0.0	1.6821149575436294
YAL053W	0.0	0.0	3.452398470340427
YAL054C	0.0	0.0	-0.3774967777858137
YAL055W	0.0	0.0	-0.5263052718790169
YAL056C-A	0.0	0.0	1.555990956086775
YAL056W	0.0	0.0	0.2699914143562138
YAL058W	0.0	0.0	3.0206959353909286
YAL059W	0.0	0.0	4.021145575781127
YAL060W	0.0	0.0	2.2778147669202022
YAL061W	0.0	0.0	1.2491588288018523
YAL062W	0.0	0.0	2.7475384604160444
YAL064C-A	0.0	0.0	-0.3508568161951884
YAL065C	0.0	0.0	1.8574914606179564
