orf	hom | growth (pooled culture, barseq) | 2-amino-3-methylimidazo[4,5-f] quinoline [400 uM] | YPD + MeOH [2%] | Dolan M~Fasullo M, 2023	hom | growth (pooled culture, barseq) | 2-amino-3-methylimidazo[4,5-f] quinoline [800 uM] | YPD + MeOH [2%] | Dolan M~Fasullo M, 2023	hom | growth (pooled culture, barseq) | 2-amino-3-methylimidazo[4,5-f] quinoline [400 uM], expression of human CYP1A2, expression of human NAT2 | SC - Ura + MeOH [2%] | Dolan M~Fasullo M, 2023	hom | growth (pooled culture, barseq) | 2-amino-3-methylimidazo[4,5-f] quinoline [800 uM], expression of human CYP1A2, expression of human NAT2 | SC - Ura + MeOH [2%] | Dolan M~Fasullo M, 2023
YAL001C	-3.84500834682274	0.345753928632521	-0.809804020323771	-0.839038818112094
YAL002W	0.0994230155303271	0.305412042678295	0.544467747737054	0.325271585419598
YAL003W	0.0978867258878071	0.498823236580482	1.81838349266217	1.23786570959876
YAL004W	0.0977741677149595	0.260891305475566	0.0242100432338148	-0.0569746535389326
YAL005C	0.389331822570341	0.604285088852713	0.996897720106713	0.872034519061293
YAL007C	-0.134332424714572	-0.219076018321308	-0.0799434517603288	-0.161166701097993
YAL008W	-0.0414808428638604	-0.150640377905034	0.0970362687674857	-0.406624890186849
YAL009W	-0.269875900986138	-0.542030860293334	0.949048417221873	1.30435707656687
YAL010C	0.0978867258878071	0.498823236580482	1.81838349266217	1.23786570959876
YAL011W	0.135112808329938	0.650733302459026	-0.0595576087592571	-0.935741376546005
YAL012W	0.0978867258878071	0.498823236580482	1.81838349266217	1.23786570959876
YAL013W	-0.77839069819367	-3.54176134056463	-1.0553302904621	-0.446175858063011
YAL014C	0.00147834400975455	0.00641222133824471	0.788624816684655	0.774600031180931
YAL015C	-0.389777539927351	-0.497778849838463	0.597017827048525	0.620297898131223
YAL016W	0.0978867258878071	0.498823236580482	1.81838349266217	1.23786570959876
YAL017W	0.0867428850651777	0.308909044879821	0.396702107259997	-0.11925064223787
YAL018C	0.000358522354089175	0.196548219778499	0.140339287681453	0.41138659153235
YAL019W	0.12039273264338	0.0885155901462209	0.454501772255746	0.0769955459890621
YAL020C	-0.067560964654696	-0.159583823602199	0.302838929631781	-0.0527334084206554
YAL021C	-0.0770784311110031	-0.0806172370382452	-1.31656025098349	-1.18618381399339
YAL022C	-0.0917551433289159	0.0434070343612412	0.481426869164994	-0.326033067954705
YAL023C	-0.833193172944693	-0.972057406193246	-0.19798691492244	-2.57640126659402
YAL024C	-0.0132559363565576	0.380057125250037	0.805655813208016	0.549458700408415
YAL025C	0.0978867258878071	0.498823236580482	1.81838349266217	1.23786570959876
YAL026C	-0.706040256273255	-1.04356299854231	0.78534942441466	1.11049679400592
YAL027W	1.29651310648234	0.987504881943491	1.81838349266217	1.23786570959876
YAL028W	0.24474516245817	0.207374202483942	0.60828884431177	0.76926585472147
YAL029C	0.0735181703237817	0.368364100863324	0.363613091138305	0.545806088254338
YAL030W	-0.150863616049479	-0.172830087786844	0.650925931926997	0.922741508653978
YAL031C	0.0174464484415449	0.350748295975336	0.444445678670766	0.522526601481644
YAL032C	0.0978867258878071	0.498823236580482	1.81838349266217	1.23786570959876
YAL033W	0.0978867258878071	0.498823236580482	1.81838349266217	1.23786570959876
YAL034C	0.0027330499444691	0.136397225357875	0.6228488121548	0.441590536729528
YAL034C-B	0.0978867258878071	0.498823236580482	1.81838349266217	1.23786570959876
YAL034W-A	0.0978867258878071	0.498823236580482	1.81838349266217	1.23786570959876
YAL035W	4.76038567163483	6.02675375055761	-0.194899276952588	-0.965361692194598
YAL036C	-0.0192832536369938	-0.060641840338036	0.733733501586661	0.772618018556376
YAL037W	-0.0814600887470931	-0.00539972763798424	0.406653174805303	0.422955593460436
YAL038W	0.0978867258878071	0.498823236580482	1.81838349266217	1.23786570959876
YAL039C	0.0978867258878071	0.498823236580482	1.81838349266217	1.23786570959876
YAL040C	0.280016107907702	0.306926188320458	0.217287257171876	1.08755746920656
YAL041W	0.0978867258878071	0.498823236580482	1.81838349266217	1.23786570959876
YAL042C-A	-0.0917354819500371	-0.0398916928294621	-1.16368337784007	-1.32400808144416
YAL042W	-0.0810703865878537	0.357956912867122	0.517949505442386	0.558257019136775
YAL043C	0.0978867258878071	0.498823236580482	1.81838349266217	1.23786570959876
YAL044C	-0.36458254124593	-0.23855942393666	0.36819746696724	0.185575528952766
YAL045C	-0.161082257959691	0.173984855355766	0.795253399796243	0.758605738395531
YAL046C	-0.0129360581756597	0.0192905510934427	-0.114502577783274	0.211940175238286
YAL047C	-5.4528548105391	-1.41089201607913	-0.308004077788134	-0.582105689204401
YAL048C	-0.0415196538433023	0.463097934020629	0.401072925345055	-0.302917594021725
YAL049C	-0.240437612020548	-0.0983665759667556	0.4423226001768	0.396342123157465
YAL051W	0.127083934019314	0.342854815969019	0.892597383648992	0.832523396878434
YAL053W	-0.316776751611375	0.196421249867667	0.668808043731714	0.734761290183565
YAL054C	0.100462886999489	0.190063488341902	-0.038880180234889	0.173257203181942
YAL055W	0.0395411953800746	0.192731935431986	0.290906366629005	-0.540317011463631
YAL056C-A	-0.862533098730005	-0.318473458073623	0.107604160826639	0.331981214536693
YAL056W	-0.0985261282562355	-0.275312072996092	0.921630447327855	0.917225677459284
YAL058W	-0.773542072650029	-0.295716064794624	-0.375770760512447	-0.499854010059956
YAL059W	-0.163517493005912	0.26293751623094	0.00734718807658119	-0.0205683832345542
YAL060W	0.0763527349112856	0.0243617776423566	0.633326126787588	0.62598181480609
YAL061W	-0.0147524582162379	0.325235844777115	-0.0222985345494617	0.14421018312269
YAL062W	-0.00462209610447673	0.108067105505684	0.801066475511274	0.672915751427743
YAL064C-A	0.19534130993835	0.365030263364336	0.118623173659381	0.528770768707204
YAL065C	-0.0660396573284991	0.242728962714025	0.470647204773563	0.607831543007778
YAL066W	-0.274010535094808	0.118716296497048	0.312638202839608	0.608831603683437
YAL067C	0.00428588343257452	0.225704393700164	0.381583600899042	0.744943802654428
YAL068C	0.0303330902579066	0.199072743821112	-0.160408418560059	1.60162823637483
YAR002C-A	0.0206837734283738	-0.300617523406004	0.415988899060109	0.644678324504303
YAR002W	-0.421261434451567	0.695314590759692	-0.162528787048185	0.19574595211267
YAR003W	-1.02226570489484	-1.4180522482891	0.439836495777609	0.857881557006369
YAR007C	0.0978867258878071	0.498823236580482	1.81838349266217	1.23786570959876
YAR008W	0.0978867258878071	0.498823236580482	1.81838349266217	1.23786570959876
YAR014C	-0.331317418453239	0.543816317886934	0.561489972244592	0.616833655530415
YAR015W	-7.88008441834472	-5.30458527852257	0.472792166749359	0.411061713825195
YAR018C	-0.173581945447708	0.3772118093876	0.290424479322722	0.523267164477545
YAR019C	0.0978867258878071	0.498823236580482	1.81838349266217	1.23786570959876
YAR020C	-0.176055626179018	0.165004422332887	0.534464256617627	0.702109424052598
YAR023C	-0.123440201036374	0.107651070043573	0.114699727217426	-0.014543952106008
YAR027W	-0.476241976043498	-0.422375483211617	0.528448250702677	0.609620694160489
YAR028W	0.0440091043763164	0.237571306357349	0.501268136328207	0.612668944032448
YAR029W	-0.0580114509382152	0.25491141891384	-0.435880188111669	-0.0589326670799473
YAR030C	0.0768066590094563	0.196913913450897	-0.0934751171087989	-0.0346931305081934
YAR031W	-0.0787934471065483	0.191990870738641	0.257629270045356	0.514842353776055
YAR035W	0.0900404583020737	0.40203843787096	0.340434621750555	0.459226714571022
YAR042W	-0.2790132854219405	0.04897066316552844	0.45612926147927196	0.37631074979654955
