orf	hap a | growth (colony size) | sodium metabisulfite [12 mM] | YPD | Jin X~Liu B, 2021
YBL043W	-0.014336666666666664
YBL046W	-0.03327666666666667
YBL047C	-0.09153666666666667
YBL048W	-0.03583666666666666
YBL049W	-0.046713333333333336
YBL051C	-0.008523333333333332
YBL052C	0.004333333333333332
YBL053W	0.10438666666666667
YBL054W	0.02016
YBL055C	-0.045500000000000006
YBL056W	-0.06375
YBL057C	0.04094333333333333
YBL059W	0.008103333333333332
YBL060W	0.09832
YBL061C	-0.06835000000000001
YBL062W	-0.15269
YBL063W	0.007503333333333334
YBL064C	-0.08795666666666667
YBL065W	0.02928
YBL066C	0.012433333333333338
YBL067C	0.07331333333333333
YBL068W	-0.09227333333333333
YBL069W	0.028396666666666664
YBL070C	0.0007966666666666666
YBL071C	0.14752333333333334
YBL072C	-0.18881333333333336
YBL075C	0.021646666666666665
YBL078C	-0.09077
YBL079W	0.054813333333333325
YBL081W	0.01263333333333333
YBL082C	-0.16458333333333333
YBL083C	-0.24394333333333332
YBL085W	0.07269666666666667
YBL086C	-0.06966333333333334
YBL087C	-0.014123333333333335
YBL088C	0.13111666666666666
YBL089W	-0.04952666666666666
YBL091C	0.008190000000000001
YBL091C-A	0.03153999999999999
YBL094C	-0.4436533333333334
YBL095W	0.08573000000000001
YBL096C	-0.07034
YBL098W	-0.10838999999999999
YBL100C	0.08185666666666667
YBL101C	0.028999999999999998
YBL102W	-0.006849999999999999
YBL103C	-0.05284833333333333
YBL104C	0.06112
YBL106C	0.0008400000000000005
YBL107C	0.09486
YBR001C	-0.003243333333333332
YBR005W	-0.16997666666666666
YBR006W	-0.0173
YBR007C	-0.020996666666666667
YBR008C	0.06591666666666667
YBR009C	0.056299999999999996
YBR010W	0.07568666666666667
YBR012C	-0.021753333333333333
YBR013C	-0.027816666666666674
YBR014C	-0.013823333333333332
YBR015C	-0.28715666666666667
YBR016W	-0.0053699999999999954
YBR018C	-0.057206666666666676
YBR019C	0.013940000000000001
YBR020W	-0.027361666666666673
YBR022W	0.08974333333333333
YBR023C	0.07912333333333334
YBR024W	-0.008303333333333338
YBR025C	-0.15554333333333334
YBR026C	0.20257666666666665
YBR027C	0.05830666666666667
YBR028C	0.07256
YBR030W	0.14298666666666668
YBR031W	-0.06181999999999999
YBR032W	0.11299999999999999
YBR033W	-0.004776666666666668
YBR034C	-0.07245666666666667
YBR036C	0.0948
YBR040W	0.14748333333333333
YBR041W	0.060873333333333335
YBR042C	0.003113333333333334
YBR043C	-0.004006666666666668
YBR044C	-0.11746333333333332
YBR045C	0.07941
YBR046C	-0.06726666666666666
YBR047W	0.0006400000000000017
YBR048W	-0.3886666666666667
YBR050C	-0.01936333333333334
YBR051W	0.05007333333333334
YBR052C	-0.006416666666666665
YBR053C	0.076
YBR054W	0.06005333333333333
YBR056W	0.03126
YBR057C	-0.18857
YBR062C	-0.048503333333333336
YBR063C	0.028506666666666666
YBR064W	-0.05647
YBR065C	-0.008350000000000002
YBR066C	0.10191333333333334
YBR067C	0.052493333333333336
YBR068C	0.08242
YBR069C	0.05995999999999999
YBR071W	0.09827666666666668
YBR072W	-0.026436666666666664
YBR073W	0.015213333333333334
YBR074W	0.053661111111111104
YBR076W	-0.020649999999999998
YBR078W	-0.18162
YBR082C	0.10651666666666665
YBR083W	0.06207666666666667
YBR084W	-0.054106666666666664
YBR085W	-0.01983
YBR086C	-0.08189
YBR090C	-0.018076666666666668
YBR092C	0.12872333333333333
YBR094W	0.006079999999999999
YBR095C	-0.2887483333333333
YBR098W	-0.04088166666666666
YBR099C	0.022346666666666667
YBR103W	-0.3856933333333334
YBR104W	-0.012916666666666668
YBR105C	0.2956433333333333
YBR106W	-0.5049899999999999
YBR107C	-0.02003333333333333
YBR108W	0.08504666666666666
YBR111C	0.29292
YBR114W	0.02227333333333333
YBR116C	0.07614666666666667
YBR118W	0.0291
YBR119W	0.022096666666666667
YBR125C	-0.15666666666666665
YBR126C	-0.48816333333333334
YBR128C	-0.04460333333333333
YBR129C	0.007316666666666666
YBR130C	-0.013203333333333336
YBR131W	-0.15122666666666668
YBR132C	-0.28487666666666667
YBR134W	0.09801
YBR137W	0.00803666666666667
YBR138C	0.24527333333333332
YBR139W	0.15412666666666666
YBR141C	-0.23796000000000003
YBR145W	0.009296666666666668
YBR147W	0.13924
YBR148W	-0.42632333333333333
YBR149W	0.18711999999999998
YBR150C	-0.17648
YBR151W	-0.09197333333333334
YBR157C	-0.05779333333333334
YBR158W	0.13463
YBR161W	-0.048793333333333334
YBR162C	-0.03139666666666666
YBR162W-A	0.056740000000000006
YBR164C	-0.11842333333333332
YBR165W	-0.02359
YBR168W	0.2675066666666666
YBR169C	0.2025566666666667
YBR170C	0.013106666666666668
YBR171W	-0.24191
YBR172C	-0.32143333333333335
YBR176W	-0.02506333333333333
YBR177C	-0.02914
YBR178W	-0.03299333333333333
YBR180W	0.04204333333333333
YBR181C	-0.2329766666666667
YBR182C	-0.06819666666666667
YBR183W	0.09098333333333335
YBR184W	0.04272666666666667
YBR185C	0.020386666666666668
YBR186W	-0.05257333333333333
YBR187W	-0.017366666666666666
YBR188C	-0.01403333333333333
YBR189W	-0.16119333333333333
YBR194W	-0.08340666666666667
YBR195C	0.05187666666666666
YBR197C	0.014586666666666664
YBR199W	0.16185333333333335
YBR201W	0.00849333333333333
YBR203W	0.08428666666666668
YBR204C	-0.02241
YBR205W	0.12664666666666666
YBR206W	0.11256333333333335
YBR207W	1.999999999999687e-05
YBR208C	-0.027683333333333334
YBR210W	0.043726666666666664
YBR212W	-0.11854333333333332
YBR213W	-0.4238433333333333
YBR214W	-0.05358666666666667
YBR215W	0.10871666666666667
YBR216C	-0.2016166666666667
YBR217W	-0.014326666666666666
YBR218C	-0.01883
YBR219C	0.0642
YBR220C	0.02631666666666667
YBR221C	0.15226333333333333
YBR222C	-0.13974666666666666
YBR223C	0.019946666666666668
YBR224W	-0.11069000000000001
YBR225W	-0.08524333333333334
YBR226C	0.06571
YBR227C	-0.06674000000000001
YBR228W	-0.01650666666666667
YBR229C	0.05659666666666666
YBR230C	0.05290999999999999
YBR231C	-0.18742666666666666
YBR232C	0.05729
YBR233W	-0.09235666666666666
YBR235W	-0.061073333333333334
YBR238C	-0.16459333333333334
YBR239C	0.06274333333333333
YBR240C	-0.27316666666666667
YBR241C	0.14780000000000001
YBR242W	-0.02324
YBR244W	-0.03988333333333333
YBR245C	0.03778
YBR246W	0.017166666666666667
YBR249C	0.10611666666666668
YBR250W	0.15275333333333332
YBR255W	0.03132666666666667
YBR258C	-0.013123333333333329
YBR259W	0.00775
YBR260C	-0.014813333333333333
YBR261C	-0.10033999999999998
YBR262C	0.01217
YBR263W	0.04935666666666667
YBR264C	-0.021583333333333333
YBR266C	0.10737999999999999
YBR267W	-0.07043
YBR269C	-0.00866
YBR270C	0.07887666666666666
YBR271W	-0.01242
YBR272C	-0.0023533333333333323
YBR273C	-0.015713333333333333
YBR274W	0.03290666666666667
YBR275C	-0.04609333333333334
YBR276C	-0.09344666666666666
YBR277C	-0.06632
YBR278W	-0.0030799999999999994
YBR280C	0.019133333333333332
YBR281C	-0.04473333333333334
YBR283C	0.11050333333333333
YBR284W	-0.006249999999999999
YBR285W	0.05137
YBR286W	0.04914333333333334
YBR287W	0.06020333333333333
YBR288C	0.04903666666666667
YBR289W	-0.34380000000000005
YBR290W	-0.16606
YBR291C	0.012696666666666667
YBR292C	-0.04146333333333333
YBR293W	0.14303333333333335
YBR294W	-0.004640000000000001
YBR295W	0.04389333333333333
YBR296C	0.08451333333333333
YBR297W	-0.15062666666666666
YBR298C	0.0062766666666666665
YBR299W	-0.34557666666666664
YBR300C	0.14076
YBR301W	-0.04560333333333333
YCL001W	-0.07136999999999999
YCL001W-A	-0.09356666666666667
YCL002C	-0.06556333333333333
YCL009C	-0.15943666666666667
YCL010C	-0.08853000000000001
YCL011C	0.04005333333333333
YCL014W	0.031828333333333333
YCL016C	0.10393000000000001
YCL022C	0.09119333333333333
YCL023C	-0.019629999999999998
YCL024W	0.0016599999999999972
YCL025C	-0.1287
YCL026C-A	-0.14956
YCL027W	0.07024
YCL028W	0.023799999999999998
YCL029C	0.09044999999999999
YCL032W	-0.02426333333333333
YCL033C	0.14855333333333334
YCL034W	0.028739999999999998
YCL035C	0.015903333333333335
YCL036W	0.05215333333333333
YCL037C	-0.4329533333333333
YCL038C	0.06750333333333335
YCL039W	-0.013300000000000001
YCL040W	-0.13569333333333333
YCL042W	-0.08886666666666666
YCL044C	0.06516
YCL045C	-0.002906666666666667
YCL046W	-0.010729999999999998
YCL047C	-0.01804333333333333
YCL048W	0.12337666666666668
YCL049C	-0.03276
YCL050C	0.07266
YCL051W	0.012786666666666668
YCL055W	-0.009876666666666667
YCL056C	0.04687333333333333
YCL057W	0.015963333333333333
YCL061C	-0.0020949999999999858
YCL063W	-0.028463333333333334
YCL064C	-0.052559999999999996
YCL069W	0.011749999999999998
YCL076W	-0.021133333333333334
YCR001W	0.03433666666666667
YCR005C	-0.038516666666666664
YCR006C	0.037983333333333334
YCR007C	-0.05960666666666666
YCR008W	0.09197333333333334
YCR009C	-0.3910833333333333
YCR010C	0.00814
YCR011C	0.024040000000000006
YCR014C	0.06217
YCR015C	-0.17828
YCR016W	0.008863333333333332
YCR017C	-0.13279666666666667
YCR019W	0.02716
YCR020C	-0.04981666666666667
YCR020C-A	0.012133333333333335
YCR021C	0.028553333333333333
YCR022C	0.07769000000000001
YCR023C	0.00029333333333333295
YCR024C-A	-0.07050333333333332
YCR025C	-0.06753333333333333
YCR026C	0.012833333333333334
YCR027C	0.13637666666666667
YCR028C-A	-0.09376666666666666
YCR030C	0.07215333333333333
YCR031C	0.08836666666666666
YCR032W	-0.06853666666666668
YCR033W	-0.20143333333333335
YCR034W	0.20064666666666664
YCR036W	0.010623333333333332
YCR037C	0.05248
YCR044C	-0.4084433333333333
YCR045C	0.012493333333333329
YCR048W	0.034613333333333336
YCR049C	0.05165
YCR050C	-0.00042333333333333345
YCR051W	-0.05375666666666667
YCR053W	-0.05255666666666667
YCR059C	0.010106666666666667
YCR060W	0.06599333333333333
YCR061W	-0.42314000000000007
YCR063W	0.13309
YCR065W	-0.07137333333333333
YCR067C	-0.046386666666666666
YCR068W	-0.024000000000000004
YCR069W	0.03384666666666666
YCR071C	-0.24372666666666665
YCR073C	0.09493999999999998
YCR073W-A	0.06483
YCR075C	-0.05960666666666667
YCR076C	-0.19629333333333335
YCR077C	-0.27647
YCR079W	0.07276333333333333
YCR082W	0.027999999999999997
YCR083W	-0.11841333333333333
YCR085W	-0.05093333333333334
YCR086W	-0.04293333333333333
YCR087C-A	0.005643333333333334
YCR087W	-0.013786666666666664
YCR088W	-0.12850999999999999
YCR089W	-0.0010766666666666657
YCR090C	0.09189333333333334
YCR091W	0.057659999999999996
YCR092C	-0.0021699999999999983
YCR095C	-0.07138333333333334
YCR098C	-0.02487666666666667
YCR099C	-0.05245
YCR100C	-0.031246666666666673
YCR101C	-0.00024333333333333615
YCR102C	0.03785
YCR102W-A	0.04219666666666666
YCR105W	-0.045459999999999993
YCR106W	0.17966000000000001
YCR107W	-0.05765
YDL001W	0.10300333333333334
YDL002C	0.002313333333333334
YDL006W	-0.11791666666666667
YDL010W	-0.06829333333333333
YDL011C	-0.013626666666666667
YDL012C	-0.10184666666666668
YDL013W	-0.16523333333333334
YDL018C	-0.09921
YDL019C	0.023266666666666668
YDL020C	-0.38494
YDL023C	-0.12468
YDL024C	-0.043386666666666664
YDL025C	-0.044943333333333335
YDL026W	-0.039303333333333336
YDL027C	0.00607
YDL033C	-0.02947
YDL035C	0.015353333333333335
YDL036C	0.07685666666666667
YDL037C	0.13770000000000002
YDL039C	0.015335000000000003
YDL048C	-0.06352666666666668
YDL050C	0.05888000000000001
YDL051W	0.05229333333333334
YDL053C	0.07926666666666667
YDL054C	-0.0024733333333333365
YDL056W	0.15379
YDL059C	0.06732
YDL061C	-0.059063333333333336
YDL062W	-0.05087333333333333
YDL065C	0.13036999999999999
YDL066W	0.048673333333333325
YDL070W	-0.08050666666666667
YDL071C	-0.20043999999999998
YDL074C	0.033201666666666664
YDL076C	-0.01328
YDL077C	-0.14568
YDL078C	-0.2777133333333333
YDL079C	0.3393
YDL080C	-0.10814
YDL081C	-0.052660000000000005
YDL082W	0.03150666666666667
YDL083C	-0.040916666666666664
YDL085W	0.09670000000000001
YDL086W	0.10851666666666666
YDL088C	0.011640000000000003
YDL089W	-0.010596666666666666
YDL091C	-0.15686
YDL093W	-0.023563333333333335
YDL094C	0.05797
YDL095W	0.012103333333333334
YDL096C	-0.06224999999999999
YDL099W	0.024313333333333336
YDL100C	-0.024300000000000002
YDL104C	-0.21827
YDL106C	0.08057
YDL109C	0.01323
YDL110C	-0.10763666666666667
YDL112W	-0.037509999999999995
YDL113C	-0.15870333333333334
YDL114W	0.10608333333333335
YDL117W	0.03131333333333333
YDL118W	0.15953333333333333
YDL119C	0.19376000000000002
YDL121C	-0.010706666666666668
YDL122W	-0.05209333333333333
YDL123W	-0.05177333333333333
YDL124W	-0.037976666666666666
YDL125C	-0.003583333333333332
YDL127W	0.07243666666666666
YDL128W	-0.07064
YDL129W	-0.2131833333333333
YDL130W	-0.0028666666666666667
YDL130W-A	0.01478
YDL131W	0.08222
YDL133C-A	-0.08972333333333334
YDL133W	-0.06266333333333333
YDL134C	0.05770666666666666
YDL135C	0.03966
YDL136W	0.15663
YDL137W	-0.04679333333333333
YDL138W	0.041196666666666666
YDL142C	0.06422333333333334
YDL144C	-0.036923333333333336
YDL146W	-0.06762
YDL149W	0.07944
YDL154W	0.02699666666666667
YDL155W	0.07052666666666667
YDL156W	-0.035903333333333336
YDL157C	-0.03249
YDL161W	-0.6663633333333334
YDL162C	-0.04194666666666666
YDL167C	-0.01154
YDL168W	-0.008606666666666667
YDL169C	-0.010356666666666665
YDL170W	0.14032333333333333
YDL171C	-0.01369333333333333
YDL172C	-0.14183
YDL173W	-0.10289333333333334
YDL174C	-0.09207333333333333
YDL175C	0.16893
YDL176W	-0.26066
YDL177C	0.02992333333333333
YDL178W	0.02174
YDL179W	-0.09569333333333334
YDL180W	0.11814666666666666
YDL181W	0.34423999999999993
YDL182W	0.23621666666666666
YDL183C	0.24989000000000003
YDL184C	0.04535666666666666
YDL186W	0.09812666666666668
YDL187C	-0.31345
YDL188C	0.05507
YDL189W	-0.20346
YDL190C	-0.4732733333333334
YDL191W	0.11206
YDL194W	-0.16191999999999998
YDL197C	0.015266666666666664
YDL199C	-0.024066666666666667
YDL200C	-0.009713333333333333
YDL201W	0.08361
YDL203C	-0.05429333333333333
YDL204W	-0.05982666666666667
YDL206W	-0.018940000000000002
YDL210W	-0.027553333333333332
YDL211C	-0.07124666666666667
YDL213C	-0.06923333333333334
YDL214C	-0.03949333333333333
YDL215C	0.019843333333333334
YDL216C	0.05994333333333333
YDL218W	-0.03725666666666667
YDL219W	0.007556666666666666
YDL222C	0.07998333333333334
YDL223C	0.18808000000000002
YDL224C	0.04429333333333333
YDL226C	-0.02648666666666667
YDL229W	-0.013109999999999998
YDL230W	0.04884
YDL231C	0.046303333333333335
YDL232W	-0.35058999999999996
YDL233W	0.019413333333333335
YDL234C	0.01249
YDL236W	0.050526666666666664
YDL237W	0.020759999999999997
YDL238C	0.025866666666666666
YDL239C	-0.014059999999999998
YDL240W	-0.024046666666666664
YDL241W	-0.007586666666666668
YDL242W	-0.05097666666666666
YDL243C	0.11558333333333332
YDR001C	0.055816666666666674
YDR003W	-0.048003333333333335
YDR004W	-0.016026666666666668
YDR005C	-0.07253333333333332
YDR006C	0.05754
YDR007W	-0.13451
YDR009W	0.046009999999999995
YDR010C	0.03853666666666666
YDR011W	-0.04374
YDR014W	0.020346666666666666
YDR015C	0.09451666666666668
YDR018C	0.06060000000000001
YDR019C	0.11712666666666666
YDR020C	0.033813333333333334
YDR022C	0.029153333333333333
YDR024W	0.0327
YDR026C	-0.010166666666666668
YDR029W	-0.029923333333333333
YDR030C	-0.004433333333333331
YDR031W	0.01797333333333333
YDR032C	0.020323333333333332
YDR033W	-0.16557999999999998
YDR035W	0.02804
YDR036C	-0.10936666666666667
YDR042C	0.10815333333333332
YDR043C	-0.07224333333333333
YDR046C	0.10329666666666666
YDR048C	-0.15955
YDR049W	-0.15916666666666668
YDR051C	0.13980333333333334
YDR055W	0.03069
YDR056C	-0.023880000000000002
YDR057W	-0.08829666666666668
YDR058C	-0.02703333333333333
YDR059C	0.14188
YDR061W	0.01571
YDR063W	0.14740333333333333
YDR066C	0.008513333333333333
YDR067C	-0.12146333333333333
YDR068W	-0.07592333333333334
YDR070C	0.13018333333333335
YDR071C	-0.19294666666666668
YDR072C	0.036829999999999995
YDR073W	-0.41292666666666666
YDR074W	-0.21941333333333332
YDR075W	0.07783333333333332
YDR076W	0.03646333333333333
YDR077W	0.02532
YDR080W	0.062470000000000005
YDR083W	-0.05876666666666667
YDR084C	0.05756666666666666
YDR085C	0.09515999999999998
YDR089W	0.10154333333333333
YDR090C	0.11267666666666666
YDR092W	0.08413333333333334
YDR093W	0.035493333333333335
YDR094W	0.0049299999999999995
YDR095C	0.011490000000000005
YDR096W	0.12752666666666668
YDR097C	0.013360000000000002
YDR098C	-0.12067
YDR099W	-0.12192333333333334
YDR100W	0.004443333333333334
YDR101C	0.001013333333333332
YDR102C	0.06193333333333333
YDR104C	0.04686666666666667
YDR105C	-0.032536666666666665
YDR107C	-0.14936333333333332
YDR108W	-0.10202333333333334
YDR109C	0.017956666666666666
YDR110W	-0.00688
YDR111C	-0.04771333333333333
YDR112W	-0.026346666666666668
YDR116C	0.09643
YDR117C	0.07328333333333333
YDR119W	0.10276333333333333
YDR120C	0.19398666666666667
YDR121W	-0.16567666666666667
YDR122W	0.04988666666666667
YDR123C	-0.05347333333333334
YDR124W	-0.03021666666666667
YDR125C	-0.04849
YDR126W	-0.20385666666666666
YDR127W	0.09864333333333335
YDR128W	0.009543333333333334
YDR130C	-0.049113333333333335
YDR131C	0.014056666666666667
YDR132C	-0.019169999999999996
YDR133C	0.014693333333333334
YDR135C	0.020086666666666666
YDR139C	0.005106666666666665
YDR142C	0.005726666666666665
YDR143C	0.051359999999999996
YDR144C	-0.024263333333333335
YDR146C	-0.2490933333333333
YDR147W	-0.19699
YDR148C	-0.028506666666666666
YDR149C	0.0041933333333333345
YDR150W	-0.09651666666666665
YDR151C	0.0038500000000000014
YDR152W	0.03905
YDR153C	0.07302333333333333
YDR154C	-0.015233333333333333
YDR155C	0.23039666666666667
YDR156W	-0.3571933333333333
YDR157W	-0.06311666666666667
YDR158W	0.09722000000000001
YDR159W	-0.78174
YDR161W	-0.13026
YDR162C	-0.23041
YDR163W	-0.16109666666666667
YDR165W	0.10613666666666667
YDR169C	0.10954666666666667
YDR171W	0.045096666666666674
YDR178W	0.10436333333333332
YDR179C	0.10022333333333333
YDR179W-A	-0.12578999999999999
YDR181C	-0.001976666666666666
YDR183W	0.007106666666666668
YDR184C	-0.014886666666666668
YDR185C	0.03472666666666667
YDR186C	0.05064333333333334
YDR191W	-0.01965333333333333
YDR192C	0.07294666666666667
YDR193W	0.09007
YDR198C	-0.0013466666666666662
YDR199W	-0.13224666666666665
YDR202C	-0.3993433333333334
YDR203W	-0.13775666666666667
YDR205W	-0.06293666666666667
YDR206W	0.014833333333333332
YDR207C	-0.024216666666666664
YDR209C	0.035410000000000004
YDR210W	0.054746666666666666
YDR213W	0.014863333333333334
YDR214W	0.061430000000000005
YDR215C	0.0071733333333333345
YDR216W	-0.05665
YDR217C	-0.017040000000000003
YDR218C	-0.001546666666666666
YDR219C	0.05748333333333334
YDR220C	-0.024476666666666664
YDR221W	-0.011513333333333332
YDR222W	-0.01753333333333333
YDR223W	0.004446666666666668
YDR225W	0.0425
YDR229W	-0.11443333333333333
YDR233C	0.08583
YDR239C	-0.0024366666666666703
YDR242W	0.09400000000000001
YDR244W	0.04809
YDR245W	-0.13903666666666667
YDR247W	0.03730666666666667
YDR248C	0.34479666666666664
YDR249C	-0.018706666666666667
YDR250C	0.008223333333333338
YDR251W	-0.01928
YDR252W	0.062376666666666664
YDR253C	0.04598666666666667
YDR254W	0.020536666666666665
YDR255C	-0.04512333333333333
YDR256C	-0.021596666666666667
YDR257C	0.08416
YDR258C	-0.00891
YDR259C	-0.009503333333333334
YDR260C	0.01684333333333333
YDR261C	-0.003086666666666668
YDR262W	0.03978
YDR263C	0.009846666666666665
YDR265W	0.02717666666666667
YDR266C	0.047519999999999986
YDR269C	-0.03283
YDR270W	-0.0129
YDR271C	-0.00791
YDR272W	0.023116666666666674
YDR273W	0.011156666666666669
YDR274C	-0.08075
YDR275W	-0.08939666666666667
YDR276C	0.0
YDR277C	-0.08791333333333334
YDR278C	0.021673333333333333
YDR279W	-0.21350333333333335
YDR281C	-0.015923333333333334
YDR282C	-0.019559999999999998
YDR284C	0.011026666666666666
YDR285W	0.04682333333333333
YDR286C	0.003359999999999997
YDR287W	0.01717
YDR289C	0.012083333333333335
YDR290W	0.04994333333333334
YDR291W	-0.02227
YDR294C	-0.35130666666666666
YDR297W	-0.08852
YDR304C	-0.28065666666666667
YDR305C	-0.02941666666666666
YDR306C	0.05826666666666666
YDR307W	-0.013793333333333333
YDR309C	0.06568666666666666
YDR310C	0.0067266666666666655
YDR312W	0.01747
YDR313C	-0.009246666666666665
YDR314C	0.12310666666666666
YDR315C	-0.011093333333333335
YDR316W	-0.07823333333333334
YDR317W	0.03959
YDR318W	0.15126
YDR319C	0.00041333333333333266
YDR320C	-0.14417666666666665
YDR321W	-0.010173333333333335
YDR326C	-0.14986666666666668
YDR329C	0.0146
YDR330W	0.17913
YDR332W	0.11465999999999998
YDR333C	-0.05414
YDR334W	-0.18872
YDR335W	0.17525999999999997
YDR336W	0.11015000000000001
YDR338C	-0.03003333333333334
YDR340W	-0.015050000000000001
YDR344C	0.03391
YDR345C	-0.05387
YDR346C	-0.05450333333333333
YDR348C	0.04929999999999999
YDR349C	0.021793333333333335
YDR351W	0.012136666666666669
YDR352W	-0.00776
YDR354W	-0.23521666666666666
YDR357C	-0.056593333333333336
YDR358W	0.14812333333333333
YDR359C	-0.34313
YDR360W	-0.28103666666666666
YDR363W	-0.04907666666666668
YDR363W-A	-0.12266666666666666
YDR368W	-0.006863333333333333
YDR369C	-0.019093333333333334
YDR370C	0.024486666666666667
YDR371W	0.014073333333333332
YDR372C	-0.2451933333333333
YDR374C	0.07518999999999999
YDR375C	-0.16907333333333333
YDR378C	0.030959999999999998
YDR379W	-0.06726
YDR380W	0.08543666666666666
YDR382W	0.07381666666666667
YDR383C	-0.011466666666666667
YDR384C	-0.008923333333333337
YDR385W	-0.17767333333333335
YDR386W	-0.05860666666666666
YDR387C	-0.07714666666666666
YDR388W	-0.23780666666666664
YDR389W	-0.2575866666666667
YDR391C	-0.03048333333333333
YDR393W	-0.004606666666666666
YDR395W	0.007763333333333335
YDR399W	0.20279666666666665
YDR400W	-0.010216666666666666
YDR401W	-0.014059999999999998
YDR402C	0.03309
YDR403W	-0.0033833333333333354
YDR406W	-0.16390000000000002
YDR408C	-0.2520966666666667
YDR409W	0.07580333333333333
YDR411C	0.06844333333333333
YDR414C	-0.03836333333333333
YDR415C	-0.11543333333333333
YDR419W	0.06916666666666667
YDR420W	0.010713333333333333
YDR421W	0.13457333333333332
YDR422C	-0.12669333333333335
YDR423C	0.05834666666666666
YDR424C	0.04816666666666667
YDR425W	0.05179666666666666
YDR426C	-0.0019366666666666653
YDR428C	-0.03102333333333333
YDR430C	0.008923333333333332
YDR431W	-0.20662999999999998
YDR435C	-0.04496
YDR436W	-0.027073333333333335
YDR438W	0.05661333333333334
YDR440W	0.2729066666666667
YDR441C	-0.034499999999999996
YDR444W	-0.029233333333333333
YDR445C	0.012176666666666667
YDR446W	0.06051333333333333
YDR447C	-0.09569666666666665
YDR451C	0.0179
YDR452W	-0.012396666666666667
YDR453C	0.07852666666666668
YDR455C	-0.10694
YDR458C	0.12215333333333334
YDR459C	0.19163333333333332
YDR461W	0.14498666666666668
YDR463W	-0.35458999999999996
YDR465C	-0.48181333333333337
YDR466W	-0.03941666666666667
YDR467C	-0.035546666666666664
YDR469W	0.010636666666666668
YDR471W	-0.02378
YDR475C	0.013123333333333332
YDR476C	-0.07869666666666668
YDR477W	-0.12494666666666665
YDR479C	-0.05929333333333333
YDR480W	0.01288
YDR481C	0.15466666666666667
YDR482C	-0.06881333333333334
YDR485C	-0.12437333333333334
YDR486C	0.04275
YDR488C	0.06525666666666667
YDR490C	-0.01621
YDR491C	0.07189333333333332
YDR492W	-0.010833333333333334
YDR493W	0.06260333333333333
YDR494W	-0.04158666666666667
YDR496C	0.11698333333333333
YDR497C	0.08557999999999999
YDR501W	-0.08703
YDR502C	-0.08352333333333332
YDR503C	-0.03142333333333333
YDR504C	0.040780000000000004
YDR505C	0.060243333333333336
YDR506C	0.02727666666666667
YDR508C	0.08558666666666666
YDR509W	0.12659666666666666
YDR511W	0.018863333333333333
YDR513W	-0.12654333333333334
