orf	hap a | chronological lifespan | standard [standard] | Garay E~Deluna A, 2014
YAL002W	0.9918096445827428
YAL004W	0.9967620889442581
YAL005C	1.0027643471074568
YAL007C	0.9919407366908597
YAL008W	1.0008303343621867
YAL009W	0.9984590515684939
YAL011W	1.0126323986740993
YAL013W	0.9647188270843443
YAL014C	0.9964042354087438
YAL015C	0.9962996028043094
YAL016W	1.005880402672759
YAL017W	1.0166868268030074
YAL018C	0.9951461561062179
YAL019W	1.008377744016616
YAL020C	0.9976441728804117
YAL022C	1.0045906439647483
YAL023C	1.012551597525655
YAL026C	1.0120739790835551
YAL027W	1.0214805454178277
YAL028W	0.9968991549735973
YAL029C	1.0008403681385392
YAL030W	1.0010744576541422
YAL031C	1.0013699176786348
YAL034C	0.99363680631073
YAL035W	0.9934533863185306
YAL036C	1.0061100960524665
YAL037W	0.9969769501147578
YAL040C	1.0164888939101242
YAL042C-A	0.9994498147975192
YAL042W	1.0004147011265003
YAL045C	1.0027877708688584
YAL046C	1.0010838233860366
YAL048C	1.001362273012697
YAL049C	1.0023463919153321
YAL051W	1.0120037366780819
YAL053W	0.9926463231344534
YAL054C	1.0034280693641706
YAL056C-A	1.0122989359402708
YAL058W	1.0069172109705777
YAL059W	1.0099651376484882
YAL060W	0.9987658609466319
YAL061W	0.9974741289985243
YAL062W	0.9980133942053604
YAL064C-A	1.0031449769807463
YAL065C	0.9936236664236068
YAL066W	1.0061568164740489
YAL067C	1.006656508716463
YAL068C	0.9964837800557789
YAR002C-A	1.0065786155683372
YAR002W	0.9980351897006421
YAR003W	0.9653375557144149
YAR014C	0.9675612142442706
YAR018C	0.9852150626748383
YAR020C	1.0086664760943491
YAR023C	0.998219890490995
YAR027W	0.999300436018825
YAR029W	1.010303848057818
YAR030C	0.9980594174674007
YAR031W	0.9969750052599861
YAR035W	1.00424581721676
YAR042W	1.0031135932713657
YAR047C	1.0000162158236665
YAR050W	1.0006573745677865
YBL001C	1.0001494202210093
YBL002W	0.9994264019853392
YBL003C	0.9978172105013573
YBL005W	1.0017274476539657
YBL006C	0.9956165114407349
YBL007C	0.9964888481539781
YBL008W	0.9968674210514894
YBL009W	1.00986503381833
YBL010C	1.0095226602930376
YBL011W	0.9935302609623873
YBL012C	0.9936470673970784
YBL013W	0.998271824727519
YBL015W	0.9858675381505828
YBL016W	1.0048019220798714
YBL017C	1.00929871615918
YBL019W	0.998331509277907
YBL021C	0.9904303224756215
YBL022C	0.9819914020070837
YBL024W	1.0042525548304098
YBL027W	0.991036358499153
YBL028C	0.9999232356348996
YBL029W	0.9995054792356792
YBL032W	1.008392144937752
YBL033C	0.9934232910156582
YBL036C	1.0008248039153766
YBL037W	1.004141179502413
YBL038W	0.9799764845512049
YBL039C	0.9964508670139572
YBL042C	1.0077743376964
YBL043W	0.9933836362314519
YBL044W	0.9938986595604811
YBL045C	0.9578066070780716
YBL046W	1.0048319007732698
YBL047C	1.0089799725506754
YBL048W	1.0027433652022633
YBL051C	1.0060442645658092
YBL052C	0.9998983025699273
YBL053W	1.0029644467632526
YBL054W	0.9943647570697843
YBL055C	0.9950458722945529
YBL056W	1.0024888415870115
YBL057C	1.004786355719563
YBL059W	0.9972351443206166
YBL060W	1.0061036899535227
YBL062W	0.986245863067735
YBL063W	1.013664872733946
YBL064C	1.0000704992396776
YBL065W	1.0024062593672405
YBL066C	1.0044094917009183
YBL067C	1.0009250411979962
YBL068W	1.006397998597252
YBL069W	1.0028338699998867
YBL070C	1.0020216221956035
YBL071C	1.0
YBL072C	0.9962075220901795
YBL075C	1.0010007958459002
YBL080C	0.9682318937419511
YBL081W	0.99035681092246
YBL082C	1.01354910072307
YBL083C	1.0161892400169175
YBL085W	1.002361197139164
YBL086C	1.0046135367054323
YBL087C	1.023455341411395
YBL088C	1.000209883167963
YBL089W	0.9982263918777585
YBL091C-A	1.0032174305798518
YBL094C	1.015737956335789
YBL095W	1.0004382597372732
YBL096C	0.9941638355944156
YBL098W	0.9997952046999397
YBL099W	1.0092483588930543
YBL101C	0.9965212424046311
YBL104C	1.0016016874334814
YBL107C	0.9920451032076935
YBR001C	1.0059610212139545
YBR003W	0.95361030821587
YBR005W	1.0060072942456757
YBR006W	1.005603953034536
YBR007C	0.9993847704563504
YBR008C	1.004687928446086
YBR009C	1.0005160961913253
YBR010W	1.0005449448991615
YBR012C	1.0018444533810116
YBR013C	1.0040047139678938
YBR014C	1.012174403186136
YBR015C	1.0072751870734349
YBR016W	0.9978083819572947
YBR018C	1.0008186510709582
YBR019C	1.0005781896578008
YBR020W	0.9896801605129426
YBR021W	1.0135555380765093
YBR022W	0.9880199040448583
YBR023C	0.9904465289455215
YBR024W	0.9953934151514889
YBR027C	1.0072041392550715
YBR028C	0.9932220026390459
YBR030W	0.9992733951860503
YBR031W	1.0080520384253515
YBR032W	1.0047391590975387
YBR033W	0.9908186367213816
YBR034C	0.9974659341500114
YBR035C	1.0042442968618597
YBR036C	0.9837054992689533
YBR037C	0.9629985609638636
YBR040W	0.999346457549117
YBR041W	1.006030042588576
YBR044C	0.9886008385418679
YBR045C	1.0017905948753079
YBR046C	0.9942448853677545
YBR047W	0.9925862284388507
YBR048W	1.0119108154953502
YBR050C	0.9945415378514573
YBR051W	1.0043076939614841
YBR052C	0.997839018638199
YBR053C	0.9985442201419206
YBR056W	1.0059809579034278
YBR058C	0.9627193315910301
YBR059C	0.9948974383215032
YBR061C	0.9714147890703606
YBR062C	0.9999287621356437
YBR063C	0.9998742231234202
YBR064W	0.9945390485916673
YBR065C	0.9993489434094821
YBR066C	1.002713382385446
YBR069C	0.9937659009887221
YBR071W	1.0069710621203984
YBR072W	0.998764276608036
YBR073W	1.0014509884856404
YBR074W	0.9887959108617863
YBR076W	0.9997283062978783
YBR077C	0.9927941513367899
YBR078W	1.0
YBR082C	1.0122724107049303
YBR083W	1.0224329944976909
YBR084C-A	1.0060950962624147
YBR089C-A	0.9958465722134162
YBR090C	1.0072446419415173
YBR092C	1.0017031670577352
YBR093C	1.010868328059792
YBR094W	1.0009497128280678
YBR095C	0.9723446547674766
YBR098W	0.9974018907646768
YBR099C	1.0080343558451248
YBR101C	1.0007431496372206
YBR104W	0.999951386146028
YBR105C	0.9965337145465958
YBR106W	0.9916456745686772
YBR107C	0.993821310569857
YBR108W	1.0043706087984923
YBR111C	0.9996884755108773
YBR113W	1.0047491291599235
YBR114W	1.0206295194532542
YBR116C	0.996136100461213
YBR119W	1.0013444043873465
YBR120C	0.9808028833251917
YBR121C	1.0036103250324717
YBR122C	0.9930067050262004
YBR125C	1.0003599560970138
YBR128C	0.9919462353076322
YBR129C	0.9932509856882153
YBR130C	0.9867537895301148
YBR132C	0.9954827314190617
YBR134W	0.9905498462576358
YBR137W	0.9965045761095911
YBR138C	1.003490182993567
YBR139W	1.0074118417722184
YBR141C	1.0043160247100198
YBR144C	1.0043223456331254
YBR145W	1.0009558969477443
YBR146W	0.9993565787052681
YBR147W	1.000711629821717
YBR148W	0.992478226122331
YBR149W	0.9955358258761531
YBR150C	0.9946139357013744
