orf	hap a | chronological lifespan | standard [standard] | Garay E~Deluna A, 2014
YAL002W	-0.7651621762853265
YAL004W	-0.3272556451417962
YAL005C	0.20347783905428507
YAL007C	-0.7535707103070592
YAL008W	0.03246797995322282
YAL009W	-0.17720630344016675
YAL011W	1.0760336751730974
YAL013W	-3.1605946234933318
YAL014C	-0.35889787854319793
YAL015C	-0.3681497342951634
YAL016W	0.47900664540608207
YAL017W	1.434535543765046
YAL018C	-0.47014014661463654
YAL019W	0.6998273159961291
YAL020C	-0.24925975291933827
YAL022C	0.3649632113745829
YAL023C	1.0688890516206089
YAL026C	1.026656929475957
YAL027W	1.8584071789936454
YAL028W	-0.3151359512968836
YAL029C	0.03335518955640668
YAL030W	0.0540539234081915
YAL031C	0.08017917893303561
YAL034C	-0.6036003301071502
YAL035W	-0.6198187480565918
YAL036C	0.4993166628019267
YAL037W	-0.3082571258283578
YAL040C	1.4170338617279457
YAL042C-A	-0.08960073795850641
YAL042W	-0.004283267548262815
YAL045C	0.20554902195972682
YAL046C	0.0548820629825398
YAL048C	0.07950321997252675
YAL049C	0.16652127881930673
YAL051W	1.0204459342835623
YAL053W	-0.6911811326800831
YAL054C	0.26216568890453296
YAL056C-A	1.046548132605225
YAL058W	0.5706836218678027
YAL059W	0.8401883151613574
YAL060W	-0.1500775119393977
YAL061W	-0.26429542440272963
YAL062W	-0.21661235340710788
YAL064C-A	0.2371340086736927
YAL065C	-0.6047621891750637
YAL066W	0.5034477900302684
YAL067C	0.5476317284133604
YAL068C	-0.3518643577378254
YAR002C-A	0.5407442369433553
YAR002W	-0.21468514554031579
YAR003W	-3.105885213687764
YAR014C	-2.909264207539024
YAR018C	-1.348270289538063
YAR020C	0.7253576709805329
YAR023C	-0.19835347646969687
YAR027W	-0.10280915344576169
YAR029W	0.870137869277381
YAR030C	-0.21254287063036365
YAR031W	-0.308429094364402
YAR035W	0.3344728365143571
YAR042W	0.2343589888438742
YAR047C	-0.03951825535178939
YAR050W	0.017174476772919976
YBL001C	-0.027740015897608408
YBL002W	-0.09167095270856522
YBL003C	-0.2339593681367389
YBL005W	0.1117928023981722
YBL006C	-0.428550245162382
YBL007C	-0.3514162248281125
YBL008W	-0.3179419377422485
YBL009W	0.8313369040562839
YBL010C	0.8010634487942311
YBL011W	-0.6130213150786966
YBL012C	-0.6026930212308501
YBL013W	-0.19376133172183968
YBL015W	-1.2905769059516006
YBL016W	0.3836449086833029
YBL017C	0.7812617929513922
YBL019W	-0.18848388638062535
YBL021C	-0.8871250122442291
YBL022C	-1.633313786759366
YBL024W	0.3350685918234804
YBL027W	-0.8335379119276715
YBL028C	-0.04773977768617267
YBL029W	-0.08467876019492919
YBL032W	0.7011006785943955
YBL033C	-0.6224798440170034
YBL036C	0.031978965114996906
YBL037W	0.325220528932156
YBL038W	-1.8114774266178966
YBL039C	-0.354774604662655
YBL042C	0.6464727401003905
YBL043W	-0.6259862113232113
YBL044W	-0.5804466629689191
YBL045C	-3.771789028617678
YBL046W	0.3862956937655776
YBL047C	0.7530777493285965
YBL048W	0.20162257069600317
YBL051C	0.49349569120532844
YBL052C	-0.04994441668780294
YBL053W	0.22117111125608505
YBL054W	-0.5392332482237244
YBL055C	-0.47900747209886574
YBL056W	0.1791170067132665
YBL057C	0.3822684952705423
YBL059W	-0.2854269997743317
YBL060W	0.49875022078625825
YBL062W	-1.2571245458599507
YBL063W	1.1673274083357608
YBL064C	-0.03471839074578504
YBL065W	0.17181489673398828
YBL066C	0.34894531118795463
YBL067C	0.040842176393911044
YBL068W	0.5247736685734844
YBL069W	0.20962521324704136
YBL070C	0.1378043925697663
YBL071C	-0.040952095809769586
YBL072C	-0.37629172301152186
YBL075C	0.047540576751403656
YBL080C	-2.849961182426694
YBL081W	-0.8936250730009078
YBL082C	1.1570905806229301
YBL083C	1.3905377746769712
YBL085W	0.16783039079265158
YBL086C	0.3669874402057446
YBL087C	2.033023186793591
YBL088C	-0.022393742940153807
YBL089W	-0.19777860888565063
YBL091C-A	0.2435405226972905
YBL094C	1.3506342327209284
YBL095W	-0.002200160950989439
YBL096C	-0.5569991876040217
YBL098W	-0.05906056768697491
YBL099W	0.77680908755639
YBL101C	-0.348551850612684
YBL104C	0.10067279419857218
YBL107C	-0.7443423826332835
YBR001C	0.4861351224052565
YBR003W	-4.142835434038779
YBR005W	0.4902266903921677
YBR006W	0.4545623319977644
YBR007C	-0.09535210833896934
YBR008C	0.373565329166698
YBR009C	0.004682317498511118
YBR010W	0.007233186656107411
YBR012C	0.12213871813480187
YBR013C	0.31315393222157606
YBR014C	1.0355366598059137
YBR015C	0.6023366929558118
YBR016W	-0.23474000832636704
YBR018C	0.03143491644746066
YBR019C	0.01017276474557997
YBR020W	-0.9534560598830978
YBR021W	1.1576597862330538
YBR022W	-1.1002597587589715
YBR023C	-0.8856919988678092
YBR024W	-0.448276932632893
YBR027C	0.5960544813015808
YBR028C	-0.6402782256498701
YBR030W	-0.10520016612863516
YBR031W	0.6710276778309825
YBR032W	0.37809526130289184
YBR033W	-0.8527893727212831
YBR034C	-0.2650200317730641
YBR035C	0.3343384032341524
YBR036C	-1.4817493609536212
YBR037C	-3.312704513978391
YBR040W	-0.09873982379418872
YBR041W	0.4922381512388833
YBR044C	-1.0488921932020638
YBR045C	0.11737642507633465
YBR046C	-0.5498325800660131
YBR047W	-0.6964948440053479
YBR048W	1.0122296293986526
YBR050C	-0.5236018845527248
YBR051W	0.33994412072526325
YBR052C	-0.2320310424741084
YBR053C	-0.16967550211677704
