orf	hom | growth (culture turbidity) | dessication [unknown] | Shima J~Takagi H, 2008
YAL002W	1.0567207308095345
YAL004W	0.5745974426107983
YAL005C	1.0232824167915757
YAL007C	1.0366548079066722
YAL008W	0.49350777122085476
YAL009W	0.8839677191311477
YAL010C	0.026336183375312627
YAL011W	0.21547271506784033
YAL012W	
YAL013W	0.31383874191358124
YAL014C	1.017743499908947
YAL015C	1.0349443773164513
YAL016W	0.2541053104791394
YAL017W	1.0243851585513808
YAL018C	0.708127843158157
YAL019W	0.065475468677615
YAL020C	1.0035503531016008
YAL021C	0.9885357079892398
YAL022C	0.9986007618656775
YAL023C	0.9475517273961676
YAL024C	
YAL026C	0.8755374154473846
YAL027W	1.0225612510302364
YAL028W	1.0190520321718088
YAL029C	1.0101325746072096
YAL030W	0.991974951936325
YAL031C	0.006626734207953611
YAL034C	0.9606973716800133
YAL035W	
YAL036C	1.0166764066319216
YAL037W	1.01936161765405
YAL039C	1.0756347765262886
YAL040C	0.7648875591659988
YAL042C-A	0.9848410851472504
YAL042W	1.002719222053042
YAL044C	0.6413620928986306
YAL045C	1.005394680862381
YAL046C	1.0096072501368125
YAL047C	1.0002488998332537
YAL048C	1.0129364686166142
YAL049C	1.0111244156932941
YAL051W	0.9869464250757215
YAL053W	0.9919571924589858
YAL054C	0.9106701104661457
YAL055W	0.9326566264299208
YAL056C-A	1.0386954523683167
YAL056W	0.7015622775639925
YAL058W	0.9621893315194109
YAL059W	0.9896797544112872
YAL060W	0.9876346957122528
YAL061W	1.001266104672544
YAL062W	1.0118174624314387
YAL064C-A	1.0093031473128935
YAL065C	0.9994912374281701
YAL066W	1.005029955747673
YAL067C	0.9567776842273092
YAL068C	0.9876228823955016
YAR002C-A	0.9923258190457139
YAR002W	1.0040926162166213
YAR003W	0.8370920489152103
YAR014C	0.49349451299433805
YAR015W	0.5671281404245812
YAR018C	1.0580501948215004
YAR020C	1.028249677540869
YAR023C	1.0237434013873825
YAR027W	1.0001959751409601
YAR028W	1.0170956985886739
YAR029W	0.9669062897877044
YAR030C	1.0074588246959542
YAR031W	1.004676679042034
YAR035W	1.0075326897297994
YAR042W	1.0229518866249119
YAR047C	1.012293338424688
YAR050W	1.0305094491542364
YBL001C	0.9337744639522257
YBL002W	0.9879718577830681
YBL003C	1.0097506169165689
YBL005W	1.0214462481366495
YBL006C	0.532813988411268
YBL007C	
YBL008W	0.9967831187522684
YBL009W	0.9848245842282757
YBL010C	0.9664629387643136
YBL011W	0.9859219143238973
YBL012C	0.992051581186016
YBL013W	1.0042785527109008
YBL015W	1.0035298786649929
YBL017C	0.9914323714194695
YBL019W	1.0068888923528334
YBL021C	1.0355843313416155
YBL022C	0.9723163406834344
YBL024W	0.6488459726714907
