ORF	hom | growth (culture turbidity) | dessication [unknown] | Shima J~Takagi H, 2008
YFL014W	0.998
YFL015C	1.003
YFL016C	NaN
YFL018C	0.963
YFL019C	1.007
YFL020C	0.993
YFL021W	1.002
YFL023W	0.467
YFL025C	0.842
YFL027C	1.002
YFL028C	1.006
YFL030W	0.994
YFL031W	0.987
YFL032W	0.995
YFL033C	NaN
YFL034C-A	1.001
YFL034W	1.001
YFL035C-B	0.992
YFL036W	1.068
YFL040W	1.006
YFL041W	0.985
YFL042C	1.024
YFL043C	0.988
YFL044C	1.000
YFL046W	0.990
YFL047W	0.995
YFL048C	0.981
YFL049W	1.001
YFL050C	1.014
YFL051C	1.004
YFL052W	0.964
YFL053W	0.980
YFL054C	0.980
YFL055W	0.992
YFL056C	1.001
YFL063W	0.985
YFR001W	0.225
YFR006W	0.883
YFR007W	0.978
YFR008W	1.000
YFR009W	0.965
YFR010W	1.007
YFR011C	1.003
YFR012W	1.002
YFR013W	0.995
YFR014C	1.004
YFR015C	0.984
YFR016C	0.990
YFR017C	0.996
YFR018C	1.001
YFR019W	0.762
YFR020W	0.992
YFR021W	1.006
YFR022W	1.021
YFR023W	1.012
YFR024C	0.900
YFR024C-A	1.006
YFR025C	1.005
YFR026C	1.017
YFR030W	1.002
YFR031C-A	0.951
YFR032C	0.986
YFR032C-A	0.822
YFR033C	0.941
YFR034C	0.978
YFR035C	0.980
YFR036W	0.588
YFR038W	0.993
YFR039C	0.999
YFR040W	0.934
YFR041C	0.999
YFR043C	0.988
YFR044C	0.979
YFR045W	0.969
YFR046C	0.962
YFR047C	0.982
YFR048W	0.990
YFR049W	1.007
YFR053C	0.995
YFR054C	0.989
YFR055W	1.000
YFR056C	0.987
YFR057W	0.987
YGL002W	1.009
YGL003C	0.992
YGL004C	1.015
YGL005C	1.000
YGL006W	1.055
YGL007W	0.964
YGL009C	1.015
YGL010W	1.021
YGL012W	0.994
YGL013C	0.999
YGL014W	1.025
YGL015C	1.009
YGL016W	0.997
YGL017W	1.012
YGL019W	0.992
YGL020C	0.945
YGL021W	1.006
YGL023C	1.002
YGL025C	0.734
YGL026C	1.003
YGL027C	0.977
YGL028C	0.976
YGL031C	0.937
YGL032C	1.041
YGL033W	1.004
YGL034C	0.993
YGL035C	0.982
YGL036W	0.984
YGL037C	0.982
YGL038C	NaN
YGL039W	1.001
YGL041C	1.010
YGL042C	0.994
YGL043W	0.989
YGL045W	1.021
YGL046W	1.023
YGL049C	0.996
YGL050W	1.020
YGL051W	0.999
YGL053W	1.024
YGL054C	0.991
YGL056C	1.021
YGL057C	0.978
YGL058W	1.003
YGL059W	0.995
YGL060W	0.927
YGL062W	1.033
YGL063W	1.009
YGL064C	NaN
YGL066W	0.922
YGL067W	1.025
YGL070C	0.389
YGL071W	1.000
YGL072C	0.793
YGL076C	0.316
YGL077C	0.991
YGL078C	1.005
YGL079W	1.035
YGL080W	1.006
YGL081W	1.013
YGL082W	1.019
YGL083W	1.005
YGL084C	0.921
YGL085W	1.015
YGL086W	1.018
YGL087C	1.016
YGL088W	0.934
YGL089C	1.025
YGL090W	1.021
YGL094C	1.021
YGL095C	0.526
YGL096W	1.016
YGL101W	1.013
YGL104C	1.032
YGL105W	0.627
YGL107C	0.919
YGL108C	1.025
YGL109W	1.029
YGL110C	1.015
YGL114W	1.002
YGL115W	0.773
YGL117W	0.990
YGL118C	1.027
YGL121C	1.013
YGL124C	0.992
YGL125W	0.999
YGL126W	0.999
YGL127C	0.728
YGL129C	0.927
YGL131C	1.022
YGL132W	1.023
YGL133W	1.023
YGL135W	NaN
YGL136C	0.937
YGL138C	1.006
YGL139W	1.008
YGL140C	1.023
YGL141W	1.017
YGL143C	0.729
YGL144C	1.024
YGL146C	1.017
YGL147C	0.957
YGL148W	0.839
YGL149W	0.998
YGL151W	1.008
YGL152C	0.970
YGL153W	0.964
YGL154C	0.997
YGL156W	1.030
YGL157W	1.018
YGL158W	1.018
YGL159W	1.017
YGL160W	1.017
YGL161C	1.013
YGL162W	1.017
YGL163C	0.866
YGL164C	1.025
YGL165C	1.025
YGL166W	1.037
YGL167C	0.655
YGL168W	0.662
YGL170C	1.029
YGL173C	0.615
YGL174W	0.737
YGL175C	0.998
YGL176C	1.022
YGL177W	1.024
YGL179C	1.039
YGL180W	1.043
YGL181W	1.064
YGL194C	0.990
YGL195W	0.893
YGL196W	0.990
YGL197W	1.020
YGL198W	1.002
YGL199C	0.983
YGL200C	0.954
YGL202W	0.997
YGL203C	0.999
YGL205W	0.994
YGL206C	0.262
YGL208W	0.986
YGL209W	0.979
YGL210W	0.982
YGL211W	0.815
YGL212W	1.019
YGL213C	0.925
YGL214W	0.898
YGL215W	0.954
YGL216W	1.015
YGL217C	0.981
YGL218W	NaN
YGL219C	0.843
YGL220W	0.987
YGL221C	0.984
YGL222C	0.993
YGL223C	0.687
YGL224C	1.010
YGL226C-A	0.998
YGL226W	1.000
YGL227W	0.925
YGL228W	0.994
YGL229C	1.002
YGL230C	0.994
YGL231C	0.981
YGL232W	0.993
YGL234W	0.889
YGL235W	0.989
YGL236C	1.041
YGL237C	0.989
YGL240W	NaN
YGL241W	0.994
YGL242C	0.992
YGL243W	1.004
YGL244W	0.890
YGL246C	0.501
YGL248W	1.001
YGL249W	0.994
YGL250W	0.898
YGL251C	1.011
YGL252C	1.000
YGL253W	1.043
YGL254W	1.017
YGL255W	1.006
YGL256W	1.010
YGL257C	1.020
YGL258W	1.011
YGL259W	1.014
YGL260W	0.996
YGL261C	1.044
YGL262W	1.012
YGL263W	1.002
YGR001C	1.006
YGR003W	1.007
YGR004W	0.983
YGR006W	NaN
YGR007W	1.008
YGR008C	1.014
YGR010W	0.996
YGR011W	1.004
YGR012W	0.999
YGR014W	1.002
YGR015C	1.021
YGR016W	1.001
YGR017W	1.006
YGR018C	0.975
YGR019W	1.026
YGR020C	0.801
YGR021W	1.002
YGR022C	0.989
YGR023W	0.992
YGR025W	1.002
YGR026W	1.001
YGR027C	1.004
YGR028W	1.013
YGR031W	0.990
YGR032W	0.991
YGR033C	1.011
YGR034W	0.979
YGR035C	0.988
YGR036C	NaN
YGR037C	0.874
YGR038W	1.004
YGR039W	0.998
YGR040W	0.993
YGR041W	0.999
YGR042W	1.013
YGR043C	1.005
YGR044C	1.019
YGR045C	1.007
YGR049W	0.999
YGR050C	1.013
YGR051C	1.026
YGR052W	1.012
YGR053C	1.007
YGR054W	0.998
YGR055W	1.019
YGR056W	0.790
YGR057C	0.934
YGR058W	0.963
YGR059W	0.999
YGR061C	0.842
YGR062C	0.905
YGR063C	0.838
YGR064W	0.834
YGR066C	0.995
YGR067C	1.006
YGR068C	1.007
YGR069W	1.014
YGR070W	0.986
YGR071C	0.948
YGR072W	0.962
YGR076C	0.898
YGR077C	0.947
YGR078C	0.790
YGR079W	1.006
YGR080W	1.096
YGR081C	0.896
YGR084C	0.979
YGR085C	0.955
YGR086C	1.000
YGR087C	1.029
YGR088W	1.021
YGR089W	0.998
YGR092W	0.771
YGR093W	1.009
YGR096W	1.005
YGR097W	1.017
YGR100W	1.035
YGR101W	0.797
YGR102C	0.844
YGR104C	0.563
YGR105W	0.749
YGR106C	0.948
YGR107W	1.025
YGR108W	1.011
YGR109C	1.004
YGR110W	1.011
YGR111W	1.025
YGR112W	0.988
YGR117C	0.993
YGR118W	0.885
YGR121C	1.029
YGR122C-A	0.986
YGR122W	1.031
YGR123C	1.026
YGR124W	1.013
YGR125W	1.009
YGR126W	1.014
YGR127W	1.003
YGR129W	1.037
YGR130C	1.028
YGR131W	1.015
YGR132C	1.008
YGR133W	0.964
YGR134W	0.979
YGR135W	0.957
YGR136W	1.016
YGR137W	1.007
YGR138C	1.006
YGR139W	1.031
YGR141W	1.017
YGR142W	1.005
YGR143W	0.995
YGR144W	1.005
YGR146C	0.965
YGR148C	0.994
YGR149W	1.023
YGR150C	NaN
YGR151C	1.000
YGR152C	1.012
YGR153W	1.019
YGR154C	1.015
YGR155W	0.850
YGR157W	1.017
YGR159C	0.610
YGR160W	0.525
YGR161C	1.005
YGR162W	0.621
YGR163W	0.892
YGR164W	0.928
YGR165W	NaN
YGR166W	1.001
YGR167W	1.051
YGR168C	1.007
YGR169C	0.994
YGR170W	0.954
YGR171C	0.870
YGR173W	1.017
YGR174C	0.982
YGR176W	1.013
YGR177C	1.023
YGR178C	1.017
YGR180C	NaN
YGR181W	0.976
YGR182C	0.930
YGR183C	1.025
YGR184C	0.971
YGR187C	0.970
YGR188C	0.665
YGR189C	1.005
YGR192C	0.959
YGR193C	0.992
YGR194C	1.004
YGR196C	1.025
YGR197C	1.002
YGR199W	1.013
YGR200C	0.863
YGR201C	1.004
YGR202C	0.968
YGR203W	0.971
YGR204W	0.838
YGR205W	0.993
YGR206W	1.037
YGR207C	1.025
YGR208W	1.013
YGR209C	1.018
YGR210C	0.997
YGR212W	1.020
YGR213C	0.974
YGR214W	0.838
YGR215W	NaN
YGR217W	1.010
YGR219W	0.936
YGR220C	0.825
YGR221C	0.987
YGR222W	NaN
YGR223C	0.985
YGR224W	0.999
YGR225W	0.991
YGR226C	0.985
YGR227W	0.973
YGR228W	0.958
YGR229C	0.986
YGR230W	0.983
YGR231C	0.954
YGR232W	0.994
YGR233C	0.933
YGR234W	1.011
YGR235C	1.006
YGR236C	1.006
YGR237C	0.990
YGR238C	1.007
YGR239C	1.011
YGR240C	0.569
YGR241C	0.996
YGR242W	1.010
YGR243W	1.016
YGR244C	0.988
YGR247W	0.998
YGR248W	1.006
YGR249W	1.007
YGR250C	0.988
YGR252W	0.922
YGR254W	0.986
YGR255C	NaN
YGR256W	0.957
YGR257C	NaN
YGR258C	0.984
YGR259C	1.010
YGR260W	1.016
YGR261C	1.014
YGR262C	NaN
YGR263C	1.022
YGR266W	1.018
YGR268C	0.998
YGR269W	1.004
YGR270W	0.993
YGR271W	0.994
YGR272C	NaN
YGR273C	0.973
YGR275W	1.015
YGR276C	0.971
YGR279C	0.998
YGR281W	0.992
YGR282C	0.987
YGR283C	0.994
YGR284C	1.007
YGR285C	0.505
YGR286C	1.029
YGR287C	1.010
YGR288W	1.009
YGR289C	0.990
YGR290W	1.011
YGR291C	0.974
YGR292W	0.988
YGR295C	0.992
YHL002W	1.024
YHL003C	1.001
YHL005C	0.980
YHL006C	1.008
YHL007C	1.001
YHL008C	1.006
YHL009C	0.970
YHL010C	1.003
YHL011C	0.266
YHL012W	1.007
YHL013C	0.992
YHL014C	1.037
YHL016C	1.014
YHL017W	1.015
YHL019C	1.006
YHL020C	0.877
YHL021C	1.014
YHL022C	1.001
YHL023C	0.963
YHL024W	1.002
YHL025W	0.677
YHL026C	1.000
YHL027W	1.038
YHL028W	1.013
YHL029C	0.980
YHL030W	0.998
YHL031C	0.913
YHL032C	1.009
YHL033C	0.874
YHL034C	0.978
YHL035C	0.982
YHL036W	0.996
YHL037C	0.998
YHL038C	NaN
YHL039W	0.941
YHL040C	1.029
YHL041W	1.013
YHL042W	1.006
YHL043W	0.992
YHL044W	1.057
YHL045W	1.014
YHL046C	0.998
YHL047C	0.990
YHR001W-A	1.002
YHR003C	0.977
YHR004C	0.953
YHR005C	1.063
YHR006W	0.999
YHR008C	NaN
YHR009C	0.989
YHR010W	0.309
YHR011W	0.872
YHR012W	1.010
YHR013C	0.857
YHR014W	0.998
YHR015W	0.989
YHR016C	1.002
YHR017W	0.975
YHR018C	0.971
YHR021C	0.666
YHR021W-A	1.015
YHR022C	1.023
YHR025W	0.929
YHR026W	0.455
YHR028C	1.023
YHR029C	0.998
YHR030C	0.998
YHR031C	0.935
YHR032W	0.983
YHR033W	1.036
YHR034C	0.927
YHR035W	1.033
YHR037W	1.030
YHR038W	0.893
YHR039C	1.031
YHR039C-B	0.685
YHR041C	0.456
YHR043C	1.021
YHR044C	1.028
YHR045W	1.001
YHR046C	0.971
YHR047C	1.015
YHR048W	1.000
YHR049C-A	0.992
YHR049W	1.006
YHR050W	0.963
YHR051W	NaN
YHR057C	1.013
YHR059W	0.530
YHR060W	NaN
YHR061C	0.994
YHR064C	0.753
YHR066W	0.924
YHR067W	0.898
YHR073W	1.013
YHR075C	0.978
YHR076W	0.991
YHR077C	0.951
YHR078W	0.943
YHR079C	1.004
YHR079C-B	1.014
YHR080C	0.974
YHR081W	0.902
YHR082C	0.984
YHR086W	1.001
YHR087W	1.005
YHR091C	NaN
YHR092C	0.979
YHR093W	1.000
YHR094C	1.013
YHR095W	1.005
YHR096C	1.002
YHR097C	1.003
YHR100C	0.872
YHR103W	0.945
YHR104W	0.967
YHR105W	1.015
YHR106W	1.005
YHR108W	0.987
YHR109W	1.006
YHR110W	0.999
YHR111W	0.879
YHR112C	0.986
YHR113W	0.991
YHR114W	0.979
YHR115C	0.968
YHR116W	0.913
YHR117W	1.007
YHR120W	NaN
YHR121W	1.004
YHR123W	0.990
YHR124W	0.995
YHR125W	0.959
YHR126C	0.969
YHR127W	0.965
YHR129C	1.039
YHR130C	1.004
YHR131C	1.018
YHR132C	1.002
YHR132W-A	0.988
YHR133C	1.012
YHR134W	0.924
YHR135C	0.978
YHR136C	1.007
YHR137W	0.967
YHR138C	1.000
YHR139C	0.983
YHR139C-A	0.986
YHR140W	0.976
YHR142W	0.935
YHR143W	0.954
YHR146W	1.009
YHR147C	0.859
YHR150W	0.982
YHR151C	0.987
YHR152W	0.979
YHR153C	0.979
YHR154W	0.817
YHR155W	0.969
YHR156C	0.976
YHR157W	0.971
YHR158C	0.997
YHR159W	0.963
YHR160C	0.977
YHR161C	0.982
YHR162W	0.989
YHR163W	0.991
YHR167W	0.949
YHR168W	NaN
YHR171W	0.995
YHR176W	0.992
YHR177W	0.985
YHR178W	0.988
YHR179W	0.934
YHR180W	0.961
YHR181W	1.005
YHR182W	0.991
YHR183W	0.765
YHR184W	0.986
YHR185C	0.939
YHR189W	0.973
YHR191C	0.896
YHR193C	0.997
YHR194W	0.518
YHR195W	0.973
YHR198C	0.978
YHR199C	0.992
YHR200W	0.965
YHR202W	0.990
YHR203C	0.913
YHR204W	0.989
YHR206W	0.954
YHR207C	0.912
YHR209W	0.986
YHR210C	0.986
YIL001W	0.995
YIL002C	0.987
YIL005W	0.962
YIL006W	0.977
YIL007C	1.007
YIL008W	0.759
YIL009C-A	0.953
YIL009W	0.946
YIL010W	0.975
YIL011W	0.978
YIL012W	0.988
YIL013C	0.991
YIL014W	0.985
YIL015C-A	0.682
YIL015W	0.980
YIL016W	0.982
YIL017C	0.946
YIL018W	0.924
YIL020C	0.971
YIL023C	0.988
YIL024C	0.982
YIL025C	0.984
YIL027C	0.982
YIL028W	0.980
YIL029C	0.971
YIL030C	0.995
YIL032C	0.977
YIL034C	0.977
YIL035C	0.938
YIL036W	0.988
YIL037C	0.986
YIL038C	1.011
YIL039W	0.990
YIL040W	0.962
YIL041W	0.982
YIL042C	0.373
YIL043C	0.962
YIL044C	0.961
YIL045W	0.942
YIL047C	0.999
YIL049W	0.974
YIL050W	0.978
YIL052C	1.002
YIL053W	0.975
YIL054W	0.985
YIL055C	0.988
YIL056W	0.940
YIL057C	0.965
YIL058W	0.992
YIL059C	0.961
YIL060W	0.728
YIL064W	1.002
YIL065C	0.973
YIL066C	0.976
YIL067C	NaN
YIL069C	0.901
YIL070C	0.921
YIL071C	0.997
YIL072W	1.004
YIL073C	0.998
YIL074C	1.005
YIL076W	0.998
YIL077C	0.976
YIL079C	0.970
YIL084C	0.982
YIL085C	0.989
YIL086C	1.011
YIL087C	0.995
YIL088C	0.995
YIL089W	1.000
YIL090W	1.000
YIL092W	0.989
YIL093C	0.833
YIL094C	0.996
YIL095W	0.977
YIL096C	0.987
YIL097W	0.944
YIL098C	0.939
YIL099W	1.008
YIL100W	0.987
YIL101C	0.996
YIL102C	1.005
YIL103W	1.053
YIL105C	0.991
YIL107C	0.974
YIL108W	0.995
YIL110W	0.988
YIL111W	0.980
YIL112W	1.008
YIL113W	0.975
YIL114C	0.990
YIL116W	0.978
YIL117C	0.993
YIL119C	0.934
YIL120W	0.986
YIL121W	0.980
YIL122W	0.985
YIL123W	0.993
YIL124W	0.994
YIL125W	0.972
YIL128W	NaN
YIL130W	0.975
YIL131C	0.975
YIL132C	0.990
YIL133C	0.980
YIL134W	0.998
YIL135C	0.996
YIL136W	0.992
YIL137C	1.008
YIL138C	0.987
YIL139C	1.005
YIL140W	0.998
YIL141W	0.985
YIL145C	0.988
YIL146C	1.000
YIL148W	0.888
YIL149C	0.966
YIL152W	0.983
YIL153W	0.893
YIL154C	0.860
YIL155C	0.972
YIL156W	1.001
YIL157C	0.988
YIL158W	1.006
YIL159W	0.998
YIL160C	0.983
YIL161W	0.997
YIL162W	1.011
YIL163C	1.010
YIL164C	1.000
YIL165C	0.980
YIL166C	0.994
YIL167W	0.996
YIL168W	1.002
YIL170W	0.994
YIL173W	1.007
YIR001C	0.976
YIR002C	0.990
YIR003W	0.970
YIR004W	1.002
YIR005W	0.918
YIR007W	1.002
YIR009W	1.018
YIR013C	1.010
YIR014W	0.972
YIR016W	0.996
YIR017C	1.019
YIR018W	1.018
YIR019C	1.020
YIR020C	1.017
YIR020W-B	1.012
YIR021W	NaN
YIR023W	1.012
YIR024C	0.994
YIR025W	1.016
YIR026C	0.167
YIR027C	1.002
YIR028W	1.007
YIR029W	1.010
YIR030C	0.985
YIR031C	1.016
YIR032C	0.984
YIR033W	0.987
YIR034C	0.996
YIR035C	1.008
YIR036C	1.010
YIR037W	1.008
YIR038C	1.011
YIR039C	1.006
YIR042C	1.006
YIR043C	0.986
YIR044C	0.996
YJL003W	NaN
YJL004C	1.006
YJL006C	1.015
YJL007C	0.985
YJL012C	1.020
YJL013C	1.008
YJL016W	1.010
YJL017W	1.020
YJL020C	0.966
YJL021C	0.993
YJL022W	0.913
YJL023C	0.887
YJL024C	1.022
YJL027C	1.018
YJL028W	1.021
YJL029C	0.370
YJL030W	0.984
YJL036W	0.973
YJL037W	0.993
YJL038C	0.977
YJL042W	0.972
YJL043W	0.994
YJL044C	0.986
YJL045W	0.984
YJL046W	0.902
YJL047C	0.822
YJL048C	0.987
YJL049W	0.991
YJL051W	0.992
YJL052W	0.998
YJL053W	0.993
YJL055W	0.982
YJL056C	0.973
YJL057C	0.987
YJL058C	0.986
YJL059W	0.979
YJL060W	0.988
YJL062W	0.818
YJL063C	NaN
YJL064W	0.988
YJL065C	0.981
YJL066C	1.002
YJL067W	0.974
YJL068C	0.982
YJL070C	0.987
YJL071W	0.976
YJL073W	0.936
YJL075C	0.304
YJL077C	0.993
YJL078C	0.986
YJL079C	0.966
YJL080C	0.810
YJL082W	0.984
YJL083W	0.976
YJL084C	0.984
YJL088W	0.982
YJL089W	0.964
YJL092W	0.833
YJL093C	0.972
YJL094C	0.987
YJL095W	0.968
YJL096W	NaN
YJL098W	0.989
YJL099W	0.949
YJL100W	0.982
YJL101C	1.006
YJL102W	NaN
YJL103C	0.998
YJL105W	1.032
YJL106W	0.984
YJL107C	0.978
YJL108C	0.986
YJL110C	0.977
YJL112W	0.984
YJL115W	0.559
YJL116C	0.984
YJL117W	1.003
YJL118W	0.990
YJL119C	0.980
YJL120W	0.701
YJL121C	0.891
YJL122W	0.986
YJL123C	0.952
YJL124C	0.938
YJL126W	0.984
YJL127C	0.750
YJL128C	0.976
YJL129C	0.827
YJL130C	0.993
YJL131C	0.984
YJL132W	1.004
YJL133W	0.982
YJL134W	0.999
YJL135W	0.993
YJL136C	0.537
YJL137C	1.007
YJL138C	1.001
YJL139C	1.001
YJL140W	NaN
YJL141C	0.983
YJL142C	0.980
YJL144W	0.970
YJL145W	0.994
YJL146W	0.974
YJL147C	0.976
YJL148W	0.986
YJL149W	0.991
YJL150W	0.992
YJL151C	1.006
YJL152W	1.005
YJL153C	0.960
YJL154C	0.966
YJL155C	0.934
YJL157C	1.005
YJL158C	0.980
YJL159W	0.986
YJL160C	0.994
YJL161W	1.015
YJL162C	0.994
YJL163C	1.008
YJL164C	0.975
YJL165C	0.990
YJL166W	NaN
YJL168C	0.974
YJL169W	0.984
YJL170C	0.998
YJL171C	0.976
YJL172W	1.001
YJL175W	0.842
YJL176C	0.598
YJL177W	0.941
YJL178C	0.967
YJL179W	0.893
YJL180C	NaN
YJL181W	0.992
YJL182C	0.972
YJL183W	0.701
YJL184W	NaN
YJL185C	0.925
YJL186W	0.956
YJL187C	0.974
YJL188C	0.240
YJL189W	0.110
YJL190C	0.965
YJL191W	0.994
YJL192C	0.933
YJL193W	0.957
YJL196C	1.013
YJL197W	0.975
YJL198W	0.971
YJL199C	0.994
YJL200C	1.007
YJL201W	0.916
YJL204C	0.873
YJL206C	1.013
YJL206C-A	0.982
YJL207C	0.985
YJL208C	0.985
YJL209W	NaN
YJL210W	0.984
YJL211C	0.935
YJL212C	0.927
YJL213W	1.004
YJL214W	0.976
YJL215C	0.978
YJL216C	0.976
YJL217W	0.929
YJL218W	0.988
YJR001W	0.955
YJR003C	0.979
YJR004C	1.001
YJR005W	0.998
YJR008W	1.022
YJR009C	1.030
YJR010C-A	1.020
YJR010W	1.019
YJR011C	1.020
YJR014W	0.979
YJR015W	0.988
YJR018W	0.986
YJR019C	1.022
YJR020W	1.030
YJR021C	1.012
YJR024C	1.022
YJR025C	1.002
YJR026W	1.001
YJR030C	1.012
YJR031C	1.029
YJR032W	0.671
YJR033C	0.958
YJR034W	NaN
YJR035W	1.012
YJR036C	1.022
YJR037W	0.993
YJR038C	0.998
YJR039W	0.994
YJR040W	0.997
YJR043C	0.986
YJR044C	1.021
YJR047C	1.004
YJR048W	1.003
YJR049C	1.011
YJR050W	0.930
YJR051W	0.977
YJR052W	0.998
YJR053W	0.990
YJR054W	0.959
YJR055W	0.557
YJR056C	1.028
YJR058C	1.051
YJR059W	1.026
YJR060W	1.017
YJR061W	1.018
YJR062C	0.992
YJR063W	0.809
YJR066W	1.018
YJR069C	0.963
YJR070C	0.929
YJR073C	0.952
YJR074W	0.875
YJR075W	0.877
YJR077C	0.944
YJR078W	0.988
YJR079W	0.982
YJR080C	NaN
YJR082C	1.018
YJR083C	0.976
YJR084W	0.973
YJR087W	0.975
YJR088C	0.978
YJR090C	0.491
YJR091C	0.986
YJR092W	0.998
YJR094C	0.984
YJR094W-A	0.986
YJR095W	0.991
YJR096W	0.971
YJR097W	0.972
YJR098C	0.983
YJR099W	0.980
YJR100C	0.980
YJR102C	0.949
YJR103W	1.002
YJR104C	NaN
YJR105W	0.892
YJR106W	0.988
YJR107W	0.974
YJR108W	1.005
YJR109C	0.978
YJR110W	0.988
YJR111C	0.934
YJR113C	0.387
YJR115W	1.011
YJR116W	0.988
YJR117W	0.964
YJR118C	0.863
YJR119C	0.950
YJR120W	0.640
YJR121W	NaN
YJR122W	NaN
YJR124C	0.986
YJR125C	0.984
YJR126C	0.988
YJR127C	1.011
YJR128W	1.003
YJR129C	0.982
YJR130C	1.004
YJR131W	1.000
YJR133W	0.925
YJR134C	1.008
YJR135C	0.974
YJR137C	0.992
YJR139C	0.917
YJR140C	0.944
YJR142W	0.913
YJR144W	0.863
YJR145C	0.880
YJR146W	0.980
YJR147W	0.996
YJR148W	0.993
YJR149W	0.979
YJR150C	0.980
YJR152W	1.008
YJR153W	0.984
YJR154W	1.008
YKL001C	1.014
YKL002W	0.922
YKL003C	NaN
YKL005C	0.997
YKL006W	0.557
YKL007W	0.923
YKL008C	0.998
YKL009W	0.371
YKL010C	0.985
YKL011C	0.984
YKL015W	0.989
YKL016C	NaN
YKL017C	1.004
YKL020C	0.995
YKL023W	0.955
YKL025C	1.013
YKL026C	0.997
YKL027W	0.997
YKL029C	1.011
YKL030W	0.982
YKL031W	0.976
YKL032C	0.933
YKL033W-A	0.981
YKL034W	0.979
YKL037W	0.877
YKL038W	0.963
YKL039W	0.995
YKL040C	0.997
YKL041W	0.893
YKL043W	0.999
YKL044W	0.979
YKL046C	0.963
YKL047W	0.985
YKL048C	1.004
YKL050C	0.995
YKL051W	0.997
YKL053C-A	0.959
YKL053W	0.933
YKL054C	0.604
YKL055C	NaN
YKL056C	0.932
YKL057C	0.246
YKL061W	0.988
YKL062W	0.963
YKL063C	0.999
YKL064W	0.991
YKL065C	1.002
YKL066W	0.991
YKL067W	1.001
YKL068W	0.996
YKL069W	0.987
YKL070W	0.993
YKL071W	0.981
YKL072W	0.998
YKL073W	0.918
YKL074C	0.945
YKL075C	0.970
YKL076C	0.899
YKL077W	0.983
YKL079W	0.975
YKL080W	NaN
YKL081W	1.003
YKL084W	0.997
YKL085W	0.981
YKL086W	1.004
YKL087C	0.933
YKL090W	0.989
YKL091C	0.985
YKL092C	0.994
YKL093W	0.995
YKL094W	1.001
YKL096W	0.989
YKL096W-A	1.002
YKL097C	0.985
YKL098W	0.982
YKL100C	0.977
YKL101W	NaN
YKL102C	0.975
YKL103C	0.961
YKL105C	0.986
YKL106W	0.971
YKL107W	0.984
YKL109W	0.980
YKL110C	0.898
YKL113C	0.763
YKL114C	0.800
YKL115C	1.001
YKL116C	0.949
YKL117W	0.970
YKL118W	0.719
YKL119C	0.749
YKL120W	0.999
YKL121W	0.968
YKL123W	0.983
YKL124W	0.997
YKL126W	0.619
YKL127W	0.964
YKL128C	0.966
YKL129C	0.964
YKL130C	0.982
YKL131W	1.004
YKL132C	0.994
YKL133C	0.995
YKL134C	NaN
YKL135C	0.975
YKL136W	0.968
YKL137W	0.992
YKL138C	0.986
YKL139W	0.555
YKL140W	0.974
YKL142W	0.981
YKL143W	0.709
YKL146W	0.986
YKL147C	0.982
YKL148C	0.980
YKL149C	0.923
YKL150W	0.964
YKL151C	0.959
YKL155C	NaN
YKL156W	0.999
YKL157W	0.978
YKL158W	0.980
YKL159C	0.988
YKL160W	0.950
YKL161C	0.965
YKL162C	0.958
YKL162C-A	1.008
YKL163W	0.958
YKL164C	0.963
YKL166C	1.001
YKL167C	0.981
YKL168C	0.996
YKL169C	NaN
YKL170W	NaN
YKL171W	0.979
YKL174C	0.942
YKL175W	0.952
YKL176C	0.923
YKL179C	0.999
YKL183W	0.995
YKL184W	0.998
YKL185W	0.976
YKL187C	0.968
YKL188C	0.959
YKL190W	0.994
YKL191W	0.961
YKL197C	0.914
YKL198C	0.966
YKL199C	0.947
YKL200C	0.952
YKL201C	1.001
YKL202W	1.004
YKL204W	0.757
YKL205W	0.976
YKL206C	0.972
YKL207W	0.975
YKL208W	0.906
YKL211C	0.781
YKL212W	0.673
YKL213C	0.966
YKL214C	0.988
YKL215C	0.996
YKL216W	1.000
YKL217W	1.001
YKL218C	0.986
YKL220C	1.002
YKL221W	0.990
YKL222C	0.992
YKR001C	0.681
YKR003W	0.970
YKR005C	0.997
YKR006C	NaN
YKR007W	0.877
YKR009C	1.002
YKR010C	0.992
YKR011C	1.007
YKR012C	1.002
YKR013W	0.984
YKR014C	0.995
YKR015C	0.993
YKR016W	1.011
YKR017C	0.998
YKR018C	1.008
YKR019C	0.982
YKR020W	0.801
YKR021W	0.991
YKR023W	0.995
YKR024C	0.141
YKR026C	0.966
YKR027W	0.999
YKR028W	0.995
YKR029C	1.011
YKR030W	1.001
YKR031C	0.991
YKR032W	1.006
YKR033C	0.973
YKR034W	1.012
YKR035C	1.005
YKR035W-A	NaN
YKR036C	1.015
YKR039W	1.004
YKR040C	1.010
YKR041W	0.994
YKR042W	0.995
YKR043C	1.009
YKR044W	1.000
YKR045C	1.011
YKR046C	1.005
YKR047W	0.978
YKR048C	0.961
YKR049C	0.999
YKR050W	0.985
YKR051W	0.987
YKR052C	0.992
YKR053C	1.018
YKR054C	1.003
YKR055W	1.008
YKR056W	1.014
YKR057W	0.886
YKR058W	1.013
YKR059W	0.964
YKR060W	1.003
YKR061W	1.011
YKR064W	1.009
YKR065C	1.021
YKR066C	1.008
YKR067W	0.993
YKR069W	1.018
