ORF	hom | growth (culture turbidity) | dessication [unknown] | Shima J~Takagi H, 2008
YKR070W	1.018
YKR072C	1.018
YKR073C	1.032
YKR074W	0.853
YKR075C	1.022
YKR076W	1.023
YKR077W	1.000
YKR078W	1.005
YKR080W	0.996
YKR082W	0.267
YKR084C	1.000
YKR085C	NaN
YKR087C	0.998
YKR088C	0.995
YKR089C	1.010
YKR090W	1.009
YKR091W	0.998
YKR092C	0.934
YKR093W	0.989
YKR094C	1.004
YKR095W	1.034
YKR096W	0.981
YKR097W	0.988
YKR098C	1.000
YKR099W	0.941
YKR100C	0.944
YKR101W	0.993
YKR102W	0.973
YKR103W	0.994
YKR104W	0.991
YKR105C	0.993
YKR106W	1.007
YLL001W	1.003
YLL002W	0.671
YLL005C	0.980
YLL006W	NaN
YLL007C	0.958
YLL009C	NaN
YLL010C	0.985
YLL012W	0.980
YLL013C	1.000
YLL014W	1.006
YLL015W	0.993
YLL016W	1.002
YLL017W	1.007
YLL018C-A	NaN
YLL019C	0.998
YLL020C	1.002
YLL021W	0.977
YLL023C	1.004
YLL024C	1.023
YLL025W	0.995
YLL026W	1.012
YLL027W	NaN
YLL028W	0.993
YLL029W	1.002
YLL030C	0.993
YLL032C	0.990
YLL033W	NaN
YLL038C	1.003
YLL039C	1.000
YLL040C	0.968
YLL041C	1.009
YLL042C	1.014
YLL043W	0.995
YLL044W	0.934
YLL045C	0.945
YLL046C	0.989
YLL047W	0.996
YLL048C	0.993
YLL049W	0.983
YLL051C	1.003
YLL052C	1.006
YLL053C	1.010
YLL054C	1.008
YLL055W	1.006
YLL056C	0.999
YLL057C	0.977
YLL058W	0.993
YLL059C	0.998
YLL060C	0.993
YLL061W	1.025
YLL062C	1.021
YLL063C	1.015
YLR001C	0.983
YLR003C	1.000
YLR004C	0.979
YLR006C	0.998
YLR011W	1.008
YLR012C	0.996
YLR013W	1.011
YLR014C	0.983
YLR015W	0.898
YLR016C	0.993
YLR017W	1.000
YLR018C	1.044
YLR019W	1.020
YLR020C	1.016
YLR021W	0.997
YLR023C	1.006
YLR024C	0.980
YLR025W	0.927
YLR027C	0.883
YLR028C	0.985
YLR030W	0.989
YLR031W	0.997
YLR032W	0.912
YLR034C	1.001
YLR035C	1.000
YLR036C	1.003
YLR037C	0.981
YLR038C	0.868
YLR039C	0.971
YLR040C	0.998
YLR041W	0.984
YLR042C	0.986
YLR043C	1.000
YLR044C	0.983
YLR046C	0.999
YLR047C	0.989
YLR048W	0.668
YLR049C	0.990
YLR050C	0.970
YLR052W	0.932
YLR053C	0.997
YLR054C	1.013
YLR055C	0.939
YLR056W	0.973
YLR057W	0.998
YLR058C	0.959
YLR059C	0.995
YLR061W	0.686
YLR062C	0.703
YLR063W	0.991
YLR064W	1.003
YLR065C	0.991
YLR067C	NaN
YLR068W	0.579
YLR069C	NaN
YLR070C	0.999
YLR072W	1.001
YLR073C	1.010
YLR074C	0.549
YLR077W	1.012
YLR079W	0.833
YLR080W	1.000
YLR081W	1.001
YLR082C	0.994
YLR083C	0.967
YLR084C	0.983
YLR085C	0.974
YLR087C	0.853
YLR089C	0.984
YLR090W	1.012
YLR091W	0.944
YLR092W	1.008
YLR093C	1.017
YLR094C	1.008
YLR095C	1.029
YLR096W	1.011
YLR097C	1.001
YLR098C	0.990
YLR099C	0.986
YLR102C	1.006
YLR104W	1.002
YLR107W	1.014
YLR108C	1.000
YLR109W	1.003
YLR110C	0.929
YLR111W	0.993
YLR112W	0.996
YLR113W	0.984
YLR114C	1.022
YLR118C	1.010
YLR119W	0.992
YLR120C	0.996
YLR121C	1.000
YLR122C	1.006
YLR123C	1.007
YLR124W	1.008
YLR125W	1.010
YLR126C	0.993
YLR128W	0.984
YLR130C	1.015
YLR131C	0.829
YLR133W	0.985
YLR134W	0.993
YLR135W	NaN
YLR136C	0.987
YLR137W	0.994
YLR138W	0.964
YLR139C	NaN
YLR142W	0.988
YLR143W	0.973
YLR144C	0.988
YLR146C	0.970
YLR148W	NaN
YLR149C	NaN
YLR150W	0.986
YLR151C	0.988
YLR152C	0.986
YLR154C	0.992
YLR164W	0.978
YLR165C	0.976
YLR168C	0.975
YLR169W	0.991
YLR170C	0.965
YLR171W	0.956
YLR172C	0.965
YLR173W	0.994
YLR174W	0.989
YLR176C	0.934
YLR177W	0.987
YLR178C	1.014
YLR179C	1.006
YLR180W	0.998
YLR181C	0.963
YLR182W	0.878
YLR184W	0.526
YLR185W	0.688
YLR187W	0.955
YLR188W	0.989
YLR189C	0.992
YLR190W	0.964
YLR191W	0.947
YLR192C	0.877
YLR193C	0.935
YLR194C	0.975
YLR199C	1.005
YLR200W	1.007
YLR201C	NaN
YLR202C	NaN
YLR203C	NaN
YLR204W	0.978
YLR205C	1.000
YLR206W	0.989
YLR207W	0.988
YLR209C	0.984
YLR210W	0.975
YLR211C	1.016
YLR213C	1.004
YLR214W	0.967
YLR216C	0.943
YLR217W	0.930
YLR218C	0.991
YLR219W	1.007
YLR220W	1.003
YLR221C	0.996
YLR224W	1.035
YLR225C	1.016
YLR226W	NaN
YLR227C	1.004
YLR228C	1.011
YLR231C	1.005
YLR232W	0.983
YLR233C	0.932
YLR234W	0.422
YLR235C	0.124
YLR236C	0.991
YLR237W	1.011
YLR238W	0.979
YLR239C	0.959
YLR240W	NaN
YLR241W	1.008
YLR242C	0.541
YLR244C	0.178
YLR246W	1.028
YLR247C	0.992
YLR248W	0.980
YLR250W	0.967
YLR251W	0.985
YLR252W	0.999
YLR253W	1.004
YLR254C	1.006
YLR255C	1.003
YLR257W	0.998
YLR258W	0.978
YLR260W	NaN
YLR261C	0.917
YLR262C	0.946
YLR262C-A	1.003
YLR263W	0.983
YLR264W	0.918
YLR265C	1.011
YLR266C	1.008
YLR267W	0.998
YLR268W	0.786
YLR269C	0.990
YLR270W	NaN
YLR271W	0.986
YLR273C	0.944
YLR278C	1.005
YLR279W	1.008
YLR280C	0.997
YLR281C	1.003
YLR282C	1.006
YLR283W	0.995
YLR284C	0.978
YLR285W	0.968
YLR286C	0.950
YLR287C	0.978
YLR287C-A	0.948
YLR288C	0.996
YLR289W	0.998
YLR290C	1.001
YLR292C	0.949
YLR294C	0.977
YLR295C	NaN
YLR296W	0.977
YLR297W	0.997
YLR299W	1.011
YLR300W	1.009
YLR303W	1.010
YLR304C	NaN
YLR306W	0.986
YLR307W	0.984
YLR308W	0.977
YLR309C	0.998
YLR311C	0.976
YLR312C	0.995
YLR312W-A	0.454
YLR313C	1.014
YLR315W	0.585
YLR318W	0.935
YLR319C	0.969
YLR320W	0.317
YLR322W	0.243
YLR324W	0.998
YLR325C	1.011
YLR326W	1.002
YLR327C	1.000
YLR328W	0.991
YLR329W	1.003
YLR330W	0.961
YLR331C	0.964
YLR332W	0.971
YLR333C	0.973
YLR334C	1.004
YLR335W	0.961
YLR337C	0.798
YLR338W	0.407
YLR341W	0.970
YLR342W	0.267
YLR343W	0.992
YLR344W	0.974
YLR345W	0.981
YLR346C	1.010
YLR348C	1.022
YLR349W	0.995
YLR350W	1.006
YLR351C	1.003
YLR352W	1.015
YLR353W	1.029
YLR354C	0.947
YLR356W	1.003
YLR357W	0.557
YLR358C	0.627
YLR360W	1.022
YLR361C	1.014
YLR363C	1.007
YLR364W	1.011
YLR365W	1.018
YLR366W	0.949
YLR367W	0.982
YLR368W	0.930
YLR369W	NaN
YLR370C	0.429
YLR371W	0.482
YLR372W	0.543
YLR373C	0.736
YLR374C	0.901
YLR375W	0.996
YLR376C	0.990
YLR377C	1.020
YLR380W	1.030
YLR381W	0.955
YLR382C	NaN
YLR384C	0.864
YLR385C	1.025
YLR386W	1.013
YLR387C	1.025
YLR388W	0.863
YLR389C	1.009
YLR390W	1.005
YLR390W-A	0.997
YLR391W	0.997
YLR392C	0.975
YLR393W	0.963
YLR394W	1.021
YLR395C	1.005
YLR396C	NaN
YLR398C	0.969
YLR399C	0.388
YLR400W	1.017
YLR401C	1.015
YLR402W	0.872
YLR403W	NaN
YLR404W	0.997
YLR405W	1.025
YLR406C	1.000
YLR407W	1.022
YLR408C	1.033
YLR410W	1.021
YLR412W	0.980
YLR413W	1.021
YLR414C	0.986
YLR415C	1.011
YLR416C	1.029
YLR417W	0.966
YLR418C	0.859
YLR420W	0.986
YLR421C	1.015
YLR422W	1.035
YLR423C	0.623
YLR425W	0.948
YLR426W	0.770
YLR427W	1.000
YLR428C	1.011
YLR429W	1.003
YLR431C	0.999
YLR432W	1.000
YLR433C	0.999
YLR434C	1.010
YLR435W	0.364
YLR436C	0.995
YLR437C	1.005
YLR438W	1.016
YLR439W	NaN
YLR441C	0.875
YLR443W	1.005
YLR444C	1.014
YLR445W	1.015
YLR446W	1.014
YLR447C	0.697
YLR448W	0.831
YLR449W	0.995
YLR450W	1.002
YLR451W	0.991
YLR452C	1.014
YLR453C	1.001
YLR454W	0.996
YLR455W	0.973
YLR456W	1.007
YLR460C	1.000
YLR461W	0.974
YML001W	0.986
YML002W	0.990
YML003W	0.991
YML004C	1.014
YML005W	1.023
YML006C	1.004
YML007W	1.021
YML008C	0.996
YML009C	1.000
YML010C-B	0.501
YML010W-A	0.878
YML011C	0.991
YML012W	0.929
YML013C-A	0.750
YML013W	0.909
YML014W	0.881
YML016C	0.950
YML017W	0.989
YML018C	0.998
YML019W	0.976
YML020W	1.020
YML021C	0.969
YML022W	1.016
YML024W	0.571
YML026C	0.894
YML027W	1.013
YML028W	0.985
YML029W	1.001
YML030W	0.992
YML032C	0.477
YML033W	0.971
YML034W	0.962
YML035C	1.018
YML035C-A	0.998
YML036W	0.577
YML037C	1.031
YML038C	1.013
YML041C	0.999
YML042W	1.010
YML047C	1.003
YML048W	0.991
YML048W-A	0.991
YML050W	1.019
YML051W	1.010
YML052W	1.012
YML053C	NaN
YML054C	1.021
YML055W	0.993
YML056C	0.964
YML057W	1.008
YML058C-A	0.981
YML058W	0.996
YML059C	0.997
YML060W	1.002
YML061C	NaN
YML062C	0.861
YML063W	0.714
YML066C	1.007
YML067C	0.996
YML068W	0.984
YML070W	1.004
YML071C	0.966
YML072C	0.948
YML073C	0.782
YML074C	0.995
YML075C	1.037
YML076C	1.013
YML078W	0.930
YML079W	0.982
YML080W	0.956
YML081C-A	0.972
YML081W	0.984
YML082W	0.998
YML083C	0.989
YML084W	0.996
YML086C	1.024
YML087C	1.008
YML088W	0.996
YML089C	1.005
YML090W	0.986
YML094W	0.801
YML095C	0.983
YML095C-A	0.882
YML096W	0.990
YML097C	0.814
YML099C	1.003
YML100W	1.004
YML100W-A	0.990
YML101C	0.981
YML102C-A	0.915
YML102W	0.945
YML103C	0.964
YML104C	1.002
YML106W	1.004
YML107C	0.997
YML108W	0.986
YML109W	0.978
YML110C	NaN
YML111W	0.993
YML112W	0.763
YML113W	0.944
YML115C	0.947
YML116W	0.968
YML117W	0.936
YML117W-A	0.986
YML118W	0.986
YML119W	0.986
YML120C	0.984
YML121W	0.803
YML122C	0.815
YML123C	0.986
YML124C	0.801
YML128C	0.815
YML129C	NaN
YML131W	0.989
YMR002W	1.030
YMR003W	1.032
YMR004W	0.977
YMR006C	1.025
YMR007W	1.022
YMR008C	1.004
YMR009W	0.989
YMR010W	0.999
YMR011W	0.978
YMR012W	0.996
YMR014W	0.615
YMR015C	1.040
YMR016C	1.040
YMR017W	1.025
YMR018W	1.018
YMR019W	1.018
YMR020W	1.027
YMR021C	0.928
YMR022W	1.006
YMR023C	0.983
YMR024W	1.000
YMR025W	0.992
YMR026C	0.973
YMR027W	1.034
YMR029C	1.035
YMR030W	1.014
YMR031C	0.988
YMR031W-A	1.031
YMR032W	0.722
YMR034C	1.004
YMR035W	0.856
YMR036C	1.020
YMR037C	0.979
YMR038C	1.022
YMR039C	0.974
YMR040W	1.031
YMR041C	1.032
YMR042W	1.040
YMR044W	1.023
YMR048W	0.974
YMR052C-A	0.970
YMR052W	0.987
YMR053C	0.987
YMR054W	0.996
YMR055C	0.976
YMR056C	0.978
YMR057C	0.991
YMR058W	1.011
YMR060C	0.696
YMR062C	0.985
YMR063W	0.994
YMR064W	NaN
YMR065W	0.895
YMR066W	NaN
YMR067C	0.938
YMR068W	0.980
YMR069W	0.981
YMR070W	1.028
YMR071C	1.000
YMR072W	NaN
YMR073C	0.982
YMR074C	0.979
YMR075C-A	0.985
YMR075W	0.981
YMR077C	0.970
YMR078C	0.894
YMR080C	0.913
YMR081C	0.994
YMR082C	1.002
YMR083W	1.014
YMR084W	1.018
YMR085W	1.007
YMR086C-A	0.970
YMR086W	1.001
YMR087W	0.995
YMR088C	1.009
YMR089C	NaN
YMR090W	1.007
YMR091C	0.563
YMR092C	1.001
YMR095C	0.975
YMR096W	0.966
YMR097C	NaN
YMR098C	NaN
YMR099C	0.978
YMR100W	0.978
YMR101C	1.014
YMR102C	0.987
YMR103C	0.987
YMR104C	0.992
YMR105C	0.938
YMR106C	0.972
YMR107W	0.977
YMR109W	0.964
YMR110C	0.958
YMR111C	0.977
YMR114C	0.990
YMR115W	0.979
YMR116C	0.710
YMR118C	1.008
YMR119W	0.985
YMR119W-A	0.948
YMR120C	0.956
YMR121C	0.924
YMR122C	0.980
YMR123W	0.756
YMR124W	1.034
YMR125W	0.509
YMR126C	0.989
YMR127C	1.004
YMR129W	0.979
YMR130W	0.973
YMR132C	0.971
YMR133W	0.976
YMR135C	0.952
YMR135W-A	1.018
YMR136W	0.984
YMR137C	1.007
YMR138W	1.014
YMR139W	1.007
YMR140W	1.037
YMR141C	1.017
YMR142C	0.752
YMR143W	0.748
YMR144W	1.020
YMR145C	1.014
YMR147W	1.021
YMR148W	1.016
YMR150C	NaN
YMR151W	0.914
YMR152W	0.955
YMR153C-A	1.007
YMR153W	0.998
YMR154C	1.013
YMR155W	1.008
YMR156C	1.002
YMR157C	1.018
YMR158C-B	0.998
YMR158W	NaN
YMR158W-A	1.013
YMR159C	1.009
YMR160W	1.020
YMR161W	1.014
YMR162C	1.012
YMR163C	1.010
YMR164C	1.016
YMR166C	0.995
YMR167W	1.000
YMR169C	0.998
YMR170C	1.023
YMR171C	1.012
YMR172C-A	1.025
YMR172W	0.983
YMR173W	1.004
YMR173W-A	1.012
YMR174C	1.003
YMR175W	1.007
YMR176W	1.018
YMR177W	1.021
YMR178W	1.023
YMR179W	0.836
YMR180C	0.996
YMR181C	0.995
YMR182C	1.000
YMR183C	1.006
YMR184W	1.009
YMR186W	1.015
YMR187C	1.021
YMR188C	NaN
YMR189W	1.009
YMR190C	0.921
YMR191W	0.986
YMR192W	0.991
YMR193C-A	0.947
YMR193W	NaN
YMR194C-A	1.016
YMR194W	0.887
YMR195W	1.016
YMR196W	1.031
YMR198W	0.940
YMR199W	0.983
YMR201C	1.005
YMR202W	1.018
YMR204C	0.991
YMR205C	0.147
YMR206W	1.002
YMR207C	0.966
YMR209C	0.980
YMR210W	1.008
YMR214W	0.947
YMR215W	1.003
YMR216C	0.957
YMR219W	0.955
YMR221C	1.009
YMR222C	1.013
YMR223W	0.991
YMR224C	0.990
YMR225C	1.005
YMR226C	0.997
YMR228W	NaN
YMR230W	0.922
YMR232W	0.981
YMR233W	0.974
YMR234W	0.989
YMR237W	0.990
YMR238W	0.996
YMR241W	1.002
YMR242C	0.889
YMR243C	0.976
YMR244C-A	0.982
YMR244W	0.977
YMR245W	0.984
YMR246W	0.957
YMR247C	0.990
YMR250W	0.997
YMR251W	0.990
YMR251W-A	0.978
YMR252C	0.990
YMR253C	0.985
YMR254C	0.986
YMR255W	0.972
YMR256C	0.986
YMR257C	0.979
YMR258C	0.976
YMR259C	0.982
YMR261C	0.998
YMR262W	0.989
YMR263W	0.846
YMR264W	0.918
YMR265C	0.980
YMR266W	0.977
YMR267W	0.859
YMR269W	0.442
YMR271C	1.017
YMR272C	1.001
YMR273C	0.975
YMR274C	0.974
YMR275C	0.969
YMR276W	0.986
YMR278W	1.027
YMR279C	1.000
YMR280C	0.994
YMR282C	0.824
YMR283C	0.973
YMR284W	0.957
YMR285C	0.990
YMR286W	NaN
YMR287C	NaN
YMR289W	1.010
YMR291W	0.963
YMR292W	0.965
YMR293C	0.848
YMR294W	0.903
YMR294W-A	1.013
YMR295C	1.017
YMR297W	1.025
YMR299C	0.963
YMR300C	0.974
YMR302C	0.977
YMR303C	0.923
YMR304C-A	0.977
YMR304W	0.947
YMR305C	0.972
YMR306C-A	0.978
YMR306W	0.991
YMR307W	0.682
YMR310C	0.986
YMR311C	0.947
YMR312W	0.757
YMR313C	0.997
YMR315W	0.985
YMR316C-A	0.999
YMR316C-B	0.997
YMR316W	0.976
YMR317W	1.000
YMR318C	0.997
YMR319C	0.998
YMR320W	1.004
YMR322C	0.944
YMR326C	0.995
YNL001W	1.011
YNL003C	NaN
YNL004W	1.011
YNL005C	NaN
YNL009W	0.968
YNL010W	0.991
YNL011C	1.007
YNL012W	1.004
YNL013C	1.005
YNL014W	1.008
YNL016W	1.017
YNL020C	1.012
YNL022C	1.009
YNL023C	0.974
YNL024C	1.009
YNL025C	0.807
YNL027W	1.024
YNL031C	0.999
YNL032W	1.001
YNL034W	0.996
YNL035C	0.987
YNL041C	0.960
YNL043C	1.003
YNL044W	1.009
YNL045W	1.020
YNL046W	1.030
YNL047C	1.003
YNL049C	0.986
YNL051W	0.745
YNL052W	0.975
YNL053W	1.000
YNL054W	0.580
YNL055C	0.853
YNL056W	0.919
YNL057W	0.993
YNL058C	1.011
YNL059C	0.443
YNL063W	1.019
YNL064C	NaN
YNL065W	1.028
YNL066W	0.983
YNL067W	0.933
YNL068C	0.995
YNL069C	0.839
YNL070W	0.925
YNL071W	0.920
YNL072W	0.982
YNL073W	NaN
YNL074C	0.988
YNL076W	0.983
YNL077W	0.958
YNL078W	1.005
YNL079C	0.320
YNL080C	0.731
YNL081C	NaN
YNL082W	1.024
YNL083W	1.024
YNL084C	0.847
YNL085W	1.027
YNL086W	0.994
YNL087W	1.028
YNL089C	0.968
YNL090W	1.003
YNL091W	0.793
YNL092W	0.989
YNL093W	1.013
YNL094W	0.951
YNL095C	1.013
YNL096C	0.952
YNL097C	0.878
YNL098C	0.869
YNL099C	0.976
YNL100W	1.006
YNL101W	1.014
YNL104C	1.059
YNL105W	1.024
YNL106C	1.051
YNL107W	0.975
YNL108C	0.995
YNL109W	0.951
YNL111C	1.004
YNL115C	0.989
YNL116W	0.957
YNL117W	1.003
YNL119W	0.886
YNL120C	0.751
YNL121C	0.967
YNL122C	0.989
YNL123W	0.980
YNL125C	1.021
YNL127W	0.994
YNL128W	0.987
YNL129W	0.979
YNL130C	1.023
YNL133C	0.507
YNL134C	0.980
YNL135C	0.929
YNL136W	0.911
YNL138W	NaN
YNL139C	0.218
YNL140C	0.886
YNL141W	0.976
YNL142W	0.992
YNL143C	0.989
YNL144C	0.993
YNL145W	0.992
YNL146W	0.991
YNL147W	0.859
YNL148C	0.908
YNL154C	1.006
YNL155W	1.001
YNL157W	1.028
YNL159C	1.033
YNL160W	1.009
YNL168C	1.008
YNL170W	0.990
YNL173C	1.015
YNL175C	0.958
YNL176C	0.993
YNL177C	0.890
YNL179C	0.993
YNL183C	0.944
YNL184C	0.842
YNL187W	0.995
YNL190W	1.001
YNL191W	0.995
YNL193W	1.000
YNL194C	1.006
YNL195C	1.007
YNL196C	0.973
YNL197C	0.978
YNL198C	1.001
YNL199C	0.780
YNL200C	1.016
YNL201C	0.946
YNL202W	0.968
YNL203C	0.963
YNL204C	0.967
YNL205C	0.953
YNL206C	0.969
YNL211C	0.965
YNL212W	0.985
YNL214W	0.967
YNL215W	0.919
YNL217W	0.993
YNL219C	0.949
YNL220W	0.725
YNL224C	0.915
YNL225C	0.599
YNL226W	0.887
YNL227C	0.896
YNL228W	0.869
YNL229C	0.904
YNL230C	0.965
YNL231C	1.020
YNL233W	0.971
YNL235C	0.951
YNL236W	0.859
YNL237W	0.896
YNL239W	NaN
YNL242W	0.995
YNL246W	0.567
YNL248C	0.824
YNL249C	0.981
YNL250W	0.303
YNL252C	NaN
YNL253W	0.997
YNL254C	0.999
YNL255C	0.980
YNL257C	0.984
YNL259C	0.991
YNL264C	0.971
YNL265C	1.003
YNL266W	0.998
YNL268W	0.978
YNL269W	0.982
YNL270C	0.977
YNL271C	0.751
YNL273W	0.930
YNL274C	0.981
YNL275W	0.997
YNL278W	0.990
YNL279W	0.993
YNL280C	0.890
YNL281W	0.966
YNL283C	0.919
YNL284C	0.882
YNL285W	0.980
YNL286W	0.988
YNL288W	1.007
YNL289W	0.983
YNL291C	0.988
YNL292W	0.969
YNL293W	0.974
YNL294C	0.989
YNL295W	0.969
YNL296W	0.334
YNL297C	0.500
YNL299W	0.970
YNL300W	0.962
YNL301C	0.978
YNL303W	0.982
YNL304W	0.972
YNL305C	0.978
YNL307C	0.897
YNL311C	0.980
YNL314W	0.923
YNL315C	0.924
YNL316C	0.993
YNL318C	0.983
YNL319W	0.960
YNL321W	0.962
YNL322C	0.955
YNL323W	0.935
YNL324W	0.987
YNL325C	0.999
YNL326C	0.996
YNL327W	0.950
YNL328C	0.967
YNL329C	0.912
YNL332W	0.980
YNL333W	0.962
YNL334C	0.978
YNL335W	0.979
YNL336W	0.978
YNL338W	0.983
YNL339C	0.981
YNR001C	0.988
YNR002C	1.019
YNR004W	0.972
YNR005C	1.000
YNR006W	NaN
YNR007C	0.963
YNR008W	1.023
YNR009W	0.994
YNR012W	0.944
YNR013C	0.977
YNR014W	1.008
YNR015W	1.013
YNR018W	0.997
YNR019W	1.018
YNR020C	NaN
YNR021W	1.019
YNR024W	1.003
YNR025C	1.000
YNR027W	1.033
YNR028W	1.021
YNR029C	1.036
YNR030W	0.993
YNR031C	0.985
YNR032C-A	0.997
YNR032W	1.011
YNR033W	0.994
YNR034W	1.010
YNR036C	NaN
YNR037C	NaN
YNR039C	1.001
YNR040W	0.969
YNR041C	NaN
YNR042W	NaN
YNR045W	NaN
YNR048W	0.999
YNR049C	1.008
YNR050C	0.975
YNR051C	0.967
YNR052C	0.510
YNR055C	1.007
YNR056C	1.003
YNR057C	1.007
YNR058W	1.035
YNR059W	1.011
YNR060W	0.990
YNR061C	1.012
YNR062C	1.018
YNR063W	NaN
YNR064C	NaN
YNR065C	NaN
YNR066C	1.011
YNR067C	0.979
YNR068C	1.077
YNR069C	1.009
YNR070W	1.013
YNR071C	1.003
YNR072W	0.996
YNR073C	0.994
YNR074C	1.051
YNR075W	1.000
YOL001W	0.744
YOL002C	1.001
YOL003C	0.991
YOL004W	0.752
YOL006C	0.952
YOL007C	0.983
YOL008W	0.937
YOL009C	NaN
YOL011W	0.975
YOL012C	NaN
YOL013C	0.989
YOL013W-A	1.023
YOL014W	1.011
YOL015W	1.003
YOL016C	0.994
YOL017W	0.993
YOL018C	0.937
YOL019W	0.993
YOL020W	0.964
YOL023W	0.640
YOL024W	0.984
YOL025W	0.983
YOL027C	0.922
YOL028C	0.997
YOL029C	1.003
YOL030W	0.987
YOL031C	0.997
YOL032W	0.988
YOL033W	NaN
YOL035C	0.984
YOL036W	0.986
YOL037C	0.980
YOL039W	0.968
YOL041C	0.941
YOL042W	1.001
YOL043C	1.000
YOL044W	0.953
YOL045W	0.995
YOL046C	0.981
YOL047C	0.960
YOL048C	0.970
YOL049W	0.991
YOL050C	0.937
YOL051W	0.545
YOL052C	0.998
YOL053C-A	1.000
YOL053W	0.993
YOL054W	0.962
YOL055C	0.995
YOL056W	0.993
YOL057W	0.990
YOL058W	0.975
YOL059W	0.948
YOL060C	1.004
YOL061W	1.010
YOL062C	1.017
YOL063C	1.002
YOL064C	0.908
YOL065C	0.989
YOL067C	0.970
YOL068C	0.984
YOL070C	0.966
YOL071W	0.982
YOL072W	0.730
YOL075C	0.990
YOL076W	NaN
YOL079W	0.996
YOL080C	0.996
YOL081W	NaN
YOL082W	0.974
YOL083W	0.972
YOL084W	1.001
YOL085C	1.003
YOL086C	NaN
YOL087C	0.949
YOL088C	0.906
YOL089C	0.960
YOL090W	0.960
YOL091W	1.025
YOL092W	1.016
YOL093W	0.994
YOL095C	NaN
YOL096C	NaN
YOL098C	0.999
YOL099C	0.986
YOL100W	0.993
YOL101C	0.978
YOL103W	1.021
YOL104C	1.015
YOL105C	1.018
YOL106W	1.003
YOL107W	1.005
YOL108C	0.970
YOL109W	1.013
YOL110W	0.987
YOL111C	0.950
YOL112W	0.986
YOL113W	0.986
YOL114C	1.009
YOL115W	NaN
YOL116W	1.009
YOL117W	1.025
YOL118C	1.030
YOL119C	1.015
YOL121C	0.822
YOL122C	0.984
YOL124C	0.993
YOL125W	1.010
YOL126C	1.021
YOL128C	1.025
YOL129W	0.996
YOL131W	1.013
YOL132W	1.006
YOL136C	0.997
YOL137W	1.043
YOL138C	0.995
YOL141W	1.013
YOL143C	NaN
YOL147C	0.984
YOL148C	0.621
YOL150C	0.957
YOL151W	1.000
YOL152W	0.999
YOL153C	0.989
YOL155C	1.006
YOL158C	1.007
YOL159C	0.997
YOL160W	0.995
YOL162W	0.998
YOL163W	0.999
YOR001W	0.735
YOR002W	0.899
YOR003W	0.988
YOR005C	0.989
YOR006C	0.963
YOR007C	0.995
YOR008C	1.047
YOR008C-A	0.963
YOR009W	0.987
YOR010C	0.989
YOR011W	1.001
YOR012W	0.980
YOR013W	0.991
YOR014W	0.819
YOR015W	0.978
YOR016C	0.988
YOR017W	0.971
YOR018W	0.979
YOR019W	1.008
YOR021C	0.974
YOR022C	0.992
YOR023C	0.993
YOR024W	0.980
YOR025W	0.932
YOR026W	0.576
YOR027W	0.982
YOR028C	0.990
YOR029W	0.989
YOR030W	1.001
YOR031W	0.991
YOR032C	1.003
YOR033C	0.987
YOR034C	0.995
YOR035C	0.293
YOR036W	0.560
YOR037W	0.984
YOR038C	0.962
YOR039W	0.964
YOR040W	0.998
YOR041C	1.024
YOR042W	1.004
YOR043W	0.987
YOR044W	0.999
YOR045W	0.999
YOR047C	0.982
YOR049C	0.985
YOR050C	0.999
YOR051C	0.974
YOR052C	1.004
YOR053W	0.988
YOR054C	0.987
YOR055W	1.007
YOR058C	0.979
YOR059C	1.034
YOR061W	0.999
YOR062C	1.007
YOR064C	0.994
YOR065W	NaN
YOR066W	0.993
YOR067C	0.915
YOR068C	1.003
YOR069W	1.004
YOR070C	0.967
YOR071C	0.963
YOR072W	0.990
YOR073W	0.773
YOR076C	0.969
YOR078W	0.757
YOR079C	0.990
YOR080W	0.616
YOR081C	0.997
YOR082C	0.986
YOR083W	1.008
YOR084W	1.002
YOR085W	0.986
YOR086C	1.005
YOR087W	1.005
YOR088W	1.002
YOR089C	0.845
YOR090C	1.005
YOR091W	0.941
YOR092W	1.003
YOR093C	1.001
YOR094W	1.010
YOR096W	0.696
YOR097C	0.977
YOR099W	1.000
YOR100C	0.999
YOR101W	0.993
YOR104W	0.962
YOR105W	0.986
YOR106W	0.853
YOR107W	0.979
YOR108W	0.995
YOR109W	0.981
YOR111W	0.983
YOR112W	0.991
YOR113W	1.002
YOR114W	1.003
YOR115C	0.993
YOR118W	0.996
YOR120W	0.985
YOR121C	0.997
YOR123C	0.952
YOR124C	0.981
YOR125C	NaN
YOR126C	0.976
YOR127W	0.984
YOR129C	0.994
YOR130C	0.973
YOR131C	0.992
YOR132W	0.983
YOR133W	0.994
YOR134W	0.985
YOR135C	0.958
YOR136W	0.956
YOR137C	0.975
YOR138C	0.981
YOR139C	1.067
YOR140W	1.075
YOR141C	0.789
YOR142W	0.995
YOR144C	0.956
YOR147W	0.979
YOR150W	NaN
YOR152C	1.015
YOR153W	1.002
YOR154W	0.993
YOR155C	0.995
YOR156C	0.970
YOR158W	NaN
YOR161C	0.995
YOR162C	0.994
YOR163W	1.014
YOR164C	0.994
YOR165W	0.995
YOR166C	0.998
YOR167C	0.984
YOR170W	1.006
YOR171C	1.023
YOR172W	0.987
YOR173W	0.994
