orf	hom | growth (culture turbidity) | dessication [unknown] | Shima J~Takagi H, 2008
YAL002W	0.3389688595613904
YAL004W	-1.8317060560644913
YAL005C	0.1884187591279827
YAL007C	0.24862558726923822
YAL008W	-2.1967979732380485
YAL009W	-0.4388210506711231
YAL010C	-4.300155499936526
YAL011W	-3.4486016857506936
YAL012W	
YAL013W	-3.0057260308086398
YAL014C	0.16348076457107416
YAL015C	0.2409246757638366
YAL016W	-3.2746652511550196
YAL017W	0.1933836590509155
YAL018C	-1.230509021952029
YAL019W	-4.123937783636932
YAL020C	0.09957862895010774
YAL021C	0.03197784236667284
YAL022C	0.0772939689857219
YAL023C	-0.15254528852844484
YAL024C	
YAL026C	-0.476777003402263
YAL027W	0.18517183771500553
YAL028W	0.16937219987156227
YAL029C	0.12921391822372755
YAL030W	0.047462430536117525
YAL031C	-4.388893812222229
YAL034C	-0.0933593479295281
YAL035W	
YAL036C	0.1586763656428955
YAL037W	0.1707660538026879
YAL039C	0.4241260083557364
YAL040C	-0.9749584298688607
YAL042C-A	0.01534345584747415
YAL042W	0.0958366082619046
YAL044C	-1.531110015222356
YAL045C	0.1078823888067938
YAL046C	0.12684873761875043
YAL047C	0.08471441896455313
YAL048C	0.14183795556286438
YAL049C	0.13367950745899246
YAL051W	0.02482237686925627
YAL053W	0.047382471627435065
YAL054C	-0.3185982519039054
YAL055W	-0.21960784871703087
YAL056C-A	0.25781322838309534
YAL056W	-1.2600693209274119
YAL058W	-0.08664206237669564
YAL059W	0.037128709232962985
YAL060W	0.027921193795238376
YAL061W	0.08929420401694084
YAL062W	0.13679982793856765
YAL064C-A	0.1254795683879542
YAL065C	0.08130317786194591
YAL066W	0.10624027842346531
YAL067C	-0.11100704809034478
YAL068C	0.027868006423937323
YAR002C-A	0.04904214769915725
YAR002W	0.1020200728095027
YAR003W	-0.6498704730523615
YAR014C	-2.196857666060258
YAR015W	-1.8653352693585143
YAR018C	0.34495453636365286
YAR020C	0.21078297295417567
YAR023C	0.19049426081624643
YAR027W	0.0844761348891083
YAR028W	0.16056415359075893
YAR029W	-0.06540479124363582
YAR030C	0.11717583169050297
YAR031W	0.10464971247907726
YAR035W	0.1175083959536994
YAR042W	0.1869306054560964
YAR047C	0.1389423755125586
YAR050W	0.2209571953496683
YBL001C	-0.21457498279081033
YBL002W	0.029439206443732227
YBL003C	0.12749422121219775
YBL005W	0.18015173420371924
YBL006C	-2.019828675608512
YBL007C	
YBL008W	0.06911035203874143
YBL009W	0.015269163375444627
YBL010C	-0.06740090088788712
YBL011W	0.020209698236613494
YBL012C	0.047807440192732344
YBL013W	0.102857219020672
YBL015W	0.09948644641704156
YBL017C	0.0450195576310441
YBL019W	0.11460981202064181
YBL021C	0.24380595568451377
YBL022C	-0.04104699302257241
YBL024W	-1.497415168920281
YBL027W	0.9085951623363457
YBL028C	0.01767628366702505
YBL029W	0.1374560609610883
YBL031W	-0.3098306760285764
YBL032W	0.1635304165610622
YBL033C	
YBL036C	0.1423735474023171
YBL037W	0.2643025198158639
YBL038W	
YBL039C	-0.28725193202764315
YBL042C	-0.15251108382134754
YBL043W	0.2780274783811217
YBL044W	0.15598747957918974
YBL045C	
YBL046W	0.0423396083266989
YBL047C	-0.009122934556354847
YBL048W	0.1816352673846727
YBL049W	0.19366783977566576
YBL051C	0.03038199704693426
YBL052C	0.0969511344068213
YBL053W	0.23350568547562608
YBL054W	0.2946117015772146
YBL055C	0.2864955954498959
YBL056W	0.14595536805259554
YBL057C	0.07832821216793585
YBL058W	
YBL059W	0.04935415658105561
YBL060W	0.167105560420843
YBL061C	0.18347510527236602
YBL062W	0.1591333291331062
YBL063W	0.18913735184582334
YBL064C	0.14473531366500594
YBL065W	0.16850932038500685
YBL066C	0.24763269537837257
YBL067C	0.48855568932259885
YBL068W	0.2327572136719285
YBL069W	0.05939891296758168
YBL070C	0.08651166317896354
YBL071C	0.09592831970569972
YBL072C	1.537515716490141
YBL075C	0.11429062439414583
YBL078C	0.29003493237625083
YBL079W	0.33581724442893784
YBL080C	
YBL081W	0.1512327421215286
YBL082C	0.02895250006477675
YBL083C	-2.532578855458338
YBL085W	0.09753141772901144
YBL086C	0.08695306849014797
YBL087C	0.14179868486949226
YBL088C	0.11078715835192386
YBL089W	0.1931516759555245
YBL090W	
YBL091C	0.16492034201842715
YBL091C-A	0.04364858837923794
YBL093C	
YBL094C	-0.059577581141639156
YBL095W	0.1414596250415051
YBL096C	0.15026112406449174
YBL098W	0.13124805031409606
YBL099W	
YBL100C	
YBL101C	0.23099892288303767
YBL102W	0.18157210184648404
YBL104C	0.14026216855598692
YBL106C	0.11952927360280835
YBL107C	0.061581546467610666
YBR001C	0.18439438795530866
YBR003W	
YBR005W	0.13636399237434088
YBR006W	0.13179644708628052
YBR007C	0.1757052371005515
YBR008C	0.015336291890579492
YBR009C	-0.7196076159154996
YBR010W	0.04714175716538305
YBR012C	0.09811544955713478
YBR013C	0.09509857246256835
YBR014C	0.10970234677015721
YBR015C	0.02865577808557041
YBR016W	0.01652512477361455
YBR018C	0.04312224157715227
YBR019C	-0.0707708002199956
YBR020W	
YBR022W	0.007545656513530487
YBR023C	-0.07375470296707344
YBR024W	0.06497068157070487
YBR025C	0.16421395789831203
YBR026C	-2.786891866802037
YBR027C	-0.2338395452405272
YBR028C	0.007359146929520531
YBR030W	-0.08828452503654087
YBR031W	-0.1567521976040856
YBR032W	0.08332253238716679
YBR033W	0.04976855850538307
YBR034C	-0.06548213835479319
YBR035C	-0.4165311296165867
YBR036C	0.01837831869711878
YBR037C	
YBR038W	0.014051627381802786
YBR040W	0.004249442858267046
YBR041W	-0.4868612541746256
YBR042C	-0.02771631415732469
YBR043C	-0.018689450801697496
YBR044C	-0.08416989944595629
YBR045C	-0.0408863518371762
YBR046C	0.08311473299004334
YBR047W	0.08596929527801864
YBR048W	-1.0985224241348726
YBR050C	0.0026092555399448553
YBR051W	-0.10017540302422134
YBR052C	0.0051930918196886906
YBR053C	-0.0372236393728244
YBR054W	-0.18927968681144855
YBR056W	0.06543096833756726
YBR057C	0.025246263306403
YBR058C	0.08657459014114703
YBR059C	0.020592418125552743
YBR062C	-0.07545914735982735
YBR063C	-0.024483466440536727
YBR064W	-0.02572102498894243
YBR065C	-0.10699051537594345
YBR066C	-0.009479558854659014
YBR067C	-0.11118465985727329
YBR068C	0.03926878564854582
YBR069C	-0.3617330942298782
YBR071W	0.010116637496594293
YBR072W	-0.24383271094436357
YBR073W	-0.24219940097196535
YBR074W	0.13652636923261402
YBR076W	-0.2896042383362888
YBR077C	-0.5131225685229908
YBR078W	-2.254390252233192
YBR083W	-0.01927967088033186
YBR084C-A	0.09803115847291048
YBR084W	0.17134053932453724
YBR089C-A	0.0045605539727160685
YBR090C	0.000656556404514463
YBR092C	0.07562730038095263
YBR093C	0.036008176556000485
YBR094W	0.06673376652520106
YBR098W	0.21080807855623437
YBR099C	0.3920437975091802
YBR101C	0.20670829127628224
YBR103W	-0.2590579817142861
YBR104W	0.03101728327637722
YBR105C	-0.03699876182375936
YBR106W	-2.6717584490730024
YBR107C	0.14809307513053796
YBR108W	0.2860595797572861
YBR112C	
YBR113W	0.12902931550296878
YBR114W	-0.14770965412597079
YBR116C	0.004638810483498271
YBR119W	-0.016552041226645605
YBR120C	0.30065014940277096
YBR125C	0.01960128326988669
YBR126C	-4.401434232127929
YBR127C	-4.383063354986368
YBR128C	-0.016419227860035416
YBR129C	0.004999613878485746
YBR130C	-0.01376094650735354
YBR131W	0.16616296221012433
YBR133C	0.20797783703919911
YBR134W	
YBR137W	0.09276832546138755
YBR138C	-0.03668405201782909
YBR139W	-0.15714378628199324
YBR141C	-0.16347985756618297
YBR144C	0.1633890334283713
YBR145W	0.181134620642908
YBR146W	0.16151385699373041
YBR147W	0.03329035124422396
YBR148W	0.025117837969402073
YBR149W	0.058720002447648884
YBR150C	0.08862415919277279
YBR151W	-0.20112224262319772
YBR156C	-0.19418313617417268
YBR157C	0.12074252591600991
YBR158W	0.08338559943695907
YBR159W	0.019422667270314727
YBR161W	0.017626785579844442
YBR162C	-0.1413385923570794
YBR162W-A	-0.22416219769612625
YBR163W	-4.364965442679568
YBR164C	-0.054265025803400306
YBR168W	-1.4281304782889672
YBR169C	-0.010082138667490538
YBR170C	-0.0629160679593113
YBR171W	-3.4498383503027914
YBR172C	-0.04769301479415407
YBR173C	-3.6956808955123774
YBR174C	-0.20874428681311777
YBR175W	-0.09947199427553646
YBR176W	0.15519670215925652
YBR177C	0.2056892877502763
YBR178W	0.1845074637747707
YBR179C	-4.391493166020644
YBR180W	0.03319122872303669
YBR181C	0.44726710825215654
YBR182C	0.08080392089419344
YBR183W	0.06454471525362343
YBR184W	-0.08965356685488861
YBR185C	-0.035321182253636244
YBR186W	0.06896574277331037
YBR187W	-0.002257404486075297
YBR188C	0.15721653996038676
YBR189W	-3.5650355789905164
YBR191W	-0.6202018383316878
YBR194W	
YBR195C	0.10343469562970047
YBR197C	-0.02880586252513073
YBR199W	0.06907483654413119
YBR200W	-4.368719983244889
YBR201W	0.045945204876986515
YBR203W	0.01922861818128993
YBR204C	0.04770230546277001
YBR205W	0.0780625705973286
YBR206W	0.07627226067258767
YBR207W	0.027802755737309944
YBR208C	0.09139597540726885
YBR210W	-0.018948495724575132
YBR212W	0.1161242609091725
YBR213W	0.04719359489119718
YBR214W	0.021486195540128056
YBR215W	-0.005935372966975756
YBR216C	-0.018229151118266722
YBR217W	0.13319060460349222
YBR218C	0.09125225119150787
YBR219C	0.011737863986508699
YBR220C	0.04020300113974959
YBR221C	-0.5705088995255233
YBR222C	0.0587843998139485
YBR223C	0.04973627666740559
YBR224W	0.3231743140189107
YBR225W	0.17377076206913789
YBR226C	0.15943321808662647
YBR227C	0.018873680610305338
YBR228W	0.08055170224947353
YBR229C	0.03979797563225906
YBR230C	-0.027539169046767897
YBR231C	-0.37533228612302166
YBR232C	
YBR233W	-0.09526592077477396
YBR235W	0.06346830539225329
YBR238C	0.1667495897780883
YBR239C	-0.06827265837202647
YBR240C	0.024465712972653476
YBR241C	-0.057284653395257554
YBR242W	-0.10830087027618708
YBR244W	0.1376303564027146
YBR245C	-0.13195720556438947
YBR246W	-0.14073326030379474
YBR248C	-0.04577291190598705
YBR249C	0.1672302359758505
YBR250W	0.003036913389431724
YBR251W	-0.15450191721551185
YBR255W	-0.3586162231044096
YBR258C	0.0587568255671171
YBR259W	-0.02021821411818747
YBR260C	-0.03354869545191216
YBR261C	0.13325860462673145
YBR262C	0.029788268920079488
YBR263W	-0.14178039530778552
YBR264C	-0.20827831372038466
YBR266C	-2.2539303823316166
YBR267W	-2.9983597671586364
YBR268W	-2.0427620608028065
YBR269C	-1.1507020201588205
YBR270C	0.060077790432722884
YBR271W	0.08561106550394611
YBR272C	0.03308260918759857
YBR273C	0.16281690984657443
YBR274W	0.10701112612272395
YBR275C	0.10412893021318038
YBR276C	0.07651579089118574
YBR277C	-1.2677504824822143
YBR278W	-1.0112723349850206
YBR279W	-4.412361998871406
YBR280C	0.07304738117807179
YBR281C	0.035992783246782206
YBR282W	-4.412254074918838
YBR283C	-1.639747306360066
YBR284W	-0.5468061242336623
YBR285W	0.06056944754562004
YBR286W	-0.28336956969642835
YBR287W	0.10877649265686129
YBR288C	0.37192492569887714
YBR289W	-2.6812460245969065
YBR290W	-0.23580506511963975
YBR291C	-0.19275555353046428
YBR292C	0.02583098470950031
YBR293W	0.050078488010041715
YBR294W	0.07532539715687862
YBR295W	-0.41769551881038924
YBR296C	-0.385789029596781
YBR297W	-0.48110293960333916
YBR298C	-1.7168512263300988
YBR299W	-0.12253364066473389
YBR300C	-0.5377540839353131
YBR301W	-0.0668623746958286
YCL001W	0.025152820316903468
YCL001W-A	-0.0480869781924507
YCL002C	-0.15484373304303856
YCL005W	-0.5776431726725496
YCL007C	-4.398831344103738
YCL008C	-2.7230902099193353
YCL009C	-0.2622987474342213
YCL010C	-2.698233427633567
YCL011C	-0.18838582347044125
YCL014W	-0.12284749400676455
YCL016C	-4.0236205563184955
YCL022C	0.10704839740172839
YCL023C	0.00264854195556801
YCL024W	-0.39768123127922045
YCL025C	-0.17266444643738035
YCL026C-A	-0.035866150987809424
YCL027W	0.1326609195578067
YCL028W	0.13565135518213792
YCL029C	-2.1452650236271116
YCL030C	-0.2138939303177334
YCL032W	-0.5456996716601341
YCL033C	-0.2565010991101174
