orf	hom | growth (pooled culture, microarray) | time [5 gen], benzo[a]pyrene [82.5 uM] | YPD + DMSO [1%] | O'Connor STF~Vulpe CD, 2012	hom | growth (pooled culture, microarray) | time [5 gen], benzo[a]pyrene [165 uM] | YPD + DMSO [1%] | O'Connor STF~Vulpe CD, 2012	hom | growth (pooled culture, microarray) | time [5 gen], benzo[a]pyrene [330 uM] | YPD + DMSO [1%] | O'Connor STF~Vulpe CD, 2012	hom | growth (pooled culture, microarray) | time [15 gen], benzo[a]pyrene [82.5 uM] | YPD + DMSO [1%] | O'Connor STF~Vulpe CD, 2012	hom | growth (pooled culture, microarray) | time [15 gen], benzo[a]pyrene [165 uM] | YPD + DMSO [1%] | O'Connor STF~Vulpe CD, 2012	hom | growth (pooled culture, microarray) | time [15 gen], benzo[a]pyrene [330 uM] | YPD + DMSO [1%] | O'Connor STF~Vulpe CD, 2012
YDR175C	-3.4	-3.5	-3.4	2.4	2.1	0.0
YDR179C	0.0	1.2	0.0	0.0	0.0	-2.2
YDR194C	0.0	-1.6	0.0	0.0	0.0	0.0
YDR195W	-3.1	-3.3	-3.0	0.0	0.0	0.0
YDR204W	-1.4	-1.5	-1.4	2.1	1.9	1.9
YDR218C	0.0	0.0	0.0	-1.2	-1.2	-1.3
YDR219C	-1.1	-1.2	-1.1	0.0	0.0	0.0
YDR220C	-1.0	-1.4	-1.0	0.0	0.0	0.0
YDR221W	-2.1	-2.0	-2.1	2.3	2.3	2.0
YDR242W	0.0	0.0	0.0	-2.3	0.0	0.0
YDR247W	0.0	0.0	0.0	0.0	1.3	1.1
YDR249C	0.0	0.0	0.0	1.3	1.1	1.1
YDR252W	-1.3	-1.1	-1.2	0.0	0.0	0.0
YDR253C	1.4	1.6	1.6	0.0	0.0	0.0
YDR254W	-1.1	0.0	0.0	0.0	0.0	0.0
YDR255C	0.0	0.0	0.0	-4.2	-4.2	-4.3
YDR264C	-1.7	-1.7	-1.5	0.0	0.0	0.0
YDR274C	0.0	0.0	0.0	-1.3	-1.7	-1.7
YDR291W	-3.9	-3.8	-3.8	3.8	3.8	3.2
YDR297W	-1.3	0.0	0.0	0.0	0.0	0.0
YDR305C	-1.5	-1.4	-1.5	0.0	0.0	0.0
YDR312W	-3.6	-3.7	-3.7	0.0	0.0	0.0
YDR314C	-1.4	-1.4	0.0	0.0	0.0	0.0
YDR316W	0.0	0.0	0.0	0.0	0.0	-1.5
YDR321W	-1.7	-1.7	-1.7	0.0	0.0	0.0
YDR322W	-2.6	-2.7	-4.0	0.0	0.0	0.0
YDR326C	-2.6	-2.7	-2.7	0.0	0.0	0.0
YDR336W	-0.65	-2.5	-2.5	0.0	-2.5	-2.7
YDR338C	-1.5	0.0	-1.4	-2.2	0.0	-1.2
YDR349C	-1.8	-2.1	-1.7	0.0	0.0	0.0
YDR351W	-1.4	-1.3	-1.3	1.6	0.0	1.3
YDR352W	0.0	0.0	0.0	1.0	1.0	1.0
YDR354W	0.0	-1.4	-1.1	0.0	0.0	0.0
YDR359C	-1.4	-1.7	-1.5	0.0	0.0	0.0
YDR360W	-1.4	-1.5	-1.4	0.0	0.0	0.0
YDR377W	0.0	0.0	0.0	0.0	-1.5	-1.7
YDR379W	0.0	0.0	0.0	1.7	1.7	1.4
YDR384C	-2.6	-2.5	-2.4	3.4	3.3	3.3
YDR385W	-1.8	-1.8	-1.8	1.8	0.0	1.6
YDR389W	-1.8	-2.2	-2.0	0.0	0.0	0.0
YDR391C	0.0	0.0	0.0	1.8	1.6	1.7
YDR392W	-1.6	-1.9	-1.7	0.0	0.0	0.0
YDR400W	-2.1	-2.1	-2.1	1.8	2.2	1.9
YDR403W	-1.8	-1.6	-1.6	2.1	2.0	2.0
YDR409W	-1.3	-1.6	-1.3	0.0	0.0	0.0
YDR415C	-1.6	-1.5	-1.5	0.0	0.0	0.0
YDR430C	-1.6	-1.6	-1.5	0.0	0.0	0.0
YDR431W	0.0	0.0	0.0	5.6	5.4	5.6
YDR440W	-1.7	-1.7	-1.7	0.0	0.0	0.0
YDR443C	-1.3	-1.4	0.0	-1.4	-1.4	0.0
YDR444W	-1.2	0.0	-1.2	1.9	2.0	1.9
YDR450W	-1.3	0.0	0.0	0.0	0.0	0.0
YDR453C	0.0	0.0	0.0	1.1	1.2	0.0
YDR456W	-2.2	-2.2	-2.3	0.0	0.0	0.0
YDR457W	0.0	0.0	0.0	-2.5	-3.0	-2.5
YDR465C	0.0	0.0	0.0	0.0	-1.6	-1.9
YDR477W	0.0	0.0	0.0	1.7	0.0	0.0
YDR514C	1.2	0.0	1.1	0.0	0.0	0.0
YDR516C	0.0	-1.2	-1.0	0.0	0.0	0.0
YDR529C	0.0	0.0	0.0	0.0	-1.2	0.0
YDR539W	0.0	0.0	0.0	1.2	1.3	1.4
YDR540C	0.0	0.0	-1.0	0.0	0.0	0.0
YEL003W	0.0	-1.2	0.0	0.0	0.0	0.0
YEL004W	0.0	0.0	0.0	0.0	-1.4	-1.2
YEL012W	0.0	0.0	0.0	-2.1	-2.9	-2.9
YEL028W	0.0	0.0	0.0	4.7	4.9	3.0
YEL033W	-1.5	-1.6	-1.4	0.0	0.0	0.0
YEL043W	0.0	0.0	0.0	-2.1	-2.4	-1.8
YEL045C	-1.5	-1.5	-1.6	0.0	0.0	0.0
YEL046C	-1.7	-2.0	-2.1	0.0	0.0	-1.7
YEL047C	0.0	-0.9	0.0	0.0	0.0	0.0
YEL048C	0.0	0.0	-0.9	0.0	0.0	0.0
YEL056W	0.0	0.0	0.0	3.1	3.1	3.1
YEL057C	-1.3	-1.3	-1.4	1.4	1.3	1.2
YEL068C	0.0	0.0	0.0	2.6	2.5	2.6
YER032W	-1.7	-1.8	-1.8	0.0	0.0	0.0
YER047C	0.0	0.0	0.0	0.0	0.0	-1.5
YER053C	0.0	0.0	0.0	-1.65	-1.6	-1.6
YER055C	-1.8	-1.6	-1.7	0.0	0.0	0.0
YER056C	-2.4	-2.4	-2.3	2.4	2.6	2.6
YER058W	0.0	0.0	0.0	-1.7	-2.2	-2.0
YER060W	0.0	0.0	0.0	3.1	3.1	3.2
YER060W-A	-2.5	-2.4	-2.6	0.0	0.0	0.0
YER080W	-1.2	-1.4	-1.3	0.0	0.0	0.0
YER087C-B	-2.9	-3.1	-2.9	0.0	0.0	0.0
YER087W	0.0	-1.2	0.0	0.0	0.0	0.0
YER088C	-1.2	-1.4	-1.4	0.0	0.0	0.0
YER101C	0.0	0.0	0.0	-4.3	-4.4	-4.5
YER111C	-1.8	-2.1	-1.8	0.0	0.0	0.0
YER116C	-1.3	-1.5	-1.3	0.0	0.0	0.0
YER137C	-1.7	-1.9	-1.6	0.0	0.0	0.0
YER139C	-1.2	-1.5	-1.3	0.0	0.0	0.0
YER143W	0.0	0.0	0.0	1.5	1.2	1.4
YER156C	-1.3	-1.1	-1.1	0.0	0.0	0.0
YER163C	-1.4	-1.3	-1.3	0.0	0.0	0.0
YER175C	-1.7	-1.7	-1.8	1.6	1.3	0.0
YER176W	0.0	0.0	0.0	-3.2	-3.7	-3.7
YER180C	0.0	0.0	0.0	1.2	1.2	1.2
YER187W	-1.2	-1.2	-1.3	0.0	0.0	0.0
YFL001W	-2.3	-2.2	-2.2	0.0	0.0	0.0
YFL003C	-1.95	-1.9	-2.05	0.0	0.0	0.0
YFL004W	-1.2	0.0	-1.3	0.0	0.0	0.0
YFL007W	-1.6	-1.6	-1.8	0.0	0.0	0.0
YFL010C	-2.0	-2.0	-2.1	0.0	0.0	0.0
YFL011W	-2.7	-2.6	-2.7	0.0	0.0	0.0
YFL012W	-1.7	-1.7	-2.0	0.0	0.0	0.0
YFL012W-A	-2.6	-2.4	-2.6	0.0	0.0	0.0
YFL013C	-2.0	-1.8	-2.0	0.0	0.0	0.0
YFL014W	-2.15	-2.6	-2.2	0.0	0.0	0.0
YFL015C	-1.6	-1.5	-1.6	1.5	1.3	1.5
YFL016C	-2.3	-2.3	-2.4	0.0	0.0	0.0
YFL018C	-1.9	-1.8	-2.0	0.0	0.0	0.0
YFL019C	-4.6	-4.4	-4.6	0.0	0.0	0.0
YFL020C	-3.4	-3.3	-3.5	0.0	0.0	0.0
YFL021W	-5.6	-5.5	-5.7	-1.6	-1.9	-1.9
YFL023W	-1.5	-1.7	-1.7	0.0	0.0	0.0
YFL025C	-2.75	-2.6	-2.55	0.0	0.0	0.0
YFL031W	0.0	0.0	0.0	0.0	-2.5	-2.7
YFL033C	-1.1	-1.1	-1.15	1.2	1.0	1.1
YFL034C-A	-1.5	-1.5	-1.6	0.0	0.0	0.0
YFL040W	-1.45	-1.8	-1.65	1.5	1.3	1.5
YFL041W	-3.1	-3.1	-3.2	3.3	3.2	3.2
YFL042C	0.0	-1.3	-1.5	0.0	0.0	0.0
YFL048C	-1.2	-1.2	-1.3	0.0	0.0	0.0
YFL051C	-1.15	-1.4	-1.35	0.0	0.0	0.0
YFL052W	-1.2	-1.3	-1.3	0.0	0.0	0.0
YFL055W	-2.3	-2.1	-2.5	0.0	0.0	0.0
YFR008W	0.0	0.0	0.0	-1.2	0.0	0.0
YFR010W	0.0	0.0	0.0	0.0	1.8	0.0
YFR012W	0.0	0.0	0.0	-2.0	-2.2	-2.1
YFR014C	-1.7	-1.6	-1.6	0.0	0.0	0.0
YFR016C	-2.0	-1.8	-2.0	1.5	1.6	1.5
YFR018C	-3.2	-3.1	-3.2	0.0	0.0	0.0
YFR024C-A	-1.1	-1.2	-1.2	0.0	0.0	0.0
YFR026C	-2.5	-2.4	-2.5	2.4	2.2	2.3
YFR032C	0.0	0.0	0.0	1.8	1.6	1.6
YFR033C	0.0	0.0	0.0	-1.0	-1.1	-1.0
YFR044C	0.0	0.0	-1.3	0.0	1.2	0.0
YFR055W	0.0	0.0	0.0	0.0	-1.1	0.0
YGL004C	0.0	0.0	0.0	5.7	5.2	4.5
YGL013C	0.0	0.0	0.0	2.0	1.9	1.7
YGL015C	-1.5	0.0	-1.6	2.9	2.9	2.8
YGL037C	0.0	0.0	0.0	2.4	2.3	2.5
YGL041C	0.0	0.0	0.0	-3.2	-3.3	-3.8
YGL042C	0.0	0.0	0.0	1.2	0.0	0.0
YGL043W	0.0	-1.1	0.0	1.0	0.0	0.0
YGL058W	-1.5	-1.5	0.0	0.0	0.0	0.0
YGL063W	0.0	0.0	0.0	1.2	1.1	1.1
YGL071W	2.1	2.0	2.1	5.7	5.3	5.2
YGL114W	-3.7	-3.6	-3.7	5.1	5.1	5.0
YGL118C	0.0	0.0	0.0	0.0	-1.7	0.0
YGL125W	0.0	0.0	0.0	1.4	0.0	0.0
YGL138C	1.8	0.0	0.0	0.0	0.0	0.0
YGL147C	-1.1	-1.4	-1.0	0.0	0.0	0.0
YGL151W	0.0	0.0	0.0	-1.4	-1.4	-1.3
YGL162W	0.0	0.0	0.0	1.4	1.4	1.3
YGL168W	0.0	0.0	0.0	2.0	1.8	0.0
YGL175C	-1.5	0.0	-1.5	1.9	2.0	1.9
YGL203C	0.0	0.0	0.0	0.0	-3.2	-2.6
YGL210W	0.0	0.0	0.0	-1.7	-1.5	-1.7
YGL232W	-2.9	-3.0	-2.9	0.0	0.0	0.0
YGL257C	0.0	0.0	0.0	2.6	2.4	2.4
YGL261C	-1.4	-1.4	-1.3	0.0	0.0	0.0
YGR010W	0.0	0.0	0.0	-3.5	-4.1	-4.1
YGR014W	-2.0	-2.0	-1.9	0.0	0.0	0.0
YGR023W	-1.6	0.0	0.0	0.0	0.0	0.0
YGR038W	-1.2	-1.2	-1.2	1.5	1.4	1.3
YGR040W	0.0	0.0	0.0	1.3	1.2	0.0
YGR041W	-0.2	-0.25	-2.4	2.7	2.6	0.0
YGR043C	0.0	0.0	0.0	1.8	1.6	1.4
YGR049W	-1.4	-1.4	-1.4	2.5	2.3	2.2
YGR055W	-1.2	-1.3	-1.2	1.5	1.5	1.3
YGR068C	0.0	0.0	0.0	0.0	1.3	1.1
YGR076C	0.0	0.0	0.0	0.0	-1.4	-1.6
YGR088W	0.0	0.0	0.0	1.5	1.4	1.4
YGR107W	-2.1	-2.2	-2.2	0.0	0.0	0.0
YGR117C	-3.0	-3.1	-3.0	0.0	0.0	0.0
YGR124W	0.0	0.0	0.0	0.0	-1.1	-1.0
YGR127W	-1.7	-1.6	-1.7	2.4	2.4	2.2
YGR138C	-1.1	0.0	-1.1	0.0	0.0	0.0
YGR147C	-1.6	-1.7	0.0	0.0	0.0	0.0
YGR148C	-1.7	-1.9	-1.5	0.0	0.0	0.0
YGR153W	3.1	3.3	3.2	-1.5	0.0	0.0
YGR157W	-2.6	-2.6	-2.6	2.1	2.3	2.0
YGR176W	0.0	0.0	0.0	-1.1	0.0	-1.0
YGR209C	0.0	0.0	0.0	-1.7	-2.0	-2.0
YGR219W	0.0	0.0	0.0	0.0	-2.0	-2.0
YGR220C	0.0	0.0	0.0	0.0	-1.7	-2.2
YGR230W	-2.0	-1.8	-2.0	0.0	0.0	0.0
YGR231C	0.0	0.0	0.0	0.0	0.0	-1.5
YGR234W	-1.5	-1.4	-1.6	0.0	0.0	0.0
YGR242W	-2.1	-2.0	-2.1	3.4	3.1	3.0
YGR256W	-1.1	-1.2	0.0	0.0	0.0	0.0
YGR258C	-1.1	0.0	-1.1	0.0	0.0	0.0
YGR261C	0.0	0.0	0.0	0.0	-2.1	-1.8
YGR271C-A	-1.65	-2.2	-1.7	0.0	0.0	0.0
YGR271W	-1.9	-1.8	-1.9	0.0	0.0	0.0
YGR276C	-1.55	-1.7	-1.75	0.0	0.0	0.0
YGR282C	-1.8	-1.6	-1.7	1.5	1.6	1.4
YGR295C	-2.5	-2.5	-2.6	2.5	2.4	2.4
YHL007C	-2.4	-2.4	-2.6	0.0	0.0	0.0
YHL024W	0.0	-1.2	0.0	0.0	0.0	0.0
YHL025W	-1.65	-1.6	0.0	0.0	0.0	0.0
YHL037C	-2.1	-2.4	-2.3	0.0	0.0	0.0
YHL039W	0.0	0.0	0.0	-1.0	-1.3	-1.3
YHR013C	-1.3	-1.5	-1.6	0.0	0.0	-1.6
YHR029C	-3.2	-3.0	-3.2	3.6	3.4	3.2
YHR032W	-1.7	-1.6	-1.6	1.6	1.7	1.7
YHR037W	0.0	0.0	0.0	0.0	-1.7	-1.8
YHR047C	-1.8	-1.9	-1.7	0.0	0.0	0.0
YHR066W	-1.5	-1.8	0.0	0.0	0.0	0.0
YHR076W	-1.1	-1.3	-1.1	0.0	0.0	0.0
YHR079C	0.0	0.0	0.0	1.9	1.8	0.0
YHR079C-A	-1.8	-1.8	-1.8	0.0	0.0	0.0
YHR094C	0.0	0.0	0.0	-2.6	-2.8	-2.8
YHR115C	0.0	0.0	0.0	-4.2	-4.6	-4.7
YHR121W	0.0	0.0	0.0	-1.6	-1.9	-2.1
YHR125W	0.0	0.0	0.0	-1.3	0.0	0.0
YHR133C	-1.3	-1.6	-1.4	0.0	0.0	0.0
YHR135C	-1.0	-1.2	-1.0	0.0	0.0	0.0
YHR140W	0.0	0.0	0.0	2.3	2.3	1.9
YHR151C	-2.0	-1.9	-1.9	2.2	1.9	1.6
YHR153C	-2.45	-2.4	-2.5	2.6	2.6	2.5
YHR157W	-3.1	-3.2	-3.2	0.0	-1.5	-1.8
YHR159W	0.0	0.0	0.0	0.0	-2.1	-2.1
YHR171W	-1.4	0.0	-1.5	2.1	2.0	1.8
YHR176W	-2.3	-2.5	-2.4	0.0	0.0	0.0
YHR177W	-2.3	-2.4	-2.3	0.0	0.0	0.0
YHR179W	-1.1	-1.1	-1.0	0.0	0.0	0.0
YHR183W	0.0	0.0	-1.6	0.0	0.0	0.0
YHR185C	-1.1	-1.2	-1.1	0.0	0.0	0.0
YHR189W	0.0	0.0	0.0	0.0	0.0	-1.5
YHR195W	-1.0	-1.2	-1.1	0.0	0.0	0.0
YHR200W	-1.5	-1.7	-1.6	0.0	0.0	0.0
YIL003W	1.5	1.6	2.0	0.0	1.4	0.0
YIL009C-A	-3.1	-2.8	-3.0	0.0	0.0	0.0
YIL009W	-1.4	-1.3	-1.4	0.0	0.0	0.0
YIL025C	0.0	0.0	0.0	-2.1	-2.1	-2.3
YIL027C	-2.1	-2.3	-2.2	0.0	0.0	0.0
YIL036W	0.0	0.0	0.0	1.9	0.0	2.0
YIL043C	0.0	0.0	0.0	-2.2	-2.5	-2.4
YIL044C	-1.5	-1.7	-1.5	0.0	0.0	0.0
YIL055C	0.0	0.0	0.0	-1.2	-1.5	-1.4
YIL065C	0.0	0.0	0.0	-1.1	0.0	0.0
YIL066C	0.0	0.0	0.0	0.0	1.0	0.0
YIL067C	-2.3	-2.4	-2.4	2.4	2.9	2.8
YIL072W	0.0	0.0	0.0	-1.4	-1.5	-1.3
YIL077C	0.0	0.0	0.0	-1.2	-1.2	-1.2
YIL079C	0.0	0.0	0.0	-1.3	-1.6	-1.7
YIL085C	0.0	0.0	0.0	-1.4	-1.3	-1.3
YIL086C	0.0	0.0	0.0	0.0	0.0	-1.1
YIL089W	-1.3	-1.7	-1.8	-1.0	0.0	0.0
YIL090W	3.2	3.0	3.1	0.0	0.0	0.0
YIL099W	0.0	0.0	0.0	-2.8	-3.0	-3.0
YIL101C	0.0	0.0	0.0	-1.8	-1.9	-1.9
YIL105C	0.0	0.0	0.0	0.0	-1.8	-1.7
YIL107C	-1.4	-1.5	-1.6	0.0	0.0	0.0
YIL110W	-1.8	-2.1	-2.2	0.0	0.0	0.0
YIL112W	0.0	-1.3	0.0	0.0	0.0	0.0
YIL114C	0.0	0.0	0.0	-1.2	-1.5	-1.6
YIL119C	0.0	0.0	0.0	-2.5	-3.0	-2.9
YIL121W	0.0	0.0	0.0	-1.5	-2.0	-1.8
YIL123W	0.0	0.0	0.0	-1.5	-1.5	-1.7
YIL130W	0.0	0.0	0.0	-2.9	-2.8	-2.8
YIL146C	0.0	0.0	0.0	-1.4	0.0	0.0
YIL156W	0.0	0.0	0.0	0.0	0.0	1.3
YIL160C	-2.5	-2.6	-2.7	2.9	2.8	2.7
YIR004W	0.0	0.0	0.0	-2.1	-2.2	-2.2
YIR013C	0.0	0.0	0.0	-1.1	0.0	0.0
YIR017C	-2.7	-2.5	-2.7	4.2	3.9	3.9
YIR023W	-1.3	-1.5	-1.35	-2.0	0.0	0.0
YIR026C	-1.5	0.0	0.0	0.0	0.0	0.0
YIR028W	0.0	0.0	0.0	0.0	-1.7	-1.9
YIR031C	-1.5	-1.5	-1.6	0.0	0.0	0.0
YIR033W	-1.8	-1.9	-2.4	3.75	4.35	4.55
YIR036C	0.0	0.0	0.0	0.0	-1.4	-1.3
YIR037W	-1.3	-1.2	-1.3	0.0	0.0	0.0
YJL013C	-1.6	-1.5	-1.5	0.0	0.0	0.0
YJL043W	-1.2	-1.3	-1.0	0.0	0.0	0.0
YJL044C	0.0	0.0	0.0	1.8	1.6	1.7
YJL046W	-3.6	-3.7	-3.6	3.7	3.0	2.8
YJL051W	-1.7	-2.0	-1.7	0.0	0.0	0.0
YJL052W	0.0	-1.3	-1.1	0.0	0.0	0.0
YJL055W	-1.0	-1.1	-1.0	0.0	0.0	0.0
YJL056C	0.0	0.0	0.0	2.0	0.0	0.0
YJL057C	-1.2	-1.3	-1.4	0.0	1.4	1.4
YJL062W	0.0	0.0	0.0	-1.9	-2.0	-2.2
YJL115W	-3.1	-3.1	-3.0	0.0	0.0	0.0
YJL121C	-1.4	0.0	0.0	1.9	1.6	1.6
YJL127C	-1.2	0.0	0.0	0.0	0.0	0.0
YJL131C	1.6	0.0	1.6	0.0	0.0	0.0
YJL136C	-1.3	-1.5	-1.2	0.0	0.0	0.0
YJL145W	0.0	0.0	0.0	1.3	1.4	0.0
YJL148W	-1.6	-1.6	-1.7	-1.8	-1.6	-1.5
YJL164C	-1.2	-1.3	-1.5	1.3	1.2	0.0
YJL166W	-2.8	-2.8	-2.9	0.0	0.0	0.0
YJL168C	-1.3	0.0	-1.3	0.0	0.0	0.0
YJL175W	-2.1	-1.9	0.0	0.0	0.0	0.0
YJL176C	-2.3	-2.5	-2.1	0.0	0.0	0.0
YJL185C	-1.6	-1.4	-1.6	1.4	1.7	1.6
YJL200C	0.0	0.0	0.0	0.0	1.7	0.0
YJL206C	0.0	4.0	0.0	0.0	0.0	0.0
YJL214W	-2.1	-2.2	-2.2	0.0	0.0	0.0
YJL217W	-2.0	-1.9	-2.2	0.0	0.0	0.0
YJL218W	-2.2	-2.2	-2.4	0.0	0.0	0.0
YJR032W	-2.9	-2.9	-2.9	0.0	0.0	0.0
YJR038C	0.0	0.0	0.0	1.6	1.5	1.4
YJR079W	-3.8	-3.5	-3.6	0.0	0.0	0.0
YJR080C	-2.3	-2.4	-2.3	0.0	0.0	0.0
YJR091C	-1.5	-1.5	-1.4	0.0	0.0	0.0
YJR110W	-1.8	-1.8	-1.7	0.0	0.0	0.0
YJR111C	-2.8	-2.7	-2.3	0.0	0.0	0.0
YJR118C	0.0	0.0	0.0	2.2	1.9	0.0
YJR128W	0.0	0.0	0.0	0.0	1.1	1.2
YJR130C	1.9	1.9	2.0	0.0	0.0	0.0
YJR145C	0.0	0.0	0.0	-3.7	-3.8	-4.0
YJR154W	-2.6	-2.6	-2.7	3.5	3.5	3.4
YKL037W	-1.6	-1.7	-1.7	0.0	0.0	0.0
YKL040C	-1.2	-1.3	-1.2	0.0	0.0	0.0
YKL043W	0.0	0.0	0.0	-1.1	-1.1	-1.2
YKL048C	-2.15	-2.8	-2.7	-1.8	-2.15	-2.0
YKL063C	0.0	0.0	0.0	-2.4	-2.7	-2.8
YKL066W	0.0	0.0	0.0	-1.0	0.0	0.0
YKL068W	0.0	0.0	0.0	-2.4	-2.9	-2.8
YKL070W	-1.2	0.0	-1.2	0.0	0.0	0.0
YKL071W	0.0	0.0	0.0	-1.0	0.0	0.0
YKL073W	-1.7	-1.6	-1.6	0.0	0.0	0.0
YKL085W	-2.1	-2.1	-2.1	1.6	1.8	1.6
YKL091C	0.0	0.0	0.0	-1.8	-1.8	-1.8
YKL097C	0.0	0.0	0.0	-1.4	-1.1	-1.0
YKL101W	0.0	0.0	0.0	-1.6	-1.7	0.0
YKL106W	-1.1	-1.2	-1.3	1.9	1.8	1.7
YKL107W	0.0	0.0	0.0	-1.8	-2.4	-2.3
YKL110C	-1.4	-1.8	-1.3	0.0	0.0	0.0
YKL119C	-2.1	-2.5	-2.3	0.0	0.0	0.0
YKL128C	-1.7	-2.0	-1.8	0.0	0.0	0.0
YKL131W	-1.7	-1.5	-1.7	0.0	0.0	0.0
YKL133C	-3.5	-3.4	-3.4	3.0	0.0	0.0
YKL147C	-1.6	-1.6	-1.6	2.6	2.4	1.9
YKL156W	-1.7	0.0	-1.7	0.0	1.3	1.4
YKL160W	-1.1	-1.2	-1.2	-1.2	0.0	0.0
YKL166C	-1.4	-1.4	-1.4	0.0	0.0	-1.5
YKL174C	-4.0	-3.8	-3.9	3.9	3.8	2.5
YKL176C	-1.2	0.0	0.0	0.0	0.0	0.0
YKL183W	0.0	0.0	0.0	1.9	1.8	1.7
YKL188C	0.0	0.0	0.0	-2.1	0.0	0.0
YKL212W	0.0	0.0	-1.7	0.0	0.0	0.0
YKR014C	0.0	0.0	0.0	0.0	1.2	1.1
YKR024C	-1.3	0.0	0.0	0.0	0.0	0.0
YKR032W	0.0	0.0	0.0	1.3	1.3	1.4
YKR035C	0.0	0.0	0.0	0.0	-1.8	-1.8
YKR036C	0.0	0.0	0.0	-1.7	-2.0	-2.1
YKR039W	0.0	0.0	0.0	-1.5	-1.3	-1.3
YKR041W	-2.9	-2.8	-2.8	4.2	3.8	3.7
YKR047W	-1.6	-1.7	-1.6	0.0	0.0	0.0
YKR048C	-1.7	-1.9	-1.5	-1.4	0.0	0.0
YKR056W	0.0	0.0	0.0	-2.0	-1.8	-2.0
YKR061W	-2.6	-2.5	-2.7	3.0	2.9	2.5
YKR069W	0.0	0.0	0.0	0.0	0.0	1.1
YKR072C	0.0	0.0	0.0	-2.8	-3.0	-3.0
YKR077W	-2.0	-2.0	-2.2	2.6	2.5	2.4
YKR078W	-3.1	-3.0	-3.1	0.0	0.0	0.0
YKR082W	-1.3	-1.4	-1.4	0.0	0.0	0.0
YKR088C	-1.9	-1.9	-2.0	0.0	0.0	0.0
YKR089C	0.0	0.0	0.0	-2.9	-2.8	-3.1
YKR092C	-1.1	-1.3	-1.2	0.0	0.0	0.0
YKR095W	0.0	-1.2	-1.2	0.0	0.0	0.0
YKR096W	-1.9	-1.8	-1.9	0.0	0.0	0.0
YKR099W	-1.3	-1.7	-1.5	-2.3	-2.6	-2.4
YKR100C	0.0	0.0	0.0	0.0	2.3	0.0
YKR104W	0.0	0.0	0.0	0.0	1.2	1.3
YKR105C	-2.5	-2.5	-2.4	0.0	0.0	0.0
YLL005C	0.0	0.0	0.0	0.0	-1.4	-1.2
YLL009C	2.5	2.2	2.3	1.4	1.7	1.5
YLL014W	3.2	2.9	3.2	3.0	2.7	2.7
YLL028W	-2.6	-2.6	-2.6	0.0	3.4	3.3
YLL030C	0.0	0.0	0.0	-1.15	0.0	0.0
YLL046C	0.0	0.0	0.0	1.2	1.2	1.1
YLL051C	-1.0	-1.1	-1.1	0.0	0.0	0.0
YLL055W	1.4	0.0	1.3	0.0	0.0	0.0
YLL057C	0.0	0.0	0.0	-2.3	-2.5	-3.0
YLL063C	-1.2	-1.5	-1.3	0.0	0.0	0.0
YLR012C	0.0	0.0	0.0	0.0	-1.1	0.0
YLR020C	0.0	0.0	0.0	-1.2	0.0	0.0
YLR023C	0.0	0.0	0.0	0.0	-1.5	-1.5
YLR031W	0.0	0.0	0.0	0.0	-1.1	-1.3
YLR035C	-1.2	-1.4	-1.4	0.0	0.0	0.0
YLR036C	-2.9	-2.7	-3.0	3.4	3.3	2.5
YLR042C	-2.0	-2.2	-2.1	0.0	0.0	0.0
YLR044C	0.0	0.0	0.0	-1.5	-1.2	-1.2
YLR049C	-1.6	-1.6	-1.6	0.0	0.0	0.0
YLR052W	-1.5	0.0	0.0	0.0	0.0	0.0
YLR055C	-1.5	-1.6	-1.65	0.0	0.0	0.0
YLR058C	-1.9	-1.9	-1.5	-1.75	-1.55	-1.2
YLR067C	0.0	0.0	0.0	-3.7	-3.8	-4.0
YLR080W	0.0	0.0	0.0	-1.0	-1.5	-1.5
YLR083C	0.0	0.0	0.0	0.0	0.0	-1.5
YLR090W	0.0	1.2	0.0	0.0	0.0	0.0
YLR099C	0.0	0.0	0.0	0.0	-1.3	-1.2
YLR109W	0.0	0.0	0.0	-2.9	-3.5	-3.6
YLR110C	-1.5	0.0	-1.6	0.0	0.0	0.0
YLR111W	0.0	-1.6	-1.35	0.0	0.0	0.0
YLR126C	2.3	2.3	2.2	0.0	0.0	0.0
YLR131C	-1.35	-1.45	-1.35	-3.3	-3.35	-5.6
YLR142W	0.0	-0.9	0.0	0.0	0.0	0.0
YLR154C	0.0	0.0	0.0	-2.4	-3.0	-3.0
YLR165C	0.0	0.0	0.0	0.0	-1.1	-1.2
YLR177W	0.0	0.0	0.0	1.6	1.5	1.3
YLR178C	-2.2	-2.1	-2.2	2.3	2.3	2.1
YLR188W	-1.3	0.0	0.0	0.0	0.0	0.0
YLR192C	-1.5	-1.5	-1.7	0.0	0.0	0.0
YLR199C	0.0	0.0	0.0	1.8	1.9	1.8
YLR200W	0.0	0.0	0.0	-2.1	-2.4	-2.3
YLR203C	-2.6	-2.8	-2.8	3.6	3.1	3.0
YLR206W	0.0	0.0	0.0	-1.4	0.0	0.0
YLR210W	0.0	0.0	0.0	-1.5	0.0	0.0
YLR216C	0.0	0.0	0.0	0.0	-1.4	0.0
YLR218C	0.0	0.0	0.0	4.9	4.4	3.9
YLR220W	-2.0	-1.7	-2.1	2.7	2.9	2.4
YLR228C	0.0	0.0	0.0	0.0	-1.3	-1.2
