orf	hom | growth (pooled culture, microarray) | time [5 gen], benzo[a]pyrene [82.5 uM] | YPD + DMSO [1%] | O'Connor STF~Vulpe CD, 2012	hom | growth (pooled culture, microarray) | time [5 gen], benzo[a]pyrene [165 uM] | YPD + DMSO [1%] | O'Connor STF~Vulpe CD, 2012	hom | growth (pooled culture, microarray) | time [5 gen], benzo[a]pyrene [330 uM] | YPD + DMSO [1%] | O'Connor STF~Vulpe CD, 2012	hom | growth (pooled culture, microarray) | time [15 gen], benzo[a]pyrene [82.5 uM] | YPD + DMSO [1%] | O'Connor STF~Vulpe CD, 2012	hom | growth (pooled culture, microarray) | time [15 gen], benzo[a]pyrene [165 uM] | YPD + DMSO [1%] | O'Connor STF~Vulpe CD, 2012	hom | growth (pooled culture, microarray) | time [15 gen], benzo[a]pyrene [330 uM] | YPD + DMSO [1%] | O'Connor STF~Vulpe CD, 2012
YAL020C	-1.6247805701134554	-1.8903539611299949	-1.5884296103376647	0.01898686107862475	-0.06697752661804762	0.0838697319009436
YAL026C	-1.7724878946692237	-1.8903539611299949	-2.1857877543962734	0.01898686107862475	-0.06697752661804762	0.0838697319009436
YAL027W	-1.31190458102076e-15	0.045115846327684804	0.054305285823509575	0.01898686107862475	-1.7967449531884918	-1.54709701881561
YAL037W	-1.9201952192249925	-1.7414716682486349	-1.7377691463523166	-1.5715278862001019	-0.06697752661804762	0.0838697319009436
YAL040C	-1.9201952192249925	-2.337000839774075	-2.036448218381621	0.01898686107862475	-0.06697752661804762	0.0838697319009436
YAL046C	-1.6247805701134554	0.045115846327684804	-1.5884296103376647	0.01898686107862475	-0.06697752661804762	0.0838697319009436
YAL053W	-1.6247805701134554	-1.7414716682486349	-1.887108682366969	0.01898686107862475	-0.06697752661804762	0.0838697319009436
YAL056C-A	-2.2156098683365295	-2.485883132655435	-2.4844668264255776	0.01898686107862475	-2.6616286664737143	0.0838697319009436
YAL059W	-1.31190458102076e-15	0.045115846327684804	-1.2897505383083603	0.01898686107862475	-0.06697752661804762	0.0838697319009436
YAL064C-A	-1.9201952192249925	-2.039236254011355	-2.1857877543962734	0.01898686107862475	-0.06697752661804762	0.0838697319009436
YAL066W	-1.31190458102076e-15	0.045115846327684804	0.054305285823509575	-2.0053046354579362	-0.06697752661804762	0.0838697319009436
YAR002W	-2.658731842003835	-2.932530011299515	-2.63380636244023	0.01898686107862475	-0.06697752661804762	0.0838697319009436
YAR003W	-1.6247805701134554	0.045115846327684804	0.054305285823509575	0.01898686107862475	-0.06697752661804762	0.0838697319009436
YAR018C	-3.2495611402269096	-3.3791768899435946	-3.529843578528143	0.01898686107862475	-0.06697752661804762	0.0838697319009436
YAR027W	-1.31190458102076e-15	0.045115846327684804	0.054305285823509575	-1.42693563644749	-0.06697752661804762	0.0838697319009436
YAR047C	-1.7724878946692237	-2.039236254011355	-1.887108682366969	0.01898686107862475	-0.06697752661804762	0.0838697319009436
YBL013W	-5.317463684007669	-5.165764404519915	-5.321918010703969	6.814822599451365	6.563797608568655	5.569848802492987
YBL019W	-1.7724878946692237	0.045115846327684804	0.054305285823509575	2.47705510687302	2.3835263276900815	2.159645596449284
YBL047C	-1.31190458102076e-15	0.045115846327684804	-1.887108682366969	0.01898686107862475	-0.06697752661804762	0.0838697319009436
YBL051C	-2.363317192892298	-2.634765425536795	-2.4844668264255776	0.01898686107862475	-0.06697752661804762	0.0838697319009436
YBL052C	2.3633171928922954	2.7249971181921646	2.4437378620579446	0.01898686107862475	-0.06697752661804762	0.0838697319009436
YBL064C	-1.31190458102076e-15	0.045115846327684804	0.054305285823509575	-2.1498968852105476	-2.37333409537864	-2.2884455418685885
YBL065W	-6.499122280453817	-6.059058161808074	-6.516634298821187	5.947269100935696	5.84306118083097	4.235421460997625
YBL079W	-1.9201952192249925	-2.039236254011355	0.054305285823509575	0.01898686107862475	-0.06697752661804762	0.0838697319009436
YBL081W	-1.31190458102076e-15	0.045115846327684804	0.054305285823509575	0.01898686107862475	-0.06697752661804762	-1.9919061326473968
YBL082C	-2.363317192892298	-2.7836477184181545	-2.4844668264255776	0.01898686107862475	-0.06697752661804762	0.0838697319009436
YBL083C	-1.31190458102076e-15	0.045115846327684804	0.054305285823509575	0.01898686107862475	-0.06697752661804762	1.714836482617497
YBL087C	-1.31190458102076e-15	0.045115846327684804	0.054305285823509575	4.935123352667415	4.834030181998211	3.4940729379446456
YBL090W	-3.101853815671141	-3.081412304180875	-3.0818249704841865	0.01898686107862475	-0.06697752661804762	0.0838697319009436
YBL091C-A	-1.31190458102076e-15	0.045115846327684804	0.054305285823509575	0.01898686107862475	-2.6616286664737143	0.0838697319009436
YBL094C	-2.5110245174480665	-1.8903539611299949	-2.4844668264255776	0.01898686107862475	-0.06697752661804762	0.0838697319009436
YBL096C	-2.5110245174480665	-2.634765425536795	-2.4844668264255776	2.332462857120409	2.3835263276900815	2.6044547102810713
YBL100C	-1.31190458102076e-15	0.045115846327684804	0.054305285823509575	0.01898686107862475	-2.517481380926177	-2.436715246479184
YBL104C	-1.31190458102076e-15	0.045115846327684804	0.054305285823509575	0.01898686107862475	-2.517481380926177	0.0838697319009436
YBL106C	-1.7724878946692237	-1.8903539611299949	-1.7377691463523166	0.01898686107862475	-0.06697752661804762	0.0838697319009436
YBL107C	-1.31190458102076e-15	0.045115846327684804	0.054305285823509575	3.344608605388689	2.96011546988023	3.3458032333340504
YBR006W	-2.067902543780761	-1.8903539611299949	-2.036448218381621	2.332462857120409	2.3835263276900815	2.30791530105988
YBR008C	-1.31190458102076e-15	0.045115846327684804	0.054305285823509575	1.8986861078625743	-0.06697752661804762	0.0838697319009436
YBR016W	-1.31190458102076e-15	0.045115846327684804	2.14505879002864	0.01898686107862475	-0.06697752661804762	0.0838697319009436
YBR019C	-3.8403904384499836	-3.6769414757063146	-3.8285226505574474	0.01898686107862475	-0.06697752661804762	0.0838697319009436
YBR024W	-1.6247805701134554	0.045115846327684804	-1.5884296103376647	0.01898686107862475	-0.06697752661804762	0.0838697319009436
YBR026C	-2.8064391665596036	-2.932530011299515	-2.783145898454882	3.344608605388689	2.96011546988023	2.900994119502263
YBR027C	-1.31190458102076e-15	0.045115846327684804	0.054305285823509575	2.766239606378243	2.3835263276900815	2.7527244148916674
YBR035C	0.2954146491115358	0.5662038714124447	0.35298435785281396	5.079715602420027	4.5457356109031375	4.680230574829412
