Folder	File	Timepoint	Plate	Replicates	Header	Medium	Date	Hour	Header
116_1	116_2.dat	2	116	5	Filter 8: 620 H-LKU+ no Trp	DiKU-Trp	10-24	9:00pm	H-LKU+ no Trp
116_1	116_2.dat	2	116	5	Filter 8: 620 H-LKU+trp	DiKU+Trp	10-24	9:00pm	H-LKU+trp
116_1	116_2.dat	2	116	5	Filter 8: 620 Oct/24 9:00pm HLKU	HLKU	10-24	9:00pm	Oct/24 9:00pm HLKU
116_1	116_3.dat	3	116	5	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	10-25	9:00pm	H-LKU+no Trp
116_1	116_3.dat	3	116	5	Filter 8: 620	DiKU+Trp	10-25	9:00pm	
116_1	116_3.dat	3	116	5	Filter 8: 620 Oct/25 9:00pm HLKU	HLKU	10-25	9:00pm	Oct/25 9:00pm HLKU
116_1	116_4.dat	4	116	5	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	10-26	5:00pm	H-LKU+no Trp
116_1	116_4.dat	4	116	5	Filter 8: 620 H-LKU+trp	DiKU+Trp	10-26	5:00pm	H-LKU+trp
116_1	116_4.dat	4	116	5	Filter 8: 620 Oct/26 5:00pm HLKU	HLKU	10-26	5:00pm	Oct/26 5:00pm HLKU
116_1	116_5.dat	5	116	5	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	10-27	6:00pm	H-LKU+no Trp
116_1	116_5.dat	5	116	5	Filter 8: 620	DiKU+Trp	10-27	6:00pm	
116_1	116_5.dat	5	116	5	Filter 8: 620 Oct/27 6:00pm HLKU	HLKU	10-27	6:00pm	Oct/27 6:00pm HLKU
116_2	116_1.dat	1	116	6	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	01-25	11:30pm	H-LKU+noTRP
116_2	116_1.dat	1	116	6	Filter 8: 620 H-LKU+trp	DiKU+Trp	01-25	11:30pm	H-LKU+trp
116_2	116_1.dat	1	116	6	Filter 8: 620 Jan/25 11:30pm HLKU	HLKU	01-25	11:30pm	Jan/25 11:30pm HLKU
116_2	116_2.dat	2	116	6	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	01-26	10:40am	H-LKU+noTRP
116_2	116_2.dat	2	116	6	Filter 8: 620 H-LKU+trp	DiKU+Trp	01-26	10:40am	H-LKU+trp
116_2	116_2.dat	2	116	6	Filter 8: 620 Jan/26 10:40am HLKU	HLKU	01-26	10:40am	Jan/26 10:40am HLKU
116_2	116_3.dat	3	116	6	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	01-27	1:00am	H-LKU+noTRP
116_2	116_3.dat	3	116	6	Filter 8: 620 H-LKU+trp	DiKU+Trp	01-27	1:00am	H-LKU+trp
116_2	116_3.dat	3	116	6	Filter 8: 620 Jan/27 1:00am HLKU	HLKU	01-27	1:00am	Jan/27 1:00am HLKU
116_2	116_4.dat	4	116	6	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	01-27	11:45pm	H-LKU+noTRP
116_2	116_4.dat	4	116	6	Filter 8: 620 H-LKU+trp	DiKU+Trp	01-27	11:45pm	H-LKU+trp
116_2	116_4.dat	4	116	6	Filter 8: 620 Jan/27 11:45pm HLKU	HLKU	01-27	11:45pm	Jan/27 11:45pm HLKU
116_2	116_5.dat	5	116	6	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	01-28	10:40pm	H-LKU+noTRP
116_2	116_5.dat	5	116	6	Filter 8: 620 H-LKU+trp	DiKU+Trp	01-28	10:40pm	H-LKU+trp
116_2	116_5.dat	5	116	6	Filter 8: 620 jan/28 10:40pm HLKU	HLKU	01-28	10:40pm	jan/28 10:40pm HLKU
117	117_1.dat	1	117	2	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	10-27	11:30pm	H-LKU+no Trp
117	117_1.dat	1	117	2	Filter 8: 620	DiKU+Trp	10-27	11:30pm	
117	117_1.dat	1	117	2	Filter 8: 620 Oct/27 11:30pm HLKU	HLKU	10-27	11:30pm	Oct/27 11:30pm HLKU
117	117_2.dat	2	117	2	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	10-28	12:30pm	H-LKU+no Trp
117	117_2.dat	2	117	2	Filter 8: 620	DiKU+Trp	10-28	12:30pm	
117	117_2.dat	2	117	2	Filter 8: 620 Oct/28 12:30pm HLKU	HLKU	10-28	12:30pm	Oct/28 12:30pm HLKU
117	117_3.dat	3	117	2	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	10-28	12:30am	H-LKU+no Trp
117	117_3.dat	3	117	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	10-28	12:30am	H-LKU+trp
117	117_3.dat	3	117	2	Filter 8: 620 Oct/28 12:30am HLKU	HLKU	10-28	12:30am	Oct/28 12:30am HLKU
117	117_4.dat	4	117	2	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	10-29	12:30am	H-LKU+no Trp
117	117_4.dat	4	117	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	10-29	12:30am	H-LKU+trp
117	117_4.dat	4	117	2	Filter 8: 620 Oct/29 12:30am HLKU	HLKU	10-29	12:30am	Oct/29 12:30am HLKU
117	117_5.dat	5	117	2	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	10-30	12:30am	H-LKU+no Trp
117	117_5.dat	5	117	2	Filter 8: 620	DiKU+Trp	10-30	12:30am	
117	117_5.dat	5	117	2	Filter 8: 620 Oct/30 12:30am HLKU	HLKU	10-30	12:30am	Oct/30 12:30am HLKU
118	118_1.dat	1	118	2	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	10-27	11:30pm	H-LKU+no Trp
118	118_1.dat	1	118	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	10-27	11:30pm	H-LKU+trp
118	118_1.dat	1	118	2	Filter 8: 620 Oct/27 11:30pm HLKU	HLKU	10-27	11:30pm	Oct/27 11:30pm HLKU
118	118_2.dat	2	118	2	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	10-28	12:30pm	H-LKU+no Trp
118	118_2.dat	2	118	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	10-28	12:30pm	H-LKU+trp
118	118_2.dat	2	118	2	Filter 8: 620 Oct/28 12:30pm HLKU	HLKU	10-28	12:30pm	Oct/28 12:30pm HLKU
118	118_3.dat	3	118	2	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	10-28	12:30am	H-LKU+no Trp
118	118_3.dat	3	118	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	10-28	12:30am	H-LKU+trp
118	118_3.dat	3	118	2	Filter 8: 620 Oct/28 12:30am HLKU	HLKU	10-28	12:30am	Oct/28 12:30am HLKU
118	118_4.dat	4	118	2	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	10-29	12:30am	H-LKU+no Trp
118	118_4.dat	4	118	2	Filter 8: 620	DiKU+Trp	10-29	12:30am	
118	118_4.dat	4	118	2	Filter 8: 620 Oct/29 12:30am HLKU	HLKU	10-29	12:30am	Oct/29 12:30am HLKU
118	118_5.dat	5	118	2	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	10-30	12:30am	H-LKU+no Trp
118	118_5.dat	5	118	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	10-30	12:30am	H-LKU+trp
118	118_5.dat	5	118	2	Filter 8: 620 Oct/30 12:30am HLKU	HLKU	10-30	12:30am	Oct/30 12:30am HLKU
119	119_1.dat	1	119	2	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	11-01	11:00am	H-LKU+no Trp
119	119_1.dat	1	119	2	Filter 8: 620 H-LKU+Trp	DiKU+Trp	11-01	11:00am	H-LKU+Trp
119	119_1.dat	1	119	2	Filter 8: 620 Nov/01 11:00am HLKU	HLKU	11-01	11:00am	Nov/01 11:00am HLKU
119	119_2.dat	2	119	2	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	11-01	12:00am	H-LKU+no Trp
119	119_2.dat	2	119	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	11-01	12:00am	H-LKU+trp
119	119_2.dat	2	119	2	Filter 8: 620 Oct/01 12:001m HLKU	HLKU	11-01	12:00am	Oct/01 12:001m HLKU
119	119_3.dat	3	119	2	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	11-02	12:00pm	H-LKU+no Trp
119	119_3.dat	3	119	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	11-02	12:00pm	H-LKU+trp
119	119_3.dat	3	119	2	Filter 8: 620 Nov/02 12:00pm HLKU	HLKU	11-02	12:00pm	Nov/02 12:00pm HLKU
119	119_4.dat	4	119	2	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	11-03	12:00pm	H-LKU+no Trp
119	119_4.dat	4	119	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	11-03	12:00pm	H-LKU+trp
119	119_4.dat	4	119	2	Filter 8: 620 Nov/03 12:00pm HLKU	HLKU	11-03	12:00pm	Nov/03 12:00pm HLKU
119	119_5.dat	5	119	2	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	11-04	12:30pm	H-LKU+no Trp
119	119_5.dat	5	119	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	11-04	12:30pm	H-LKU+trp
119	119_5.dat	5	119	2	Filter 8: 620 Nov/4 12:30pm HLKU	HLKU	11-04	12:30pm	Nov/4 12:30pm HLKU
120	120_1.dat	1	120	2	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	11-01	11:00am	H-LKU+no Trp
120	120_1.dat	1	120	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	11-01	11:00am	H-LKU+trp
120	120_1.dat	1	120	2	Filter 8: 620 Nov/1 11:00am HLKU	HLKU	11-01	11:00am	Nov/1 11:00am HLKU
120	120_2.dat	2	120	2	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	11-01	12:00am	H-LKU+no Trp
120	120_2.dat	2	120	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	11-01	12:00am	H-LKU+trp
120	120_2.dat	2	120	2	Filter 8: 620 Nov/01 12:00am HLKU	HLKU	11-01	12:00am	Nov/01 12:00am HLKU
120	120_3.dat	3	120	2	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	11-02	12:00pm	H-LKU+no Trp
120	120_3.dat	3	120	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	11-02	12:00pm	H-LKU+trp
120	120_3.dat	3	120	2	Filter 8: 620 Nov/02 12:00pm HLKU	HLKU	11-02	12:00pm	Nov/02 12:00pm HLKU
120	120_4.dat	4	120	2	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	11-03	12:00pm	H-LKU+no Trp
120	120_4.dat	4	120	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	11-03	12:00pm	H-LKU+trp
120	120_4.dat	4	120	2	Filter 8: 620 Nov/03 12:00pm HLKU	HLKU	11-03	12:00pm	Nov/03 12:00pm HLKU
120	120_5.dat	5	120	2	Filter 8: 620 H-LKU+no trp	DiKU-Trp	11-04	12:30pm	H-LKU+no trp
120	120_5.dat	5	120	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	11-04	12:30pm	H-LKU+trp
120	120_5.dat	5	120	2	Filter 8: 620 Nov/4 12:30pm HLKU	HLKU	11-04	12:30pm	Nov/4 12:30pm HLKU
121	121_1.dat	1	121	3	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	11-05	12:30am	H-LKU+no Trp
121	121_1.dat	1	121	3	Filter 8: 620 H-LKU+trp	DiKU+Trp	11-05	12:30am	H-LKU+trp
121	121_1.dat	1	121	3	Filter 8: 620 Nov/05 12:30am HLKU	HLKU	11-05	12:30am	Nov/05 12:30am HLKU
121	121_2.dat	2	121	3	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	11-06	12:30am	H-LKU+no Trp
121	121_2.dat	2	121	3	Filter 8: 620 H-LKU+trp	DiKU+Trp	11-06	12:30am	H-LKU+trp
121	121_2.dat	2	121	3	Filter 8: 620 Nov/06 12:30 HLKU	HLKU	11-06	12:30am	Nov/06 12:30 HLKU
121	121_3.dat	3	121	3	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	11-07	12:30am	H-LKU+no Trp
121	121_3.dat	3	121	3	Filter 8: 620 H-LKU+trp	DiKU+Trp	11-07	12:30am	H-LKU+trp
121	121_3.dat	3	121	3	Filter 8: 620 Nov/07 12:30am HLKU	HLKU	11-07	12:30am	Nov/07 12:30am HLKU
121	121_4.dat	4	121	3	Filter 8: 620 H-lKU+no Trp	DiKU-Trp	11-07	12:30am	H-lKU+no Trp
121	121_4.dat	4	121	3	Filter 8: 620 H-LKU+trp	DiKU+Trp	11-07	12:30am	H-LKU+trp
121	121_4.dat	4	121	3	Filter 8: 620 Nov/7 12:30am HLKU	HLKU	11-07	12:30am	Nov/7 12:30am HLKU
121	121_5.dat	5	121	3	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	11-08	12:30am	H-LKU+no Trp
121	121_5.dat	5	121	3	Filter 8: 620 H-LKU+trp	DiKU+Trp	11-08	12:30am	H-LKU+trp
121	121_5.dat	5	121	3	Filter 8: 620 Nov/08 12:30am HLKU	HLKU	11-08	12:30am	Nov/08 12:30am HLKU
121_1	121_1.dat	1	121	4	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	11-10	1:00pm	H-LKU+no Trp
121_1	121_1.dat	1	121	4	Filter 8: 620 H-LKU+trp	DiKU+Trp	11-10	1:00pm	H-LKU+trp
121_1	121_1.dat	1	121	4	Filter 8: 620 Nov/10 1:00pm HLKU	HLKU	11-10	1:00pm	Nov/10 1:00pm HLKU
121_1	121_2.dat	2	121	4	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	11-11	0:30am	H-LKU+no Trp
121_1	121_2.dat	2	121	4	Filter 8: 620 H-LKU+trp	DiKU+Trp	11-11	0:30am	H-LKU+trp
121_1	121_2.dat	2	121	4	Filter 8: 620 Nov/11 0:3oam HLKU	HLKU	11-11	0:30am	Nov/11 0:3oam HLKU
121_1	121_3.dat	3	121	4	Filter 8: 620 Nov/11 1:00pm H-LKU+no Trp	DiKU-Trp	11-11	1:00pm	Nov/11 1:00pm H-LKU+no Trp
121_1	121_3.dat	3	121	4	Filter 8: 620 H-LKU+trp	DiKU+Trp	11-11	1:00pm	H-LKU+trp
121_1	121_3.dat	3	121	4	Filter 8: 620 Nov?11 HLKU 1:00pm	HLKU	11-11	1:00pm	Nov?11 HLKU 1:00pm
121_1	121_4.dat	4	121	4	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	11-12	2:00pm	H-LKU+no Trp
121_1	121_4.dat	4	121	4	Filter 8: 620 H-LKU+trp	DiKU+Trp	11-12	2:00pm	H-LKU+trp
121_1	121_4.dat	4	121	4	Filter 8: 620 Nov/12 2:00pm HLKU	HLKU	11-12	2:00pm	Nov/12 2:00pm HLKU
121_1	121_5.dat	5	121	4	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	11-12	1:00pm	H-LKU+no Trp
121_1	121_5.dat	5	121	4	Filter 8: 620	DiKU+Trp	11-12	1:00pm	
121_1	121_5.dat	5	121	4	Filter 8: 620 Nov/12 1:00pm HLKU	HLKU	11-12	1:00pm	Nov/12 1:00pm HLKU
122	122_1.dat	1	122	3	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	11-05	12:30am	H-LKU+no Trp
122	122_1.dat	1	122	3	Filter 8: 620 H-LKU+trp	DiKU+Trp	11-05	12:30am	H-LKU+trp
122	122_1.dat	1	122	3	Filter 8: 620 Nov/05 12:30am HLKU	HLKU	11-05	12:30am	Nov/05 12:30am HLKU
122	122_2.dat	2	122	3	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	11-06	12:30pm	H-LKU+no Trp
122	122_2.dat	2	122	3	Filter 8: 620 H-LKU+trp	DiKU+Trp	11-06	12:30pm	H-LKU+trp
122	122_2.dat	2	122	3	Filter 8: 620 Nov/06 12:30pm HLKU	HLKU	11-06	12:30pm	Nov/06 12:30pm HLKU
122	122_3.dat	3	122	3	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	11-07	12:30am	H-LKU+no Trp
122	122_3.dat	3	122	3	Filter 8: 620 H-LKU+trp	DiKU+Trp	11-07	12:30am	H-LKU+trp
122	122_3.dat	3	122	3	Filter 8: 620 Nov/07 12:30am HLKU	HLKU	11-07	12:30am	Nov/07 12:30am HLKU
122	122_4.dat	4	122	3	Filter 8: 620 H-LKU+no trp	DiKU-Trp	11-07	12:30am	H-LKU+no trp
122	122_4.dat	4	122	3	Filter 8: 620 H-LKU+trp	DiKU+Trp	11-07	12:30am	H-LKU+trp
122	122_4.dat	4	122	3	Filter 8: 620 Nov/07 12:30am HLKU	HLKU	11-07	12:30am	Nov/07 12:30am HLKU
122	122_5.dat	5	122	3	Filter 8: 620 H-LKU+no trp	DiKU-Trp	11-08	12:30am	H-LKU+no trp
122	122_5.dat	5	122	3	Filter 8: 620H-LKU+trp	DiKU+Trp	11-08	12:30am	H-LKU+trp
122	122_5.dat	5	122	3	Filter 8: 620 Nov/08 12:30am HLKU	HLKU	11-08	12:30am	Nov/08 12:30am HLKU
122_1	122_1.dat	1	122	4	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	11-10	1:00pm	H-LKU+no Trp
122_1	122_1.dat	1	122	4	Filter 8: 620 H-LKU+trp	DiKU+Trp	11-10	1:00pm	H-LKU+trp
122_1	122_1.dat	1	122	4	Filter 8: 620 Nov/10 1:00pm HLKU	HLKU	11-10	1:00pm	Nov/10 1:00pm HLKU
122_1	122_2.dat	2	122	4	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	11-11	0:30am	H-LKU+no Trp
122_1	122_2.dat	2	122	4	Filter 8: 620 HLKU+trp	DiKU+Trp	11-11	0:30am	HLKU+trp
122_1	122_2.dat	2	122	4	Filter 8: 620 Nov/11 0:30 HLKU	HLKU	11-11	0:30am	Nov/11 0:30 HLKU
122_1	122_3.dat	3	122	4	Filter 8: 620 H-LKU+ no Trp	DiKU-Trp	11-11	1:00pm	H-LKU+ no Trp
122_1	122_3.dat	3	122	4	Filter 8: 620 H-LKU+trp	DiKU+Trp	11-11	1:00pm	H-LKU+trp
122_1	122_3.dat	3	122	4	Filter 8: 620 Nov/11 1:00pm HLKU	HLKU	11-11	1:00pm	Nov/11 1:00pm HLKU
122_1	122_4.dat	4	122	4	Filter 8: 620 H-LKU+no TRp	DiKU-Trp	11-12	2:00pm	H-LKU+no TRp
122_1	122_4.dat	4	122	4	Filter 8: 620 H-LKU+trp	DiKU+Trp	11-12	2:00pm	H-LKU+trp
122_1	122_4.dat	4	122	4	Filter 8: 620 Nov/12 2:00pm HLKU	HLKU	11-12	2:00pm	Nov/12 2:00pm HLKU
122_1	122_5.dat	5	122	4	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	11-12	1:00pm	H-LKU+no Trp
122_1	122_5.dat	5	122	4	Filter 8: 620	DiKU+Trp	11-12	1:00pm	
122_1	122_5.dat	5	122	4	Filter 8: 620 Nov/12 1:00pm HLKU	HLKU	11-12	1:00pm	Nov/12 1:00pm HLKU
123	123_1.dat	1	123	2	Filter 8: 620 H-LKU+no TRp	DiKU-Trp	11-13	10:00pm	H-LKU+no TRp
123	123_1.dat	1	123	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	11-13	10:00pm	H-LKU+trp
123	123_1.dat	1	123	2	Filter 8: 620 Nov/13 10:00pm HLKU	HLKU	11-13	10:00pm	Nov/13 10:00pm HLKU
123	123_2.dat	2	123	2	Filter 8: 620H-LKU+no Trp	DiKU-Trp	11-14	11:00am	H-LKU+no Trp
123	123_2.dat	2	123	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	11-14	11:00am	H-LKU+trp
123	123_2.dat	2	123	2	Filter 8: 620 Nov/14 11:00am HLKU	HLKU	11-14	11:00am	Nov/14 11:00am HLKU
123	123_3.dat	3	123	2	Filter 8: 620 H-LKU+no trp	DiKU-Trp	11-15	0:00am	H-LKU+no trp
123	123_3.dat	3	123	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	11-15	0:00am	H-LKU+trp
123	123_3.dat	3	123	2	Filter 8: 620 Nov/15 0:00am HLKU	HLKU	11-15	0:00am	Nov/15 0:00am HLKU
123	123_4.dat	4	123	2	Filter 8: 620 DiKU-Trp %Updated by AB to make unique (2013-06-10)	DiKU-Trp	11-16	1:00am	
123	123_4.dat	4	123	2	Filter 8: 620 DiKU+Trp %Updated by AB to make unique (2013-06-10)	DiKU+Trp	11-16	1:00am	
123	123_4.dat	4	123	2	Filter 8: 620 Nov/16 1:00am HLKU	HLKU	11-16	1:00am	Nov/16 1:00am HLKU
123	123_5.dat	5	123	2	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	11-16	12:00pm	H-LKU+no Trp
123	123_5.dat	5	123	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	11-16	12:00pm	H-LKU+trp
123	123_5.dat	5	123	2	Filter 8: 620 nov/16 12:00pm HLKU	HLKU	11-16	12:00pm	nov/16 12:00pm HLKU
124	124_1.dat	1	124	2	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	11-13	10:00pm	H-LKU+no Trp
124	124_1.dat	1	124	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	11-13	10:00pm	H-LKU+trp
124	124_1.dat	1	124	2	Filter 8: 620 Nov/13 10:00pm HLKU	HLKU	11-13	10:00pm	Nov/13 10:00pm HLKU
124	124_2.dat	2	124	2	Filter 8: 620 H-LKU+no TRp	DiKU-Trp	11-14	11:00am	H-LKU+no TRp
124	124_2.dat	2	124	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	11-14	11:00am	H-LKU+trp
124	124_2.dat	2	124	2	Filter 8: 620 Nov/14 11:00am HLKU	HLKU	11-14	11:00am	Nov/14 11:00am HLKU
124	124_3.dat	3	124	2	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	11-15	12:00am	H-LKU+no Trp
124	124_3.dat	3	124	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	11-15	12:00am	H-LKU+trp
124	124_3.dat	3	124	2	Filter 8: 620 Nov/15 12:00am HLKU	HLKU	11-15	12:00am	Nov/15 12:00am HLKU
124	124_4.dat	4	124	2	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	11-16	1:00pm	H-LKU+no Trp
124	124_4.dat	4	124	2	Filter 8: 620H-LKU+trp	DiKU+Trp	11-16	1:00pm	H-LKU+trp
124	124_4.dat	4	124	2	Filter 8: 620 Nov/16 1:00pm HLKU	HLKU	11-16	1:00pm	Nov/16 1:00pm HLKU
124	124_5.dat	5	124	2	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	11-16	#VALUE!	H-LKU+no Trp
124	124_5.dat	5	124	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	11-16	#VALUE!	H-LKU+trp
124	124_5.dat	5	124	2	Filter 8: 620 Nov/16 HLKU 	HLKU	11-16	#VALUE!	Nov/16 HLKU 
125	125_1.dat	1	125	2	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	11-18	0:00am	H-LKU+no Trp
125	125_1.dat	1	125	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	11-18	0:00am	H-LKU+trp
125	125_1.dat	1	125	2	Filter 8: 620 Nov/18 0:00am HLKU	HLKU	11-18	0:00am	Nov/18 0:00am HLKU
125	125_2.dat	2	125	2	Filter 8: 620 H-LKU+no TRp	DiKU-Trp	11-18	12:00pm	H-LKU+no TRp
125	125_2.dat	2	125	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	11-18	12:00pm	H-LKU+trp
125	125_2.dat	2	125	2	Filter 8: 620 Nov/18 12:00pm HLKU	HLKU	11-18	12:00pm	Nov/18 12:00pm HLKU
125	125_3.dat	3	125	2	Filter 8: 620 H-LKU+no TRp	DiKU-Trp	11-18	12:00am	H-LKU+no TRp
125	125_3.dat	3	125	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	11-18	12:00am	H-LKU+trp
125	125_3.dat	3	125	2	Filter 8: 620 Nov/18 12:00am HLKU	HLKU	11-18	12:00am	Nov/18 12:00am HLKU
125	125_4.dat	4	125	2	Filter 8: 620 H-LKU+no TRp	DiKU-Trp	11-19	0:00am	H-LKU+no TRp
125	125_4.dat	4	125	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	11-19	0:00am	H-LKU+trp
125	125_4.dat	4	125	2	Filter 8: 620 Nov/19 0:00am HLKU	HLKU	11-19	0:00am	Nov/19 0:00am HLKU
125	125_5.dat	5	125	2	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	11-21	00:00am	H-LKU+no Trp
125	125_5.dat	5	125	2	Filter 8: 620	DiKU+Trp	11-21	00:00am	
125	125_5.dat	5	125	2	Filter 8: 620 Nov/21 00:00am HLKU	HLKU	11-21	00:00am	Nov/21 00:00am HLKU
126	126_1.dat	1	126	2	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	11-18	0:00am	H-LKU+no Trp
126	126_1.dat	1	126	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	11-18	0:00am	H-LKU+trp
126	126_1.dat	1	126	2	Filter 8: 620 Nov/18 0:00am HLKU	HLKU	11-18	0:00am	Nov/18 0:00am HLKU
126	126_2.dat	2	126	2	Filter 8: 620 H-LKU+no TRp	DiKU-Trp	11-18	12:00pm	H-LKU+no TRp
126	126_2.dat	2	126	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	11-18	12:00pm	H-LKU+trp
126	126_2.dat	2	126	2	Filter 8: 620 Nov/18 12:00pm HLKU	HLKU	11-18	12:00pm	Nov/18 12:00pm HLKU
126	126_3.dat	3	126	2	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	11-18	12:00am	H-LKU+no Trp
126	126_3.dat	3	126	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	11-18	12:00am	H-LKU+trp
126	126_3.dat	3	126	2	Filter 8: 620 Nov/18 12:00am HLKU	HLKU	11-18	12:00am	Nov/18 12:00am HLKU
126	126_4.dat	4	126	2	Filter 8: 620 H-LKU+no TRp	DiKU-Trp	11-19	0:00am	H-LKU+no TRp
126	126_4.dat	4	126	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	11-19	0:00am	H-LKU+trp
126	126_4.dat	4	126	2	Filter 8: 620 Nov/19 0:00am HLKU	HLKU	11-19	0:00am	Nov/19 0:00am HLKU
126	126_5.dat	5	126	2	Filter 8: 620 H-LKU+no trp	DiKU-Trp	11-21	0:00am	H-LKU+no trp
126	126_5.dat	5	126	2	Filter 8: 620	DiKU+Trp	11-21	0:00am	
126	126_5.dat	5	126	2	Filter 8: 620 Nov/21 0:00am HLKU	HLKU	11-21	0:00am	Nov/21 0:00am HLKU
127	127_1.dat	1	127	2	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	11-22	12:00pm	H-LKU+no Trp
127	127_1.dat	1	127	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	11-22	12:00pm	H-LKU+trp
127	127_1.dat	1	127	2	Filter 8: 620 Nov/22 12:00pm HLKU	HLKU	11-22	12:00pm	Nov/22 12:00pm HLKU
127	127_2.dat	2	127	2	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	11-22	1:00am	H-LKU+no Trp
127	127_2.dat	2	127	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	11-22	1:00am	H-LKU+trp
127	127_2.dat	2	127	2	Filter 8: 620Nov/22 1:00am HLKU	HLKU	11-22	1:00am	Nov/22 1:00am HLKU
127	127_3.dat	3	127	2	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	11-23	2:00pm	H-LKU+no Trp
127	127_3.dat	3	127	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	11-23	2:00pm	H-LKU+trp
