orf	hap a | chronological lifespan | time [9 days] | Fabrizio P~Longo VD, 2010	hap a | chronological lifespan | time [11 days] | Fabrizio P~Longo VD, 2010	hap a | chronological lifespan | time [15 days] | Fabrizio P~Longo VD, 2010	hap a | chronological lifespan | time [20 days] | Fabrizio P~Longo VD, 2010
YAL002W	-2.8389105541296424	-2.4487700712364435	-1.6075204077349352	-1.2074967568083248
YAL004W	-0.44799354240469985	-0.4364534005214675	-0.8644655352666915	-0.2740486368229124
YAL005C	0.05157123229754474	-0.3575560213594413	0.5575763673325345	0.8266532893638522
YAL007C	0.3613013926129364	-0.24744649219925088	-0.17358962717621756	-0.031431455495259296
YAL008W	0.35230922666829606	-0.3428169505269749	-0.7673730319308408	-0.2819816236783126
YAL011W	0.2963579719016446	-0.3705610838586764	-4.7798693432593575	-0.7929981936136694
YAL012W	-1.2782701979598305	-0.21103231720139265	-1.7997239347467213	-0.5854183708973665
YAL013W	-3.141646807599203	-2.955100504539996	-0.5441263235803818	-2.5871753874099928
YAL014C	0.04757471409992678	-0.2188353547009337	0.6216442096697964	1.1598387372906567
YAL015C	0.2593901785736785	-0.028094438045485733	0.13155824045074133	0.18275918960054358
YAL017W	0.6490507028414293	0.4262157452611267	0.3290457132223012	0.6759265391112502
YAL018C	-0.05733388858754458	-0.5162177838501095	-0.05932430012110093	-0.12067755761851044
YAL019W	0.3493118380200826	-0.4069752588565346	-1.3796502468446739	-0.8115084962762696
YAL020C	1.097659870524045	-0.9948040838219606	-2.9100130375192705	-1.0951127763568234
YAL022C	0.15847809408382513	-0.11999687970674701	0.2583729386853216	0.591308012653649
YAL024C	-0.052338240840522125	-0.23010640886693745	-0.4754350287033175	-0.5629415748070663
YAL026C	-0.31411018278449826	-0.4572615005202436	-1.8770016414834185	-0.00763249492905895
YAL027W	0.20343892380702713	-0.2951317213631129	0.18241621838856775	1.042827181173505
YAL028W	-0.06232953633456701	-0.15381004220475825	-0.0864045221399436	0.06971412691109206
YAL029C	0.2793727695617683	-0.13213493803936643	-0.22841056443387467	0.27861611410329484
YAL030W	0.24440323533261116	-0.026360429712254375	0.20883594718743867	0.6838595259666501
YAL031C	0.3333257652296107	0.026526824451301643	-0.20595379495483437	0.6964200884877004
YAL034C	-0.5908690679695419	-1.428306167129797	-0.7620890861710667	-0.7844041245203192
YAL036C	0.021597345815410087	-0.310737796362195	0.16128043534947104	0.4465310025425971
YAL037W	0.2833692877593863	-0.036764479711642456	0.1493915573899791	0.5648647231356486
YAL040C	0.22941629209154382	-0.36796007135882935	-0.4642066439637974	-0.6277276341261672
YAL042C-A	0.8838461469514842	-2.3811437462404212	-1.0216629216199733	-0.5629415748070663
YAL042W	0.3363231538778242	-0.1841551880363068	-0.4232560643255475	-0.059196909489159635
YAL044C	-2.2414310835857583	-5.049782571083461	-3.484642138894712	-1.663643500993831
YAL045C	0.30435100829688055	0.05080294111654047	0.2973420386636561	0.7301352826231507
YAL046C	0.1305024667004994	-0.0515035505441089	0.4267987097781236	0.8286365360777022
YAL049C	0.3802848540516217	-1.179475971311099	0.06749039811347937	0.18143702512464352
YAL051W	0.06256165734099413	-0.750308908836341	0.004083048996189209	-0.4327083739309146
YAL053W	0.4162535178301833	0.046467920283462104	0.24714455394580143	0.5040451572442478
YAL054C	-0.342085810167824	-0.3324129005275868	-0.384286964347213	-0.8776167200712706
YAL055W	-0.45298919015172234	-1.3762859171328565	-0.5751695049190552	-0.536498285289066
YAL056C-A	-1.469103941896088	-1.581765904620771	-2.556649164834372	-0.8022533449449695
YAL056W	-2.6730550489284974	-2.7652265920511643	-1.3591749570255491	-1.8897336263727338
YAL059W	0.7149932531021256	-0.5890461338458258	-4.299030279119908	-2.33993063041669
YAL060W	0.29036319460521764	0.026526824451301667	0.39707651487939377	1.0415050166976048
YAL061W	0.16447287138025207	0.014388766118682214	0.6209837164498245	0.9555643257641038
YAL062W	0.19244849876357772	-0.35842302552605704	-1.1273418368154569	-1.3873111255307273
