orf	hap a | chronological lifespan | time [9 days] | Fabrizio P~Longo VD, 2010	hap a | chronological lifespan | time [11 days] | Fabrizio P~Longo VD, 2010	hap a | chronological lifespan | time [15 days] | Fabrizio P~Longo VD, 2010	hap a | chronological lifespan | time [20 days] | Fabrizio P~Longo VD, 2010
YBL106C	0.061	-0.011999999999999997	0.4305	0.7455
YBL107C	0.0825	-0.09	0.05750000000000001	0.428
YBR001C	0.061	0.0425	0.155	0.42300000000000004
YBR003W	-1.409	-1.2665	-0.9424999999999999	-0.6034999999999999
YBR005W	0.08549999999999999	0.064	0.248	0.608
YBR006W	0.0024999999999999988	0.016	0.346	0.3085
YBR007C	0.011000000000000001	0.13	0.254	0.5994999999999999
YBR008C	0.032	-0.0525	-0.0725	-0.08750000000000001
YBR009C	-0.2145	-0.363	-0.482	-0.5660000000000001
YBR010W	-0.0165	0.006499999999999999	0.17300000000000001	0.058499999999999996
YBR012C	0.122	-0.315	-0.11549999999999999	0.025500000000000002
YBR013C	-0.024	0.0015	-0.024999999999999998	0.393
YBR014C	0.0775	0.09799999999999999	0.23149999999999998	0.328
YBR016W	0.0975	0.20350000000000001	0.48450000000000004	0.7344999999999999
YBR018C	0.0685	-0.049499999999999995	-0.3365	-0.226
YBR019C	-0.0225	0.05499999999999999	-0.1575	-0.483
YBR020W	0.0125	0.013999999999999992	-0.133	0.1225
YBR022W	0.0625	0.161	0.3085	0.5395
YBR023C	-0.057999999999999996	-0.08499999999999999	-0.14200000000000002	0.26849999999999996
YBR024W	-0.305	-0.299	-0.5365	-0.386
YBR025C	-0.057499999999999996	0.0195	-0.8775	-0.257
YBR027C	0.069	0.0845	0.08	0.14850000000000002
YBR028C	0.1245	0.234	-0.2955	-0.009499999999999995
YBR030W	0.11	0.192	0.27949999999999997	0.6595
YBR031W	-0.318	-0.332	-0.36650000000000005	-0.745
YBR032W	0.1595	-0.8380000000000001	-0.117	-0.48900000000000005
YBR033W	0.0525	0.13	0.16549999999999998	0.34199999999999997
YBR034C	0.155	0.0655	0.09249999999999999	0.29200000000000004
YBR036C	0.041499999999999995	0.281	0.321	0.48549999999999993
YBR040W	0.032999999999999995	-0.04100000000000001	0.123	-0.149
YBR041W	-0.3755	-0.367	-2.0985	-1.9529999999999998
YBR042C	-0.0075	0.239	0.045000000000000005	0.5135000000000001
YBR043C	0.023500000000000004	0.0635	0.0605	0.11500000000000002
YBR044C	0.3545	0.38449999999999995	-1.5025	0.16349999999999998
YBR045C	0.07	0.3095	0.5705	0.5715
YBR046C	0.0935	0.245	0.986	1.7824999999999998
YBR047W	0.10600000000000001	0.148	0.16399999999999998	0.385
YBR048W	0.9065	0.6819999999999999	0.07900000000000001	0.5765
YBR051W	0.0885	0.058	0.057999999999999996	0.394
YBR052C	0.10450000000000001	0.117	0.057999999999999996	0.0725
YBR053C	0.047	0.028499999999999998	0.04	-0.0765
YBR054W	-0.062	-0.028999999999999998	0.186	-0.3015
YBR056W	-1.007	-1.518	-1.6435	-1.0905
YBR057C	0.17500000000000002	-0.6945	-0.4985	-0.79
YBR058C	-0.41600000000000004	-0.23349999999999999	0.20500000000000002	-0.2495
YBR059C	-0.28400000000000003	-0.76	-1.0015	-0.745
YBR061C	-1.1015000000000001	-1.879	-2.053	-2.87
YBR062C	0.0265	0.16399999999999998	0.2935	0.174
YBR063C	0.07200000000000001	0.0635	0.079	0.18999999999999997
YBR064W	0.0695	0.11449999999999999	0.0565	0.397
YBR065C	0.154	0.3385	0.1025	0.5720000000000001
YBR066C	0.4115	0.374	-0.10650000000000001	-0.3685
YBR067C	-0.088	0.0025000000000000022	0.10350000000000001	0.1725
YBR068C	-0.6675	-1.3900000000000001	-2.993	-1.963
YBR071W	0.023	-0.0865	-0.23	-0.27749999999999997
YBR072W	-0.154	-0.14800000000000002	-0.062	0.273
YBR073W	-0.0014999999999999996	-0.007999999999999993	0.08249999999999999	-0.0655
YBR074W	-0.059	0.0975	0.042499999999999996	0.20850000000000002
YBR076W	-0.05799999999999998	-0.1265	-0.137	-0.012999999999999998
YBR077C	-0.05499999999999999	0.4555	0.166	-0.09850000000000003
YBR078W	-1.4175	-1.362	-0.72	-0.8065
YBR082C	0.7655	0.59	0.498	0.551
YBR083W	0.01	0.013999999999999999	0.1515	0.331
YBR084C-A	0.08549999999999999	-0.7254999999999999	-1.069	-0.69
YBR084W	-0.308	-0.62	-1.7930000000000001	-1.6840000000000002
YBR085W	0.1415	0.206	0.4155	0.7125
YBR086C	-0.40599999999999997	-0.6345000000000001	-0.5830000000000001	-0.784
YBR089C-A	0.024	-0.1505	-0.356	-0.4015
YBR090C	0.08299999999999999	0.066	0.23149999999999998	0.1365
YBR092C	-0.031	-0.008499999999999997	0.05099999999999999	-0.48250000000000004
YBR095C	-1.13	-1.473	-2.266	-1.842
YBR096W	0.3045	-0.031000000000000014	0.859	0.5549999999999999
YBR098W	-0.15425	-0.091	-0.054749999999999965	-0.1545
YBR099C	0.059500000000000004	0.08	0.047499999999999994	0.0175
YBR103W	-0.07550000000000001	-0.2975	-1.6575	-0.5855
YBR104W	-0.27	-0.357	-0.2015	-0.22899999999999998
YBR105C	-0.17400000000000002	0.10550000000000001	-0.29	0.249
YBR107C	-0.07150000000000001	-0.012	0.009000000000000001	-0.3245
YBR108W	0.1305	0.017	0.185	0.503
YBR111C	0.1985	-0.764	0.039999999999999925	0.73
YBR113W	0.14450000000000002	-0.22849999999999998	0.14750000000000002	0.1185
YBR114W	-0.105	-0.765	-0.20299999999999999	-0.5405
YBR115C	-1.024	-1.3105	-2.0805000000000002	-2.04
YBR116C	-0.063	-0.258	-0.1865	0.144
YBR118W	0.05099999999999999	-0.21500000000000002	0.0305	-0.0040000000000000036
YBR119W	-0.057	0.009500000000000001	-0.0525	-0.5195
YBR125C	-0.589	-1.259	-0.251	-1.0154999999999998
YBR126C	-0.9525	-0.5429999999999999	-0.02100000000000002	0.10950000000000004
YBR128C	-0.009499999999999995	0.03950000000000001	-2.117	-1.605
YBR129C	-0.0014999999999999979	-0.1455	0.1275	-0.47
YBR130C	0.0215	-0.1325	-0.058499999999999996	0.32
YBR131W	-0.3625	-0.351	-1.5459999999999998	-0.5985
YBR133C	-0.12250000000000001	-0.486	-0.632	-0.21100000000000002
YBR134W	-0.0255	-0.106	-0.6074999999999999	-0.9335
YBR137W	0.16949999999999998	-0.747	0.10450000000000001	-0.6005
YBR138C	-0.08249999999999999	-0.07650000000000001	0.01949999999999999	-0.07400000000000001
YBR139W	0.0165	0.054000000000000006	0.1485	0.10650000000000001
YBR141C	-0.382	-0.39649999999999996	0.0175	-0.40049999999999997
YBR144C	0.39	-1.075	0.7135	-0.5660000000000001
YBR145W	0.08950000000000001	0.1475	0.2965	0.33399999999999996
YBR146W	0.2215	0.1115	0.2245	0.95
YBR147W	-0.0665	0.199	0.47350000000000003	0.8885
YBR148W	0.052	0.0935	0.1305	0.06549999999999999
YBR149W	-0.015	0.19	0.22699999999999998	0.38249999999999995
YBR150C	0.259	-0.9125000000000001	0.1965	-0.37349999999999994
YBR151W	-0.026000000000000002	0.4635	1.7610000000000001	2.146
YBR156C	0.0875	0.2945	0.39549999999999996	0.47000000000000003
YBR157C	-0.07849999999999999	-0.07550000000000001	-0.008499999999999997	0.084
YBR158W	0.074	-0.009000000000000001	-0.7065	-0.8855
YBR161W	-0.0095	0.047	0.14350000000000002	0.43
YBR162C	0.43600000000000005	-0.10400000000000001	-0.4535	-0.29200000000000004
YBR162W-A	-0.1375	-0.25	-0.6819999999999999	-0.6035
YBR164C	-0.046	-0.438	-1.6675	-1.003
YBR165W	0.057	0.14500000000000002	0.28600000000000003	0.457
YBR166C	0.8380000000000001	-1.5194999999999999	-1.05	-1.5825
YBR169C	0.067	0.0655	0.1555	0.15100000000000002
YBR170C	0.257	0.07999999999999999	-1.1835	0.3305
YBR172C	-0.03350000000000001	-0.4335	-0.006500000000000006	-0.045499999999999985
YBR174C	-1.5314999999999999	-1.364	-1.609	-1.287
YBR175W	-2.2119999999999997	-2.6115000000000004	-2.896	-2.1045
YBR176W	0.091	0.1085	0.1895	0.399
YBR177C	0.069	-0.006499999999999999	0.074	0.108
YBR180W	0.048	0.009499999999999995	0.10200000000000001	0.093
YBR181C	-2.017	-1.212	-0.38	-0.9765
YBR182C	0.033	-0.16449999999999998	0.05299999999999999	0.3635
YBR183W	0.04150000000000001	-0.1145	-0.43200000000000005	-0.8625
YBR184W	0.0205	-0.086	-0.011000000000000003	-0.1025
YBR185C	-0.11449999999999999	-0.365	-1.354	-2.0815
YBR186W	-0.0024999999999999988	0.028499999999999998	-0.10099999999999999	0.17350000000000002
YBR187W	-0.26	-0.066	0.181	0.006000000000000005
YBR188C	0.019000000000000003	0.05450000000000001	0.28600000000000003	0.3555
YBR195C	-0.14850000000000002	-0.22499999999999998	-0.384	-0.4435
YBR197C	-0.010499999999999999	-0.22599999999999998	-0.08149999999999999	-0.007999999999999993
YBR199W	0.10550000000000001	0.124	0.3675	0.537
YBR201W	-0.0945	0.14	0.21400000000000002	0.4875
YBR203W	0.026000000000000002	-0.0425	0.1855	0.046
YBR204C	-0.01	0.20800000000000002	0.1955	0.4425
YBR205W	0.024	-0.0035	-0.057499999999999996	0.1895
YBR206W	0.07	0.144	0.35950000000000004	0.48750000000000004
YBR207W	-0.1135	0.0575	0.2675	0.1905
YBR208C	-0.060500000000000005	0.0315	0.02600000000000001	0.14400000000000002
YBR209W	-0.7955	-0.899	-1.2850000000000001	-1.056
YBR210W	-0.146	-0.33899999999999997	-0.295	-0.7875
YBR212W	-0.13	-0.079	-0.8045	-0.7455
YBR213W	0.10149999999999999	0.1425	0.14800000000000002	-0.22399999999999998
YBR214W	-0.2525	-0.1355	0.1395	-0.044999999999999984
YBR215W	0.118	-0.567	-0.5405	-1.598
YBR216C	0.0325	-0.914	0.011999999999999997	-0.9565
YBR217W	0.096	0.035500000000000004	-1.2645	-0.8494999999999999
YBR218C	-0.1395	-0.1165	0.2025	0.503
YBR219C	0.259	-1.1164999999999998	-0.159	-1.164
YBR220C	0.01	-0.0175	-0.0125	-0.08199999999999999
YBR221C	-1.5865	-1.117	-1.2695	-1.3679999999999999
YBR221W-A	0.106	0.3515	0.37050000000000005	0.309
YBR222C	0.0175	0.2185	0.3635	0.426
YBR223C	-0.020999999999999998	0.028999999999999998	0.3245	0.582
YBR224W	0.1825	0.5115000000000001	0.624	-0.283
YBR225W	0.33899999999999997	0.608	0.885	-0.3675
YBR226C	0.34550000000000003	0.6930000000000001	0.7255	0.356
YBR227C	-0.06	-0.1105	-0.105	-0.521
YBR228W	0.185	0.010000000000000002	0.0305	0.159
YBR229C	-0.307	-0.35	-0.22249999999999998	-0.27899999999999997
YBR230C	-0.0125	-0.07350000000000001	-0.315	-0.6985
YBR231C	0.077	-0.1905	-0.407	-0.524
YBR232C	-0.022	0.1755	0.256	0.2625
YBR233W	0.16099999999999998	0.21300000000000002	0.5025	-0.03900000000000001
YBR235W	-0.042499999999999996	-0.108	0.041499999999999995	-0.23049999999999998
YBR238C	0.0905	0.0965	0.1155	0.253
YBR239C	0.0785	0.21600000000000003	0.1945	0.09049999999999998
YBR240C	0.041999999999999996	0.010000000000000002	0.10700000000000001	0.07150000000000001
YBR241C	0.14150000000000001	0.1565	0.1965	0.193
YBR242W	-0.0095	0.0965	-0.152	0.052000000000000005
YBR244W	0.03	0.126	0.36650000000000005	0.20900000000000002
YBR245C	-0.0935	-0.041499999999999995	0.005500000000000005	-0.359
YBR246W	-0.112	-0.14350000000000002	-0.38049999999999995	-1.6640000000000001
YBR248C	-1.092	-0.9685	-0.861	-0.6815
YBR250W	-0.052500000000000005	-0.1885	-0.3205	-0.28200000000000003
YBR255W	-0.009000000000000001	-0.0405	-0.6295	-1.5035
YBR258C	0.0345	-0.336	0.3005	-0.058499999999999996
YBR259W	0.053000000000000005	0.091	-0.024499999999999997	0.0775
YBR260C	-0.0625	-0.161	-0.533	-0.1625
YBR261C	0.14400000000000002	0.195	0.20850000000000002	0.228
YBR262C	0.1225	0.1315	0.39049999999999996	0.651
YBR263W	0.048	0.113	0.1265	-0.5275
YBR264C	0.10300000000000001	0.23249999999999998	0.293	0.43099999999999994
YBR270C	0.072	-0.014999999999999986	-0.3615	-0.11900000000000001
YBR271W	0.192	0.07550000000000001	-0.2625	-0.523
YBR272C	-0.112	-0.11499999999999999	-0.358	-0.394
YBR273C	0.0465	0.023	0.1765	0.313
YBR274W	-0.03900000000000001	0.007500000000000007	0.6715	0.8220000000000001
YBR275C	0.0165	-0.215	-0.12250000000000001	-0.2825
YBR276C	-0.27	-0.9645	-1.1604999999999999	-0.8125
YBR277C	-1.374	-0.9115	-1.3624999999999998	-0.501
YBR280C	0.103	0.091	-0.0935	0.292
YBR281C	-2.713	-2.721	-3.4025	-2.488
YBR284W	-3.8825000000000003	-3.7935	-2.6045	-2.9234999999999998
YBR285W	0.1775	0.11599999999999999	0.014000000000000002	0.4145
YBR286W	-1.6815	-3.0214999999999996	-2.7845	-2.7245
YBR287W	0.0945	0.004	0.1275	-0.0875
YBR288C	0.1695	0.1475	0.10199999999999998	-0.418
YBR290W	0.099	-0.8505	-0.8470000000000001	-1.665
YBR291C	-0.548	-0.7845	-0.302	-0.3055
YBR292C	0.1195	0.1085	0.2395	0.41400000000000003
YBR293W	0.23349999999999999	-0.262	0.061	-0.14300000000000002
YBR294W	0.1195	-0.0034999999999999996	-0.005500000000000001	-0.3105
YBR295W	-1.746	-2.4210000000000003	-3.378	-2.2085
YBR296C	-0.032	-0.1175	0.009999999999999998	0.4325
YBR297W	-1.145	-1.6099999999999999	-1.2265	-1.033
YBR298C	-1.796	-1.923	-2.34	-1.9609999999999999
YBR299W	0.20600000000000002	0.112	0.1615	-0.1275
YBR300C	0.20800000000000002	-0.28900000000000003	0.0915	0.035999999999999976
YBR301W	0.191	0.1375	0.3685	0.3705
YCL001W	-0.5465	-0.8109999999999999	-0.27949999999999997	-0.87
YCL001W-A	-1.0055	-1.059	-1.722	-1.0190000000000001
YCL002C	0.0195	0.0765	0.157	0.3075
YCL005W	0.16699999999999998	0.305	-0.8465	-2.4015
YCL008C	-0.8214999999999999	-1.514	-1.9409999999999998	-0.9910000000000001
YCL009C	-0.256	-0.46199999999999997	-0.416	-0.608
YCL010C	-0.945	-2.324	-2.458	-2.6355
YCL011C	0.1185	-0.9415	-0.823	-0.4865
YCL014W	0.08925	0.040249999999999994	-0.037250000000000005	0.39449999999999996
YCL016C	-0.9295	-0.5235	-1.019	-0.6615
YCL022C	0.0145	-0.0255	-0.325	-0.5705
YCL023C	0.18	0.0605	0.135	0.04799999999999999
YCL024W	0.081	-0.039	0.224	0.4115
YCL025C	-0.017	0.069	0.1975	0.3275
YCL026C-A	0.088	0.14100000000000001	0.40249999999999997	0.4465
YCL027W	0.159	-0.1375	-0.047	-0.008000000000000007
YCL028W	0.129	0.0485	-0.11349999999999999	-0.26499999999999996
YCL029C	0.9815	0.11250000000000004	-0.11249999999999993	-0.514
YCL030C	0.393	-0.651	0.1385	-0.40599999999999997
YCL032W	-2.5475000000000003	-1.9569999999999999	-2.3035	-2.0135
YCL033C	-2.0695	-0.9299999999999999	-0.4185	-1.9060000000000001
YCL034W	-0.006999999999999999	0.2205	0.31799999999999995	0.1535
YCL035C	0.0575	0.09549999999999999	-0.08099999999999999	0.058
YCL036W	-2.161	-2.2035	-2.012	-2.2045
YCL037C	-0.708	-0.6565	-0.9325000000000001	-0.881
YCL038C	-0.22949999999999998	-0.6134999999999999	-3.133	-1.3119999999999998
YCL039W	0.019500000000000003	-0.3495	-0.8895	-1.466
YCL040W	-0.425	-0.2765	0.348	-0.651
YCL042W	-0.5005	-0.014500000000000002	0.364	-0.3515
YCL044C	0.175	0.261	-0.7835000000000001	-0.369
YCL045C	0.2515	0.121	-0.24100000000000002	-0.30800000000000005
YCL046W	0.235	0.2475	-0.5315	-0.9235
YCL047C	0.1565	0.19	0.128	-0.1315
YCL048W	0.114	0.212	0.4865	0.17550000000000002
YCL049C	0.127	0.139	0.32	-0.02
YCL050C	-2.9965	-2.286	-1.2555	-1.6785
YCL051W	-0.09100000000000001	-0.28150000000000003	-0.345	-0.05500000000000002
YCL055W	0.16350000000000003	-0.8300000000000001	0.0985	-0.63
YCL056C	-2.574	-1.475	-0.903	-2.1159999999999997
YCL057W	0.1095	0.0795	0.2255	-0.246
YCL061C	-0.61725	-0.617	-0.614	-0.64375
YCL063W	-0.87075	-0.91525	-0.6495	-1.48025
YCL064C	-0.281	-0.201	-0.301	0.238
YCL069W	0.1085	0.065	0.42600000000000005	0.3765
YCL076W	0.0555	-0.1705	-0.064	-0.6074999999999999
YCR001W	0.0925	-0.2655	-0.2155	0.0755
YCR003W	-2.06	-1.8165	-2.269	-1.4735
YCR004C	-1.638	-1.186	-1.3735	-0.516
YCR005C	0.11649999999999999	0.16499999999999998	0.33849999999999997	0.6795
YCR006C	0.2835	-0.5925	0.4095	-0.091
YCR007C	0.06	-0.252	-0.062	-0.17300000000000001
YCR008W	0.043	-0.0355	-0.16099999999999998	-0.4125
YCR010C	0.024	-0.0275	0.1825	0.5675
YCR011C	0.236	0.048	0.592	0.2635
YCR014C	-0.0015000000000000005	0.1185	0.3025	0.2555
YCR015C	0.1075	0.2115	0.057499999999999996	-0.1265
YCR016W	0.1125	-0.013999999999999999	0.157	0.1585
YCR017C	-0.2405	-0.6205	-0.9245	-1.927
YCR019W	-2.5570000000000004	-2.2035	-0.8420000000000001	-1.7269999999999999
YCR020C	-0.033	0.0945	0.1345	0.23650000000000002
YCR020C-A	-0.07150000000000001	0.29600000000000004	0.105	-0.602
YCR021C	0.14400000000000002	0.16349999999999998	-0.0325	0.2805
YCR022C	0.2685	0.225	0.0655	0.032000000000000015
YCR023C	0.1105	0.0625	0.125	0.19
YCR024C-A	-0.952	-1.1245	-0.86	-0.7665
YCR025C	-2.306	-2.9640000000000004	-3.486	-2.886
YCR026C	-2.2295	-1.327	-1.3599999999999999	-0.7010000000000001
YCR028C	-0.9255	-1.936	-1.433	-0.988
YCR030C	0.08549999999999999	0.241	0.725	0.9930000000000001
YCR031C	0.208	0.18050000000000002	0.607	-0.04700000000000004
YCR032W	0.07150000000000001	0.0049999999999999975	-1.109	-0.8235
YCR033W	-0.36950000000000005	-0.956	-1.668	-0.8424999999999999
YCR036W	-1.3675000000000002	-0.8440000000000001	-1.37	-0.7519999999999999
YCR037C	0.1135	-0.1575	-0.9525	-0.7170000000000001
YCR043C	0.2055	-0.39799999999999996	-0.493	-1.4024999999999999
YCR045C	-1.907	-2.6395	-2.858	-2.4175
