orf	hom | growth (relative abundance in pooled culture) | MUC7 peptide [5 uM], time [24 h] | Lis M~Bobek LA, 2009	hom | growth (relative abundance in pooled culture) | MUC7 peptide [5 uM], time [48 h] | Lis M~Bobek LA, 2009
YAL002W	-0.4652342615091664	-1.2052176618043644
YAL004W	0.34590132296117493	0.3197038851849379
YAL005C	0.6587251091148664	0.8311941338626857
YAL007C	0.010950179357414158	0.031246650973803428
YAL008W	0.9367273305802438	0.03484782466975015
YAL009W	0.22248343183135227	0.4858383898228418
YAL011W	-0.10898666320690499	-0.38154784336744596
YAL013W	-0.27487632639654175	-0.01236810789276344
YAL014C	-0.02963063301317121	0.4373182431738456
YAL015C	0.43006548958618385	0.10895752727716597
YAL016W	-0.4907631210514906	0.032374677213078094
YAL017W	0.5035316808823767	-0.009106896347221824
YAL018C	0.13759753729196797	-0.2407909495259443
YAL019W	-0.3137825992187162	-0.5431995598944903
YAL020C	-0.3950823471378248	-0.6982770380025427
YAL021C	-0.16918118987853148	-0.24709362948340796
YAL022C	0.015771404139937665	0.29631334528414216
YAL023C	0.11085404141981513	-0.8020509114765516
YAL024C	-0.1954303508376755	-1.474791376046042
YAL026C	0.22808748824481456	-0.5993365507164172
YAL027W	0.13508326160436832	-0.5133305885137265
YAL028W	0.15026401843684808	0.24889741014006625
YAL029C	1.029345470499118	-0.12480065941824901
YAL030W	-0.378026841388883	-0.23926177784613445
YAL031C	-0.24743810486559234	-0.13739990830085966
YAL034C	0.11476268791913191	0.27792672980294153
YAL035W	-1.0683077030769699	-0.7111705071946588
YAL036C	0.12802477592967257	0.021989278730110633
YAL037W	0.7327305294573615	-0.0426082294254214
YAL039C	-0.4367868191078744	-0.7372625490112921
YAL040C	-0.19973063577627365	-1.7870057807037187
YAL042C-A	0.24978903443298497	-0.5362641981407017
YAL042W	-0.33804037612868276	-0.5513974695963074
YAL044C	0.02755467944162218	-0.315154725482473
YAL045C	0.805696459585149	0.16650495129888424
YAL046C	-0.20375454143255745	-0.3174565281229907
YAL047C	-0.8251290007088787	-0.4663242457980359
YAL048C	0.3011591870240884	-0.09836061771295626
YAL049C	0.18935096500529344	-0.2158965939863375
YAL051W	0.16029343506671045	0.15774478913168116
YAL053W	-0.21382016699555872	-0.4443924617061052
YAL054C	-1.1031310596697148	0.014212726741397726
YAL055W	-0.13123761931373795	0.08469016848948449
YAL056C-A	-0.4377839367403982	-0.5830620094574209
YAL056W	0.1169788067876493	-0.7835347053619635
YAL058W	-0.6877052552246039	-0.4709782878914886
YAL059W	-0.012797586663528248	0.34968608256971173
YAL060W	0.5866372062515405	0.3558456695366228
YAL061W	-0.14899687811770343	0.3040090950603639
YAL062W	0.9843362893429574	-0.26426466064717463
YAL064C-A	0.287670390469133	0.023926767547265658
YAL065C	0.035104478708709544	0.09536637120976237
YAL066W	0.18737965688043365	0.10245535870375153
YAL067C	-0.16900208912652392	-0.2736283859659669
YAL068C	0.14220180716999958	0.12182755536703335
YAR002C-A	-0.8136947849478126	-0.7698972921707881
YAR002W	1.0701818100236118	0.13733121227854286
YAR003W	0.6477534561347421	0.44740219368594364
YAR014C	-0.051634193307132925	-0.15308769640788
YAR015W	0.43664229104179747	0.27785379819728795
YAR018C	0.27732683209067843	-0.05731762256250896
YAR020C	0.36760902432575676	-0.29183134717647696
YAR023C	0.6582634905567785	-0.002910526621652279
YAR027W	-0.07754706475318593	0.1795562175870724
YAR028W	0.12483129573267905	0.1526340224591572
YAR029W	0.5389310826923411	0.2136648979749558
YAR030C	0.5754866094974525	-0.6843315189839615
YAR031W	0.4972257046068874	-0.03273744672303708
YAR035W	0.7126585682026937	-0.16363296177051365
YAR042W	0.064045904214402	-0.6005674048328111
YAR047C	0.4402845137434979	0.002344178124299725
YAR050W	0.632957065839121	0.348292195688789
YBL001C	-0.054589874398134335	-0.03570946582427223
YBL002W	0.8212152009355826	0.5747582112488837
YBL003C	-0.32186172283426173	0.19397748694765699
YBL005W	-0.16600211771585768	-0.551888062853233
YBL006C	-0.4787428841416082	-0.20842443729010218
YBL007C	1.0563633140320159	0.08358240437612523
YBL008W	-1.186018223229231	-0.5526791712649589
YBL009W	0.2478217133948539	-0.5084719447868136
YBL010C	-0.49654323655465427	-1.5493792013656311
YBL011W	1.239989507485094	-0.2428482418243692
YBL012C	-0.5347061455537977	0.16112006078389077
YBL013W	0.2226028744430658	0.6355411296476912
YBL015W	-0.5967634357581473	0.44041530548123975
YBL017C	1.020259036834674	-0.9853014839663701
YBL019W	0.729903960378349	-0.24399770040431032
YBL022C	-0.7670912977544204	-1.9475215888430086
YBL024W	1.3412526023336397	1.479292323182802
YBL027W	-0.3548010940095473	0.012583479823415742
YBL028C	-2.4314369856890674	-0.7616687903581688
YBL029W	-0.34883327711597106	-0.23077815013382078
YBL031W	0.23170032808011262	-2.8539835310742454
YBL032W	-1.3121281704584518	-1.9008189804029236
YBL033C	0.2923682655550745	0.1050917285282509
YBL036C	0.6842666720744315	1.1880003187262211
YBL037W	-0.7928589138718447	-0.8136771898783604
YBL038W	0.8212188624993287	0.9923640260178187
YBL039C	0.41388377343578564	1.1252324567956895
YBL042C	-1.0861200559716544	0.3884100462601622
YBL043W	0.003451103237581967	0.05858463841580172
YBL044W	0.6477622915355209	-0.26402822267961185
YBL045C	-1.5099272895278701	-1.0755412116072933
YBL046W	-1.3949362378419714	-1.8311705357744361
YBL047C	-0.4882318640254147	1.480941161731915
