orf	hom | growth (relative abundance in pooled culture) | MUC7 peptide [5 uM], time [24 h] | Lis M~Bobek LA, 2009	hom | growth (relative abundance in pooled culture) | MUC7 peptide [5 uM], time [48 h] | Lis M~Bobek LA, 2009
YAL002W	-0.11297708406230078	-0.6449463071544562
YAL004W	0.2544534830484204	0.2916376396980707
YAL005C	0.3961573157402489	0.6057872802674463
YAL007C	0.10272633532492603	0.11447153207173304
YAL008W	0.5220875743144231	0.11668331895356332
YAL009W	0.1985472861096544	0.39367496113887596
YAL011W	0.04839699393663881	-0.1390606561988237
YAL013W	-0.026748190408067342	0.0876840012109359
YAL014C	0.08434392036420851	0.36387461466197024
YAL015C	0.29257841316552463	0.1622003869661169
YAL016W	-0.12454122145056636	0.1151643488723212
YAL017W	0.3258573431597639	0.08968698843796721
YAL018C	0.16009542557307935	-0.052609882753427185
YAL019W	-0.044372067551307987	-0.23834471640460894
YAL020C	-0.0811994649134675	-0.33359097795893855
YAL021C	0.021129901362517047	-0.056480894270028864
YAL022C	0.1049102678140519	0.2772715208491694
YAL023C	0.14798107867108168	-0.3973273348819245
YAL024C	0.009239479733811479	-0.8105144399876772
YAL026C	0.20108582795831892	-0.2728232143524074
YAL027W	0.15895650162564745	-0.21999964208950568
YAL028W	0.1658331252122828	0.24814936452013064
YAL029C	0.56404200995585	0.018629614071911438
YAL030W	-0.07347361208482364	-0.05167068843873009
YAL031C	-0.01431914464722886	0.010891344343117615
YAL034C	0.14975162878301776	0.2659787373412953
YAL035W	-0.38615905374418275	-0.34150995338978296
YAL036C	0.15575912816053203	0.10878579286069043
YAL037W	0.4296805072834558	0.0691109720382059
YAL039C	-0.1000908784827717	-0.3575352942044046
YAL040C	0.0072915240973212316	-1.0022718454462218
YAL042C-A	0.2109162577603917	-0.23408512121622843
YAL042W	-0.05536042621479144	-0.24337974960984332
YAL044C	0.11024789028976514	-0.09828299880699112
YAL045C	0.4627328275119176	0.19754515183475505
YAL046C	0.005468763555686457	-0.09969673147159148
YAL047C	-0.2760032546015499	-0.1911290512878447
YAL048C	0.23418605957957642	0.034868691199636107
YAL049C	0.18353884447701993	-0.03732014288997795
YAL051W	0.1703762796622338	0.1921647915966655
YAL053W	0.0009092070774033151	-0.17765887838164335
YAL054C	-0.401933439563942	0.10400955124427913
YAL055W	0.038317690824289236	0.14729573910542765
YAL056C-A	-0.10054255574143066	-0.2628276351597213
YAL056W	0.15075549278335726	-0.3859549587503296
YAL058W	-0.2137526448335935	-0.19398749415089533
YAL059W	0.09196900288415376	0.31005225572693057
YAL060W	0.3635027268675512	0.31383538167451835
YAL061W	0.030273049880484487	0.28199813495835657
YAL062W	0.5436536195633902	-0.06702708411870643
YAL064C-A	0.2280758651031934	0.1099757694381323
YAL065C	0.11366782042153148	0.15385290271879332
YAL066W	0.18264587556265505	0.15820685253307523
YAL067C	0.02121103094447599	-0.0727781437936334
YAL068C	0.16218108119564786	0.17010496522347657
YAR002C-A	-0.27082375013646315	-0.37757906407124464
YAR002W	0.5825401743533697	0.1796270788099081
YAR003W	0.3911873443152356	0.3700680258503247
YAR014C	0.07437668333003927	0.0012561401375845924
YAR015W	0.29555759190564695	0.26593394384276536
YAR018C	0.22339040980607422	0.06007668335146103
YAR020C	0.26428670104028884	-0.08395812960247881
YAR023C	0.39594821041700284	0.09349270580433881
YAR027W	0.0626385951075781	0.20556104387572466
YAR028W	0.154312536169867	0.1890258353460667
YAR029W	0.34189266762516607	0.22651008388547889
YAR030C	0.35845169696895185	-0.325025849300932
YAR031W	0.3230008436010585	0.07517345875444063
YAR035W	0.4205882516260458	-0.005220603714216954
YAR042W	0.12677779191106128	-0.2735791864931434
YAR047C	0.297207456587275	0.09672006666118095
YAR050W	0.38448483220554724	0.30919615130701594
YBL001C	0.07303781027323185	0.0733480891900512
YBL002W	0.46976255231305275	0.44828818204132054
YBL003C	-0.048031772573071896	0.2144183712595671
YBL005W	0.02256996675969708	-0.2436810646314441
YBL006C	-0.11909625941319339	-0.032730856297577465
YBL007C	0.5762806316628284	0.1466153669987314
YBL008W	-0.43947990910116363	-0.24416695155467982
YBL009W	0.21002509492822305	-0.21701553597133413
YBL010C	-0.12715951506011092	-0.8563251638002496
YBL011W	0.6594601613106421	-0.053873440832524634
YBL012C	-0.14444666108675996	0.19423783283079799
YBL013W	0.1986013915729078	0.4856201390377741
YBL015W	-0.17255755372874407	0.3657767838884687
YBL017C	0.5599260106848764	-0.5098770885294827
YBL019W	0.42840011976309156	-0.05457942105535657
YBL022C	-0.24971316633685497	-1.1008582477540212
YBL024W	0.7053306138958084	1.0038394694438832
YBL027W	-0.06295274517361282	0.10300889221899776
YBL028C	-1.003633339109735	-0.37252524165030654
YBL029W	-0.06024942603979441	-0.04646017151599824
YBL031W	0.2027223827032702	-1.6575935796159789
YBL032W	-0.49660556147775475	-1.0721742059897206
YBL033C	0.230203922286346	0.1598260713449987
YBL036C	0.4077272075595744	0.8249322884422352
YBL037W	-0.2613854563761323	-0.4044680207318102
YBL038W	0.46976421093889714	0.7047754111693106
YBL039C	0.2852483721023552	0.7863812088942693
YBL042C	-0.394227745404337	0.33383593353158975
YBL043W	0.09932938191261133	0.13126211400559248
YBL044W	0.39119134660089655	-0.06688186746458881
YBL045C	-0.5862051843831345	-0.5653009760361531
YBL046W	-0.5341162017980623	-1.029397175728015
YBL047C	-0.1233946052468137	1.0048521613552146
YBL048W	-0.1131158388161623	0.07471217676877615
YBL049W	-0.3398374097000229	-0.40663441580497994
YBL051C	-0.008988838679812941	0.07569319902744297
YBL052C	0.2136209308871727	-0.25679534459948317
YBL053W	0.22880403946305675	0.1124975606950172
YBL054W	0.0026208884492128492	-0.1453780495879174
YBL055C	-0.027997450351553155	0.15307770545973498
YBL056W	0.5482846374279032	0.08550317117962086
YBL057C	-0.3416758068244215	0.1688962449888925
YBL058W	0.1083010637736256	-0.02500282508607747
YBL059W	0.2939002716546839	0.606113904015992
YBL060W	0.4110770082302036	-0.1503814749581382
YBL061C	-0.004147777738150546	-0.36671208986420756
YBL062W	-0.2629237524845344	-0.3174523221664429
YBL063W	0.26542018636307374	0.3455044277335879
YBL064C	0.4012004293724607	0.013731681559757916
YBL065W	0.083136685914845	-0.1645740384243683
YBL066C	0.5328469513550673	0.09673692560646845
YBL067C	0.4019403438291338	-0.019654965164972456
YBL068W	-0.08596433823502037	0.06997710562696387
YBL069W	0.09114327543114872	0.09702124476937038
YBL070C	-0.22298153183436015	0.06111057070222831
YBL071C	-0.0037344586732514645	-0.7188537418401195
YBL072C	0.03730056169122492	1.0030640483729834
YBL075C	-0.5699284622504406	0.2932981492004777
YBL078C	-0.013347846833562937	-0.12634426940708138
YBL079W	-0.17889461792691236	0.20524187920147616
YBL080C	0.16550287887394063	0.22199193630221065
YBL081W	0.3000760163776046	0.9000548296750258
YBL082C	-0.4280441789451637	-0.6555893610761903
YBL083C	-0.6332707511449627	-0.9987460638422349
YBL085W	0.30948053220540117	-0.10440349450851885
YBL086C	-0.06139933049362054	-0.21274131630153909
YBL087C	0.6378854795769038	0.7053201369777942
YBL088C	-0.04766383852977464	-0.10253907213302096
YBL089W	-0.07026799514213808	1.5777147788077301
YBL090W	-0.12714716519899577	0.8996721453901102
YBL091C	0.7686731647361562	-0.1448185682591398
YBL091C-A	-0.177212840327236	0.023324645839933683
YBL093C	-0.19255501787670282	-0.43349174305790544
YBL094C	0.45709527179656717	0.2918507545618749
YBL095W	0.3294413737761244	0.3051562923782317
YBL096C	-0.5351401710115646	-0.08027116834051731
YBL098W	0.4600830264625858	0.2956022760771857
YBL099W	-0.19025734632794294	-0.6699534546771788
YBL100C	-0.028675736892115222	-0.19783151443274855
YBL101C	0.47365681488427086	3.0348228740754144
YBL102W	0.2497081510634603	0.0811834399795017
YBL104C	-0.10911698601429559	-0.4328429828561752
YBL106C	-0.03800361321895382	-0.23903982520144962
YBL107C	-0.06975978047618892	0.13674650656403897
YBR001C	-0.44144727562398955	0.17598246073964316
YBR005W	0.1440848216127969	0.07836394610338729
YBR006W	-0.4297534572122955	-1.600012483161682
YBR007C	-0.09106356683843794	0.12486316525058344
YBR008C	0.2705300050672309	-0.07212733706177372
YBR009C	-0.2397970819619627	-0.05618781530256503
YBR010W	-0.41091025738839565	-0.2628989267890919
YBR012C	0.6061827822800393	0.6402931659794856
YBR013C	0.36595912561943866	0.31956664725608774
YBR014C	0.1781233410204386	0.19532766833661683
YBR015C	-0.5421739899799912	-0.6068328421849705
YBR016W	-0.045598365495766416	0.18358731763335256
YBR018C	-0.10065044304051846	-0.12919293903196757
YBR019C	0.04488478893801809	0.21324224227980648
YBR020W	0.04920879174840212	-0.5384651267621696
YBR022W	0.07856501919190742	-0.012616374163186592
YBR023C	-0.3856576370665403	0.058009239733153015
YBR024W	-0.3286330475937826	0.01143402558863349
YBR025C	-0.07725111535977291	0.5669676503646965
YBR026C	-0.013583132302540254	0.008072396382923466
YBR027C	0.1511142649673735	0.11946026846054218
YBR028C	0.6942183144626353	0.5866613265180868
YBR029C	0.13031076413927234	-0.11470615710507373
YBR031W	0.13622271419232945	0.2834812402810636
YBR032W	0.2126617858445938	-0.08042592988394875
YBR033W	0.3963138992422387	0.24938662725005628
YBR034C	0.26783202005648654	-0.5074103264607559
YBR035C	-0.14759083326533312	-0.36127475651496416
YBR036C	-1.6070147174432083	-1.10454698207621
YBR037C	0.2928482507793529	-0.47622129138616964
YBR038W	0.11740119964709268	-0.03164238530314224
YBR040W	0.05032559095464578	-0.20590824984779227
YBR041W	-0.35505767580436737	-0.6675400026134926
YBR042C	0.053878557192061645	-0.5481732242535462
YBR043C	0.18548146008734712	-0.48036186842124656
YBR044C	-0.08958291655373316	-0.8741464078549608
YBR045C	0.4154203858445929	-0.05189414451746224
YBR046C	0.2272576514631899	-0.05383058665033104
YBR047W	-0.014855220744573195	-0.013100162136012613
YBR048W	0.17200506456160747	0.24593972377819823
YBR050C	0.0009680866197979421	0.013513542943052653
YBR051W	0.5823088884239784	-0.01718316840891193
YBR052C	0.17748859706300835	-0.0239213753433683
YBR053C	-0.23308103930960608	0.15471377883720214
YBR054W	0.2879174982904331	0.0649401939351889
YBR056W	0.25904276070895	-0.30750146735581624
YBR057C	0.7240387906248322	0.4719287491811057
YBR058C	-0.21141745679180834	0.17227148914371448
YBR059C	0.07356461974542326	-0.13936489498140114
YBR062C	-0.04424507443811394	-0.017126699465484244
YBR063C	0.4919291854170068	0.22483063764537523
YBR064W	0.24412810450526298	0.3422635431540383
YBR065C	0.39086378559151047	0.3667442210051558
YBR066C	0.08145060376680827	0.33453416998364055
YBR067C	0.05616388465518797	0.3223981573552952
YBR068C	0.1613412401906717	0.06502685895843839
YBR069C	0.00864610408928741	0.22807742442017015
YBR071W	-0.09522741034264957	0.059446632484098205
YBR072W	0.005716786541635835	0.035089858543423835
YBR073W	0.08372876459207816	0.21793240962476698
YBR074W	0.13331623027418954	-0.08018391505851845
YBR076W	0.11625040702688025	0.14882840502954128
YBR077C	0.3374012521364447	0.26090566800874815
YBR083W	-0.13900705042421582	-0.17179852918739338
YBR084C-A	-0.0148067739067137	-0.01094592599922059
YBR084W	0.1089556097279627	0.30828665069737415
YBR089C-A	-0.6361940252969466	0.15525484641601264
YBR090C	0.14614667491736572	0.36731840911189767
YBR092C	0.2331925145354245	-0.023513298591315318
YBR093C	0.30215783462219836	0.3808321179979261
YBR094W	0.38156859487627304	-0.18592637498203862
YBR098W	0.12405031620757856	-0.1883889412714977
YBR099C	0.6201356348314487	0.8676381894530691
YBR101C	0.04230420309834494	0.5972774036124928
YBR103W	0.1571576908717589	0.1708199908588235
YBR104W	0.23882208283910647	-0.05521280422667615
YBR105C	0.13909710229484679	1.2800106123614337
YBR106W	-0.13617329363532077	-0.7307790568367557
YBR107C	-0.0662717900401582	-0.3570625039792183
YBR108W	0.14678372818162755	0.08611958619215446
YBR113W	0.05148303391518683	1.1255421781768646
YBR114W	-0.1223294920010675	1.0053756913991008
YBR116C	0.45404844398782446	0.01484071323195138
YBR119W	0.22321030284642754	0.2294280421605889
YBR120C	0.1690157053400363	0.35042669101406587
YBR125C	-0.22206810042867214	0.07348086544117036
YBR126C	-0.19158932672698298	-0.17736226316080284
YBR127C	-0.15701682198172928	-0.2883351071710624
YBR128C	-0.12335016184030918	-0.2161317853118645
YBR129C	0.3321955214257296	0.18245157140783969
YBR130C	-0.03487455241617445	-0.1534220746954118
