ORF	hom | growth (relative abundance in pooled culture) | MUC7 peptide [5 uM], time [24 h] | Lis M~Bobek LA, 2009	hom | growth (relative abundance in pooled culture) | MUC7 peptide [5 uM], time [48 h] | Lis M~Bobek LA, 2009
YLR037C	-0.255	-0.245
YLR038C	-0.372	-0.540
YLR039C	0.131	-0.137
YLR040C	0.153	0.214
YLR041W	0.416	-0.015
YLR042C	0.806	0.244
YLR043C	-0.075	0.354
YLR044C	0.014	-0.302
YLR046C	0.470	0.160
YLR047C	-0.381	0.270
YLR048W	-0.391	-0.625
YLR049C	0.292	0.373
YLR050C	-0.187	-0.052
YLR052W	-0.066	0.021
YLR053C	0.096	0.300
YLR054C	0.222	0.256
YLR055C	-0.031	-0.001
YLR056W	0.201	-0.384
YLR057W	-0.532	-0.365
YLR058C	-0.153	-0.816
YLR059C	-0.150	0.047
YLR061W	-0.254	0.149
YLR062C	-0.023	0.308
YLR063W	0.017	0.193
YLR064W	-0.126	-0.052
YLR065C	0.366	0.353
YLR067C	0.458	-0.142
YLR068W	-0.142	0.477
YLR069C	-0.016	0.819
YLR070C	0.067	0.102
YLR072W	-0.194	0.049
YLR073C	-0.285	0.100
YLR074C	-0.077	0.167
YLR077W	-0.345	-0.161
YLR079W	0.594	0.314
YLR080W	-0.692	0.142
YLR081W	0.261	0.275
YLR082C	0.098	0.187
YLR083C	0.187	0.696
YLR084C	0.396	-0.026
YLR085C	0.194	0.154
YLR087C	-0.707	-1.318
YLR089C	0.406	0.035
YLR090W	0.272	-0.413
YLR091W	-0.798	-0.345
YLR092W	0.296	-0.113
YLR093C	-0.364	-0.067
YLR094C	0.184	0.143
YLR095C	0.266	0.186
YLR096W	-0.869	0.076
YLR097C	0.528	0.311
YLR098C	0.413	1.242
YLR099C	-0.003	0.200
YLR102C	-0.015	0.003
YLR104W	-0.310	0.243
YLR107W	-0.264	-0.189
YLR108C	-0.319	0.023
YLR109W	0.150	0.286
YLR110C	0.401	1.247
YLR111W	0.443	1.288
YLR112W	0.240	-0.014
YLR113W	-0.053	0.102
YLR114C	-0.095	-0.575
YLR118C	0.192	0.218
YLR119W	-0.814	-0.364
YLR120C	0.014	-0.402
YLR121C	0.134	-0.076
YLR122C	0.120	-0.102
YLR123C	0.364	0.641
YLR124W	-0.650	-0.382
YLR125W	-0.708	-0.322
YLR126C	-0.183	0.009
YLR128W	0.615	0.082
YLR130C	0.142	-0.358
YLR131C	0.618	0.237
YLR133W	0.340	-0.306
YLR134W	0.160	0.017
YLR135W	0.278	-0.023
YLR136C	-0.343	-0.030
YLR137W	0.307	-0.148
YLR138W	-0.420	-0.562
YLR139C	0.093	-0.579
YLR142W	0.317	0.387
YLR143W	0.323	0.125
YLR144C	-0.042	0.036
YLR146C	-0.018	-0.015
YLR148W	0.032	-1.126
YLR149C	-0.701	-0.254
YLR150W	-0.543	-0.621
YLR151C	0.373	-0.562
YLR152C	0.305	-0.162
YLR154C	0.254	-0.331
YLR164W	0.368	0.014
YLR165C	0.370	0.014
YLR168C	0.335	-0.285
YLR169W	-0.868	-1.136
YLR170C	0.237	-0.746
YLR171W	-0.295	-1.021
YLR172C	-0.217	-0.300
YLR173W	0.197	0.105
YLR174W	0.276	0.229
YLR176C	-0.166	0.286
YLR177W	0.201	0.506
YLR178C	0.144	0.557
YLR179C	0.274	0.014
YLR180W	-0.627	-0.220
YLR181C	-0.777	-1.641
YLR183C	-0.038	-0.043
YLR184W	-0.359	-0.155
YLR185W	0.053	0.489
YLR187W	-0.034	-0.064
YLR188W	0.426	0.479
YLR189C	-0.221	0.111
YLR190W	0.325	0.035
YLR191W	0.627	0.312
YLR192C	-0.345	-0.360
YLR193C	0.086	-0.038
YLR194C	0.369	0.518
YLR199C	0.530	0.218
YLR200W	0.191	-0.245
YLR201C	0.126	-0.164
YLR202C	-0.691	-0.153
YLR203C	0.081	-0.221
YLR204W	-1.758	-1.684
YLR205C	0.226	0.192
YLR206W	0.089	0.535
YLR207W	0.054	0.015
YLR209C	-0.003	0.110
YLR210W	0.299	0.250
YLR211C	0.006	0.634
YLR213C	0.714	0.281
YLR214W	-0.172	-0.506
YLR216C	-1.208	-0.444
YLR217W	-0.384	-0.358
YLR218C	0.982	0.180
YLR219W	0.759	0.440
YLR220W	0.661	0.362
YLR221C	0.049	-0.102
YLR224W	0.010	-0.010
YLR225C	-0.084	0.173
YLR226W	0.359	0.319
YLR227C	0.284	0.247
YLR228C	0.564	0.164
YLR231C	0.227	0.474
YLR232W	0.652	0.470
YLR233C	0.221	0.428
YLR235C	-0.033	-0.182
YLR236C	0.042	0.092
YLR237W	0.328	0.214
YLR238W	-0.768	-1.043
YLR239C	-0.466	-0.153
YLR240W	0.014	0.022
YLR241W	-0.817	-0.332
YLR242C	0.196	0.289
YLR244C	0.583	0.059
YLR246W	0.299	0.303
YLR247C	0.450	0.547
YLR248W	0.340	0.468
YLR250W	0.163	0.007
YLR251W	0.051	0.115
YLR252W	0.357	1.428
YLR253W	0.224	0.054
YLR254C	-0.057	0.175
YLR255C	0.187	0.133
YLR257W	-0.249	-0.067
YLR258W	0.412	0.166
YLR260W	0.833	0.333
YLR261C	-0.334	-0.614
YLR262C	0.481	-0.255
YLR262C-A	-0.133	-0.052
YLR263W	0.223	0.175
YLR264W	-0.281	0.093
YLR265C	0.153	-0.169
YLR266C	0.039	0.220
YLR267W	0.205	0.270
YLR268W	-0.482	-1.544
YLR269C	0.289	1.015
YLR270W	-0.533	-0.425
YLR271W	-0.127	-0.073
YLR273C	-0.284	-0.372
YLR278C	0.469	0.702
YLR279W	0.077	0.305
YLR280C	-0.040	-0.127
YLR281C	0.086	0.324
YLR282C	0.121	0.456
YLR283W	-0.193	-0.032
YLR284C	0.299	0.069
YLR285W	0.169	-0.278
YLR286C	0.034	0.306
YLR287C	0.064	-0.006
YLR287C-A	0.351	-0.084
YLR288C	-0.438	-0.312
YLR289W	-0.157	0.180
YLR290C	-0.263	-0.144
YLR292C	0.130	0.421
YLR294C	-0.305	-0.260
YLR295C	-0.614	-0.316
YLR296W	0.097	0.116
YLR297W	0.476	0.258
YLR299W	-0.024	0.176
YLR300W	0.123	0.459
YLR304C	0.088	-0.452
YLR306W	0.290	0.316
YLR307W	-0.220	0.178
YLR308W	-0.241	0.089
YLR309C	0.057	0.712
YLR311C	0.397	0.396
YLR312C	0.428	0.188
YLR312W-A	0.478	-0.403
YLR313C	0.092	0.169
YLR315W	0.422	0.043
YLR318W	-0.277	-0.149
YLR319C	-0.016	0.235
YLR320W	-0.017	-0.164
YLR322W	-0.192	-0.946
YLR324W	0.005	-0.016
YLR325C	-0.358	-0.545
YLR326W	0.122	0.278
YLR327C	0.297	0.678
YLR328W	0.172	0.266
YLR329W	0.152	0.139
YLR330W	-1.111	-2.211
YLR331C	-0.152	0.414
YLR332W	0.283	-0.133
YLR333C	0.092	-0.170
YLR334C	-0.531	0.110
YLR335W	-0.459	-0.203
YLR337C	0.056	0.425
YLR338W	0.229	-0.118
YLR341W	0.442	0.270
YLR343W	0.143	0.216
YLR344W	0.550	0.924
YLR345W	-0.192	-0.154
YLR346C	-0.101	-0.208
YLR348C	0.098	-0.053
YLR349W	-0.348	0.242
YLR350W	0.288	0.496
YLR351C	-0.095	-0.192
YLR352W	-0.474	0.124
YLR353W	-0.655	0.122
YLR354C	0.707	0.747
YLR356W	-0.094	-0.079
YLR357W	-0.087	-0.284
YLR358C	0.129	-0.814
YLR360W	-0.737	-0.633
YLR361C	0.095	0.300
YLR363C	-0.512	0.649
YLR364W	0.246	0.116
YLR365W	0.087	-0.263
YLR366W	-0.010	0.466
YLR367W	0.169	0.497
YLR368W	-0.002	-0.151
YLR369W	-0.498	-0.383
YLR370C	-0.368	0.472
YLR371W	-0.478	-0.124
YLR372W	0.473	0.268
YLR373C	-0.746	0.116
YLR374C	1.330	0.482
YLR375W	-0.204	-0.158
YLR376C	-0.122	-0.062
YLR377C	0.285	0.153
YLR380W	-0.260	0.261
YLR381W	-0.595	-0.872
YLR382C	-0.481	0.392
YLR384C	-0.004	-1.420
YLR385C	0.048	0.253
YLR386W	0.123	-0.023
YLR387C	-0.378	0.196
YLR388W	-0.478	0.252
YLR389C	-0.509	0.029
YLR390W	0.248	-0.020
YLR390W-A	-0.229	-0.482
YLR392C	-0.328	-0.155
YLR393W	-0.479	-0.263
YLR394W	0.218	-0.060
YLR395C	0.041	-0.078
YLR396C	-0.304	-0.506
YLR398C	0.067	0.774
YLR399C	0.741	0.304
YLR400W	-0.019	0.578
YLR401C	0.210	0.422
YLR402W	0.766	0.036
YLR403W	-0.131	0.102
YLR404W	-0.498	0.084
YLR405W	0.339	0.202
YLR407W	0.272	0.247
YLR408C	-0.602	-0.467
YLR410W	0.261	-1.411
YLR412W	0.100	0.403
YLR413W	-0.203	-0.143
YLR414C	-0.041	-0.562
YLR415C	0.165	-0.426
YLR416C	0.752	0.493
YLR417W	-2.711	-4.044
YLR418C	0.290	0.173
YLR420W	-0.092	0.316
YLR421C	-0.099	0.242
YLR422W	0.210	0.493
YLR423C	-2.501	-2.374
YLR425W	-0.622	-0.495
YLR426W	0.202	1.295
YLR427W	0.081	0.303
YLR428C	0.041	-0.389
YLR429W	0.214	0.069
YLR431C	0.329	0.153
YLR432W	-0.179	0.015
YLR433C	0.053	0.224
YLR434C	0.122	-0.409
YLR435W	-0.318	-0.392
YLR436C	0.070	0.186
YLR437C	-0.661	0.250
YLR438W	0.109	0.578
YLR439W	-0.048	-0.801
YLR441C	0.009	-0.279
YLR443W	0.060	-0.388
YLR444C	-0.012	0.972
YLR445W	0.036	-0.212
YLR446W	0.205	0.010
YLR447C	0.083	-0.275
YLR448W	-0.165	0.082
YLR449W	-0.388	0.049
YLR450W	0.202	0.546
YLR451W	-0.214	-0.138
YLR452C	-0.035	-0.159
YLR453C	-0.266	0.042
YLR454W	-0.013	0.231
YLR456W	0.267	0.037
YLR460C	-0.036	0.017
YLR461W	0.143	0.266
YML001W	0.302	-0.189
YML002W	0.384	0.107
YML003W	0.461	0.299
YML004C	-0.131	0.331
YML005W	0.835	0.192
YML006C	0.472	0.076
YML007W	0.133	-0.021
YML008C	-0.039	-0.062
YML009C	0.289	0.310
YML010C-B	-0.831	-0.060
YML010W-A	0.076	-0.138
YML011C	0.181	0.444
YML012W	0.193	-0.032
YML013C-A	0.272	-0.182
YML013W	0.599	-0.332
YML014W	-0.248	-0.093
YML016C	0.220	0.320
YML017W	0.090	0.123
YML018C	0.074	-0.071
YML019W	-0.045	-0.382
YML020W	0.068	0.298
YML021C	-0.574	-1.826
YML022W	0.099	0.715
YML024W	0.107	0.140
YML026C	0.356	0.344
YML027W	-0.232	-0.314
YML028W	0.123	0.042
YML029W	-0.195	0.044
YML030W	0.450	0.198
YML032C	0.189	0.315
YML033W	0.071	0.308
YML034W	0.228	0.331
YML035C	0.315	0.321
YML035C-A	-0.067	-0.053
YML036W	-0.085	0.114
YML037C	0.058	0.197
YML038C	0.095	0.299
YML041C	-0.006	-0.056
YML042W	0.501	0.517
YML047C	0.702	0.291
YML048W	0.214	0.100
YML048W-A	-0.180	-0.348
YML050W	-0.105	0.210
YML051W	-0.068	-0.171
YML052W	0.404	-0.110
YML053C	0.352	0.249
YML054C	0.175	0.160
YML055W	0.472	0.160
YML056C	0.231	0.193
YML057W	-0.392	-0.100
YML058C-A	0.039	0.021
YML058W	0.141	0.126
YML059C	0.275	0.190
YML060W	0.149	0.120
YML061C	0.323	0.323
YML062C	-0.063	0.004
YML063W	0.336	0.113
YML066C	0.124	0.036
YML067C	0.190	-0.210
YML068W	0.285	-0.086
YML070W	0.758	0.246
YML071C	-0.382	-0.929
YML072C	-1.674	-1.352
YML073C	-0.970	-0.480
YML074C	-0.345	0.019
YML075C	0.026	-0.185
YML076C	0.280	0.279
YML078W	0.481	0.106
YML079W	0.154	0.055
YML080W	0.367	0.388
YML081C-A	-0.028	-0.478
YML081W	0.266	0.443
YML082W	0.484	0.390
YML083C	0.330	0.318
YML084W	-0.022	-0.269
YML086C	0.067	0.052
YML087C	0.106	0.072
YML088W	0.020	-0.044
YML089C	0.012	-0.255
YML090W	-0.213	-0.199
YML094W	0.207	0.064
YML095C	0.060	-0.533
YML095C-A	0.090	-0.631
YML096W	0.184	0.012
YML097C	-2.571	-3.028
YML099C	0.135	-0.010
YML100W	-0.500	-0.006
YML100W-A	-0.064	0.335
YML101C	0.064	0.470
YML102C-A	0.156	-0.477
YML102W	0.275	-0.156
YML103C	-0.029	-0.063
YML104C	0.260	0.115
YML106W	-0.648	0.091
YML107C	-0.057	-0.102
YML108W	-0.023	0.122
YML109W	-0.060	-0.195
YML110C	-0.321	-1.131
YML111W	0.275	0.319
YML112W	0.109	-0.014
YML113W	-0.219	-0.824
YML115C	-1.563	-0.819
YML116W	-0.190	0.016
YML117W	0.080	-0.355
YML117W-A	0.331	-0.000
YML118W	0.230	0.112
YML119W	0.455	0.400
YML120C	-0.023	-0.302
YML121W	0.502	0.638
YML122C	0.260	0.247
YML123C	0.110	0.241
YML124C	0.424	0.049
YML128C	0.004	-0.184
YML129C	-0.219	-0.170
YML131W	0.138	0.168
YMR002W	0.195	-0.097
YMR003W	0.223	0.314
YMR004W	0.263	-0.070
YMR006C	-0.067	-0.296
YMR007W	0.011	-0.342
YMR008C	-0.102	-0.040
YMR009W	-0.022	0.126
YMR010W	0.164	-0.048
YMR011W	0.034	0.132
YMR012W	0.388	0.136
YMR014W	0.313	0.271
YMR015C	-0.078	-0.361
YMR016C	0.051	-0.223
YMR017W	0.124	0.220
YMR018W	0.046	-0.030
YMR019W	0.105	-0.102
YMR020W	0.100	0.343
YMR021C	0.158	0.419
YMR022W	0.012	0.268
YMR023C	0.099	-0.021
YMR024W	-0.041	0.463
YMR025W	0.082	0.296
YMR026C	0.105	0.104
YMR027W	0.096	0.032
YMR029C	0.082	0.081
YMR030W	-0.076	0.028
YMR031C	0.118	0.139
YMR031W-A	-0.033	-0.241
YMR032W	0.259	0.163
YMR034C	0.331	0.586
YMR035W	-0.000	0.067
YMR036C	-0.004	-0.007
YMR037C	0.079	-0.056
YMR039C	0.289	0.171
YMR040W	-0.054	0.030
YMR041C	0.064	-0.020
YMR042W	0.062	0.102
YMR044W	-0.259	-0.415
YMR048W	0.173	0.044
YMR052C-A	-0.014	-0.828
YMR052W	0.309	-0.339
YMR053C	-0.188	-0.065
YMR054W	-0.043	-0.689
YMR055C	0.274	0.396
YMR056C	0.004	0.004
YMR057C	0.108	-0.551
YMR058W	-0.989	-1.152
YMR060C	0.090	-0.047
YMR062C	0.044	0.170
YMR063W	-3.105	-2.817
YMR064W	-0.050	-0.579
YMR065W	0.152	-0.181
YMR066W	0.302	0.273
YMR067C	0.230	0.134
YMR068W	0.446	1.004
YMR069W	0.394	0.024
YMR070W	0.455	1.206
YMR071C	0.010	-0.201
YMR072W	0.130	-0.142
YMR073C	0.242	-0.204
YMR074C	-0.013	0.127
YMR075C-A	0.210	-0.100
YMR075W	-0.928	-0.263
YMR077C	-3.683	-4.557
YMR078C	0.142	0.138
YMR080C	-0.712	-0.704
YMR081C	0.312	0.102
YMR082C	0.121	0.296
YMR083W	0.042	-0.098
YMR084W	-0.145	-0.100
YMR085W	0.188	0.029
YMR086C-A	-0.074	0.386
YMR086W	0.167	0.222
YMR087W	-0.171	-0.095
YMR088C	0.020	0.023
YMR089C	0.704	-0.646
YMR090W	-0.053	0.184
YMR092C	0.486	-0.012
YMR095C	0.163	-0.075
YMR096W	0.392	0.220
YMR097C	-0.810	-0.508
YMR098C	0.332	-0.446
YMR099C	0.566	0.017
YMR100W	-0.021	0.191
YMR101C	-0.163	-0.113
YMR102C	-0.521	0.571
YMR103C	0.020	0.036
YMR104C	0.503	0.140
YMR105C	-0.114	-0.105
YMR106C	-0.150	0.109
YMR107W	0.173	-0.007
YMR109W	0.160	0.949
YMR110C	-0.341	-0.712
YMR111C	0.068	0.250
YMR114C	0.065	-0.330
YMR115W	0.175	0.107
YMR116C	0.150	-0.429
YMR118C	0.364	-0.082
YMR119W-A	0.008	-0.201
YMR120C	0.591	0.474
YMR121C	0.534	-0.936
YMR122C	-0.015	-0.264
YMR123W	-0.735	-1.886
YMR124W	-0.075	-0.026
YMR125W	-0.176	0.011
YMR126C	0.352	-0.265
YMR127C	-0.505	-0.073
YMR129W	0.417	0.530
YMR130W	0.424	0.154
YMR132C	-0.239	-0.070
YMR133W	0.466	0.027
YMR135C	0.096	0.513
YMR135W-A	0.051	-0.151
YMR136W	-0.199	-0.036
YMR137C	-0.139	-0.005
YMR138W	0.430	-0.296
YMR139W	-0.019	-0.358
YMR140W	-0.502	-0.098
YMR141C	-0.373	-0.183
YMR142C	-0.957	0.000
YMR143W	0.370	0.373
YMR144W	-0.091	0.449
YMR145C	0.198	0.332
YMR147W	0.214	0.392
YMR148W	0.014	-0.194
YMR150C	-0.549	-0.789
YMR151W	-0.222	-0.618
YMR152W	-0.645	-1.288
YMR153C-A	0.057	0.268
YMR153W	0.100	0.145
YMR154C	-2.691	-3.354
YMR155W	-0.085	-0.137
YMR156C	-0.552	-0.739
YMR157C	-0.358	0.037
YMR158C-B	0.397	0.046
YMR158W	0.100	-0.392
YMR158W-A	-0.258	-0.153
YMR159C	-0.282	-0.494
YMR160W	-0.111	0.121
YMR161W	0.525	0.228
YMR162C	-0.764	-1.294
YMR163C	0.188	0.021
YMR164C	-0.164	-0.088
YMR166C	-0.697	-0.675
YMR167W	0.147	-0.349
YMR169C	0.262	0.028
YMR170C	-0.129	-0.090
YMR171C	-0.292	-0.038
YMR172C-A	0.062	0.291
YMR172W	-0.182	0.077
YMR173W	0.301	0.295
YMR173W-A	0.700	0.309
YMR174C	0.381	0.327
YMR175W	-0.154	-0.174
YMR176W	-0.165	0.212
YMR177W	-0.217	0.357
YMR178W	0.331	0.195
YMR179W	0.841	0.016
YMR180C	0.093	0.225
YMR181C	0.116	0.332
YMR182C	0.235	0.322
YMR183C	-0.325	-0.186
YMR184W	-0.429	-0.065
YMR186W	-0.080	0.062
YMR187C	-0.162	-0.140
YMR189W	0.143	0.342
YMR190C	0.118	-0.342
YMR191W	0.012	0.060
YMR192W	0.365	0.301
YMR193C-A	0.208	0.716
YMR193W	0.258	-0.245
YMR194C-A	0.381	-0.181
YMR194W	0.470	1.080
YMR195W	0.174	0.331
YMR196W	-0.006	0.207
YMR198W	0.100	0.146
YMR199W	0.033	-1.201
YMR201C	0.569	-0.216
YMR202W	0.122	-0.041
YMR204C	0.326	0.366
YMR205C	-0.304	-0.124
YMR206W	0.293	0.219
YMR207C	0.097	-0.081
YMR209C	0.052	0.107
YMR210W	0.008	0.058
YMR214W	-0.185	-0.883
YMR215W	0.467	0.008
YMR216C	0.138	1.036
YMR219W	-0.599	-0.316
YMR221C	0.247	0.254
YMR222C	0.614	0.330
YMR223W	-0.306	-0.471
YMR224C	-0.086	-0.166
YMR225C	-0.044	0.180
YMR226C	0.184	0.250
YMR228W	-0.480	-0.731
YMR230W	-0.856	0.138
YMR232W	-0.184	0.121
YMR233W	0.207	0.174
YMR234W	0.053	0.120
YMR237W	-0.276	-0.236
YMR238W	-0.377	-0.410
YMR241W	-0.414	0.002
YMR242C	-0.371	-1.197
YMR243C	-0.042	0.019
YMR244C-A	-0.067	0.259
YMR244W	0.109	-0.018
YMR245W	-0.247	-0.491
YMR246W	0.179	0.277
YMR247C	0.317	0.650
YMR250W	0.198	-0.158
YMR251W	-0.085	-0.367
YMR251W-A	-0.397	-0.809
YMR252C	0.161	0.245
YMR253C	0.761	0.298
YMR254C	0.012	0.024
YMR255W	0.062	0.397
YMR256C	-0.265	-0.134
YMR257C	0.216	0.298
YMR258C	-0.512	-0.163
YMR259C	0.308	0.360
YMR261C	-0.028	-0.411
YMR262W	0.003	-0.390
YMR263W	-0.213	-0.360
YMR264W	-0.138	-1.116
YMR265C	0.201	0.338
YMR266W	0.042	0.154
YMR267W	-0.162	0.156
YMR269W	-0.492	-0.010
YMR271C	0.348	0.631
YMR272C	-0.466	0.160
YMR273C	0.184	-0.711
YMR274C	0.194	0.368
YMR275C	0.314	0.180
YMR276W	-0.352	0.448
YMR278W	0.120	0.257
YMR279C	0.195	0.361
YMR280C	-0.325	-0.356
YMR282C	0.134	-0.373
YMR283C	0.297	0.667
YMR284W	-0.077	0.018
YMR285C	-0.112	0.207
YMR286W	0.166	-0.108
YMR287C	0.423	0.225
YMR289W	0.176	0.179
YMR291W	-0.300	0.069
YMR292W	0.236	0.326
YMR293C	-0.668	-0.207
YMR294W	-0.672	-0.352
YMR294W-A	-0.003	0.046
YMR295C	0.310	0.331
YMR297W	0.288	0.421
YMR299C	-0.096	0.033
YMR302C	-0.033	-0.075
YMR303C	-0.012	0.064
YMR304C-A	-0.016	0.017
YMR304W	0.313	0.145
YMR305C	-0.274	-0.633
YMR306C-A	0.141	0.219
YMR306W	0.157	-0.031
YMR307W	-0.903	-0.246
YMR310C	-0.285	-0.009
YMR311C	0.052	-0.596
YMR312W	-0.849	-1.406
YMR313C	-0.109	-0.255
YMR315W	-0.067	-0.148
YMR316C-A	-0.110	-0.044
YMR316C-B	-0.251	-0.236
YMR316W	-0.026	-0.010
YMR317W	0.219	0.133
YMR318C	0.289	0.097
YMR319C	-0.189	0.201
YMR320W	-0.063	-0.123
YMR322C	-0.168	-0.345
YMR326C	0.095	0.154
YNL001W	-0.352	-0.191
YNL003C	-0.168	-0.271
YNL004W	0.378	0.722
YNL005C	-0.375	0.136
YNL009W	-0.005	0.079
YNL010W	-0.095	-0.148
YNL011C	0.106	0.081
YNL012W	-0.147	-0.076
YNL013C	0.170	0.668
YNL014W	0.272	0.135
YNL016W	-0.029	0.020
YNL020C	0.109	0.152
YNL022C	-0.633	-0.762
YNL023C	-0.160	0.552
YNL024C	-0.181	0.153
YNL025C	-3.231	-3.323
YNL027W	-0.322	0.230
YNL031C	0.012	-0.039
YNL032W	0.416	-0.063
YNL034W	0.195	0.368
YNL035C	-0.009	0.268
YNL041C	0.218	-0.617
YNL043C	0.119	0.346
YNL044W	0.200	0.414
YNL045W	-0.055	-0.120
YNL046W	0.437	0.908
YNL047C	0.104	0.232
YNL049C	0.168	0.529
YNL051W	-0.306	0.705
YNL052W	-0.074	-0.227
YNL053W	-0.024	-0.068
YNL054W	-0.246	-0.578
YNL055C	-0.419	-0.055
YNL056W	0.402	1.500
YNL057W	-0.426	0.073
YNL058C	0.321	0.937
YNL059C	-0.250	-0.210
YNL063W	-0.186	0.037
YNL064C	0.279	0.388
YNL065W	-0.071	-0.306
YNL066W	-0.193	-0.094
YNL067W	0.279	0.762
YNL068C	0.375	-0.037
YNL069C	0.034	-0.292
YNL070W	-1.938	-2.182
YNL071W	-0.129	0.121
YNL072W	-0.106	0.068
YNL074C	0.300	-0.152
YNL076W	0.480	0.618
YNL077W	-0.810	-1.186
YNL078W	-0.007	0.256
YNL079C	-0.887	-1.567
YNL080C	-0.245	0.399
YNL082W	-0.345	0.305
YNL083W	-0.183	-0.080
YNL084C	-1.939	-1.270
YNL085W	0.265	0.052
YNL086W	-0.630	-0.253
YNL087W	-0.265	0.339
YNL089C	-0.119	0.142
YNL090W	0.067	0.143
YNL091W	-0.485	-0.716
YNL092W	-0.007	-0.064
YNL093W	-0.208	-0.267
YNL094W	-0.583	-0.526
YNL095C	-0.088	-0.005
YNL096C	-0.139	0.331
YNL097C	-0.309	-0.107
YNL098C	-0.151	0.062
YNL099C	0.214	1.238
YNL100W	0.021	-0.023
YNL101W	0.456	-0.176
YNL104C	0.135	0.047
YNL105W	-0.470	-1.809
YNL106C	-0.697	-1.346
YNL107W	-1.045	-0.004
YNL108C	0.630	0.265
YNL109W	-0.426	0.259
YNL111C	0.018	-0.838
YNL115C	-0.640	-1.343
YNL116W	-0.362	-0.935
YNL117W	0.092	0.058
YNL119W	-0.509	-0.562
YNL120C	-0.599	-0.655
YNL121C	0.554	0.210
YNL122C	-0.091	-0.101
YNL123W	-0.251	-0.038
YNL125C	0.119	0.074
YNL127W	-0.402	-0.881
YNL128W	-0.064	-0.951
YNL129W	0.265	0.061
YNL130C	0.193	-0.606
YNL133C	-0.402	-0.031
YNL134C	0.023	0.032
YNL135C	-0.450	-1.940
YNL136W	-0.746	-0.670
YNL139C	-0.199	-0.465
YNL140C	0.715	0.870
YNL141W	-0.164	-0.142
YNL142W	0.194	-0.130
YNL143C	0.302	-0.189
YNL144C	0.423	0.262
YNL145W	0.238	0.015
YNL146W	0.185	-0.245
YNL147W	-1.756	-3.511
YNL148C	0.178	-0.725
YNL154C	-0.207	0.040
YNL155W	-0.301	-0.178
YNL157W	0.221	-0.072
YNL159C	0.019	-0.078
YNL160W	0.124	0.054
YNL168C	-0.125	0.200
YNL170W	-0.303	-0.626
YNL173C	0.414	0.224
YNL175C	-0.480	-1.574
YNL176C	0.224	-0.471
YNL177C	-0.201	-0.760
YNL179C	-0.778	-1.170
YNL183C	-0.550	-2.204
YNL184C	-0.470	-1.156
YNL187W	-0.479	-0.125
YNL190W	-0.562	0.164
YNL191W	-0.130	-0.174
YNL193W	-0.494	-0.149
YNL194C	-0.010	0.142
YNL195C	0.044	0.073
YNL196C	0.012	-1.519
YNL197C	0.163	0.371
YNL198C	0.007	0.625
YNL199C	0.028	-0.059
YNL200C	-0.346	-0.123
YNL201C	-0.232	-0.995
YNL202W	-0.067	-0.234
YNL203C	-0.410	-0.534
YNL204C	-0.143	-1.140
YNL205C	-0.179	-1.520
YNL206C	0.359	-0.181
YNL211C	-0.805	-1.360
YNL212W	0.600	0.189
YNL214W	0.040	0.276
YNL215W	0.273	-0.099
YNL217W	0.071	0.304
YNL219C	-0.497	-0.089
YNL220W	-0.113	0.070
YNL224C	-0.248	-0.171
YNL225C	0.117	0.128
YNL226W	-0.303	0.262
YNL227C	0.011	0.095
YNL228W	-0.743	0.312
YNL229C	-0.113	0.932
YNL230C	0.316	-0.310
YNL231C	-0.061	-0.089
YNL233W	-0.384	0.177
YNL235C	0.078	0.121
YNL236W	0.497	-0.321
YNL237W	-1.641	-1.886
YNL239W	0.107	0.038
YNL242W	-0.116	0.153
YNL246W	0.104	-0.217
YNL248C	-0.122	-0.526
YNL249C	0.244	0.232
YNL250W	0.986	-0.113
YNL252C	-0.032	-0.171
YNL253W	-0.158	0.032
YNL254C	0.218	0.213
YNL255C	-0.813	-0.360
YNL257C	0.779	1.233
YNL259C	-0.531	-0.523
YNL264C	0.022	-0.950
YNL265C	-0.064	-0.058
YNL266W	-0.085	0.230
YNL268W	-0.040	-0.045
YNL269W	-0.355	-0.176
YNL270C	0.143	-0.114
YNL271C	0.301	-0.269
YNL273W	0.112	0.097
YNL274C	0.021	-0.083
YNL275W	0.229	-0.007
YNL278W	-0.154	-0.027
YNL279W	-0.030	-0.268
YNL280C	0.470	0.543
YNL281W	-0.042	0.214
YNL283C	-0.613	-1.395
YNL284C	-0.120	0.293
YNL285W	0.552	0.474
YNL286W	-0.181	-0.266
YNL288W	0.068	-0.081
YNL289W	-0.053	-0.051
YNL291C	0.232	-0.177
YNL292W	0.470	0.612
YNL293W	0.289	-0.290
YNL294C	-3.494	-4.307
YNL295W	0.116	-0.058
YNL296W	-0.061	-0.385
YNL297C	0.197	-0.229
YNL299W	-0.044	-1.221
YNL300W	-0.400	-0.160
YNL301C	0.101	0.549
YNL303W	0.189	0.309
YNL304W	-0.148	-0.207
YNL305C	-0.116	-0.008
YNL307C	0.395	0.158
YNL311C	-0.099	0.215
YNL314W	0.049	-0.575
YNL315C	-0.080	-0.400
YNL316C	-0.064	-0.119
YNL318C	-0.032	-0.034
YNL319W	-0.221	0.017
YNL321W	-0.278	0.008
YNL322C	-2.013	-1.693
YNL323W	-0.446	-1.416
YNL324W	0.289	0.036
YNL325C	0.078	0.172
