orf	hap alpha | utilization of fatty acids (formation of clear zone on agar) | oleic acid [0.1%] | Smith JJ~Aitchison JD, 2006	hap alpha | utilization of fatty acids (formation of clear zone on agar) | tetradecanoic acid [0.125%] | Smith JJ~Aitchison JD, 2006	hap alpha | growth (colony size) | acetate [2%] | Smith JJ~Aitchison JD, 2006
YJL089W	3.0	3.0	3.0
YJL092W	3.0	3.0	3.0
YJL093C	3.0	3.0	3.0
YJL094C	3.0	3.0	2.5
YJL095W	1.0	2.0	3.0
YJL096W	1.0	1.0	2.0
YJL098W	3.0	3.0	3.0
YJL099W	3.0	3.0	3.0
YJL100W	3.0	3.0	3.0
YJL101C	2.0	2.0	2.5
YJL102W	1.0	1.0	1.0
YJL103C	3.0	3.0	3.0
YJL105W	3.0	3.0	3.0
YJL106W	3.0	3.0	3.0
YJL107C	3.0	3.0	3.0
YJL108C	3.0	3.0	3.0
YJL110C	3.0	3.0	3.0
YJL112W	3.0	3.0	3.0
YJL115W	3.0	3.0	3.0
YJL116C	2.0	1.0	3.0
YJL117W	3.0	3.0	2.0
YJL118W	3.0	3.0	3.0
YJL119C	3.0	3.0	3.0
YJL120W	3.0	3.0	3.0
YJL121C	3.0	3.0	3.0
YJL122W	3.0	3.0	3.0
YJL123C	3.0	3.0	3.0
YJL124C	1.0	1.0	2.0
YJL126W	3.0	3.0	3.0
YJL127C	1.0	2.0	2.5
YJL128C	3.0	3.0	3.0
YJL129C	3.0	3.0	3.0
YJL130C	3.0	3.0	3.0
YJL131C	3.0	1.0	2.0
YJL132W	3.0	3.0	3.0
YJL133W	3.0	4.0	3.0
YJL134W	3.0	3.0	3.0
YJL135W	3.0	3.0	3.0
YJL136C	3.0	3.0	3.0
YJL137C	3.0	3.0	3.0
YJL138C	3.0	3.0	3.0
YJL139C	3.0	3.0	3.0
YJL140W	1.0	1.0	2.0
YJL141C	3.0	3.0	3.0
YJL142C	3.0	3.0	3.0
YJL144W	3.0	3.0	3.0
YJL145W	3.0	3.0	3.0
YJL146W	3.0	3.0	3.0
YJL147C	3.0	3.0	3.0
YJL148W	3.0	3.0	3.0
YJL149W	3.0	2.0	3.0
YJL150W	3.0	3.0	3.0
YJL151C	3.0	3.0	3.0
YJL152W	3.0	3.0	3.0
YJL153C	3.0	3.0	3.0
YJL154C	1.0	1.0	1.0
YJL155C	3.0	3.0	3.0
YJL157C	3.0	3.0	3.0
YJL158C	3.0	3.0	2.5
YJL159W	3.0	3.0	3.0
YJL160C	3.0	2.0	3.0
YJL161W	3.0	3.0	3.0
YJL162C	3.0	3.0	3.0
YJL163C	3.0	3.0	3.0
YJL164C	1.0	1.0	1.0
YJL165C	3.0	3.0	3.0
YJL166W	3.0	3.0	3.0
YJL168C	3.0	3.0	3.0
YJL169W	3.0	3.0	3.0
YJL170C	3.0	3.0	3.0
YJL171C	3.0	3.0	3.0
YJL172W	3.0	3.0	3.0
YJL175W	3.0	2.0	3.0
YJL176C	1.0	1.0	1.0
YJL177W	3.0	3.0	3.0
YJL178C	3.0	3.0	3.0
YJL179W	3.0	3.0	3.0
YJL180C	1.0	1.0	2.0
YJL181W	3.0	3.0	3.0
YJL182C	3.0	3.0	3.0
YJL183W	3.0	3.0	3.0
YJL184W	1.0	1.0	2.0
YJL185C	3.0	3.0	3.0
YJL186W	3.0	3.0	3.0
YJL187C	3.0	3.0	3.0
YJL188C	3.0	3.0	2.0
YJL189W	3.0	3.0	2.0
YJL190C	3.0	3.0	3.0
YJL191W	3.0	3.0	3.0
YJL192C	3.0	3.0	3.0
YJL193W	3.0	3.0	3.0
YJL196C	3.0	3.0	3.0
YJL197W	3.0	3.0	3.0
YJL198W	3.0	3.0	3.0
YJL199C	3.0	3.0	3.0
YJL200C	3.0	3.0	3.0
YJL201W	3.0	3.0	3.0
YJL204C	3.0	2.0	3.0
YJL206C	3.0	3.0	3.0
YJL207C	3.0	3.0	3.0
YJL208C	3.0	3.0	3.0
YJL209W	1.0	1.0	2.0
YJL210W	3.0	3.0	3.0
YJL211C	1.0	1.0	3.0
YJL212C	1.0	2.0	3.0
YJL213W	3.0	3.0	3.0
YJL214W	3.0	3.0	3.0
YJL215C	3.0	3.0	3.0
YJL216C	3.0	3.0	3.0
YJL217W	3.0	3.0	3.0
YJL218W	3.0	3.0	3.0
YJR001W	3.0	3.0	3.0
YJR003C	3.0	3.0	3.0
YJR004C	3.0	3.0	3.0
YJR005W	3.0	3.0	3.0
YJR008W	3.0	3.0	3.0
YJR009C	3.0	3.0	3.0
YJR010C-A	3.0	3.0	3.0
YJR010W	3.0	3.0	3.0
YJR011C	3.0	3.0	3.0
YJR014W	3.0	3.0	3.0
YJR015W	3.0	3.0	3.0
YJR018W	3.0	3.0	3.0
YJR019C	3.0	3.0	3.0
YJR020W	3.0	3.0	3.0
YJR021C	3.0	3.0	3.0
YJR024C	3.0	3.0	3.0
YJR025C	3.0	3.0	3.0
YJR030C	3.0	3.0	3.0
YJR031C	3.0	3.0	3.0
YJR032W	3.0	3.0	3.0
YJR033C	3.0	3.0	3.0
YJR034W	3.0	3.0	3.0
YJR035W	3.0	3.0	3.0
YJR036C	3.0	3.0	3.0
YJR037W	3.0	3.0	3.0
YJR038C	3.0	3.0	3.0
YJR039W	3.0	3.0	3.0
YJR040W	3.0	3.0	2.0
YJR043C	3.0	3.0	3.0
YJR044C	3.0	3.0	3.0
YJR047C	3.0	3.0	3.0
YJR048W	1.0	1.0	2.0
YJR049C	3.0	3.0	3.0
YJR050W	3.0	3.0	3.0
YJR051W	3.0	3.0	3.0
YJR052W	3.0	3.0	3.0
YJR053W	3.0	3.0	3.0
YJR054W	3.0	3.0	3.0
YJR055W	3.0	3.0	3.0
YJR056C	3.0	3.0	3.0
YJR058C	3.0	3.0	3.0
YJR059W	3.0	2.0	3.0
YJR060W	3.0	2.0	3.0
YJR061W	3.0	3.0	3.0
YJR062C	3.0	3.0	3.0
YJR063W	3.0	3.0	3.0
YJR066W	3.0	3.0	3.0
YJR069C	1.0	1.0	1.0
YJR070C	3.0	3.0	3.0
YJR073C	3.0	3.0	3.0
YJR074W	3.0	3.0	3.0
YJR075W	3.0	3.0	3.0
YJR077C	3.0	1.0	2.5
YJR078W	3.0	3.0	3.0
YJR079W	3.0	3.0	2.5
YJR080C	3.0	3.0	3.0
YJR082C	3.0	3.0	3.0
YJR083C	3.0	3.0	3.0
YJR084W	1.0	1.0	1.0
YJR087W	3.0	3.0	3.0
YJR088C	3.0	3.0	3.0
YJR090C	3.0	3.0	3.0
YJR091C	3.0	3.0	3.0
YJR092W	3.0	3.0	3.0
YJR094C	3.0	3.0	3.0
YJR094W-A	3.0	3.0	3.0
YJR095W	3.0	3.0	3.0
YJR096W	3.0	3.0	3.0
YJR097W	3.0	3.0	3.0
YJR098C	3.0	3.0	3.0
YJR099W	3.0	3.0	3.0
YJR100C	3.0	3.0	3.0
YJR102C	1.0	2.0	2.5
YJR103W	3.0	3.0	3.0
YJR104C	3.0	3.0	3.0
YJR105W	1.0	2.0	3.0
YJR106W	3.0	3.0	3.0
YJR107W	3.0	3.0	3.0
YJR108W	3.0	3.0	3.0
YJR109C	3.0	3.0	3.0
YJR110W	3.0	3.0	3.0
YJR111C	3.0	3.0	3.0
YJR113C	3.0	3.0	3.0
YJR115W	3.0	3.0	3.0
YJR116W	1.0	1.0	1.0
YJR117W	3.0	3.0	3.0
YJR118C	3.0	3.0	3.0
YJR119C	3.0	3.0	3.0
YJR120W	3.0	3.0	3.0
YJR121W	3.0	3.0	3.0
YJR122W	3.0	3.0	3.0
YJR124C	3.0	3.0	3.0
YJR125C	3.0	3.0	3.0
YJR126C	3.0	3.0	3.0
YJR127C	3.0	3.0	3.0
YJR128W	3.0	3.0	3.0
YJR129C	3.0	3.0	3.0
YJR130C	3.0	3.0	3.0
YJR131W	3.0	3.0	3.0
YJR133W	3.0	3.0	3.0
YJR134C	3.0	3.0	3.0
YJR135C	3.0	3.0	3.0
YJR137C	3.0	3.0	3.0
YJR139C	3.0	3.0	3.0
YJR140C	3.0	3.0	3.0
YJR142W	3.0	3.0	3.0
YJR144W	3.0	3.0	3.0
YJR145C	3.0	3.0	3.0
YJR146W	3.0	3.0	3.0
YJR147W	3.0	3.0	3.0
YJR148W	3.0	3.0	3.0
YJR149W	3.0	3.0	3.0
YJR150C	3.0	3.0	3.0
YJR152W	3.0	3.0	3.0
YJR153W	3.0	3.0	2.5
YJR154W	3.0	3.0	3.0
YKL001C	3.0	2.0	3.0
YKL002W	1.0	3.0	2.0
YKL003C	1.0	1.0	2.0
YKL005C	3.0	3.0	3.0
YKL006W	3.0	3.0	3.0
YKL007W	3.0	2.0	3.0
YKL008C	3.0	3.0	3.0
YKL009W	3.0	3.0	2.5
YKL010C	3.0	3.0	3.0
YKL011C	3.0	3.0	3.0
YKL015W	2.0	2.0	3.0
YKL016C	1.0	1.0	2.0
YKL017C	3.0	3.0	3.0
YKL020C	3.0	3.0	3.0
YKL023W	3.0	3.0	3.0
YKL025C	3.0	3.0	3.0
YKL026C	3.0	3.0	3.0
YKL027W	3.0	3.0	3.0
YKL029C	3.0	3.0	3.0
YKL030W	3.0	3.0	3.0
YKL031W	3.0	3.0	3.0
YKL032C	3.0	2.0	3.0
YKL033W-A	3.0	3.0	3.0
YKL034W	3.0	3.0	3.0
YKL037W	3.0	3.0	3.0
YKL038W	3.0	3.0	3.0
YKL039W	3.0	3.0	3.0
YKL040C	1.0	2.0	2.0
YKL041W	1.0	1.0	1.0
YKL043W	3.0	3.0	3.0
YKL044W	3.0	3.0	3.0
YKL046C	3.0	3.0	3.0
YKL047W	3.0	3.0	3.0
YKL048C	3.0	2.0	3.0
YKL050C	3.0	3.0	3.0
YKL051W	3.0	3.0	3.0
YKL053C-A	3.0	3.0	3.0
YKL053W	3.0	3.0	3.0
YKL054C	1.0	1.0	2.0
YKL055C	1.0	1.0	2.0
YKL056C	3.0	3.0	3.0
YKL057C	3.0	3.0	3.0
YKL061W	3.0	3.0	3.0
YKL062W	3.0	3.0	3.0
YKL063C	3.0	3.0	3.0
YKL064W	3.0	3.0	3.0
YKL065C	3.0	3.0	3.0
YKL066W	3.0	3.0	3.0
YKL067W	3.0	3.0	3.0
YKL068W	3.0	3.0	3.0
YKL069W	3.0	3.0	3.0
YKL070W	3.0	3.0	3.0
YKL071W	3.0	3.0	3.0
YKL072W	3.0	3.0	3.0
YKL073W	3.0	3.0	3.0
YKL074C	3.0	3.0	3.0
YKL075C	3.0	3.0	3.0
YKL076C	3.0	3.0	3.0
YKL077W	3.0	3.0	3.0
YKL079W	3.0	3.0	3.0
YKL080W	1.0	1.0	2.0
YKL081W	3.0	3.0	3.0
YKL084W	3.0	2.0	3.0
YKL085W	3.0	1.0	2.0
YKL086W	3.0	3.0	3.0
YKL087C	1.0	3.0	2.0
YKL090W	3.0	3.0	3.0
YKL091C	3.0	3.0	3.0
YKL092C	3.0	3.0	3.0
YKL093W	3.0	3.0	3.0
YKL094W	3.0	3.0	3.0
YKL096W	3.0	3.0	3.0
YKL096W-A	3.0	3.0	3.0
YKL097C	3.0	3.0	3.0
YKL098W	3.0	3.0	3.0
YKL100C	3.0	3.0	3.0
YKL101W	3.0	3.0	3.0
YKL102C	3.0	3.0	3.0
YKL103C	3.0	3.0	3.0
YKL105C	3.0	3.0	3.0
YKL106W	3.0	3.0	2.0
YKL107W	3.0	3.0	3.0
YKL109W	3.0	2.0	2.0
YKL110C	3.0	2.0	3.0
YKL113C	3.0	3.0	3.0
YKL114C	1.0	1.0	2.0
YKL115C	3.0	3.0	3.0
YKL116C	3.0	3.0	3.0
YKL117W	3.0	3.0	3.0
YKL118W	1.0	1.0	2.0
YKL119C	1.0	1.0	1.0
YKL120W	3.0	3.0	3.0
YKL121W	3.0	3.0	3.0
YKL123W	3.0	3.0	3.0
YKL124W	3.0	3.0	3.0
YKL126W	3.0	3.0	3.0
YKL127W	3.0	3.0	3.0
YKL128C	3.0	3.0	3.0
YKL129C	3.0	3.0	3.0
YKL130C	3.0	3.0	3.0
YKL131W	3.0	3.0	3.0
YKL132C	3.0	3.0	3.0
YKL133C	3.0	3.0	3.0
YKL134C	1.0	1.0	2.0
YKL135C	3.0	3.0	3.0
YKL136W	3.0	3.0	3.0
YKL137W	3.0	3.0	2.0
YKL138C	1.0	1.0	2.0
YKL139W	1.0	1.0	1.0
YKL140W	3.0	3.0	3.0
YKL142W	3.0	3.0	3.0
YKL143W	3.0	3.0	3.0
YKL146W	3.0	3.0	3.0
YKL148C	2.0	1.0	2.0
YKL149C	3.0	3.0	3.0
YKL150W	3.0	3.0	3.0
YKL151C	3.0	3.0	3.0
YKL155C	1.0	1.0	1.0
YKL156W	3.0	3.0	3.0
YKL157W	3.0	3.0	3.0
YKL159C	3.0	3.0	3.0
YKL160W	3.0	1.0	3.0
YKL161C	3.0	3.0	3.0
YKL162C	3.0	3.0	3.0
YKL162C-A	3.0	3.0	3.0
YKL163W	3.0	3.0	3.0
YKL164C	3.0	3.0	3.0
YKL166C	3.0	3.0	3.0
YKL167C	3.0	2.0	2.0
YKL168C	3.0	3.0	3.0
YKL169C	1.0	1.0	2.0
YKL170W	1.0	1.0	2.0
YKL171W	3.0	3.0	3.0
YKL174C	3.0	3.0	3.0
YKL175W	3.0	3.0	3.0
YKL176C	3.0	3.0	3.0
YKL177W	3.0	3.0	3.0
YKL178C	3.0	2.0	2.5
YKL179C	3.0	3.0	3.0
YKL183W	3.0	3.0	3.0
YKL184W	3.0	3.0	3.0
YKL185W	3.0	3.0	3.0
YKL187C	1.0	2.0	3.0
YKL188C	2.0	3.0	3.0
YKL190W	3.0	3.0	3.0
YKL191W	3.0	3.0	3.0
YKL194C	1.0	1.0	1.0
YKL197C	1.0	1.0	3.0
YKL198C	3.0	3.0	3.0
YKL201C	3.0	3.0	3.0
YKL202W	3.0	3.0	3.0
YKL204W	3.0	2.0	3.0
YKL205W	3.0	3.0	3.0
YKL206C	3.0	3.0	3.0
YKL207W	3.0	3.0	3.0
YKL208W	3.0	2.0	2.0
YKL211C	3.0	3.0	3.0
YKL212W	1.0	1.0	1.0
YKL213C	1.0	1.0	1.0
YKL214C	3.0	3.0	3.0
YKL215C	3.0	3.0	3.0
YKL216W	3.0	3.0	3.0
YKL217W	3.0	3.0	3.0
YKL218C	3.0	3.0	3.0
YKL220C	3.0	3.0	3.0
YKL221W	3.0	3.0	3.0
YKL222C	3.0	3.0	3.0
YKR001C	2.0	2.0	2.0
YKR003W	3.0	3.0	3.0
YKR005C	3.0	3.0	3.0
YKR006C	1.0	1.0	2.0
YKR007W	3.0	3.0	3.0
YKR009C	1.0	1.0	3.0
YKR010C	3.0	2.0	3.0
YKR011C	3.0	3.0	3.0
YKR012C	3.0	3.0	3.0
YKR013W	3.0	3.0	3.0
YKR014C	3.0	3.0	3.0
YKR015C	3.0	3.0	3.0
YKR016W	3.0	2.0	3.0
YKR017C	3.0	3.0	3.0
YKR018C	3.0	3.0	3.0
YKR019C	3.0	3.0	3.0
YKR020W	1.0	3.0	2.0
YKR021W	3.0	3.0	3.0
YKR023W	3.0	3.0	3.0
YKR024C	3.0	3.0	3.0
YKR026C	3.0	3.0	3.0
YKR027W	3.0	3.0	3.0
YKR028W	2.0	2.0	3.0
YKR029C	3.0	3.0	3.0
YKR030W	3.0	3.0	3.0
YKR031C	3.0	3.0	3.0
YKR032W	3.0	3.0	3.0
YKR033C	3.0	3.0	3.0
YKR034W	3.0	3.0	3.0
YKR035C	3.0	2.0	3.0
YKR035W-A	1.0	1.0	3.0
YKR036C	3.0	3.0	3.0
YKR039W	3.0	3.0	3.0
YKR040C	3.0	3.0	3.0
YKR041W	3.0	3.0	3.0
YKR042W	3.0	3.0	3.0
YKR043C	3.0	3.0	3.0
YKR044W	3.0	3.0	3.0
YKR045C	3.0	3.0	3.0
YKR046C	3.0	3.0	3.0
YKR047W	3.0	3.0	3.0
YKR048C	3.0	3.0	3.0
YKR049C	3.0	3.0	3.0
YKR050W	3.0	3.0	3.0
YKR051W	3.0	3.0	3.0
YKR052C	3.0	3.0	3.0
YKR053C	3.0	3.0	3.0
YKR054C	3.0	3.0	3.0
YKR055W	3.0	3.0	3.0
YKR056W	3.0	3.0	3.0
YKR057W	3.0	3.0	3.0
YKR058W	3.0	3.0	3.0
YKR059W	3.0	3.0	3.0
YKR060W	3.0	3.0	3.0
YKR061W	3.0	3.0	3.0
YKR064W	3.0	3.0	3.0
YKR065C	3.0	3.0	3.0
YKR066C	3.0	3.0	3.0
YKR067W	3.0	3.0	3.0
YKR069W	3.0	3.0	3.0
YKR070W	3.0	3.0	3.0
YKR072C	3.0	3.0	3.0
YKR073C	3.0	3.0	3.0
YKR074W	3.0	3.0	3.0
YKR075C	3.0	3.0	3.0
YKR076W	3.0	3.0	3.0
YKR077W	3.0	3.0	3.0
YKR078W	3.0	3.0	3.0
YKR080W	3.0	3.0	3.0
YKR082W	3.0	3.0	3.0
YKR084C	3.0	3.0	3.0
YKR085C	1.0	1.0	1.0
YKR087C	3.0	3.0	3.0
YKR088C	3.0	3.0	3.0
YKR089C	3.0	3.0	3.0
YKR090W	3.0	3.0	3.0
YKR091W	3.0	3.0	3.0
YKR092C	3.0	3.0	3.0
YKR093W	3.0	3.0	3.0
YKR094C	3.0	3.0	3.0
YKR095W	3.0	3.0	3.0
YKR096W	3.0	3.0	3.0
YKR097W	1.0	1.0	2.0
YKR098C	3.0	3.0	3.0
YKR099W	3.0	3.0	3.0
YKR100C	3.0	3.0	3.0
YKR101W	3.0	3.0	3.0
YKR102W	3.0	3.0	3.0
YKR103W	3.0	3.0	3.0
YKR104W	3.0	3.0	3.0
YKR105C	3.0	3.0	3.0
YKR106W	3.0	3.0	3.0
YLL001W	3.0	3.0	3.0
YLL002W	3.0	3.0	3.0
YLL005C	3.0	3.0	3.0
YLL006W	3.0	3.0	3.0
YLL007C	3.0	1.0	1.0
YLL009C	1.0	1.0	2.0
YLL010C	3.0	3.0	3.0
YLL012W	3.0	3.0	3.0
YLL013C	3.0	3.0	3.0
YLL014W	3.0	3.0	3.0
YLL015W	2.0	2.0	3.0
YLL018C-A	1.0	1.0	1.0
YLL019C	2.0	1.0	3.0
YLL020C	2.0	3.0	3.0
YLL021W	3.0	3.0	3.0
YLL023C	3.0	3.0	3.0
YLL024C	3.0	3.0	3.0
YLL025W	3.0	3.0	3.0
YLL026W	3.0	3.0	3.0
YLL027W	1.0	1.0	2.0
YLL028W	3.0	3.0	3.0
YLL029W	3.0	3.0	3.0
YLL030C	3.0	3.0	3.0
YLL032C	3.0	3.0	3.0
YLL033W	1.0	1.0	2.0
YLL038C	3.0	3.0	3.0
YLL039C	2.0	2.0	3.0
YLL040C	3.0	3.0	3.0
YLL041C	1.0	1.0	1.0
YLL042C	1.0	1.0	2.0
YLL043W	3.0	3.0	3.0
YLL044W	3.0	3.0	3.0
YLL045C	3.0	3.0	3.0
YLL046C	1.0	1.0	1.0
YLL047W	3.0	3.0	3.0
YLL048C	3.0	3.0	3.0
YLL049W	3.0	3.0	3.0
YLL051C	3.0	3.0	3.0
YLL052C	3.0	3.0	3.0
YLL053C	3.0	3.0	3.0
YLL054C	3.0	3.0	3.0
YLL055W	3.0	3.0	3.0
YLL056C	3.0	3.0	3.0
YLL057C	3.0	3.0	3.0
YLL058W	3.0	3.0	3.0
YLL059C	3.0	3.0	3.0
YLL060C	3.0	3.0	3.0
YLL061W	3.0	3.0	3.0
YLL062C	3.0	3.0	3.0
YLL063C	3.0	3.0	3.0
YLR001C	3.0	3.0	3.0
YLR003C	3.0	3.0	3.0
YLR004C	3.0	3.0	3.0
YLR006C	3.0	3.0	3.0
YLR011W	3.0	3.0	3.0
YLR012C	3.0	3.0	3.0
YLR013W	3.0	3.0	3.0
YLR014C	3.0	2.0	3.0
YLR015W	3.0	3.0	3.0
YLR016C	3.0	3.0	3.0
YLR017W	3.0	3.0	3.0
YLR018C	3.0	3.0	3.0
YLR019W	3.0	3.0	3.0
YLR020C	3.0	3.0	3.0
YLR021W	3.0	3.0	3.0
YLR023C	3.0	3.0	3.0
YLR024C	1.0	1.0	3.0
YLR025W	1.0	1.0	3.0
YLR027C	3.0	3.0	3.0
YLR028C	3.0	3.0	3.0
YLR030W	3.0	3.0	3.0
YLR031W	3.0	3.0	3.0
YLR032W	3.0	3.0	3.0
YLR034C	3.0	3.0	3.0
YLR035C	3.0	3.0	3.0
YLR036C	3.0	3.0	3.0
YLR037C	3.0	3.0	3.0
YLR038C	1.0	1.0	2.0
YLR039C	3.0	3.0	3.0
YLR040C	3.0	3.0	3.0
YLR041W	3.0	3.0	3.0
YLR042C	3.0	3.0	3.0
YLR043C	3.0	3.0	3.0
YLR044C	3.0	3.0	3.0
YLR046C	3.0	3.0	3.0
YLR047C	3.0	3.0	3.0
YLR048W	3.0	3.0	3.0
YLR049C	3.0	3.0	3.0
YLR050C	3.0	3.0	3.0
YLR052W	3.0	3.0	3.0
YLR053C	3.0	3.0	3.0
YLR054C	3.0	3.0	3.0
YLR055C	3.0	3.0	3.0
YLR056W	3.0	2.0	3.0
YLR057W	3.0	3.0	3.0
YLR058C	3.0	3.0	3.0
YLR059C	3.0	3.0	3.0
YLR061W	1.0	1.0	1.0
YLR062C	1.0	1.0	1.0
YLR063W	3.0	3.0	3.0
YLR064W	3.0	3.0	3.0
YLR065C	3.0	2.0	3.0
YLR067C	1.0	1.0	2.0
YLR068W	3.0	3.0	3.0
YLR069C	1.0	1.0	2.0
YLR070C	1.0	1.0	2.0
YLR072W	3.0	3.0	3.0
YLR073C	3.0	3.0	3.0
YLR074C	3.0	3.0	3.0
YLR077W	3.0	3.0	3.0
YLR079W	3.0	3.0	3.0
YLR080W	3.0	3.0	3.0
YLR081W	3.0	3.0	3.0
YLR082C	3.0	3.0	3.0
YLR083C	3.0	3.0	3.0
YLR084C	3.0	3.0	3.0
YLR085C	3.0	3.0	3.0
YLR087C	3.0	3.0	3.0
YLR089C	3.0	3.0	3.0
YLR090W	3.0	3.0	3.0
YLR091W	1.0	1.0	2.0
YLR092W	3.0	3.0	3.0
YLR093C	3.0	3.0	3.0
YLR094C	3.0	3.0	3.0
YLR095C	3.0	3.0	3.0
YLR096W	3.0	3.0	3.0
YLR097C	3.0	3.0	3.0
YLR098C	3.0	3.0	3.0
YLR099C	3.0	3.0	3.0
YLR102C	3.0	3.0	3.0
YLR104W	3.0	3.0	3.0
YLR107W	3.0	3.0	3.0
YLR108C	3.0	3.0	3.0
YLR109W	3.0	3.0	3.0
YLR110C	3.0	3.0	3.0
YLR111W	3.0	3.0	3.0
YLR112W	3.0	3.0	3.0
YLR113W	3.0	3.0	3.0
YLR114C	3.0	2.0	3.0
YLR118C	3.0	3.0	3.0
YLR119W	3.0	3.0	3.0
YLR120C	3.0	3.0	3.0
YLR121C	3.0	3.0	3.0
YLR122C	3.0	3.0	3.0
YLR123C	3.0	3.0	3.0
YLR124W	3.0	3.0	3.0
YLR125W	1.0	1.0	1.0
YLR126C	3.0	3.0	3.0
YLR128W	3.0	3.0	3.0
YLR130C	3.0	3.0	3.0
YLR131C	3.0	3.0	2.5
YLR133W	3.0	3.0	3.0
YLR134W	3.0	3.0	3.0
YLR135W	3.0	3.0	3.0
YLR136C	3.0	3.0	3.0
YLR137W	3.0	3.0	3.0
YLR138W	3.0	3.0	3.0
YLR139C	1.0	1.0	2.0
YLR142W	3.0	3.0	3.0
YLR143W	3.0	3.0	3.0
YLR144C	1.0	1.0	2.0
YLR146C	3.0	3.0	3.0
YLR148W	1.0	1.0	2.0
YLR149C	3.0	3.0	3.0
YLR150W	3.0	3.0	3.0
YLR151C	3.0	3.0	3.0
YLR152C	3.0	3.0	3.0
YLR154C	3.0	3.0	3.0
YLR164W	3.0	3.0	3.0
YLR165C	3.0	3.0	3.0
YLR168C	3.0	3.0	3.0
YLR169W	3.0	3.0	3.0
YLR170C	3.0	3.0	3.0
YLR171W	3.0	3.0	3.0
YLR172C	3.0	3.0	3.0
YLR173W	3.0	3.0	3.0
YLR174W	3.0	3.0	3.0
YLR176C	3.0	3.0	3.0
YLR177W	3.0	3.0	3.0
YLR178C	3.0	3.0	3.0
YLR179C	3.0	3.0	3.0
YLR180W	1.0	1.0	1.0
YLR181C	3.0	3.0	3.0
YLR182W	1.0	1.0	1.0
YLR183C	3.0	3.0	3.0
YLR184W	3.0	3.0	3.0
YLR185W	3.0	3.0	3.0
YLR187W	3.0	3.0	3.0
YLR188W	3.0	3.0	3.0
YLR189C	3.0	3.0	3.0
YLR190W	3.0	3.0	3.0
YLR191W	1.0	1.0	3.0
YLR192C	3.0	3.0	3.0
YLR193C	3.0	3.0	3.0
YLR194C	3.0	3.0	3.0
YLR199C	3.0	3.0	3.0
YLR200W	1.0	1.0	2.5
YLR201C	1.0	1.0	2.0
YLR202C	1.0	1.0	2.0
YLR203C	1.0	1.0	2.0
YLR204W	1.0	1.0	1.0
YLR205C	3.0	3.0	3.0
YLR206W	3.0	3.0	3.0
YLR207W	3.0	3.0	3.0
YLR209C	3.0	3.0	3.0
YLR210W	3.0	3.0	3.0
YLR211C	3.0	3.0	3.0
YLR213C	3.0	3.0	3.0
YLR214W	3.0	3.0	3.0
YLR216C	3.0	3.0	3.0
YLR217W	3.0	3.0	3.0
YLR218C	1.0	1.0	2.0
YLR219W	3.0	3.0	3.0
YLR220W	3.0	3.0	3.0
YLR221C	3.0	3.0	3.0
YLR224W	3.0	3.0	3.0
YLR225C	3.0	3.0	3.0
YLR226W	1.0	1.0	1.0
YLR227C	3.0	3.0	3.0
YLR228C	3.0	3.0	3.0
YLR231C	3.0	3.0	3.0
YLR232W	3.0	3.0	3.0
YLR233C	3.0	3.0	3.0
YLR234W	3.0	3.0	3.0
YLR235C	3.0	3.0	3.0
YLR236C	3.0	3.0	3.0
YLR237W	3.0	3.0	3.0
YLR238W	3.0	3.0	3.0
YLR239C	1.0	1.0	2.0
YLR240W	3.0	1.0	2.0
YLR241W	3.0	3.0	3.0
YLR242C	3.0	3.0	3.0
YLR244C	1.0	1.0	2.0
YLR246W	3.0	3.0	3.0
YLR247C	3.0	3.0	3.0
YLR248W	3.0	3.0	3.0
YLR250W	3.0	3.0	3.0
YLR251W	3.0	3.0	3.0
YLR252W	3.0	3.0	3.0
YLR253W	3.0	3.0	3.0
YLR254C	3.0	3.0	3.0
YLR255C	3.0	3.0	3.0
YLR257W	3.0	3.0	3.0
YLR258W	3.0	3.0	3.0
YLR260W	1.0	1.0	1.0
YLR261C	3.0	3.0	3.0
YLR262C	3.0	3.0	3.0
YLR262C-A	3.0	3.0	3.0
YLR263W	3.0	3.0	3.0
YLR264W	3.0	3.0	2.5
YLR265C	3.0	3.0	3.0
YLR266C	3.0	3.0	3.0
YLR267W	3.0	3.0	3.0
YLR268W	3.0	1.0	3.0
YLR269C	3.0	3.0	3.0
YLR270W	1.0	1.0	1.0
YLR271W	3.0	3.0	3.0
YLR273C	3.0	3.0	3.0
YLR278C	3.0	3.0	3.0
YLR279W	3.0	3.0	3.0
YLR280C	3.0	3.0	3.0
YLR281C	3.0	3.0	3.0
YLR282C	3.0	3.0	3.0
YLR283W	3.0	3.0	3.0
YLR284C	1.0	3.0	3.0
YLR285W	3.0	3.0	3.0
YLR286C	3.0	3.0	3.0
YLR287C	3.0	3.0	3.0
YLR287C-A	3.0	3.0	3.0
YLR288C	3.0	3.0	3.0
YLR289W	3.0	3.0	3.0
YLR290C	3.0	3.0	3.0
YLR292C	3.0	3.0	3.0
YLR294C	1.0	1.0	1.0
YLR295C	1.0	1.0	1.0
YLR296W	3.0	3.0	3.0
YLR297W	3.0	3.0	3.0
YLR299W	3.0	3.0	3.0
YLR300W	3.0	3.0	3.0
YLR303W	3.0	3.0	3.0
YLR304C	1.0	1.0	1.0
