ORF	hap alpha | utilization of fatty acids (formation of clear zone on agar) | oleic acid [0.1%] | Smith JJ~Aitchison JD, 2006	hap alpha | utilization of fatty acids (formation of clear zone on agar) | tetradecanoic acid [0.125%] | Smith JJ~Aitchison JD, 2006	hap alpha | growth (colony size) | acetate [2%] | Smith JJ~Aitchison JD, 2006
YMR304W	3.000	3.000	3.000
YOR124C	3.000	3.000	3.000
YER151C	3.000	3.000	2.500
YER144C	3.000	3.000	3.000
YFR010W	3.000	2.000	3.000
YIL156W	3.000	3.000	3.000
YMR223W	3.000	3.000	3.000
YER098W	3.000	3.000	3.000
YGR184C	3.000	3.000	3.000
YLR024C	1.000	1.000	3.000
YBR165W	3.000	3.000	3.000
YDL091C	1.000	1.000	1.000
YMR067C	3.000	3.000	3.000
YDR330W	3.000	3.000	3.000
YJL048C	3.000	3.000	3.000
YBR273C	3.000	3.000	3.000
YDL190C	3.000	3.000	3.000
YKL010C	3.000	3.000	3.000
YML088W	3.000	3.000	3.000
YGR019W	3.000	3.000	3.000
YBR006W	3.000	3.000	3.000
YDL170W	3.000	2.000	3.000
YDL210W	3.000	3.000	3.000
YDR470C	1.000	1.000	2.000
YDL169C	3.000	3.000	3.000
YAR027W	3.000	3.000	3.000
YPL186C	3.000	3.000	3.000
YKR044W	3.000	3.000	3.000
YPL003W	3.000	3.000	3.000
YPL139C	3.000	3.000	3.000
YDR207C	3.000	3.000	3.000
YBR173C	3.000	3.000	3.000
YML021C	3.000	3.000	3.000
YDR213W	3.000	3.000	3.000
YGR072W	3.000	2.000	3.000
YKL216W	3.000	3.000	3.000
YMR271C	3.000	3.000	3.000
YJL130C	3.000	3.000	3.000
YLR420W	3.000	2.000	3.000
YML106W	3.000	3.000	3.000
YBL039C	3.000	3.000	3.000
YJR103W	3.000	3.000	3.000
YNL229C	3.000	3.000	3.000
YDR400W	3.000	3.000	3.000
YNR012W	3.000	3.000	3.000
YIL008W	3.000	2.000	3.000
YML029W	3.000	3.000	3.000
YPL230W	3.000	3.000	3.000
YKR042W	3.000	3.000	3.000
YKR060W	3.000	3.000	3.000
YJR049C	3.000	3.000	3.000
YEL040W	3.000	3.000	3.000
YEL038W	3.000	3.000	3.000
YEL005C	3.000	3.000	3.000
YLR386W	3.000	3.000	3.000
YCL063W	3.000	3.000	3.000
YNL054W	3.000	3.000	3.000
YEL013W	3.000	3.000	2.500
YOR068C	3.000	2.000	3.000
YOR106W	3.000	2.000	2.500
YDL077C	1.000	1.000	1.000
YGL212W	3.000	2.000	3.000
YML115C	3.000	3.000	3.000
YMR088C	3.000	3.000	3.000
YBR293W	3.000	3.000	3.000
YCL069W	3.000	3.000	3.000
YDL128W	3.000	3.000	3.000
YDR247W	3.000	3.000	3.000
YIL135C	3.000	3.000	3.000
YOR054C	3.000	3.000	3.000
YDR359C	3.000	2.000	3.000
YLR373C	3.000	3.000	3.000
YBR105C	3.000	3.000	3.000
YNL212W	3.000	3.000	3.000
YIL017C	3.000	3.000	3.000
YGL227W	3.000	3.000	3.000
YPL253C	3.000	3.000	3.000
YLR410W	3.000	3.000	3.000
YPR036W	1.000	1.000	2.000
YBR127C	1.000	1.000	2.000
YGR105W	1.000	1.000	2.000
YHR060W	1.000	1.000	2.000
YOR332W	3.000	3.000	3.000
YKL080W	1.000	1.000	2.000
YLR447C	1.000	1.000	2.000
YGR020C	1.000	1.000	1.000
YEL051W	1.000	1.000	1.000
YHL035C	3.000	3.000	3.000
YOR270C	3.000	3.000	3.000
YKL119C	1.000	1.000	1.000
YKR001C	2.000	2.000	2.000
YLL040C	3.000	3.000	3.000
YBR097W	1.000	1.000	2.000
YPL045W	1.000	1.000	1.000
YOR132W	3.000	3.000	3.000
YMR077C	1.000	1.000	1.000
YOR089C	3.000	3.000	3.000
YKL041W	1.000	1.000	1.000
YJR102C	1.000	2.000	2.500
YNR006W	1.000	1.000	1.000
YPL065W	3.000	2.000	2.500
YHR012W	3.000	3.000	3.000
YDR495C	1.000	1.000	2.000
YPL120W	3.000	3.000	3.000
YLR396C	3.000	3.000	3.000
YLR240W	3.000	1.000	2.000
YJL154C	1.000	1.000	1.000
YLR417W	1.000	1.000	1.000
YLR360W	3.000	3.000	3.000
YPR173C	1.000	1.000	1.000
YDR080W	1.000	1.000	3.000
YGL095C	1.000	1.000	1.000
YOR069W	3.000	3.000	3.000
YKR020W	1.000	3.000	2.000
YDR484W	1.000	1.000	2.000
YJL029C	3.000	3.000	3.000
YDR027C	1.000	1.000	1.000
YJR044C	3.000	3.000	3.000
YDR486C	3.000	3.000	3.000
YDR136C	3.000	3.000	3.000
YGR141W	3.000	3.000	3.000
YLR261C	3.000	3.000	3.000
YDR200C	3.000	2.000	3.000
YLR322W	3.000	2.000	3.000
YPR139C	2.000	2.000	2.500
YOL129W	3.000	2.000	3.000
YPR087W	3.000	2.000	3.000
YJR126C	3.000	3.000	3.000
YML041C	3.000	3.000	3.000
YDR485C	3.000	3.000	3.000
YGL104C	3.000	3.000	3.000
YDR372C	3.000	3.000	3.000
YNL246W	3.000	3.000	3.000
YAL002W	3.000	3.000	3.000
YML097C	3.000	3.000	3.000
YLR337C	1.000	1.000	1.000
YLR181C	3.000	3.000	3.000
YER072W	3.000	3.000	3.000
YFL004W	3.000	3.000	3.000
YPL019C	3.000	3.000	3.000
YJL012C	3.000	3.000	3.000
YIL173W	3.000	3.000	3.000
YOR359W	3.000	3.000	3.000
YML076C	3.000	3.000	3.000
YOR043W	3.000	3.000	3.000
YNL197C	3.000	3.000	3.000
YDL224C	3.000	2.000	3.000
YOR083W	3.000	3.000	3.000
YNL283C	3.000	3.000	3.000
YOL105C	3.000	3.000	3.000
YHL028W	3.000	3.000	3.000
YHR134W	3.000	3.000	3.000
YOR230W	3.000	3.000	3.000
YOR229W	3.000	3.000	3.000
YFL010C	3.000	3.000	3.000
YIL101C	3.000	3.000	3.000
YLR090W	3.000	3.000	3.000
YGR194C	3.000	3.000	3.000
YJR133W	3.000	3.000	3.000
YDR369C	3.000	3.000	3.000
YLR070C	1.000	1.000	2.000
YNL107W	3.000	3.000	3.000
YJL141C	3.000	3.000	3.000
YAL004W	3.000	3.000	3.000
YAL018C	3.000	3.000	3.000
YAL027W	3.000	3.000	3.000
YAL037W	3.000	3.000	3.000
YAL045C	3.000	3.000	3.000
YAL046C	3.000	3.000	3.000
YAL049C	3.000	3.000	3.000
YAL053W	3.000	3.000	3.000
YAL061W	3.000	3.000	3.000
YAL064C-A	3.000	3.000	3.000
YAL065C	3.000	3.000	3.000
YAL066W	3.000	3.000	3.000
YAL068C	3.000	3.000	3.000
YML007W	3.000	3.000	3.000
YHR161C	3.000	3.000	3.000
YGR241C	3.000	3.000	3.000
YHL009C	3.000	3.000	3.000
YIR018W	3.000	3.000	3.000
YDR259C	3.000	3.000	3.000
YOL028C	3.000	3.000	3.000
YAR023C	3.000	3.000	3.000
YAR028W	3.000	3.000	3.000
YAR029W	3.000	3.000	3.000
YAR030C	3.000	3.000	3.000
YAR037W	3.000	3.000	3.000
YAR040C	3.000	3.000	3.000
YAR043C-A	3.000	3.000	3.000
YAR047C	3.000	3.000	3.000
YPL239W	3.000	3.000	3.000
YAR035W	3.000	3.000	3.000
YER024W	3.000	3.000	3.000
YBL009W	3.000	3.000	3.000
YBL010C	3.000	3.000	3.000
YBL012C	3.000	2.000	3.000
YBL028C	3.000	3.000	3.000
YBL029W	3.000	3.000	3.000
YBL036C	1.000	1.000	1.000
YBL044W	3.000	3.000	3.000
YBL046W	1.000	1.000	1.000
YBL048W	3.000	3.000	3.000
YBL053W	1.000	1.000	1.000
YBL054W	3.000	3.000	3.000
YBL055C	3.000	3.000	3.000
YBL059W	3.000	3.000	3.000
YBL060W	3.000	3.000	3.000
YBL062W	1.000	1.000	1.000
YBL065W	3.000	3.000	3.000
YBL070C	3.000	3.000	3.000
YBL071C	3.000	3.000	3.000
YBL081W	3.000	3.000	3.000
YBL083C	3.000	3.000	3.000
YBL086C	3.000	3.000	3.000
YBL094C	3.000	3.000	3.000
YBL095W	3.000	3.000	3.000
YBL096C	3.000	3.000	3.000
YBL100C	1.000	1.000	1.000
YBL104C	3.000	3.000	3.000
YBL107C	3.000	3.000	3.000
YBR216C	3.000	3.000	3.000
YGL060W	3.000	3.000	3.000
YBR012C	3.000	3.000	3.000
YBR013C	3.000	3.000	3.000
YBR014C	3.000	3.000	3.000
YBR016W	3.000	3.000	3.000
YBR025C	3.000	3.000	3.000
YBR027C	3.000	3.000	3.000
YBR028C	3.000	3.000	3.000
YBR030W	3.000	3.000	3.000
YBR032W	3.000	3.000	3.000
YBR042C	3.000	3.000	3.000
YBR051W	3.000	3.000	3.000
YBR053C	3.000	3.000	3.000
YBR056W	3.000	3.000	3.000
YBR062C	3.000	3.000	3.000
YBR063C	3.000	3.000	3.000
YBR064W	3.000	3.000	3.000
YBR071W	3.000	3.000	3.000
YBR074W	3.000	3.000	3.000
YBR090C	3.000	3.000	3.000
YBR089C-A	3.000	3.000	3.000
YBR094W	3.000	3.000	3.000
YBR096W	3.000	3.000	3.000
YBR099C	3.000	3.000	3.000
YBR108W	3.000	3.000	3.000
YBR113W	3.000	3.000	3.000
YBR116C	3.000	3.000	3.000
YBR134W	2.000	1.000	3.000
YBR137W	3.000	3.000	3.000
YBR139W	3.000	3.000	3.000
YBR141C	3.000	3.000	3.000
YBR144C	3.000	3.000	3.000
YBR147W	3.000	3.000	3.000
YBR159W	3.000	3.000	3.000
YBR174C	3.000	3.000	3.000
YBR178W	3.000	3.000	3.000
YBR184W	3.000	3.000	3.000
YBR187W	3.000	3.000	3.000
YBR197C	3.000	3.000	3.000
YBR204C	3.000	3.000	3.000
YBR206W	3.000	3.000	3.000
YBR209W	3.000	3.000	3.000
YBR219C	3.000	3.000	3.000
YBR220C	3.000	3.000	3.000
YBR224W	3.000	3.000	3.000
YBR225W	3.000	3.000	3.000
YBR226C	3.000	3.000	3.000
YBR230C	3.000	3.000	3.000
YBR232C	3.000	3.000	3.000
YBR235W	3.000	3.000	3.000
YBR238C	3.000	3.000	3.000
YBR239C	3.000	3.000	3.000
YBR241C	3.000	3.000	3.000
YBR242W	3.000	3.000	3.000
YBR246W	3.000	3.000	3.000
YBR250W	3.000	3.000	3.000
YBR255W	3.000	3.000	3.000
YBR259W	3.000	3.000	3.000
YBR261C	3.000	3.000	3.000
YBR271W	3.000	3.000	3.000
YBR277C	3.000	3.000	3.000
YBR280C	3.000	3.000	3.000
YBR281C	3.000	3.000	3.000
YBR284W	3.000	3.000	3.000
YBR285W	3.000	3.000	3.000
YBR292C	3.000	3.000	3.000
YBR300C	3.000	3.000	3.000
YLL048C	3.000	3.000	3.000
YDR135C	3.000	3.000	3.000
YHR135C	3.000	3.000	3.000
YNL154C	3.000	3.000	3.000
YER123W	3.000	3.000	2.500
YCL001W-A	3.000	3.000	3.000
YCL002C	3.000	3.000	3.000
YCL004W	1.000	1.000	1.000
YCL005W	2.000	1.000	3.000
YCL006C	3.000	3.000	3.000
YCL007C	1.000	1.000	1.000
YCL013W	3.000	3.000	3.000
YCL022C	3.000	3.000	3.000
YCL023C	3.000	3.000	3.000
YCL026C	3.000	3.000	3.000
YCL033C	3.000	3.000	3.000
YCL042W	3.000	3.000	3.000
YCL044C	3.000	3.000	3.000
YCL045C	3.000	3.000	3.000
YCL046W	3.000	3.000	3.000
YCL047C	3.000	3.000	3.000
YCL049C	3.000	3.000	3.000
YCL056C	3.000	3.000	3.000
YCL074W	3.000	3.000	3.000
YCL075W	3.000	3.000	3.000
YCL076W	3.000	3.000	3.000
YCR004C	3.000	3.000	3.000
YCR001W	3.000	3.000	3.000
YCR006C	3.000	3.000	3.000
YCR007C	3.000	3.000	3.000
YCR015C	3.000	3.000	3.000
YCR016W	3.000	3.000	3.000
YCR022C	3.000	3.000	3.000
YCR023C	3.000	3.000	3.000
YCR025C	3.000	3.000	3.000
YCR043C	3.000	3.000	3.000
YCR045C	3.000	3.000	3.000
YCR049C	3.000	3.000	3.000
YCR050C	3.000	3.000	3.000
YCR051W	3.000	3.000	3.000
YCR061W	3.000	3.000	3.000
YCR076C	3.000	3.000	3.000
YCR079W	3.000	1.000	1.000
YCR085W	3.000	3.000	3.000
YCR087C-A	3.000	3.000	3.000
YCR087W	3.000	3.000	3.000
YCR090C	3.000	3.000	3.000
YCR095C	3.000	3.000	3.000
YCR099C	3.000	3.000	3.000
YCR100C	3.000	3.000	3.000
YCR101C	3.000	3.000	3.000
YCR102C	3.000	3.000	3.000
YCR102W-A	3.000	3.000	3.000
YPL087W	3.000	3.000	3.000
YNL064C	3.000	3.000	3.000
YDL009C	3.000	3.000	3.000
YDL010W	3.000	3.000	3.000
YDL011C	3.000	3.000	3.000
YDL012C	1.000	1.000	1.000
YDL025C	3.000	3.000	3.000
YDL026W	3.000	3.000	3.000
YDL027C	3.000	3.000	3.000
YDL032W	1.000	1.000	2.000
YDL034W	3.000	3.000	3.000
YDL036C	3.000	3.000	3.000
YDL050C	3.000	3.000	3.000
YDL057W	3.000	3.000	3.000
YDL062W	3.000	3.000	3.000
YDL063C	3.000	3.000	3.000
YDL068W	1.000	1.000	1.000
YDL071C	3.000	3.000	3.000
YDL073W	3.000	3.000	3.000
YDL086W	3.000	3.000	3.000
YDL089W	3.000	3.000	3.000
YDL094C	3.000	3.000	3.000
YDL096C	3.000	3.000	3.000
YDL099W	1.000	1.000	1.000
YDL109C	3.000	3.000	3.000
YDL110C	3.000	3.000	3.000
YDL114W	1.000	1.000	1.000
YDL118W	1.000	1.000	1.000
YDL119C	1.000	1.000	1.000
YDL121C	3.000	3.000	3.000
YDL124W	3.000	3.000	3.000
YDL129W	1.000	1.000	1.000
YDL133W	1.000	1.000	1.000
YDL144C	3.000	3.000	3.000
YDL146W	3.000	3.000	3.000
YDL156W	3.000	3.000	3.000
YDL157C	1.000	1.000	1.000
YDL158C	3.000	3.000	3.000
YDL162C	3.000	3.000	3.000
YDL172C	3.000	3.000	2.500
YDL173W	3.000	3.000	3.000
YDL176W	3.000	3.000	3.000
YDL177C	3.000	3.000	3.000
YDL180W	3.000	3.000	3.000
YDL183C	3.000	3.000	3.000
YDL186W	3.000	3.000	3.000
YDL187C	3.000	3.000	3.000
YDL199C	3.000	3.000	3.000
YDL203C	3.000	3.000	3.000
YDL206W	3.000	3.000	3.000
YDL211C	1.000	1.000	1.000
YDL218W	3.000	3.000	3.000
YDL233W	3.000	3.000	3.000
YDL237W	3.000	3.000	3.000
YDL241W	3.000	3.000	3.000
YDL242W	3.000	3.000	3.000
YDR008C	3.000	3.000	3.000
YDR010C	1.000	1.000	1.000
YDR015C	3.000	3.000	3.000
YDR018C	3.000	3.000	3.000
YDR020C	3.000	3.000	3.000
YDR026C	3.000	3.000	3.000
YDR029W	3.000	3.000	3.000
YDR031W	3.000	3.000	3.000
YDR042C	3.000	3.000	3.000
YDR048C	3.000	3.000	3.000
YDR049W	3.000	1.000	3.000
YDR051C	3.000	3.000	3.000
YDR056C	3.000	3.000	3.000
YDR061W	3.000	3.000	3.000
YDR063W	3.000	3.000	3.000
YDR065W	1.000	1.000	1.000
YDR066C	3.000	3.000	3.000
YDR067C	3.000	3.000	3.000
YDR089W	3.000	3.000	3.000
YDR090C	3.000	3.000	3.000
YDR094W	3.000	3.000	3.000
YDR095C	3.000	3.000	3.000
YDR102C	3.000	3.000	3.000
YDR107C	3.000	3.000	3.000
YDR109C	3.000	3.000	3.000
YDR112W	3.000	3.000	3.000
YDR114C	1.000	1.000	2.000
YDR115W	1.000	1.000	2.000
YDR119W	3.000	3.000	3.000
YDR124W	3.000	3.000	3.000
YDR128W	3.000	3.000	3.000
YDR131C	3.000	3.000	3.000
YDR132C	3.000	3.000	3.000
YDR133C	3.000	3.000	3.000
YDR134C	3.000	3.000	3.000
YDR149C	2.000	2.000	3.000
YDR154C	3.000	3.000	3.000
YDR157W	3.000	3.000	3.000
YDR179W-A	3.000	3.000	3.000
YDR185C	3.000	3.000	3.000
YDR186C	3.000	3.000	3.000
YDR193W	3.000	3.000	3.000
YDR198C	3.000	3.000	3.000
YDR199W	3.000	3.000	3.000
YDR203W	3.000	3.000	3.000
YDR209C	3.000	3.000	3.000
YDR210W	3.000	3.000	3.000
YDR215C	3.000	3.000	3.000
YDR219C	3.000	3.000	3.000
YDR220C	3.000	3.000	3.000
YDR221W	3.000	3.000	3.000
YDR222W	3.000	3.000	3.000
YDR230W	1.000	1.000	2.000
YDR239C	3.000	3.000	3.000
YDR248C	3.000	3.000	3.000
YDR249C	3.000	3.000	3.000
YDR250C	3.000	3.000	3.000
YDR262W	3.000	3.000	3.000
YDR266C	3.000	3.000	3.000
YDR269C	3.000	3.000	2.500
YDR271C	1.000	3.000	2.500
YDR274C	3.000	3.000	3.000
YDR278C	3.000	3.000	3.000
YDR282C	3.000	3.000	3.000
YDR286C	3.000	3.000	3.000
YDR287W	3.000	3.000	3.000
YDR290W	3.000	2.000	3.000
YDR291W	3.000	3.000	3.000
YDR306C	3.000	3.000	3.000
YDR307W	3.000	3.000	3.000
YDR314C	3.000	3.000	3.000
YDR319C	3.000	3.000	3.000
YDR326C	3.000	3.000	3.000
YDR332W	3.000	3.000	3.000
YDR333C	3.000	3.000	3.000
YDR336W	3.000	3.000	3.000
YDR338C	3.000	3.000	3.000
YDR340W	3.000	3.000	3.000
YDR344C	3.000	3.000	3.000
YDR348C	3.000	3.000	3.000
YDR352W	3.000	3.000	3.000
YDR357C	3.000	3.000	3.000
YDR360W	3.000	3.000	3.000
YDR370C	3.000	3.000	3.000
YDR374C	3.000	3.000	3.000
YDR387C	3.000	3.000	3.000
YDR391C	3.000	3.000	3.000
YDR401W	3.000	3.000	3.000
YDR415C	3.000	3.000	3.000
YDR417C	3.000	3.000	3.000
YDR426C	3.000	3.000	3.000
YDR428C	3.000	3.000	3.000
YDR431W	3.000	3.000	3.000
YDR438W	3.000	3.000	3.000
YDR442W	3.000	2.000	3.000
YDR444W	3.000	3.000	3.000
YDR445C	3.000	3.000	3.000
YDR455C	3.000	3.000	3.000
YDR458C	1.000	1.000	1.000
YDR459C	1.000	1.000	1.000
YDR467C	3.000	3.000	3.000
YDR475C	3.000	3.000	3.000
YDR476C	3.000	3.000	3.000
YDR491C	1.000	1.000	1.000
YDR506C	3.000	3.000	3.000
YDR509W	3.000	3.000	3.000
YDR514C	3.000	3.000	3.000
YDR520C	3.000	3.000	3.000
YDR521W	3.000	3.000	3.000
YDR535C	3.000	3.000	3.000
YDR537C	3.000	3.000	3.000
YDR539W	3.000	3.000	3.000
YDR540C	3.000	3.000	3.000
YDR541C	3.000	3.000	3.000
YEL004W	3.000	3.000	3.000
YLL012W	3.000	3.000	3.000
YLR020C	3.000	3.000	3.000
YEL001C	3.000	3.000	3.000
YEL006W	3.000	3.000	3.000
YEL008W	3.000	3.000	3.000
YEL010W	3.000	3.000	3.000
YEL014C	3.000	3.000	3.000
YEL020C	3.000	3.000	3.000
YEL023C	3.000	3.000	3.000
YEL028W	3.000	3.000	3.000
YEL033W	3.000	3.000	3.000
YEL041W	3.000	3.000	3.000
YEL043W	3.000	3.000	3.000
YEL045C	3.000	3.000	3.000
YEL047C	3.000	3.000	3.000
YEL048C	3.000	3.000	3.000
YEL057C	3.000	3.000	3.000
YEL059W	3.000	1.000	1.000
YEL067C	3.000	3.000	3.000
YEL068C	3.000	3.000	3.000
YER041W	3.000	3.000	3.000
YER010C	3.000	3.000	3.000
YER030W	3.000	3.000	3.000
YER034W	3.000	3.000	3.000
YER039C-A	3.000	3.000	3.000
YER046W-A	3.000	3.000	3.000
YER049W	3.000	3.000	3.000
YER051W	3.000	3.000	3.000
YER064C	3.000	3.000	3.000
YER066C-A	3.000	3.000	3.000
YER066W	3.000	3.000	3.000
YER067C-A	3.000	3.000	3.000
YER067W	3.000	3.000	3.000
YER068C-A	3.000	3.000	3.000
YER071C	3.000	3.000	3.000
YER077C	1.000	1.000	1.000
YER078C	3.000	3.000	3.000
YER079W	3.000	3.000	3.000
YER084W	3.000	3.000	3.000
YER085C	3.000	3.000	3.000
YER087W	1.000	1.000	1.000
YER091C-A	3.000	3.000	3.000
YER093C-A	3.000	3.000	3.000
YER097W	3.000	3.000	3.000
YER113C	3.000	3.000	3.000
YER119C-A	1.000	1.000	1.000
YER121W	3.000	3.000	3.000
YER128W	3.000	3.000	3.000
YER130C	3.000	3.000	3.000
YER134C	3.000	3.000	3.000
YER135C	3.000	3.000	3.000
YER137C	3.000	3.000	3.000
YER139C	3.000	3.000	3.000
YER140W	1.000	1.000	2.000
YER152C	3.000	3.000	3.000
YER156C	3.000	3.000	3.000
YER158C	3.000	3.000	3.000
YER163C	3.000	3.000	3.000
YER181C	3.000	3.000	3.000
YER184C	3.000	3.000	3.000
YER185W	3.000	3.000	3.000
YER186C	3.000	3.000	3.000
YER187W	3.000	3.000	3.000
YER188W	3.000	3.000	3.000
YKL065C	3.000	3.000	3.000
YMR040W	3.000	3.000	3.000
YDL072C	3.000	3.000	3.000
YFL012W	3.000	3.000	3.000
YFL012W-A	3.000	3.000	3.000
YFL015C	3.000	3.000	3.000
YFL019C	3.000	3.000	3.000
YFL032W	3.000	3.000	3.000
YFL034W	3.000	3.000	3.000
YFL040W	3.000	3.000	3.000
YFL042C	3.000	3.000	3.000
YFL049W	3.000	3.000	3.000
YFL051C	3.000	3.000	3.000
YFL052W	3.000	3.000	3.000
YFL054C	3.000	3.000	3.000
YFL063W	3.000	3.000	3.000
YFR006W	3.000	3.000	3.000
YFR007W	3.000	3.000	3.000
YFR011C	3.000	3.000	3.000
YFR012W	3.000	3.000	3.000
YFR016C	3.000	3.000	3.000
YFR017C	3.000	3.000	3.000
YFR018C	3.000	3.000	3.000
YFR020W	3.000	3.000	3.000
YFR026C	3.000	3.000	3.000
YFR032C	3.000	3.000	3.000
YFR035C	3.000	3.000	3.000
YFR038W	3.000	3.000	3.000
YFR039C	3.000	3.000	3.000
YFR043C	3.000	3.000	3.000
YFR044C	3.000	3.000	3.000
YFR045W	3.000	3.000	3.000
YFR054C	3.000	3.000	3.000
YFR055W	3.000	3.000	3.000
YFR056C	3.000	3.000	3.000
YFR057W	3.000	3.000	3.000
YOL128C	3.000	3.000	3.000
YGL007W	3.000	3.000	3.000
YGL010W	3.000	3.000	3.000
YGL015C	3.000	3.000	3.000
YGL034C	3.000	3.000	3.000
YGL039W	3.000	3.000	3.000
YGL041C	3.000	3.000	3.000
YGL042C	3.000	3.000	3.000
YGL050W	3.000	3.000	3.000
YGL057C	3.000	3.000	3.000
YGL059W	3.000	3.000	3.000
YGL072C	3.000	3.000	3.000
YGL079W	3.000	3.000	3.000
YGL081W	3.000	3.000	3.000
YGL082W	3.000	3.000	3.000
YGL085W	3.000	3.000	3.000
YGL088W	3.000	3.000	3.000
YGL101W	3.000	3.000	3.000
YGL108C	3.000	3.000	3.000
YGL109W	3.000	3.000	3.000
YGL114W	3.000	3.000	3.000
YGL117W	3.000	3.000	3.000
YGL118C	3.000	3.000	3.000
YGL132W	3.000	3.000	3.000
YGL138C	3.000	3.000	3.000
YGL139W	3.000	3.000	3.000
YGL140C	3.000	3.000	3.000
YGL146C	3.000	3.000	3.000
YGL149W	3.000	3.000	3.000
YGL152C	1.000	1.000	3.000
YGL157W	3.000	3.000	3.000
YGL159W	3.000	3.000	3.000
YGL160W	3.000	3.000	3.000
YGL165C	1.000	1.000	1.000
YGL176C	3.000	3.000	3.000
YGL177W	3.000	3.000	3.000
YGL196W	3.000	3.000	3.000
YGL199C	3.000	3.000	3.000
YGL214W	3.000	3.000	3.000
YGL217C	3.000	3.000	3.000
YGL220W	3.000	3.000	3.000
YGL226W	3.000	3.000	3.000
YGL230C	3.000	3.000	3.000
YGL231C	3.000	3.000	3.000
YGL235W	3.000	3.000	3.000
YGL242C	3.000	3.000	3.000
YGL250W	3.000	3.000	3.000
YGL258W	3.000	3.000	3.000
YGL260W	3.000	3.000	3.000
YGL261C	3.000	3.000	3.000
YGL262W	3.000	3.000	3.000
YNL160W	3.000	3.000	3.000
YGR001C	3.000	3.000	3.000
YGR011W	3.000	3.000	3.000
YGR012W	3.000	3.000	3.000
YGR015C	3.000	3.000	3.000
YGR016W	3.000	3.000	3.000
YGR017W	3.000	3.000	3.000
YGR018C	3.000	3.000	3.000
YGR021W	3.000	3.000	3.000
YGR022C	3.000	3.000	3.000
YGR025W	3.000	3.000	3.000
YGR026W	3.000	3.000	3.000
YGR031W	3.000	3.000	3.000
YGR035C	3.000	3.000	3.000
YGR039W	3.000	3.000	3.000
YGR042W	3.000	3.000	3.000
YGR043C	3.000	3.000	3.000
YGR045C	3.000	3.000	3.000
YGR050C	3.000	3.000	3.000
YGR051C	3.000	3.000	3.000
YGR053C	3.000	3.000	3.000
YGR054W	3.000	3.000	3.000
YGR058W	3.000	3.000	3.000
YGR064W	3.000	3.000	3.000
YGR066C	3.000	3.000	3.000
YGR067C	3.000	3.000	3.000
YGR068C	3.000	3.000	3.000
YGR069W	3.000	3.000	3.000
YGR071C	3.000	3.000	3.000
YGR079W	3.000	3.000	3.000
YGR093W	3.000	3.000	3.000
YGR102C	1.000	1.000	2.000
YGR106C	3.000	3.000	3.000
YGR107W	3.000	3.000	3.000
YGR110W	3.000	3.000	3.000
YGR111W	3.000	3.000	3.000
YGR117C	3.000	3.000	3.000
YGR122C-A	3.000	3.000	3.000
YGR122W	3.000	3.000	3.000
YGR125W	3.000	3.000	3.000
YGR126W	3.000	3.000	3.000
YGR127W	3.000	3.000	3.000
YGR130C	3.000	3.000	3.000
YGR131W	3.000	3.000	3.000
YGR137W	3.000	3.000	3.000
YGR139W	3.000	3.000	3.000
YGR146C	3.000	3.000	3.000
YGR149W	3.000	3.000	3.000
YGR150C	1.000	1.000	2.000
YGR151C	3.000	3.000	3.000
YGR164W	3.000	3.000	3.000
YGR168C	3.000	3.000	3.000
YGR176W	3.000	3.000	3.000
YGR182C	3.000	3.000	3.000
YGR201C	3.000	3.000	3.000
YGR203W	3.000	3.000	3.000
YGR205W	3.000	3.000	3.000
YGR206W	3.000	3.000	3.000
YGR207C	3.000	3.000	3.000
YGR210C	3.000	3.000	3.000
YGR219W	1.000	1.000	1.000
YGR226C	3.000	3.000	3.000
YGR228W	3.000	3.000	3.000
YGR235C	3.000	3.000	3.000
YGR237C	3.000	3.000	3.000
YGR242W	3.000	3.000	3.000
YGR250C	3.000	3.000	3.000
YGR259C	3.000	3.000	3.000
YGR263C	3.000	3.000	3.000
YGR266W	3.000	3.000	3.000
YGR269W	3.000	3.000	3.000
YGR271C-A	3.000	3.000	3.000
YGR273C	3.000	3.000	3.000
YGR283C	3.000	3.000	3.000
YGR287C	3.000	3.000	3.000
YGR290W	3.000	3.000	3.000
YGR291C	3.000	3.000	3.000
YGR234W	3.000	3.000	3.000
YJL059W	3.000	3.000	3.000
YHL005C	3.000	3.000	2.500
YHL008C	3.000	3.000	3.000
YHL010C	3.000	3.000	3.000
YHL012W	3.000	3.000	3.000
YHL013C	3.000	3.000	3.000
YHL017W	3.000	3.000	3.000
YHL026C	3.000	3.000	3.000
YHL029C	3.000	3.000	3.000
YHL037C	3.000	3.000	3.000
YHL039W	3.000	3.000	3.000
YHL041W	3.000	3.000	3.000
YHL042W	3.000	3.000	3.000
YHL044W	3.000	2.000	3.000
YHL045W	3.000	3.000	3.000
YHL046C	3.000	3.000	3.000
YMR241W	3.000	3.000	3.000
YDR451C	3.000	3.000	3.000
YHR003C	3.000	3.000	3.000
YHR009C	1.000	1.000	1.000
YHR022C	3.000	3.000	3.000
YHR029C	3.000	3.000	3.000
YHR032W	3.000	3.000	3.000
YHR033W	3.000	3.000	3.000
YHR035W	3.000	3.000	3.000
YHR039C-A	1.000	1.000	2.000
YHR045W	3.000	3.000	3.000
