orf	hap a | growth (pooled culture, barseq) | ethanol [24.5%], time [2 min] | SC | Yang J~Tavazoie S, 2020
YAL012W	0.4373982963179482
YAL021C	-0.49000169185561604
YAL024C	-0.11468525283594569
YAL044W-A	-0.22873650230129353
YAL054C	0.04478334797846849
YAL056C-A	-0.2728808657572131
YAL064C-A	0.18668180733763107
YAL067W-A	-2.0003807056643557
YAR002C-A	0.30091067118020925
YAR030C	-0.016890524934263466
YAR031W	-0.49535074592971223
YAR035C-A	0.4253127326047159
YAR035W	0.09855024486105224
YAR050W	-0.10696895629694364
YBL003C	-0.5663420525581958
YBL005W	-0.21185993213617677
YBL006C	0.0005618366421578033
YBL007C	0.47174980947028644
YBL008W-A	-0.1633396569903067
YBL009W	-0.2191467567229504
YBL010C	-2.382455844968008
YBL011W	0.028195791447914714
YBL012C	2.0641961992389892
YBL013W	-0.14303068494437618
YBL015W	-0.139653012190663
YBL019W	-0.31458051525666747
YBL021C	-0.17178780824182763
YBL024W	-0.08985303900683088
YBL027W	0.2587056979671085
YBL028C	-0.27284731112135396
YBL029C-A	-1.6103866720900184
YBL029W	-2.1769416028897814
YBL031W	0.14243346551388575
YBL032W	-0.6275088574109389
YBL036C	-0.6632300380961861
YBL037W	-0.03796491963498434
YBL038W	0.15490920768157315
YBL039C	0.32335937823215966
YBL039W-B	0.2475723761158204
YBL042C	0.11158019095314325
YBL045C	0.13451981599999868
YBL046W	0.16207709653980912
YBL047C	-0.14543867877440914
YBL048W	-0.21369677418821592
YBL049W	-0.08711723249497935
YBL051C	-0.4864178135527984
YBL052C	0.5142668520150547
YBL053W	-0.16024722804528854
YBL054W	-0.3077660531392488
YBL055C	-2.655472610181667
YBL056W	-0.7681864935108363
YBL057C	-0.23824998358861038
YBL059W	-0.1020642418109273
YBL060W	0.09997832118436183
YBL061C	1.1344397436679186
YBL062W	0.09535318548093229
YBL063W	-0.041635508100390156
YBL064C	-1.2038431269568368
YBL066C	0.2948550715484415
YBL067C	-0.2623009820982241
YBL068W	0.03916843703611966
YBL069W	0.5627020635427877
YBL070C	-0.13021025806696998
YBL071C	0.5978592879927322
YBL071C-B	0.6605105170298369
YBL071W-A	-2.4390780598282995
YBL072C	0.27556714100438784
YBL075C	-0.034615332601924766
YBL078C	0.11961867464662669
YBL079W	0.159306651621323
YBL082C	-0.36838889880181963
YBL083C	-0.1290287816899252
YBL085W	-0.08235044680091115
YBL086C	0.040806786182530995
YBL087C	-0.3185426263938228
YBL088C	-2.603222394801921
YBL089W	-0.5391747582281182
YBL091C-A	0.009657905575210127
YBL093C	-0.139809421060575
YBL094C	-0.8065901736818751
YBL095W	0.02557272280501801
YBL096C	-3.3623569122902914
YBL098W	-0.023091629203918957
YBL100W-C	-0.29467286261712217
YBL102W	0.13813070428185503
YBL103C	0.11602570497921244
YBL104C	-0.06179832581700195
YBL106C	-1.2412527669795324
YBL107C	-0.24403267823566854
YBR001C	-0.10475617670437747
YBR006W	0.16447062299075507
YBR007C	-0.8740798408244419
YBR008C	0.6606508873289019
YBR009C	-0.470466072534035
YBR010W	-0.053041941922287096
YBR012C	-0.12818800616668805
YBR013C	-0.23369327514095145
YBR014C	0.25981099687144726
YBR016W	-0.2538394527884687
YBR018C	-0.18253239173720978
YBR020W	-0.7323623473088525
YBR021W	-0.2233084346581489
YBR022W	0.20905240958801888
YBR024W	-0.619101158138066
YBR027C	0.19511183940258284
YBR028C	0.43455018530871087
YBR030W	-2.707413535565203
YBR031W	-1.9203978528061318
YBR033W	-0.20706965822124662
YBR034C	-0.07248189250606894
YBR035C	0.010768000546495215
YBR037C	0.2922529424335773
YBR041W	-0.39444252904015314
YBR043C	-0.013281468625548397
YBR044C	-1.5023746965502822
YBR045C	-1.6448109538632107
YBR047W	-0.5385007230485045
YBR050C	0.061831031975680524
YBR051W	-2.946982972300064
YBR052C	-0.4838648146441468
YBR053C	-0.612426792692059
YBR054W	-1.8120977399368468
YBR056W	-3.0025824022123424
YBR057C	-0.23767886156515175
YBR058C	-0.3760424921912397
YBR058C-A	-0.04187693605768418
YBR059C	-0.41111746257833276
YBR062C	-0.39487007668599755
YBR063C	0.012210573637249394
YBR064W	-0.20360166493141033
YBR065C	-0.28414839812780257
YBR066C	0.0019022673339031666
YBR068C	0.27975378691687214
YBR069C	-2.061906763001023
YBR071W	0.19729674306983508
YBR072C-A	0.5488738271862672
YBR072W	0.3855791693067567
YBR073W	-0.3837553964383996
YBR074W	-0.7292696279821654
YBR077C	0.1970348206381586
YBR078W	-0.6553814564304523
YBR083W	0.9153358588110653
YBR084C-A	-0.07173999485428856
YBR084W	-0.5150479534503959
YBR085C-A	-1.382928134759404
YBR085W	-0.4403276397474563
YBR089C-A	-2.9236407313677732
YBR090C	-0.7728739737635507
YBR092C	-0.1804673405678448
YBR095C	0.4408299826358887
YBR098W	0.21632593933654023
YBR099C	-0.38314048459775063
YBR104W	0.1417522839588913
YBR105C	0.5635539058995326
YBR106W	-0.4521338958677619
YBR107C	0.08833411668535056
YBR113W	-3.2266560965024897
YBR114W	-1.1392685224812613
YBR116C	0.5623395156051509
YBR119W	-0.2713936045309957
YBR120C	0.3205287845371208
YBR125C	1.2675574546875812
YBR126C	0.21862082504810348
YBR127C	-0.19311979121677267
YBR128C	-0.20539782170037818
YBR129C	-0.346545873556725
YBR130C	-1.874701956315643
YBR132C	0.26899684362056303
YBR133C	-0.045860988488934655
YBR134W	-2.3685927866676293
YBR137W	-0.1273351085560148
YBR138C	0.25969198789563314
YBR141C	0.14624367654761403
YBR145W	-1.4403723847389944
YBR147W	-2.022438280717135
YBR148W	-0.2803843679847677
YBR151W	-2.546613863670144
YBR157C	0.17317714750681856
YBR158W	0.0050062843386903325
YBR161W	0.5821879107563142
YBR162C	-0.07197226985821702
YBR162W-A	0.5148291408843675
YBR164C	0.026612021561790614
YBR165W	-0.3223406275692397
YBR166C	0.03512492573170315
YBR168W	0.20352818197629152
YBR169C	0.19895909645553683
YBR170C	-0.13258804083030656
YBR171W	-0.11333496993093713
YBR172C	-3.1736432066385003
YBR173C	-0.47656519724927904
YBR174C	-3.0090732616856015
YBR175W	0.2965862958470229
YBR176W	-0.6285733560867993
YBR177C	-0.551437233369203
YBR179C	-0.0114833606008006
YBR180W	-0.2819571036401169
YBR181C	0.6438051391268871
YBR182C	-0.0443418254073871
YBR182C-A	-0.5344577702814204
YBR183W	-0.4518911690729585
YBR184W	-1.1229140106920585
YBR185C	0.24138899852707663
YBR186W	0.05589813000952889
YBR188C	-1.5897353946652362
YBR189W	0.21274534039812937
YBR191W	0.12413478905836593
YBR196C-A	-3.2037649156889962
YBR197C	0.07613206237322863
YBR199W	-0.059226602649417016
YBR200W	0.6563663072786468
YBR200W-A	-0.7563162219625943
YBR203W	-1.9772830672787853
YBR204C	0.06338522227597349
YBR205W	-0.15679985262851054
YBR206W	-0.23267575770299226
YBR207W	0.5414618045425916
YBR208C	-0.35663803918576886
YBR210W	-0.1690310235178266
YBR212W	-0.08341593501716678
YBR214W	-0.2263576121446516
YBR215W	-0.020710354339132053
YBR216C	-1.4604091965075203
YBR217W	0.2264484396471384
YBR218C	-0.1702834253319144
YBR220C	-0.807018317698673
YBR223C	-0.04937759342045802
YBR224W	0.20459722648452758
YBR225W	-0.18743970442632604
YBR226C	-0.11389292099015821
YBR229C	-0.06516099597869189
YBR230C	-0.18180658301405725
YBR231C	0.14635983554608312
YBR232C	0.04629773429026414
YBR235W	0.3129341424986986
YBR239C	0.5523491285752198
YBR240C	-0.6100329576201243
YBR241C	-1.4100545707453551
YBR244W	-0.36496892881577686
YBR245C	0.20002895430254128
YBR246W	-0.9144921440099285
YBR250W	0.12669351788141134
YBR251W	0.4130938054544623
YBR255W	-1.2206369500867886
YBR258C	-0.2632883404754193
YBR259W	-0.10779465133529377
YBR260C	0.20246173946361024
YBR261C	-0.4274990189729044
YBR262C	-0.19952513084346965
YBR263W	-0.035737472022040355
YBR266C	-0.23278232598940102
YBR267W	0.004805339171617385
YBR269C	-0.3084068986493007
YBR270C	-0.23048954095132296
YBR271W	-0.7381295801016436
YBR273C	-0.3856328952621847
YBR275C	-0.01510995716151185
YBR276C	-0.5606614183525979
YBR277C	0.35869850289191846
YBR280C	-0.3296328979621178
YBR281C	-0.017382417587358343
YBR283C	-0.6654488821454771
YBR284W	0.4408964147165837
YBR285W	0.001523994392530855
YBR286W	0.22293570628012765
YBR287W	-0.6941972430827618
YBR289W	-0.35935185305115463
YBR290W	-0.020862244224723134
YBR291C	0.06361292894823894
YBR292C	0.6271446408515867
YBR293W	-1.2693120060889715
YBR294W	0.1166538758071394
YBR295W	0.11927375943102217
YBR296C	0.23334052907182812
YBR297W	-1.6471658217251715
YBR299W	0.39741496102480933
YBR301W	0.4610051310884826
YCL001W	0.5504079854464553
YCL001W-B	-2.2945874460007927
YCL002C	-0.42219697026018516
YCL005W	-0.1713888374246054
YCL008C	-1.774343270566693
YCL009C	0.25671626144395765
YCL010C	-0.031043275196212042
YCL014W	-0.9309046854733213
YCL021W-A	-0.38356788902351024
YCL022C	-1.674035154651672
YCL023C	-0.3923531418094244
YCL024W	-1.665494151988503
YCL026C-A	-0.3254464999960318
YCL026C-B	-0.04549147858025551
YCL028W	-1.2919536550562147
YCL029C	-0.29544086278829396
YCL035C	0.8387682209680307
YCL038C	-3.022572362662834
YCL039W	-0.5007633507216108
YCL046W	-2.337031915217135
YCL048W	-0.29286779150296177
YCL049C	-0.19199665020895046
YCL050C	-0.18831920194875432
YCL051W	-0.5277260719558106
YCL057C-A	0.1633446254770811
YCL057W	-0.28013305100810465
YCL058C	0.24316701814565655
YCL061C	0.19843188916790813
YCL063W	-0.9829503994256136
YCL069W	-0.19117993667256267
YCL076W	-2.3500741974075887
YCR001W	-0.16086855056730068
YCR003W	0.5007737034610019
YCR004C	0.8342241785502786
YCR005C	-0.1356693340130992
YCR006C	-2.8798759707296933
YCR007C	0.0012089319216539035
