orf	hap a | growth (colony size) | chitosan [1.75 mg/ml] | Galvan Marquez I~Smith ML, 2013
YBL069W	0.68
YBL070C	0.7166666666666667
YBL071C	0.5733333333333334
YBL072C	0.58
YBL075C	0.6466666666666666
YBL078C	0.5933333333333333
YBL079W	0.6333333333333333
YBL080C	0.0
YBL081W	0.5233333333333333
YBL082C	0.42333333333333334
YBL083C	0.58
YBL085W	0.5366666666666666
YBL086C	0.6699999999999999
YBL087C	0.5933333333333334
YBL088C	0.5766666666666667
YBL089W	0.68
YBL090W	0.0
YBL091C	0.7366666666666667
YBL091C-A	0.8433333333333333
YBL093C	0.37333333333333335
YBL094C	0.36999999999999994
YBL095W	0.5866666666666668
YBL096C	0.5266666666666666
YBL098W	0.7233333333333333
YBL099W	0.0
YBL100C	3.173333333333334
YBL101C	0.52
YBL102W	0.8866666666666667
YBL103C	0.7866666666666666
YBL104C	0.7399999999999999
YBL106C	0.6433333333333332
YBL107C	0.7533333333333333
YBR001C	0.39999999999999997
YBR003W	0.0
YBR005W	0.6966666666666667
YBR006W	0.6933333333333334
YBR007C	0.7233333333333333
YBR008C	0.7633333333333333
YBR009C	0.6466666666666666
YBR010W	0.7300000000000001
YBR012C	0.69
YBR013C	0.5466666666666666
YBR014C	0.6666666666666666
YBR015C	0.22666666666666668
YBR016W	0.6516666666666666
YBR018C	0.6499999999999999
YBR019C	0.0
YBR020W	0.7033333333333335
YBR021W	0.8333333333333334
YBR022W	0.7933333333333333
YBR023C	0.7366666666666667
YBR024W	0.5033333333333333
YBR025C	0.6999999999999998
YBR026C	0.7766666666666667
YBR027C	0.6066666666666666
YBR028C	0.47
YBR030W	0.495
YBR031W	0.19999999999999998
YBR032W	0.7633333333333333
YBR033W	0.7599999999999999
YBR034C	0.22333333333333336
YBR035C	0.7166666666666667
YBR036C	0.56
YBR037C	0.0
YBR040W	0.7366666666666667
YBR041W	0.0
YBR042C	0.6233333333333334
YBR043C	0.7000000000000001
YBR044C	0.37166666666666665
YBR045C	0.6166666666666667
YBR046C	0.5599999999999999
YBR047W	0.5766666666666667
YBR048W	0.7833333333333333
YBR050C	0.7233333333333333
YBR051W	0.83
YBR052C	0.25333333333333335
YBR053C	0.7799999999999999
YBR054W	0.7399999999999999
YBR056W	0.6766666666666666
YBR057C	0.6566666666666666
YBR058C	0.6383333333333332
YBR059C	0.7433333333333333
YBR061C	0.0
YBR062C	0.6699999999999999
YBR063C	0.6933333333333334
YBR064W	0.5766666666666667
YBR065C	0.7566666666666667
YBR066C	0.2866666666666667
YBR067C	0.8033333333333333
YBR068C	0.8266666666666667
YBR069C	0.7233333333333333
YBR071W	0.25666666666666665
YBR072W	0.30333333333333334
YBR073W	0.8866666666666667
YBR074W	0.865
YBR076W	0.0
YBR077C	0.9166666666666666
YBR081C	0.0
YBR082C	0.835
YBR083W	0.3308333333333333
YBR084C-A	0.7044444444444444
YBR084W	0.0
YBR085W	0.73
YBR089C-A	0.15333333333333335
YBR090C	0.7866666666666667
YBR092C	0.6766666666666666
YBR093C	0.6283333333333333
YBR094W	3.4966666666666666
YBR095C	0.8666666666666667
YBR097W	0.0
YBR098W	0.7411111111111112
YBR099C	0.7733333333333333
YBR101C	0.8733333333333334
YBR103W	0.7799999999999999
YBR104W	0.5966666666666668
YBR105C	0.73
YBR106W	0.7333333333333334
YBR107C	0.7600000000000001
YBR108W	0.5833333333333334
YBR111C	0.47333333333333333
YBR112C	0.0
YBR113W	0.79
YBR114W	0.0
YBR115C	0.8333333333333334
YBR116C	0.7200000000000001
YBR119W	0.57
YBR120C	0.0
YBR121C	0.4955555555555555
YBR122C	0.0
YBR125C	0.7566666666666667
YBR126C	0.6233333333333333
YBR127C	0.0
YBR128C	0.6566666666666666
YBR129C	0.7133333333333334
YBR130C	0.66
YBR131W	0.62
YBR132C	0.0
YBR133C	0.64
YBR134W	0.22666666666666668
YBR137W	0.7933333333333333
YBR138C	0.8300000000000001
YBR139W	0.7300000000000001
YBR141C	0.8366666666666666
YBR144C	0.7200000000000001
YBR145W	0.5599999999999999
YBR146W	0.7200000000000001
YBR147W	0.7166666666666667
YBR148W	0.61
YBR149W	0.7166666666666668
YBR150C	0.5966666666666667
YBR151W	0.7466666666666667
YBR156C	0.6133333333333333
YBR157C	0.7133333333333333
YBR158W	0.7600000000000001
YBR159W	0.6183333333333333
YBR161W	0.8333333333333334
YBR162C	0.8766666666666668
YBR162W-A	0.7433333333333333
YBR163W	0.0
YBR164C	0.6933333333333334
YBR165W	0.7833333333333332
YBR166C	0.66
YBR168W	0.5666666666666667
YBR169C	0.7366666666666667
YBR170C	0.8566666666666666
YBR171W	0.0
YBR172C	0.0
YBR173C	0.28111111111111114
YBR174C	0.66
YBR175W	0.625
YBR176W	0.7111111111111111
YBR177C	0.545
YBR178W	0.7466666666666667
YBR179C	0.07777777777777777
YBR180W	0.6233333333333333
YBR181C	0.6033333333333333
YBR182C	0.6366666666666667
YBR183W	0.5183333333333333
YBR184W	0.6683333333333332
YBR185C	0.7216666666666667
YBR186W	0.6777777777777777
YBR187W	0.6383333333333333
YBR188C	0.3755555555555556
YBR189W	0.5866666666666667
YBR191W	0.0
YBR194W	0.825
YBR195C	0.7366666666666667
YBR197C	0.6633333333333333
YBR199W	0.7583333333333333
YBR200W	0.6133333333333334
YBR201W	0.47
YBR203W	0.645
YBR204C	0.6683333333333334
YBR205W	0.6183333333333333
YBR206W	0.5566666666666666
YBR207W	0.5333333333333333
YBR208C	0.5555555555555556
YBR209W	0.795
YBR210W	0.4716666666666666
YBR212W	0.5033333333333333
YBR213W	0.7366666666666667
YBR214W	0.5666666666666667
YBR215W	0.455
YBR216C	0.7733333333333333
YBR217W	0.5566666666666666
YBR218C	0.7216666666666667
YBR219C	0.6644444444444444
YBR220C	0.6333333333333333
YBR221C	0.818888888888889
YBR222C	0.5933333333333333
YBR223C	0.6133333333333334
YBR224W	0.7233333333333334
YBR225W	0.7566666666666666
YBR226C	0.7166666666666668
YBR227C	0.7016666666666667
YBR228W	0.7433333333333333
YBR229C	0.7916666666666667
YBR230C	0.6716666666666666
YBR231C	0.8783333333333334
YBR232C	0.6633333333333333
YBR233W	0.7483333333333333
YBR235W	0.6166666666666667
YBR238C	2.8200000000000003
YBR239C	4.661666666666666
YBR240C	6.26
YBR241C	5.26
YBR242W	6.133333333333333
YBR244W	7.078333333333334
YBR245C	6.631666666666667
YBR246W	6.501666666666667
YBR248C	4.29
YBR249C	5.466666666666666
YBR250W	2.6666666666666665
YBR251W	0.0
YBR255W	0.6833333333333332
YBR258C	0.6699999999999999
YBR259W	0.73
YBR260C	0.5483333333333333
YBR261C	0.7100000000000001
YBR262C	0.31
YBR263W	0.37666666666666665
YBR264C	0.39666666666666667
YBR266C	0.3344444444444445
YBR267W	0.47333333333333333
YBR268W	0.0
YBR269C	0.0
YBR270C	0.7266666666666666
YBR271W	0.7200000000000001
YBR272C	0.0
YBR273C	0.7433333333333333
YBR274W	0.55
YBR275C	0.26333333333333336
YBR276C	0.6833333333333332
YBR277C	0.4266666666666667
YBR278W	0.18666666666666668
YBR279W	0.5066666666666667
YBR280C	0.7033333333333333
YBR281C	0.53
YBR282W	0.0
YBR283C	0.41999999999999993
YBR284W	1.26
YBR285W	0.61
YBR286W	0.3733333333333333
YBR287W	0.7033333333333333
YBR288C	0.7600000000000001
YBR289W	0.0
YBR290W	0.6366666666666667
YBR291C	0.6699999999999999
YBR292C	0.59
YBR293W	0.36333333333333334
YBR294W	0.7866666666666666
YBR295W	0.5666666666666667
YBR296C	0.36000000000000004
YBR297W	0.3833333333333333
YBR298C	0.6766666666666667
YBR299W	0.5833333333333334
YBR300C	0.7200000000000001
YBR301W	0.7233333333333333
YCL001W	0.7349999999999999
YCL001W-A	0.6266666666666666
YCL002C	0.6616666666666666
YCL005W	0.5316666666666667
YCL007C	0.13777777777777778
YCL008C	0.17833333333333334
YCL009C	0.3688888888888889
YCL010C	0.10166666666666667
YCL011C	0.5800000000000001
YCL014W	0.5008333333333335
YCL016C	0.51
YCL022C	0.6566666666666666
YCL023C	0.8177777777777777
YCL024W	0.3983333333333334
YCL025C	0.7150000000000001
YCL026C-A	0.6666666666666666
YCL027W	0.5866666666666667
YCL028W	0.5633333333333334
YCL029C	0.5966666666666667
YCL030C	0.6766666666666666
YCL032W	0.5833333333333334
YCL033C	0.5666666666666667
YCL034W	0.5033333333333333
YCL035C	0.7066666666666667
YCL036W	0.5733333333333334
YCL037C	0.0
YCL038C	0.595
YCL039W	0.6266666666666666
YCL040W	0.59
YCL042W	0.5
YCL044C	0.5833333333333334
YCL045C	0.5133333333333333
YCL046W	0.5933333333333334
YCL047C	0.0
YCL048W	0.5466666666666666
YCL049C	0.59
YCL050C	0.6177777777777776
YCL051W	0.6433333333333334
YCL055W	0.89
YCL056C	0.8533333333333334
YCL057W	0.8766666666666666
YCL058C	0.5083333333333333
YCL061C	0.48
YCL063W	0.7566666666666666
YCL064C	0.7366666666666667
YCL069W	0.5266666666666667
YCL076W	0.5733333333333334
YCR001W	0.5566666666666668
YCR002C	0.6183333333333334
YCR003W	0.37666666666666665
YCR004C	0.31666666666666665
YCR005C	0.7200000000000001
YCR006C	0.6766666666666667
YCR007C	0.6933333333333334
YCR008W	0.59
YCR009C	0.5666666666666667
YCR010C	0.49666666666666676
YCR011C	0.5566666666666666
YCR014C	0.8033333333333332
YCR015C	0.8000000000000002
YCR016W	0.53
YCR017C	0.3433333333333333
YCR019W	0.82
YCR020C	0.45
YCR020C-A	0.69
YCR020W-B	0.7066666666666667
YCR021C	0.8733333333333334
YCR022C	0.7366666666666667
YCR023C	0.5366666666666666
YCR024C	0.0
YCR024C-A	0.5700000000000001
YCR025C	0.62
YCR026C	0.7033333333333333
YCR027C	0.5566666666666666
YCR028C	0.69
YCR028C-A	0.0
YCR030C	0.7533333333333333
YCR031C	0.6033333333333334
YCR032W	0.6666666666666666
YCR033W	0.7233333333333333
YCR034W	0.3383333333333334
YCR036W	0.6833333333333332
YCR037C	0.7566666666666667
YCR043C	0.7399999999999999
YCR044C	0.0
YCR045C	0.8566666666666666
YCR046C	0.2544444444444444
YCR047C	0.36999999999999994
YCR048W	0.82
YCR049C	0.6966666666666667
YCR050C	0.7466666666666667
YCR051W	0.22666666666666668
YCR053W	0.88
YCR059C	0.8133333333333334
YCR060W	0.6566666666666666
YCR061W	0.5283333333333333
YCR063W	0.8799999999999999
YCR065W	0.5766666666666667
YCR066W	0.6633333333333334
YCR067C	0.8466666666666667
YCR068W	0.7449999999999999
YCR069W	0.8000000000000002
YCR071C	0.0
YCR073C	0.0
YCR073W-A	0.6566666666666666
YCR075C	0.7733333333333334
YCR076C	0.8099999999999999
YCR077C	0.7633333333333333
YCR079W	0.7266666666666667
YCR081W	0.7866666666666667
YCR082W	0.8933333333333334
YCR083W	0.73
YCR084C	0.0
YCR085W	0.7833333333333332
YCR086W	0.41333333333333333
YCR087C-A	0.37000000000000005
YCR087W	0.48
YCR088W	0.7200000000000001
YCR089W	0.7449999999999999
YCR090C	0.4833333333333334
YCR091W	0.6566666666666666
YCR092C	0.81
YCR094W	0.7333333333333334
YCR095C	0.63
YCR098C	0.5433333333333333
YCR099C	0.6266666666666666
YCR100C	0.24333333333333332
YCR101C	0.7399999999999999
YCR102C	0.7466666666666667
YCR102W-A	0.54
YCR105W	0.5499999999999999
YCR106W	0.7600000000000001
YCR107W	
YDL001W	0.7266666666666667
YDL002C	0.24833333333333335
YDL006W	0.7433333333333333
YDL009C	0.0
YDL010W	0.66
YDL011C	0.84
YDL012C	0.7233333333333333
YDL013W	0.7266666666666666
YDL018C	0.7666666666666667
YDL019C	0.73
YDL020C	0.2966666666666667
YDL021W	4.87
YDL022W	13.713333333333333
YDL023C	0.57
YDL024C	0.8133333333333334
YDL025C	0.54
YDL026W	0.75
YDL027C	0.6766666666666666
YDL032W	0.0
YDL033C	0.38999999999999996
YDL034W	0.6733333333333333
YDL035C	0.61
YDL036C	0.7200000000000001
YDL037C	0.75
YDL039C	0.7466666666666667
YDL040C	0.7200000000000001
YDL041W	0.5566666666666666
YDL042C	0.3
YDL044C	0.0
YDL045W-A	0.0
YDL046W	0.2733333333333334
YDL047W	0.0
YDL048C	0.21
YDL049C	0.0
YDL050C	0.043333333333333335
YDL051W	0.23
YDL052C	0.06333333333333334
YDL053C	0.15666666666666665
YDL054C	0.47333333333333333
YDL056W	0.5933333333333333
YDL057W	0.0
YDL059C	0.5599999999999999
YDL061C	0.5433333333333333
YDL062W	0.0
YDL063C	0.0
YDL065C	0.6066666666666667
YDL066W	0.5866666666666667
YDL067C	
YDL068W	0.0
YDL069C	0.0
YDL070W	0.5583333333333333
YDL071C	0.64
YDL072C	0.4766666666666666
YDL073W	0.0
YDL074C	
YDL075W	
YDL076C	0.49
YDL077C	0.0
YDL078C	0.6
YDL079C	0.6133333333333333
YDL080C	0.7066666666666667
YDL081C	0.6166666666666667
YDL082W	0.31
YDL083C	0.31
YDL085W	0.66
YDL086W	0.6733333333333333
YDL088C	0.59
YDL089W	0.6733333333333333
YDL090C	0.6166666666666666
YDL091C	0.5966666666666667
YDL093W	0.65
YDL094C	0.54
YDL095W	0.51
YDL096C	0.7233333333333333
YDL099W	0.9766666666666666
YDL100C	0.49000000000000005
YDL101C	0.6766666666666666
YDL104C	0.0
YDL106C	0.68
YDL107W	0.0
YDL109C	0.8466666666666667
YDL110C	0.5366666666666666
YDL112W	0.6533333333333333
YDL113C	0.85
YDL114W	0.8099999999999999
YDL116W	0.57
YDL117W	0.6333333333333333
YDL118W	0.5733333333333334
YDL119C	0.8233333333333333
YDL121C	0.0
YDL122W	0.7233333333333333
YDL123W	0.6499999999999999
YDL124W	0.24
YDL125C	0.5833333333333334
YDL127W	0.26
YDL128W	0.3
YDL129W	0.2733333333333334
YDL130W	0.5566666666666666
YDL130W-A	0.625
YDL131W	0.49
YDL133C-A	5.1450000000000005
YDL133W	9.75
YDL134C	11.07
YDL135C	11.853333333333333
YDL136W	10.593333333333334
YDL137W	12.426666666666668
YDL138W	11.286666666666667
YDL142C	15.87
YDL144C	10.229999999999999
YDL146W	10.51
YDL149W	9.943333333333333
YDL151C	2.3916666666666666
YDL154W	0.5233333333333333
YDL155W	0.23666666666666666
YDL156W	0.5733333333333334
YDL157C	0.21666666666666667
YDL159W	0.5333333333333333
YDL160C	0.5866666666666666
YDL161W	0.6900000000000001
YDL162C	0.6233333333333334
YDL167C	0.6866666666666666
YDL168W	0.5466666666666666
YDL169C	0.4633333333333334
YDL170W	0.62
YDL171C	0.5666666666666668
YDL172C	0.5633333333333334
YDL173W	0.79
YDL174C	0.6733333333333333
YDL175C	0.2733333333333334
YDL176W	0.5299999999999999
YDL177C	0.6833333333333332
YDL178W	0.6699999999999999
YDL179W	0.6066666666666666
YDL180W	0.7033333333333333
YDL181W	0.5299999999999999
YDL182W	0.40111111111111114
YDL183C	0.6933333333333334
YDL184C	0.66
YDL186W	0.5966666666666667
YDL187C	0.6
YDL188C	0.6333333333333333
YDL189W	0.7000000000000001
YDL190C	0.61
YDL191W	0.79
YDL192W	0.4366666666666667
YDL194W	0.77
YDL197C	0.7266666666666667
YDL198C	0.0
YDL199C	0.85
YDL200C	0.61
YDL201W	0.6233333333333334
YDL203C	0.6266666666666666
YDL204W	0.5766666666666667
YDL206W	0.7166666666666667
YDL210W	0.47333333333333333
YDL211C	0.7433333333333333
YDL213C	0.7166666666666667
YDL214C	0.6766666666666666
YDL215C	0.6266666666666667
YDL216C	0.6366666666666666
YDL218W	0.6833333333333332
YDL219W	0.8566666666666666
YDL222C	0.59
YDL223C	0.5833333333333334
YDL224C	0.4366666666666667
YDL225W	0.0
YDL226C	0.5066666666666667
YDL227C	0.6866666666666666
YDL229W	0.6166666666666666
YDL230W	0.7000000000000001
YDL231C	0.6233333333333333
YDL232W	0.5733333333333334
YDL233W	0.8333333333333334
YDL234C	0.58
YDL236W	0.5533333333333333
YDL237W	0.6133333333333333
YDL238C	0.59
YDL239C	0.6333333333333333
YDL240W	0.0
YDL241W	0.24666666666666667
YDL242W	0.7633333333333333
YDL243C	0.7433333333333333
YDR001C	0.63
YDR003W	0.5866666666666667
YDR004W	0.58
YDR005C	0.5966666666666667
YDR006C	0.57
YDR007W	0.7400000000000001
YDR008C	0.5966666666666667
YDR009W	0.6466666666666666
YDR010C	0.64
YDR011W	0.5299999999999999
YDR014W	0.5333333333333333
YDR015C	0.7166666666666667
YDR017C	0.6366666666666666
YDR018C	0.5966666666666667
YDR019C	0.7566666666666667
YDR020C	0.6666666666666666
YDR022C	0.6966666666666667
YDR024W	0.61
YDR025W	0.6716666666666667
YDR048C	0.7333333333333334
YDR049W	0.5633333333333334
YDR051C	0.6266666666666666
YDR055W	0.4566666666666667
YDR056C	0.6966666666666667
YDR057W	0.5599999999999999
YDR058C	0.6966666666666667
YDR059C	0.4816666666666667
YDR061W	0.7566666666666667
YDR063W	0.51
YDR065W	0.6466666666666667
YDR066C	0.6133333333333333
YDR067C	0.5499999999999999
YDR068W	0.5733333333333334
YDR069C	0.0
YDR070C	0.7466666666666667
YDR071C	0.0
YDR072C	0.20666666666666667
YDR073W	0.6033333333333334
YDR074W	0.7033333333333333
YDR075W	0.4533333333333333
YDR076W	0.505
YDR077W	0.6433333333333334
YDR078C	0.0
YDR079W	0.0
YDR080W	0.0
YDR083W	0.4966666666666666
YDR084C	0.6366666666666667
YDR085C	0.6433333333333332
YDR089W	0.6266666666666667
YDR090C	0.5933333333333333
YDR092W	0.5333333333333333
YDR093W	0.0
YDR094W	0.7483333333333333
YDR095C	0.68
YDR096W	0.7933333333333333
YDR097C	0.49666666666666665
YDR098C	0.6733333333333333
YDR099W	0.58
YDR100W	0.5433333333333333
YDR101C	0.6566666666666666
YDR102C	0.5800000000000001
YDR103W	0.47000000000000003
YDR104C	0.5033333333333333
YDR105C	0.45
YDR107C	0.6633333333333333
YDR108W	0.81
YDR109C	0.64
YDR110W	0.5933333333333333
YDR111C	0.0
YDR112W	0.6366666666666667
YDR114C	0.0
YDR115W	0.0
YDR116C	0.6
YDR117C	0.5433333333333333
YDR119W	0.7366666666666667
YDR120C	0.57
YDR121W	0.69
YDR122W	0.73
YDR123C	0.6866666666666666
YDR124W	0.7966666666666667
YDR125C	0.66
YDR126W	0.5333333333333333
YDR127W	0.6766666666666667
YDR128W	0.43
YDR129C	0.0
YDR130C	0.58
YDR131C	0.5299999999999999
YDR132C	0.4566666666666667
YDR133C	0.46444444444444444
YDR135C	0.7433333333333333
YDR136C	0.6900000000000001
YDR137W	0.73
YDR139C	0.5833333333333334
YDR140W	1.04
YDR142C	0.5266666666666667
YDR143C	0.6066666666666666
YDR144C	0.4533333333333333
YDR146C	0.5566666666666666
YDR147W	0.5433333333333333
YDR148C	0.6144444444444445
YDR149C	0.7033333333333335
YDR150W	0.7266666666666667
YDR151C	0.6533333333333333
YDR152W	0.6933333333333334
YDR153C	0.8033333333333333
YDR154C	0.5433333333333333
YDR155C	0.9033333333333334
YDR156W	0.45999999999999996
YDR157W	0.75
YDR158W	0.59
YDR159W	0.0
YDR161W	0.30833333333333335
YDR162C	0.6833333333333332
YDR163W	0.4200000000000001
YDR165W	0.5566666666666666
YDR169C	0.6166666666666667
YDR171W	0.61
YDR173C	0.7266666666666667
YDR174W	0.6333333333333333
YDR175C	0.0
YDR176W	0.45
YDR178W	1.0599999999999998
YDR179C	0.8166666666666665
YDR179W-A	0.44333333333333336
YDR181C	0.43
YDR183W	7.236666666666667
YDR184C	7.039999999999999
YDR185C	7.0633333333333335
YDR186C	7.503333333333333
YDR191W	9.139999999999999
YDR192C	7.766666666666666
YDR193W	6.116666666666666
YDR194C	0.0
YDR195W	7.536666666666666
YDR197W	0.0
YDR198C	2.0083333333333333
YDR199W	0.6166666666666667
YDR200C	0.5866666666666667
YDR202C	0.6633333333333333
YDR203W	0.44333333333333336
YDR204W	0.0
YDR205W	0.4766666666666666
YDR206W	0.7000000000000001
YDR207C	0.0
YDR209C	0.6733333333333333
YDR210W	0.52
YDR213W	0.6933333333333334
YDR214W	0.6733333333333333
YDR215C	0.5666666666666668
YDR216W	0.5883333333333333
YDR217C	0.45
YDR218C	0.57
YDR219C	0.43333333333333335
YDR220C	0.5633333333333334
YDR221W	0.5499999999999999
YDR222W	0.61
YDR223W	0.37666666666666665
YDR225W	0.6633333333333333
YDR226W	0.0
YDR227W	0.5733333333333334
YDR229W	0.7333333333333334
YDR230W	0.3622222222222222
YDR231C	0.0
YDR233C	0.7366666666666667
YDR234W	0.5766666666666667
YDR237W	0.0
YDR239C	0.5366666666666666
YDR241W	0.7599999999999999
YDR242W	
YDR244W	0.7399999999999999
YDR245W	0.8399999999999999
YDR247W	0.6266666666666666
YDR248C	0.4366666666666667
YDR249C	0.66
YDR250C	0.6000000000000001
YDR251W	0.5866666666666666
YDR252W	0.6
YDR253C	0.6933333333333334
YDR254W	0.6666666666666666
YDR255C	0.84
YDR256C	0.6566666666666666
YDR257C	0.5233333333333333
YDR258C	0.6166666666666666
YDR259C	0.69
YDR260C	0.62
YDR261C	0.7600000000000001
YDR262W	0.515
YDR263C	0.61
YDR264C	0.6366666666666667
YDR265W	0.79
YDR266C	0.6900000000000001
YDR268W	0.3133333333333333
YDR270W	0.69
YDR272W	0.73
YDR273W	0.61
YDR274C	0.68
YDR275W	0.9899999999999999
YDR276C	0.6666666666666666
YDR277C	0.5283333333333333
YDR278C	0.7000000000000001
YDR279W	0.0
YDR281C	0.5066666666666667
YDR282C	0.5933333333333334
YDR283C	0.0
YDR284C	0.6833333333333332
YDR285W	0.8133333333333334
YDR286C	0.5466666666666666
YDR287W	0.6033333333333334
YDR289C	0.7400000000000001
YDR291W	0.5033333333333333
YDR293C	0.3983333333333333
YDR294C	0.0
YDR295C	0.0
YDR296W	0.5033333333333333
YDR297W	0.6133333333333333
YDR298C	0.43166666666666664
YDR300C	0.29333333333333333
YDR304C	0.65
YDR305C	0.64
YDR306C	0.5266666666666667
YDR307W	0.68
YDR309C	0.5833333333333334
YDR310C	0.5666666666666667
YDR312W	1.771111111111111
YDR313C	6.316666666666666
YDR314C	7.37
YDR315C	8.6
YDR316W	8.246666666666666
YDR317W	7.676666666666667
YDR318W	8.703333333333335
YDR319C	6.84
YDR320C	8.093333333333334
YDR321W	8.383333333333333
YDR322W	0.155
YDR323C	0.0
YDR326C	
YDR329C	0.6100000000000001
YDR330W	0.59
YDR332W	0.0
YDR333C	0.6533333333333333
YDR334W	0.6733333333333333
YDR335W	0.6233333333333334
YDR336W	0.61
YDR337W	0.0
YDR338C	0.64
YDR340W	0.47666666666666674
YDR344C	0.39999999999999997
YDR345C	0.0
YDR346C	0.29
YDR347W	0.0
YDR348C	0.5833333333333334
YDR349C	0.6766666666666667
YDR350C	0.0
YDR351W	0.6033333333333334
YDR352W	0.5499999999999999
YDR354W	0.37000000000000005
YDR357C	0.6366666666666667
YDR358W	0.6333333333333334
YDR359C	0.3833333333333333
YDR360W	0.5133333333333333
YDR363W	0.6016666666666667
YDR363W-A	0.7400000000000001
YDR364C	0.0
YDR368W	0.49333333333333335
YDR369C	0.7200000000000001
YDR370C	0.5766666666666667
YDR371W	0.6666666666666666
YDR372C	0.49666666666666665
YDR374C	0.6033333333333333
YDR375C	0.27166666666666667
YDR377W	0.0
YDR378C	0.6266666666666666
YDR379W	0.49000000000000005
YDR380W	0.6599999999999999
YDR382W	0.75
YDR383C	0.7633333333333333
YDR384C	0.47333333333333333
YDR385W	0.62
YDR386W	0.7833333333333332
YDR387C	0.62
YDR388W	0.7033333333333335
YDR389W	0.4333333333333333
YDR391C	0.8033333333333333
YDR392W	0.8533333333333334
YDR393W	0.73
YDR395W	0.6216666666666667
YDR399W	0.6566666666666667
YDR400W	0.49333333333333335
YDR401W	0.6766666666666667
YDR402C	0.7833333333333332
YDR403W	0.7133333333333333
YDR405W	0.0
YDR406W	0.7200000000000001
YDR408C	0.5266666666666667
YDR409W	0.5266666666666667
YDR410C	0.5733333333333334
YDR411C	0.4666666666666666
YDR414C	0.5383333333333333
YDR415C	0.66
YDR417C	
YDR418W	0.5233333333333333
YDR419W	0.7333333333333334
YDR420W	0.5833333333333334
YDR421W	0.64
YDR422C	0.6266666666666666
YDR423C	0.6666666666666666
YDR424C	0.6199999999999999
YDR425W	0.6533333333333333
