orf	hap a | growth (colony size) | chitosan [1.75 mg/ml] | Galvan Marquez I~Smith ML, 2013
YCR020W-B	-0.015494271378710105
YCR021C	0.08515749151448529
YCR022C	0.0026230459420650745
YCR023C	-0.1181590695297694
YCR024C	-0.44225774604585844
YCR024C-A	-0.09802871695113026
YCR025C	-0.0678331880831717
YCR026C	-0.01750730663657406
YCR027C	-0.10608085798258594
YCR028C	-0.025559447668029672
YCR028C-A	-0.44225774604585844
YCR030C	0.012688222231384574
YCR031C	-0.07789836437249119
YCR032W	-0.039650694473077015
YCR033W	-0.005429095089390606
YCR034W	-0.23793466737267183
YCR036W	-0.029585518183757514
YCR037C	0.014701257489248528
YCR043C	0.004636081199928894
YCR044C	-0.44225774604585844
YCR045C	0.07509231522516566
YCR046C	-0.2885960546955802
YCR047C	-0.21881083242296476
YCR048W	0.052948927388662706
YCR049C	-0.021533377152301834
YCR050C	0.008662151715656801
YCR051W	-0.30537134851111275
YCR053W	0.08918356203021308
YCR059C	0.04892285687293493
YCR060W	-0.04568980024666874
YCR061W	-0.12319165767442915
YCR063W	0.089183562030213
YCR065W	-0.09400264643540249
YCR066W	-0.04166372973094083
YCR067C	0.069053209451574
YCR068W	0.007655634086724757
YCR069W	0.04087071584147939
YCR071C	-0.44225774604585844
YCR073C	-0.44225774604585844
YCR073W-A	-0.04568980024666874
YCR075C	0.024766433778568096
YCR076C	0.046909821615070985
YCR077C	0.018727328004976302
YCR079W	-0.003416059831526652
YCR081W	0.03281857481002371
YCR082W	0.09723570306166875
YCR083W	-0.0014030245736627656
YCR084C	-0.44225774604585844
YCR085W	0.03080553955215969
YCR086W	-0.19264137407073392
YCR087C-A	-0.2188108324229647
YCR087W	-0.1523806689134558
YCR088W	-0.007442130347254426
YCR089W	0.007655634086724757
YCR090C	-0.15036763365559186
YCR091W	-0.04568980024666874
YCR092C	0.04690982161507105
YCR094W	0.0006100106842011879
YCR095C	-0.061794082309579966
YCR098C	-0.11413299901404156
YCR099C	-0.06380711756744392
YCR100C	-0.29530617222179323
YCR101C	0.004636081199928894
YCR102C	0.008662151715656801
YCR102W-A	-0.11614603427190544
YCR105W	-0.11010692849831379
YCR106W	0.01671429274711248
YCR107W	
YDL001W	-0.003416059831526652
YDL002C	-0.29228661933499733
YDL006W	0.006649116457792848
YDL009C	-0.44225774604585844
YDL010W	-0.04367676498880479
YDL011C	0.06502713893584616
YDL012C	-0.005429095089390606
YDL013W	-0.0034160598315267194
YDL018C	0.020740363262840254
YDL019C	-0.0014030245736627656
YDL020C	-0.26309760809597066
YDL021W	2.4987867656933096
YDL022W	7.839369304806255
YDL023C	-0.09802871695113033
YDL024C	0.04892285687293493
YDL025C	-0.11614603427190544
YDL026W	0.010675186973520687
YDL027C	-0.03361158869948529
YDL032W	-0.44225774604585844
YDL033C	-0.20673262087578131
YDL034W	-0.03562462395734917
YDL035C	-0.07387229385676342
YDL036C	-0.007442130347254426
YDL037C	0.010675186973520687
YDL039C	0.008662151715656801
YDL040C	-0.007442130347254426
YDL041W	-0.10608085798258594
YDL042C	-0.26108457283810677
YDL044C	-0.44225774604585844
YDL045W-A	-0.44225774604585844
YDL046W	-0.277188854901018
YDL047W	-0.44225774604585844
YDL048C	-0.31543652480043227
YDL049C	-0.44225774604585844
YDL050C	-0.4160882876936276
YDL051W	-0.30335831325324886
YDL052C	-0.4040100761464442
YDL053C	-0.3476450889262548
YDL054C	-0.15640673942918362
YDL056W	-0.08393747014608299
YDL057W	-0.44225774604585844
YDL059C	-0.10406782272472205
YDL061C	-0.11413299901404156
YDL062W	-0.44225774604585844
YDL063C	-0.44225774604585844
YDL065C	-0.07588532911462731
YDL066W	-0.08796354066181077
YDL067C	
YDL068W	-0.44225774604585844
YDL069C	-0.44225774604585844
YDL070W	-0.10507434035365397
YDL071C	-0.05575497653598824
YDL072C	-0.15439370417131973
YDL073W	-0.44225774604585844
YDL074C	
YDL075W	
YDL076C	-0.14634156313986407
YDL077C	-0.44225774604585844
YDL078C	-0.07991139963035515
YDL079C	-0.07185925859889954
YDL080C	-0.015494271378710105
YDL081C	-0.06984622334103557
YDL082W	-0.25504546706451503
YDL083C	-0.25504546706451503
YDL085W	-0.04367676498880479
YDL086W	-0.03562462395734917
YDL088C	-0.08595050540394687
YDL089W	-0.03562462395734917
YDL090C	-0.06984622334103564
YDL091C	-0.08192443488821903
YDL093W	-0.049715870762396516
YDL094C	-0.11614603427190544
YDL095W	-0.13426335159268063
YDL096C	-0.005429095089390606
YDL099W	0.1475615845082663
YDL100C	-0.14634156313986404
YDL101C	-0.03361158869948529
YDL104C	-0.44225774604585844
YDL106C	-0.03159855344162133
YDL107W	-0.44225774604585844
YDL109C	0.069053209451574
YDL110C	-0.1181590695297694
YDL112W	-0.04770283550453263
YDL113C	0.07106624470943788
YDL114W	0.046909821615070985
YDL116W	-0.09802871695113033
YDL117W	-0.05978104705171608
YDL118W	-0.09601568169326638
YDL119C	0.05496196264652659
YDL121C	-0.44225774604585844
YDL122W	-0.005429095089390606
YDL123W	-0.04971587076239658
YDL124W	-0.2973192074796571
YDL125C	-0.08997657591967465
YDL127W	-0.28524099593247365
YDL128W	-0.26108457283810677
YDL129W	-0.277188854901018
YDL130W	-0.10608085798258594
YDL130W-A	-0.06481363519637583
YDL131W	-0.14634156313986407
YDL133C-A	2.6648621744670824
YDL133W	5.445870383206071
YDL134C	6.243032345320178
YDL135C	6.716095630918196
YDL136W	5.955168303445639
YDL137W	7.062337695270789
YDL138W	6.373879637081332
YDL142C	9.141803116644203
YDL144C	5.735747460338472
YDL146W	5.904842421999041
YDL149W	5.562626428162177
YDL151C	1.002095051471495
YDL154W	-0.126211210561225
YDL155W	-0.299332242737521
YDL156W	-0.09601568169326638
YDL157C	-0.31141045428470443
YDL159W	-0.12017210478763328
YDL160C	-0.08796354066181082
YDL161W	-0.025559447668029606
YDL162C	-0.06582015282530775
YDL167C	-0.02757248292589356
YDL168W	-0.11211996375617767
YDL169C	-0.1624458452027753
YDL170W	-0.0678331880831717
YDL171C	-0.10004175220899415
YDL172C	-0.1020547874668581
YDL173W	0.0348316100678876
YDL174C	-0.03562462395734917
YDL175C	-0.277188854901018
YDL176W	-0.12218514004549723
YDL177C	-0.029585518183757514
YDL178W	-0.03763765921521313
YDL179W	-0.07588532911462738
YDL180W	-0.01750730663657406
YDL181W	-0.12218514004549723
YDL182W	-0.20002250334956825
YDL183C	-0.02354641241016572
YDL184C	-0.04367676498880479
YDL186W	-0.08192443488821903
YDL187C	-0.07991139963035515
YDL188C	-0.05978104705171608
YDL189W	-0.019520341894437878
YDL190C	-0.07387229385676342
YDL191W	0.0348316100678876
YDL192W	-0.17855012726568656
YDL194W	0.02275339852070414
YDL197C	-0.003416059831526652
YDL198C	-0.44225774604585844
YDL199C	0.07106624470943788
YDL200C	-0.07387229385676342
YDL201W	-0.06582015282530775
YDL203C	-0.06380711756744392
YDL204W	-0.09400264643540249
YDL206W	-0.009455165605118379
YDL210W	-0.15640673942918362
YDL211C	0.006649116457792848
YDL213C	-0.009455165605118379
YDL214C	-0.03361158869948529
YDL215C	-0.06380711756744385
YDL216C	-0.05776801179385219
YDL218W	-0.029585518183757514
YDL219W	0.07509231522516566
YDL222C	-0.08595050540394687
YDL223C	-0.08997657591967465
YDL224C	-0.17855012726568656
YDL225W	-0.44225774604585844
YDL226C	-0.1362763868505445
YDL227C	-0.02757248292589356
YDL229W	-0.06984622334103564
YDL230W	-0.019520341894437878
YDL231C	-0.0658201528253078
YDL232W	-0.09601568169326638
YDL233W	0.06100106842011839
YDL234C	-0.09198961117753861
YDL236W	-0.10809389324044982
YDL237W	-0.07185925859889954
YDL238C	-0.08595050540394687
YDL239C	-0.05978104705171608
YDL240W	-0.44225774604585844
YDL241W	-0.2932931369639293
YDL242W	0.018727328004976302
YDL243C	0.006649116457792848
YDR001C	-0.061794082309579966
YDR003W	-0.08796354066181077
YDR004W	-0.09198961117753861
YDR005C	-0.08192443488821903
YDR006C	-0.09802871695113033
YDR007W	0.004636081199929028
YDR008C	-0.08192443488821903
YDR009W	-0.051728906020260465
YDR010C	-0.05575497653598824
YDR011W	-0.12218514004549723
YDR014W	-0.12017210478763328
YDR015C	-0.009455165605118379
YDR017C	-0.05776801179385219
YDR018C	-0.08192443488821903
YDR019C	0.014701257489248528
YDR020C	-0.039650694473077015
YDR022C	-0.021533377152301834
YDR024W	-0.07387229385676342
YDR025W	-0.036631141586281085
YDR048C	0.0006100106842011879
YDR049W	-0.1020547874668581
YDR051C	-0.06380711756744392
YDR055W	-0.16647191571850312
YDR056C	-0.021533377152301834
YDR057W	-0.10406782272472205
YDR058C	-0.021533377152301834
YDR059C	-0.15137415128452383
YDR061W	0.014701257489248528
YDR063W	-0.13426335159268063
YDR065W	-0.0517289060202604
YDR066C	-0.07185925859889954
YDR067C	-0.11010692849831379
YDR068W	-0.09601568169326638
YDR069C	-0.44225774604585844
YDR070C	0.008662151715656801
YDR071C	-0.44225774604585844
YDR072C	-0.31744956005829617
YDR073W	-0.07789836437249119
YDR074W	-0.01750730663657406
YDR075W	-0.16848495097636706
YDR076W	-0.1372829044794765
YDR077W	-0.05374194127812429
YDR078C	-0.44225774604585844
YDR079W	-0.44225774604585844
YDR080W	-0.44225774604585844
YDR083W	-0.1423154926241363
YDR084C	-0.057768011793852124
YDR085C	-0.05374194127812442
YDR089W	-0.06380711756744385
YDR090C	-0.08393747014608299
YDR092W	-0.12017210478763328
YDR093W	-0.44225774604585844
YDR094W	0.009668669344588711
YDR095C	-0.03159855344162133
YDR096W	0.036844645325751484
YDR097C	-0.14231549262413626
YDR098C	-0.03562462395734917
YDR099W	-0.09198961117753861
YDR100W	-0.11413299901404156
YDR101C	-0.04568980024666874
YDR102C	-0.09198961117753854
YDR103W	-0.1584197746870475
YDR104C	-0.13828942210840847
YDR105C	-0.17049798623423096
YDR107C	-0.0416637297309409
YDR108W	0.04690982161507105
YDR109C	-0.05575497653598824
YDR110W	-0.08393747014608299
YDR111C	-0.44225774604585844
YDR112W	-0.057768011793852124
YDR114C	-0.44225774604585844
YDR115W	-0.44225774604585844
YDR116C	-0.07991139963035515
YDR117C	-0.11413299901404156
YDR119W	0.0026230459420650745
YDR120C	-0.09802871695113033
YDR121W	-0.025559447668029672
YDR122W	-0.0014030245736627656
YDR123C	-0.02757248292589356
YDR124W	0.03885768058361543
YDR125C	-0.04367676498880479
YDR126W	-0.12017210478763328
YDR127W	-0.03361158869948522
YDR128W	-0.1825761977814144
YDR129C	-0.44225774604585844
YDR130C	-0.09198961117753861
YDR131C	-0.12218514004549723
YDR132C	-0.16647191571850312
YDR133C	-0.16177483345015403
YDR135C	0.006649116457792848
YDR136C	-0.025559447668029606
YDR137W	-0.0014030245736627656
YDR139C	-0.08997657591967465
YDR140W	0.18580925440768062
YDR142C	-0.12419817530336105
YDR143C	-0.07588532911462738
YDR144C	-0.16848495097636706
YDR146C	-0.10608085798258594
YDR147W	-0.11413299901404156
YDR148C	-0.0711882468462782
YDR149C	-0.017507306636573926
YDR150W	-0.003416059831526652
YDR151C	-0.04770283550453263
YDR152W	-0.02354641241016572
YDR153C	0.04288375109934321
YDR154C	-0.11413299901404156
YDR155C	0.10327480883526048
YDR156W	-0.16445888046063925
YDR157W	0.010675186973520687
YDR158W	-0.08595050540394687
YDR159W	-0.44225774604585844
YDR161W	-0.256051984693447
YDR162C	-0.029585518183757514
YDR163W	-0.18861530355500605
YDR165W	-0.10608085798258594
YDR169C	-0.06984622334103557
YDR171W	-0.07387229385676342
YDR173C	-0.003416059831526652
YDR174W	-0.05978104705171608
YDR175C	-0.44225774604585844
YDR176W	-0.17049798623423096
YDR178W	0.19788746595486395
YDR179C	0.05093589213079876
YDR179W-A	-0.17452405674995874
YDR181C	-0.1825761977814144
YDR183W	3.9280417987766842
YDR184C	3.809272718562713
YDR185C	3.823363965367761
YDR186C	4.089084619405797
YDR191W	5.077484931016975
YDR192C	4.248114404777044
YDR193W	3.251661952134411
YDR194C	-0.44225774604585844
YDR195W	4.109214971984435
YDR197W	-0.44225774604585844
YDR198C	0.7705959968171456
YDR199W	-0.06984622334103557
YDR200C	-0.08796354066181077
YDR202C	-0.0416637297309409
YDR203W	-0.17452405674995874
YDR204W	-0.44225774604585844
YDR205W	-0.15439370417131973
YDR206W	-0.019520341894437878
YDR207C	-0.44225774604585844
YDR209C	-0.03562462395734917
YDR210W	-0.1282242458190889
YDR213W	-0.02354641241016572
YDR214W	-0.03562462395734917
YDR215C	-0.10004175220899415
YDR216W	-0.08695702303287885
YDR217C	-0.17049798623423096
YDR218C	-0.09802871695113033
YDR219C	-0.18056316252355048
YDR220C	-0.1020547874668581
YDR221W	-0.11010692849831379
YDR222W	-0.07387229385676342
YDR223W	-0.21478476190723692
YDR225W	-0.0416637297309409
YDR226W	-0.44225774604585844
YDR227W	-0.09601568169326638
