ORF	het | growth (culture turbidity) | bovine pancreatic trypsin inhibitor [1.75 uM] | Bleackley MR~Anderson MA, 2014
YMR251W	1.932
YPL152W-A	1.934
YDL114W	1.694
YEL049W	1.684
YGR234W	1.588
YKL090W	1.229
YLR370C	1.885
YGL226W	1.358
YER034W	1.980
YBR052C	1.666
YHR100C	0.974
YKL034W	1.261
YKR009C	1.565
YML095C-A	1.353
YOL068C	1.402
YPR043W	2.216
YCR073C	1.879
YDR305C	2.132
YGL236C	1.355
YHR061C	0.969
YHR132C	0.969
YLR346C	1.879
YLR349W	1.581
YOR087W	1.730
YPR068C	1.319
YDL127W	1.685
YBL054W	1.556
YBL096C	1.308
YFR018C	2.130
YGL015C	1.556
YPL037C	0.944
YCR023C	1.558
YDR319C	2.130
YFL019C	2.205
YHR210C	1.553
YBL071C	1.553
YKL105C	1.213
YBR036C	1.651
YFL034C-A	1.570
YMR086W	1.700
YNR036C	1.303
YPL178W	2.186
YDR182W-A	1.885
YGR229C	2.072
YIL014W	2.125
YLR327C	1.571
YOR276W	2.201
YCL025C	1.549
YER032W	1.968
YMR257C	2.255
YPL158C	1.550
YDR259C	1.550
YKL007W	1.240
YML107C	1.335
YMR017W	2.204
YOL013W-B	1.926
YEL059W	1.667
YDR139C	2.114
YLR406C	1.864
YBL089W	1.543
YBR074W	1.732
YDR350C	2.114
YEL071W	1.962
YER024W	1.962
YGR169C-A	1.881
YGR250C	1.780
YHR009C	1.166
YML084W	2.201
YOL058W	1.392
YOL111C	1.290
YCL024W	1.535
YBR092C	2.190
YDR501W	1.674
YIL166C	1.730
YJR053W	1.669
YJR095W	2.385
YLR182W	1.231
YLR368W	1.140
YBL010C	1.540
YBL028C	1.540
YML038C	1.861
YJR096W	2.385
YBR271W	1.407
YGL134W	1.921
YCL012W	1.531
YKR036C	1.770
YLR269C	1.134
YPL019C	0.919
YBR104W	2.183
YDR318W	1.391
YGR149W	1.953
YBR031W	1.628
YER010C	1.950
YOL164W-A	1.918
YBR269C	1.400
YDL050C	2.199
YDL161W	1.660
YGR217W	1.456
YHR049W	0.925
YNL277W	0.781
YNR051C	2.380
YOL071W	1.385
YBL103C	1.283
YBR099C	2.175
YCR099C	1.544
YDL109C	1.656
YDR264C	2.110
YDR338C	2.099
YGR078C	0.575
YHL016C	1.452
YHR199C	1.518
YIL124W	1.713
YLR193C	1.214
YMR085W	1.681
YHL040C	1.448
YIL149C	1.709
YKL200C	1.528
YLR003C	2.244
YLR053C	2.244
YNL277W-A	1.916
YOR085W	1.578
YOR298C-A	1.681
YML059C	2.183
YAL054C	2.375
YBR054W	1.617
YBR072W	1.617
YCR105W	1.536
YKR077W	1.676
YNL291C	2.238
YNL292W	0.776
YGL080W	1.117
YPL198W	2.167
YBR220C	2.290
YEL001C	1.642
YHR198C	1.504
YKR023W	1.753
YGL205W	1.313
YHR004C	1.138
YHR209W	1.504
YKR073C	1.673
YDR263C	2.104
YIR007W	1.701
YMR155W	1.897
YCR003W	1.500
YFR043C	1.529
YCL047C	1.500
YER128W	2.272
YHR141C	1.625
YIL167W	1.697
YKL218C	1.519
YML121W	1.300
YDR248C	1.516
YER005W	1.931
YGR160W	1.433
YGR249W	1.525
YGR270W	2.089
YIL013C	2.100
YJR145C	2.655
YKR080W	1.667
YLR280C	1.112
YNR065C	2.370
YPL261C	1.374
YPR054W	1.265
YDR329C	2.098
YER038W-A	1.928
YJL105W	2.153
YKL202W	1.743
YMR026C	2.169
YNL090W	1.792
YPL096C-A	1.908
YDR529C	2.077
YGR110W	1.743
YNL030W	1.266
YBR050C	1.598
YIL050W	2.096
YIR014W	1.684
YJL177W	1.739
YJR094C	2.367
YML027W	1.829
YLR438W	2.366
YAR035C-A	1.861
YFR006W	2.080
YPL215W	2.155
YCL028W	1.482
YDL134C-A	1.631
YDR541C	1.510
YPR195C	1.510
YBL017C	1.498
YBL044W	1.498
YBL060W	1.498
YGL036W	1.096
YIL020C	2.091
YKL046C	1.176
YMR075C-A	1.657
YPR201W	1.510
YCL057W	1.473
YIL041W	1.721
YJL158C	1.516
YBR094W	2.135
YER103W	2.255
YGL057C	1.090
YLR423C	2.361
YBL015W	1.488
YFL053W	2.069
YGL043W	1.087
YGL209W	1.284
YGR236C	1.499
YIR025W	1.648
YKL064W	1.137
YLR064W	2.213
YLR300W	0.995
YIL010W	2.069
YJL207C	1.510
YBL098W	1.246
YER085C	1.907
YIL103W	1.576
YIL170W	1.659
YLR353W	1.087
YBR182C-A	1.853
YKR053C	1.719
YPL097W	2.258
YCL049C	1.455
YDR034C	1.348
YDR430C	1.611
YGL196W	1.146
YLR024C	2.208
YMR022W	2.146
YOR171C	1.071
YBR229C	2.252
YGL241W	1.275
YGR181W	1.395
YIR013C	1.650
YKL051W	1.150
YNL100W	1.650
YNL105W	1.650
YBR028C	1.564
YBR085W	2.117
YCL023C	1.772
YCL061C	1.519
YDR480W	2.053
YJL107C	1.225
YPL221W	2.138
YBL008W-A	1.848
YJL038C	1.090
YJR097W	2.351
YLR335W	1.494
YML028W	2.137
YMR316W	1.254
YOL152W	1.583
YPL119C-A	1.892
YJR056C	1.602
YKL175W	1.118
YLR150W	1.141
YMR119W	1.706
YFR001W	2.054
YDR032C	1.334
YDR035W	1.334
YKL053C-A	1.796
YCL002C	1.551
YCL035C	1.796
YDR488C	2.048
YBR113W	2.109
YFR007W	2.051
YMR068W	1.632
YNL009W	1.232
YOL045W	1.351
YPL070W	1.262
YDR227W	0.970
YKR048C	1.473
YLR450W	2.348
YLR124W	2.128
YBL051C	1.462
YBR062C	1.354
YDL063C	2.142
YGL032C	1.136
YIL123W	1.629
YIR026C	1.627
YKR013W	1.470
YML129C	2.036
YNL074C	1.629
YPR171W	1.469
YNR070W	1.624
YBL029C-A	1.840
YDL184C	1.590
YFR016C	2.043
YGL180W	2.230
YGR043C	0.483
YHR168W	1.228
YHR194W	1.077
YJL191W	1.419
YLR080W	2.189
YNL304W	2.202
YPL106C	2.127
YPR159W	0.836
YFL032W	2.043
YJR151C	1.922
YJR108W	1.077
YJL169W	1.478
YLR333C	1.478
YPL004C	2.095
YFR015C	2.040
YBR201W	1.992
YBR286W	1.316
YIL007C	2.037
YKR031C	1.461
YIR030C	1.782
YPL144W	2.123
YPL277C	1.920
YGL154C	2.225
YGR290W	1.619
YMR083W	1.619
YNL139C	1.538
YNL160W	1.461
YCL045C	1.411
YDR321W	2.059
YIL173W	1.613
YKL214C	1.457
YKR072C	1.616
YMR293C	2.196
YNR057C	2.340
YMR315W	1.219
YCL013W	1.407
YCR006C	1.407
YDL049C	2.128
YER030W	1.871
YIL088C	2.031
YKL113C	1.087
YMR037C	2.084
YOR364W	1.783
YBR063C	1.527
YBR288C	1.676
YFL020C	2.028
YGR038W	1.676
YGR239C	1.676
YIR016W	1.604
YKR032W	1.451
YLR143W	1.402
YPL139C	2.116
YPR061C	1.189
YDR490C	2.025
YGL094C	1.042
YIL105C	1.523
YFL023W	2.025
YOR043W	1.494
YMR320W	1.218
YJL044C	1.053
YNL327W	2.188
YOL084W	1.334
YBR009C	1.203
YPR089W	1.400
YER050C	1.861
YGR205W	1.345
YLL054C	2.166
YLR427W	2.333
YDR169C-A	1.827
YLR138W	1.389
YOR027W	1.487
YBR233W	2.204
YBR156C	2.114
YDR340W	2.009
YDR345C	2.009
YIL152W	1.588
YLR328W	1.452
YNR013C	1.198
YPL171C	2.108
YPR172W	1.432
YPL168W	2.106
YEL009C	1.564
YIR019C	1.597
YJL131C	1.449
YMR173W	1.758
YNL065W	1.583
YOL031C	1.329
YDR049W	2.198
YDR274C	2.042
YHL008C	1.329
YDR435C	1.561
YCR008W	1.376
YOR308C	1.142
YDR268W	2.018
YDR418W	1.558
YLR169W	1.073
YBR172C	2.106
YLR136C	1.371
YOR022C	1.474
YPR013C	2.054
YDL099W	1.548
YLR052W	1.197
YER073W	1.843
YNR074C	1.589
YBR090C	1.645
YCR020C	1.362
YCR022C	1.362
YJL178C	1.436
YLR130C	1.362
YLR330W	1.436
YNL156C	1.424
YMR178W	1.821
YPR130C	0.782
YAL029C	2.151
YBR019C	1.489
YBR043C	1.489
YBR296C-A	1.816
YCR069W	1.743
YDL110C	1.542
YFL042C	1.694
YMR032W	1.726
YOL163W	1.025
YOR050C	1.465
YCL055W	1.358
YAR035W	2.149
YBR287W	1.639
YDR424C	1.190
YGR010W	1.204
YGR092W	1.639
YIR018W	1.581
YJL216C	1.429
YOR288C	1.429
YBL065W	1.406
YCR102W-A	1.639
YDR004W	2.592
YIL047C	1.996
YBR221W-A	1.814
YKR003W	1.418
YKR034W	1.639
YAR002C-A	1.635
YJR143C	1.901
YLR134W	1.349
YHR115C	0.732
YLR112W	2.142
YNL270C	1.458
YBR103W	2.036
YIL119C	1.554
YLR386W	1.010
YNL010W	1.175
YDR469W	1.996
YGL231C	1.198
YCR063W	2.010
YER007W	1.485
YOL107W	1.185
YBR107C	2.032
YIL121W	1.550
YJR061W	1.533
YOR328W	1.135
YBR231C	2.172
YDR034W-B	1.809
YNL093W	1.546
YPR192W	1.395
YDR462W	1.993
YER016W	1.932
YHL037C	1.298
YHR103W	0.722
YIR020C	1.572
YLR429W	2.315
YMR121C	1.172
YLL026W	2.140
YPR038W	1.135
YDR287W	2.023
YER045C	1.822
YGR170W	1.295
YIL024C	2.023
YLR445W	2.032
YMR159C	1.807
YOL137W	1.181
YJL017W	1.253
YOL085C	1.311
YBR166C	2.082
YBR275C	1.622
YDL079C	2.082
YDR363W	1.973
YJR135C	1.005
YOR028C	1.445
YDL051W	2.082
YHL034C	1.291
YIL009C-A	1.567
YJL108C	1.131
YGR173W	1.287
YDR157W	0.884
YLR262C-A	2.311
YOL016C	1.162
YOL097W-A	1.855
YLR319C	0.884
YER057C	1.813
YPL154C	2.078
YCL014W	1.566
YDR516C	1.984
YGR117C	1.615
YML010W-A	2.680
YPL112C	2.078
YJR140C	2.576
YOR011W	1.435
YBR033W	1.455
YDR134C	1.964
YEL006W	1.525
YIR002C	1.525
YML090W	1.155
YBR012C	1.152
YDL144C	1.510
YDR431W	1.522
YGL077C	0.984
YGL114W	1.979
YJR062C	1.510
YLR425W	2.306
YNR001C	1.152
YOR317W	1.151
YPR073C	1.117
YBR157C	1.937
YCR015C	1.309
YDL133W	1.507
YEL024W	1.519
YIL168W	1.516
YOL064C	1.301
YEL025C	1.519
YGL179C	2.166
YBL008W	1.374
YMR242C	1.791
YPR011C	1.800
YDL237W	2.570
YER004W	1.800
YLR123C	2.047
YML019W	2.047
YGR215W	1.268
YDL167C	1.997
YLR439W	1.996
YNR058W	2.301
YDR107C	1.952
YER098W	1.162
YHR079C	0.678
YKL079W	0.995
YEL030W	1.511
YHL046C	1.260
YJL080C	1.102
YNL165W	1.378
YNL228W	0.972
YOL047C	1.295
YBR007C	1.138
YER114C	2.156
YFL007W	2.664
YGL166W	2.156
YIL058W	1.699
YML087C	2.038
YMR318C	1.133
YOR020W-A	1.843
YBR169C	1.592
YNL079C	1.500
YBL003C	1.357
YBR105C	1.767
YGR222W	1.993
YHR049C-A	0.663
YJR080C	2.296
YOR161C-C	1.842
YER048C	1.788
YBR149W	2.052
YEL063C	1.503
YGL220W	1.153
YIL086C	1.950
YML013C-A	2.032
YER111C	2.151
YER001W	1.785
YDR334W	1.995
YLR294C	0.845
YOR049C	1.406
YDR406W	1.500
YFR032C	1.343
YIL092W	1.629
YPR037C	1.977
YOL105C	1.148
YCR036W	1.204
YER091C-A	1.339
YHL028W	1.241
YJR037W	1.989
YMR316C-B	1.119
YCL021W-A	1.836
YDL100C	1.479
YHR078W	0.643
YJL049W	0.957
YLR171W	0.975
YNL203C	0.954
YAL062W	2.102
YBL012C	1.341
YDR411C	1.491
YHR162W	1.143
YJL193W	1.365
YCL001W-B	1.782
YIL012W	1.989
YMR053C	2.651
YPL021W	0.706
YGR151C	1.770
YOR039W	1.393
YBR270C	1.568
YLR144C	1.260
YBR056W	1.406
YEL066W	1.486
YKR067W	1.521
YGR174C	1.225
YLR448W	2.285
YAL005C	2.097
YER097W	1.136
YLR028C	2.081
YPL035C	0.695
YJL186W	1.352
YBR059C	1.395
YML006C	2.009
YJR134C	2.545
YLR113W	2.078
YNL140C	1.669
YPL147W	2.042
YBR045C	1.391
YLR455W	1.948
YNL274C	0.936
YPL155C	2.040
YGR081C	0.303
YOL054W	1.274
YBL036C	1.322
YMR292W	2.121
YAR040C	2.088
YNL095C	1.449
YIL027C	1.974
YDL020C	2.022
YDR031W	1.173
YGR127W	1.752
YNL300W	1.084
YOR316C-A	1.823
YER180C-A	1.770
YMR255W	2.116
YMR027W	1.994
YPL216W	2.031
YBR232C	1.119
YDL154W	1.444
YMR157C	1.746
YMR322C	1.651
YPR066W	1.041
YGR213C	1.191
YJL214W	1.329
YNL111C	1.926
YIL162W	1.428
YLR093C	2.059
YOR180C	1.926
YGR238C	1.535
YCR046C	1.645
YDR140W	1.892
YBR061C	1.365
YGL060W	0.915
YGR125W	1.737
YMR191W	1.153
YBR263W	2.080
YDL073W	2.005
YFL034W	1.900
YGR284C	1.491
YLL027W	0.671
YDR058C	1.525
YBR200W-A	1.760
YDR443C	1.917
YDR452W	1.917
YHR079C-B	1.488
YLR128W	1.202
YCR011C	1.198
YIL076W	1.894
YNL125C	1.412
YOR106W	0.260
YDR511W	1.915
YLR082C	2.048
YDR401W	1.447
YDR359C	1.880
YJL062W-A	1.757
YJL147C	1.313
YDL001W	1.994
YHR031C	0.555
YPR188C	1.268
YCR053W	1.631
YCR106W	1.268
YIL156W	1.403
YKR075C	1.480
YPR191W	1.268
YOR086C	1.338
YBR114W	1.901
YBR258C	2.061
YDR326C	2.611
YMR300C	2.099
YNL209W	1.856
YMR176W	1.725
YBR006W	1.067
YDL233W	2.515
YGR183C	1.160
YLR406C-A	1.807
YOL029C	1.250
YBR068C	1.338
YBR148W	1.986
YCR007C	1.176
YDL123W	1.412
YFL040W	1.880
YKL217W	1.295
YLR004C	2.034
YML013W	1.962
YMR148W	1.723
YOL038C-A	1.806
YOL093W	1.472
YGR028W	1.505
YDL130W-A	1.253
YDR386W	1.433
YMR006C	1.959
YJL037W	0.882
YJL112W	0.998
YKR094C	1.886
YMR206W	1.718
YOR164C	0.884
YBR046C	1.327
YCR090C	1.249
YIL087C	1.874
YKR004C-A	1.803
YML075C	1.616
YNL273W	1.325
YLR351C	1.291
YOL103W	1.088
YGL222C	1.066
YIL117C	1.378
YOL055C	1.243
YBR125C	1.491
YDR143C	1.856
YDR456W	1.892
YER069W	1.700
YOL155C	1.610
YPR036W	0.990
YAL044C	2.043
YEL056W	1.422
YML095C	1.024
YMR089C	1.458
YER079W	1.697
YAR044W	2.040
YDR246W-A	1.741
YDR370C	1.850
YHR037W	0.510
YML068W	2.501
YHL045W	1.133
YDR354W	1.847
YER144C	1.231
YLR081W	2.015
YHR175W-A	1.739
YJR063W	1.390
YPR090W	0.980
YBR209W	2.032
YOR376W-A	1.796
YPR159C-A	1.796
YBR090C-A	1.864
YCL046W	1.140
YJR035W	1.387
YKR046C	1.478
YKR102W	1.864
YMR069W	1.450
YPR032W	0.976
YBR065C	1.301
YCL016C	1.136
YMR118C	1.136
YBR182C	2.022
YDL074C	2.584
YDR474C	1.878
YGL131C	2.067
YLR412C-A	1.791
YJL206C-A	1.265
YMR167W	1.697
YOL158C	0.847
YDR205W	1.468
YNL141W	1.293
YBR030W	1.293
YJL070C	1.853
YIL043C	1.920
YDR283C	1.943
YIR038C	1.437
YBR186W	2.013
YIL145C	1.336
YMR221C	1.692
YOL154W	1.838
YOL164W	1.838
YAL026C	2.021
YBR076W	1.282
YDL036C	1.416
YDL059C	1.948
YDR148C	0.713
YER035W	1.670
YER115C	2.057
YJL102W	0.954
YML057W	1.921
YNL008C	1.024
YPR031W	1.842
YJR048W	1.368
YBR027C	1.278
YDR124W	1.823
YEL060C	1.394
YGR202C	1.098
YKR033C	1.249
YMR265C	2.066
YIR024C	1.428
YKR015C	1.246
YBR200W	2.003
YBR188C	2.003
YIL120W	1.324
YJR120W	2.480
YBL106C	1.016
YBR032W	1.271
YEL059C-A	1.723
YLR246W	1.571
YOL065C	1.218
YCR002C	1.096
YPL183W-A	1.568
YBL037W	1.217
YDR272W	1.908
YMR139W	1.568
YDR056C	1.994
YFR040W	1.186
YGR059W	0.154
YMR317W	0.974
YPL241C	1.215
YNL016W	1.007
YBR073W	1.259
YBR177C	1.990
YDL038C	1.932
YJL016W	1.098
YJL171C	1.236
YDR436W	1.380
YOR045W	1.266
YIR027C	1.418
YGL133W	2.039
YMR144W	1.673
YHR030C	1.075
YIL163C	1.303
YLR133W	1.083
YFL041W-A	1.715
YEL072W	1.645
YGL146C	2.037
YGR281W	1.412
YIL001W	1.899
YMR219W	1.671
YDL037C	1.926
YDR018C	2.470
YGR132C	1.645
YIL038C	1.816
YLR019W	1.973
YLR058C	1.973
YOR088W	1.056
YAL036C	2.000
YDR112W	1.799
YDR375C	1.799
YML067C	2.468
YPL034W	1.809
YPR108W-A	1.771
YBR016W	1.244
YBR219C	1.978
YGR089W	1.424
YML037C	1.892
YNL155W	1.221
YNL177C	1.221
YNL339C	2.049
YPR021C	1.796
YBL042C	1.194
YDR357C	1.793
YER059W	1.636
YIL130W	1.286
YLL020C	1.995
YFL056C	1.807
YMR035W	1.664
YER188W	1.160
YLR054C	1.852
YMR225C	1.662
YDR129C	1.790
YDR137W	1.790
YPL225W	1.203
YMR316C-A	0.946
YOR295W	1.050
YDR517W	1.836
YFL041W	1.801
YHR185C	0.793
YKR095W	1.794
YHL043W	1.052
YPL170W	1.951
YDL057W	1.910
YDL069C	1.607
YMR172C-A	1.657
YBR053C	1.229
YDL091C	1.833
YHR146W	1.791
YIL025C	1.886
YLR337C	1.922
YNL254C	1.240
YPL186C	1.949
YER175W-A	1.706
YIL077C	1.795
YJL036W	0.786
YLR042C	1.954
YMR230W-A	1.764
YDL160C-A	1.702
YGR196C	1.041
YJL101C	1.783
YKR070W	1.390
YNL052W	1.265
YDR130C	1.778
YEL067C	1.621
YDR133C	1.778
YJL157C	1.200
YDR104C	1.775
YDR097C	1.772
YGR257C	0.611
YIL054W	1.787
YPR091C	1.346
YML051W	1.866
YOL020W	1.190
YBR067C	1.210
YDR525W-A	1.134
YMR147W	1.645
YMR252C	2.032
YBR084W	1.769
YDR003W	2.446
YDR135C	1.766
YFL006W	1.781
YFL055W	1.781
YGL100W	1.757
YGR282C	1.379
YIL089W	1.781
YJL187C	1.191
YLL060C	1.940
YPL027W	1.769
YGL176C	2.005
YJL078C	1.765
YLR068W	1.937
YML014W	1.860
YBR259W	1.943
YIR036C	1.377
YIL148W	1.244
YDR142C	1.760
YLR436C	2.200
YMR120C	0.914
YER116C	2.002
YCL074W	2.199
YGR258C	2.524
YGR288W	1.371
YGR287C	1.371
YIR039C	1.371
YML086C	1.354
YPL212C	1.930
YPR022C	1.758
YCL042W	1.007
YLR090W	1.929
YDL080C	1.883
YBR042C	1.191
YBR159W	1.883
YER101C	1.997
YER106W	1.997
YLR428C	2.197
YDR445C	1.374
YGR220C	1.112
YML106W	0.903
YER113C	1.992
YGL228W	0.948
YGR235C	1.108
YLL028W	1.960
YML050W	1.846
YMR311C	1.001
YOL024W	1.178
YOL077W-A	1.748
YOR273C	1.503
YER027C	1.503
YBR212W	1.923
YDR348C	1.745
YIL006W	1.761
YIL114C	1.219
YOR346W	1.031
YBR015C	1.180
YBR066C	1.180
YDL077C	1.359
YLR001C	1.921
YBR018C	1.176
YFL030W	1.758
YLR394W	1.497
YDR266C	1.856
YML053C	1.840
YMR105W-A	1.745
YAL061W	1.953
YMR291W	2.013
YDL019C	1.869
YDR384C	1.313
YDL048C	1.866
YDR284C	1.852
YDR358W	1.736
YDR421W	1.313
YGL147C	1.982
YLR449W	2.188
YMR078C	1.352
YMR180C	1.619
YOR358W	1.027
YEL041W	1.307
YIR028W	1.352
YHR050W-A	1.678
YPL125W	1.913
YIR029W	1.350
YDL018C	1.861
YHR149C	1.464
YJL126W	0.839
YKL162C-A	1.347
YML111W	1.898
YLR102C	1.907
YMR075W	1.344
YNL278W	2.005
YNL076W	1.189
YDL155W	1.260
YGL037C	0.746
YGL173C	1.973
YPR184W	1.078
YCL039W	0.958
YDL082W	1.853
YDL236W	2.417
YDR008C	2.417
YLR431C	2.180
YNL283C	2.001
YBR300C	0.953
YCL037C	0.954
YDR503C	1.779
YGL200C	0.916
YLL051C	1.896
YFR044C	1.067
YGL164C	1.965
YLR104W	1.893
YOL028C	1.159
YDR217C	0.581
YGL181W	1.965
YMR052C-A	2.491
YDL012C	1.844
YGR189C	0.956
YPR030W	0.817
YJL024C	0.946
YMR169C	0.906
YOL122C	0.972
YNR050C	2.174
YLR426W	2.174
YJL064W	0.813
YJR050W	1.241
YBR260C	1.882
YGL253W	0.903
YIL141W	1.164
YOL083W	1.154
YDL072C	1.886
YDL083C	1.836
YHL042W	0.945
YMR009W	1.802
YOL126C	0.965
YPR053C	0.806
YDL062W	1.833
YBR249C	1.876
YDL033C	1.831
YGR221C	1.044
YGR283C	1.317
YLR091W	1.877
YOR268C	1.453
YBL079W	1.090
YBR250W	1.872
YIL016W	1.824
YIL110W	1.120
YEL043W	1.277
YIL097W	1.711
YNL072W	1.148
YGR279C	1.711
YLR017W	1.874
YDL136W	1.225
YDL013W	1.825
YDL090C	1.757
YIR032C	1.447
YJR038C	1.880
YKL222C	1.114
YNL249C	1.139
YAR003W	1.913
YDR307W	1.818
YGR163W	0.925
YIR003W	1.139
YMR315W-A	1.719
YFL043C	1.705
YER096W	0.953
YFL028C	1.702
YDR114C	1.685
YER080W	1.526
YJR114W	1.779
YOR269W	1.441
YML003W	1.785
YCR037C	0.911
YNL078W	1.131
YPR007C	1.666
YBR230W-A	1.778
YOR265W	1.438
YJL141C	1.293
YLR107W	1.860
YER110C	1.935
YGR169C	0.914
YNL162W-A	1.715
YDL223C	2.387
YKR078W	1.298
YLR097C	1.857
YNL013C	0.882
YPL268W	1.874
YBR013C	0.879
YDR349C	1.673
YER149C	1.930
YFR014C	1.691
YIL059C	1.691
YBR141C	1.806
YHR207C	0.883
YIL055C	1.688
YIL146C	1.114
YNL042W-B	1.710
YDR405W	1.252
YMR194C-B	1.709
YFR039C	1.280
YMR024W	1.767
YBR245C	1.841
YGL198W	0.524
YBR034C	1.078
YBR214W	1.837
YDL046W	1.801
YDR377W	1.664
YHR021W-A	1.287
YJR051W	1.196
YKL215C	1.276
YBR044C	1.075
YCL026C-B	1.706
YCR060W	1.418
YAL034C	1.892
YBR129C	1.798
YCL040W	0.869
YDL027C	1.798
YGL039W	0.682
YOL006C	0.995
YGL095C	1.864
YLR434C	2.145
YOR300W	1.600
YMR020W	1.755
YDR379C-A	1.637
YMR297W	1.959
YER186W-A	1.702
YIR044C	1.409
YKL033W-A	1.444
YEL008W	1.235
YBR170C	1.790
YBR178W	1.825
YDR125C	1.652
YLR170C	0.578
YML012W	1.752
YOL125W	1.263
YOR324C	0.991
YOR213C	0.681
YBL002W	0.548
YMR014W	1.750
YCL044C	0.852
YLR070C	1.832
YMR012W	1.750
YPL206C	1.851
YDR403W	1.229
YNL146C-A	1.699
YDR102C	1.643
YGL162W	1.906
YML048W-A	1.744
YML078W	1.744
YNL086W	1.951
YNL087W	1.076
YDR507C	1.715
YOR032C	1.084
YBR146W	1.776
YDL159W-A	1.627
YDR337W	1.782
YHR063C	1.422
YIL096C	1.656
YLR432W	2.134
YBL104C	1.256
YBR069C	1.041
YJR003C	1.391
YPL156C	1.842
YAL004W	1.868
YBR008C	0.840
YDR282C	1.777
YDR387C	1.215
YOL086W-A	1.692
YEL014C	1.213
YEL029C	0.537
YMR025W	1.729
YMR284W	1.942
YPR179C	0.959
YBR276C	1.233
YOR167C	0.658
YIL108W	1.030
YAL053W	1.861
YBR223C	1.793
YLR073C	1.808
YFR024C	1.593
YGR286C	1.246
YDR068W	1.619
YDR304C	1.769
YGL240W	1.848
YDL066W	1.757
YDL131W	1.146
YGR187C	0.833
YMR266W	1.934
YNL259C	1.058
YML032C	1.715
YOR271C	1.370
YLR087C	1.799
YNR032C-A	2.123
YAL046C	1.851
YAL067W-A	1.613
YCL001W-A	0.828
YDR438W	1.690
YER065C	1.450
YGR194C	0.826
YPL127C	1.825
YBR020W	1.431
YBL011W	0.992
YBR111W-A	1.611
YBR187W	1.777
YML060W	1.709
YMR034C	1.709
YDL190C	1.133
YDR117C	1.604
YDR382W	1.190
YDR422C	1.190
YJR060W	0.615
YDL010W	1.743
YDR533C	1.683
YGL161C	1.871
YOR179C	1.567
YMR205C	1.514
YBR215W	1.767
YDR046C	0.814
YDR059C	1.767
YCR004C	0.772
YJL077W-B	1.605
YKL216W	1.015
YIL073C	1.750
YBR199W	1.761
YHR171W	1.556
YJR043C	1.120
YPR065W	0.673
YDR492W	1.673
YBR165W	1.733
YLL045C	1.777
YPR008W	1.553
YDR368W	1.586
YAL031C	1.830
YGL188C-A	1.599
YMR015C	1.686
YBR072C-A	1.597
YBR205W	1.748
YAL060W	1.828
YGR146C-A	1.597
YPR166C	0.895
YBR218C	1.745
YER118C	1.851
YCR028C-A	1.332
YDL200C	2.321
YAL044W-A	1.663
YDR029W	0.782
YDR075W	1.571
YCR071C	0.782
YER145C	1.846
YNL031C	0.783
YMR158W-A	1.488
YBR108W	1.527
YBR163W	1.713
YDR066C	1.735
YDR273W	1.732
YFR041C	0.884
YLR446W	2.100
YEL022W	1.389
YLL015W	1.816
YBR137W	1.711
YDR383C	1.154
YGR121W-A	1.589
YAR031W	1.814
YLL019C	1.814
YIL125W	0.963
YML076C	1.317
YBR134W	1.705
YOR033C	0.996
YML009C	2.095
YHL044W	0.756
YLR419W	1.726
YNL305C	1.896
YDL218W	2.307
YKR041W	1.152
YLR046C	1.744
YBR130C	1.697
YDL093W	1.641
YDL202W	1.817
YDR070C	1.550
YFL046W	1.572
YIR021W	1.184
YBR144C	1.694
YLR016C	1.739
YPL036W	1.501
YGL156W	1.826
YPL165C	1.693
YJL042W	1.498
YLR342W-A	1.650
YML007C-A	1.650
YMR019W	1.648
YDL119C	1.066
YDR525W	1.634
YLR352W	0.949
YOR150W	1.813
YJR121W	2.297
YBR235W	1.700
YDL052C	1.683
YER124C	1.816
YIL042C	1.557
YIL046W-A	1.573
YJL095W	0.604
YJR049C	1.060
YPL104W	1.772
YBR119W	1.483
YDR310C	1.707
YLR014C	1.725
YNL264C	0.967
YJL217W	0.939
YGL175C	1.814
YER105C	1.643
YOL159C-A	1.643
YER154W	1.812
YJR116W	2.291
YMR030W	1.633
YOL147C	1.479
YBL039W-A	1.568
YDR399W	1.118
YAL008W	1.783
YDR003W-A	1.567
YLL063C	1.717
YPL207W	1.764
YPR078C	1.472
YIR037W	1.157
YJR026W	1.044
YLL014W	1.781
YNL169C	0.939
YMR215W	1.450
YDR010C	2.285
YGR207C	0.706
YIR017C	1.154
YMR272W-B	1.635
YAL051W	1.776
YER108C	1.799
YIL112W	0.896
YDR110W	1.511
YDR100W	1.511
YFR030W	1.457
YNL170W	0.926
YAL028W	1.769
YFL052W	1.528
YLR363W-A	1.631
YMR044W	1.439
YNL253W	0.937
YOR021C	0.937
YMR016C	1.610
YMR304C-A	1.863
YNL164C	0.923
YDL044C	1.656
YBR203W	1.665
YER141W	1.789
YDL026W	1.301
YML036W	1.258
YPL162C	1.747
YNL067W-B	1.627
YBR261C	1.659
YLR286C	1.793
YLR390W-A	1.439
YMR172W	2.270
YDR309C	1.679
YML034W	1.316
YMR214W	1.429
YDL071C	1.645
YDR508C	1.592
YLR382C	1.249
YNL167C	0.908
YOL043C	1.028
YFL015C	1.510
YGL129C	1.777
YJL027C	1.789
YOL095C	0.795
YOR307C	0.919
YOR350C	0.919
YKL205W	0.905
