orf	het | growth (culture turbidity) | bovine pancreatic trypsin inhibitor [1.75 uM] | Bleackley MR~Anderson MA, 2014
YDR259C	-0.1294
YDR260C	-0.15510000000000002
YDR261C	-0.12229999999999999
YDR262W	-0.1093
YDR263C	-0.13030000000000003
YDR264C	-0.13
YDR265W	-0.10910000000000002
YDR266C	-0.14190000000000003
YDR268W	-0.1333
YDR269C	-0.1562
YDR270W	-0.15250000000000002
YDR271C	-0.1587
YDR272W	-0.1395
YDR273W	-0.1477
YDR274C	-0.13319999999999999
YDR275W	-0.11209999999999999
YDR276C	-0.0025000000000000022
YDR277C	-0.16549999999999998
YDR278C	-0.18979999999999997
YDR279W	-0.17930000000000001
YDR281C	-0.1511
YDR282C	-0.1456
YDR283C	-0.13890000000000002
YDR284C	-0.1421
YDR285W	-0.12579999999999997
YDR286C	-0.117
YDR287W	-0.1341
YDR289C	-0.0816
YDR290W	-0.07759999999999999
YDR291W	-0.15049999999999997
YDR293C	-0.177
YDR294C	-0.3024
YDR295C	-0.211
YDR296W	-0.1921
YDR297W	-0.1285
YDR298C	-0.1674
YDR300C	-0.25339999999999996
YDR304C	-0.14600000000000002
YDR305C	-0.12899999999999998
YDR306C	-0.15430000000000002
YDR307W	-0.1437
YDR309C	-0.1502
YDR310C	-0.14889999999999998
YDR312W	-0.1776
YDR313C	-0.2993
YDR314C	-0.27859999999999996
YDR315C	-0.17380000000000004
YDR316W	-0.10200000000000001
YDR317W	-0.15369999999999998
YDR318W	-0.1822
YDR319C	-0.12910000000000002
YDR320C	-0.17109999999999997
YDR321W	-0.13240000000000002
YDR322C-A	-0.20380000000000004
YDR322W	-0.0639
YDR323C	-0.15649999999999997
YDR326C	-0.1375
YDR329C	-0.1306
YDR330W	-0.17889999999999995
YDR332W	-0.23469999999999996
YDR333C	-0.15999999999999998
YDR334W	-0.1354
YDR335W	0.001899999999999999
YDR336W	-0.10039999999999999
YDR337W	-0.14540000000000003
YDR338C	-0.13
YDR340W	-0.133
YDR344C	-0.09120000000000002
YDR345C	-0.133
YDR346C	-0.09850000000000002
YDR347W	-0.15489999999999998
YDR348C	-0.14179999999999998
YDR349C	-0.1442
YDR350C	-0.1295
YDR351W	-0.1182
YDR352W	-0.1196
YDR354W	-0.13839999999999997
YDR357C	-0.1402
YDR358W	-0.1421
YDR359C	-0.1373
YDR360W	-0.06880000000000001
YDR363W	-0.13419999999999999
YDR363W-A	-0.0734
YDR364C	-0.019199999999999995
YDR368W	-0.1471
YDR369C	-0.1093
YDR370C	-0.1383
YDR371W	-0.12169999999999999
YDR372C	-0.1167
YDR374C	-0.12549999999999997
YDR375C	-0.14
YDR377W	-0.14450000000000002
YDR378C	-0.10930000000000001
YDR379C-A	-0.14480000000000004
YDR379W	-0.17250000000000004
YDR380W	-0.12250000000000001
YDR382W	-0.14650000000000002
YDR383C	-0.14780000000000001
YDR384C	-0.14209999999999998
YDR385W	-0.15539999999999998
YDR386W	-0.13779999999999998
YDR387C	-0.1456
YDR388W	-0.07739999999999998
YDR389W	-0.17310000000000003
YDR391C	-0.15159999999999996
YDR392W	-0.10790000000000001
YDR393W	-0.16500000000000004
YDR395W	-0.1077
YDR399W	-0.1491
YDR400W	-0.11089999999999998
YDR401W	-0.13729999999999998
YDR402C	-0.15100000000000002
YDR403W	-0.1451
YDR405W	-0.1443
YDR406W	-0.13540000000000002
YDR408C	-0.0747
YDR409W	-0.1258
YDR410C	-0.15800000000000003
YDR411C	-0.1357
YDR414C	-0.060700000000000004
YDR415C	-0.151
YDR417C	-0.17454999999999998
YDR418W	-0.1333
YDR419W	-0.11200000000000002
YDR420W	-0.1057
YDR421W	-0.1421
YDR422C	-0.14650000000000002
YDR423C	-0.12360000000000003
YDR424C	-0.13369999999999999
YDR425W	-0.11420000000000001
YDR426C	-0.10650000000000001
YDR428C	-0.12780000000000002
YDR430C	-0.13140000000000002
YDR431W	-0.1346
YDR432W	-0.07559999999999999
YDR433W	-0.10999999999999999
YDR435C	-0.1332
YDR436W	-0.13970000000000002
YDR438W	-0.14629999999999999
YDR439W	-0.17810000000000004
YDR440W	-0.1751
YDR441C	-0.09680000000000001
YDR442W	-0.1255
YDR443C	-0.1371
YDR444W	-0.16540000000000002
YDR445C	-0.1416
YDR446W	-0.09620000000000001
YDR447C	-0.09299999999999999
YDR448W	-0.08665
YDR450W	-0.1068
YDR451C	-0.15450000000000003
YDR452W	-0.1371
YDR453C	-0.12180000000000002
YDR455C	-0.12529999999999997
YDR456W	-0.1381
YDR457W	-0.18009999999999998
YDR458C	-0.1758
YDR459C	-0.11420000000000001
YDR461W	-0.1863
YDR462W	-0.134
YDR463W	-0.0818
YDR465C	-0.1997
YDR466W	-0.2539
YDR467C	-0.2188
YDR469W	-0.13389999999999996
YDR470C	-0.05109999999999999
YDR471W	-0.1149
YDR475C	-0.20820000000000002
YDR476C	-0.1507
YDR477W	-0.10780000000000002
YDR479C	-0.16870000000000002
YDR480W	-0.1316
YDR481C	-0.1637
YDR482C	-0.2195
YDR483W	-0.1866
YDR484W	-0.169
YDR485C	-0.15775
YDR486C	-0.08879999999999999
YDR488C	-0.1318
YDR490C	-0.13269999999999998
YDR491C	-0.1137
YDR492W	-0.14699999999999996
YDR493W	-0.17160000000000003
YDR494W	-0.1553
YDR495C	0.0014000000000000262
YDR496C	-0.1538
YDR497C	-0.0971
YDR500C	-0.1288
YDR501W	-0.14395
YDR502C	-0.1858
YDR503C	-0.1427
YDR504C	-0.12329999999999999
YDR505C	-0.1098
YDR506C	-0.15245000000000003
YDR507C	-0.14529999999999998
YDR508C	-0.1503
YDR509W	-0.15789999999999998
YDR511W	-0.13720000000000002
YDR512C	-0.13019999999999998
YDR513W	-0.10650000000000001
YDR514C	-0.12290000000000001
YDR515W	-0.17429999999999995
YDR516C	-0.13440000000000002
YDR517W	-0.1404
YDR518W	-0.15045
YDR519W	-0.12680000000000002
YDR520C	-0.1121
YDR521W	-0.18099999999999994
YDR522C	-0.12819999999999998
YDR523C	-0.18629999999999997
YDR524C	-0.1652
YDR524C-B	-0.23359999999999997
YDR524W-C	-0.1708
YDR525W	-0.1486
YDR525W-A	-0.141
YDR528W	-0.10529999999999998
YDR529C	-0.13060000000000002
YDR530C	-0.12250000000000001
YDR532C	-0.07559999999999997
YDR533C	-0.1466
YDR534C	-0.1274
YDR535C	-0.123
YDR536W	-0.1247
YDR537C	-0.15220000000000003
YDR538W	-0.1215
YDR539W	-0.12299999999999998
YDR540C	-0.12190000000000002
YDR541C	-0.1309
YEL001C	-0.13029999999999997
YEL003W	-0.1182
YEL004W	-0.1508
YEL005C	-0.1057
YEL006W	-0.1345
YEL007W	-0.1019
YEL008W	-0.1449
YEL009C	-0.1331
YEL010W	-0.1183
YEL011W	-0.1164
YEL012W	-0.11679999999999999
YEL013W	-0.1081
YEL014C	-0.1457
YEL015W	-0.1556
YEL016C	-0.1279
YEL017C-A	-0.1219
YEL017W	-0.1276
YEL020C	-0.128
YEL022W	-0.1478
YEL023C	-0.09709999999999999
YEL024W	-0.1347
YEL025C	-0.13470000000000001
YEL027W	-0.04790000000000001
YEL028W	-0.1285
YEL029C	-0.1457
YEL030W	-0.135
YEL031W	-0.08740000000000002
YEL033W	-0.05360000000000001
YEL036C	-0.004299999999999998
YEL037C	-0.094
YEL038W	-0.11309999999999999
YEL039C	-0.1117
YEL040W	-0.12119999999999999
YEL041W	-0.1482
YEL042W	-0.1043
YEL043W	-0.14340000000000003
YEL044W	-0.05000000000000002
YEL045C	-0.02560000000000001
YEL046C	-0.016900000000000012
YEL047C	-0.12580000000000002
YEL048C	-0.12010000000000003
YEL049W	-0.12880000000000003
YEL050C	-0.1095
YEL051W	-0.004400000000000015
YEL052W	-0.0861
YEL053C	-0.08789999999999998
YEL054C	-0.126
YEL056W	-0.1382
YEL057C	-0.12290000000000001
YEL059C-A	-0.1394
YEL059W	-0.12940000000000002
YEL060C	-0.1392
YEL061C	-0.11280000000000001
YEL062W	-0.030000000000000013
YEL063C	-0.13529999999999998
YEL064C	-0.12110000000000003
YEL065W	-0.1227
YEL066W	-0.13589999999999997
YEL067C	-0.14070000000000002
YEL068C	-0.12339999999999998
YEL071W	-0.1295
YEL072W	-0.1399
YER001W	-0.13530000000000003
YER002W	-0.16770000000000002
YER004W	-0.1348
YER005W	-0.1305
YER007C-A	-0.11649999999999999
YER007W	-0.15875
YER010C	-0.1299
YER011W	0.00010000000000000286
YER014C-A	-0.08650000000000002
YER014W	-0.15390000000000004
YER015W	-0.1553
YER016W	-0.1494
YER017C	-0.030500000000000013
YER019C-A	-0.16659999999999997
YER019W	-0.112
YER020W	-0.1195
YER024W	-0.1295
YER026C	-0.041099999999999984
YER027C	-0.14170000000000002
YER028C	-0.20950000000000002
YER030W	-0.1325
YER031C	-0.12409999999999999
YER032W	-0.12930000000000003
YER033C	-0.10740000000000001
YER034W	-0.1289
YER035W	-0.1391
YER037W	-0.10210000000000002
YER038W-A	-0.1306
YER039C	-0.15439999999999998
YER039C-A	-0.1239
YER040W	-0.09720000000000002
YER041W	-0.19590000000000002
YER042W	-0.1533
YER044C	-0.1646
YER044C-A	-0.17219999999999996
YER045C	-0.1341
YER046W	-0.11740000000000002
YER046W-A	-0.1256
YER047C	-0.1235
YER048C	-0.13520000000000001
YER049W	-0.12019999999999999
YER050C	-0.13280000000000003
YER051W	-0.02290000000000003
YER052C	-0.1262
YER053C	-0.1684
YER053C-A	0.00010000000000000286
YER054C	-0.1997
YER055C	-0.19480000000000003
YER056C	-0.18530000000000002
YER056C-A	-0.11270000000000001
YER057C	-0.13439999999999996
YER058W	-0.12449999999999999
YER059W	-0.1402
YER060W	-0.1288
YER060W-A	-0.11539999999999999
YER061C	-0.1235
YER062C	-0.1274
YER063W	-0.1098
YER064C	-0.09609999999999998
YER065C	-0.14629999999999999
YER066C-A	-0.22180000000000005
YER066W	-0.10840000000000001
YER067C-A	-0.16649999999999998
YER067W	-0.191
YER068C-A	-0.1544
YER068W	-0.111
YER069W	-0.1381
YER070W	0.0012000000000000066
YER071C	-0.12830000000000003
YER072W	-0.1239
YER073W	-0.13340000000000002
YER074W	-0.11539999999999999
YER075C	-0.12040000000000001
YER076C	-0.1556
YER077C	-0.10000000000000002
YER078C	-0.07799999999999999
YER079W	-0.13820000000000002
YER080W	-0.1438
YER081W	-0.17169999999999996
YER083C	-0.172
YER084W	-0.1625
YER085C	-0.13129999999999997
YER086W	-0.1198
YER087C-B	-0.13675
YER087W	-0.09749999999999999
YER088C	-0.1065
YER089C	-0.174
YER090W	-0.05590000000000002
YER091C	-0.12739999999999999
YER091C-A	-0.1355
YER092W	-0.032299999999999995
YER093C-A	-0.11349999999999999
YER095W	-0.10350000000000001
YER096W	-0.14370000000000005
YER097W	-0.136
YER098W	-0.13490000000000002
YER099C	-0.1645
YER101C	-0.14150000000000001
YER103W	-0.1311
YER105C	-0.14899999999999997
YER106W	-0.14150000000000001
YER110C	-0.144
YER111C	-0.1353
YER113C	-0.1417
YER114C	-0.1351
YER115C	-0.1391
YER116C	-0.1413
YER117W	-0.16870000000000002
YER118C	-0.14740000000000003
YER119C	-0.1511
YER119C-A	-0.18120000000000003
YER120W	-0.16199999999999998
YER121W	-0.17860000000000004
YER122C	-0.08790000000000002
YER123W	-0.10769999999999999
YER124C	-0.1488
YER128W	-0.13040000000000002
YER129W	-0.1253
YER130C	-0.1077
YER131W	-0.1577
YER132C	-0.1804
YER134C	-0.179
YER135C	-0.18680000000000002
YER137C	-0.1775
YER139C	-0.17419999999999997
YER140W	-0.1991
YER141W	-0.14990000000000003
YER142C	-0.1528
YER143W	-0.16140000000000002
YER144C	-0.13839999999999997
YER145C	-0.1476
YER149C	-0.1442
YER150W	-0.1511
YER151C	-0.08399999999999999
YER152C	-0.1506
YER153C	-0.1673
YER154W	-0.149
YER155C	-0.10915000000000001
YER156C	-0.17570000000000002
YER158C	-0.16610000000000003
YER161C	-0.15389999999999998
YER162C	-0.1617
YER163C	-0.1529
YER164W	-0.1745
YER166W	-0.1286
YER167W	-0.1668
YER169W	-0.16050000000000003
YER170W	-0.19569999999999996
YER173W	-0.18280000000000002
YER174C	-0.08159999999999999
YER175C	-0.2078
YER175W-A	-0.14050000000000004
YER176W	-0.19470000000000004
YER177W	-0.19569999999999999
YER178W	-0.16890000000000005
YER179W	-0.1851
YER180C	-0.17699999999999996
YER180C-A	-0.1365
YER181C	-0.21700000000000003
YER182W	-0.20179999999999998
YER183C	-0.1686
YER184C	-0.21890000000000004
YER185W	-0.20880000000000004
YER186C	-0.227
YER187W	-0.2046
YER188W	-0.14029999999999998
YFL001W	-0.12639999999999998
YFL003C	-0.1633
YFL004W	-0.1751
YFL007W	-0.1381
YFL010C	-0.16970000000000002
YFL010W-A	-0.12979999999999997
YFL011W	-0.1583
YFL012W	-0.18359999999999999
YFL012W-A	-0.11879999999999999
YFL013C	-0.08709999999999997
YFL014W	-0.11369999999999998
YFL015C	-0.15039999999999998
YFL016C	-0.12279999999999999
YFL018C	-0.27520000000000006
YFL019C	-0.12919999999999998
YFL020C	-0.1326
YFL021W	-0.16149999999999998
YFL023W	-0.1327
YFL025C	-0.16310000000000002
YFL026W	-0.1683
YFL027C	-0.15059999999999998
YFL028C	-0.14379999999999998
YFL030W	-0.1419
YFL031W	-0.16854999999999998
YFL032W	-0.13210000000000002
YFL033C	-0.1689
YFL034C-A	-0.14164999999999997
YFL034W	-0.137
YFL036W	-0.16840000000000005
YFL040W	-0.1377
YFL041W	-0.1404
YFL041W-A	-0.13989999999999997
YFL042C	-0.15219999999999997
YFL044C	-0.15610000000000002
YFL046W	-0.14830000000000002
YFL047W	-0.10309999999999998
YFL048C	-0.11890000000000002
YFL049W	-0.16670000000000001
YFL050C	-0.16
YFL051C	-0.15460000000000002
YFL052W	-0.1498
YFL053W	-0.13119999999999998
YFL054C	-0.1274
YFL055W	-0.1411
YFL063W	-0.20999999999999996
YFR001W	-0.13170000000000004
YFR006W	-0.1308
YFR007W	-0.13180000000000003
YFR008W	-0.11349999999999998
YFR009W	-0.12049999999999997
YFR010W	-0.0266
YFR011C	-0.09579999999999998
YFR012W	-0.03260000000000003
YFR012W-A	-0.17089999999999997
YFR013W	-0.1252
YFR014C	-0.1442
YFR015C	-0.1322
YFR016C	-0.1321
YFR017C	-0.12179999999999999
YFR018C	-0.1291
YFR019W	-0.159
YFR020W	-0.1134
YFR021W	-0.1136
YFR022W	-0.12219999999999999
YFR023W	-0.12380000000000001
YFR024C-A	-0.1305
YFR025C	-0.1593
YFR026C	-0.11259999999999999
YFR030W	-0.1496
YFR031C-A	-0.1097
YFR032C	-0.13540000000000002
YFR032C-A	-0.11399999999999999
YFR032C-B	-0.16390000000000002
YFR033C	-0.08340000000000002
YFR034C	-0.08380000000000001
YFR035C	-0.1217
YFR036W	-0.1255
YFR038W	-0.12290000000000001
YFR039C	-0.1444
YFR040W	-0.1396
YFR041C	-0.1477
YFR043C	-0.1304
YFR044C	-0.14279999999999998
YFR045W	-0.13474999999999998
YFR046C	-0.12769999999999998
YFR047C	-0.1141
YFR048W	-0.09430000000000002
YFR049W	-0.1246
YFR053C	-0.1268
YFR054C	-0.11879999999999999
YFR055W	-0.12349999999999998
YFR056C	-0.1193
YFR057W	-0.12020000000000002
YGL002W	-0.1194
YGL003C	-0.1072
YGL004C	-0.11329999999999998
YGL005C	-0.05180000000000001
YGL006W	-0.1128
YGL006W-A	-0.16770000000000002
YGL007C-A	-0.0023000000000000242
YGL007W	-0.010099999999999984
YGL010W	-0.11309999999999998
YGL012W	-0.0995
YGL013C	-0.12129999999999998
YGL014W	-0.06299999999999999
YGL015C	-0.1291
YGL016W	-0.1527
YGL017W	-0.11690000000000002
YGL019W	-0.1202
YGL020C	-0.2539
YGL021W	-0.10919999999999998
YGL023C	-0.15445
YGL024W	-0.1537
YGL025C	-0.11839999999999999
YGL026C	-0.10230000000000002
YGL027C	-0.1028
YGL028C	-0.1216
YGL029W	-0.15629999999999997
YGL031C	-0.06400000000000002
YGL032C	-0.14655
YGL033W	-0.16035
YGL034C	-0.1168
YGL035C	-0.116
YGL036W	-0.13090000000000002
YGL037C	-0.14250000000000002
YGL038C	-0.0030999999999999917
YGL039W	-0.1446
YGL041C	-0.10949999999999999
YGL041C-B	-0.15810000000000002
YGL042C	-0.0781
YGL043W	-0.13119999999999998
YGL045W	-0.07906666666666667
YGL049C	-0.12700000000000003
YGL050W	-0.0799
YGL051W	-0.1199
YGL053W	-0.12660000000000002
YGL054C	-0.12010000000000001
YGL056C	-0.0981
YGL057C	-0.1311
YGL058W	-0.0745
YGL059W	-0.12479999999999998
YGL060W	-0.1369
YGL062W	-0.10470000000000002
YGL063W	-0.10160000000000002
YGL064C	-0.1222
YGL066W	-0.1016
YGL067W	-0.11049999999999999
YGL070C	-0.22039999999999998
YGL071W	-0.12779999999999997
YGL072C	-0.18519999999999998
YGL076C	-0.1086
YGL077C	-0.1346
YGL078C	-0.08080000000000001
YGL079W	-0.1068
YGL080W	-0.1302
YGL081W	-0.13330000000000003
YGL082W	-0.0788
YGL083W	-0.0945
YGL084C	-0.09120000000000002
YGL085W	-0.11520000000000001
YGL086W	-0.11450000000000002
YGL087C	-0.10919999999999999
YGL088W	-0.1894
YGL089C	-0.12049999999999998
YGL090W	-0.1033
YGL094C	-0.13269999999999998
YGL095C	-0.14479999999999998
YGL096W	-0.12490000000000002
YGL100W	-0.1411
YGL101W	-0.129
YGL104C	-0.119
YGL105W	-0.1521
YGL107C	-0.1551
YGL108C	-0.17820000000000003
YGL109W	-0.1535
YGL110C	-0.06009999999999999
YGL114W	-0.1346
YGL115W	-0.061700000000000005
YGL117W	-0.12630000000000002
YGL118C	-0.1547
YGL119W	-0.1573
YGL121C	-0.16729999999999995
YGL124C	-0.1664
YGL125W	-0.15349999999999997
YGL126W	-0.1596
YGL127C	-0.1724
YGL129C	-0.15039999999999998
YGL131C	-0.1387
YGL132W	-0.11049999999999999
YGL133W	-0.13979999999999998
YGL134W	-0.12969999999999998
YGL135W	-0.11380000000000001
YGL136C	-0.12100000000000001
YGL138C	-0.15659999999999996
YGL139W	-0.1611
YGL140C	-0.1714
YGL141W	-0.17400000000000002
YGL143C	-0.20650000000000002
YGL144C	-0.17150000000000004
YGL146C	-0.1399
YGL147C	-0.1421
YGL148W	-0.11649999999999999
YGL149W	-0.0713
YGL151W	-0.1284
YGL152C	-0.1173
YGL153W	-0.11520000000000001
YGL154C	-0.13230000000000003
YGL156W	-0.14840000000000003
YGL157W	-0.15360000000000001
YGL158W	-0.1512
YGL159W	-0.1969
YGL160W	-0.1584
YGL161C	-0.1466
YGL162W	-0.1452
YGL163C	-0.11939999999999999
YGL164C	-0.14279999999999998
YGL165C	-0.1264
YGL166W	-0.1351
YGL167C	0.0121
YGL168W	0.041799999999999976
YGL170C	-0.1511
YGL173C	-0.14250000000000002
YGL174W	-0.18360000000000004
YGL175C	-0.14890000000000003
YGL176C	-0.1412
YGL177W	-0.1255
YGL178W	-0.1068
YGL179C	-0.13470000000000001
YGL180W	-0.1321
YGL181W	-0.14280000000000004
YGL184C	-0.1963
YGL185C	-0.1614
YGL186C	-0.06350000000000001
YGL188C-A	-0.1472
YGL190C	-0.2741
YGL191W	-0.2793
YGL192W	-0.1214
YGL194C	-0.1134
YGL195W	-0.10660000000000001
YGL196W	-0.1427
YGL197W	-0.08039999999999997
YGL198W	-0.14440000000000003
YGL199C	-0.13305
YGL200C	-0.1427
YGL202W	-0.14045
YGL203C	-0.049899999999999986
YGL205W	-0.1303
YGL206C	-0.0748
YGL208W	-0.1261
YGL209W	-0.13119999999999998
YGL210W	-0.11940000000000002
YGL211W	-0.10059999999999998
YGL212W	-0.18539999999999995
YGL213C	-0.06730000000000001
YGL214W	-0.08230000000000001
YGL215W	-0.11470000000000001
YGL216W	-0.17845
YGL217C	-0.13535
YGL218W	-0.15095
YGL219C	-0.15439999999999998
YGL220W	-0.13529999999999998
YGL221C	-0.1269
YGL222C	-0.138
YGL223C	0.0022000000000000075
YGL224C	-0.1291
YGL226C-A	-0.11
YGL226W	-0.12889999999999996
YGL227W	-0.123
YGL228W	-0.1417
YGL229C	-0.1274
YGL230C	-0.11589999999999999
YGL231C	-0.13389999999999996
YGL232W	-0.10659999999999999
YGL234W	-0.06670000000000001
YGL235W	-0.14245
YGL236C	-0.129
YGL237C	-0.1251
YGL240W	-0.14600000000000002
YGL241W	-0.1315
YGL242C	-0.10590000000000001
YGL243W	-0.12840000000000001
YGL244W	-0.07910000000000002
YGL246C	-0.1031
YGL248W	-0.12580000000000002
YGL249W	-0.10749999999999998
YGL250W	-0.1254
YGL251C	-0.1063
YGL252C	-0.12770000000000004
YGL253W	-0.1431
YGL254W	-0.11769999999999997
YGL255W	-0.11450000000000002
YGL256W	-0.12279999999999999
YGL257C	-0.12639999999999998
YGL258W	-0.12250000000000001
YGL259W	-0.11900000000000002
YGL260W	-0.10910000000000003
YGL261C	-0.1048
YGL262W	-0.1197
YGL263W	-0.11789999999999999
YGR001C	-0.1248
YGR003W	-0.0954
YGR004W	-0.1232
YGR006W	-0.005499999999999991
YGR007W	-0.12770000000000004
YGR008C	-0.1091
YGR010W	-0.13369999999999999
YGR011W	-0.1419
YGR012W	-0.0942
YGR014W	-0.114
YGR015C	-0.1167
YGR016W	-0.09449999999999999
YGR017W	-0.10780000000000002
YGR018C	-0.12255000000000002
YGR019W	-0.10769999999999999
YGR020C	-0.0013999999999999985
YGR021W	-0.11620000000000001
YGR022C	-0.12364999999999998
YGR023W	-0.12379999999999998
YGR025W	-0.10435
YGR026W	-0.11579999999999999
YGR027C	-0.10809999999999999
YGR028W	-0.13770000000000004
YGR031W	-0.1045
YGR032W	-0.12209999999999999
YGR033C	-0.1087
YGR034W	-0.0816
YGR035C	-0.10710000000000001
YGR035W-A	-0.1553
YGR036C	-0.06429999999999998
YGR037C	-0.05115000000000001
YGR038W	-0.1326
YGR039W	-0.10589999999999998
YGR040W	-0.12389999999999998
YGR041W	-0.1144
YGR042W	-0.06789999999999997
YGR043C	-0.1321
YGR044C	-0.0948
YGR045C	-0.10099999999999999
YGR049W	-0.1027
YGR050C	-0.12309999999999996
YGR051C	-0.10650000000000001
YGR052W	-0.09559999999999999
YGR053C	-0.12430000000000002
YGR054W	-0.1079
YGR055W	-0.08890000000000002
YGR056W	-0.08379999999999999
YGR057C	-0.1244
YGR058W	-0.1165
YGR059W	-0.1396
YGR061C	-0.106
YGR062C	-0.12945
YGR063C	-0.07610000000000001
YGR064W	-0.0912
YGR066C	-0.09929999999999999
YGR067C	-0.10689999999999998
YGR068C	-0.08960000000000001
YGR069W	-0.1029
YGR070W	-0.1082
YGR071C	-0.0963
YGR072W	-0.026099999999999984
YGR076C	-0.0592
YGR077C	-0.1091
YGR078C	-0.13
YGR079W	-0.0907
YGR080W	-0.11070000000000002
YGR081C	-0.13620000000000002
YGR084C	-0.09130000000000002
YGR085C	-0.05650000000000001
YGR086C	-0.111
YGR087C	-0.11179999999999998
YGR088W	-0.10750000000000001
YGR089W	-0.1401
YGR092W	-0.13369999999999999
YGR093W	-0.1543
YGR096W	-0.1017
YGR097W	-0.10619999999999999
YGR100W	-0.07170000000000001
YGR101W	-0.11140000000000001
YGR102C	-0.1029
YGR104C	-0.07760000000000002
YGR105W	-0.017299999999999996
YGR106C	-0.15650000000000003
YGR107W	-0.10310000000000001
YGR108W	-0.10289999999999999
YGR109C	-0.0945
YGR110W	-0.13060000000000002
YGR111W	-0.10320000000000001
YGR112W	-0.1078
YGR117C	-0.13440000000000002
YGR118W	-0.09629999999999998
YGR121C	-0.10620000000000002
YGR121W-A	-0.14780000000000004
YGR122C-A	-0.15199999999999997
YGR122W	-0.048399999999999985
YGR123C	-0.0887
YGR124W	-0.1006
YGR125W	-0.1369
YGR126W	-0.1273
YGR127W	-0.13640000000000002
YGR129W	-0.12869999999999998
YGR130C	-0.15059999999999998
YGR131W	-0.12279999999999998
YGR132C	-0.13990000000000002
YGR133W	-0.1129
YGR134W	-0.12019999999999999
YGR135W	-0.10679999999999999
YGR136W	-0.11689999999999999
YGR137W	-0.1212
YGR138C	-0.08639999999999999
YGR139W	-0.12469999999999998
YGR141W	-0.10880000000000002
YGR142W	-0.1178
YGR143W	-0.1211
YGR144W	-0.11910000000000003
YGR146C	-0.12689999999999999
YGR146C-A	-0.14730000000000001
YGR148C	-0.08629999999999999
YGR149W	-0.12980000000000003
YGR150C	-0.12670000000000003
YGR151C	-0.13579999999999998
YGR152C	-0.09089999999999998
YGR153W	-0.10969999999999999
YGR154C	-0.1521
YGR155W	-0.1641
YGR157W	-0.10020000000000001
YGR159C	-0.10289999999999999
YGR160W	-0.1305
YGR161C	-0.1006
YGR161W-C	-0.1663
YGR162W	-0.1167
YGR163W	-0.1437
YGR164W	-0.1276
YGR165W	-0.12560000000000002
YGR166W	-0.124
YGR167W	-0.02550000000000001
YGR168C	-0.12439999999999998
YGR169C	-0.144
YGR169C-A	-0.1295
YGR170W	-0.1341
YGR171C	-0.1536
YGR173W	-0.13429999999999997
YGR174C	-0.1359
YGR174W-A	-0.1538
YGR176W	-0.1006
YGR177C	-0.1271
YGR178C	-0.12669999999999998
YGR180C	-0.08455
YGR181W	-0.1315
YGR182C	-0.11199999999999999
YGR183C	-0.1376
YGR184C	-0.16049999999999998
YGR187C	-0.1461
YGR188C	-0.1058
YGR189C	-0.1429
YGR192C	-0.10200000000000001
YGR193C	-0.12340000000000001
YGR194C	-0.14629999999999999
YGR196C	-0.1407
YGR197C	-0.08320000000000001
YGR199W	-0.1281
YGR200C	-0.07410000000000001
YGR201C	-0.1007
YGR202C	-0.1392
YGR203W	-0.10970000000000002
YGR204C-A	-0.16340000000000002
YGR204W	-0.0741
YGR205W	-0.13280000000000003
YGR206W	-0.0841
YGR207C	-0.14940000000000003
YGR208W	-0.11689999999999998
YGR209C	-0.09169999999999998
YGR210C	-0.1275
YGR212W	-0.11569999999999998
YGR213C	-0.13679999999999998
YGR214W	-0.11929999999999999
YGR215W	-0.13480000000000003
YGR217W	-0.12990000000000002
YGR219W	-0.1679
YGR220C	-0.1416
YGR221C	-0.14339999999999997
YGR222W	-0.1352
YGR223C	-0.1136
YGR224W	-0.11760000000000002
YGR225W	-0.21925000000000003
YGR226C	-0.1166
YGR227W	-0.10629999999999999
YGR228W	-0.1119
YGR229C	-0.1293
YGR230W	-0.1176
YGR231C	-0.1267
YGR232W	-0.1249
YGR233C	-0.06740000000000002
YGR234W	-0.12880000000000003
YGR235C	-0.1417
YGR236C	-0.13119999999999998
YGR237C	-0.10989999999999998
YGR238C	-0.13680000000000003
YGR239C	-0.1326
YGR240C	-0.0854
YGR241C	-0.1223
YGR242W	-0.12100000000000001
YGR243W	-0.12689999999999996
YGR244C	-0.14245
YGR247W	-0.1227
YGR248W	-0.1262
YGR249W	-0.1305
YGR250C	-0.1295
YGR252W	-0.1274
YGR254W	-0.20040000000000002
YGR255C	-0.1269
YGR256W	-0.154
YGR257C	-0.14089999999999997
YGR258C	-0.1414
YGR259C	-0.12030000000000002
YGR260W	-0.11499999999999999
YGR261C	-0.12669999999999998
YGR262C	-0.0271
YGR263C	-0.10750000000000001
YGR266W	-0.1106
YGR268C	-0.121
YGR269W	-0.09809999999999999
YGR270W	-0.1305
YGR271C-A	-0.0864
YGR271W	-0.11799999999999998
YGR273C	-0.11910000000000003
YGR275W	-0.10200000000000001
YGR276C	-0.16779999999999998
YGR279C	-0.14350000000000002
YGR281W	-0.1399
YGR282C	-0.1411
YGR283C	-0.14339999999999997
YGR284C	-0.137
YGR285C	-0.0378
YGR286C	-0.14599999999999996
YGR287C	-0.14140000000000003
YGR288W	-0.1414
YGR289C	-0.1625
YGR290W	-0.13230000000000003
YGR291C	-0.1693
