orf	hom | growth (pooled culture, microarray) | MPP+ [250 ug/ml] | YPD | Doostzadeh J~Langston JW, 2007	hom | growth (pooled culture, microarray) | paraquat [5 mM] | YPD | Doostzadeh J~Langston JW, 2007
YAL002W	0.2888691245017299	-3.635156282686054
YAL004W	-0.8375546527155622	-0.06170497946183095
YAL005C	0.26418123877010075	0.33422734633755175
YAL007C	0.5552536669036519	0.3818557504683255
YAL008W	0.12385957889007548	-0.07345054511396724
YAL009W	0.4708462668781423	1.8154501095773594
YAL010C	0.060288371301504606	0.026346455837313914
YAL011W	0.5175079262711129	-1.3264404873653661
YAL012W	0.6098804436404698	-0.33754978403463987
YAL013W	0.6878809889418409	3.2723563415841355
YAL014C	-0.5120114476364735	-0.6274655548185694
YAL015C	0.020082139626570482	0.648280464375388
YAL016W	0.060288371301504606	0.026346455837313914
YAL017W	-0.9069766438819589	-0.723698980890323
YAL018C	-0.5493313849411332	0.20936828413417904
YAL019W	-0.9586598459692307	-0.32937235194062775
YAL020C	1.1404766339158772	0.14992105824690657
YAL021C	0.3801329142001773	-0.6126714333272145
YAL022C	-0.17733037338546873	-0.16887030287677948
YAL023C	0.6501635896695378	0.038555992632902734
YAL024C	-0.24352383972019	-1.7045959017505006
YAL026C	-0.01032445211494256	1.8659500346595659
YAL027W	-0.3830355513293813	-0.12362705520830847
YAL028W	-0.34688392684456065	-0.11217543129139673
YAL029C	-1.1709070976572016	-0.726336502078364
YAL030W	0.8769543981666807	0.306618760704263
YAL031C	0.14201922009559276	0.0759757663418244
YAL034C	-0.09863478183397849	-0.48518493484926767
YAL035W	0.36268351431141144	0.8797441139194742
YAL036C	-0.6764898488403361	-0.4327114554649038
YAL037W	-0.14351715014361793	-0.13684028278291183
YAL039C	-0.14608624322966338	-0.30430687633130166
YAL040C	0.2506424856199375	-1.0686220934774258
YAL042C-A	0.5953723988971352	-2.0467619441292224
YAL042W	0.3495812693282046	-2.315721190301746
YAL044C	0.275433100245867	1.5935578244010213
YAL045C	-0.3403500481926187	-0.21093490490436562
YAL046C	0.05531616989098713	0.1860071961144442
YAL047C	0.060288371301504606	0.026346455837313914
YAL048C	-0.05381257915896	-0.8220789863755393
YAL049C	0.7114840493545666	-0.6527896656625605
YAL051W	-0.3982464959527798	0.33423477047126615
YAL053W	-0.26238603934359966	-0.848721671745037
YAL054C	-0.3047869337604044	-0.4207505062042161
YAL055W	-2.8781967845781864	-1.3303209462279126
YAL056C-A	-0.10444185825385048	0.4581463531937483
YAL056W	-0.8941113736457835	-0.7219997101848707
YAL058W	0.5742461343454944	0.327268086198812
YAL059W	1.140287122410686	0.4483431474573722
YAL060W	-0.7707298228257095	0.21271333084726604
YAL061W	-0.131497784144937	0.23979810570295235
YAL062W	0.23918853317258165	0.21230704094319922
YAL064C-A	-0.2586149311213866	-0.38541125758623485
YAL065C	-0.3255531264521823	-0.04974775157142616
YAL066W	1.392495692031072	0.9834949870655587
YAL067C	-0.5924227158687415	-0.3892285461882282
YAL068C	-0.1542203843484109	-0.2753536851873773
YAR002C-A	0.06068993081520638	0.26995791394742047
YAR002W	1.0107717158726	1.7901112993207506
YAR003W	0.7751479639227039	0.5160852974715727
YAR014C	0.6657883864448125	-0.06803075073730411
YAR015W	0.15716827470040418	-0.18818105148055117
YAR018C	0.602227422721387	-0.23720950953917652
YAR020C	-0.3371708646447272	-0.07206583253510711
YAR023C	-1.31873768141993	0.12882750440859872
YAR027W	-0.2752248462614825	0.15641499917580876
YAR028W	-0.2666896578222905	-0.3107287519943319
YAR029W	0.01437622137500987	0.042642708443381715
YAR030C	-0.2008139220381641	0.42501797066086777
YAR031W	0.184781040027689	0.3381886333626438
YAR035W	-0.9911218009597449	-0.10615944548512778
YAR042W	-0.44050972989513826	0.06432629577381964
YAR047C	-0.40633778356900213	-0.19847157065547957
YAR050W	-0.6074844415231878	-0.0012029786153272995
YBL001C	-0.5448184501513035	-0.051874142551104
YBL002W	0.8098908862189389	-1.4800791201821122
YBL003C	0.31453700666560747	-0.2867044227559183
YBL005W	1.4943842479272982	0.519072534431954
YBL006C	-1.9179044269370613	0.6225592833222061
YBL007C	-0.1280500405991488	-0.07480427728522178
YBL008W	-0.8767941196173941	-3.66824856792719
YBL009W	0.7723298202799311	-0.0980836067998402
YBL010C	0.32534940632663384	0.13217708468103287
YBL011W	-6.108987900686025	-6.393463846685962
YBL012C	-3.525843646282691	-5.92376179299768
YBL013W	0.03290549538119231	-0.07445346370864805
YBL015W	0.2126313776608055	0.13636073939635499
YBL017C	0.7504269563604374	-0.12220097029532763
YBL019W	0.14875311021449963	0.31733407429699023
YBL021C	-0.08464509374011245	0.4437120882087546
YBL022C	-0.11009408157894021	-0.4102446127241619
YBL024W	-1.8124511767013032	-1.6543881042355058
YBL027W	1.1320544694554564	1.3817634774874692
YBL028C	0.5464826988350286	0.007425427736424182
YBL029W	-0.14941993841016557	-0.010804541902921693
YBL031W	0.4887626162864551	0.5097552466202742
YBL032W	-0.2777281054408599	-0.04336895076942101
YBL033C	-0.04437678424239686	0.12421012119577099
YBL036C	0.34256866071179853	0.14021768850213895
YBL037W	-0.653490664277935	-1.0231050832040895
YBL038W	0.0003805406200337313	0.5823517381000693
YBL039C	0.34298763479624755	1.2360383385774174
YBL042C	-0.2608690936466437	0.15043266386032345
YBL043W	0.4265786499889901	-0.18712725245067677
YBL044W	0.34501404205310404	0.03293495585476332
YBL045C	0.38107485467341035	0.21715236738928334
YBL046W	-0.389573868989553	-4.543496251625694
YBL047C	-2.3340739118403784	-2.7427921563711206
YBL048W	0.43341808606511234	0.2156847519839448
YBL049W	-0.36653575773959907	-0.3203353763455111
YBL051C	-4.02893283913844	-1.6250339354435932
YBL052C	0.3104161558142201	0.9207043062813379
YBL053W	0.5430349552892405	0.7973473937995295
YBL054W	-0.0718089331540588	-0.425383240069461
YBL055C	0.42706347505321585	0.06535534769131247
YBL056W	-0.08196135472998078	-0.26827898814246043
YBL057C	-0.45206178783899204	-0.5370187665025464
YBL058W	-0.33028954823326867	-0.1251940684139046
YBL059W	0.4802619155265861	-0.005942664662504147
YBL060W	0.23484195533809246	0.05597112917440865
YBL061C	0.040213263898656065	-0.038143663114021974
YBL062W	0.08275840900981735	-0.13737132232228885
YBL063W	0.8708073961550655	0.32531520410857667
YBL064C	-0.7168721896302291	-1.0911735973921048
YBL065W	-0.08395269382182266	0.05301257653616833
YBL066C	-0.10077472526286377	0.0943365607534674
YBL067C	1.1318905676131292	1.1719702974435737
YBL068W	0.03113689206382972	-0.14098709872346044
YBL069W	0.04473852547287739	-0.04313803974336393
YBL070C	0.04401530859360837	-0.05089288233146994
YBL071C	1.3246271830139833	-0.4404069701072739
YBL072C	1.4416889519636555	0.34047709001814414
YBL075C	0.05163162232925319	0.13354117807749774
YBL078C	0.4081913730268322	0.03568528107950631
YBL079W	0.6203990151029074	1.811775256422946
YBL080C	0.20228473240172576	1.3806293898937398
YBL081W	0.13902082369440988	-1.0307451494292434
YBL082C	0.6361335919663242	0.5158936469020008
YBL083C	0.8990410762950334	0.923001322088489
YBL085W	0.1437669942204929	0.03616584953442081
YBL086C	-0.2113582738945511	0.2809881391969167
YBL087C	0.4819002510255156	1.0449813275656057
YBL088C	0.18902319531550713	-0.04265105192471135
YBL089W	0.714724371704268	0.7254626143863486
YBL090W	-0.44790875417793924	2.884664915848941
YBL091C	-0.2096791336661255	-0.3703357074672318
YBL091C-A	0.23451585896429553	0.5682151827377118
YBL093C	0.018082142761369803	-0.1723058719219992
YBL094C	-0.02857101251621905	0.08780228110104057
YBL095W	-0.0806919691073733	-0.30256406559353893
YBL096C	-1.1385339911237158	-0.3376454232509117
YBL098W	-0.7596674728551338	-0.5618216994384104
YBL099W	0.3476952030238409	-0.020352936112598422
YBL100C	0.060288371301504606	0.026346455837313914
YBL101C	-1.0873535237915655	-0.8494361748393635
YBL102W	0.21761621317166904	0.21906859398223155
YBL103C	0.8090503770837545	0.9945800187958971
YBL104C	0.6790799722021245	-0.04325160666097388
YBL106C	0.43984969679668545	-0.08792718720305794
YBL107C	0.2666310591196359	-0.42958336463931274
YBR001C	0.35747860643100643	0.4179460646436632
YBR003W	0.016009947134623982	0.042708669731647
YBR005W	-0.26499942007329064	-0.6230596384720704
YBR006W	-0.9737488885973982	-0.03624410825994137
YBR007C	0.3156109051950225	-0.2514678839577465
YBR008C	-0.06306871375398052	-0.10778647508996222
YBR009C	0.5478615230836065	-0.014267314164909806
YBR010W	0.5614167176373284	0.15721321449465023
YBR012C	-0.17775190843620414	0.42679939061531613
YBR013C	-0.32533015165418294	-0.04123557291703695
YBR014C	0.3827213681913477	0.1838182861140128
YBR015C	0.24091755760964395	0.1209739059566089
YBR016W	0.5478140598417661	-0.1875647925616946
YBR017C	0.060288371301504606	0.026346455837313914
YBR018C	0.06812236717149033	-0.2202064198615651
YBR019C	-0.028439225191122807	0.16267722805370052
YBR020W	-0.9797496594340622	-0.43434923052643026
YBR021W	-2.714716648032748	-1.970087761161885
YBR022W	0.39990562270393204	-0.03772893500283857
YBR023C	0.0037052894916421884	-0.28710735412330474
YBR024W	0.3995450386508121	0.25780530481373515
YBR025C	0.4723428955758931	0.3515472837148218
YBR026C	0.060288371301504606	0.026346455837313914
YBR027C	0.046683169612764586	0.18910700452588478
YBR028C	0.5729204074645871	-0.7667538395502023
YBR030W	0.33181603571120666	0.19597245822321704
YBR031W	1.463025215750778	1.63115668905481
YBR032W	0.5861665104606532	0.019793587940323737
YBR033W	0.9934189497783729	0.5010475192609416
YBR034C	1.6394952562249945	0.22797654408758278
YBR035C	-0.39280341820774295	0.22360987517277292
YBR036C	-1.7374908398440165	1.7404765928293298
YBR037C	-0.8039320678040683	0.1827816612079942
YBR038W	-0.5677679519677493	-0.12118271035165537
YBR039W	1.7031687317339343	1.8203958106834006
YBR040W	-0.15415789677102368	-0.11283121116265823
YBR041W	0.9875688491248902	1.1933728282833913
YBR042C	-0.8800099079100719	-1.2289415162946382
YBR043C	-0.20916574529125254	-0.29193350620900593
YBR044C	0.1440492127052502	0.6964740702247364
YBR045C	0.37837933521836137	0.2133501503369359
YBR046C	0.7643610031934552	0.18101553608540877
YBR047W	0.6942262097440207	0.3846586865654437
YBR048W	2.119221607305679	2.089661139561696
YBR050C	0.04051856522620772	-0.2415782493965489
YBR051W	0.36414261631651273	-0.1854618462147994
YBR052C	0.8551904359366269	0.3623996823550046
YBR053C	0.5882888173683797	0.4143417314561116
YBR054W	0.42037513598798903	0.12982380826760156
YBR056W	0.22425367437334	-0.011950072710270876
YBR057C	0.48566521292864134	0.4167182915530607
YBR058C	0.42293075839136834	-2.2086666706869718
YBR059C	1.1145989232476035	0.47105978717835717
YBR061C	1.0367665480657033	1.2186660517540342
YBR062C	0.5882486443439008	0.008692191484166173
YBR063C	0.4523227977288757	0.14128829882226662
YBR064W	0.028331199839141383	-0.07853437418148562
YBR065C	-0.09257075513004141	-0.08426690321330221
YBR066C	-0.6226293132163981	-0.3232405570911534
YBR067C	-0.5360013846895256	-0.15719320113442375
YBR068C	-0.5323829100579801	-0.07836155374554542
YBR069C	0.20682397685187065	0.24557312347997454
YBR071W	-0.43739511684388016	0.017327631225752416
YBR072W	-1.5258121226716184	-0.260036711171268
YBR073W	0.12759500431536516	0.41613459462418007
YBR074W	-0.2792867436689579	0.04632396235468184
YBR076W	0.17688899558854562	-0.1467738295134482
YBR077C	0.9236703500449219	-2.537500904027025
YBR078W	0.0658513364149604	0.9529881238285028
YBR081C	0.060288371301504606	0.026346455837313914
YBR082C	1.2212587300664102	-0.10514034823314186
YBR083W	0.07195049957634639	0.27798263030844605
YBR084C-A	1.1424741876192404	2.2249301583192285
YBR084W	-0.2588520765995038	-0.4476035420289574
YBR085W	-0.0231031787637474	0.09636468895082392
YBR086C	0.13515115241638903	-3.7943937170934987
YBR089C-A	0.017858623331206858	-0.08973759663201042
YBR090C	-0.30240584974599516	0.29694933822955905
YBR092C	0.403704218630952	-0.1779540095792242
