orf	hom | growth (pooled culture, microarray) | MPP+ [250 ug/ml] | YPD | Doostzadeh J~Langston JW, 2007	hom | growth (pooled culture, microarray) | paraquat [5 mM] | YPD | Doostzadeh J~Langston JW, 2007
YAL002W	0.44627833333333333	-13.118833333333333
YAL004W	-1.752938	-0.3154803333333333
YAL005C	0.3980780000000001	1.1031094000000001
YAL007C	0.9663643333333334	1.2737576666666668
YAL008W	0.12411566666666667	-0.35756363333333335
YAL009W	0.8015683333333333	6.410196666666667
YAL010C	0.0	0.0
YAL011W	0.8926700000000002	-4.846913333333333
YAL012W	1.073017	-1.3038073333333333
YAL013W	1.2253043333333333	11.630159999999998
YAL014C	-1.1173513333333334	-2.3425493333333334
YAL015C	-0.07849816666666663	2.228333333333333
YAL016W	0.0	0.0
YAL017W	-1.8884766666666666	-2.687345
YAL018C	-1.1902143333333333	0.6557506666666666
YAL019W	-1.9893823333333334	-1.2745083333333334
YAL020C	2.1089466666666667	0.44275663000000004
YAL021C	0.6244606666666667	-2.2895433333333335
YAL022C	-0.463924	-0.6994440000000001
YAL023C	1.1516653333333335	0.04374566666666668
YAL024C	-0.5931593333333334	-6.201809999999999
YAL026C	-0.13786363333333332	6.591133333333333
YAL027W	-0.8655403333333332	-0.5373415333333333
YAL028W	-0.7949583333333333	-0.4963114
YAL029C	-2.4037713333333333	-2.696795
YAL030W	1.5944490000000002	1.0041903333333335
YAL031C	0.1595703333333333	0.1778173333333333
YAL034C	-0.3102796666666667	-1.8327707333333336
YAL035W	0.5903926666666667	3.0576466666666664
YAL036C	-1.438477	-1.644763
YAL037W	-0.3979074666666667	-0.5846833333333333
YAL039C	-0.4029233333333333	-1.184701
YAL040C	0.3716451	-3.923173333333333
YAL042C-A	1.0446916666666668	-7.427759999999999
YAL042W	0.564812	-8.391416666666666
YAL044C	0.420046	5.615176666666667
YAL045C	-0.7822016666666666	-0.8501576666666667
YAL046C	-0.00970766666666667	0.57205
YAL047C	0.0	0.0
YAL048C	-0.2227693333333333	-3.0398316666666663
YAL049C	1.2713866666666667	-2.4332833333333332
YAL051W	-0.895238	1.103136
YAL053W	-0.6299856666666667	-3.13529
YAL054C	-0.7127686666666667	-1.601908
YAL055W	-5.737063333333334	-4.860816666666667
YAL056C-A	-0.3216173333333334	1.5471000000000001
YAL056W	-1.8633586666666666	-2.6812566666666666
YAL058W	1.003445	1.078175
YAL059W	2.1085766666666665	1.511976
YAL060W	-1.62247	0.6677356666666667
YAL061W	-0.374441	0.7647779666666666
YAL062W	0.34928254	0.6662799666666667
YAL064C-A	-0.6226229999999999	-1.4752906666666668
YAL065C	-0.7533123333333333	-0.27263866666666664
YAL066W	2.600985666666667	3.4293766666666663
YAL067C	-1.2743453333333334	-1.4889676666666667
YAL068C	-0.4188043333333333	-1.0809643333333332
YAR002C-A	0.0007839999999999699	0.8728378333333332
YAR002W	1.8557123333333332	6.31941
YAR003W	1.3956833333333334	1.75469
YAR014C	1.182171	-0.3381450000000001
YAR015W	0.18914716666666673	-0.7686326666666666
YAR018C	1.0580753333333333	-0.9442972
YAR020C	-0.7759946666666666	-0.3526023333333333
YAR023C	-2.692394	0.3671803333333334
YAR027W	-0.655052	0.4660238333333333
YAR028W	-0.638388	-1.2077099999999998
YAR029W	-0.08963833333333333	0.05838800000000003
YAR030C	-0.509773	1.4284039999999998
YAR031W	0.243058	1.1173023333333332
YAR035W	-2.052760666666667	-0.47475666666666655
YAR042W	-0.9777522333333335	0.13607833333333336
YAR047C	-0.9110353333333333	-0.8055026666666666
YAR050W	-1.3037516666666666	-0.09870713333333335
YBL001C	-1.1814033333333331	-0.28025733333333336
YBL002W	1.4635150000000001	-5.397386666666667
YBL003C	0.496392	-1.121633
YBL005W	2.7999116666666666	1.7653929999999998
YBL006C	-3.8622	2.1361766666666666
YBL007C	-0.36770966666666666	-0.3624139333333333
YBL008W	-1.8295486666666667	-13.2374
YBL009W	1.3901812233333333	-0.4458216666666666
YBL010C	0.5175019999999999	0.37918157666666663
YBL011W	-12.044821333333333	-23.0016
YBL012C	-7.001521333333333	-21.318700000000003
YBL013W	-0.053461999999999975	-0.361157
YBL015W	0.2974326666666667	0.3941712333333333
YBL017C	1.347418333333333	-0.5322319999999999
YBL019W	0.1727175	1.0425823333333335
YBL021C	-0.2829663666666667	1.495383333333333
YBL022C	-0.33265266666666654	-1.5642663333333333
YBL024W	-3.656314333333334	-6.021920000000001
YBL027W	2.092503333333333	4.8563366666666665
YBL028C	0.94924	-0.0677923333333333
YBL029W	-0.409432	-0.13310866666666668
YBL031W	0.8365480000000001	1.73201
YBL032W	-0.6599393333333333	-0.249784
YBL033C	-0.20434700000000003	0.35063666666666665
YBL036C	0.5511206666666667	0.4079903333333334
YBL037W	-1.3935736666666667	-3.76009
YBL038W	-0.11696333333333335	1.9921166666666668
YBL039C	0.5519386666666666	4.334216666666667
YBL042C	-0.6270239999999999	0.44458966666666666
YBL043W	0.7151407666666666	-0.7648570000000001
YBL044W	0.5558949999999999	0.02360599999999996
YBL045C	0.6262997	0.6836403333333333
YBL046W	-0.8783056666666668	-16.373333333333335
YBL047C	-4.674724333333333	-9.921573333333333
YBL048W	0.728494	0.6783819999999999
YBL049W	-0.8333263333333334	-1.2421296666666666
YBL051C	-7.983746666666666	-5.916746666666666
YBL052C	0.4883465	3.2044033333333335
YBL053W	0.9425086666666668	2.7624266666666664
YBL054W	-0.2579052	-1.6185066666666668
YBL055C	0.7160873333333333	0.13976533333333332
YBL056W	-0.27772666666666673	-1.0556163333333333
YBL057C	-1.0003063333333333	-2.0184866666666665
YBL058W	-0.7625596666666666	-0.542956
YBL059W	0.8199513333333334	-0.11568899999999997
YBL060W	0.3407963333333333	0.10614252666666667
YBL061C	-0.039194400000000004	-0.2310622666666667
YBL062W	0.043870233333333335	-0.586586
YBL063W	1.582447666666667	1.071178
YBL064C	-1.5173189999999999	-4.003973333333334
YBL065W	-0.28161453333333336	0.09554230000000001
YBL066C	-0.3144576666666667	0.2436024
YBL067C	2.0921833333333333	4.104666666666668
YBL068W	-0.05691499999999999	-0.599541
YBL069W	-0.030359333333333332	-0.24895666666666663
YBL070C	-0.031771333333333325	-0.27674156666666666
YBL071C	2.46848	-1.6723353333333335
YBL072C	2.6970300000000003	1.1255016666666666
YBL075C	-0.016901333333333334	0.384069
YBL078C	0.6792416666666666	0.03346016666666667
YBL079W	1.0935533333333334	6.39703
YBL080C	0.27723200000000003	4.852273333333333
YBL081W	0.15371629999999994	-3.787463666666666
YBL082C	1.1242733333333332	1.7540033333333334
YBL083C	1.6375707666666666	3.2126333333333332
YBL085W	0.16298266666666664	0.03518200000000001
YBL086C	-0.5303596666666667	0.9123581333333334
YBL087C	0.8231499999999999	3.6496766666666667
YBL088C	0.25134033333333333	-0.24721183333333333
YBL089W	1.2777130333333333	2.50487
YBL090W	-0.9921979999999998	10.241096666666666
YBL091C	-0.5270813333333334	-1.4212763333333334
YBL091C-A	0.34015966666666664	1.9414666666666667
YBL093C	-0.08240293666666666	-0.7117533333333332
YBL094C	-0.173488	0.22019066666666665
YBL095W	-0.2752483333333334	-1.1784566666666667
YBL096C	-2.3405664666666666	-1.30415
YBL098W	-1.6008719999999999	-2.107353333333333
YBL099W	0.5611296666666667	-0.16731969999999996
YBL100C	0.0	0.0
YBL101C	-2.240642333333333	-3.1378500000000003
YBL102W	0.307165	0.6905060000000001
YBL103C	1.4618740000000001	3.4690933333333334
YBL104C	1.2081213333333334	-0.24936356666666668
YBL106C	0.741051	-0.40943213333333334
YBL107C	0.40286099999999997	-1.633555333333333
YBR001C	0.5802306666666667	1.4030660000000001
YBR003W	-0.08644866666666666	0.05862433333333331
YBR005W	-0.635088	-2.3267633333333335
YBR006W	-2.018842	-0.2242563333333333
YBR007C	0.4984886666666666	-0.9953836666666667
YBR008C	-0.24084090000000002	-0.48058616666666665
YBR009C	0.9519319999999999	-0.14551546666666668
YBR010W	0.9783970000000001	0.4688837666666667
YBR012C	-0.464747	1.4347866666666667
YBR013C	-0.7528769999999999	-0.2421403
YBR014C	0.6295143333333334	0.5642073333333333
YBR015C	0.3526582666666667	0.3390416
YBR016W	0.9518393333333334	-0.7664246666666666
YBR017C	0.0	0.0
YBR018C	0.015294999999999984	-0.8833766666666666
YBR019C	-0.17323070000000004	0.48846083333333334
YBR020W	-2.0305578333333334	-1.650631
YBR021W	-5.417886666666667	-7.153043333333334
YBR022W	0.6630646666666666	-0.22957633333333335
YBR023C	-0.11047213333333335	-1.1230766666666667
YBR024W	0.6623606666666667	0.8292961333333334
YBR025C	0.8044903333333333	1.16516517
YBR026C	0.0	0.0
YBR027C	-0.026562633333333346	0.5831563333333334
YBR028C	1.0008566666666667	-2.841606666666667
YBR030W	0.5301273699999999	0.6077546333333333
YBR031W	2.7386866666666667	5.74989
YBR032W	1.0267182000000001	-0.02347833333333338
YBR033W	1.8218329999999998	1.7008109999999999
YBR034C	3.0832246666666667	0.7224223799999999
YBR035C	-0.884611	0.7067770000000001
YBR036C	-3.5099626666666666	6.1415733333333336
YBR037C	-1.687293666666667	0.5604932
YBR038W	-1.2262096666666666	-0.5285836666666667
YBR039W	3.2075400000000003	6.427916666666667
YBR040W	-0.4186823333333334	-0.498661
YBR041W	1.8104113333333334	4.181349999999999
YBR042C	-1.8358271333333331	-4.497583333333333
YBR043C	-0.5260790000000001	-1.1403683333333332
YBR044C	0.16353366666666666	2.401006666666667
YBR045C	0.621037	0.6700173333333334
YBR046C	1.374623	0.5541653333333333
YBR047W	1.2376926666666666	1.2838003333333334
YBR048W	4.0198366666666665	7.39267
YBR050C	-0.038598333333333366	-0.95995
YBR051W	0.5932414	-0.7588900000000001
YBR052C	1.5519573	1.2040483333333334
YBR053C	1.0308617666666666	1.3901519999999998
YBR054W	0.7030290999999999	0.37074999999999997
YBR056W	0.32012389999999996	-0.137213
YBR057C	0.8305006666666666	1.3986669999999999
YBR058C	0.7080186666666667	-8.00785
YBR059C	2.0584233333333333	1.5933676666666667
YBR061C	1.9064643333333333	4.271973333333333
YBR062C	1.0307833333333332	-0.06325363333333334
YBR063C	0.7654033333333334	0.41182623333333335
YBR064W	-0.062392800000000026	-0.3757785333333333
YBR065C	-0.29844033333333336	-0.3963176666666666
YBR066C	-1.3333203333333334	-1.2525386666666667
YBR067C	-1.1641889999999997	-0.6576059999999999
YBR068C	-1.1571243333333334	-0.37515933333333334
YBR069C	0.2860943666666667	0.7854693333333334
YBR071W	-0.9716713	-0.032313633333333334
YBR072W	-3.096683666666667	-1.0260850000000001
YBR073W	0.13140866666666665	1.3965756666666669
YBR074W	-0.6629824000000001	0.0715776
YBR076W	0.22764966666666656	-0.6202743333333333
YBR077C	1.6856566666666666	-9.186033333333334
YBR078W	0.010861066666666678	3.3200733333333337
YBR081C	0.0	0.0
YBR082C	2.2666646666666663	-0.4711053333333333
YBR083W	0.022769	0.9015896666666666
YBR084C-A	2.1128466666666665	7.877326666666668
YBR084W	-0.6230859999999999	-1.69812
YBR085W	-0.16281266666666672	0.250869
YBR086C	0.14616120000000002	-13.689366666666666
YBR089C-A	-0.08283933333333333	-0.4159186666666666
YBR090C	-0.7081198666666667	0.9695456666666668
YBR092C	0.670481	-0.7319901
YBR093C	-1.1711042666666667	-0.7164016666666667
YBR094W	-0.4069983333333333	-0.5713999999999999
YBR095C	-6.11526	9.314913333333335
YBR097W	1.7170913333333333	2.0250317333333334
YBR098W	1.6660188333333332	0.4404125
YBR099C	-0.16537433333333332	2.1546633333333336
YBR101C	1.6124998666666663	-3.844556666666666
YBR103W	-2.2659466666666668	-2.186023333333333
YBR104W	-3.122946666666667	-0.6333482666666667
YBR105C	-2.285387	-2.9620200000000003
YBR106W	-0.01381366666666665	7.238896666666666
YBR107C	-0.39434100000000005	2.092413
YBR108W	0.2598313333333333	0.32010399999999994
YBR112C	1.4628566666666665	1.7773433333333333
YBR113W	0.08132699999999993	1.2099666666666666
YBR114W	0.3543786666666667	0.8372096666666665
YBR115C	0.06862123333333335	-0.24135033333333333
YBR116C	0.012446333333333318	-0.4719340000000001
YBR118W	-0.9811576666666667	-0.5149753833333334
YBR119W	1.2859326666666666	4.282493333333334
YBR120C	-0.4105433333333333	0.8873966666666667
YBR125C	0.7202223333333334	0.04073206666666666
YBR126C	0.467709	-0.69496
YBR127C	-0.04972933333333333	0.17854666666666666
YBR128C	2.5448676666666668	4.006293333333333
YBR129C	0.27503651	-0.6857413333333334
YBR130C	-0.45621166666666674	-1.301801
YBR131W	2.9670366666666665	-12.205366666666668
YBR133C	2.2527956666666666	-0.17264666666666675
YBR134W	-0.5457694666666667	1.8377966666666665
YBR137W	0.837627	-0.2768220666666667
YBR138C	0.6808093	-1.2057039999999999
YBR139W	-0.321894	-1.6025236666666667
YBR141C	-0.4133563333333334	-0.28379099999999996
YBR144C	0.04488866666666672	0.9714226666666667
YBR145W	-0.047146466666666664	-0.3524793333333333
YBR146W	0.733784	-0.41110266666666667
YBR147W	-0.8169286666666666	1.0833236666666666
YBR148W	-0.3412391666666666	0.36975566666666665
YBR149W	0.1437861	0.31327699999999997
YBR150C	1.8345576666666663	-1.2564080000000002
YBR151W	0.030026072666666664	0.7796146666666667
YBR156C	1.5148210000000002	1.1452039999999999
YBR157C	0.9036523333333334	0.35460200000000003
YBR158W	1.1028372666666666	0.21372333333333335
YBR159W	-0.4603270000000001	0.4200536666666666
YBR161W	0.043355333333333336	-0.32005
YBR162C	0.23484799999999997	4.43919
