orf	hap alpha | replicative lifespan | standard [standard] | McCormick MA~Kennedy BK, 2015
YAL010C	-1.5439546506522028
YAL012W	1.0546548155310496
YAL016W	-3.6363912524057405
YAL017W	0.30503746547414845
YAL023C	-0.12022291014286553
YAL024C	-0.5006011314138957
YAL040C	-1.569831882155604
YAL047C	-5.282957081110285
YAL048C	2.840526025520247
YAL054C	0.5269312094997771
YAL056C-A	-0.012897917873858446
YAL062W	0.17459731069032483
YAL064C-A	-0.012897917873858446
YAR002C-A	-0.012897917873858446
YAR050W	-0.012897917873858446
YBL001C	0.2901502254341427
YBL002W	1.1386850266965476
YBL003C	0.6538079974037452
YBL005W	-0.012897917873858446
YBL006C	0.7144176260653451
YBL007C	-3.551274726945742
YBL008W	0.6016909921487904
YBL009W	0.6953720865598516
YBL010C	-0.6796038331514613
YBL011W	-0.037321021475021164
YBL012C	-0.9220423477978625
YBL013W	0.10832133944934141
YBL015W	0.6643007804977804
YBL016W	0.7939966804912629
YBL017C	0.6538079974037452
YBL019W	0.1458522555336963
YBL021C	-1.6493578917370668
YBL022C	-0.1947268038586597
YBL024W	0.8225695149807252
YBL025W	-3.5282563802466758
YBL027W	1.1915837918698953
YBL028C	-4.31618155284748
YBL029W	0.6538079974037452
YBL031W	-0.4403022308942009
YBL032W	-2.0130156637066685
YBL036C	1.379218987392399
YBL037W	-0.8614327191362626
YBL038W	0.41136948275734253
YBL039C	2.079916907088457
YBL042C	1.4280651945947245
YBL043W	-0.9287643029174487
YBL044W	-0.8614327191362626
YBL045C	0.2519486109325119
YBL046W	0.9568561407117463
YBL047C	-2.062044792599179
YBL048W	-0.13411717519705976
YBL049W	-1.5281386344138654
YBL051C	-1.2250904911058644
YBL052C	1.0816747356802359
YBL053W	2.368354683239476
YBL054W	-0.8614327191362626
YBL055C	-1.2250904911058644
YBL056W	-0.32257523931672316
YBL057C	0.4516180642904361
YBL058W	-3.9870902097239465
YBL059W	-1.1483814298310273
YBL060W	1.1225855940833096
YBL061C	-1.5096716381810344
YBL062W	-2.5419293763239144
YBL063W	0.3147575948561539
YBL064C	-0.0038603672252762824
YBL065W	-2.0774133941596187
YBL066C	-0.8903169952953072
YBL067C	2.2064562191333335
YBL068W	0.4516180642904361
YBL069W	-2.0258005072524745
YBL070C	-1.4064458643667472
YBL071C	1.2258113678975961
YBL072C	0.2982531169664433
YBL075C	-0.21934946550243445
YBL078C	0.7095392490706566
YBL079W	-3.9415459273868647
YBL080C	0.9645086344931874
YBL081W	0.14194074284757355
YBL082C	0.5897755834571714
YBL083C	2.676750743343214
YBL085W	0.003869720512219211
YBL086C	-1.9741876203453306
YBL087C	1.8392319680157945
YBL088C	-0.6398629315349148
YBL089W	0.09518801681279461
YBL090W	-0.4857806206525758
YBL091C	1.8231262060837394
YBL091C-A	-0.012897917873858446
YBL093C	-0.012897917873858446
