orf	hap a | growth (spot assay) | visible light [35 W/m2] | YPD | Molin M~Blomberg A, 2020
YCL009C	0.8913661202185792
YCL010C	1.8697344809756988
YCL011C	1.001906929535878
YCL014W	0.797457068591994
YCL016C	
YCL022C	
YCL023C	
YCL024W	
YCL025C	0.7806788511749346
YCL026C-A	0.9088948152796298
YCL027W	0.8934661429545829
YCL028W	0.7662274829258413
YCL029C	0.8308199198597855
YCL030C	0.7822835777969513
YCL032W	0.2832765199005144
YCL033C	0.5359138812007664
YCL034W	0.8709016393442623
YCL035C	0.7350128228743075
YCL036W	0.2812342767885974
YCL037C	0.5689977879870682
YCL038C	0.6942196191541338
YCL039W	0.6011374496267534
YCL040W	0.3457735247208931
YCL042W	0.46087556015167186
YCL044C	0.019408054342552158
YCL045C	0.5296085647373704
YCL046W	0.6958194717223136
YCL047C	0.7852212009724263
YCL048W	0.809759499036082
YCL049C	0.7778400435685139
YCL050C	0.6255392579810182
YCL051W	0.8084229216325339
YCL055W	0.855188460269253
YCL056C	0.5053349908062053
YCL057W	0.8075098738325833
YCL058C	0.02330910240202276
YCL061C	0.6556862963758807
YCL063W	0.33027301297977996
YCL064C	0.7038022487340143
YCL069W	1.029948705819746
YCL076W	0.6085012885537172
YCR001W	0.8088953127179136
YCR002C	0.2619988706945229
YCR003W	0.9127887450087697
YCR004C	1.0874032186477733
YCR005C	0.6745627108008471
YCR006C	0.576040770132625
YCR007C	0.6579413361875606
YCR008W	0.7750078576036791
YCR009C	0.052294958615500375
YCR010C	0.362547288776797
YCR011C	0.9636181923954713
YCR014C	0.942251498192264
YCR015C	0.6966266611138455
YCR016W	0.7338139675475436
YCR017C	0.7246746061788428
YCR019W	0.5809228950779377
YCR020C	0.8539061831366173
YCR020C-A	0.6699437408689897
YCR020W-B	
YCR021C	1.09864697202176
YCR022C	0.8703774304231796
YCR023C	0.8715165826559496
YCR024C	0.5102960102960103
YCR024C-A	0.7743424864945698
YCR025C	0.9391427206050406
YCR026C	0.9008921203615263
YCR027C	0.879932611935463
YCR028C	0.691592523173233
YCR028C-A	0.9263855011628567
YCR030C	0.5190388665232953
YCR031C	0.6315142266636048
YCR032W	0.9380937651893421
YCR033W	0.6869752001562195
YCR034W	0.32205612378704435
YCR036W	1.0812696198116498
YCR037C	1.1610018749098603
YCR043C	0.9785090019873078
YCR044C	1.075976064000915
YCR045C	0.7052243016264487
YCR046C	0.43375701809107925
YCR047C	0.04298941798941799
YCR048W	0.819880418535127
YCR049C	1.1100128954541595
YCR050C	0.40971357409713577
YCR051W	1.023841655420603
YCR053W	0.23920622150710646
YCR059C	
YCR060W	1.1537382240930045
YCR061W	1.3184285828898459
YCR063W	2.3993274485077762
YCR065W	0.9925056446690055
YCR066W	0.08766233766233766
YCR067C	
YCR068W	0.25788751714677643
YCR069W	1.1130577455192647
YCR071C	1.2378286582295766
YCR073C	0.9746101559376249
YCR073W-A	0.8820936166228415
YCR075C	1.1178951454940091
YCR076C	0.7549348230912477
YCR077C	
YCR079W	0.940684133915575
YCR081W	
YCR082W	0.8444377179887592
YCR083W	0.7499791961388034
YCR084C	
YCR085W	0.9396754996631486
YCR086W	0.8936945316436073
YCR087C-A	0.5761308042228135
YCR087W	0.747047924125369
YCR088W	0.8988489710498778
YCR089W	0.603765511339324
YCR090C	1.298731946760643
YCR091W	0.9873411812304029
YCR092C	0.5351569349465194
YCR094W	0.12100840336134454
YCR095C	0.792474772104888
YCR098C	0.9375385184272156
YCR099C	0.6574224644369241
YCR100C	0.8578363956430851
YCR101C	0.8086000147628218
YCR102C	0.8420533646454359
YCR102W-A	0.7087531959693187
YCR105W	1.0845632421518197
YCR106W	
YCR107W	2.3981591342178117
YDL001W	
YDL002C	
YDL006W	
YDL009C	
YDL010W	0.5065672701455449
YDL011C	0.30303030303030304
YDL012C	
YDL013W	
YDL018C	0.5536428447226569
YDL019C	0.8533938766652199
YDL020C	0.13067891781521185
YDL021W	
YDL022W	
YDL023C	0.7643265155702967
YDL024C	0.6215138826655954
YDL025C	0.04463712267180475
YDL026W	0.7261061908745181
YDL027C	0.7834699453551912
YDL032W	
YDL033C	1.0883643050854734
YDL034W	0.8778076369264414
YDL035C	0.9610095043035961
YDL036C	0.8743169398907104
YDL037C	0.8284106400083889
YDL039C	0.8588583179805385
YDL040C	0.6472411655300682
YDL041W	
YDL042C	1.031721882012856
YDL044C	
YDL045W-A	1.5476190476190477
YDL046W	1.0976194628531566
YDL047W	0.019287833827893175
YDL048C	0.8442912587615131
YDL049C	
YDL050C	1.1544677903486493
YDL051W	0.8907440544908797
YDL052C	0.6418079096045198
YDL053C	0.9644361697092098
YDL054C	1.319892113166402
YDL056W	1.1310185185185186
YDL057W	
YDL059C	0.8847058823529412
YDL061C	0.30151590871231054
YDL062W	1.1161223300478882
YDL063C	1.3645382395382395
YDL065C	1.0130697610287447
YDL066W	1.025052732857196
YDL067C	0.6627092253795251
YDL068W	1.1725045288587275
YDL069C	0.5345988480571104
YDL070W	0.9069314610282059
YDL071C	
YDL072C	0.16742559060290144
YDL073W	0.46634691612494056
YDL074C	0.07067508593056038
YDL075W	
YDL076C	1.1055367231638418
YDL077C	0.7160167437761622
YDL078C	0.8043638508034793
YDL079C	0.4891025641025641
YDL080C	0.5986116782360147
YDL081C	0.020374898125509373
YDL082W	0.9949777314507723
YDL083C	0.7857394676537988
YDL085W	0.8640189530578474
YDL086W	0.9419473063207368
YDL088C	0.9550877101388743
YDL089W	1.0185422358834244
YDL090C	1.1599578768684282
YDL091C	0.5572550640760645
YDL093W	0.8443572377998608
YDL094C	0.8124363249050662
YDL095W	0.8001059583511436
YDL096C	0.9164247850319557
YDL099W	
YDL100C	0.9214402299373784
YDL104C	0.8221494175280397
YDL106C	0.8295239596469105
YDL107W	0.5381745120551091
YDL109C	0.8453502358331194
YDL110C	0.8878497473191175
YDL112W	0.9266521423384169
YDL113C	0.6507620941020543
YDL114W	0.8555015466195316
YDL116W	0.5691699604743083
YDL117W	0.930712383238924
YDL118W	1.2922173274596183
YDL119C	1.4698648636562832
YDL121C	0.8064796106123412
YDL122W	0.8651662674588608
YDL123W	0.6907430349477081
YDL124W	0.7487144893595358
YDL125C	0.9020391843262696
YDL127W	0.9101618284841824
YDL128W	0.806336195680458
YDL129W	0.8109329797492768
YDL130W	0.5135490217651589
YDL130W-A	0.6988814370271971
YDL131W	0.7500474713589468
YDL133C-A	0.7740143790625339
YDL133W	0.6644980781506784
YDL134C	1.0076917100458394
YDL135C	0.9562841530054645
YDL136W	0.9171061417494515
YDL137W	0.6890855824970392
YDL138W	0.8277849269848374
YDL142C	1.0081025061239872
YDL144C	0.6669381936666328
YDL146W	0.6387200332922135
YDL149W	0.758783967559281
YDL151C	0.01620791628753412
YDL154W	0.903117710831499
YDL155W	0.899973343995735
YDL156W	0.8364859184531315
YDL157C	1.0333427175144914
YDL159W	0.9279129039363141
YDL160C	0.8779942802133327
YDL161W	0.7640954986255599
YDL162C	0.871226170165418
YDL167C	0.6784196015048828
YDL168W	0.7482882063812256
YDL169C	0.8122743682310469
YDL170W	0.8295553812702846
YDL171C	0.8592425098925948
YDL172C	0.8473247156323775
YDL173W	0.8753079079249129
YDL174C	0.7437153117858308
YDL175C	0.9079659060887944
YDL176W	0.820009028858658
YDL177C	0.47202409256617534
YDL178W	0.9598429535748726
YDL179W	0.8809006517874779
YDL180W	1.0026758527358288
YDL181W	0.9539842873176206
YDL182W	0.7972953251933649
YDL183C	1.0598928745333551
YDL184C	0.8733705772811918
YDL185W	
YDL186W	
YDL187C	
YDL188C	
YDL189W	
YDL190C	
YDL191W	
YDL192W	
YDL194W	
YDL197C	
YDL198C	0.7597708894878706
YDL199C	
YDL200C	
YDL201W	
YDL203C	
YDL204W	
YDL206W	1.061460010735373
YDL210W	
YDL211C	
YDL213C	
YDL214C	
YDL215C	
YDL216C	
YDL218W	
YDL219W	
YDL222C	
YDL223C	
YDL224C	
YDL225W	0.3483699343445778
YDL226C	
YDL227C	
YDL229W	
YDL230W	
YDL231C	
YDL232W	
YDL233W	
YDL234C	
YDL236W	
YDL237W	
YDL238C	
YDL239C	
YDL240W	
YDL241W	
YDL242W	
YDL243C	
YDR001C	0.04971966571458797
YDR003W	
YDR004W	
YDR005C	
YDR006C	
YDR007W	
YDR008C	
YDR009W	
YDR010C	
YDR011W	
YDR014W	
YDR015C	1.1369995695221697
YDR017C	
YDR018C	
YDR019C	
YDR020C	
YDR022C	
YDR024W	
YDR025W	
YDR026C	
YDR029W	0.7761732851985559
YDR030C	2.557364378532438
YDR031W	3.7305730042171694
YDR032C	1.117338421178154
YDR033W	1.1021505376344087
YDR034C	1.0123906705539358
YDR035W	2.5742994246931254
YDR036C	3.531247783216287
YDR042C	2.5688718044102754
YDR043C	1.2644920416584793
YDR046C	0.8936186414864454
YDR048C	
YDR049W	
YDR051C	
YDR055W	
YDR056C	
YDR057W	
YDR058C	
YDR059C	
YDR061W	
YDR063W	
YDR065W	2.4817588325652844
YDR066C	
YDR067C	
YDR068W	
YDR069C	
YDR070C	
YDR071C	
YDR072C	
YDR073W	
YDR074W	
YDR075W	
YDR076W	
YDR077W	
YDR078C	
YDR079W	
YDR080W	
YDR083W	
YDR084C	
YDR085C	
YDR089W	1.4602764624288516
YDR090C	
YDR092W	2.12109500805153
YDR093W	0.4478098029636868
YDR094W	
YDR095C	
YDR096W	
YDR097C	
YDR098C	
YDR099W	
YDR100W	
YDR101C	
YDR102C	
YDR103W	
YDR104C	1.4482012567035698
YDR105C	
YDR107C	
YDR108W	
YDR109C	
YDR110W	
YDR111C	
YDR112W	
YDR114C	
YDR115W	
YDR116C	
YDR117C	
YDR119W	0.7327064519132298
YDR120C	
YDR121W	
YDR122W	
YDR123C	
YDR124W	
YDR125C	
YDR126W	
YDR127W	
YDR128W	
YDR129C	
YDR130C	
YDR131C	
YDR132C	
YDR133C	
YDR135C	
YDR136C	
YDR137W	
YDR139C	
YDR140W	0.05939689308559245
YDR142C	
YDR143C	
YDR144C	
YDR146C	
YDR147W	
YDR148C	1.5091665523705027
YDR149C	
YDR150W	
YDR151C	
YDR152W	
YDR153C	
YDR154C	
YDR155C	
YDR156W	
YDR157W	
YDR158W	
YDR159W	
YDR161W	
YDR162C	
YDR163W	
YDR165W	
YDR169C	
YDR171W	
YDR173C	
YDR174W	
YDR175C	
YDR176W	
YDR178W	
YDR179C	1.6674886437378327
YDR179W-A	
YDR181C	
YDR183W	
YDR184C	
YDR185C	
YDR186C	
YDR191W	1.110362960112864
YDR192C	
YDR193W	
YDR194C	1.42478354978355
YDR195W	
YDR197W	
YDR198C	
YDR199W	1.4765320187837303
YDR200C	2.093205574912892
YDR202C	
YDR203W	
YDR204W	
YDR205W	
YDR206W	
YDR207C	
YDR209C	
YDR210W	
YDR213W	
YDR214W	
YDR215C	1.055394679277515
YDR216W	1.267155130732324
YDR217C	
YDR218C	
YDR219C	
YDR220C	
YDR221W	
YDR222W	
YDR223W	
YDR225W	
YDR226W	
YDR227W	0.031067831431959785
YDR229W	
YDR230W	
YDR231C	
YDR233C	0.9695068573096004
YDR234W	
YDR237W	
YDR239C	
YDR241W	
YDR242W	1.4198979591836736
YDR244W	
YDR245W	
YDR247W	
YDR248C	
YDR249C	
YDR250C	
YDR251W	
YDR252W	0.7391503151030795
YDR253C	
YDR254W	
YDR255C	0.19248939066378415
YDR256C	0.6875776397515528
YDR257C	1.1622496777641549
YDR258C	
YDR259C	
YDR260C	
YDR261C	
YDR262W	
YDR263C	1.197631886571892
YDR264C	1.8963509316770188
YDR265W	
YDR266C	
YDR268W	
YDR269C	2.6585163696643184
YDR270W	1.1740758834066114
YDR271C	2.882690511143734
YDR272W	
YDR273W	
YDR274C	
YDR275W	
YDR276C	
YDR277C	
YDR278C	
YDR279W	1.4910251296370165
YDR281C	
YDR282C	
YDR283C	
YDR284C	
YDR285W	1.1444931818598933
YDR286C	
YDR287W	
YDR289C	
YDR290W	1.708581799325901
YDR291W	
YDR293C	
YDR294C	
YDR295C	1.609552366673806
YDR296W	1.519451530612245
YDR297W	
YDR298C	
YDR300C	
YDR304C	1.2011954111635978
YDR305C	1.4463666310347085
YDR306C	1.219987021414666
YDR307W	1.2314610001087865
YDR309C	0.7622268066822815
YDR310C	1.1617157648218908
YDR312W	
YDR313C	1.19135590307613
YDR314C	1.5541571319603358
YDR315C	2.4079738786733116
YDR316W	
YDR317W	1.0645286511989012
YDR318W	1.2395194053072869
YDR319C	
YDR320C	
YDR321W	
YDR322W	
YDR323C	
YDR326C	1.404845154845155
YDR329C	1.1209214273214656
YDR330W	
YDR332W	1.4560248982882427
YDR333C	
YDR334W	1.2326571922574117
YDR335W	1.5212215320910973
YDR336W	0.9943033001571504
YDR337W	
YDR338C	1.1393552598179644
YDR340W	0.22464548134974494
YDR344C	0.47676494716016027
YDR345C	
YDR346C	
YDR347W	
YDR348C	
YDR349C	
YDR350C	
YDR351W	
YDR352W	
YDR354W	1.2352552420243128
YDR357C	1.1842455242966754
YDR358W	0.8157547004600959
YDR359C	
YDR360W	
YDR363W	
YDR363W-A	
YDR364C	0.12362637362637363
YDR368W	
YDR369C	
YDR370C	
YDR371W	
YDR372C	1.1550266443218409
YDR374C	1.0377816871910865
YDR375C	1.2368370049744817
YDR377W	
YDR378C	0.025594266884217936
YDR379W	
YDR380W	
YDR382W	
YDR383C	
YDR384C	
YDR385W	
YDR386W	
YDR387C	
YDR388W	
YDR389W	0.6515373352855052
YDR391C	1.1777880479220733
YDR392W	
YDR393W	
YDR395W	
YDR399W	
YDR400W	
YDR401W	
YDR402C	
YDR403W	
YDR405W	1.2759551495016612
YDR406W	
YDR408C	1.8769812418205614
YDR409W	1.0563293262016982
YDR410C	
YDR411C	
YDR414C	
YDR415C	
YDR418W	0.048701298701298704
YDR419W	
YDR420W	
YDR421W	
YDR422C	
YDR423C	
YDR424C	0.735719717174927
YDR425W	0.6712104750277221
YDR426C	0.719905542125526
YDR428C	
YDR430C	0.7694076677946056
YDR431W	0.6433921131370676
YDR432W	
YDR433W	0.04796578825705039
YDR435C	0.8566918354089978
YDR436W	0.7697469108345082
YDR438W	0.7767109462371458
YDR439W	
YDR440W	0.7065220479196378
YDR441C	0.6470233479796674
YDR442W	
YDR443C	
YDR444W	1.68442515127598
YDR445C	
YDR446W	0.904477735932654
YDR447C	0.36854328870857134
YDR448W	
YDR450W	0.03797105602521852
YDR451C	0.6925162081769676
YDR452W	0.7812554569139537
YDR453C	0.62975729278523
YDR455C	0.7033094904000822
YDR456W	
YDR457W	0.20863194776238256
YDR458C	0.7613648619499569
YDR459C	0.7066278626096976
YDR461W	1.0718113612004287
YDR462W	
YDR463W	0.7907762149198211
YDR465C	0.5795574288724974
YDR466W	0.6683927777080744
YDR467C	0.7884305294275733
YDR469W	0.5360859673749939
YDR470C	
YDR471W	0.6997686615069704
YDR475C	0.6220583070884371
YDR476C	0.6651954602774275
YDR477W	
YDR479C	0.7752381593563807
YDR480W	0.9313159880972004
YDR481C	0.6141483116126077
YDR482C	0.5743648235006577
YDR483W	0.7314125591803399
YDR484W	0.5524079320113314
YDR485C	0.8347667357040053
YDR486C	
YDR488C	0.755279485428051
YDR490C	0.8267528036091198
YDR491C	0.6352373312490145
YDR492W	0.49214271835227824
YDR493W	1.4514866979655714
YDR494W	0.5962823336194991
YDR495C	0.08490217792543374
YDR496C	
YDR497C	
YDR500C	
YDR501W	
YDR502C	
YDR503C	0.6161379476087478
YDR504C	0.8449348290671236
