orf	hap a | growth (spot assay) | visible light [35 W/m2] | YPD | Molin M~Blomberg A, 2020
YAL002W	-0.5004300292702781
YAL004W	0.2810468989609829
YAL005C	-0.14975026162459049
YAL007C	-0.20036084379200267
YAL008W	-0.6461370973584841
YAL009W	1.8361028836354234
YAL010C	0.9611309950845236
YAL011W	0.01996005139616696
YAL012W	
YAL013W	0.26809021416199436
YAL014C	-0.0905688566205834
YAL015C	0.6304713830170084
YAL016W	
YAL017W	0.663450908549672
YAL018C	0.09082314805494968
YAL019W	0.07626698931466332
YAL020C	0.13328929344184245
YAL021C	-0.023107200426419908
YAL022C	0.33010270789340934
YAL023C	-0.08068470648369387
YAL024C	6.5642529167220305
YAL026C	-0.21091855039934462
YAL027W	-0.10980322641020517
YAL028W	-0.13512376624874145
YAL029C	-0.09117380604999259
YAL030W	0.2678020819578013
YAL031C	0.28288219683770266
YAL034C	0.6863157409151717
YAL035W	
YAL036C	-0.8435233194496309
YAL037W	0.0034896665898455394
YAL039C	
YAL040C	0.027595246036245427
YAL042C-A	0.030504483139180024
YAL042W	-0.11482460265475436
YAL044C	1.337084445418421
YAL045C	-0.0791731159552989
YAL046C	0.01667708600333085
YAL048C	2.902772783508266
YAL049C	-0.12972966201444333
YAL051W	-0.5907040072561173
YAL053W	-0.27077432491160175
YAL054C	0.30250750741312055
YAL055W	0.2584563578054585
YAL056C-A	-0.7331962171846935
YAL056W	-1.1724544885404369
YAL058W	-0.15043393089048765
YAL059W	-0.12076678191285745
YAL060W	-0.15903662968272894
YAL061W	-0.23727062409809832
YAL062W	-0.024089541602270784
YAL064C-A	-0.07011286990929781
YAL065C	0.30678163473315023
YAL066W	0.6886312865433105
YAL067C	-0.022682158339317544
YAL068C	-0.28136229227638193
YAR002C-A	0.3540825747556958
YAR002W	0.06251448712011011
YAR003W	-0.9329988781203896
YAR014C	-0.262945259739201
YAR015W	0.7502716338486412
YAR018C	-0.25905259508215966
YAR020C	0.15098048795095592
YAR023C	-0.009098310407578719
YAR027W	0.26757055818317205
YAR028W	-0.026265514155456932
YAR029W	0.20244786453892788
YAR030C	-0.11861362117182768
YAR031W	0.6275159327468275
YAR035W	-0.06759877392462751
YAR042W	0.12400251736556249
YAR047C	0.7687948680254592
YAR050W	-0.7066115274387059
YBL001C	1.22406586886872
YBL002W	-0.40203538417023343
YBL003C	
YBL005W	-0.05206028318879894
YBL006C	-1.5680672039386674
YBL007C	0.521595626943891
YBL008W	0.6073544900974902
YBL009W	0.6391981749778568
YBL010C	0.6778385140013886
YBL011W	0.3727975006654323
