orf	hom | chronological lifespan | time [1 week] | Powers RW 3rd~Fields S, 2006	hom | chronological lifespan | time [2 weeks] | Powers RW 3rd~Fields S, 2006	hom | chronological lifespan | time [5 weeks] | Powers RW 3rd~Fields S, 2006	hom | chronological lifespan | time [7 weeks] | Powers RW 3rd~Fields S, 2006
YER081W	1.784992546	3.02026404	1.876341164	1.454200581
YER083C	1.957383504	2.629537254	1.006900376	0.521351555
YER084W	1.715108821	0.630736641	2.057297151	0.744868901
YER085C	2.041748865	1.831145595	2.99762717	0.382898138
YER086W	0.002586926	0.010866419	0.009647562	0.028899533
YER087C-B	1.22196234	0.827043448	0.827088706	0.17104648
YER087W	0.007942675	0.022723218	0.013331949	0.122487216
YER088C	0.487201584	0.201036913	0.046048759	0.771768081
YER089C	1.561978941	0.861204329	4.098935812	-0.027757321
YER090W	0.003946518	0.00153089	-0.008176392	-0.26805345
YER091C	0.003026582	-0.005479262	0.005205523	-0.442522863
YER091C-A	1.2341102	3.728811123	4.852029326	95.75130012
YER092W	0.47887955	0.232566448	0.056619874	0.056074328
YER093C-A	1.952843878	1.417063208	0.304471983	0.39399283
YER095W	0.437752532	0.168410149	0.023840096	0.397744381
YER096W	1.676119236	1.08234554	0.83901288	4.497635973
YER097W	1.693071823	1.607958546	1.080406451	1.397134664
YER098W	1.591250104	1.352768042	0.454095747	2.628319665
YER101C	0.876213566	3.042273678	1.351417549	1.885019064
YER103W	1.368478005	1.64744499	0.460118535	-0.046269254
YER106W	1.980942625	3.205603403	2.837227732	1.058846139
YER110C	0.341373847	0.171770669	0.024930262	0.018349443
YER111C	0.004716489	0.043264681	0.007651879	-0.004254641
YER113C	0.849913622	2.306432785	1.617712402	0.422730029
YER114C	1.121760308	1.867687134	1.654677522	0.149971794
YER115C	1.144009349	1.881916921	0.371931018	0.075313074
YER116C	0.021356546	0.022514953	0.010194924	-0.044793539
YER117W	0.726737656	1.747354197	0.774799108	0.220464903
YER118C	0.82690426	1.7201207	1.169517572	0.656771332
YER119C	1.954660423	1.534206081	3.459751039	0.840752417
YER119C-A	1.16355441	0.204558442	0.011908997	0.299638527
YER120W	1.615520097	0.352126141	1.812084259	0.494287868
YER121W	1.583181645	1.730817825	2.950840045	0.686895792
YER122C	0.007443839	0.041272481	0.008550129	0.355350433
YER123W	0.31776288	0.248680928	0.010910933	0.221334902
YER124C	1.489796377	1.2900797	1.669062409	0.702202759
YER128W	1.060338331	1.501285911	1.007801987	0.255750545
YER129W	0.861559782	0.234629217	0.125386296	0.173494695
YER130C	0.869074186	0.733633866	0.32294003	0.382476173
YER131W	0.187366279	0.270033981	0.220415619	-0.099360443
YER132C	1.652883888	3.587787863	4.089161874	6.195987776
YER134C	2.005599334	2.554908182	4.366111192	1.272582458
YER135C	1.882181603	1.737733201	3.266287173	0.58710705
YER137C	2.235341907	3.9014341	3.849274948	4.11772887
YER139C	1.285722936	0.551867301	0.103992539	0.334768609
YER140W	2.164344505	1.562657446	3.062403634	0.602836706
YER141W	0.007644562	0.02229478	0.010979494	1.056618849
YER142C	1.423564268	1.251927762	1.873518012	0.535647501
YER143W	1.033586119	1.201881502	1.375174014	0.477661837
YER144C	2.002601495	1.314411707	1.744774262	4.17699846
YER145C	0.361120264	0.300473664	0.013456124	0.829878842
YER149C	0.843934235	0.897691698	2.257758299	0.557314062
YER150W	0.770381381	1.544938202	1.009488192	0.158315443
YER151C	0.177624877	0.133940659	0.050727954	-0.058560898
YER152C	1.850660292	1.839150006	3.099974182	0.529195921
YER153C	2.070880158	1.895796184	4.892750876	0.669603476
YER154W	2.029106282	2.040224382	2.898621584	1.216063982
YER155C	0.814716982	0.528970094	0.019757722	0.403810771
YER156C	0.79599716	1.494114133	1.21561887	2.891257148
YER158C	1.136397172	1.137987646	1.53324355	0.700163124
YER161C	1.2796076	0.346012994	0.035556805	0.223455047
YER162C	0.820140911	0.834769428	1.414478412	0.205640414
YER163C	0.707381145	1.309390422	1.152132399	0.780256124
YER164W	0.33801882	0.239279821	0.029887722	0.052717999
YER166W	0.564659878	0.858279564	0.126720477	-0.13705898
YER167W	1.513451834	1.412867388	0.580153188	-0.048936756
YER169W	1.813499678	1.433396507	2.621469292	0.150742772
YER170W	2.025092296	2.083521434	5.387766058	1.862115884
YER173W	1.659311065	1.334766256	3.486425735	1.551635822
YER174C	1.586853086	1.864709918	3.401102372	0.44234448
YER175C	1.388458623	1.484933859	2.654474324	0.321587381
YER176W	1.144664245	1.44281394	2.301747448	0.574230683
YER177W	0.766171668	1.855557694	2.698236953	0.664851012
YER178W	0.994366792	1.258877614	1.653698681	0.36157681
YER179W	1.427137005	1.240077712	2.279888953	0.575923396
YER180C	1.028205178	1.087914436	1.906003828	0.152284697
YER181C	0.859902412	1.393309848	1.424776307	0.910624656
YER182W	1.363341563	1.529743714	1.918161599	0.142829938
YER183C	1.414790325	1.441492237	2.535584776	1.02919779
YER184C	1.939313416	1.487369093	2.972477134	0.945426083
YER185W	2.061425644	1.833904179	3.355977395	0.754450059
YER186C	1.927059774	1.713008951	3.893775325	1.53269866
YER187W	1.332385658	1.474804255	2.597538626	0.367614067
YER188W	1.628625944	0.832345418	0.450448859	4.088821949
YFL001W	0.0423552	0.038419835	0.012952103	0.36130776
YFL003C	1.173596041	0.699662209	2.317182467	0.056179359
YFL004W	1.258922982	0.812689349	2.966229867	-0.019375459
YFL007W	1.3447801414999998	0.7288525939999999	2.701983231	0.2398576285
YFL010C	1.30483369	0.57861057	1.879363559	0.167376159
YFL010W-A	0.998367063	0.46549887	2.06124059	-0.241372394
YFL011W	1.222607929	0.94293326	1.871428398	0.31334877
YFL012W	1.431831219	0.691773825	3.319921885	0.336087552
YFL012W-A	0.171101439	0.095249685	0.117451689	0.212532003
YFL013C	0.298701263	0.083259317	0.046067564	-0.450694749
YFL014W	1.383343144	3.069722669	2.033026703	0.181193391
YFL015C	1.011420574	0.674829537	0.787430557	-0.196387631
YFL016C	-0.002203943	-0.008112593	-0.010698393	-0.841084577
YFL018C	0.74745808	0.008219236	0.035143135	-0.42791881
YFL019C	1.599101882	2.44446613	1.291178568	0.19580969
YFL020C	0.609592394	0.818822794	0.871203986	-0.506467728
YFL021W	2.074712435	2.601629115	2.338602381	0.196732464
YFL023W	0.323396275	0.125498735	0.147310973	0.228157601
YFL025C	1.863468639	3.376778088	4.928543998	0.340650522
YFL027C	2.005367836	1.998120886	1.758994968	0.316090237
YFL028C	1.968101074	2.53792496	1.014869009	0.326643842
YFL030W	1.544045496	1.398050925	0.686873826	0.483585999
YFL031W	0.811299198	0.56743001	1.039183047	0.750665503
YFL032W	0.721052011	0.596009456	0.972806487	0.760804505
YFL033C	0.549682478	0.2375515815	0.18917741300000002	-0.257485151
YFL034C-A	1.4880392695	0.9182589215	1.011280509	2.5808543035000002
YFL034W	1.074117555	0.742122213	1.307153284	0.480878995
YFL036W	0.96830296	0.654882665	1.101800844	0.250731892
YFL040W	0.645393003	0.596958721	0.90280183	-0.4546659
YFL041W	1.792251848	2.252240452	0.874441996	-0.109164821
YFL042C	1.3364248490000001	1.6139633845	1.9985208105	1.3683135675
YFL044C	2.097922157	1.444171038	1.752765564	0.277225227
YFL046W	2.17160851	1.965409642	1.466157659	0.411972662
YFL047W	1.718191671	1.73295892	1.631518382	0.257112686
YFL048C	1.281162948	0.929995681	0.228615372	0.414281764
YFL049W	0.569374015	0.321208302	0.473789472	0.103563075
YFL050C	1.339053818	0.890376345	1.884361014	1.249083496
YFL051C	0.946997656	0.669717731	0.685117327	-0.149720457
YFL052W	0.901894591	0.85726222	1.52496691	0.073034538
YFL053W	0.813699184	0.637727397	1.464398558	-0.243702742
YFL054C	0.316718549	0.260703586	0.763456202	-0.434764735
YFL055W	1.930966853	4.338436842	4.079586471	0.978077877
YFL063W	1.027127691	0.526747706	3.077734832	0.132941454
YFR001W	0.175114979	0.329533464	0.336986954	2.163702589
YFR006W	2.126184942	2.438832972	2.697195211	0.941981257
YFR007W	0.652894485	0.510794344	0.589816245	0.885085128
YFR008W	0.755868962	0.860986537	0.94687937	0.999915878
YFR009W	0.953722247	3.566747038	2.84304632	0.868699711
YFR010W	0.046971976	0.010461778	0.016912683	0.192810829
YFR011C	0.828202924	0.815749437	0.304468991	-0.103340658
YFR012W	0.864532986	0.677996394	0.410524981	-0.020198568
YFR013W	1.556700927	2.649272746	1.171685917	0.288160743
YFR014C	1.051524275	0.88186016	1.623379412	-0.067524718
YFR015C	0.698422132	0.766479	1.313410448	-0.178101583
YFR016C	0.486284165	1.194893025	1.581470761	-0.302337752
YFR017C	1.162773181	4.503733588	4.284852071	0.664999511
YFR018C	1.642468619	1.742847287	0.240268024	0.040155313
YFR019W	0.004462393	0.009219697	0.011538921	0.726510436
YFR020W	1.446829743	3.487815349	4.739617587	0.653746944
YFR021W	1.825289241	0.043685728	0.026769164	0.219234313
YFR022W	1.057530624	2.038936255	1.352335233	0.179631202
YFR023W	0.862114941	1.749199766	2.108066645	0.251320854
YFR024C-A	0.9121850725	1.8019573869999999	1.117806117	0.23910712599999998
YFR025C	0.657199629	2.163689293	1.23651321	0.963898842
YFR026C	0.771024625	0.74416947	0.975493142	-0.087224936
YFR030W	0.004180188	0.039829016	0.028153807	0.147045127
YFR031C-A	0.208659786	0.189399723	0.467789521	-0.205880012
YFR032C	1.235807727	0.862311747	0.424427047	3.357187654
YFR032C-A	0.475923774	0.255960214	0.109527887	5.055658167
YFR033C	0.057460336	0.035920436	0.019563583	1.989762245
YFR034C	0.010685785	0.033024563	0.019348682	2.057862874
YFR035C	0.396598869	0.408880018	0.208649604	1.624557827
YFR036W	0.911889363	0.704205376	0.196401713	0.757860712
YFR038W	0.533218564	1.052908988	0.461954867	4.26289055
YFR039C	1.065116996	1.181137327	2.747337044	0.497249361
YFR040W	0.994931738	0.419015063	0.332845096	0.109409163
YFR041C	1.576431801	1.294815847	2.002084995	12.04169982
YFR043C	0.902375806	0.704075787	0.534200048	2.198090297
YFR044C	1.251271843	0.840312168	0.067274562	3.207700849
YFR045W	1.088866499	0.784416316	0.344556816	3.163763837
YFR046C	1.192829016	1.006595429	0.321666664	4.295658688
YFR047C	0.964365651	1.005514023	0.141254417	2.860377408
YFR048W	0.374695228	0.072727801	0.025024551	2.489663685
YFR049W	1.036138651	0.844647354	0.449813975	3.976984697
YFR053C	0.915285137	0.776815881	0.492314497	5.562966567
YFR054C	0.969088016	0.512205431	0.451736105	3.884569796
YFR055W	0.594025022	0.890021469	0.081201171	0.731980706
YFR056C	0.983127069	2.230914089	0.980380632	1.305752817
YFR057W	1.3900447	1.241060928	0.705003522	2.879338919
YGL002W	0.571869486	1.069070047	0.469992152	0.502565898
YGL003C	0.144205104	0.17449174	0.018995319	-0.341121049
YGL004C	1.063479922	1.733823624	1.151698217	0.184449368
YGL005C	0.063317045	0.044550484	0.024544279	-0.662556087
YGL006W	0.825710432	0.798740194	1.408265249	0.197253357
YGL007W	0.52006768	0.300194621	0.83571288	0.563375933
YGL009C	2.267188758	1.560859688	2.710580744	0.214896422
YGL010W	1.31387023	1.108271373	0.835409465	0.045817485
YGL012W	0.38483894	0.24889368	0.296799104	0.033753822
YGL013C	1.326478884	0.815950023	1.377686495	0.511208828
YGL014W	0.220977946	0.257623886	0.597915119	0.700918621
YGL015C	1.126145422	0.885483948	2.223165349	0.375906856
YGL016W	0.392597247	0.184453144	0.42668127	0.252090209
YGL017W	0.96268633	0.626959514	3.226494051	0.093145696
YGL019W	0.309233907	0.074546409	-0.003012762	-0.310378814
YGL020C	0.617298047	0.107278135	0.027245159	-0.067743666
YGL021W	0.664824524	0.472924722	2.077375047	0.420098046
YGL023C	1.646716429	1.033677223	1.636214067	-0.024485519
YGL025C	0.02506336	-0.009711897	-0.008588307	-0.641223714
YGL026C	0.522676222	0.297807644	0.739602888	0.382219786
YGL027C	1.984159015	1.856957212	4.132752869	0.868506601
YGL028C	2.00522932	1.719113739	3.685110239	0.859257838
YGL031C	0.360495282	0.263212896	0.746666522	0.763416944
YGL032C	1.647689977	1.190758958	1.563705176	0.457033929
YGL033W	1.696354512	1.4535371	5.069342377	8.752537313
YGL034C	1.530899497	1.348491117	1.790925427	0.763972228
YGL035C	0.574391659	0.66279902	0.416120185	-0.104088982
YGL036W	0.963036909	0.2845459	0.077406216	-0.23657247
YGL037C	1.241410476	0.686221631	0.519288729	-0.187317446
YGL038C	0.001345964	-0.004323268	0.006289682	-0.147105801
YGL039W	1.625036806	1.198081123	1.932511349	0.391806479
YGL041C	1.780383161	0.814232477	1.085610636	0.313980083
YGL042C	0.253623922	0.096495297	0.133254689	-0.172224108
YGL043W	0.305988281	0.025763662	0.027254928	0.108308428
YGL045W	0.438632688	0.2364884075	0.5805760560000001	-0.0703614105
YGL049C	0.949093302	1.353800401	3.514003722	0.290148782
YGL050W	0.6850649	0.790635866	1.271433003	-0.463924235
YGL051W	0.714027097	1.15436486	0.794164973	-1.61472436
YGL053W	1.241075732	2.233129823	2.839447344	0.140936708
YGL054C	0.783302285	0.248755048	0.330175083	0.395958099
YGL056C	1.671614452	1.594169408	0.399489337	0.54862166
YGL057C	1.138517939	1.462946356	5.930980427	4.749958985
YGL058W	0.07028577	0.024545663	0.013539977	0.666558619
YGL059W	2.208883683	1.359380634	2.068182294	0.561011766
YGL060W	2.331959837	1.650840778	1.889309141	0.520911741
YGL062W	1.627959787	0.636577787	0.049636349	0.281757787
YGL063W	1.569899537	1.509911503	4.013409293	1.704404159
YGL064C	0.006672221	0.020443506	0.002670452	0.261971629
YGL066W	0.069040761	0.025464671	0.009563608	0.071290362
YGL067W	1.165430181	0.802331928	0.196235715	0.173839089
YGL070C	0.005762245	0.011429028	0.004352257	-0.14286563
YGL071W	0.224913659	0.025006212	0.004621202	0.571220291
YGL072C	0.191798291	0.035585413	0.021190083	-0.62474457
YGL076C	1.520765084	1.341520902	4.488193149	3.223801453
YGL077C	1.176927781	1.404886008	3.191898914	0.544931346
YGL078C	0.604846868	0.280475362	1.213684205	0.663213771
YGL079W	2.198264493	1.97835201	5.730520987	3.138533674
YGL080W	1.804703161	0.083300657	0.227243964	0.300041468
YGL081W	1.544658487	1.161697359	3.87593927	3.900499757
YGL082W	2.067112591	1.503344864	1.483196766	0.564994986
YGL083W	1.418828362	1.209292914	6.376065689	4.841581415
YGL084C	1.44434877	0.921542637	0.617697666	0.394005804
YGL085W	1.575155883	0.787964558	0.554337487	0.273182184
YGL086W	1.073631966	0.36702533	0.136949383	0.17083173
YGL087C	0.986047116	0.533125476	0.200392814	0.230624135
YGL088W	0.400122741	0.184656525	0.526043089	0.379553981
YGL089C	0.939380033	0.654164575	0.270903942	0.336581224
YGL090W	1.224263054	0.700469814	0.654392042	-0.18121955
YGL094C	0.826616149	0.455183018	0.234043605	-0.069463822
YGL095C	0.00617449	0.005023517	0.001921014	-0.274678613
YGL096W	1.070472366	0.469047267	1.946058336	0.204441267
YGL101W	1.357216959	1.670338997	4.359137718	1.144394374
YGL104C	0.96131321	0.765672295	0.105397417	0.445690544
YGL105W	0.236425465	0.405654692	0.156237005	0.787067
YGL107C	0.0080975	0.075334568	0.013844908	0.173069069
YGL108C	1.24273858	1.256218332	3.330418519	0.842457327
YGL109W	1.132601981	1.387372936	2.390650164	0.681575461
YGL110C	1.069967103	1.03747008	1.407606491	0.017797639
YGL114W	0.545276194	0.930764764	1.119613774	-0.120829169
YGL115W	0.008536688	0.00272587	0.014119368	0.138247453
YGL117W	1.728491091	1.151450048	1.092028701	0.116162177
YGL118C	1.264262606	3.848768064	2.805801531	1.182204991
YGL121C	1.59183088	2.737032203	2.447301184	0.133929384
YGL124C	0.624273327	0.043999469	0.012373832	0.122631699
YGL125W	0.005298836	0.015166851	0.008626262	-0.229086045
YGL126W	0.901471876	0.290380073	0.12813364	-0.058981099
YGL127C	0.062686449	0.036618879	0.024777355	-0.051754019
YGL129C	0.005665784	0.013119898	0.008070529	-0.102468369
YGL131C	0.882079078	1.846501125	2.540930915	1.194256036
YGL132W	0.756949388	1.338637434	2.43524542	0.875611836
YGL133W	0.740722573	1.149598304	1.7550547	4.645497249
YGL135W	0.005327092	0.000390192	0.003753416	0.216049312
YGL136C	0.940306216	0.529177057	1.276278229	-0.089738751
YGL138C	1.798360092	3.055530238	2.87742995	-1.317330359
YGL139W	0.979389087	3.601371149	5.39757536	7.80321946
YGL140C	1.194253109	2.765757884	4.085754997	1.132601007
YGL141W	0.785632867	1.368357623	1.059148314	-0.833510284
YGL143C	0.004590698	0.007300381	0.008604916	-0.862827956
YGL144C	0.981090044	1.300923433	1.002572126	-0.783758333
YGL146C	0.867905248	1.841922567	1.98353516	-0.130068577
YGL147C	0.383656538	0.200710062	0.01633404	-0.617447771
YGL148W	0.482891845	1.222298026	1.625735903	1.471633378
YGL149W	0.557894636	1.624242025	0.181073684	-1.904232266
YGL151W	0.758731833	0.109583959	0.211142834	-0.058282083
YGL152C	0.909230764	0.427804625	0.517857392	0.591639406
YGL153W	0.992064485	0.582936171	0.056629418	1.6423603
YGL154C	0.027106169	-0.00309896	-0.002052735	1.03255745
YGL156W	1.11045831	1.919583004	4.18033476	3.12549658
YGL157W	1.164946949	1.467732173	3.316418416	-0.144403362
YGL158W	1.06299012	1.354377983	3.478958042	0.071805822
YGL159W	0.987185208	1.174141941	2.745335308	-0.353191912
YGL160W	0.910311863	1.122974877	3.02230787	-0.457834358
YGL161C	1.176828642	0.784820619	1.808959117	-0.274351979
YGL162W	0.935450527	0.894115641	1.271611925	-0.144264464
YGL163C	0.295710158	0.179486079	0.134693595	-0.793057693
YGL164C	1.22672049	2.770526047	4.510347976	0.146170616
YGL165C	2.004502998	1.845297609	5.208100187	2.095126802
YGL166W	1.836728977	1.454763766	3.770028573	1.170466962
YGL167C	0.147520936	0.076165007	0.013768706	-0.491397299
YGL168W	0.007506591	0.040077753	0.006044704	-0.612425177
YGL170C	1.798510745	1.831383848	3.4666151	2.355070018
YGL175C	0.952997123	1.14387483	2.260825993	-0.155000864
YGL176C	0.949222656	1.157386566	2.855063767	-0.38660682
YGL177W	0.811911338	1.094350041	1.177297449	-0.397657054
YGL179C	0.774340476	0.953059935	1.475976381	-0.580772025
YGL180W	0.749588408	0.021534559	0.002829647	-0.325015647
YGL181W	0.668778312	1.473115584	2.500669967	0.401568395
YGL194C	0.347375097	0.130741398	0.006769572	-0.563282376
YGL195W	1.145465912	5.251094769	7.656273032	0.179220058
YGL196W	2.15817159	2.027929226	4.837669075	0.477178835
YGL197W	2.613757659	10.43196908	8.790219481	20.79216198
YGL198W	2.09157937	1.759098023	3.564494048	1.075459537
YGL199C	1.572425853	0.7914611469999999	1.910841259	0.8711502259999999
YGL200C	1.532283887	0.886589455	0.099648331	0.753301498
YGL202W	2.013448	2.28255474	1.023916947	0.364784634
YGL203C	2.049094079	2.894133719	3.189004651	15.68202968
YGL205W	1.266844823	0.672599846	0.386450131	0.327655111
YGL206C	0.007713213	0.018265649	0.010291154	-0.268455804
YGL208W	1.876344482	0.649366459	0.174254238	0.177495438
YGL209W	1.489377169	1.005610606	1.309841768	-0.322507243
YGL210W	0.592327283	0.593518303	0.43774356	-0.500167218
YGL211W	1.014473291	0.537184536	0.830453902	1.210630765
YGL212W	1.097335139	0.008702727	0.070047359	0.105016644
YGL213C	2.079896236	2.041882866	4.094785036	2.1559009
YGL214W	1.6619427464999998	1.337689404	3.485310052	1.388299506
YGL215W	1.541330606	1.031864451	1.169303397	0.554319556
YGL216W	2.078847313	1.388320191	1.970068051	0.895896406
YGL217C	1.6061921145	0.9225990584999999	1.646492398	0.2710994175
YGL218W	0.6779335795	0.2510861145	0.518608	0.160272848
YGL219C	0.30001654	0.103992563	0.039409425	0.101897506
YGL220W	0.843558166	0.667916706	0.371394006	0.324651548
YGL221C	1.26509367	0.62456185	0.204167825	0.307747349
YGL222C	1.591060214	0.746918942	1.484990927	0.347820056
YGL223C	0.005278505	0.022074125	0.014260605	-0.104214788
YGL224C	1.089722951	0.824005631	0.837714118	-0.10330269
YGL226C-A	0.914003195	0.32316781	0.138105027	-0.320770234
YGL226W	0.685740201	0.622730742	0.534577466	-0.451318358
YGL227W	1.541956987	0.155260211	0.033306188	0.062697614
YGL228W	1.57580754	1.563094611	3.18024789	0.174817409
YGL229C	2.146635113	2.237677693	4.752174092	0.831398204
YGL230C	2.070162757	1.850214238	4.76224101	1.11194133
YGL231C	1.134608012	0.826131821	3.333362762	1.30737413
YGL232W	0.606101679	0.314748197	0.033475698	0.682725687
YGL234W	0.005156721	0.017764362	0.014613301	-0.169624577
YGL235W	0.5386696035	0.35658744200000003	0.1092011165	0.34661865000000003
YGL236C	0.009081351	0.025490961	0.016921958	0.577059898
YGL237C	0.2156411	0.128992526	0.021435874	0.061443872
YGL240W	0.001694433	0.011831276	0.011233338	-0.224581197
YGL241W	0.892879686	0.683309224	0.481749556	-0.085337805
YGL242C	0.52871688	0.373922852	0.106536397	-0.445161416
YGL243W	1.261402854	2.514697472	5.267197519	1.287341647
YGL244W	0.110341599	0.022933231	0.016607409	-0.075896052
YGL246C	0.02223295	0.080000106	0.033221436	0.431180388
YGL248W	1.979537202	3.768822481	4.643997615	1.932239923
YGL249W	1.238464175	2.120690463	4.60742711	1.360572893
YGL250W	0.067867417	0.095578872	0.153628845	0.573567893
YGL251C	0.005898551	0.18312962	0.019308764	0.001071732
YGL252C	0.896780595	0.519102116	0.979819376	15.56666473
YGL253W	0.001315543	0.021230017	0.018671627	-0.050535313
YGL254W	0.981747637	1.620781377	1.288142602	0.733128101
YGL255W	0.883536957	0.807701211	1.371168367	1.311102628
YGL256W	0.504478926	0.93336875	0.403616581	-0.568210892
YGL257C	2.061439829	1.308146157	2.194618714	1.74271037
YGL258W	1.304556766	0.911330163	1.061365898	1.88414369
YGL259W	1.442867939	0.940576191	1.187623856	1.009117583
YGL260W	1.071615512	0.78790651	1.34019864	0.178122059
YGL261C	1.082831183	0.707517938	1.098772749	0.052909179
YGL262W	0.815531261	0.705959539	0.96697571	0.094407414
YGL263W	0.92656498	0.702810833	0.638591391	0.017146567
YGR001C	0.591462777	0.630427391	0.969774237	0.304778407
YGR003W	0.416403607	0.838227965	0.818316097	-0.487703057
YGR004W	0.48913196	0.699821496	0.775761825	0.449358209
YGR006W	0.011489392	0.042909806	-0.001421006	0.885811463
YGR007W	1.723763332	1.177949785	2.411561437	0.557123447
YGR008C	1.213229416	1.2363066	1.362064745	0.748584652
YGR010W	1.705740442	0.930281242	0.757243134	0.530379583
YGR011W	1.2593143709999999	0.949601307	1.71427552	0.18319197399999998
YGR012W	0.881770938	1.104753782	1.914736488	1.586882317
YGR014W	0.745206119	0.984717407	1.821685323	0.138436756
YGR015C	0.8070988	1.080493819	1.471740222	0.25709196
YGR016W	0.567342585	1.005575194	1.456678218	2.118813424
YGR017W	0.662055426	0.913481728	1.215373818	1.377698647
YGR018C	0.9181350845	0.5953900835	1.1465176835	0.468177218
YGR019W	0.519364414	1.021394334	1.014155021	-0.211233481
YGR020C	0.000745793	-0.017768991	-0.012119231	-0.738190483
YGR021W	0.753704988	0.948271939	2.942988887	1.186663719
YGR022C	0.8059974605	0.587207254	0.53314626	0.027402795
YGR023W	1.481058389	0.844827161	1.193707631	0.616079206
YGR025W	0.8230156685000001	0.5635796085	1.0641383855	-0.1954875845
YGR026W	1.809406428	1.365142366	1.638411554	1.00587239
YGR027C	2.028067458	5.008797218	6.195165225	23.62046493
YGR028W	1.362348161	0.806745292	1.48812103	0.16950523
YGR031W	1.715164822	1.709766373	2.660139547	2.788876615
YGR032W	1.535541449	0.914729956	1.196580451	0.0931605
YGR033C	1.593178456	1.594921842	2.664473209	2.477883314
YGR034W	1.254993838	1.31373399	0.924555628	2.180331135
YGR035C	1.060621274	0.806261032	0.134403641	0.055526312
YGR036C	0.000760813	0.025275152	0.011681213	-0.075626005
YGR037C	0.754022587	0.505580273	0.522208901	4.986395578
YGR038W	0.941763149	1.199724214	1.250765663	0.186035712
YGR039W	1.318419616	0.827122665	1.4119398	1.449956264
YGR040W	0.748467199	1.283827933	1.756098304	0.01654219
YGR041W	0.785000792	1.143414348	0.943869029	0.420743417
YGR042W	1.708992606	2.692168706	2.908135167	2.985066605
YGR043C	1.657582455	3.452679797	5.115822483	10.5998563
YGR044C	1.957689878	3.218444143	3.910718054	11.0994976
YGR045C	1.78133502	2.868252152	3.659854521	6.505546775
YGR049W	1.515474871	1.636642697	1.521140877	1.869277336
YGR050C	1.6546012	1.93298006	2.880506936	-0.060475601
YGR051C	1.467364447	1.557557323	1.704774733	1.898719846
YGR052W	1.286930648	1.918115665	0.481158011	0.423822027
YGR053C	1.724821108	1.355676138	2.947380188	0.441595134
YGR054W	1.189915475	1.167158437	2.650137466	11.17321845
YGR055W	1.258823601	1.249998278	1.079409813	3.700494679
YGR056W	0.133922141	0.069530602	0.004609582	0.417471099
YGR057C	1.413878048	2.986176102	2.43242433	34.78170722
YGR058W	0.419102962	0.604556804	0.35737318	0.13005629
YGR059W	1.401011599	1.839374578	3.477574242	7.175225184
YGR061C	-0.000280231	0.005216052	0.000964024	-0.040164581
YGR062C	0.006570884	0.02142252	0.008610659	0.254776751
YGR063C	0.730495996	0.187069081	0.066417043	0.299520016
YGR064W	0.391043925	0.311280783	0.015160546	0.551525208
YGR066C	0.936629826	1.786125299	1.572232114	2.27230217
YGR067C	1.181685317	2.093344093	1.322486627	2.113773928
YGR068C	1.340822166	1.130888945	0.862077715	1.764996134
YGR069W	0.676809664	0.849981116	0.630689063	0.624228333
YGR070W	0.673569851	1.158127354	1.068278796	0.774747251
YGR071C	0.383192887	0.293101907	0.033952402	0.569640914
YGR072W	0.104778368	0.065355372	0.003409302	-0.102161146
YGR076C	0.002136803	0.025999243	-0.003212294	-0.235889822
YGR077C	0.307553336	0.302327353	0.263024058	0.256808359
YGR078C	0.472175927	0.123925918	0.00878653	0.231070869
YGR079W	1.014349282	1.757534299	0.822930683	0.807248508
YGR080W	1.998153401	1.244084487	0.395088352	0.818120612
YGR081C	0.326899167	0.180855117	0.013965816	0.089205339
YGR084C	0.619316416	0.73446328	0.187339546	0.076834066
YGR085C	0.236822189	0.416993021	0.166579482	0.50203101
YGR086C	2.308071391	1.508348056	1.366779714	0.360618051
YGR087C	1.10362501	1.644959664	0.646020204	2.935794536
YGR088W	1.209688402	1.033664149	1.583440663	3.444687902
YGR089W	0.571458631	0.52306361	2.50803547	0.391624852
YGR092W	0.612306871	0.110775728	0.043227461	0.097452963
YGR093W	1.429164038	1.120781005	2.223587099	0.1927977
YGR096W	0.710427119	1.364435488	1.154370653	5.034555918
YGR097W	0.466733826	1.126954744	0.775335141	0.935427149
YGR100W	0.70737232	0.366378778	0.785599302	-0.012090542
YGR101W	0.003490391	0.013276221	0.007622912	0.243790293
YGR102C	0.004992409	0.028698558	0.006153578	0.207735342
YGR104C	0.081096761	0.037991272	0.009621182	0.695076759
YGR105W	0.00870988	0.015685792	0.002497975	0.37656582
YGR106C	1.185978683	0.330166664	0.036380819	0.277233099
YGR107W	1.801577421	2.356617105	1.761206849	7.856198659
YGR108W	1.61831509	2.207062963	2.558410187	7.552731128
YGR109C	2.044030659	1.157551381	0.270095431	0.484748819
YGR110W	1.144172613	1.246164836	3.507898005	0.25777679
YGR111W	1.242906457	1.300436835	0.906671769	1.38363186
YGR112W	0.005033716	0.020610429	0.001313322	0.353210352
YGR117C	1.183555707	1.396318503	2.161570958	0.179902894
YGR118W	0.371980045	0.249424285	0.066555811	0.731285857
YGR121C	0.565653609	1.029249627	0.93158324	4.373448871
YGR122C-A	1.882993445	1.438332784	5.895657336	0.536319065
YGR122W	0.323871113	0.887754329	1.184763971	0.1560357
YGR123C	1.006675207	1.225613238	2.691199543	0.475853686
YGR124W	2.046040985	1.542450069	3.065806748	0.772850226
