ORF	hom | chronological lifespan | time [1 week] | Powers RW 3rd~Fields S, 2006	hom | chronological lifespan | time [2 weeks] | Powers RW 3rd~Fields S, 2006	hom | chronological lifespan | time [5 weeks] | Powers RW 3rd~Fields S, 2006	hom | chronological lifespan | time [7 weeks] | Powers RW 3rd~Fields S, 2006
YIL054W	0.788	1.148	1.429	1.176
YBL053W	1.911	2.222	1.211	0.320
YNL191W	1.936	1.445	1.903	0.405
YPL030W	2.066	1.941	1.444	0.366
YPL072W	0.708	1.562	1.052	1.137
YPL039W	1.175	0.856	0.373	2.521
YLR154C	1.353	1.247	1.112	1.390
YLR344W	1.100	0.977	0.861	1.910
YDR428C	1.920	1.120	2.590	0.037
YGR117C	1.184	1.396	2.162	0.180
YFL063W	1.027	0.527	3.078	0.133
YDR186C	0.258	0.274	0.160	3.303
YKL134C	1.914	1.825	0.960	0.949
YDR455C	1.577	1.438	2.077	0.216
YER181C	0.860	1.393	1.425	0.911
YLR097C	0.730	0.687	0.715	2.323
YLR014C	0.389	0.903	1.077	1.743
YLR057W	0.798	1.637	1.649	0.435
YBL032W	1.379	1.704	1.549	0.467
YER075C	1.131	0.816	1.571	1.330
YOR386W	1.962	2.658	0.452	0.607
YGR290W	1.962	1.520	1.076	1.120
YIL132C	1.047	1.291	2.036	0.388
YPL162C	1.408	1.621	1.726	0.365
YER149C	0.844	0.898	2.258	0.557
YHR022C	1.419	1.460	1.989	0.260
YIL111W	1.335	0.866	1.933	0.905
YHL021C	0.873	1.456	2.714	-0.468
YML116W	1.446	2.041	0.973	0.687
YKR092C	0.545	0.535	0.341	2.825
YER073W	1.617	1.052	2.005	0.642
YGR223C	1.443	0.392	0.027	3.278
YGL146C	0.868	1.842	1.984	-0.130
YBL088C	1.454	1.963	0.938	0.794
YAR031W	0.608	1.124	1.676	0.891
YEL052W	2.062	1.702	1.792	0.195
YGR039W	1.318	0.827	1.412	1.450
YHR110W	1.817	2.215	1.307	0.166
YGL160W	0.910	1.123	3.022	-0.458
YDR446W	1.415	0.930	2.300	0.455
YAR002W	1.983	2.287	1.479	-0.082
YGR201C	1.161	1.308	0.279	2.095
YDL154W	1.891	1.456	1.659	0.566
YCL012W	2.018	1.923	1.458	0.296
YOR300W	0.692	0.771	1.448	0.019
YPR018W	0.469	0.356	0.213	3.107
YNL217W	1.196	1.087	1.849	0.738
YNR071C	1.703	1.066	0.950	1.657
YDR072C	0.673	1.118	1.499	1.057
YER114C	1.122	1.868	1.655	0.150
YNL193W	2.170	1.061	2.221	0.390
YGL202W	2.013	2.283	1.024	0.365
YML048W-A	1.282	1.325	1.511	0.834
YDL039C	1.613	1.353	2.407	-0.090
YDR006C	0.645	1.552	0.570	1.547
YEL004W	0.666	1.020	2.227	0.419
YBR090C	1.907	1.799	1.475	0.389
YER124C	1.490	1.290	1.669	0.702
YER142C	1.424	1.252	1.874	0.536
YCL030C	0.982	1.119	1.696	0.845
YNL022C	1.096	1.446	1.699	0.513
YBR139W	1.584	0.937	2.135	0.577
YPL246C	2.133	2.524	0.575	0.548
YGR219W	0.006	0.026	0.023	3.598
YBR288C	2.089	2.185	0.736	0.724
YPL164C	1.837	2.224	0.602	0.819
YKL187C	2.223	2.261	0.657	0.727
YOR180C	1.281	0.780	2.595	0.269
YKL123W	1.798	2.403	0.653	0.589
YGL254W	0.982	1.621	1.288	0.733
YCL075W	0.819	1.261	1.592	0.788
YDR090C	2.276	1.284	1.036	1.315
YCR100C	1.049	0.830	0.626	2.178
YHR006W	2.220	2.607	0.420	0.607
YEL056W	1.512	1.227	2.494	-0.090
YIL128W	1.415	1.219	2.604	-0.193
YIL059C	2.142	2.358	0.818	0.454
YLR401C	1.343	2.154	0.616	0.857
YDL187C	1.169	1.249	1.970	0.408
YGL176C	0.949	1.157	2.855	-0.387
YJL157C	1.757	1.240	1.162	1.223
YKL096W-A	0.994	2.740	0.567	0.315
YFL047W	1.718	1.733	1.632	0.257
YKR039W	1.454	1.035	2.111	0.475
YML094W	0.328	0.149	0.103	3.369
YDR402C	0.641	0.904	2.379	0.338
YDR233C	0.757	0.512	0.409	2.698
YLR285W	2.173	2.545	0.443	0.629
YJL122W	1.762	1.543	1.704	0.368
YPR027C	0.871	0.797	0.887	1.925
YJR019C	0.939	1.486	1.640	0.483
YMR246W	2.310	3.013	0.503	0.090
YBL086C	1.570	1.625	0.955	1.025
YCR090C	1.395	1.252	0.532	1.817
YHR021W-A	2.103	1.400	1.708	0.492
YPL272C	1.565	1.461	1.675	0.462
YLR421C	1.060	1.126	1.532	0.939
YNL065W	0.811	1.939	1.115	0.541
YKR091W	1.657	0.995	1.038	1.562
YBL059W	1.505	1.327	0.191	2.075
YOR357C	1.584	1.445	1.536	0.610
YOR283W	0.842	1.353	0.045	2.194
YLR439W	0.031	-0.004	0.005	3.589
YGR111W	1.243	1.300	0.907	1.384
YER182W	1.363	1.530	1.918	0.143
YPL257W	1.535	1.408	1.409	0.773
YDR350C	1.229	0.932	2.065	0.592
YJL160C	1.311	1.242	2.151	0.195
YIR035C	1.177	1.014	0.912	1.662
YKR036C	2.109	2.361	0.705	0.519
YKR096W	0.416	1.278	0.471	1.836
YIL066C	1.468	1.295	2.063	0.223
YDL027C	1.871	1.749	1.562	0.268
YML055W	1.986	2.105	0.782	0.692
YHR198C	1.309	1.774	0.762	1.040
YFR022W	1.058	2.039	1.352	0.180
YIL074C	1.064	1.430	2.040	0.101
YLL058W	0.396	1.288	1.620	0.662
YGL159W	0.987	1.174	2.745	-0.353
YDR181C	1.012	1.286	1.412	0.867
YKL146W	0.809	1.002	1.789	0.773
YOR369C	1.370	1.596	1.530	0.434
YKL151C	2.150	1.907	0.904	0.749
YER062C	1.490	0.917	2.031	0.612
YNR074C	1.738	1.099	1.244	1.217
YDR287W	0.478	1.101	0.878	1.578
YDL200C	2.283	1.901	0.929	0.727
YKR018C	1.318	1.348	0.962	1.247
YLR177W	1.513	1.082	0.669	1.802
YGL082W	2.067	1.503	1.483	0.565
YLR125W	0.714	1.516	0.829	1.207
YDL161W	1.550	1.295	1.972	0.281
YBR093C	1.212	1.084	1.844	0.621
YJR078W	1.851	1.215	0.812	1.521
YHL019C	1.781	2.118	2.254	-0.825
YEL006W	1.682	1.793	1.673	0.081
YER118C	0.827	1.720	1.170	0.657
YKL168C	1.462	1.386	1.234	0.926
YPL054W	2.260	1.257	1.080	1.207
YHR147C	2.204	1.298	1.148	1.098
YNL157W	1.706	1.477	1.440	0.626
YOL017W	0.884	1.892	1.151	0.500
YGR093W	1.429	1.121	2.224	0.193
YJL206C	0.790	1.491	2.005	0.039
YLR246W	1.105	2.461	0.583	0.491
YMR169C	1.422	1.097	1.547	0.713
YKR105C	1.048	1.069	1.109	1.351
YDR306C	0.869	1.672	1.449	0.405
YHR130C	1.404	1.713	1.444	0.369
YJL108C	0.607	0.926	0.780	1.818
YOL049W	1.475	1.248	1.984	0.293
YGL039W	1.625	1.198	1.933	0.392
YKR032W	2.125	2.056	0.720	0.747
YPL185W	1.184	1.331	1.190	0.998
YNL334C	2.058	2.582	1.010	-0.074
YIR038C	1.958	1.329	0.301	1.888
YOL046C	2.077	2.434	0.540	0.542
YDL185W	2.020	1.280	1.953	0.279
YJR100C	1.339	1.434	1.701	0.377
YOR100C	1.875	1.377	1.582	0.552
YDR094W	1.734	1.342	1.809	0.357
YGR017W	0.662	0.913	1.215	1.378
YBR084C-A	1.867	2.142	1.489	-0.129
YBR024W	0.731	1.053	2.230	0.218
YPL123C	0.982	1.428	1.671	0.401
YPL163C	1.944	2.115	0.625	0.759
YJR024C	0.914	1.342	1.721	0.434
YOR176W	2.070	1.733	0.702	1.061
YJR070C	1.150	1.187	1.451	0.855
YGL255W	0.884	0.808	1.371	1.311
YBR074W	2.319	2.240	1.340	-0.094
YNR058W	1.426	1.419	0.710	1.356
YGL015C	1.126	0.885	2.223	0.376
YPL008W	1.114	0.626	0.676	2.176
YER057C	1.842	1.689	1.598	0.188
YFL044C	2.098	1.444	1.753	0.277
YOR309C	0.250	0.198	1.398	0.197
YIL114C	0.885	1.079	2.463	-0.070
YMR137C	1.714	1.033	1.340	1.093
YDR216W	1.401	1.164	0.835	1.460
YKL183W	1.825	2.483	0.396	0.580
YOR242C	1.160	1.445	0.693	1.318
YDR077W	2.179	1.039	1.963	0.453
YLR353W	2.197	1.980	0.379	1.092
YJL099W	1.212	0.903	1.038	1.509
YAR040C	1.807	1.656	1.277	0.514
YBR148W	2.067	1.829	1.203	0.411
YLR394W	1.425	1.312	1.525	0.607
YOL016C	1.542	0.846	1.162	1.435
YLR112W	0.355	0.826	0.638	1.976
YCL023C	0.976	0.780	1.833	0.419
YFR043C	0.902	0.704	0.534	2.198
YPR039W	0.634	1.028	0.386	2.021
YER084W	1.715	0.631	2.057	0.745
YIL101C	2.107	1.889	1.617	-0.075
YDL093W	2.055	1.504	1.426	0.500
YKL202W	1.532	2.231	1.125	0.074
YJL048C	2.411	2.158	0.577	0.692
YNL332W	2.077	2.165	0.927	0.334
YOL155C	0.793	0.836	2.354	0.236
YML089C	1.161	1.046	1.364	1.015
YJR021C	1.864	1.651	1.427	0.347
YDR078C	1.504	1.339	1.463	0.623
YDR417C	0.445	0.468	1.059	1.293
YPL195W	1.940	2.016	0.775	0.633
YBR242W	1.556	1.536	0.876	1.011
YGR089W	0.571	0.523	2.508	0.392
YLR400W	2.152	2.366	0.584	0.471
YNR072W	1.667	1.405	0.913	1.098
YPR007C	1.581	1.678	1.393	0.344
YNL105W	0.578	0.903	1.864	0.646
YDR461W	0.830	0.467	2.679	0.267
YKL005C	0.842	1.330	1.408	0.672
YOR227W	1.242	1.031	1.192	1.187
YOR243C	1.208	1.813	0.139	1.457
YNR052C	0.089	0.021	0.006	3.383
YPL005W	0.003	0.021	0.016	3.371
YGR169C	1.907	1.036	0.773	1.587
YDL123W	1.319	1.128	1.953	0.315
YPR057W	0.071	0.025	-0.002	3.373
YGR210C	1.215	1.207	0.607	1.581
YHL043W	1.113	1.893	1.795	-0.294
YMR081C	1.430	1.104	1.123	1.165
YPL127C	1.854	2.275	0.420	0.697
YNL027W	1.089	2.325	1.337	-0.270
YAR020C	1.496	1.573	1.593	0.225
YHR049W	1.956	1.453	0.959	0.978
YGR079W	1.014	1.758	0.823	0.807
YOL084W	2.180	2.439	0.590	0.357
YNL119W	0.854	0.891	0.940	1.552
YHL011C	0.087	0.126	0.022	3.235
YNL187W	1.608	0.897	1.944	0.541
YOL092W	2.146	1.409	1.098	0.873
YPR197C	0.916	1.493	1.740	0.146
YNR055C	0.851	1.241	1.538	0.598
YHL036W	0.572	2.543	1.740	-0.908
YER158C	1.136	1.138	1.533	0.700
YML087C	1.096	0.653	1.271	1.447
YDR349C	1.255	1.042	1.623	0.702
YKL127W	1.203	1.064	0.867	1.434
YIL043C	1.617	1.454	1.574	0.337
YLR289W	2.237	1.031	1.254	1.078
YOR090C	1.674	0.737	2.116	0.510
YGR244C	1.726	1.795	0.958	0.603
YHR033W	1.622	1.906	1.977	-0.529
YKR031C	1.838	1.682	0.357	1.310
YGR008C	1.213	1.236	1.362	0.749
YKR056W	1.327	1.561	0.425	1.360
YLL025W	1.560	1.838	0.614	0.889
YIL117C	0.787	1.530	2.203	-0.394
YNL200C	1.229	1.050	1.903	0.381
YBR178W	0.990	1.782	1.040	0.509
YJR149W	1.151	1.969	0.915	0.446
YHR138C	1.168	1.821	1.099	0.409
YLR364W	0.958	1.235	0.801	1.282
YPL192C	1.468	1.993	0.665	0.659
YDR269C	0.961	2.179	1.272	-0.134
YLR109W	0.565	1.762	0.831	0.719
YDR480W	1.281	0.933	2.089	0.289
YNL122C	2.087	1.982	0.852	0.475
YOL158C	0.996	0.876	0.679	1.752
YNR065C	2.152	2.376	0.741	0.188
YOR071C	2.194	1.680	1.193	0.430
YDR272W	0.652	0.782	1.482	1.036
YDL010W	2.068	2.039	1.022	0.238
YDR223W	0.648	1.415	1.217	0.666
YDR380W	1.251	1.047	1.774	0.476
YGR139W	2.187	1.069	1.881	0.348
YPL035C	1.184	0.792	0.660	1.844
YDR146C	0.942	1.593	1.073	0.629
YDR406W	0.589	1.103	1.780	0.408
YAL042W	2.108	1.703	0.755	0.832
YDL231C	2.290	1.903	1.116	0.270
YOR265W	0.592	1.025	1.425	0.835
YBR157C	1.966	1.635	1.197	0.451
YOR317W	1.313	1.695	1.402	0.184
YBR138C	1.806	1.363	0.783	1.135
YGR241C	0.689	1.045	1.113	1.121
YER178W	0.994	1.259	1.654	0.362
YCR091W	1.963	0.957	0.589	1.728
YNL274C	1.138	1.135	0.348	1.790
YDR093W	1.994	1.105	1.523	0.642
YML009C	1.580	1.359	0.806	0.794
YLR042C	1.126	1.366	0.740	1.162
YLR126C	0.712	1.266	0.707	1.292
YIR028W	1.627	1.291	0.603	1.369
YIL071C	1.159	1.234	1.887	0.140
YIR027C	1.819	1.248	0.881	1.132
YJL016W	2.081	1.973	0.705	0.578
YOR012W	1.232	1.008	1.330	0.915
YAL022C	1.072	0.873	1.187	1.194
YCL051W	1.536	2.039	1.172	0.041
YCR022C	1.476	1.648	0.386	1.218
YGL175C	0.953	1.144	2.261	-0.155
YLL056C	0.511	1.060	1.142	1.044
YCL006C	1.002	0.869	1.988	0.273
YER163C	0.707	1.309	1.152	0.780
YNL160W	1.662	1.033	1.738	0.469
YPR020W	0.492	0.434	0.186	2.619
YOL057W	2.253	2.182	0.473	0.582
YGR086C	2.308	1.508	1.367	0.361
YLR067C	0.004	0.031	0.010	3.188
YBR238C	2.169	1.823	0.483	0.921
YPL168W	1.572	2.300	0.303	0.621
YLR151C	0.676	1.534	0.855	0.834
YDR456W	1.577	1.345	1.633	0.245
YKR058W	1.423	1.301	0.142	1.779
YLR391W	1.074	1.736	1.333	0.150
YDL204W	1.846	0.999	0.763	1.456
YNL043C	2.079	2.504	0.733	-0.020
YHL032C	1.972	1.836	0.809	0.571
YIL006W	0.840	0.739	0.696	1.777
YGL032C	1.648	1.191	1.564	0.457
YEL016C	1.170	1.069	2.097	0.046
YKL064W	1.585	1.521	0.926	0.764
YGR283C	1.332	1.283	0.974	0.952
YDR127W	1.063	1.118	1.872	0.217
YER037W	1.131	1.718	1.236	0.251
YDL223C	1.599	1.331	1.195	0.679
YJR148W	1.213	0.989	1.842	0.371
YHL028W	1.246	1.432	2.234	-0.466
YDL222C	1.452	0.927	0.857	1.415
YHR049C-A	1.436	1.228	2.472	-0.501
YJR153W	0.876	1.560	1.051	0.588
YGR225W	0.691	0.670	0.662	1.866
YKR084C	0.800	0.999	1.010	1.189
YHR160C	1.767	1.672	1.494	0.030
YOR258W	1.208	0.861	0.022	2.312
YDR313C	1.119	1.467	1.212	0.515
YDL138W	1.349	1.899	1.071	0.222
YOR338W	1.997	1.839	0.710	0.643
YDR436W	1.219	1.256	2.293	-0.358
YDR063W	1.480	1.236	1.090	0.863
YJL198W	1.052	0.965	1.520	0.700
YDL024C	1.464	0.818	1.627	0.736
YDL011C	1.761	1.541	0.996	0.643
YAL049C	2.070	2.110	1.149	-0.080
YHR061C	1.371	0.876	1.814	0.489
YML074C	2.051	1.634	0.803	0.739
YOR264W	0.777	1.118	0.252	1.805
YGR207C	1.105	1.967	1.001	0.204
YAL062W	2.328	2.017	0.660	0.493
YOR003W	1.064	1.960	1.356	-0.146
YDR133C	2.106	1.654	0.935	0.580
YJL177W	0.708	0.706	1.882	0.577
YDL018C	1.627	0.876	2.431	-0.143
YPL140C	1.219	1.316	1.197	0.650
YKR089C	1.131	1.979	0.367	0.816
YLR036C	1.129	1.120	0.373	1.668
YLR267W	0.838	1.118	2.306	-0.265
YIL092W	0.732	0.875	0.796	0.290
YOR101W	1.992	1.289	1.153	0.717
YDR536W	1.042	0.960	0.322	1.873
YJL161W	0.629	1.215	1.813	0.127
YDR225W	0.604	0.836	1.128	1.189
YIR039C	1.805	1.135	1.212	0.805
YKL039W	1.724	2.164	0.746	0.239
YER180C	1.028	1.088	1.906	0.152
YOL025W	0.683	1.147	1.103	0.896
YJR145C	1.070	0.605	1.299	1.241
YMR009W	0.524	0.909	0.940	1.295
YHR153C	1.089	1.263	1.381	0.499
YMR279C	0.498	1.067	0.717	1.357
YBR301W	1.499	1.192	1.767	0.181
YGL259W	1.443	0.941	1.188	1.009
YDR162C	1.052	1.537	1.330	0.270
YLR072W	1.135	1.113	0.822	1.199
YDR134C	1.667	0.865	1.742	0.525
YNR036C	0.628	0.649	0.836	1.646
YHR044C	1.734	1.607	1.927	-0.403
YIL136W	1.108	0.630	2.299	0.201
YDR277C	1.411	1.264	0.452	1.412
YFL011W	1.223	0.943	1.871	0.313
YML058W	0.931	1.054	1.468	0.605
YDL232W	2.312	1.488	1.370	0.267
YNL004W	0.597	1.312	1.358	0.455
YDL188C	1.531	1.220	1.644	0.261
YEL057C	1.336	1.028	2.083	0.014
YLL010C	0.619	1.204	0.938	0.979
YMR153C-A	1.343	0.789	2.394	-0.069
YLR053C	0.656	0.712	0.323	2.077
YGR279C	2.102	1.252	1.139	0.720
YPR150W	1.254	0.778	0.650	1.682
YDR055W	1.213	1.493	1.263	0.352
YLL063C	0.863	0.975	0.647	1.483
YPR148C	1.196	0.835	0.578	1.689
YMR010W	0.405	0.508	0.617	1.976
YAL043C-A	1.625	1.079	2.249	-0.228
YLR210W	1.688	1.114	1.168	0.818
YLL057C	0.355	0.830	1.239	1.026
YKL029C	1.960	1.990	0.689	0.415
YLR456W	0.805	0.965	1.122	1.005
YPL159C	1.243	1.518	0.959	0.616
YLL046C	1.210	1.248	1.344	0.500
YDR330W	1.851	1.056	1.269	0.764
YAR042W	1.050	1.759	1.172	0.158
YHR097C	0.814	1.053	2.365	-0.332
YML100W-A	0.807	0.803	0.455	1.828
YIR024C	0.968	1.361	1.286	0.435
YDR256C	0.598	1.032	0.999	1.050
YOL105C	2.145	1.377	1.357	0.340
YFL003C	1.174	0.700	2.317	0.056
YEL047C	1.255	0.916	2.231	-0.075
YGL004C	1.063	1.734	1.152	0.184
YLR123C	0.962	1.792	0.791	0.486
YJL083W	1.577	0.731	1.458	0.879
YMR192W	2.060	2.226	0.407	0.432
YAL017W	2.352	2.262	0.895	-0.093
YDR421W	0.411	0.677	1.462	0.921
YGR040W	0.748	1.284	1.756	0.017
YGR249W	1.546	1.601	1.120	0.334
YER143W	1.034	1.202	1.375	0.478
YLR307W	1.785	1.015	1.148	0.888
YPR139C	0.037	0.034	0.020	2.993
YMR008C	0.570	1.272	0.645	1.130
YDL156W	1.638	0.992	1.649	0.404
YDL021W	1.761	0.965	1.725	0.352
YGR142W	1.583	0.972	0.411	1.656
YCL022C	1.034	1.057	1.721	0.260
YBL071C	0.365	0.402	0.131	2.504
YAL036C	1.257	0.853	1.478	0.703
YER039C-A	1.782	0.838	0.540	1.656
YGR168C	1.607	1.019	1.512	0.502
YPR038W	0.810	0.986	0.274	1.768
YEL028W	2.347	1.005	1.848	0.175
YBR023C	0.853	0.757	2.190	0.081
YNL144C	2.230	1.740	0.931	0.356
YDR294C	1.293	1.354	0.686	0.987
YDR042C	0.908	1.006	1.194	0.826
YJR004C	1.044	2.033	0.698	0.295
YMR132C	1.343	0.907	1.095	1.022
YOR202W	1.281	1.793	0.733	0.495
YPL261C	2.339	2.231	0.259	0.530
YCL050C	1.432	1.731	1.072	0.215
YOR161C	1.861	2.111	0.271	0.635
YFL041W	1.792	2.252	0.874	-0.109
YDL133C-A	0.955	1.269	1.655	0.092
YHR076W	1.610	1.872	2.147	-1.010
YEL011W	1.105	0.753	0.405	1.851
YCR062W	1.334	1.147	1.235	0.624
YGR070W	0.674	1.158	1.068	0.775
YNL338W	1.250	1.238	1.850	-0.092
YOR348C	1.125	1.481	1.158	0.356
YKL090W	1.851	1.859	0.312	0.824
YDL134C-A	2.203	1.436	1.059	0.498
YPL200W	1.340	2.042	0.574	0.375
YPL135W	1.754	0.807	1.793	0.391
YFL006W	1.461	0.861	1.762	0.367
YPL187W	1.437	2.040	0.527	0.422
YGR238C	1.187	1.163	1.580	0.244
YPL158C	0.547	0.505	1.947	0.535
YLR107W	0.622	0.926	0.973	1.087
YOR279C	0.809	0.429	0.046	2.509
YMR090W	1.258	1.123	0.817	1.044
YKR054C	1.091	1.139	0.287	1.556
YOR044W	2.146	1.343	1.003	0.634
YIL099W	0.675	1.152	2.129	-0.301
YPL244C	1.597	1.810	0.663	0.507
YNL279W	1.912	1.207	0.961	0.812
YMR289W	2.216	1.963	1.017	-0.003
YGR273C	0.846	0.506	2.705	-0.237
YBL055C	2.143	1.450	0.791	0.733
YDR368W	1.149	0.808	1.677	0.488
YLR335W	1.948	0.889	1.330	0.754
YDR482C	1.078	0.878	1.708	0.386
YMR162C	1.998	2.342	0.585	0.045
YGL021W	0.665	0.473	2.077	0.420
YBL029W	2.139	1.997	0.357	0.615
YOL119C	1.743	1.109	0.638	1.221
YLR124W	1.207	1.197	0.924	0.845
YDR061W	1.452	0.999	1.193	0.773
YER020W	0.492	0.979	1.931	0.054
YPL224C	1.779	1.119	1.474	0.370
YLR380W	0.547	1.129	0.864	0.969
YEL072W	1.248	0.586	2.386	-0.011
YNL168C	2.020	1.789	0.506	0.666
YMR177W	2.110	2.044	0.908	0.008
YLR237W	1.295	0.906	1.669	0.383
YJR055W	0.452	0.674	0.982	0.432
YOL091W	2.263	1.673	0.486	0.797
YML047C	0.551	1.315	1.758	-0.118
YJR060W	2.222	1.315	0.988	0.650
YNL108C	1.248	1.954	0.437	0.562
YMR122C	1.704	1.262	1.636	0.049
YOL055C	1.914	2.083	0.354	0.510
YCR069W	0.916	1.103	1.221	0.621
YCL034W	1.980	1.313	1.161	0.471
YGR014W	0.745	0.985	1.822	0.138
YJL065C	2.038	1.533	0.597	0.812
YPR193C	1.115	0.878	1.527	0.535
YDR183W	1.310	1.177	1.189	0.570
YIL087C	0.551	0.485	0.293	2.158
YDL167C	1.089	0.955	1.474	0.506
YOR175C	1.811	1.425	1.045	0.465
YOR191W	1.847	1.865	0.162	0.907
YHL041W	1.127	1.694	2.351	-1.112
YNL089C	0.983	0.541	2.689	-0.298
YOR059C	2.299	1.053	1.380	0.499
YNL024C	0.959	2.143	1.084	-0.296
YMR020W	1.183	1.521	0.966	0.444
YCR021C	1.887	2.098	0.281	0.550
YPR153W	0.568	0.503	1.707	0.720
YDL206W	1.346	0.969	1.415	0.545
YDR152W	0.613	0.903	1.770	0.256
YKL031W	1.180	0.644	0.089	2.195
YBR262C	1.034	1.000	1.363	0.564
YML075C	1.141	0.889	1.778	0.260
YJL187C	0.970	0.850	1.499	0.578
YDR265W	0.333	0.698	0.054	2.166
YJL107C	1.563	1.100	1.890	-0.074
YPL067C	1.457	1.680	0.870	0.365
YMR054W	1.316	1.163	1.744	0.008
YPR058W	0.953	1.606	0.916	0.392
YJL158C	1.184	1.140	0.458	1.315
YIR043C	0.976	0.977	1.564	0.369
YPL247C	2.234	1.951	0.671	0.287
YPL165C	2.278	1.400	1.036	0.473
YBR120C	1.440	1.046	1.588	0.273
YOR197W	1.044	0.698	0.409	1.800
YGR287C	0.660	0.910	0.657	1.340
YLR354C	1.436	1.047	1.006	0.853
YJR030C	0.968	1.357	1.311	0.238
YGR213C	0.570	0.829	1.037	1.039
YER007W	1.204	1.568	0.851	0.485
YDL122W	1.457	1.323	1.184	0.397
YOR337W	1.587	1.594	0.785	0.524
YOR008C-A	1.022	0.801	0.412	1.685
YOR346W	1.146	1.228	0.329	1.340
YNR066C	2.333	1.887	0.533	0.476
YKR053C	1.207	1.083	1.534	0.278
YOR356W	1.968	1.847	0.692	0.355
YPR078C	1.526	1.483	1.148	0.263
YIL037C	1.222	0.969	1.154	0.770
YOL079W	1.201	1.149	1.268	0.474
YOR385W	1.777	1.813	0.475	0.601
YOL063C	1.130	1.201	1.329	0.356
YIL086C	1.597	1.165	1.379	0.343
YGR171C	0.008	0.025	0.023	2.838
YGR220C	0.005	0.028	0.018	2.839
YDR271C	1.242	0.474	2.181	0.229
YML050W	1.237	1.115	0.891	0.875
YDR481C	1.211	0.768	1.702	0.410
YMR036C	2.033	1.944	1.185	-0.249
YIL013C	0.941	1.196	1.608	0.070
YKL205W	1.504	1.321	0.836	0.716
YKR027W	0.889	1.078	0.929	0.866
YEL025C	2.400	1.148	1.046	0.678
YKR028W	1.035	2.053	0.240	0.578
YEL059W	1.161	0.882	1.283	0.706
YKL147C	1.660	2.253	0.125	0.494
YDR273W	0.375	1.152	1.487	0.231
YLR311C	1.350	1.174	1.023	0.673
YDR099W	0.989	0.733	1.622	0.512
YPL274W	1.691	2.028	0.367	0.469
YBR208C	2.343	2.030	0.214	0.618
YOR055W	2.420	1.071	1.085	0.703
YLR412W	2.116	2.373	0.109	0.375
YNR031C	1.727	1.051	1.265	0.540
YJL119C	0.986	0.774	1.170	0.911
YOR072W	2.164	0.820	1.124	0.911
YPR093C	1.703	1.356	0.860	0.637
YPL006W	1.936	1.359	0.516	0.978
YDR399W	0.767	0.976	1.254	0.620
YDR520C	2.045	1.939	1.121	-0.211
YOR365C	0.952	0.785	0.707	0.132
YMR083W	1.824	2.314	0.774	-0.241
YNL190W	1.546	1.499	0.997	0.351
YKR078W	1.465	1.262	0.742	0.842
YDR258C	0.536	1.160	1.366	0.318
YCR067C	1.160	0.853	1.717	0.272
YPL022W	0.969	0.871	0.985	0.983
YGR097W	0.467	1.127	0.775	0.935
YER042W	0.330	0.710	1.990	0.137
YML110C	0.010	0.032	1.653	1.150
YHR039C	0.933	0.917	1.563	0.352
YGR215W	0.298	0.480	0.238	2.112
YFR001W	0.175	0.330	0.337	2.164
YOL085C	2.015	2.120	0.272	0.438
YKL130C	0.564	0.952	1.265	0.610
YPL267W	1.599	1.552	0.529	0.744
YDL205C	1.598	1.626	0.586	0.613
YGR052W	1.287	1.918	0.481	0.424
YMR027W	2.367	2.048	0.266	0.509
YNL249C	2.137	1.303	0.539	0.978
YDL184C	2.122	1.279	1.027	0.513
YJL214W	1.008	1.387	1.289	0.142
YNL135C	1.028	0.867	1.641	0.307
YLR453C	1.081	1.186	0.799	0.830
YDR409W	1.375	0.928	1.317	0.570
YMR210W	1.123	1.861	0.749	0.204
YDR276C	0.171	0.182	0.178	2.453
YDL239C	1.084	1.058	1.631	0.124
YDL110C	1.157	1.202	1.515	0.093
YGR015C	0.807	1.080	1.472	0.257
YPL225W	1.977	2.001	0.238	0.569
YFR008W	0.756	0.861	0.947	1.000
YPL070W	1.893	1.488	0.177	1.143
YDR268W	0.005	0.028	0.012	2.765
YIL008W	1.122	0.756	0.904	1.142
YBL009W	1.787	1.659	0.513	0.629
YMR243C	0.843	1.657	1.062	0.082
YMR316C-A	2.024	1.126	1.152	0.521
YLL047W	0.563	1.238	0.509	1.051
YNL066W	0.756	2.388	0.252	0.158
YPL103C	1.122	1.582	0.683	0.532
YNL120C	0.905	0.860	0.688	1.244
YHR014W	1.308	1.137	2.135	-0.482
YLR135W	0.733	0.991	1.064	0.732
YCR073W-A	1.597	0.902	1.718	0.169
YOR271C	0.822	0.586	0.378	1.818
YKL149C	2.410	1.081	0.203	1.493
YDR352W	0.396	0.967	0.487	1.322
YDR097C	1.923	1.094	1.450	0.229
YJL212C	1.144	1.205	0.732	0.835
YDR218C	1.188	0.923	1.263	0.586
YPL258C	1.472	1.414	1.115	0.242
YML107C	1.314	0.643	0.251	1.876
YOL024W	0.609	1.137	0.860	0.773
YHR136C	0.888	0.831	0.560	1.378
YOL048C	1.771	1.723	0.669	0.376
YDL186W	1.715	1.919	0.492	0.356
YER128W	1.060	1.501	1.008	0.256
YOR192C	1.815	1.810	0.352	0.602
YCR102W-A	0.926	1.013	1.422	0.326
YGL215W	1.541	1.032	1.169	0.554
YAL015C	1.975	0.909	1.078	0.769
YNL206C	1.160	0.497	1.704	0.550
