ORF	hap a | growth (colony size) | expression of clogging-prone Pdi1-DHFR [standard] | Ast T~Schuldiner M, 2016
YDR122W	0.888
YBR052C	0.897
YBL070C	0.914
YDR406W	0.932
YHL033C	1.443
YDR530C	0.962
YLR265C	0.938
YOL092W	0.832
YBR129C	0.919
YKR069W	0.871
YDL114W	0.887
YOR301W	0.865
YBR141C	0.859
YOL114C	0.955
YFL020C	0.892
YMR086W	0.852
YNL190W	0.891
YDR497C	0.882
YLR443W	0.950
YKL007W	0.861
YOR163W	0.909
YGL211W	0.948
YBR188C	0.833
YHL013C	0.954
YNL025C	1.269
YLR296W	0.864
YHR185C	0.925
YGL164C	0.762
YIL170W	0.919
YNR048W	0.909
YKR074W	0.979
YHR079C-A	0.906
YDR085C	0.945
YER152C	0.915
YCL024W	0.813
YGL096W	0.897
YLR142W	0.898
YJL119C	0.916
YNL057W	0.832
YNL063W	0.786
YOL153C	0.934
YKR039W	0.969
YOR271C	0.889
YNR071C	0.896
YCL010C	1.032
YEL013W	1.452
YDR078C	0.935
YDR111C	0.932
YPR196W	0.868
YLR427W	0.964
YJL129C	0.952
YOR317W	1.029
YBR280C	0.906
YOL055C	0.947
YNL034W	0.944
YFR032C	0.894
YHL028W	0.999
YHR140W	0.914
YDR143C	0.912
YJL084C	0.987
YFR036W	0.913
YDR183W	0.904
YDL009C	0.928
YGR126W	0.925
YJR008W	0.900
YBL069W	0.920
YGR026W	0.924
YMR195W	0.910
YKL206C	0.869
YGL066W	1.154
YMR302C	0.903
YLR324W	0.906
YMR023C	0.864
YLR262C-A	0.919
YNR069C	0.919
YCL022C	0.909
YOR314W	0.943
YPR123C	0.918
YNL122C	0.946
YLR255C	0.887
YDR490C	0.937
YCL055W	0.879
YLR349W	0.916
YDR151C	0.952
YLR238W	0.926
YHR106W	0.933
YKR070W	1.017
YJL151C	1.098
YDR349C	1.083
YIL012W	0.900
YJL057C	0.953
YBR063C	0.888
YFR007W	0.910
YMR256C	0.887
YOR043W	0.858
YIL134C-A	1.010
YGL124C	1.104
YGR087C	0.854
YDR451C	0.887
YMR231W	0.893
YER118C	0.876
YLR073C	0.898
YMR176W	0.853
YLR210W	0.845
YDL050C	0.866
YBR028C	0.923
YOR246C	0.955
YDR034W-B	0.917
YPR091C	0.917
YGL086W	1.050
YLR193C	0.956
YLR320W	0.928
YOR016C	0.972
YGR043C	0.999
YPR026W	0.856
YJR049C	0.933
YPL112C	0.926
YOR101W	0.925
YGL152C	0.980
YLR446W	0.964
YDR418W	1.406
YGR066C	0.863
YDL224C	0.870
YIR027C	0.857
YLR178C	0.923
YML099W-A	0.872
YEL010W	0.886
YKL044W	0.913
YER088C	0.920
YMR158C-A	0.933
YJL089W	0.924
YJL142C	0.857
YMR110C	0.908
YFR043C	0.899
YGL216W	0.917
YNL147W	0.955
YNL054W	0.935
YGR053C	0.859
YPR063C	0.889
YNL228W	1.414
YMR139W	1.004
YER007W	0.935
YOL054W	0.926
YER011W	0.865
YBR006W	0.911
YOR111W	0.912
YGR266W	0.953
YOR223W	0.934
YHR003C	0.947
YMR175W	0.870
YPL174C	1.334
YJR139C	1.035
YIL134W	2.645
YLR307W	0.859
YGR052W	0.979
YER086W	0.942
YOR012W	0.884
YOR337W	0.943
YBR137W	1.042
YBR172C	0.944
YIL092W	0.937
YMR169C	1.014
YLR420W	1.218
YFR023W	0.950
YKL097C	0.843
YER053C	0.875
YPR127W	0.941
YHR049W	0.923
YHR198C	0.884
YGL227W	0.874
YNL304W	0.949
YKL071W	0.983
YJL201W	0.906
YGL062W	0.888
YOL083W	0.918
YOL152W	1.043
YGL036W	0.925
YMR205C	0.946
YDL024C	0.862
YJR083C	0.933
YBL063W	0.948
YOR345C	0.917
YER092W	1.051
YJL192C	0.906
YPL099C	0.905
YBL091C	0.991
YDR102C	0.843
YJL107C	0.820
YOR131C	0.911
YDR105C	0.903
YDR094W	0.834
YBR238C	0.985
YLR053C	0.861
YJL212C	0.950
YJR091C	0.951
YKR059W	1.039
YGR028W	0.874
YOR325W	1.053
YDR133C	0.935
YBR170C	0.949
YJL066C	1.050
YBR016W	0.855
YOR172W	0.901
YIL006W	0.810
YKL205W	1.055
YBR157C	0.853
YIL163C	0.925
YOR066W	0.871
YLR345W	0.865
YMR304C-A	0.886
YDR010C	0.856
YOL099C	0.954
YBR012C	0.969
YCR088W	0.891
YDR068W	0.875
YDR417C	0.959
YBR184W	0.887
YOL028C	0.868
YOR028C	0.887
YGL217C	0.978
YLR352W	0.972
YER066W	1.014
YDL085W	0.853
YDL011C	0.927
YER108C	0.958
YHR206W	1.003
YER091C-A	0.948
YMR012W	0.910
YER097W	0.992
YLR353W	0.854
YOR255W	0.910
YER048C	0.924
YOL044W	0.992
YCR059C	0.952
YJR079W	1.012
YDL242W	0.952
YML120C	0.955
YER080W	0.908
YDR006C	1.149
YOL085C	0.920
YIL009C-A	0.896
YOR367W	0.967
YJR137C	0.895
YPL220W	0.903
YHR158C	0.894
YMR182C	1.140
YNL285W	0.876
YOR227W	0.948
YOL030W	1.027
YKL197C	0.883
YNR008W	0.870
YJR066W	0.890
YGR283C	0.932
YKL120W	0.877
YBR228W	0.972
YER065C	0.910
YHL040C	0.971
YPL163C	0.895
YOL131W	0.912
YOR064C	0.901
YKL017C	0.892
YOL064C	1.025
YBR132C	1.026
YOR189W	1.058
YNL224C	1.010
YPL208W	1.039
YOR041C	0.897
YDL152W	1.303
YPL134C	0.941
YOL129W	0.928
YIL028W	0.951
YFR015C	0.866
YPR071W	0.881
YML121W	1.111
YHR117W	0.939
YNR040W	0.980
YPR060C	0.945
YPR189W	0.994
YBR216C	1.006
YOR029W	0.901
YKR050W	1.083
YDR379W	0.926
YML005W	0.951
YIR028W	0.799
YOR292C	0.940
YKL178C	0.994
YBL064C	0.936
YMR142C	1.632
YCR075C	0.985
YDL078C	0.990
YJR061W	0.924
YJR115W	0.915
YLL007C	1.230
YOL147C	0.937
YEL067C	1.046
YGR153W	0.860
YBL066C	0.907
YLR189C	0.926
YBR230C	0.968
YOR324C	0.892
YPR061C	0.928
YER024W	0.867
YJR025C	0.902
YBR287W	0.934
YNR005C	0.854
YLR449W	0.905
YGL016W	1.035
YGR223C	0.959
YLR225C	0.880
YGL163C	1.062
YDL215C	0.985
YJL216C	0.915
YBR027C	0.890
YPL137C	0.856
YMR019W	0.886
YMR067C	1.005
YMR147W	0.988
YBR159W	0.895
YKL047W	0.948
YML131W	0.967
YLR144C	0.938
YER039C	0.891
YNL303W	0.969
YOR045W	0.969
YBR212W	0.906
YCL038C	0.998
YKL033W-A	0.938
YDR223W	0.917
YLR034C	0.944
YJR056C	1.030
YOR263C	0.911
YOR112W	0.927
YPL062W	0.923
YBL005W	0.931
YOR290C	0.963
YLR136C	0.956
YAL055W	0.947
YOL138C	1.055
YGL114W	0.960
YGR224W	1.001
YGR236C	0.860
YPR199C	0.849
YDR096W	0.938
YMR031C	0.874
YPL121C	0.912
YPL181W	1.219
YNR062C	0.994
YBL078C	1.127
YNL325C	1.013
YHR030C	0.962
YLR214W	0.987
YJL110C	0.943
YMR233W	0.936
YOR126C	0.952
YDL189W	0.900
YDR457W	1.231
YJL126W	0.936
YCL014W	0.987
YNL012W	1.107
YMR065W	0.933
YMR253C	0.886
YGL262W	0.923
YOR283W	0.992
YJL122W	0.988
YPR049C	0.946
YKL096W	0.899
YDR524C	0.894
YPR098C	0.942
YLR094C	0.902
YLR284C	0.935
YHR025W	1.487
YNL022C	1.023
YNL187W	0.888
YCR006C	0.983
YHL037C	0.973
YMR244W	0.931
YOL132W	0.891
YDR056C	0.890
YPL258C	0.965
YDR306C	0.917
YGL243W	0.891
YBR165W	0.899
YGR250C	0.936
YNR064C	0.966
YDL128W	0.862
YNR021W	0.994
YML013W	1.148
YFL050C	0.960
YGR144W	0.941
YMR303C	0.984
YOR299W	0.848
YOR332W	1.475
YDR202C	1.147
YKL062W	1.002
YEL020C	0.852
YOR381W	0.918
YGR243W	0.969
YGR025W	0.940
YMR241W	0.985
YMR251W	0.914
YBR205W	0.978
YMR015C	1.023
YOL155C	0.961
YOL042W	0.863
YBR255W	0.986
YGL083W	0.896
YOR173W	0.872
YOR071C	0.901
YBR104W	0.912
YNL053W	0.945
YLR341W	0.998
YLR152C	0.936
YOR155C	0.918
YBR223C	0.870
YDR162C	1.148
YBR258C	0.924
YKL129C	1.037
YBR272C	0.922
YDR528W	0.846
YNR042W	0.912
YDL099W	0.969
YFR018C	0.952
YLR216C	0.901
YPR076W	0.891
YGL250W	0.945
YIR013C	0.933
YLR035C	1.007
YDR538W	1.034
YOR327C	0.982
YJR051W	0.957
YMR172C-A	0.968
YLR348C	0.932
YML074C	1.006
YNL301C	0.888
YGR022C	1.007
YLR404W	0.965
YIR018C-A	1.084
YDR110W	0.938
YEL030W	0.888
YMR193W	1.005
YMR306C-A	0.925
YGR100W	0.964
YOR215C	0.966
YOR185C	0.963
YJL079C	0.951
YGR160W	0.892
YIL054W	0.864
YBR208C	0.886
YBR296C	0.929
YBL075C	0.955
YHR163W	0.926
YGR237C	0.975
YDR484W	1.237
YER045C	0.964
YIR036C	0.942
YMR204C	0.967
YDR179C	0.911
YGL204W	0.877
YKL079W	0.911
YOL041C	0.879
YDL137W	0.996
YBR047W	0.933
YOR065W	0.926
YHR006W	0.999
YHR184W	0.869
YDL180W	0.951
YJR019C	0.978
YJL118W	0.986
YEL038W	0.969
YJR127C	0.951
YJL163C	1.046
YNR032C-A	0.990
YJR021C	0.930
YDL046W	0.895
YIL165C	0.972
YDR419W	0.904
YDL144C	0.973
YMR164C	0.917
YGL263W	0.907
YGR106C	0.996
YDR467C	1.024
YBR032W	1.092
YOR195W	0.838
YMR262W	0.991
YAL046C	0.922
YAR027W	0.921
YCR020C	0.915
YML047C	0.897
YHR132C	0.974
YOL081W	0.999
YER046W-A	0.919
YPL265W	0.911
YMR221C	0.939
YDR090C	0.961
YLR252W	0.921
YPL262W	1.580
YOR300W	1.058
YDR092W	0.902
YER033C	0.958
YPL199C	0.849
YOR351C	0.992
YFL053W	0.960
YBR061C	0.961
YEL025C	0.986
YIR023W	1.226
YDL124W	0.938
YOR171C	0.984
YNL332W	0.990
YHR045W	0.955
YHR038W	0.950
YAR050W	0.938
YDR503C	1.055
YDL225W	0.972
YGL149W	1.128
YHL039W	0.983
YDL171C	0.928
YDR371W	0.906
YDL056W	0.896
YGR259C	0.947
YDR513W	0.866
YDR519W	0.942
YJL046W	0.942
YMR099C	0.980
YNL067W	1.132
YMR163C	0.918
YCL041C	1.070
YLR413W	0.972
YMR129W	0.935
YIL152W	0.947
YML122C	1.013
YBL031W	1.071
YDR100W	0.901
YDR217C	0.972
YNR014W	0.998
YOR052C	0.973
YLR266C	0.974
YHL044W	0.924
YDR458C	0.902
YOL060C	0.939
YDR046C	0.920
YMR316W	0.932
YGL039W	0.988
YKR021W	0.978
YJR070C	1.107
YMR035W	0.893
YOL111C	0.847
YLR390W	1.020
YKL221W	0.940
YOL084W	1.027
YNL028W	0.919
YDR492W	1.031
YIL167W	0.872
YNL275W	0.965
YML019W	0.957
YCR053W	1.441
YHR195W	1.001
YMR289W	0.940
YNL125C	0.881
YDL123W	1.002
YLL048C	0.991
YMR068W	0.922
YER010C	1.049
YNL064C	1.645
YDR501W	0.953
YBL044W	1.020
YPL135W	1.001
YDR518W	0.943
YKL102C	0.935
YPL066W	0.961
YFR048W	1.212
YFR055W	0.929
YIL016W	0.952
YPR126C	1.029
YML118W	0.917
YDR402C	0.898
YJR111C	0.995
YER079W	0.962
YER145C	1.103
YER047C	0.972
YGR017W	0.995
YDR259C	1.026
YML067C	0.913
YNL327W	0.919
YBR138C	0.853
YDL156W	0.921
YHL032C	0.966
YGL210W	0.994
YDR017C	1.450
YNL040W	0.997
YBR001C	0.901
YPR084W	0.977
YOR230W	0.868
YKL043W	0.975
YMR075C-A	0.989
YDR307W	0.904
YDL218W	0.970
YPR065W	1.039
YBR054W	0.980
YLR415C	0.894
YBR008C	1.005
YGR196C	0.929
YPL049C	1.293
YIR019C	1.000
YKR087C	0.947
YIL130W	0.947
YDR541C	0.917
YBL046W	0.898
YDL086W	0.943
YOR323C	0.945
YIL099W	0.976
YJR125C	0.878
YDL121C	0.927
YML011C	1.001
YJL077C	0.945
YMR087W	1.005
YDL027C	0.916
YDR403W	0.929
YCR061W	1.001
YDR048C	1.158
YBL068W	0.971
YIL037C	1.107
YOR264W	0.928
YPR138C	0.967
YML116W-A	0.894
YCL040W	0.897
YDR121W	1.130
YDR124W	0.918
YNL321W	0.925
YER001W	0.920
YGL035C	0.905
YGR137W	0.863
YDR333C	1.054
YOR289W	0.993
YJL103C	0.912
YLR168C	1.094
YPL073W	0.978
YML034W	1.007
YPL155C	0.989
YLL058W	0.977
YDL216C	0.976
YIL074C	0.893
YLR287C	0.941
YOR011W	0.934
YPL168W	0.886
YMR279C	0.902
YKR067W	0.893
YKL116C	1.009
YBR022W	0.942
YGR012W	1.031
YGL259W	0.953
YPL166W	0.962
YDR036C	0.850
YJL007C	0.950
YKL176C	1.188
YLR072W	0.960
YGR125W	1.027
YOL061W	0.969
YPL154C	0.969
YDL179W	0.996
YHR032W	1.034
YDR540C	0.892
YNR070W	0.999
YML063W	0.953
YJR133W	0.976
YLL045C	0.906
YLL054C	0.852
YDR150W	1.133
YJR052W	0.933
YJL042W	0.977
YDL199C	0.855
YDL026W	0.945
YDL036C	0.990
YDL037C	0.929
YDL138W	0.998
YIR007W	0.959
YJR078W	0.946
YJR103W	0.973
YKR093W	1.073
YLR050C	1.001
YNL046W	1.005
YLR445W	0.959
YJR020W	0.996
YDR422C	0.948
YDL048C	0.888
YBR051W	0.905
YLR260W	0.969
YJL155C	0.972
YBR116C	0.998
YLR016C	0.901
YLR020C	0.963
YBL065W	0.942
YGR275W	1.026
YML042W	1.020
YDR264C	0.940
YKL093W	0.959
YLR151C	0.903
YOL122C	0.933
YHR049C-A	0.958
YBR273C	0.904
YDL080C	0.946
YLR220W	0.970
YDR345C	0.993
YPL167C	0.929
YLR380W	0.960
YLR398C	1.123
YLR003C	0.970
YGR212W	0.972
YML123C	1.052
YGR242W	0.982
YCL009C	0.873
YLR123C	1.020
YJL100W	0.993
YNR024W	1.038
YPL156C	1.014
YDR031W	1.019
YGL089C	0.903
YGL117W	0.968
YBR220C	0.992
YNL253W	0.991
YPL272C	0.926
YKL091C	0.865
YLR011W	0.890
YGR136W	0.906
YCR090C	0.925
YBR189W	1.418
YHR137W	0.935
YPR054W	1.081
YNR066C	1.005
YPR118W	1.091
YCR099C	0.978
YOR280C	0.990
YER078C	0.842
YIL114C	0.859
YBL073W	1.356
YDL018C	1.009
YLR390W-A	0.936
YOR129C	0.966
YNR025C	1.197
YIR042C	0.990
YER114C	0.899
YCL001W-A	0.985
YPR093C	1.031
YLR091W	0.883
YLR095C	0.863
YOL037C	0.976
YKL096W-A	0.916
YCR025C	1.010
YMR155W	0.993
YML021C	0.909
YIL070C	1.031
YML059C	1.014
YMR162C	0.980
YDR517W	0.999
YER046W	0.962
YJR062C	0.982
YMR191W	1.077
YHR081W	1.350
YJL068C	1.027
YBR040W	0.951
YNL214W	0.951
YDR304C	1.006
YNR028W	0.958
YJL210W	1.043
YML018C	0.951
YMR086C-A	0.944
YFR020W	0.993
YHR182W	0.995
YNL338W	0.910
YJL064W	1.019
YDR131C	0.934
YIL038C	1.004
YPL267W	0.947
YDR137W	0.894
YNL194C	0.996
YBR014C	0.991
YAR040C	1.026
YGR159C	1.789
YPL214C	0.901
YCR048W	1.069
YCR073W-A	0.932
YOR049C	0.953
YPR158W	0.990
YDR181C	1.000
YMR018W	0.884
YBL096C	1.117
YDR533C	0.868
YFR054C	1.077
YOR196C	0.808
YIL121W	1.095
YMR115W	1.051
YDR058C	1.033
YDR074W	1.912
YLR361C	0.898
YOR214C	1.016
YOL047C	0.986
YOR315W	1.058
YDL066W	1.008
YGL104C	1.108
YAL027W	0.886
YOR296W	0.988
YPR051W	0.993
YCL030C	0.950
YNL268W	1.008
YGL085W	1.099
YGR143W	1.039
YCL049C	0.958
YJR010W	0.992
YPL064C	0.926
YOR269W	1.094
YDL219W	0.991
YIL044C	0.967
YLR407W	1.118
YPL038W	0.962
YIL052C	1.263
YFL019C	0.957
YCR015C	0.986
YOR306C	0.948
YMR122C	0.991
YNL281W	1.017
YJR147W	1.052
YNR049C	0.971
YIR033W	1.012
YDR275W	0.995
YDR270W	1.042
YLR363W-A	1.273
YPR194C	1.034
YHR176W	1.014
YHR028C	0.985
YPR012W	1.018
YDR244W	0.907
YDR222W	0.970
YMR170C	0.984
YGR003W	0.974
YGL260W	0.904
YGL230C	0.968
YOR108W	1.014
YOR384W	0.961
YCL074W	0.958
YGR014W	0.996
YLL009C	1.135
YOR009W	0.944
YMR299C	1.073
YFL048C	0.931
YBR162C	1.007
YGR161C	0.909
YGL010W	1.033
YEL017C-A	0.960
YPL170W	1.052
YBR264C	0.940
YEL062W	1.030
YLL032C	0.976
YLL063C	1.031
YLR063W	1.010
YMR232W	0.985
YNL043C	0.966
YDR443C	1.380
YDL093W	1.110
YJR134C	0.979
YMR172W	0.964
YOL126C	1.002
YOL137W	0.960
YNL295W	0.992
YHR021W-A	0.936
YPR109W	1.016
YOL162W	0.973
YGR008C	0.970
YHL023C	1.035
YOR386W	0.948
YEL028W	0.939
YAL042W	0.979
YJR098C	0.954
YOR031W	1.032
YJR146W	1.037
YOR110W	0.978
YOR383C	0.991
YPR017C	1.021
YKL171W	0.988
YMR152W	0.902
YDR315C	1.040
YIL073C	1.042
YGL209W	0.992
YHR029C	0.966
YLL005C	0.995
YGR235C	0.968
YIL096C	0.958
YBR203W	1.024
YER041W	0.999
YPL185W	1.014
YNL031C	0.955
YDR242W	1.020
YPL136W	0.915
YLR246W	1.031
YDR199W	0.998
YGL076C	1.296
YJL178C	0.966
YKL177W	0.994
YKL213C	1.021
YPR198W	1.182
YOR014W	1.082
YDL127W	0.968
YPL003W	0.929
YGL226C-A	1.138
YDR279W	1.022
YDR439W	1.132
YDR445C	0.961
YLL040C	0.985
YML101C	0.992
YOL159C-A	1.059
YER098W	1.042
YML066C	1.122
YPR079W	0.944
YIL128W	1.324
YMR304W	1.205
YLR453C	1.042
YDL025C	0.916
YOR040W	0.955
YAR037W	1.080
YDR514C	0.896
YKL117W	0.953
YDL197C	1.003
YJR024C	0.957
YBR098W	1.157
YOR082C	0.985
YFR030W	0.964
YIL086C	0.989
YPR078C	0.975
YKL107W	0.948
YNL074C	1.040
YBR071W	0.990
YOR304C-A	1.044
YHR005C	0.986
YOR079C	1.016
YMR237W	0.950
YML001W	1.326
YML003W	1.008
YLR207W	0.995
YGR230W	0.988
YOR193W	0.954
YGR187C	1.110
YPR050C	1.056
YAL020C	1.118
YMR144W	0.995
YLR461W	0.982
YJR105W	1.254
YAL028W	1.041
YCL028W	1.007
YML037C	0.879
YMR292W	0.975
YOL082W	0.970
YOR342C	0.950
YJL147C	1.030
YJR003C	1.019
YBR064W	0.929
YFL030W	0.985
YNL168C	0.999
YNL200C	0.979
YNL155W	1.036
YBR151W	0.890
YCR083W	0.979
YDR456W	1.212
YGR038W	1.106
YHR180W	1.004
YJR149W	0.967
YML113W	0.952
YMR194C-A	1.037
YNL082W	1.170
YNR063W	1.088
YDR535C	0.965
YLR297W	0.962
YGR133W	0.939
YNL239W	1.029
YHR022C	1.004
YJL165C	1.162
YAL040C	1.076
YBR139W	0.900
YMR246W	0.942
YBR076W	1.065
YNL145W	0.953
YPR157W	0.998
YPR172W	0.978
YJL058C	1.020
YMR095C	1.042
YPR129W	1.096
YIR014W	0.935
YMR025W	1.101
YOL159C	0.992
YML076C	0.940
YLR230W	1.045
YDR352W	0.961
YJL120W	1.197
YKR090W	1.052
YNR001C	0.981
YDR287W	0.893
YPL245W	0.944
YGL255W	1.030
YJR126C	1.240
YIR018W	1.018
YLL059C	0.970
YMR210W	0.976
YDR153C	0.943
YDR158W	0.934
YDR171W	0.956
YDR239C	1.012
YDR312W	1.010
YGR068C	1.139
YOR184W	0.959
YAR031W	1.009
YAR042W	1.102
YER084W	1.030
YLL002W	1.323
YLR070C	0.999
YKL130C	0.993
YOL151W	0.968
YOR347C	0.955
YGL050W	1.041
YOR013W	0.934
YPR154W	0.930
YKL132C	0.934
YNR009W	0.881
YDL241W	0.994
YIL141W	1.009
YDR084C	0.940
YAL054C	0.955
YCR037C	0.948
YCR060W	0.911
YDL182W	1.070
YDR459C	1.002
YIL168W	1.037
YIR016W	1.030
YKR094C	1.085
YMR060C	1.415
YNL085W	0.995
YOL108C	0.962
YPL036W	1.123
YFL056C	0.991
YPL222W	1.021
YMR107W	0.922
YPR185W	0.984
YNL179C	1.086
YER063W	1.003
YNL032W	1.076
YNR065C	1.044
YJL015C	0.978
YGR241C	1.039
YLR205C	1.000
YHR126C	0.910
YBR239C	0.975
YLR206W	0.937
YBR053C	0.917
YAR023C	0.968
YMR178W	1.021
YBR281C	0.954
YBR219C	0.946
YCL002C	0.970
YNL320W	1.163
YEL047C	0.991
YGR067C	0.966
YMR183C	1.041
YDR149C	1.189
YDL174C	1.048
YNL323W	1.078
YGL060W	1.036
YGL249W	1.036
YKL026C	1.047
YLR312W-A	2.016
YNL183C	1.036
YER054C	0.902
YHR150W	0.988
YGR127W	1.058
YGR129W	0.957
YGR132C	0.919
YGR164W	1.000
YOR349W	1.022
YPL098C	1.051
YOR042W	0.918
YNL322C	0.971
YKL161C	0.992
YPR089W	1.024
YML100W	0.963
YER155C	0.867
YBR062C	0.998
YBL107C	0.954
YBR007C	0.967
YDR481C	0.971
YIL100W	0.940
YIL166C	0.965
YIL173W	1.043
YJL161W	1.092
YNL092W	0.893
YNL094W	1.020
YOR266W	0.995
YEL001C	1.081
YKR096W	0.967
YPR029C	1.041
YEL063C	1.045
YNL100W	1.055
YNL035C	1.029
YFR046C	1.003
YPR031W	0.944
YDL169C	1.027
YGR232W	0.942
YNL029C	1.118
YPR092W	0.924
YKR064W	1.004
YJL048C	1.068
YMR114C	0.988
YMR119W-A	1.010
YPL158C	1.087
YDL001W	1.262
YBR050C	1.011
YPL108W	1.000
YLR187W	0.999
YBR293W	0.991
YDR186C	0.972
YLR313C	1.081
YCL027W	1.030
YGR079W	0.942
YOR165W	1.017
YGR051C	0.941
YNL013C	1.045
YBL017C	0.950
YCR102C	1.003
YDR291W	1.032
YFL036W	1.037
YPL033C	0.957
YDL052C	1.083
YAL045C	1.002
YCL050C	0.942
YDR420W	1.090
YER044C-A	0.998
YHL019C	1.116
YHR078W	0.920
YLR024C	1.116
YMR034C	0.918
YLR199C	1.029
YCR011C	0.975
YOR018W	1.009
YKL147C	0.969
YCL026C-A	0.921
YEL017W	0.951
YIL137C	0.941
YHR209W	1.026
YDL061C	1.578
YKR106W	0.912
YLR135W	1.060
YGR018C	1.003
YLR040C	1.023
YML109W	0.877
YMR306W	1.022
YOL136C	0.958
YPR075C	1.002
YNR055C	1.076
YBL059W	1.130
YHR203C	0.887
YNL010W	1.006
YNL129W	1.019
YPR008W	0.984
YPL149W	1.145
YLR330W	1.060
YJR005W	0.935
YNR056C	0.992
YLR172C	1.122
YDL079C	1.021
YIL040W	1.387
YML072C	1.069
YGR058W	1.224
YBR294W	1.146
YKL114C	1.061
YGL257C	0.991
YNL278W	1.060
YNL045W	0.944
YMR171C	0.874
YBR156C	1.019
YPL138C	1.078
YOR069W	1.123
YDL187C	1.064
YOR061W	1.650
YJR129C	1.024
YOR053W	1.074
YFL052W	1.040
YGR031W	1.026
YLR299W	1.023
YLR304C	0.994
YER034W	1.028
YBR119W	1.015
YCR007C	0.968
YCR021C	1.079
YDR132C	1.008
YDR344C	1.008
YEL016C	1.044
YER059W	0.988
YER060W-A	0.985
YGR208W	1.192
YHL043W	1.010
YHR121W	1.183
YOR363C	1.028
YBL067C	0.990
YKL222C	1.001
YDL231C	1.042
YKL121W	1.054
YBR113W	0.969
YDL012C	0.945
YJR060W	0.969
YBR107C	1.012
YGR177C	0.997
YJL030W	1.066
YDL157C	0.913
YLR279W	1.096
YGL108C	0.950
YOL053W	1.014
YGL021W	0.937
YOL119C	0.950
YDR508C	1.054
YBR056W-A	0.895
YLL017W	1.003
YDR504C	0.996
YOR313C	0.989
YOR109W	1.042
YNL264C	1.076
YNL274C	0.973
YPR074C	1.178
YLR211C	0.928
YMR286W	0.998
YEL054C	1.551
YDL065C	0.959
YDR109C	1.020
YBL079W	1.055
YBR261C	1.032
YGL049C	1.061
YAR020C	1.119
YJL067W	0.943
YGR019W	0.976
YLR267W	0.995
YER071C	0.972
YDR072C	1.005
YMR118C	1.006
YDR516C	0.992
YMR322C	0.944
YJL196C	1.079
YKL023W	1.027
YKR026C	0.985
YLR354C	1.024
YHR129C	1.140
YER185W	0.935
YDR059C	1.013
YMR167W	1.218
YIR001C	0.909
YER106W	0.958
YDR142C	1.044
YHR092C	1.125
YBR210W	0.963
YPL040C	1.028
YDL059C	0.959
YNL134C	0.927
YKR061W	1.062
YPR059C	0.979
YOL103W	1.010
YDR029W	0.999
YLR149C	0.984
YJR094C	0.969
YPR014C	1.037
YPL234C	1.104
YNL049C	1.011
YMR272W-B	1.020
YKR105C	1.036
YPR046W	1.017
YLR444C	1.027
YPL141C	1.182
YHL022C	0.997
YNL314W	1.026
YOR133W	1.038
YHR008C	1.054
YMR052W	0.902
YMR250W	0.942
YIL155C	1.021
YJL195C	1.054
YBR250W	1.037
YNL159C	1.005
YER077C	0.999
YNL068C	0.920
YCR092C	1.012
YCL044C	1.189
YMR092C	1.093
YER164W	1.036
YOL014W	1.022
YJL186W	0.950
YLR381W	1.014
YJL132W	1.068
YDR265W	1.056
YDR313C	1.025
YPL001W	1.072
YDR471W	1.224
YDR075W	0.953
YML056C	1.031
YOL050C	1.056
YPL215W	1.055
YIR024C	1.111
YMR226C	1.056
YCR005C	1.060
YOR380W	1.081
YIL060W	0.969
YJL193W	1.003
YIL139C	0.988
YIL036W	1.413
YGL197W	0.977
YBL091C-A	1.148
YCR069W	1.058
YDL161W	1.068
YJL037W	0.982
YLR437C	0.979
YNL123W	0.997
YNR039C	0.925
YGR271C-A	1.653
YHR080C	1.051
YDR015C	0.957
YDR095C	0.995
YMR317W	1.041
YKL115C	1.093
YLR429W	1.008
YPL133C	0.974
YDL176W	0.921
YPR128C	1.039
YDL234C	0.989
YER016W	1.154
YHR016C	1.079
YJL123C	1.014
YDR155C	0.942
YDR101C	1.276
YHR086W	1.152
YOR284W	1.040
YNL115C	1.041
YOL025W	1.110
YER007C-A	1.125
YBR218C	0.995
YCR050C	1.037
YGL003C	1.197
YPL195W	0.993
YLR028C	0.996
YNL086W	0.971
YNL218W	1.044
YDR525W-A	1.071
YLR425W	1.108
YLR169W	1.064
YLR219W	1.022
YPL230W	0.981
YHL047C	1.014
YGL072C	1.020
YMR016C	0.995
YOR008C	1.058
YBL101C	0.933
YDL233W	1.010
YML087C	1.090
YGL212W	1.220
YCL035C	1.066
YCR001W	0.954
YDR003W	1.040
YJL169W	1.016
YOR274W	1.106
YLL019C	1.273
YMR291W	0.967
YDL154W	1.086
YLR290C	1.022
YPL105C	0.908
YGR210C	1.029
YJR142W	0.961
YMR287C	0.974
YER072W	0.954
YML080W	1.031
YOR338W	1.027
YLR282C	1.092
YJL088W	1.360
YHL024W	1.060
YLL049W	1.139
YDR185C	0.962
YHR076W	1.072
YMR166C	1.292
YDR491C	0.995
YPL055C	1.404
YDR123C	0.937
YOL051W	0.989
YLL020C	1.239
YKR049C	0.977
YOR365C	1.002
YIL105C	1.184
YCL048W	1.005
YBR010W	1.027
YCL064C	1.074
YDR272W	0.994
YAR035W	1.121
YOR047C	1.037
YPR125W	0.915
YHL016C	1.010
YDR309C	1.006
YBL037W	0.963
