orf	hap a | growth (colony size) | expression of clogging-prone Pdi1-DHFR [standard] | Ast T~Schuldiner M, 2016
YAL002W	1.1059718834397683
YAL003W	0.4674644376134177
YAL004W	1.4437830280990338
YAL005C	1.6394958385746787
YAL007C	0.842790990794651
YAL008W	0.8378911613271612
YAL009W	1.1394149414964958
YAL010C	1.0979993969016486
YAL011W	1.4089861906294214
YAL012W	1.3574915973566155
YAL013W	0.4400971337172151
YAL014C	1.1669582279853121
YAL015C	1.163909966744456
YAL017W	1.0861241138922222
YAL018C	1.0026238418679738
YAL019W	1.419028328407457
YAL020C	1.1181911823623762
YAL021C	1.3601412010842286
YAL022C	1.2044674025852893
YAL023C	1.3244540122512094
YAL025C	0.8658675635512381
YAL026C	1.3019820505940003
YAL027W	0.8864232661068726
YAL028W	1.0410287684555422
YAL029C	1.1566167611390463
YAL030W	1.1855458802861476
YAL031C	1.4262509140518294
YAL032C	1.0504767162159916
YAL033W	0.5234244136111852
YAL034C	1.1123657528524915
YAL034W-A	0.9676668802859041
YAL036C	1.4313628704370127
YAL037W	1.1962133862896966
YAL038W	1.1354929501525197
YAL039C	1.061667238505387
YAL040C	1.0764988744298507
YAL041W	0.8517416798674612
YAL042C-A	0.935311314921129
YAL042W	0.9785133921900199
YAL043C	1.2528812724438703
YAL044C	0.6616665409590285
YAL045C	1.00164604794387
YAL046C	0.9219802759225062
YAL048C	0.9053388653854706
YAL049C	1.0813130503562105
YAL051W	1.1745927365003141
YAL053W	1.349376150783901
YAL054C	0.9547701117740837
YAL055W	0.9465772518317852
YAL056C-A	1.2979291851516794
YAL056W	1.208204120831618
YAL058W	1.2905252388232975
YAL059W	1.2820747611928067
YAL060W	1.0419981656178037
YAL061W	1.0679156680496673
YAL062W	1.1995145947477044
YAL064C-A	1.2319435822117517
YAL065C	1.3005873438346196
YAL066W	1.432793206124672
YAL067C	1.1467221827458052
YAL068C	1.1415280482728056
YAR002C-A	1.187454687424156
YAR002W	1.3900326440881137
YAR007C	0.9413580045566071
YAR008W	0.8661764044528123
YAR014C	1.5372893194740305
YAR015W	1.0303285886912
YAR018C	1.3264826174524864
YAR019C	0.7090645676591847
YAR020C	1.1186755092133989
YAR023C	0.9683289697547984
YAR027W	0.9206365427906107
YAR028W	0.7721894924123671
YAR029W	0.8161039312008043
YAR030C	1.3468725292708787
YAR031W	1.0094219799933817
YAR035C-A	0.7332048118346705
YAR035W	1.1210778632768663
YAR042W	1.1016903513242042
YAR047C	1.3903488991306094
YAR050W	0.9381643531379902
YBL001C	1.0146296828435917
YBL004W	0.8695464856325699
YBL005W	0.9305185941075741
YBL006C	1.668279398624303
YBL007C	0.9116707634520699
YBL008W	0.8192405166923521
YBL008W-A	0.8416454065709893
YBL009W	1.1237176449315716
YBL010C	1.0754444027379215
YBL011W	0.8770326265219726
YBL012C	0.7585407763503793
YBL013W	0.9431369195854002
YBL014C	1.0619592365246848
YBL015W	0.9852818623785139
YBL017C	0.950305164719013
YBL018C	1.022376453534371
YBL019W	1.1718025744800145
YBL020W	0.9819195822657755
YBL021C	1.0349004351366198
YBL022C	1.6579923053709178
YBL023C	1.0206525183886361
YBL024W	0.8079195665772456
YBL027W	1.8143929565159744
YBL028C	1.2322217422060953
YBL029C-A	0.8184454335489051
YBL029W	1.140412857872695
YBL030C	0.9219158682530233
YBL031W	1.0714476183355002
YBL032W	1.636745848175394
YBL035C	1.1133958117628862
YBL036C	0.8169146990766186
YBL037W	0.9627837491701565
YBL038W	1.2737242466520369
YBL039C	1.1432982894202586
YBL039W-B	0.2401921457310641
YBL041W	1.5277116585224737
YBL042C	1.6984858353304801
YBL043W	0.7576432368533693
YBL044W	1.0197049466089465
YBL045C	1.1670326574093282
YBL046W	0.8978884488427306
YBL047C	0.8914860229060817
YBL048W	1.039715778702667
YBL049W	0.782057275640114
YBL051C	0.5799197088770554
YBL052C	1.0407854909592802
YBL053W	1.1490259640010665
YBL054W	0.9722133364301668
YBL055C	0.974846693705582
YBL056W	0.9644488458928253
YBL057C	0.790596715652458
YBL058W	0.584947424391546
YBL059W	1.130200076372819
YBL060W	1.097420066147934
YBL061C	1.1523592588959086
YBL062W	0.8583901042485889
YBL063W	0.9475546781743481
YBL064C	0.9362408318953144
YBL065W	0.9419445271219821
YBL066C	0.9073257947453467
YBL067C	0.9897446949320633
YBL068W	0.9708471562987269
YBL069W	0.920274168299695
YBL070C	0.9140924140285085
YBL071C	0.8945591750702088
YBL071C-B	1.4047963423805192
YBL071W-A	0.9301093504820165
YBL072C	1.375775487220847
YBL073W	1.356199826135289
YBL074C	1.0614830420918595
YBL075C	0.9547529058548745
YBL076C	0.9301996776593993
YBL078C	1.1266788878263367
YBL079W	1.0554457078626882
YBL080C	2.059004467719694
YBL081W	0.718543471968744
YBL082C	1.4573307788757888
YBL083C	1.6887769264636148
YBL084C	1.0679127195594802
YBL085W	1.0528947012531262
YBL086C	1.0844942786498686
YBL087C	1.482200234557957
YBL088C	1.1544505509486938
YBL089W	0.8506209872999441
YBL091C	0.9910366382279592
YBL091C-A	1.1479748904691973
YBL092W	1.2091035499804785
YBL094C	1.1329356536961803
YBL095W	0.9400409151917908
YBL096C	1.1166246918785432
YBL097W	1.2176466077084014
YBL098W	0.8823429251088313
YBL099W	1.2077200829651555
YBL100C	1.2452916692873006
YBL100W-C	1.1848228437192214
YBL101C	0.9328514092257116
YBL102W	1.1129313453697254
YBL103C	1.0163910842095494
YBL104C	0.97236753382996
YBL105C	0.724616744629519
YBL106C	0.8601120611049413
YBL107C	0.9543638642374914
YBR001C	0.9010500522776467
YBR003W	1.3046758203545565
YBR004C	1.3316554315118194
YBR005W	1.1891666034104476
YBR006W	0.9107122426929424
YBR007C	0.9667758095756601
YBR008C	1.0048905539695352
YBR009C	1.160917961824645
YBR010W	1.0270594795918302
YBR011C	1.094310916720485
YBR012C	0.968722182560191
YBR013C	0.7172799832434452
YBR014C	0.9905631083131884
YBR015C	1.3259774126073973
YBR016W	0.855480864932822
YBR018C	1.738842433571677
YBR020W	0.7675451957190412
YBR021W	1.5456099295920263
YBR022W	0.9420193486481264
YBR023C	1.1725874566595131
YBR024W	0.9389013538604112
YBR025C	1.3186068087281273
YBR027C	0.8898940548999291
YBR028C	0.9229574014313696
YBR031W	1.3376667955325536
YBR032W	1.0916052208180325
YBR033W	1.0217838461602777
YBR034C	1.1220440783044359
YBR036C	1.2964978422451072
YBR037C	1.589256813504084
YBR038W	1.0869477679780677
YBR040W	0.9512054327130393
YBR041W	1.204371340556454
YBR042C	0.8074722990636544
YBR043C	0.8528327521556885
YBR044C	1.568938207307165
YBR045C	1.127581054002099
YBR046C	0.9031833252267822
YBR047W	0.9326248027363568
YBR048W	1.513286233154219
YBR050C	1.010804410394307
YBR051W	0.9054951331552007
YBR052C	0.8973290056686405
YBR053C	0.9171644396665598
YBR054W	0.980051225697772
YBR055C	0.8670728900057698
YBR056W	0.794329260729413
YBR056W-A	0.8953344175142599
YBR057C	0.8259256449198322
YBR058C	1.1847176497905918
YBR059C	1.3314414767622405
YBR060C	0.8645691212530806
YBR061C	0.9606539365888872
YBR062C	0.9983616186811585
YBR063C	0.8882553499286256
YBR064W	0.9292415130145892
YBR065C	1.034221505258338
YBR066C	1.0869629701237504
YBR067C	1.0278283497263376
YBR068C	0.7575592125278422
YBR069C	0.8540461758085365
YBR070C	1.1271165971414518
YBR071W	0.9902640525145948
YBR072W	0.8165618936463506
YBR073W	1.1506141875674631
YBR074W	0.9107010457688917
YBR076W	1.0646633183524068
YBR077C	1.2316147536046707
YBR079C	1.0327856466544392
YBR080C	1.0453333626711565
YBR081C	0.6557887431025526
YBR082C	0.9316194580675465
YBR083W	0.6457413632750276
YBR084C-A	1.5170743551763555
YBR084W	0.786169599200055
YBR087W	0.9559745610968736
YBR088C	0.9568290949250566
YBR089C-A	0.9048056371523584
YBR090C	0.8996063780527224
YBR091C	1.1005382798060266
YBR092C	0.8457320864784775
YBR093C	1.2984872942207324
YBR094W	1.0389312884583466
YBR098W	1.1567365898398752
YBR099C	1.0535551460371346
YBR102C	1.0524449091773571
YBR103W	1.3585141862669563
YBR104W	0.9115125996480499
YBR107C	1.0120160936923608
YBR108W	0.9007956137029451
YBR110W	1.0063157267646052
YBR113W	0.9692821996440721
YBR114W	1.12150810275769
YBR116C	0.9981025356672699
YBR119W	1.0154317900741132
YBR121C	0.9089896801852613
YBR125C	0.8530726150983363
YBR128C	1.1087066479692518
YBR129C	0.9194027963379078
YBR130C	0.8485734307351278
YBR131W	1.1437803640525708
YBR132C	1.025925619228707
YBR134W	1.0768670054875267
YBR137W	1.0420354710015993
YBR138C	0.8529172063780902
YBR139W	0.8995277220857076
YBR140C	0.9592050765172008
YBR141C	0.8587251444839055
YBR142W	0.9262733309225718
YBR143C	1.1300257271203829
YBR144C	1.1517802323241897
YBR145W	0.8350314588607475
YBR146W	0.8368231059463218
YBR147W	0.9698626006193374
YBR148W	0.9478029876579905
YBR149W	0.9870365231357532
YBR150C	1.0995800935839883
YBR151W	0.8902571907931506
YBR152W	0.9583368672227032
YBR153W	0.9730971366567125
YBR155W	1.0787446600335615
YBR156C	1.0191457673131976
YBR157C	0.8525366446140117
YBR158W	0.8067667053497902
YBR159W	0.8947088551061592
YBR160W	0.9706689115043825
YBR161W	0.7254198006026044
YBR162C	1.0067566873739255
YBR162W-A	0.9109791325973419
YBR163W	1.2380511942560009
YBR164C	1.1650249560908588
YBR165W	0.899475661181231
YBR166C	0.8629368265007848
YBR167C	0.7338462818032123
YBR170C	0.948593258786089
YBR171W	0.17518523413810808
YBR172C	0.9442698315911252
YBR174C	1.3574011260230991
YBR175W	1.3382294200336393
YBR177C	0.9121241208504501
YBR178W	1.1837008593823988
YBR179C	1.2177205111912344
YBR180W	1.188405617150167
YBR181C	1.3635571979115257
YBR182C	1.1209644207976404
YBR182C-A	0.8565457538613678
YBR183W	0.8408734552355976
YBR184W	0.8871662859514375
YBR185C	0.949948620942979
YBR186W	1.2436556791839442
YBR187W	0.840849379973041
YBR188C	0.8332916112307478
YBR189W	1.4180707278514444
YBR191W	1.5673444749222718
YBR192W	1.0343485665959862
YBR193C	1.1475353944056037
YBR194W	0.7673251211796848
YBR195C	1.2912414492982955
