Line,Ca44,Cd111,Co59,Cu65,Fe57,K39,Mg25,Mn55,Mo95,Na23,Ni60,P31,S34,Zn66
YAL001C_ko,-0.060183753,0.032798698,-0.010743357,0.016919809,0.069877945,0.084201626,-0.013938712,-0.014997083,-0.050509265,-0.047703622,-0.034213405,0.019191,-0.027427038,-0.01072996
YAL003W_ko,0.015216716,0.113086811,0.085138905,0.120048222,0.071596757,0.216709382,0.045529396,0.054690127,-0.024319361,-0.017047248,0.035963841,0.065489271,-0.010349317,0.064517274
YAL025C_ko,0.178995738,0.112226917,0.084536629,0.105740504,0.092248282,0.193418351,0.047596191,0.032672059,0.109465072,-0.059480016,0.057703163,0.025201253,-0.021369618,0.070002838
YAL032C_ko,0.062740583,0.101357339,0.094696535,0.108313779,0.041231895,0.112647842,0.041554913,0.037923636,0.072287108,-0.013349752,0.060527338,0.035277897,-0.015915457,0.054189875
YAL033W_ko,0.051728319,0.097914057,0.074887514,0.128704421,0.049769534,0.175872432,0.041138125,0.040189435,0.205174392,0.00512239,0.055080615,0.033205979,-0.031280837,0.060960023
YAL034W-A_ko,0.214906149,0.095839407,0.053441199,0.110949514,0.092141518,0.105168082,0.022779563,0.05819583,0.119526668,0.042226896,0.062415428,0.018702138,-0.021687952,0.104125302
YAL035C-A_ko,0.20822301,0.05360872,0.055918645,-0.008292385,-0.102734428,-0.14262288,0.007789772,0.007905378,-0.040784105,-0.064402891,0.112933406,0.011979485,0.115896837,0.010356201
YAL038W_ko,0.506282222,0.079448126,0.041812073,0.089018062,0.071550542,0.142314362,0.02141634,0.045045698,0.143579075,-0.015085654,0.02384043,0.019720554,-0.012548743,0.071386554
YAL041W_ko,0.168782382,0.094621939,0.022964283,0.083632396,0.05285978,0.1497169,0.021719817,0.043180865,0.138039867,0.007136131,0.041544091,0.019787646,0.076293129,0.06363114
YAL043C_ko,0.07412759,0.066188374,0.032998049,0.120828287,0.05981488,0.121467181,0.039433707,0.033861943,0.01927039,0.007202114,0.021088918,0.037826717,0.146330828,0.037027303
YAR007C_ko,-0.219600976,0.048642788,0.003284426,0.070005244,0.069053012,0.107575078,0.002763499,0.016422829,0.001181889,0.020772919,0.040236153,-0.006676447,0.040783831,0.011968769
YAR008W_ko,-0.098837355,0.106889937,0.067011042,0.036591215,0.04076415,0.11371739,0.028928621,0.003776555,0.128235251,-0.046974071,0.06898409,0.024787499,-0.005414943,0.012936457
YAR019C_ko,-0.066547876,0.063571889,0.025803572,0.068577171,0.079674739,0.107284232,0.043135336,0.041148835,0.186323168,0.022705385,0.014316284,0.040500825,0.016616575,0.032632134
YBL004W_ko,0.11799372,-0.014832424,-0.013498429,0.010180584,-0.014098616,0.03780117,0.025428186,0.039211407,0.019403174,0.094925501,-0.024275779,0.026012688,0.015429421,0.030117698
YBL014C_ko,-0.075327229,0.060016745,0.092364435,0.005442794,0.031511166,-0.118723452,-0.03386922,-0.167400259,-0.177244806,-0.239242575,0.054883454,-0.021576436,0.12201555,0.013427454
YBL018C_ko,0.166971648,-0.031012162,-0.023213635,0.007014531,-0.047409081,0.039976979,0.023216372,0.033280585,-0.117260887,0.062377808,-0.023479307,0.015567991,0.01264708,0.037125282
YBL020W_ko,0.222944413,0.021705335,-0.008061768,0.021616196,0.004214275,0.103263845,0.03745861,0.045315415,0.048327768,0.126459036,0.018291164,0.032613249,0.316410029,0.055812229
YBL023C_ko,0.180037101,-0.061652334,-0.054691236,-0.029725571,-0.049081798,-0.003448497,-0.008543071,-0.012444,-0.055713793,0.090616413,-0.044524289,-0.014541451,-0.008563212,0.020616115
YBL026W_ko,0.216149019,-0.055917503,0.026296894,0.018568386,-0.023657317,-0.055258321,-0.010921521,0.009777739,-0.003551632,-0.073433656,0.033783995,0.016897689,0.035969689,0.047543204
YBL030C_ko,-0.104926783,0.014533876,0.014125207,0.023967321,-0.036369792,0.107868131,0.019617789,0.017064705,-0.141293906,0.02251915,0.012234356,0.008935156,0.01084509,0.014734029
YBL034C_ko,-0.096481422,0.006860322,0.003514257,0.01111505,0.001658541,0.09727476,0.015990503,0.030935202,-0.005530075,0.050297527,-0.008864795,0.012765236,0.025092266,0.021112147
YBL035C_ko,-0.083658747,-0.007248977,-0.011835458,0.002202576,-0.024005311,0.046846841,0.005634646,0.030153873,-0.091038849,0.042238265,-0.024825673,0.01222196,0.029303859,0.015552469
YBL040C_ko,-0.115895849,0.019909006,0.010318039,0.018568359,-0.004852484,0.085882151,0.008993229,0.021306606,-0.046704358,-0.004752387,-0.00055751,0.012888433,0.028880657,0.016518435
YBL041W_ko,-0.024161961,-0.076553993,-0.060370221,-0.015712354,-0.040961132,-0.023222439,-0.030839161,-0.021169881,-0.134336475,0.028820357,-0.1009892,-0.027374077,0.023158739,-0.010863968
YBL050W_ko,-0.060666525,-0.043018994,-0.010901908,-0.045268748,-0.035447519,-0.056805994,-0.019004045,-0.029224832,-0.130324506,0.051500868,-0.031793597,-0.035047088,0.027829255,-0.005794179
YBL073W_ko,-0.074428297,-0.050055827,-0.035060142,-0.007697358,-0.017266382,-0.016633327,-0.013583937,-0.006193371,-0.074651271,0.056511412,-0.019107292,-0.026148773,0.024039276,-0.007112164
YBL074C_ko,-0.087225074,-0.026512881,-0.015173119,-0.017452621,-0.04209191,0.008312991,-0.026950716,-0.019867131,-0.108050609,0.047798332,-0.012654141,-0.030038556,0.020376118,-0.006829442
YBL076C_ko,-0.047529746,-0.047459878,-0.033209236,-0.02435007,-0.04864435,-0.005451284,-0.020504638,-0.011736386,-0.114628712,0.059376454,-0.045954938,-0.025098101,0.019696934,0.04720638
YBL077W_ko,-0.07002477,-0.0445731,-0.035361547,-0.021298013,-0.03580181,-0.033149331,-0.022073159,-0.003611029,-0.11584398,0.043023911,-0.065174104,-0.031381685,0.026073853,0.008843622
YBL084C_ko,-0.094657307,-0.023766502,-0.020037658,-0.004275349,-0.019867549,0.026195419,-0.017665092,0.002729002,0.013667955,0.067467997,-0.051295677,-0.018736714,0.047949129,0.017021573
YBL092W_ko,-0.019862474,-0.031609607,0.037262058,0.003959169,-0.068890474,-0.064938825,-0.022131901,-0.036651218,-0.104333033,-0.101559096,0.026880531,0.007681501,0.057231892,-0.002709629
YBL097W_ko,0.032993012,-0.027992353,-0.035196539,0.012830969,0.091918367,-0.009350663,0.005406017,0.010893373,-0.036040549,0.019777221,-0.056006504,0.003041531,-0.000960799,0.010903175
YBL103C_ko,0.164613304,0.023845272,0.047465453,0.00141907,-0.133671942,-0.128596291,0.005812751,0.052497783,0.133531128,-0.018328084,0.05832749,0.019064775,0.039737586,-0.005322589
YBL105C_ko,0.134657124,-0.057268639,-0.041694622,0.011615551,0.094125634,-0.102664284,0.006188705,0.030728575,-0.015310516,0.008762013,-0.041746085,0.017157249,0.001616065,0.050418344
YBR011C_ko,-0.002745839,-0.006613625,-0.012782109,-0.012478988,-0.062895441,-0.099401648,0.007054181,-0.012417018,0.006699121,0.014792112,-0.018004164,2.88E-05,0.030681022,0.019140207
YBR017C_ko,-0.015992004,-0.035236995,-0.023838855,0.117985975,0.378027505,-0.101062087,-0.012339051,0.009160383,0.019248754,0.019001392,-0.018387776,-0.013745746,-0.005821853,0.005838392
YBR021W_ko,0.011938635,-0.021745061,0.022242471,-0.002049792,-0.150892257,-0.078090425,-0.014708384,-0.002495341,-0.040749572,0.004912124,0.004668864,0.014783442,0.005379399,-0.009403144
YBR029C_ko,0.001447755,-0.016120032,-0.012913482,-0.014891337,0.040936686,-0.140527071,-0.035652077,-0.040262776,0.062797586,-0.029975076,0.00061111,-0.026894597,-0.016688838,-0.006484904
YBR038W_ko,0.129507708,-0.04111557,-0.011631658,0.034497029,1.141936894,-0.094407364,-0.014379801,0.106493958,-0.041526662,0.029837321,0.172746005,-0.007574478,0.102913883,0.029924712
YBR039W_ko,0.045176639,-0.037071978,-0.029703302,0.000572293,0.002697903,-0.161994093,-0.023316083,-0.013877511,0.011966997,0.001696247,-0.070172623,-0.010136045,-0.001899623,0.014107457
YBR049C_ko,0.01891603,-0.032507675,-0.037524857,0.002982778,0.078192132,-0.074703915,-0.026470771,-0.036722956,0.032461808,-0.003574015,-0.050047924,-0.019323119,-0.007372165,-0.005046292
YBR055C_ko,0.034935885,-0.028296686,-0.029234587,0.001010289,0.346655659,-0.107714639,-0.016847617,0.030963019,0.069035761,-0.025637327,-0.035098117,-0.006022145,-0.00445848,-0.007149609
YBR060C_ko,0.036210671,-0.035502761,-0.037341974,-0.005608879,0.085466225,-0.120108066,-0.007673625,0.015593804,-0.052753517,0.014062104,-0.036496336,-0.002366382,0.015501395,0.008222178
YBR061C_ko,0.058020923,0.072763312,0.018415979,-0.014901953,0.337942297,-0.113703789,0.001498622,-0.052780974,0.409467434,-0.081148969,0.036762275,0.033706805,-0.134104955,0.002341734
YBR070C_ko,0.053687117,-0.00899207,-0.010185499,0.023662399,0.115135096,-0.052978472,0.021223489,0.032453455,0.235538832,0.078554436,-0.028963151,0.022684817,0.018030187,0.008572418
