Piims Datasets Upload Template,,,,,,,,,,,,,,,,
Tube,Tray,Line, Ca44, Cd111, Co59, Cu65, Fe57, K39, Mg25, Mn55, Mo95, Na23, Ni60, P31, S34, Zn66
90,408,YCR012W_ko,-23.36397965,0.330367121,0.087229697,0.742891872,9.590594538,-4337.423104,-157.1223133,-1.47050247,0.869837353,-142.242348,1.647910578,-2313.084168,-706.6075574,8.540152158
55,372,YCR013C_ko,74.11710415,0.2757364,0.074793832,0.845562922,11.00282439,-4113.078974,-62.22719642,-1.154093309,0.97154962,95.10216246,1.574152906,-589.6637649,-706.3159237,11.05442259
67,372,YCR013C_ko,-22.74352895,0.290032589,0.081433195,0.876104027,10.81774099,-3540.166101,20.56346406,-1.126160338,0.98955918,67.04605637,1.70348676,-458.0229657,-698.9745474,10.54760481
79,372,YCR013C_ko,4.014347011,0.33894902,0.080358829,0.847078607,11.51255411,-3960.338784,-18.33904057,-1.027959812,0.927249638,62.73062392,1.178538294,-780.9894425,-644.9883679,9.972149089
91,372,YCR013C_ko,-8.316763818,0.405712573,0.094974953,1.11143529,13.6199235,-3070.71637,81.01170979,-0.9159457,1.094944649,127.1729951,1.360573888,-1112.213367,-525.9306539,11.53796493
55,408,YCR013C_ko,-20.28023763,0.441819557,0.106593453,0.747159209,12.46331324,-3775.45594,-52.73576098,-1.366467966,0.544697006,-79.08673267,1.48127061,-1784.150133,-394.7105495,9.081767524
67,408,YCR013C_ko,-21.98353784,0.328771851,0.09282318,0.608856757,10.98227463,-4652.865352,-119.074933,-1.503231713,0.573613259,-65.41955777,1.397281585,-2246.519046,-512.4077055,7.085469109
79,408,YCR013C_ko,-23.44289861,0.394510835,0.087971996,0.70410164,11.25821542,-4096.847467,-80.94440824,-1.430811122,0.593826363,-62.24211896,1.530902386,-1954.954305,-418.4930714,7.570000485
91,408,YCR013C_ko,-20.88225819,0.317316321,0.092097981,0.703072582,11.96258852,-4664.229506,-114.500382,-1.45841451,0.575503235,-18.90636451,2.223253965,-2206.94565,-618.3438943,9.456257605
54,398,YCR035C_ko,-34.18054894,0.35425498,0.075805411,0.682736671,11.45278074,-3836.47574,-129.3608004,-1.893037204,0.364483986,-146.4020633,1.241913881,-2028.184008,-585.3393086,6.604158582
66,398,YCR035C_ko,-30.32194142,0.291595083,0.075523762,0.767615594,11.38149668,-3225.421655,-133.747193,-1.90514489,0.427658923,-167.443445,1.201952204,-1992.826494,-591.6041546,20.80579319
78,398,YCR035C_ko,-32.7937659,0.373245709,0.077745351,0.702415303,11.65259652,-3680.472932,-92.43792495,-1.840094478,0.464478358,-181.4132701,1.307941669,-1844.351027,-537.5221492,7.977207195
90,398,YCR035C_ko,-35.77385562,0.308814426,0.077993852,0.702415303,10.63987666,-3127.582641,-120.0501266,-1.832492,0.375009906,-169.4499493,1.411244471,-1770.851459,-642.5905113,7.656608306
55,398,YCR052W_ko,-26.82132101,0.333698438,0.065080235,0.416829648,10.87390214,-5785.918204,-277.6086761,-2.184069037,0.114806671,-490.5687563,1.027006315,-2383.442432,-558.7007444,6.087006148
67,398,YCR052W_ko,-29.63132469,0.253450234,0.062387129,0.502249339,10.69631796,-5427.747279,-238.3829881,-2.05524215,0.114806671,-484.5454198,1.089376583,-2018.139181,-549.8035855,5.468353913
79,398,YCR052W_ko,-21.27463329,0.270108784,0.066355986,0.564626765,10.23319506,-5709.219686,-259.4059298,-2.054258669,0.114806671,-487.7997745,1.025338595,-2003.554209,-526.6119585,6.320458472
91,398,YCR052W_ko,-16.92748304,0.246761564,0.066284441,0.531282713,9.852293189,-5576.042484,-244.053059,-2.062059744,0.114806671,-467.8627873,1.341763028,-1993.957326,-564.606513,6.987746247
9,409,YCR054C_ko,-19.27798006,0.362858038,0.088814289,0.624344751,9.957589044,-4564.490565,-128.0053823,-1.575734393,0.561890003,-94.65544575,1.379804636,-2650.523344,-465.9327044,21.41983243
21,409,YCR054C_ko,-23.30401963,0.347519603,0.090443215,0.595885394,12.25302655,-4268.89904,-113.4268372,-1.51479207,0.628645383,-94.30499774,1.368375295,-2488.88087,-374.1818218,8.809443632
33,409,YCR054C_ko,-22.59452935,0.371325142,0.096560604,0.643023588,11.19450028,-3993.865639,-143.1823014,-1.518168037,0.568248219,-92.23562679,1.491863109,-2460.743843,-381.9152984,8.704545212
45,409,YCR054C_ko,-23.83647012,0.393727426,0.096374503,0.686645365,11.08540475,-4162.673449,-83.61064565,-1.462463423,0.655971214,-60.50621893,1.481453409,-2382.616819,-378.6429086,8.604096402
8,409,YCR057C_ko,-12.72397918,0.387325383,0.06989001,0.77604042,12.06582864,-4531.136931,-147.9713296,-0.84330908,1.220005424,-1.732729376,1.282314292,-2217.998516,-421.8402605,8.808573038
20,409,YCR057C_ko,-15.99443053,0.388149154,0.070345059,0.738063173,10.74886017,-4341.95831,-100.1016393,-1.383471235,0.812183572,-9.438077932,1.258321176,-2185.769636,-420.4359217,8.353043003
32,409,YCR057C_ko,-20.02336942,0.286478614,0.074552121,0.671236645,10.06599606,-4594.915632,-107.8304144,-1.405007961,0.783932522,2.202306155,1.245245835,-2185.896731,-457.8288683,8.351805317
44,409,YCR057C_ko,-21.22932236,0.308868258,0.069349595,0.738891315,10.06599606,-4696.121008,-109.6684813,-1.39642747,0.795874172,-8.139120216,1.245245835,-2274.84102,-454.1049487,7.883398156
7,409,YCR072C_ko,-9.432899184,0.422392176,0.095489364,0.587983437,33.30536059,-5091.977782,-161.1208819,-1.507396197,0.441629103,-125.7958024,1.519580425,-2457.994807,-338.5318883,8.444356249
19,409,YCR072C_ko,-12.63660618,0.365765351,0.097259267,0.618760335,10.4024756,-4871.874829,-141.4212417,-1.581342594,0.29361881,-122.3381717,1.511289582,-2298.765481,-444.2019489,10.67739861
31,409,YCR072C_ko,-21.23508606,0.346742993,0.101894551,0.576457781,9.910474707,-4712.945955,-108.4237794,-1.53355955,0.290034666,-132.3858202,1.481883313,-2118.70244,-370.6802789,8.081535201
43,409,YCR072C_ko,-19.21425778,0.38306758,0.104440897,0.535577106,10.35988072,-5102.504922,-124.3442309,-1.607040185,0.248028828,-85.48895483,1.481883313,-2342.546185,-345.614733,7.915515612
59,387,YCR093W_ko,-1.069659459,0.307938529,0.065507381,0.637491885,12.18073064,-5564.034569,111.1330248,-0.971311754,0.460035337,-7.051008288,1.413866622,-1396.356129,-440.8213613,7.747496407
71,387,YCR093W_ko,0.051621588,0.287903901,0.069315068,0.62910873,11.90608934,-5789.374495,139.8436425,-0.922811792,0.36121809,-5.91291515,1.443653454,-1235.327052,-460.3633297,8.709941254
83,387,YCR093W_ko,3.223893768,0.297494764,0.074950956,0.719324498,10.94621789,-5488.51898,179.3701856,-0.855176896,0.371657996,26.30281989,1.51647212,-1183.012257,-426.3001044,8.953894098
95,387,YCR093W_ko,5.568197488,0.291480881,0.08425895,0.674149104,8.679075602,-5701.101387,198.4636483,-0.785489639,0.375893155,29.54521509,1.571660655,-1015.782582,-396.3019572,11.54582325
52,409,YDL003W_ko,-16.07919231,0.619655237,0.122393348,0.795014554,11.36216994,-4759.795134,-104.4083259,-1.262161111,2.106336711,-259.6195053,1.548333853,-2015.600446,-1223.973558,8.578673426
64,409,YDL003W_ko,-15.0692873,0.502676664,0.112302867,0.723392857,11.97605798,-5191.11745,-82.05243491,-1.696671312,1.705336015,-237.6398799,1.606906496,-1815.380572,-1056.840057,8.371161165
76,409,YDL003W_ko,-16.92704829,0.463343206,0.127587951,0.812796763,10.07000128,-4829.843221,-74.03687101,-1.652085686,1.768035509,-273.9019856,1.625597977,-1780.1468,-1140.760526,8.467950876
88,409,YDL003W_ko,-19.37535788,0.50489729,0.126579693,0.809330808,10.07000128,-4604.879914,-57.03267598,-1.633089972,1.625338327,-260.0619679,1.625597977,-1734.299387,-1242.215091,8.943911255
53,409,YDL004W_ko,-25.71845268,0.338381642,0.097009436,0.794600031,11.18052534,-4509.667701,-230.4821518,-1.533888625,0.510175377,-92.55467878,1.625111709,-2827.582961,-571.3388252,9.886226759
65,409,YDL004W_ko,-25.50082182,0.323003577,0.093224858,0.667675316,9.119492938,-4803.046371,-201.0403836,-1.592417241,0.785213183,-54.47819328,1.321245906,-2841.814227,-590.8444194,7.834778995
77,409,YDL004W_ko,-25.98567319,0.409008724,0.103737818,0.815776058,10.94554579,-4525.061123,-190.1089765,-1.531640475,0.781984982,-37.34144124,1.318638897,-2758.645175,-508.0699421,9.470100853
89,409,YDL004W_ko,-29.12406136,0.35608861,0.097034114,0.831947841,9.196219856,-4390.091581,-213.1252178,-1.536510955,0.536614597,-1.209502817,1.257876776,-2813.284029,-617.2680022,9.253575519
54,409,YDL007W_ko,-15.23045235,0.357763955,0.083496964,0.757358133,8.895528826,-4263.843065,-92.47793242,-1.367898231,0.804333508,10.47048252,1.347164435,-1877.623505,-463.2175364,9.627837505
66,409,YDL007W_ko,-16.74442799,0.391765514,0.092643022,0.702245021,9.759082524,-4260.320782,-109.7037566,-0.560043937,0.853263723,21.31575861,1.244833446,-2070.832093,-509.8759941,9.33863612
78,409,YDL007W_ko,-14.00584979,0.306560802,0.088912075,0.743979345,8.667544181,-4605.752052,-105.7063707,-1.340883589,0.963457541,41.84626883,1.270487712,-2145.074648,-480.8128285,8.942360717
90,409,YDL007W_ko,-15.60000755,0.297603284,0.090763813,0.710879388,8.667544181,-4342.672333,-55.67481948,-1.275906953,0.925110221,102.343206,1.270487712,-2030.444199,-320.6102205,8.385653601
55,409,YDL008W_ko,-17.08467616,0.346150695,0.090519894,0.619311628,12.11329019,-4818.307608,-76.03829139,-1.362002521,0.758878177,-21.07319011,1.493026786,-1917.256036,-377.0123007,8.530445766
67,409,YDL008W_ko,-22.52054175,0.378928367,0.102038715,0.610547124,9.414836158,-5037.371586,-82.71507439,-1.449885354,0.826147489,-25.97998375,1.410957974,-2072.400038,-499.3702846,8.560368983
79,409,YDL008W_ko,-23.59814136,0.333237941,0.093777351,0.606562106,9.953449513,-5074.892409,-96.01813507,-1.43286277,0.754264629,-49.76600788,1.430071244,-2137.408128,-475.4284291,7.403741279
91,409,YDL008W_ko,-26.16281826,0.424322948,0.093746929,0.678991987,10.7821884,-4601.592444,-90.90898102,-1.404654267,1.005497441,-23.8617767,1.395778536,-2072.311935,-504.2034833,7.811554851
56,409,YDL014W_ko,-24.4398273,0.333394392,0.081725627,0.712356291,9.340527275,-4477.600665,-37.18069329,-1.443573069,0.367993929,-44.86434504,1.355175591,-2183.101909,-464.2463978,10.15034392
68,409,YDL014W_ko,-25.22039239,0.373216477,0.082684391,0.721185365,9.279976804,-4655.539709,-57.68530025,-1.383005229,0.496991347,-24.50580861,1.338915289,-2253.409266,-553.46438,9.226660475
80,409,YDL014W_ko,-28.51591258,0.324136661,0.087098394,0.667691696,10.91638207,-4349.010955,-44.574263,-1.402415523,0.483213712,-28.0815326,1.301089131,-2317.654901,-535.645026,8.031759378
92,409,YDL014W_ko,-27.63793046,0.347350935,0.090090191,0.80637589,9.210487461,-3695.819778,16.51979561,-1.2861218,0.482208246,11.11039555,1.241586869,-1998.636271,-363.6822003,8.333471032
57,409,YDL015C_ko,-29.72672408,0.484214654,0.118037128,0.656490966,10.82029253,-3569.803585,-17.44449803,-1.711722535,0.169846595,-211.8211403,1.807904853,-2081.146385,-344.257829,8.876532167
69,409,YDL015C_ko,-32.08951704,0.484328321,0.108924086,0.647461993,10.01031536,-4056.646375,-48.29105379,-1.748294918,0.183703975,-166.7882384,1.758108304,-2330.17707,-448.4477207,8.226657235
81,409,YDL015C_ko,-33.01264208,0.495876835,0.11386325,0.652994556,10.91472313,-3752.91514,1.311372156,-1.766134406,0.224638623,-157.7457319,1.706492739,-2333.450207,-373.1200871,9.068693295
93,409,YDL015C_ko,-34.8722841,0.516539142,0.114938467,0.696178292,10.13518639,-3137.420702,50.07273413,-1.665845733,0.16250711,-120.6221643,1.725335817,-2249.693819,-245.0868703,7.813386487
58,409,YDL016C_ko,-22.12134575,0.352854696,0.098588844,0.776580373,8.952408026,-4576.181884,-28.73706514,-1.260126379,0.789109786,-16.90095563,1.46355066,-1876.822758,-536.6087736,7.90569705
70,409,YDL016C_ko,-20.91014876,0.371701873,0.099257633,0.764148501,9.292783732,-4636.128495,-18.0868322,-1.166294504,0.821458061,-10.73204727,1.500684931,-1889.236361,-531.1053687,7.708090193
82,409,YDL016C_ko,-28.13031034,0.346750498,0.100856605,0.692593514,10.43684256,-4687.100068,-20.58005738,-1.321936125,0.671516165,-21.93841294,1.489823625,-2078.133779,-520.402593,7.187902627
94,409,YDL016C_ko,-30.9607854,0.312859271,0.096394394,0.595173762,9.600805089,-4751.714445,-23.44388698,-1.304256928,0.694309102,28.64378634,1.461916624,-2300.942078,-364.76597,5.774513251
59,409,YDL017W_ko,11.0153245,0.392005927,0.09017918,0.73416533,10.70377231,-4143.033095,-71.51442684,-1.412569059,0.635089525,-65.23041254,1.534654836,-1995.73535,-537.8226546,9.288990183
71,409,YDL017W_ko,-17.51204077,0.372284693,0.099035932,0.862906778,10.83231089,-5013.798179,-106.1315906,-1.401130725,0.642601205,14.3634782,1.649578304,-2229.529275,-609.1753295,34.57656471
83,409,YDL017W_ko,-25.4969588,0.361568394,0.09980542,0.797460563,9.610646064,-4164.683171,-61.27468301,-1.360813882,0.505683462,-50.90118486,1.464814221,-1984.710186,-560.7246526,8.186283042
95,409,YDL017W_ko,-27.46318551,0.356767538,0.106665605,0.797460563,11.36768185,-3594.726245,1.628234927,-1.323508434,0.541165096,16.00943146,1.487378027,-2122.481604,-295.8833188,7.365456112
2,410,YDL028C_ko,-15.20446962,0.33959126,0.088009962,0.797083855,11.52883978,-4354.258026,-135.3938551,-1.588012842,0.750973577,-28.07649012,1.533244615,-2718.214088,-245.1643229,9.330471935
14,410,YDL028C_ko,-25.00554621,0.31451057,0.085083722,0.689028397,10.7732869,-5183.863911,-180.1349404,-1.70144439,0.655691685,-54.2924331,1.40667511,-2979.217969,-564.8535937,6.488589417
26,410,YDL028C_ko,-27.61934423,0.295929194,0.086181225,0.713564055,11.48377037,-4482.627358,-153.3166568,-1.509507233,0.712465107,-60.72469761,1.388826863,-2644.509498,-532.6916046,6.7590463
38,410,YDL028C_ko,-32.26224145,0.236948922,0.079224217,0.668785463,9.690291229,-4740.600243,-172.7630178,-1.6700487,0.617829189,-83.8914781,1.347195811,-2867.161056,-645.5338214,5.884969441
3,410,YDL029W_ko,-15.46811645,0.423953676,0.085642964,0.677569029,12.38302108,-4119.450569,-130.0442307,-1.665142827,0.556371149,-54.36567339,1.433899436,-2875.171149,-190.8756739,7.949312886
15,410,YDL029W_ko,-25.03424525,0.343715989,0.078761385,0.611280495,11.19588413,-4322.53414,-173.2646129,-1.646638463,0.556452533,-104.6052608,1.361827455,-3002.763687,-429.5285118,6.587870122
27,410,YDL029W_ko,-30.00438521,0.359047665,0.077671091,0.605784134,13.44239745,-4396.071225,-177.1299039,-1.75813843,0.452891707,-106.0529293,1.735023048,-2990.143823,-471.1416218,6.843489605
39,410,YDL029W_ko,-28.58352889,0.372459548,0.086205036,0.797070289,12.23442276,-4235.724328,-109.4610064,-1.611325753,0.524229469,-74.28608691,1.425732611,-2647.573196,-336.4868575,7.738644238
4,410,YDL030W_ko,-13.38368222,0.362326223,0.081899458,0.810474269,12.22263379,-4141.833326,-167.7859923,-1.659671542,0.845897218,-117.1566545,1.433298653,-2633.38288,-247.3176293,8.964849343
16,410,YDL030W_ko,-17.78644436,0.281545858,0.091036779,0.713181746,10.48804813,-4917.164261,-159.2955677,-1.685136122,0.493536584,-74.17050296,1.407172886,-2814.259023,-481.3343862,7.384206309
28,410,YDL030W_ko,-24.82956334,0.340777139,0.091646633,0.739671547,11.27846128,-4326.856504,-146.7916036,-1.682823553,0.702036069,-91.17331394,1.355795998,-2632.193519,-438.3452119,7.948466417
40,410,YDL030W_ko,-29.75250282,0.348464173,0.098575085,0.781974582,10.13795809,-4402.744306,-156.6632611,-1.690772338,0.558221894,-59.90063351,1.469714105,-2600.166656,-428.2695562,7.084886126
5,410,YDL043C_ko,-16.31667334,0.340475624,0.093573936,0.774994347,10.31790058,-2671.961815,18.47289828,-1.787849337,0.862199262,-259.3533668,1.678607749,-2611.208393,-426.2563518,8.965163504
17,410,YDL043C_ko,-27.80712449,0.275275575,0.088391411,0.77284499,10.20631155,-2920.160627,-29.20686176,-1.868551286,0.90151761,-208.6010842,1.752466335,-2767.073036,-556.5082061,7.613034183
29,410,YDL043C_ko,-32.54328691,0.235366726,0.086261872,0.777029929,9.671201372,-2557.507014,32.2367082,-1.837419607,0.959056478,-267.617192,1.75106801,-2651.952036,-578.4323629,7.613901497
41,410,YDL043C_ko,-32.95133189,0.292472373,0.082891011,0.777079752,11.61069342,-2863.228288,-68.65370518,-1.849178072,0.889716328,-209.8078601,1.788856648,-2877.527502,-678.9905713,6.596510657
6,410,YDL045C_ko,-7.965083456,0.367520584,0.091367064,0.866125643,11.00928603,-4779.291402,-157.0041259,-1.541527254,0.388087201,-62.65152963,1.4613729,-2339.246326,-262.3040867,8.483565306
18,410,YDL045C_ko,-13.85511642,0.3372786,0.0830828,0.791738493,8.796609266,-5355.320709,-184.8340864,-1.57526467,0.519384305,-60.75967617,1.422499709,-2606.017,-532.4983952,7.111192601
30,410,YDL045C_ko,-21.71687517,0.35308241,0.08693132,0.756307952,10.96398177,-5020.562755,-157.9254443,-1.577540713,0.599927854,-56.83669031,1.43683685,-2347.505537,-495.3442401,7.702134244
42,410,YDL045C_ko,-19.23124965,0.284103112,0.082937199,0.704246173,18.41714474,-5308.910896,-156.778179,-1.524701061,0.62755801,-68.92207039,1.43683685,-2559.480857,-445.1540367,7.377992453
7,410,YDL055C_ko,-14.65061226,0.380214269,0.098638269,0.877213566,8.824178097,-4890.146422,-145.0608017,-1.801933607,0.380530888,-127.2216688,1.602627598,-2459.530063,-336.9803858,7.756462205
19,410,YDL055C_ko,-19.073058,0.373908452,0.100767371,0.741442248,9.66862606,-4995.778996,-105.7545662,-1.727334994,0.67888907,-103.8956476,1.443148019,-2358.225115,-318.4791477,7.213711869
31,410,YDL055C_ko,-19.98933834,0.317780998,0.098464145,0.682994441,10.42823648,-4981.713148,-111.3869082,-1.75585187,0.44738209,-110.3311396,1.462767045,-2214.365086,-294.7291799,7.597885934
43,410,YDL055C_ko,-15.45819236,0.308594833,0.099054191,0.773328034,11.51190069,-4744.676728,-58.28728383,-1.67225652,0.481223612,-80.45311356,1.568372172,-2258.00245,-193.1750983,8.354466405
8,410,YDL060W_ko,-0.966972652,0.281518801,0.061472097,0.886036524,7.685873065,-5269.082527,-238.3288236,-1.627885945,0.617914427,-71.04489766,1.238486804,-2886.348046,-563.8547957,7.109866464
20,410,YDL060W_ko,-14.50920017,0.317517903,0.069394038,0.851924442,9.601193121,-4921.314306,-141.242552,-1.411377908,0.669368879,-20.76552412,1.219094377,-2242.789332,-306.5709257,8.200403547
32,410,YDL060W_ko,-21.32150375,0.230529925,0.067726704,0.825749671,10.2983591,-5163.979924,-154.1301636,-1.562283279,0.725697777,-45.86969466,1.236033467,-2615.940302,-486.8220203,7.117605089
44,410,YDL060W_ko,-19.71819658,0.203295825,0.070738271,0.8339296,10.75178807,-5197.930181,-186.4243779,-1.583969343,0.669566055,-62.46059687,1.355243446,-2697.392846,-547.1922923,7.093334553
9,410,YDL064W_ko,-6.994235871,0.348934471,0.095928934,1.044320038,9.752893637,-4736.77506,-97.95487604,-1.654724206,0.329695905,-99.15718275,1.838539937,-2238.526602,-429.347455,9.231383975
21,410,YDL064W_ko,-17.54241397,0.302827691,0.090251193,0.661926709,10.17306038,-5750.730661,-156.0187045,-1.643856759,0.329898922,-71.33321221,1.524702885,-2398.957077,-436.9799611,6.835424453
33,410,YDL064W_ko,-22.78495424,0.314435909,0.089396056,0.64699164,10.31935057,-4713.534248,-148.6303011,-1.728860334,0.302143244,-122.3696715,1.415711068,-2383.165192,-446.6279765,6.984817231
45,410,YDL064W_ko,-24.97129642,0.325759209,0.088095664,0.752348249,9.237969061,-4675.108346,-126.7322897,-1.66668869,0.318027585,-115.4918716,1.687737269,-2349.919289,-451.6227562,6.676395272
10,410,YDL084W_ko,-7.544770633,0.341150628,0.092028476,1.073601451,10.10700185,-5534.959193,-79.16911785,-1.691800298,0.259189733,-70.9547839,2.11129931,-2344.290297,-267.4920965,8.832535215
22,410,YDL084W_ko,-21.45185774,0.308623134,0.083764189,0.7882274,9.155422363,-6308.391674,-148.2621723,-1.735858049,0.228792808,-54.25300039,1.637956674,-2797.440808,-519.0806068,5.973794602
34,410,YDL084W_ko,-28.82091377,0.31440263,0.090731982,0.723700018,10.50720415,-5158.555874,-76.18484155,-1.785894366,0.234114924,-108.0620439,1.534705485,-2545.11103,-529.7415996,6.800447016
46,410,YDL084W_ko,-30.81014874,0.318118929,0.097343586,0.803049866,9.114438828,-5209.841048,-66.83315056,-1.674432361,0.351024768,-59.00698247,1.585836016,-2452.744509,-529.192819,6.733857009
11,410,YDL087C_ko,-8.357064226,0.37129955,0.084652205,0.980802192,10.18454939,-4996.306982,-131.1767678,-1.596930348,0.452516499,-50.4234831,1.964658815,-2450.551457,-423.6578321,8.21796396
23,410,YDL087C_ko,-20.61891164,0.309890432,0.085499045,0.885400903,36.8672676,-4970.099051,-121.6065374,-1.592552931,0.853375974,-32.32988923,1.608106752,-2551.341264,-523.1860589,6.937078745
35,410,YDL087C_ko,-24.6115512,0.30735677,0.095210034,0.896961369,11.37911938,-4397.606341,-92.4114793,-1.555222121,0.462233832,-62.6398675,1.543769059,-2380.289477,-493.8520368,7.834951198
47,410,YDL087C_ko,-26.10342081,0.283753047,0.095079584,0.892454966,8.860762398,-4755.379567,-114.9752614,-1.640464256,0.53262593,-57.04254085,1.483718538,-2593.28438,-611.3244472,6.744544567
50,410,YDL092W_ko,-28.94421299,0.309863009,0.090234872,0.853993888,10.60927821,-4533.130131,-128.3041299,-1.581552587,0.481879821,-89.01731014,1.505509887,-2263.116383,-578.0510717,6.701780191
62,410,YDL092W_ko,-28.9554917,0.293601093,0.081149847,0.811777375,10.25397592,-4410.104166,-86.73601636,-1.60826438,0.436600105,-82.2601602,1.423165225,-2296.865419,-434.1734928,6.337849078
74,410,YDL092W_ko,-29.14272618,0.336466038,0.093426212,0.697096393,10.46850442,-4287.875076,-72.49755265,-1.509197722,0.467983884,-70.61098061,1.461338646,-2123.730833,-535.5599149,7.273618232
86,410,YDL092W_ko,-32.96931311,0.304379895,0.095631478,0.667111157,11.0112866,-4347.301962,-121.7186361,-1.583399209,0.617684274,-65.22958933,1.563850912,-2455.21553,-614.8847014,6.937899998
56,398,YDL097C_ko,-22.52462687,0.29636408,0.085480402,0.628777978,10.16823583,-4469.952589,-132.7134084,-1.577602416,0.714980067,-106.1692856,1.255262424,-2112.495445,-620.1377565,7.513177322
68,398,YDL097C_ko,-22.09018687,0.283820596,0.088615849,0.670051581,18.04311617,-4060.279116,-103.4487439,-1.535508248,0.782329618,-274.2384699,3.654316562,-2049.487424,-639.4354663,7.222301544
80,398,YDL097C_ko,-23.36714784,0.340881803,0.087328408,0.822217098,16.24729501,-4399.311332,-95.21572972,-1.585533791,0.935270897,-78.16396364,1.340148603,-1802.66993,-621.6745537,8.031149792
92,398,YDL097C_ko,-18.62386306,0.313530123,0.086683178,0.788899493,10.87916409,-3988.090726,-74.37116729,-1.498694746,0.842509243,-32.75416182,1.668274009,-1569.115522,-619.6097817,9.030333374
57,398,YDL098C_ko,-29.79992543,0.302467088,0.088827428,0.784547357,9.918065691,-4294.770072,-69.15068865,-1.618376116,1.35037682,-98.65019436,1.522110081,-1970.547925,-613.0770183,7.189387531
69,398,YDL098C_ko,-29.02370454,0.336357775,0.098434738,0.904181973,10.15439972,-4051.738011,-39.73017737,-1.553114471,1.214380584,-42.84293535,1.463656743,-1833.139892,-569.3409245,7.588742733
81,398,YDL098C_ko,-30.60371281,0.326788164,0.095386856,1.011478766,9.353626839,-4374.059634,-82.24869063,-1.563286893,0.504635974,-91.46798456,1.53250245,-1809.8149,-638.2668575,7.616735092
93,398,YDL098C_ko,-26.14574622,0.341091506,0.096479944,0.922794189,9.267366152,-4395.76662,-116.585218,-1.596421818,0.615139649,-63.23719733,1.554302032,-1822.427192,-753.2200746,7.58615437
58,398,YDL102W_ko,-22.90039612,0.316616357,0.088586284,0.990274239,12.48007206,-3916.640125,-41.08103344,-1.282447632,1.078262848,-24.73097886,1.577093258,-1695.582533,-476.5418043,8.472538338
70,398,YDL102W_ko,-23.23199356,0.333325325,0.09082719,0.796102967,10.66719906,-3870.82074,-56.40549554,-1.27786916,1.37376955,-9.563024454,1.542637907,-1789.405001,-559.649566,7.734853025
82,398,YDL102W_ko,-23.40164923,0.278830108,0.087735646,0.885601265,11.16451689,-4271.809337,-38.61405309,-1.39496907,0.827283603,-30.95452217,1.570457887,-1637.615814,-572.6769724,8.008193981
94,398,YDL102W_ko,-22.69736682,0.271990385,0.091896038,0.798370435,11.67594189,-4142.318552,-42.52743602,-1.354372943,0.941049512,1.499488841,1.607722944,-1699.477943,-645.2484081,8.087012675
59,398,YDL103C_ko,-23.53005487,0.33881563,0.100226703,0.830587499,13.56137357,-3966.767564,-44.37716388,-1.324474134,0.733089055,-13.29459686,1.695480672,-1849.870691,-524.4330291,8.572227843
71,398,YDL103C_ko,-24.66104929,0.347351297,0.090040113,0.930893256,12.85797423,-4374.755341,-35.08632275,-1.3890939,0.864536558,-25.15867781,1.761594131,-1871.287817,-566.0818613,8.123917958
83,398,YDL103C_ko,-25.87641405,0.348545237,0.090456116,0.809941457,12.60984944,-4505.608694,-80.36868035,-1.40838996,0.854988529,-39.25793271,1.723816486,-1874.590198,-593.6801244,8.339735376
95,398,YDL103C_ko,-24.33406149,0.403249656,0.092408071,1.106661909,13.18035582,-4289.570429,-21.66767106,-1.298911621,0.784063161,9.953933608,1.876778371,-1555.628094,-538.1888203,9.805325277
2,399,YDL105W_ko,-23.52227463,0.205549645,0.067208909,0.769771247,12.1531861,-5732.476178,-133.2226473,-1.403877251,0.578338762,70.66606061,1.207618591,-2745.094446,-661.3621446,7.725367627
14,399,YDL105W_ko,-20.19876311,0.195854405,0.068411885,0.774193668,11.27593034,-5817.723715,-132.6193223,-1.348311981,0.51384053,71.01259425,1.263263233,-2621.609071,-632.9341613,7.279968395
26,399,YDL105W_ko,-15.30438666,0.204402631,0.071683936,1.029576918,11.18691226,-5658.882074,-97.41949841,-1.35007032,0.724820151,62.42866345,1.286417547,-2392.382081,-549.4837042,15.35945061
38,399,YDL105W_ko,-15.19897982,0.186944904,0.072526403,1.029576918,11.18691226,-5582.962983,-95.70352632,-0.616396461,0.747370844,77.07747924,1.301320121,-2364.387649,-610.8632853,13.37275552
3,399,YDL108W_ko,-22.53084061,0.253243766,0.075690529,0.889419267,12.15218155,-5151.57143,-111.0841435,-1.360886774,0.630989459,101.0937155,1.247320523,-2505.560181,-540.9652279,9.372300518
15,399,YDL108W_ko,-18.29015636,0.236200078,0.087685008,0.806916224,8.860077105,-5100.859134,-120.7559791,-1.296736857,0.681242419,65.81144691,1.265812365,-2460.18074,-659.9991715,8.51153425
27,399,YDL108W_ko,-15.50403414,0.241778883,0.081083055,0.815683379,10.04237806,-5099.075446,-88.65035713,-1.329836739,0.596112946,84.46690627,1.248341321,-2193.17587,-387.0204723,9.310023643
39,399,YDL108W_ko,-13.92556997,0.244280593,0.082659391,1.036826906,10.0764995,-5155.536231,-72.23352811,-1.236829373,1.141976078,83.41626248,1.302768161,-2052.142731,-405.3081541,9.771478536
4,399,YDL111C_ko,-20.51435274,0.22677222,0.068915488,0.811488902,10.24868632,-5358.289985,-90.30308452,-1.260558658,0.671263903,118.34884,1.275585311,-2458.774837,-540.9754973,8.85375889
