orf	hap a | growth (colony size) | SGEPH E. purpurea extract [2.1 mg/mL] | YPD | Mir-Rashed N~Smith ML, 2010	hap a | growth (colony size) | SGEPH E. purpurea extract [0.8 mg/mL], UV [10 W/m2] | YPD | Mir-Rashed N~Smith ML, 2010	hap a | growth (colony size) | SGEPR E. purpurea extract [4.5 mg/mL] | YPD | Mir-Rashed N~Smith ML, 2010	hap a | growth (colony size) | SGEPR E. purpurea extract [2.3 mg/mL], UV [10 W/m2] | YPD | Mir-Rashed N~Smith ML, 2010	hap a | growth (colony size) | SG1 E. purpurea extract [5.2 mg/mL] | YPD | Mir-Rashed N~Smith ML, 2010	hap a | growth (colony size) | SG1 E. purpurea extract [4.5 mg/mL], UV [10 W/m2] | YPD | Mir-Rashed N~Smith ML, 2010	hap a | growth (colony size) | SG7a E. pallida extract [1.8 mg/mL] | YPD | Mir-Rashed N~Smith ML, 2010	hap a | growth (colony size) | SG7a E. pallida extract [1.8 mg/mL], UV [10 W/m2] | YPD | Mir-Rashed N~Smith ML, 2010	hap a | growth (colony size) | SGEPF E. purpurea extract [1.3 mg/mL] | YPD | Mir-Rashed N~Smith ML, 2010	hap a | growth (colony size) | SGEPF E. purpurea extract [0.8 mg/mL], UV [10 W/m2] | YPD | Mir-Rashed N~Smith ML, 2010	hap a | growth (colony size) | SGEPLS E. purpurea extract [4.0 mg/mL] | YPD | Mir-Rashed N~Smith ML, 2010	hap a | growth (colony size) | SGEPLS E. purpurea extract [2.1 mg/mL], UV [10 W/m2] | YPD | Mir-Rashed N~Smith ML, 2010	hap a | growth (colony size) | SGEARa E. pallida extract [0.6 mg/mL] | YPD | Mir-Rashed N~Smith ML, 2010	hap a | growth (colony size) | SGEARa E. pallida extract [0.6 mg/mL], UV [10 W/m2] | YPD | Mir-Rashed N~Smith ML, 2010	hap a | growth (colony size) | SGEARb E. pallida extract [1.3 mg/mL] | YPD | Mir-Rashed N~Smith ML, 2010	hap a | growth (colony size) | SGEARb E. pallida extract [0.3 mg/mL], UV [10 W/m2] | YPD | Mir-Rashed N~Smith ML, 2010
YDR100W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-59.3	-48.551	0.0	0.0	0.0	0.0
YDR101C	0.0	0.0	0.0	0.0	0.0	0.0	-84.425	0.0	0.0	-66.895	0.0	0.0	0.0	0.0	0.0	0.0
YDR104C	0.0	0.0	0.0	-54.642	-38.452	-54.127	0.0	0.0	0.0	-57.809	0.0	0.0	0.0	0.0	0.0	0.0
YDR109C	0.0	0.0	0.0	0.0	0.0	0.0	-60.524	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR110W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-42.189	0.0	0.0
YDR111C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-44.622	0.0	0.0
YDR112W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-36.189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR123C	0.0	0.0	-32.334	0.0	0.0	0.0	0.0	-63.828	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR124W	0.0	0.0	0.0	0.0	0.0	-115.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-75.727
YDR125C	0.0	0.0	0.0	0.0	0.0	-33.322	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR127W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-44.305
YDR129C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-96.874	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR131C	0.0	0.0	0.0	-40.992	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR135C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-60.344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR137W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-35.176	0.0
YDR139C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-43.38	0.0	0.0	0.0	-62.417
YDR142C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-34.113	0.0	0.0	0.0	0.0
YDR143C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-60.752
YDR144C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-48.783	0.0	0.0	0.0	0.0	0.0	0.0
YDR146C	0.0	-31.013	0.0	-52.946	0.0	0.0	0.0	0.0	0.0	-50.25	0.0	0.0	0.0	0.0	0.0	0.0
YDR148C	0.0	-37.327	0.0	0.0	0.0	0.0	0.0	0.0	-60.119	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR154C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-67.15
YDR155C	0.0	0.0	-33.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR156W	0.0	0.0	-40.327	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-50.853
YDR157W	0.0	0.0	-34.648	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-88.511	-47.405
YDR161W	0.0	-35.062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR198C	0.0	-41.478	0.0	0.0	0.0	0.0	0.0	-39.526	0.0	-57.32	0.0	0.0	0.0	0.0	0.0	0.0
YDR199W	0.0	0.0	0.0	0.0	-33.303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-49.663
YDR200C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-79.607
YDR202C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-62.171	0.0	0.0	0.0	-41.472	0.0	0.0
YDR205W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-63.647	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR207C	0.0	0.0	0.0	-39.628	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR213W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-31.62	0.0	0.0
YDR214W	0.0	-38.599	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-43.555	0.0	0.0
YDR215C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-43.092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR216W	0.0	-29.065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR217C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-48.974
YDR218C	0.0	0.0	0.0	0.0	-47.545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR227W	0.0	0.0	0.0	-34.276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR229W	0.0	0.0	0.0	-38.135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR233C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-42.253
YDR234W	0.0	0.0	0.0	0.0	0.0	0.0	-45.382	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR242W	0.0	0.0	0.0	0.0	-45.914	0.0	0.0	0.0	0.0	0.0	-111.36	0.0	0.0	0.0	0.0	0.0
YDR245W	-36.507	0.0	0.0	-55.796	0.0	-49.682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-70.064	0.0	-57.942
YDR249C	0.0	0.0	0.0	-30.808	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR250C	-30.393	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR251W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-42.627
YDR261C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-84.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR263C	0.0	0.0	0.0	0.0	-32.579	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR265W	0.0	0.0	0.0	0.0	0.0	0.0	-38.189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR275W	0.0	0.0	0.0	0.0	0.0	-51.318	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-40.757	0.0	0.0
YDR276C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-90.314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR282C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-50.774	0.0	0.0	0.0	0.0	0.0
YDR286C	0.0	0.0	0.0	0.0	0.0	-37.122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR287W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-43.277	0.0	0.0
YDR293C	0.0	0.0	-35.093	-52.242	0.0	0.0	0.0	0.0	-82.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR294C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-35.211	0.0
YDR296W	-24.103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-57.586	0.0	0.0	-46.119	0.0	0.0
YDR300C	0.0	0.0	0.0	0.0	0.0	-50.377	0.0	-41.503	0.0	0.0	0.0	0.0	0.0	-68.429	0.0	0.0
YDR304C	0.0	0.0	0.0	0.0	0.0	-35.949	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-58.384	0.0	0.0
YDR305C	0.0	0.0	0.0	0.0	0.0	-34.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-48.379	0.0	0.0
YDR307W	0.0	0.0	0.0	0.0	0.0	-34.328	0.0	-38.546	0.0	0.0	0.0	0.0	0.0	-31.816	0.0	0.0
YDR310C	0.0	0.0	0.0	-36.924	0.0	0.0	0.0	0.0	-64.171	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR312W	0.0	-40.484	0.0	0.0	0.0	-53.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR326C	0.0	0.0	0.0	0.0	-128.64	0.0	0.0	0.0	-74.04	0.0	-43.892	0.0	0.0	0.0	0.0	0.0
YDR329C	0.0	-41.504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR335W	0.0	0.0	0.0	-55.106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR349C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-42.404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR357C	0.0	0.0	0.0	-40.172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR359C	0.0	-55.213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-45.139
YDR363W-A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-32.785	0.0	0.0
YDR368W	0.0	0.0	0.0	0.0	-40.884	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR370C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-44.659	0.0	0.0	0.0	0.0
YDR372C	0.0	0.0	0.0	0.0	-38.926	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR377W	-26.568	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR380W	-31.779	0.0	0.0	-44.179	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-48.576	0.0	0.0	0.0	0.0
YDR382W	0.0	0.0	-66.506	0.0	-67.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-46.755
YDR383C	0.0	0.0	0.0	0.0	-33.382	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR388W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-34.384	0.0	0.0
YDR389W	0.0	0.0	0.0	-32.217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR392W	-28.94	-51.197	0.0	-69.862	0.0	-35.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-52.121	0.0	0.0
YDR395W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-89.443	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR405W	-29.752	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-64.376	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR414C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-37.387	0.0	0.0	0.0	0.0
YDR415C	0.0	0.0	0.0	0.0	0.0	0.0	-120.13	0.0	0.0	0.0	0.0	0.0	-98.882	0.0	0.0	0.0
YDR417C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-91.905	0.0	0.0	0.0	0.0	0.0
YDR418W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-74.609	0.0	0.0	0.0	0.0	0.0
YDR419W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-43.218	0.0	0.0
YDR422C	0.0	0.0	0.0	0.0	-35.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR423C	0.0	0.0	-43.362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR425W	0.0	0.0	-32.629	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR431W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-48.499	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR433W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-34.955	0.0	0.0
YDR436W	0.0	0.0	0.0	0.0	0.0	-34.554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR438W	-27.861	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-121.89	0.0	0.0	0.0
YDR439W	0.0	-30.254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-147.04	-35.099	0.0	0.0
YDR441C	-31.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-108.98	0.0	0.0	0.0
YDR442W	0.0	0.0	0.0	0.0	0.0	0.0	-39.473	0.0	0.0	0.0	0.0	-34.636	0.0	0.0	0.0	0.0
YDR444W	0.0	0.0	0.0	0.0	-37.964	0.0	0.0	0.0	0.0	0.0	-55.405	0.0	0.0	0.0	0.0	0.0
YDR446W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-36.126	0.0	0.0	0.0	0.0
YDR447C	0.0	0.0	0.0	0.0	0.0	0.0	-49.094	0.0	0.0	0.0	-62.174	0.0	0.0	0.0	0.0	0.0
YDR448W	0.0	-30.065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-50.864	0.0	0.0	0.0	0.0	0.0
YDR452W	-24.712	0.0	0.0	-46.826	0.0	0.0	-40.376	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR453C	-23.709	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR455C	-31.183	0.0	0.0	-50.641	0.0	0.0	0.0	0.0	0.0	-78.087	0.0	0.0	-105.95	-30.886	0.0	-41.776
YDR456W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-110.28	0.0	0.0	0.0
YDR457W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-77.844	0.0	0.0	0.0
YDR459C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-45.258	0.0
YDR461W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-56.659	-34.571	0.0	0.0	0.0	0.0
YDR462W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-57.903	0.0	0.0	0.0	0.0
YDR463W	0.0	0.0	-84.87	0.0	0.0	0.0	-42.153	0.0	0.0	0.0	0.0	-43.488	0.0	0.0	0.0	0.0
YDR465C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-72.268	0.0	0.0	0.0
YDR466W	0.0	0.0	0.0	0.0	0.0	0.0	-60.3	0.0	0.0	-49.77	-54.548	0.0	0.0	0.0	0.0	0.0
YDR467C	0.0	-51.143	0.0	0.0	0.0	0.0	0.0	0.0	-61.336	0.0	0.0	0.0	0.0	-35.579	0.0	0.0
YDR469W	0.0	-32.441	0.0	0.0	0.0	0.0	-39.386	0.0	-66.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR471W	0.0	-54.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-71.784	-31.021	0.0	0.0
YDR475C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-76.547	0.0	-44.111	0.0
YDR476C	0.0	-33.567	0.0	0.0	0.0	0.0	-40.686	0.0	0.0	0.0	0.0	-46.921	0.0	0.0	-42.14	0.0
YDR477W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-49.881	0.0	0.0	0.0	0.0	0.0
YDR480W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-93.744	0.0	0.0	0.0
YDR481C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-48.11	0.0	0.0	0.0	0.0	0.0	-40.047	0.0	0.0
YDR483W	0.0	0.0	-112.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR484W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-55.702	0.0	-49.919	0.0	0.0	0.0	0.0	0.0
YDR485C	0.0	-38.028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR486C	0.0	-47.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR488C	0.0	-29.593	0.0	0.0	0.0	0.0	0.0	-47.321	0.0	0.0	0.0	0.0	-116.77	0.0	0.0	0.0
YDR490C	-24.609	0.0	0.0	0.0	0.0	0.0	0.0	-139.33	0.0	0.0	0.0	0.0	-85.628	0.0	0.0	0.0
YDR491C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-96.44	0.0	0.0	0.0
YDR493W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-95.188	0.0	0.0	0.0	0.0	0.0
YDR494W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-40.735	0.0
YDR495C	0.0	-35.671	0.0	0.0	-37.02	0.0	0.0	0.0	0.0	0.0	0.0	-42.414	0.0	0.0	0.0	0.0
YDR496C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-70.999	-91.359	0.0	-38.968	0.0	0.0	0.0	0.0
YDR497C	0.0	0.0	0.0	0.0	-37.739	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR501W	0.0	0.0	0.0	-137.62	0.0	0.0	0.0	-39.017	0.0	0.0	0.0	-38.006	0.0	0.0	0.0	0.0
YDR502C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-46.876	0.0	0.0	0.0	0.0	0.0
YDR503C	0.0	-31.883	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-134.11	-33.783	0.0	0.0
YDR504C	0.0	0.0	0.0	0.0	-36.812	0.0	0.0	-37.803	0.0	-52.577	0.0	0.0	-71.049	0.0	0.0	0.0
YDR505C	0.0	0.0	0.0	0.0	-45.247	0.0	0.0	-105.52	0.0	0.0	0.0	0.0	-106.05	0.0	0.0	0.0
YDR506C	0.0	0.0	0.0	0.0	-34.324	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-63.141	0.0	0.0
YDR508C	0.0	0.0	0.0	0.0	-32.709	0.0	-53.216	0.0	0.0	0.0	0.0	0.0	-77.905	0.0	-53.045	0.0
YDR511W	0.0	-30.842	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR514C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-44.102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR515W	0.0	0.0	0.0	-36.673	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-39.184	0.0	0.0
YDR516C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-76.252	0.0	0.0	0.0
YDR517W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-144.01	0.0	0.0	0.0
YDR519W	0.0	0.0	0.0	-32.095	0.0	0.0	0.0	-44.815	0.0	0.0	0.0	0.0	-101.15	0.0	0.0	0.0
YDR520C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-126.37	0.0	0.0	0.0	0.0	-92.115	0.0	0.0	0.0
YDR522C	0.0	0.0	0.0	-34.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-74.817	0.0	0.0	0.0
YDR524C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-126.71	0.0	0.0	0.0
YDR537C	0.0	0.0	-32.194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR538W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-123.75	0.0	0.0	0.0
YDR541C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-73.66	0.0	0.0	0.0
YEL001C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-34.533	0.0	0.0
YEL004W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-37.507	0.0	0.0
YEL005C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-30.437	0.0	0.0
YEL010W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-44.489
YEL012W	0.0	0.0	-37.444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YEL013W	0.0	0.0	0.0	-67.477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-43.649
YEL024W	0.0	-33.111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YEL028W	0.0	-30.728	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YEL029C	0.0	-57.231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YEL031W	0.0	0.0	0.0	-31.327	0.0	0.0	0.0	-49.611	0.0	0.0	0.0	0.0	0.0	-39.309	0.0	0.0
YEL033W	0.0	0.0	0.0	0.0	0.0	0.0	-50.634	-35.857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YEL037C	0.0	-32.523	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YEL039C	0.0	0.0	0.0	0.0	0.0	0.0	-39.354	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YEL041W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-58.851	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YEL042W	0.0	0.0	0.0	0.0	-119.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-43.859
YEL045C	0.0	0.0	0.0	0.0	0.0	0.0	-42.993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YEL046C	-37.437	-37.394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YEL049W	0.0	0.0	0.0	-63.428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-47.546
YEL052W	0.0	0.0	0.0	-32.584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YEL053C	0.0	0.0	0.0	0.0	-44.862	-35.98	0.0	-98.626	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YEL054C	0.0	0.0	0.0	0.0	-34.165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-71.758
YEL056W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-47.362
YEL061C	0.0	0.0	0.0	-32.325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YEL066W	0.0	0.0	0.0	-31.177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YEL067C	0.0	0.0	0.0	0.0	0.0	-40.157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YEL068C	0.0	0.0	0.0	0.0	0.0	0.0	-43.068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-42.852
YEL071W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-40.39
YEL072W	0.0	0.0	0.0	0.0	-39.522	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
