orf	hap a | growth (colony size) | SGEPH E. purpurea extract [2.1 mg/mL] | YPD | Mir-Rashed N~Smith ML, 2010	hap a | growth (colony size) | SGEPH E. purpurea extract [0.8 mg/mL], UV [10 W/m2] | YPD | Mir-Rashed N~Smith ML, 2010	hap a | growth (colony size) | SGEPR E. purpurea extract [4.5 mg/mL] | YPD | Mir-Rashed N~Smith ML, 2010	hap a | growth (colony size) | SGEPR E. purpurea extract [2.3 mg/mL], UV [10 W/m2] | YPD | Mir-Rashed N~Smith ML, 2010	hap a | growth (colony size) | SG1 E. purpurea extract [5.2 mg/mL] | YPD | Mir-Rashed N~Smith ML, 2010	hap a | growth (colony size) | SG1 E. purpurea extract [4.5 mg/mL], UV [10 W/m2] | YPD | Mir-Rashed N~Smith ML, 2010	hap a | growth (colony size) | SG7a E. pallida extract [1.8 mg/mL] | YPD | Mir-Rashed N~Smith ML, 2010	hap a | growth (colony size) | SG7a E. pallida extract [1.8 mg/mL], UV [10 W/m2] | YPD | Mir-Rashed N~Smith ML, 2010	hap a | growth (colony size) | SGEPF E. purpurea extract [1.3 mg/mL] | YPD | Mir-Rashed N~Smith ML, 2010	hap a | growth (colony size) | SGEPF E. purpurea extract [0.8 mg/mL], UV [10 W/m2] | YPD | Mir-Rashed N~Smith ML, 2010	hap a | growth (colony size) | SGEPLS E. purpurea extract [4.0 mg/mL] | YPD | Mir-Rashed N~Smith ML, 2010	hap a | growth (colony size) | SGEPLS E. purpurea extract [2.1 mg/mL], UV [10 W/m2] | YPD | Mir-Rashed N~Smith ML, 2010	hap a | growth (colony size) | SGEARa E. pallida extract [0.6 mg/mL] | YPD | Mir-Rashed N~Smith ML, 2010	hap a | growth (colony size) | SGEARa E. pallida extract [0.6 mg/mL], UV [10 W/m2] | YPD | Mir-Rashed N~Smith ML, 2010	hap a | growth (colony size) | SGEARb E. pallida extract [1.3 mg/mL] | YPD | Mir-Rashed N~Smith ML, 2010	hap a | growth (colony size) | SGEARb E. pallida extract [0.3 mg/mL], UV [10 W/m2] | YPD | Mir-Rashed N~Smith ML, 2010
YJL207C	0.0	0.0	0.0	0.0	0.0	-3.321911170279204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YJR003C	0.0	0.0	0.0	0.0	0.0	-6.701026833026573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YJR073C	0.0	0.0	0.0	0.0	0.0	-3.7258145665211893	0.0	-3.1310833938576925	-4.51269360691233	-3.5703732346234482	-3.8189912166572544	-5.7836251551253675	-6.222727715189052	-3.74102582587982	0.0	0.0
YJR075W	0.0	0.0	0.0	0.0	0.0	-3.322489828440009	0.0	0.0	-5.118059947259619	-4.994901594637702	-6.098160944875644	-4.2694236975082	-8.384331404241586	-4.370059975444874	0.0	0.0
YJR102C	0.0	0.0	0.0	0.0	0.0	-3.214032756014818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YJR117W	0.0	0.0	0.0	0.0	0.0	-4.704821509151937	0.0	0.0	-4.871236761281111	0.0	0.0	-4.567663051341641	0.0	-5.620603124335485	0.0	0.0
YJR140C	0.0	0.0	0.0	0.0	0.0	-3.726145228327364	-2.9676326245661224	0.0	-4.974410220461601	-7.68418092938046	0.0	0.0	0.0	0.0	0.0	-3.985548280094495
YKL008C	0.0	0.0	0.0	0.0	0.0	-3.2289952027442075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YKL023W	0.0	0.0	0.0	0.0	0.0	-3.874447048396566	-2.993890876628974	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YKL031W	0.0	0.0	0.0	0.0	0.0	-7.95398708207278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YKL053C-A	0.0	0.0	0.0	0.0	0.0	-6.5874445026056785	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YKL056C	0.0	0.0	0.0	0.0	0.0	-4.47029962312277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YKL061W	0.0	0.0	0.0	0.0	0.0	-2.9535539182009622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YKL071W	0.0	0.0	0.0	0.0	0.0	-4.167082746860878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YKL072W	0.0	0.0	0.0	0.0	0.0	-2.9061866144664847	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YKL085W	0.0	0.0	0.0	0.0	0.0	-3.997618571196517	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YKL090W	0.0	0.0	0.0	0.0	0.0	-3.021339588466707	0.0	0.0	0.0	-3.81066488038944	0.0	0.0	0.0	0.0	0.0	0.0
YKL123W	0.0	0.0	0.0	0.0	0.0	-2.781857775344924	0.0	0.0	-4.0928890745278315	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YKL126W	0.0	0.0	0.0	0.0	0.0	-3.9669496886738442	0.0	0.0	0.0	0.0	0.0	0.0	-3.0571719345493364	0.0	0.0	0.0
YKL129C	0.0	0.0	0.0	0.0	0.0	-3.162614845154704	0.0	0.0	-4.184439281183018	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YKL143W	0.0	0.0	0.0	0.0	0.0	-4.020682232177179	-3.3484523030547875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YKL159C	0.0	0.0	0.0	0.0	0.0	-5.646959660394245	0.0	-2.6964515408827165	0.0	-6.1544835764719945	0.0	0.0	0.0	0.0	0.0	0.0
YKL161C	0.0	0.0	0.0	0.0	0.0	-4.710525425308445	0.0	-2.8168563109636224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YKL201C	0.0	0.0	0.0	0.0	0.0	-2.8822136335188433	0.0	0.0	0.0	0.0	0.0	-6.1975041482206725	0.0	0.0	0.0	-5.381012748135631
YKL207W	0.0	0.0	0.0	0.0	0.0	-3.81377060696357	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YKL208W	0.0	0.0	0.0	0.0	0.0	-3.3245564647285986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YKL221W	0.0	0.0	0.0	0.0	0.0	-2.8775017027808585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YKR021W	0.0	0.0	0.0	0.0	0.0	-2.8002095055876013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YKR033C	0.0	0.0	0.0	0.0	0.0	-2.7838417461819702	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YKR050W	0.0	0.0	0.0	0.0	0.0	-4.495429920392022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YKR058W	0.0	0.0	0.0	0.0	0.0	-3.7039908873136813	0.0	-2.8044102894337724	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YKR078W	0.0	0.0	0.0	0.0	0.0	-2.7588767798158056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YLL043W	0.0	0.0	0.0	0.0	0.0	-3.380934302681328	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.2863766219943105	0.0
YLL057C	0.0	0.0	0.0	0.0	0.0	-3.109295628909088	0.0	-3.95147199278874	-4.201190439234191	-4.506149123111836	0.0	-4.381366154697749	0.0	0.0	0.0	0.0
YLL061W	0.0	0.0	0.0	0.0	0.0	-3.320836519409137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YLR054C	0.0	0.0	0.0	0.0	0.0	-3.408131236239169	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YLR165C	0.0	0.0	0.0	0.0	0.0	-3.9380167806335873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.937261190977419
YLR226W	0.0	0.0	0.0	0.0	0.0	-3.5467611984777716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YLR280C	0.0	0.0	0.0	0.0	0.0	-2.873947088364484	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YLR287C-A	0.0	0.0	0.0	0.0	0.0	-3.9038759491460846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.4181370543998297	-4.413731612281989
YLR290C	0.0	0.0	0.0	0.0	0.0	-3.0737494847453437	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YLR342W	0.0	0.0	0.0	0.0	0.0	-10.025665963206714	0.0	0.0	0.0	0.0	0.0	0.0	-4.438225063050979	0.0	0.0	0.0
YLR400W	0.0	0.0	0.0	0.0	0.0	-3.2238699447485053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-4.437536794670283	0.0
YLR414C	0.0	0.0	0.0	0.0	0.0	-3.2676826340666083	0.0	0.0	0.0	0.0	-5.9249600678138465	0.0	0.0	0.0	0.0	-3.6140779720377942
YML060W	0.0	0.0	0.0	0.0	0.0	-2.867581848595628	0.0	-3.076684490766552	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YMR027W	0.0	0.0	0.0	0.0	0.0	-3.8608072488918737	0.0	0.0	0.0	0.0	0.0	-3.5299872830451227	0.0	0.0	0.0	0.0
YMR175W	0.0	0.0	0.0	0.0	0.0	-4.056145710889379	0.0	0.0	-3.8334170549188453	-4.320686658385863	0.0	0.0	0.0	-3.763487259170434	0.0	0.0
YMR189W	0.0	0.0	0.0	0.0	0.0	-3.1233487556714983	0.0	-3.501597259513162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YMR276W	0.0	0.0	0.0	0.0	0.0	-3.22122465029911	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YMR278W	0.0	0.0	0.0	0.0	0.0	-3.3666331795642863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YMR306C-A	0.0	0.0	0.0	0.0	0.0	-5.58446457902729	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YNL219C	0.0	0.0	0.0	0.0	0.0	-3.1707987248575193	0.0	0.0	0.0	0.0	-4.773118157363091	-3.9901837515463794	0.0	0.0	0.0	0.0
YNL305C	0.0	0.0	0.0	0.0	0.0	-3.271733241192244	-2.8387421187261843	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YOL002C	0.0	0.0	0.0	0.0	0.0	-8.037313857228721	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YOL003C	0.0	0.0	0.0	0.0	0.0	-7.461879649033785	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YOL091W	0.0	0.0	0.0	0.0	0.0	-3.2578454453329204	0.0	0.0	0.0	-3.4917724757633937	0.0	0.0	0.0	-3.4705764869694873	0.0	0.0
YOR021C	0.0	0.0	0.0	0.0	0.0	-3.005633152673425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YOR051C	0.0	0.0	0.0	0.0	0.0	-2.770780604838083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YOR097C	0.0	0.0	0.0	0.0	0.0	-3.1191328176427753	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YOR186W	0.0	0.0	0.0	0.0	0.0	-3.5923925277298334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YOR209C	0.0	0.0	0.0	0.0	0.0	-3.6691060667622857	-7.248477946584096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YOR225W	0.0	0.0	0.0	0.0	0.0	-3.843116842261545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.5398128185168005	0.0
YOR298W	0.0	0.0	0.0	0.0	0.0	-3.71225743246804	-2.8977856740789383	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.3372712096187596	0.0
YOR348C	0.0	0.0	0.0	0.0	0.0	-3.0271261700747583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YOR349W	0.0	0.0	0.0	0.0	0.0	-3.7455716094401077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YOR367W	0.0	0.0	0.0	0.0	0.0	-9.150238831360086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YOR382W	0.0	0.0	0.0	0.0	0.0	-5.447735922174189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YOR383C	0.0	0.0	0.0	0.0	0.0	-8.19082360074517	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YPL014W	0.0	0.0	0.0	0.0	0.0	-2.884528266162064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YPL036W	0.0	0.0	0.0	0.0	0.0	-5.908099821820448	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YPL092W	0.0	0.0	0.0	0.0	0.0	-3.865684510532945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YPL115C	0.0	0.0	0.0	0.0	0.0	-7.116586057936204	0.0	0.0	0.0	0.0	0.0	0.0	-4.743661953455679	0.0	0.0	0.0
YPL135W	0.0	0.0	0.0	0.0	0.0	-6.061609565336896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YPL136W	0.0	0.0	0.0	0.0	0.0	-3.0463045548328713	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YPL138C	0.0	0.0	0.0	0.0	0.0	-2.952479267330896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YPL152W	0.0	0.0	0.0	0.0	0.0	-7.749638085857025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YPL193W	0.0	0.0	0.0	0.0	0.0	-4.584543277156013	0.0	0.0	-3.917651449690458	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YPL239W	0.0	0.0	0.0	0.0	0.0	-5.677959204723091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YPL248C	0.0	0.0	0.0	0.0	0.0	-8.958454983778955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YPR001W	0.0	0.0	0.0	0.0	0.0	-5.255952074593059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YPR003C	0.0	0.0	0.0	0.0	0.0	-7.039872518903752	0.0	0.0	0.0	-3.723747749103181	0.0	0.0	0.0	0.0	0.0	0.0
YPR031W	0.0	0.0	0.0	0.0	0.0	-7.544710431480462	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YPR119W	0.0	0.0	0.0	0.0	0.0	-3.428962930028154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.919731490209681	0.0
YPR131C	0.0	0.0	0.0	0.0	0.0	-3.1225221011560627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-6.126011863729565	0.0
YPR153W	0.0	0.0	0.0	0.0	0.0	-3.3291030645634963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YAL010C	0.0	0.0	0.0	0.0	0.0	0.0	-2.8508209146750962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YAL013W	0.0	0.0	0.0	0.0	0.0	0.0	-5.310994062232288	0.0	0.0	-3.6173276205342306	-3.4627357586120104	0.0	0.0	0.0	-3.595891114140036	0.0
YAR015W	0.0	0.0	0.0	0.0	0.0	0.0	-3.1230064532008797	0.0	0.0	0.0	0.0	0.0	0.0	-3.525532887203374	0.0	0.0
YAR023C	0.0	0.0	0.0	0.0	0.0	0.0	-2.9238938789871445	-2.6716294192922865	0.0	0.0	-5.986966302247627	0.0	0.0	-5.75867822948743	0.0	0.0
YAR027W	0.0	0.0	0.0	0.0	0.0	0.0	-3.054134809218887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YAR035W	0.0	0.0	0.0	0.0	0.0	0.0	-2.9505272489366083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YBL008W	0.0	0.0	0.0	0.0	0.0	0.0	-3.123156500355524	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-4.399958449278796
YBL024W	0.0	0.0	0.0	0.0	0.0	0.0	-4.007009264791096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YBL025W	0.0	0.0	0.0	0.0	0.0	0.0	-4.968136313868774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-7.140412793884661
YBL078C	0.0	0.0	0.0	0.0	0.0	0.0	-4.662115141970573	0.0	0.0	-3.4957466714360934	0.0	0.0	0.0	0.0	0.0	0.0
YBL089W	0.0	0.0	0.0	0.0	0.0	0.0	-2.9584797481327856	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YBR006W	0.0	0.0	0.0	0.0	0.0	0.0	-3.193078474420031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YBR010W	0.0	0.0	0.0	0.0	0.0	0.0	-3.035078820578989	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.909835320393816	0.0
YBR045C	0.0	0.0	0.0	0.0	0.0	0.0	-4.117218899877749	0.0	0.0	0.0	0.0	-3.530603480057175	0.0	0.0	0.0	0.0
YBR047W	0.0	0.0	0.0	0.0	0.0	0.0	-3.3994683356340416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YBR172C	0.0	0.0	0.0	0.0	0.0	0.0	-7.4048270817240445	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YBR188C	0.0	0.0	0.0	0.0	0.0	0.0	-3.533985609773162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YBR199W	0.0	0.0	0.0	0.0	0.0	0.0	-5.567949814561618	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YBR200W	0.0	0.0	0.0	0.0	0.0	0.0	-2.8128589845499454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YBR210W	0.0	0.0	0.0	0.0	0.0	0.0	-5.6759837659059205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-4.124738245032644
YBR213W	0.0	0.0	0.0	0.0	0.0	0.0	-3.420549960861645	-6.682394818020984	-5.75904813799328	0.0	0.0	0.0	0.0	0.0	0.0	-5.614832444766304
YBR216C	0.0	0.0	0.0	0.0	0.0	0.0	-3.2352417248752374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YBR225W	0.0	0.0	0.0	0.0	0.0	0.0	-3.4285024600578224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-5.8726336487437125
YBR258C	0.0	0.0	0.0	0.0	0.0	0.0	-3.5883777033319255	0.0	0.0	-3.859679960352733	-6.070682729874629	0.0	0.0	0.0	-3.4870332461655194	0.0
YBR273C	0.0	0.0	0.0	0.0	0.0	0.0	-6.057628703745132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YCL032W	0.0	0.0	0.0	0.0	0.0	0.0	-3.903926869550075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YCL056C	0.0	0.0	0.0	0.0	0.0	0.0	-3.4593371503373422	0.0	0.0	0.0	0.0	0.0	-5.387891797242894	0.0	0.0	0.0
YCL063W	0.0	0.0	0.0	0.0	0.0	0.0	-3.4188994421605514	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-6.596372855258545
YCL064C	0.0	0.0	0.0	0.0	0.0	0.0	-5.099877715646964	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YCR009C	0.0	0.0	0.0	0.0	0.0	0.0	-4.740589803849837	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-6.115203354811708
YCR033W	0.0	0.0	0.0	0.0	0.0	0.0	-2.9474512822663885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YCR073W-A	0.0	0.0	0.0	0.0	0.0	0.0	-3.4104968015004395	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YCR076C	0.0	0.0	0.0	0.0	0.0	0.0	-2.9094143285639156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDL154W	0.0	0.0	0.0	0.0	0.0	0.0	-3.6217631952404075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDL171C	0.0	0.0	0.0	0.0	0.0	0.0	-3.409221400685958	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDL178W	0.0	0.0	0.0	0.0	0.0	0.0	-2.863875017129199	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDL191W	0.0	0.0	0.0	0.0	0.0	0.0	-4.146178000724208	-3.576902681915679	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDL214C	0.0	0.0	0.0	0.0	0.0	0.0	-2.9079888805947895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDL222C	0.0	0.0	0.0	0.0	0.0	0.0	-3.3140164810637915	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-7.905228433591367
YDL243C	0.0	0.0	0.0	0.0	0.0	0.0	-3.0532345262910177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR005C	0.0	0.0	0.0	0.0	0.0	0.0	-3.208308260616485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR101C	0.0	0.0	0.0	0.0	0.0	0.0	-6.333865515446327	0.0	0.0	-4.92321888009679	0.0	0.0	0.0	0.0	0.0	0.0
YDR109C	0.0	0.0	0.0	0.0	0.0	0.0	-4.5407269938628785	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR234W	0.0	0.0	0.0	0.0	0.0	0.0	-3.4047199860466115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR265W	0.0	0.0	0.0	0.0	0.0	0.0	-2.865075394366358	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR415C	0.0	0.0	0.0	0.0	0.0	0.0	-9.012582343743762	0.0	0.0	0.0	0.0	0.0	-4.6194877022021315	0.0	0.0	0.0
YDR442W	0.0	0.0	0.0	0.0	0.0	0.0	-2.9614056676483607	0.0	0.0	0.0	0.0	-3.557099951575436	0.0	0.0	0.0	0.0
YDR447C	0.0	0.0	0.0	0.0	0.0	0.0	-3.6832075050674797	0.0	0.0	0.0	-4.980847053857652	0.0	0.0	0.0	0.0	0.0
YDR466W	0.0	0.0	0.0	0.0	0.0	0.0	-4.523921712542653	0.0	0.0	-3.6628836783379515	-4.369917410715527	0.0	0.0	0.0	0.0	0.0
YEL033W	0.0	0.0	0.0	0.0	0.0	0.0	-3.798743814144025	-2.507174123572025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YEL039C	0.0	0.0	0.0	0.0	0.0	0.0	-2.952477861946991	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YEL045C	0.0	0.0	0.0	0.0	0.0	0.0	-3.2254886598233217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YEL068C	0.0	0.0	0.0	0.0	0.0	0.0	-3.231115428122504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.4718093000754027
YER042W	0.0	0.0	0.0	0.0	0.0	0.0	-9.28266722210452	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YER063W	0.0	0.0	0.0	0.0	0.0	0.0	-3.2683271224744304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YER118C	0.0	0.0	0.0	0.0	0.0	0.0	-2.994866183134165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YER140W	0.0	0.0	0.0	0.0	0.0	0.0	-7.379619159743708	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YFR024C-A	0.0	0.0	0.0	0.0	0.0	0.0	-3.5777243553521405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YFR049W	0.0	0.0	0.0	0.0	0.0	0.0	-2.994115947360941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YFR056C	0.0	0.0	0.0	0.0	0.0	0.0	-7.19956257416987	0.0	0.0	0.0	0.0	0.0	-5.840114051619996	0.0	0.0	0.0
YGL002W	0.0	0.0	0.0	0.0	0.0	0.0	-2.9317713546060005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YGL033W	0.0	0.0	0.0	0.0	0.0	0.0	-3.595955084641491	0.0	0.0	0.0	0.0	-4.266342712447937	0.0	-4.337108938790116	0.0	0.0
YGL136C	0.0	0.0	0.0	0.0	0.0	0.0	-2.87377812933576	0.0	0.0	0.0	0.0	0.0	-4.182168226662457	0.0	0.0	0.0
YGL138C	0.0	0.0	0.0	0.0	0.0	0.0	-3.134410036953889	0.0	0.0	0.0	0.0	0.0	-5.243068554622128	0.0	0.0	0.0
YGL141W	0.0	0.0	0.0	0.0	0.0	0.0	-3.8561368507956857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YGL175C	0.0	0.0	0.0	0.0	0.0	0.0	-2.9529280034109258	0.0	0.0	0.0	0.0	-4.299001154086723	0.0	0.0	0.0	0.0
YGR011W	0.0	0.0	0.0	0.0	0.0	0.0	-4.914494456083235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YGR244C	0.0	0.0	0.0	0.0	0.0	0.0	-7.720676342251483	0.0	0.0	0.0	0.0	-3.9880270620041953	0.0	0.0	-3.348204121034382	0.0
YHL035C	0.0	0.0	0.0	0.0	0.0	0.0	-3.6556738521901466	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YHR021C	0.0	0.0	0.0	0.0	0.0	0.0	-3.212509580946541	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YHR124W	0.0	0.0	0.0	0.0	0.0	0.0	-4.077006262432926	0.0	0.0	0.0	0.0	0.0	0.0	-5.36098544107291	-7.8597265662328	0.0
YIL123W	0.0	0.0	0.0	0.0	0.0	0.0	-10.203206515850761	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YJL006C	0.0	0.0	0.0	0.0	0.0	0.0	-6.506194672555953	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YJL065C	0.0	0.0	0.0	0.0	0.0	0.0	-3.0252507319497504	0.0	0.0	0.0	0.0	-3.616665662740517	0.0	0.0	0.0	0.0
YJL080C	0.0	0.0	0.0	0.0	0.0	0.0	-5.633370373986779	0.0	-4.292535529668342	0.0	0.0	0.0	0.0	-4.31145501751911	0.0	0.0
YJL082W	0.0	0.0	0.0	0.0	0.0	0.0	-4.366597270897514	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YJL106W	0.0	0.0	0.0	0.0	0.0	0.0	-3.474942054420408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YJL123C	0.0	0.0	0.0	0.0	0.0	0.0	-5.692864070803467	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
